energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78989495,1.40676983,-1.40033554,0.00301136,-0.00390311,0.26876518,-0.26526267,0.60203588,-0.59328782,0.53468983,-0.53210268,0.07324980,-0.08295854,0.54369337,-0.54243603,0.00000000,-0.00000000
-5.78389195,1.44905481,-1.44580484,0.00295793,-0.00401287,0.27991438,-0.27667505,0.59619475,-0.58945641,0.56701729,-0.56477800,0.07896267,-0.09005429,0.55142294,-0.55184755,0.00000000,-0.00000000
-5.77788894,1.49839340,-1.49823677,0.00296884,-0.00419662,0.29276824,-0.28976769,0.59625287,-0.59141085,0.60096465,-0.59904685,0.08534174,-0.09787158,0.56179460,-0.56384667,0.00000000,-0.00000000
-5.77188594,1.55399089,-1.55679616,0.00304640,-0.00445476,0.30725751,-0.30446872,0.60199345,-0.59890381,0.63623748,-0.63461212,0.09233475,-0.10634041,0.57439290,-0.57799488,0.00000000,-0.00000000
-5.76588294,1.61497131,-1.62057328,0.00319251,-0.00478678,0.32329459,-0.32069004,0.61310929,-0.61160434,0.67253014,-0.67116755,0.09988245,-0.11537986,0.58876714,-0.59382128,0.00000000,-0.00000000
-5.75987994,1.68040949,-1.68861609,0.00340865,-0.00519121,0.34077645,-0.33833027,0.62921549,-0.62911089,0.70953485,-0.70840691,0.10791976,-0.12489916,0.60444864,-0.61083999,0.00000000,-0.00000000
-5.75387694,1.74936233,-1.75996150,0.00369589,-0.00566560,0.35958727,-0.35727727,0.64986289,-0.65096490,0.74695006,-0.74603223,0.11637678,-0.13479885,0.62096818,-0.62856776,0.00000000,-0.00000000
-5.74787394,1.82089807,-1.83366450,0.00405480,-0.00620657,0.37960054,-0.37741007,0.67455174,-0.67666433,0.78448768,-0.78376079,0.12517990,-0.14497236,0.63787306,-0.64654111,0.00000000,-0.00000000
-5.74187094,1.89412265,-1.90882415,0.00448546,-0.00680978,0.40068064,-0.39860020,0.70274529,-0.70567691,0.82187876,-0.82133054,0.13425287,-0.15530756,0.65474311,-0.66433240,0.00000000,-0.00000000
-5.73586793,1.96820193,-1.98460535,0.00498738,-0.00747003,0.42268377,-0.42071223,0.73388293,-0.73745276,0.85887737,-0.85850370,0.14351774,-0.16568865,0.67120518,-0.68156428,0.00000000,-0.00000000
-5.72986493,2.04237947,-2.06025594,0.00555947,-0.00818134,0.44545832,-0.44360378,0.76739268,-0.77143610,0.89526282,-0.89506837,0.15289583,-0.17599810,0.68694558,-0.69792209,0.00000000,-0.00000000
-5.72386193,2.11598922,-2.13511876,0.00620005,-0.00893713,0.46884476,-0.46712487,0.80270275,-0.80707595,0.93083983,-0.93083838,0.16230846,-0.18611871,0.70171995,-0.71316369,0.00000000,-0.00000000
-5.71785893,2.18846319,-2.20863844,0.00690681,-0.00973031,0.49267519,-0.49111702,0.83925214,-0.84383566,0.96543719,-0.96565125,0.17167768,-0.19593566,0.71536051,-0.72712645,0.00000000,-0.00000000
-5.71185593,2.25933407,-2.28036320,0.00767681,-0.01055360,0.51677276,-0.51541205,0.87650001,-0.88120116,0.99890489,-0.99936491,0.18092677,-0.20533859,0.72778014,-0.73973121,0.00000000,-0.00000000
-5.70585293,2.32823342,-2.34994208,0.00850659,-0.01139968,0.54095105,-0.53983110,0.91393393,-0.91868797,1.03111022,-1.03185314,0.18998070,-0.21422354,0.73897341,-0.75098302,0.00000000,-0.00000000
-5.69984992,2.39488574,-2.41711814,0.00939213,-0.01226148,0.56501385,-0.56418380,0.95107682,-0.95584695,1.06193320,-1.06300054,0.19876641,-0.22249477,0.74901450,-0.76096870,0.00000000,-0.00000000
-5.69384692,2.45909942,-2.48171847,0.01032903,-0.01313248,0.58875536,-0.58826808,0.98749267,-0.99226880,1.09126180,-1.09269733,0.20721302,-0.23006633,0.75805215,-0.76985136,0.00000000,-0.00000000
-5.68784392,2.52075529,-2.54364184,0.01131256,-0.01400690,0.61196103,-0.61187077,1.02279098,-1.02758737,1.11898749,-1.12083450,0.21525207,-0.23686344,0.76630179,-0.77786208,0.00000000,-0.00000000
-5.68184092,2.57979360,-2.60284485,0.01233782,-0.01488001,0.63440926,-0.63476896,1.05662993,-1.06148179,1.14500143,-1.14729985,0.22281756,-0.24282349,0.77403524,-0.78528908,0.00000000,-0.00000000
-5.67583792,2.63620035,-2.65932757,0.01339984,-0.01574826,0.65587395,-0.65673254,1.08871830,-1.09367751,1.16919181,-1.17197517,0.22984623,-0.24789676,0.78156841,-0.79246472,0.00000000,-0.00000000
-5.66983492,2.68999378,-2.71311932,0.01449372,-0.01660947,0.67612790,-0.67752759,1.11881607,-1.12394629,1.19144248,-1.19473499,0.23627771,-0.25204679,0.78924729,-0.79975098,0.00000000,-0.00000000
-5.66383192,2.74121156,-2.76426534,0.01561474,-0.01746285,0.69494714,-0.69692088,1.14673392,-1.15210513,1.21163317,-1.21544704,0.24205488,-0.25525041,0.79743292,-0.80752366,0.00000000,-0.00000000
-5.65782891,2.78989924,-2.81281497,0.01675844,-0.01830902,0.71211583,-0.71468510,1.17233135,-1.17801424,1.22964123,-1.23397439,0.24712427,-0.25749739,0.80648572,-0.81615611,0.00000000,-0.00000000
-5.65182591,2.83610033,-2.85881142,0.01792067,-0.01914987,0.72743172,-0.73060470,1.19551374,-1.20157404,1.24534494,-1.25017921,0.25143667,-0.25878990,0.81674976,-0.82600291,0.00000000,-0.00000000
-5.64582291,2.87984816,-2.90228369,0.01909762,-0.01998837,0.74071186,-0.74448215,1.21622827,-1.22272141,1.25862798,-1.26392801,0.25494771,-0.25914159,0.82853752,-0.83738400,0.00000000,-0.00000000
-5.63981991,2.92115947,-2.94324024,0.02028573,-0.02082830,0.75179826,-0.75614414,1.23445881,-1.24142500,1.26938495,-1.27509784,0.25761875,-0.25857650,0.84211548,-0.85056995,0.00000000,-0.00000000
-5.63381691,2.96002970,-2.98166471,0.02148162,-0.02167380,0.76056311,-0.76544752,1.25022000,-1.25767999,1.27752744,-1.28358312,0.25941763,-0.25712787,0.85769125,-0.86576870,0.00000000,-0.00000000
-5.62781391,2.99642970,-3.01751309,0.02268194,-0.02252901,0.76691348,-0.77228453,1.26355053,-1.27150230,1.28299013,-1.28930259,0.26031963,-0.25483671,0.87540234,-0.88311420,0.00000000,-0.00000000
-5.62181091,3.03030364,-3.05071235,0.02388315,-0.02339757,0.77079493,-0.77658715,1.27450609,-1.28292249,1.28573655,-1.29220582,0.26030830,-0.25175048,0.89530716,-0.90265749,0.00000000,-0.00000000
-5.61580790,3.06156774,-3.08115997,0.02508132,-0.02428207,0.77219401,-0.77833007,1.28315199,-1.29197950,1.28576398,-1.29227874,0.25937623,-0.24792164,0.91737841,-0.92436032,0.00000000,-0.00000000
-5.60980490,3.09010959,-3.10872424,0.02627185,-0.02518365,0.77113928,-0.77753225,1.28955592,-1.29871458,1.28310700,-1.28954781,0.25752575,-0.24340635,0.94149911,-0.94809165,0.00000000,-0.00000000
-5.60380190,3.11578784,-3.13324501,0.02744924,-0.02610148,0.76770092,-0.77425687,1.29378108,-1.30316559,1.27783943,-1.28408230,0.25476937,-0.23826324,0.96746144,-0.97362712,0.00000000,-0.00000000
-5.59779890,3.13843209,-3.15453468,0.02860686,-0.02703244,0.76198867,-0.76860955,1.29588012,-1.30536196,1.27007432,-1.27599454,0.25113001,-0.23255225,0.99496847,-1.00065160,0.00000000,-0.00000000
-5.59179590,3.15784295,-3.17237936,0.02973673,-0.02797084,0.75414835,-0.76073491,1.29588997,-1.30532065,1.25996186,-1.26543793,0.24664097,-0.22633374,1.02363865,-1.02876472,0.00000000,-0.00000000
-5.58579290,3.17379235,-3.18654023,0.03082945,-0.02890830,0.74435692,-0.75081169,1.29382810,-1.30304327,1.24768533,-1.25260266,0.24134561,-0.21966763,1.05301326,-1.05748934,0.00000000,-0.00000000
-5.57978989,3.18602415,-3.19675524,0.03187412,-0.02983371,0.73281641,-0.73904645,1.28969031,-1.29851453,1.23345506,-1.23770941,0.23529672,-0.21261275,1.08256634,-1.08628266,0.00000000,-0.00000000
-5.57378689,3.19425542,-3.20274115,0.03285841,-0.03073343,0.71974687,-0.72566629,1.28345017,-1.29170232,1.21750072,-1.22100118,0.22855565,-0.20522641,1.11171711,-1.11454973,0.00000000,-0.00000000
-5.56778389,3.19817858,-3.20419640,0.03376870,-0.03159159,0.70537881,-0.71091088,1.27506034,-1.28255925,1.20006247,-1.20273386,0.22119114,-0.19756396,1.13984438,-1.14165896,0.00000000,-0.00000000
-5.56178089,3.19746465,-3.20080487,0.03459038,-0.03239051,0.68994533,-0.69502418,1.26445562,-1.27102586,1.18138119,-1.18316578,0.21327797,-0.18967858,1.16630272,-1.16695921,0.00000000,-0.00000000
-5.55577789,3.19176810,-3.19224088,0.03530821,-0.03311134,0.67367446,-0.67824627,1.25155768,-1.25703521,1.16168863,-1.16254715,0.20489544,-0.18162116,1.19043976,-1.18979780,0.00000000,-0.00000000
-5.54977489,3.18073326,-3.17817558,0.03590676,-0.03373467,0.65678197,-0.66080564,1.23628132,-1.24051875,1.14119783,-1.14110980,0.19612577,-0.17344018,1.21161423,-1.20953910,0.00000000,-0.00000000
-5.54377189,3.16400262,-3.15828488,0.03637098,-0.03424133,0.63946505,-0.64291241,1.21854183,-1.22141320,1.12009456,-1.11905787,0.18705246,-0.16518169,1.22921412,-1.22558283,0.00000000,-0.00000000
-5.53776888,3.14122700,-3.13225898,0.03668676,-0.03461316,0.62189721,-0.62475271,1.19826326,-1.19966800,1.09853023,-1.09656016,0.17775868,-0.15688933,1.24267432,-1.23738171,0.00000000,-0.00000000
-5.53176588,3.11207743,-3.09981330,0.03684150,-0.03483376,0.60422452,-0.60648453,1.17538703,-1.17525313,1.07661677,-1.07374447,0.16832572,-0.14860433,1.25149328,-1.24445766,0.00000000,-0.00000000
-5.52576288,3.07625858,-3.06070073,0.03682476,-0.03488923,0.58656346,-0.58823520,1.14988052,-1.14816663,1.05442385,-1.05069437,0.15883168,-0.14036551,1.25524791,-1.24641603,0.00000000,-0.00000000
-5.51975988,3.03352320,-3.01472472,0.03662872,-0.03476880,0.56900040,-0.57010068,1.12174513,-1.11844164,1.03197863,-1.02744872,0.14935019,-0.13220930,1.25360639,-1.24295749,0.00000000,-0.00000000
-5.51375688,2.98368719,-2.96175270,0.03624867,-0.03446536,0.55159277,-0.55214642,1.09102343,-1.08615245,1.00926816,-1.00400382,0.13994949,-0.12416971,1.24633832,-1.23388696,0.00000000,-0.00000000
-5.50775388,2.92664451,-2.90172945,0.03568336,-0.03397583,0.53437176,-0.53441004,1.05780492,-1.05141917,0.98624422,-0.98031829,0.13069164,-0.11627831,1.23332178,-1.21911937,0.00000000,-0.00000000
-5.50175088,2.86238136,-2.83468956,0.03493519,-0.03330135,0.51734633,-0.51690528,1.02223018,-1.01441088,0.96283058,-0.95632025,0.12163201,-0.10856418,1.21454716,-1.19868205,0.00000000,-0.00000000
-5.49574787,2.79098869,-2.76076834,0.03401032,-0.03244733,0.50050840,-0.49962725,0.98449306,-0.97534693,0.93893196,-0.93191657,0.11281898,-0.10105388,1.19011759,-1.17271372,0.00000000,-0.00000000
-5.48974487,2.71267245,-2.68021065,0.03291855,-0.03142331,0.48383878,-0.48255842,0.94484078,-0.93449626,0.91444452,-0.90700346,0.10429384,-0.09377135,1.16024585,-1.14146000,0.00000000,-0.00000000
-5.48374187,2.62776084,-2.59337679,0.03167316,-0.03024267,0.46731351,-0.46567518,0.90357202,-0.89217491,0.88926696,-0.88147788,0.09609088,-0.08673791,1.12524810,-1.10526592,0.00000000,-0.00000000
-5.47773887,2.53670784,-2.50074515,0.03029053,-0.02892213,0.45091027,-0.44895436,0.86103281,-0.84874151,0.86331178,-0.85524909,0.08823766,-0.07997215,1.08553449,-1.06456542,0.00000000,-0.00000000
-5.47173587,2.44009280,-2.40291099,0.02878965,-0.02748125,0.43461444,-0.43237952,0.81761055,-0.80459111,0.83651590,-0.82824956,0.08075539,-0.07348994,1.04159719,-1.01986858,0.00000000,-0.00000000
-5.46573287,2.33861555,-2.30058131,0.02719157,-0.02594174,0.41842438,-0.41594647,0.77372636,-0.76014755,0.80885007,-0.80044471,0.07365933,-0.06730440,0.99399625,-0.97174693,0.00000000,-0.00000000
-5.45972986,2.23308710,-2.19456552,0.02551876,-0.02432672,0.40235576,-0.39966781,0.72982592,-0.71585454,0.78032638,-0.77184070,0.06695940,-0.06142590,0.94334384,-0.92081742,0.00000000,-0.00000000
-5.45372686,2.12441604,-2.08576217,0.02379445,-0.02266003,0.38644457,-0.38357614,0.68636930,-0.67216583,0.75100352,-0.74248996,0.06066064,-0.05586209,0.89028756,-0.86772580,0.00000000,-0.00000000
-5.44772386,2.01359081,-1.97514196,0.02204195,-0.02096544,0.37074861,-0.36772578,0.64382001,-0.62953492,0.72098937,-0.71249404,0.05476386,-0.05061793,0.83549333,-0.81312984,0.00000000,-0.00000000
-5.44172086,1.90165858,-1.86372756,0.02028400,-0.01926604,0.35534747,-0.35219292,0.60263379,-0.58840442,0.69044077,-0.68200357,0.04926610,-0.04569581,0.77962863,-0.75768306,0.00000000,-0.00000000
-5.43571786,1.78970123,-1.75257083,0.01854217,-0.01758357,0.34034086,-0.33707412,0.56324729,-0.54919563,0.65956041,-0.65121539,0.04416121,-0.04109562,0.72334648,-0.70201961,0.00000000,-0.00000000
-5.42971486,1.67880940,-1.64272819,0.01683636,-0.01593792,0.32584547,-0.32248332,0.52606728,-0.51229844,0.62859103,-0.62036682,0.03944028,-0.03681489,0.66727089,-0.64674053,0.00000000,-0.00000000
-5.42371186,1.57005539,-1.53523503,0.01518435,-0.01434671,0.31199042,-0.30854741,0.49146046,-0.47806208,0.59780718,-0.58972767,0.03509212,-0.03284892,0.61198393,-0.59240197,0.00000000,-0.00000000
-5.41770885,1.46446616,-1.43108017,0.01360150,-0.01282500,0.29891171,-0.29540075,0.45974431,-0.44678666,0.56750509,-0.55959007,0.03110363,-0.02919099,0.55801510,-0.53950555,0.00000000,-0.00000000
-5.41170585,1.36299712,-1.33118104,0.01210053,-0.01138509,0.28674573,-0.28317876,0.43117913,-0.41871599,0.53799094,-0.53025693,0.02746018,-0.02583252,0.50583286,-0.48849100,0.00000000,-0.00000000
-5.40570285,1.26650790,-1.23636082,0.01069141,-0.01003648,0.27562239,-0.27201107,0.40596157,-0.39403170,0.50956847,-0.50202950,0.02414588,-0.02276325,0.45583870,-0.43973124,0.00000000,-0.00000000
-5.39969985,1.17574094,-1.14732810,0.00938137,-0.00878586,0.26565813,-0.26201451,0.38421970,-0.37284879,0.48252628,-0.47519474,0.02114391,-0.01997152,0.40836357,-0.39352970,0.00000000,-0.00000000
-5.39369685,1.09130364,-1.06465997,0.00817500,-0.00763729,0.25694916,-0.25328636,0.36600985,-0.35521283,0.45712566,-0.45001312,0.01843675,-0.01744442,0.36366677,-0.35011996,0.00000000,-0.00000000
-5.38769385,1.01365479,-0.98878909,0.00707440,-0.00659235,0.24956543,-0.24589818,0.35131522,-0.34109869,0.43358952,-0.42670745,0.01600638,-0.01516806,0.32193685,-0.30966730,0.00000000,-0.00000000
-5.38169085,0.94309561,-0.91999512,0.00607945,-0.00565045,0.24354547,-0.23989060,0.34004632,-0.33041109,0.41209282,-0.40545333,0.01383455,-0.01312779,0.28329453,-0.27227210,0.00000000,-0.00000000
-5.37568784,0.87976587,-0.85840097,0.00518804,-0.00480910,0.23889251,-0.23526933,0.33204324,-0.32298671,0.39275526,-0.38637162,0.01190292,-0.01130842,0.24779722,-0.23797456,0.00000000,-0.00000000
-5.36968484,0.82364497,-0.80397377,0.00439644,-0.00406423,0.23557212,-0.23200256,0.32707978,-0.31859808,0.37563623,-0.36952327,0.01019325,-0.00969443,0.21544481,-0.20676071,0.00000000,-0.00000000
-5.36368184,0.77455805,-0.75653062,0.00369958,-0.00341056,0.23351135,-0.23002002,0.32486923,-0.31695907,0.36073245,-0.35490685,0.00868759,-0.00827021,0.18618640,-0.17856906,0.00000000,-0.00000000
-5.35767884,0.73218670,-0.71574880,0.00309137,-0.00284185,0.23259964,-0.22921364,0.32507184,-0.31773181,0.34797826,-0.34245856,0.00736837,-0.00702021,0.15992764,-0.15329787,0.00000000,-0.00000000
-5.35167584,0.69608389,-0.68118002,0.00256504,-0.00235127,0.23269133,-0.22943991,0.32730368,-0.32053520,0.33724858,-0.33205507,0.00621860,-0.00592917,0.13653840,-0.13081253,0.00000000,-0.00000000
-5.34567284,0.66569249,-0.65226822,0.00211338,-0.00193166,0.23360974,-0.23052377,0.33114673,-0.32495442,0.32836426,-0.32351862,0.00522196,-0.00498226,0.11586037,-0.11095288,0.00000000,-0.00000000
-5.33966983,0.64036662,-0.62837014,0.00172900,-0.00157573,0.23515264,-0.23226388,0.33616000,-0.33055160,0.32109961,-0.31662438,0.00436290,-0.00416523,0.09771443,-0.09354026,0.00000000,-0.00000000
-5.33366683,0.61939510,-0.60877796,0.00140459,-0.00127631,0.23709886,-0.23443916,0.34189130,-0.33687711,0.31519168,-0.31110955,0.00362678,-0.00346454,0.08190763,-0.07838402,0.00000000,-0.00000000
-5.32766383,0.60202597,-0.59274318,0.00113301,-0.00102648,0.23921577,-0.23681607,0.34788930,-0.34348130,0.31035083,-0.30668379,0.00299989,-0.00286747,0.06823945,-0.06528750,0.00000000,-0.00000000
-5.32166083,0.58749133,-0.57950085,0.00090751,-0.00081972,0.24126720,-0.23915656,0.35371567,-0.34992627,0.30627205,-0.30304050,0.00246959,-0.00236221,0.05650740,-0.05405323,0.00000000,-0.00000000
-5.31565783,0.57503159,-0.56829333,0.00072176,-0.00064999,0.24302163,-0.24122621,0.35895668,-0.35579733,0.30264668,-0.29986839,0.00202430,-0.00193794,0.04651186,-0.04448740,0.00000000,-0.00000000
-5.30965483,0.56391825,-0.55839274,0.00056999,-0.00051176,0.24426012,-0.24280215,0.36323412,-0.36071381,0.29917372,-0.29686293,0.00165358,-0.00158487,0.03806008,-0.03640358,0.00000000,-0.00000000
-5.30365183,0.55347450,-0.54912143,0.00044697,-0.00040010,0.24478367,-0.24368059,0.36621498,-0.36433877,0.29557057,-0.29373704,0.00134816,-0.00129434,0.03096938,-0.02962568,0.00000000,-0.00000000
-5.29764882,0.54309305,-0.53986978,0.00034804,-0.00031060,0.24441981,-0.24368347,0.36761963,-0.36638733,0.29158252,-0.29023079,0.00109996,-0.00105882,0.02506966,-0.02399023,0.00000000,-0.00000000
-5.29164582,0.53225061,-0.53011088,0.00026911,-0.00023943,0.24302795,-0.24266404,0.36722828,-0.36663331,0.28699083,-0.28611961,0.00090215,-0.00087198,0.02020521,-0.01934804,0.00000000,-0.00000000
-5.28564282,0.52051883,-0.51941165,0.00020663,-0.00018330,0.24050346,-0.24051114,0.36488538,-0.36491397,0.28161899,-0.28122079,0.00074916,-0.00072872,0.01623593,-0.01556529,0.00000000,-0.00000000
-5.27963982,0.50757130,-0.50744036,0.00015758,-0.00013937,0.23678030,-0.23715203,0.36050195,-0.36113267,0.27533709,-0.27539808,0.00063671,-0.00062523,0.01303807,-0.01252423,0.00000000,-0.00000000
-5.27363682,0.49318689,-0.49397026,0.00011937,-0.00010528,0.23183200,-0.23255367,0.35405568,-0.35525940,0.26806413,-0.26856428,0.00056192,-0.00055906,0.01050462,-0.01012347,0.00000000,-0.00000000
-5.26763382,0.47724929,-0.47887976,0.00008986,-0.00007905,0.22567123,-0.22672249,0.34558900,-0.34732921,0.25976847,-0.26068195,0.00052329,-0.00052920,0.00854532,-0.00827809,0.00000000,-0.00000000
-5.26163082,0.45974334,-0.46214918,0.00006727,-0.00005904,0.21834781,-0.21970265,0.33520516,-0.33743870,0.25046633,-0.25176216,0.00052088,-0.00053616,0.00708659,-0.00691946,0.00000000,-0.00000000
