energy_ev,total_up,Sc_p_up,Sc_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,0.11085767,0.01604599,0.01248708,0.01422869,0.00000000,0.06009726,0.00000000
-5.99399700,0.11346240,0.01569494,0.01263172,0.01424194,0.00000000,0.06323385,0.00000000
-5.98799400,0.11704631,0.01570493,0.01292348,0.01431844,0.00000000,0.06684160,0.00000000
-5.98199100,0.12160016,0.01603292,0.01335420,0.01446636,0.00000000,0.07093418,0.00000000
-5.97598799,0.12709473,0.01663811,0.01391436,0.01469104,0.00000000,0.07550950,0.00000000
-5.96998499,0.13347809,0.01748135,0.01459281,0.01499470,0.00000000,0.08054833,0.00000000
-5.96398199,0.14067376,0.01852469,0.01537648,0.01537628,0.00000000,0.08601336,0.00000000
-5.95797899,0.14857975,0.01973086,0.01625020,0.01583130,0.00000000,0.09184901,0.00000000
-5.95197599,0.15706887,0.02106292,0.01719671,0.01635201,0.00000000,0.09798187,0.00000000
-5.94597299,0.16599004,0.02248406,0.01819668,0.01692748,0.00000000,0.10432190,0.00000000
-5.93996998,0.17517088,0.02395753,0.01922898,0.01754399,0.00000000,0.11076428,0.00000000
-5.93396698,0.18442131,0.02544672,0.02027094,0.01818543,0.00000000,0.11719202,0.00000000
-5.92796398,0.19353823,0.02691543,0.02129887,0.01883380,0.00000000,0.12347909,0.00000000
-5.92196098,0.20231096,0.02832830,0.02228852,0.01946984,0.00000000,0.12949410,0.00000000
-5.91595798,0.21052733,0.02965134,0.02321578,0.02007372,0.00000000,0.13510431,0.00000000
-5.90995498,0.21798013,0.03085251,0.02405728,0.02062565,0.00000000,0.14017989,0.00000000
-5.90395198,0.22447362,0.03190244,0.02479108,0.02110664,0.00000000,0.14459815,0.00000000
-5.89794897,0.22982987,0.03277509,0.02539735,0.02149915,0.00000000,0.14824768,0.00000000
-5.89194597,0.23389461,0.03344837,0.02585898,0.02178767,0.00000000,0.15103215,0.00000000
-5.88594297,0.23654232,0.03390477,0.02616211,0.02195928,0.00000000,0.15287359,0.00000000
-5.87993997,0.23768031,0.03413175,0.02629656,0.02200406,0.00000000,0.15371506,0.00000000
-5.87393697,0.23725171,0.03412214,0.02625614,0.02191540,0.00000000,0.15352257,0.00000000
-5.86793397,0.23523705,0.03387421,0.02603884,0.02169022,0.00000000,0.15228611,0.00000000
-5.86193097,0.23165456,0.03339170,0.02564681,0.02132895,0.00000000,0.15001984,0.00000000
-5.85592796,0.22655905,0.03268361,0.02508626,0.02083549,0.00000000,0.14676139,0.00000000
-5.84992496,0.22003956,0.03176382,0.02436718,0.02021699,0.00000000,0.14257031,0.00000000
-5.84392196,0.21221575,0.03065056,0.02350295,0.01948352,0.00000000,0.13752578,0.00000000
-5.83791896,0.20323340,0.02936572,0.02250982,0.01864765,0.00000000,0.13172368,0.00000000
-5.83191596,0.19325910,0.02793414,0.02140634,0.01772398,0.00000000,0.12527320,0.00000000
-5.82591296,0.18247446,0.02638273,0.02021272,0.01672859,0.00000000,0.11829306,0.00000000
