energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.11861016,0.00000007,0.02424739,0.00118678,0.02997623,0.00495498,0.02426322
-5.99399700,0.14217993,0.00000009,0.02906313,0.00142476,0.03593715,0.00593060,0.02908810
-5.98799400,0.16925554,0.00000011,0.03459455,0.00169863,0.04278569,0.00704922,0.03463144
-5.98199100,0.20009484,0.00000013,0.04089417,0.00201116,0.05058735,0.00832089,0.04094626
-5.97598799,0.23491863,0.00000015,0.04800690,0.00236473,0.05939828,0.00975406,0.04807802
-5.96998499,0.27389724,0.00000018,0.05596732,0.00276124,0.06926192,0.01135503,0.05606186
-5.96398199,0.31713672,0.00000021,0.06479687,0.00320195,0.08020544,0.01312741,0.06491980
-5.95797899,0.36466497,0.00000025,0.07450102,0.00368733,0.09223627,0.01507154,0.07465784
-5.95197599,0.41641855,0.00000029,0.08506657,0.00421693,0.10533873,0.01718401,0.08526329
-5.94597299,0.47223095,0.00000033,0.09645930,0.00478924,0.11947105,0.01945718,0.09670235
-5.93996998,0.53182278,0.00000038,0.10862191,0.00540161,0.13456289,0.02187882,0.10891808
-5.93396698,0.59479491,0.00000043,0.12147271,0.00605013,0.15051354,0.02443186,0.12182897
-5.92796398,0.66062501,0.00000048,0.13490485,0.00672962,0.16719109,0.02709430,0.13532825
-5.92196098,0.72866817,0.00000054,0.14878653,0.00743361,0.18443252,0.02983925,0.14928397
-5.91595798,0.79816216,0.00000060,0.16296200,0.00815441,0.20204505,0.03263520,0.16354008
-5.90995498,0.86823735,0.00000066,0.17725369,0.00888314,0.21980859,0.03544647,0.17791845
-5.90395198,0.93793164,0.00000073,0.19146518,0.00960997,0.23747955,0.03823382,0.19222191
-5.89794897,1.00621002,0.00000079,0.20538527,0.01032422,0.25479577,0.04095529,0.20623825
-5.89194597,1.07198843,0.00000085,0.21879281,0.01101468,0.27148254,0.04356721,0.21974511
-5.88594297,1.13416123,0.00000091,0.23146230,0.01166983,0.28725955,0.04602526,0.23251561
-5.87993997,1.19163129,0.00000097,0.24317011,0.01227818,0.30184855,0.04828577,0.24432452
-5.87393697,1.24334179,0.00000103,0.25370086,0.01282860,0.31498135,0.05030694,0.25495476
-5.86793397,1.28830818,0.00000108,0.26285401,0.01331066,0.32640799,0.05205012,0.26420400
-5.86193097,1.32564922,0.00000112,0.27045015,0.01371491,0.33590458,0.05348107,0.27189100
-5.85592796,1.35461563,0.00000116,0.27633684,0.01403327,0.34328056,0.05457103,0.27786154
-5.84992496,1.37461500,0.00000119,0.28039370,0.01425922,0.34838510,0.05529771,0.28199352
-5.84392196,1.38523199,0.00000121,0.28253647,0.01438806,0.35111218,0.05564604,0.28420110
-5.83791896,1.38624260,0.00000123,0.28271995,0.01441707,0.35140424,0.05560868,0.28443772
-5.83191596,1.37762208,0.00000123,0.28093957,0.01434561,0.34925426,0.05518628,0.28269768
-5.82591296,1.35954588,0.00000123,0.27723158,0.01417513,0.34470598,0.05438749,0.27901638
-5.81990995,1.33238381,0.00000122,0.27167183,0.01390912,0.33785246,0.05322861,0.27346915
-5.81390695,1.29668743,0.00000120,0.26437319,0.01355300,0.32883291,0.05173309,0.26616868
-5.80790395,1.25317149,0.00000117,0.25548175,0.01311395,0.31782798,0.04993071,0.25726122
-5.80190095,1.20269014,0.00000114,0.24517197,0.01260066,0.30505381,0.04785663,0.24692170
-5.79589795,1.14620921,0.00000110,0.23364101,0.01202302,0.29075492,0.04555020,0.23534810
-5.78989495,1.08477551,0.00000106,0.22110245,0.01139186,0.27519651,0.04305376,0.22275509
-5.78389195,1.01948491,0.00000101,0.20777981,0.01071857,0.25865632,0.04041137,0.20936753
-5.77788894,0.95145016,0.00000097,0.19389998,0.01001478,0.24141650,0.03766747,0.19541388
