energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.83791896,2.55810403,0.01802838,0.24212924,1.65728794,0.77535995,0.01137783,1.22826749,0.63499569,0.16812928
-5.83191596,2.67202782,0.01963764,0.25318623,1.74320950,0.80724181,0.01154169,1.28666728,0.66837194,0.17624083
-5.82591296,2.78400355,0.02132411,0.26383962,1.82645849,0.83791671,0.01167142,1.34440790,0.70124048,0.18452159
-5.81990995,2.89200239,0.02307445,0.27389132,1.90564961,0.86680252,0.01176045,1.40048152,0.73303656,0.19284500
-5.81390695,2.99399154,0.02487312,0.28314746,1.97941269,0.89333011,0.01180351,1.45386964,0.76318660,0.20107843
-5.80790395,3.08798762,0.02670267,0.29142358,2.04642924,0.91695860,0.01179674,1.50356950,0.79112424,0.20908608
-5.80190095,3.17210968,0.02854401,0.29854963,2.10546832,0.93718993,0.01173769,1.54862089,0.81630656,0.21673207
-5.79589795,3.24463035,0.03037680,0.30437459,2.15542054,0.95358247,0.01162534,1.58813238,0.83823022,0.22388359
-5.78989495,3.30402364,0.03217990,0.30877049,2.19532909,0.96576316,0.01145998,1.62130646,0.85644669,0.23041411
-5.78389195,3.34900785,0.03393190,0.31163591,2.22441671,0.97343782,0.01124321,1.64746253,0.87057619,0.23620657
-5.77788894,3.37858239,0.03561173,0.31289860,2.24210770,0.97639942,0.01097775,1.66605723,0.88031984,0.24115641
-5.77188594,3.39205728,0.03719922,0.31251728,2.24804433,0.97453408,0.01066732,1.67670125,0.88546936,0.24517450
-5.76588294,3.38907469,0.03867574,0.31048265,2.24209705,0.96782458,0.01031651,1.67917229,0.88591426,0.24818968
-5.75987994,3.36962151,0.04002485,0.30681736,2.22436822,0.95635144,0.00993057,1.67342349,0.88164598,0.25015110
-5.75387694,3.33403286,0.04123281,0.30157517,2.19518931,0.94029147,0.00951528,1.65958714,0.87275895,0.25102996
-5.74787394,3.28298623,0.04228915,0.29483929,2.15511172,0.91991398,0.00907674,1.63797355,0.85944847,0.25082094
-5.74187094,3.21748649,0.04318704,0.28671986,2.10489152,0.89557462,0.00862125,1.60906490,0.84200550,0.24954289
-5.73586793,3.13884215,0.04392360,0.27735083,2.04546873,0.86770727,0.00815514,1.57350441,0.82080859,0.24723902
-5.72986493,3.04863355,0.04450004,0.26688621,1.97794182,0.83681403,0.00768463,1.53208096,0.79631306,0.24397635
-5.72386193,2.94867400,0.04492164,0.25549593,1.90353832,0.80345378,0.00721572,1.48570978,0.76903813,0.23984458
-5.71785893,2.84096490,0.04519762,0.24336138,1.82358260,0.76822950,0.00675411,1.43540963,0.73955219,0.23495417
-5.71185593,2.72764630,0.04534071,0.23067074,1.73946178,0.73177479,0.00630506,1.38227729,0.70845690,0.22943385
-5.70585293,2.61094422,0.04536671,0.21761444,1.65259098,0.69473994,0.00587338,1.32746007,0.67637069,0.22342757
-5.69984992,2.49311650,0.04529377,0.20438063,1.56437903,0.65777789,0.00546335,1.27212722,0.64391210,0.21709083
-5.69384692,2.37639861,0.04514165,0.19115099,1.47619561,0.62153044,0.00507868,1.21744112,0.61168381,0.21058669
-5.68784392,2.26295110,0.04493084,0.17809699,1.38934109,0.58661515,0.00472248,1.16452898,0.58025751,0.20408148
-5.68184092,2.15481013,0.04468162,0.16537656,1.30501964,0.55361303,0.00439728,1.11445617,0.55016052,0.19774029
-5.67583792,2.05384266,0.04441316,0.15313148,1.22431668,0.52305750,0.00410498,1.06820163,0.52186418,0.19172256
-5.66983492,1.96170725,0.04414267,0.14148542,1.14818106,0.49542480,0.00384693,1.02663629,0.49577455,0.18617772
-5.66383192,1.87982186,0.04388455,0.13054259,1.07741251,0.47112591,0.00362387,0.99050493,0.47222564,0.18124118
-5.65782891,1.80933912,0.04364978,0.12038727,1.01265456,0.45050030,0.00343602,0.96041204,0.45147516,0.17703075
-5.65182591,1.75112982,0.04344546,0.11108398,0.95439279,0.43381150,0.00328310,0.93681190,0.43370286,0.17364362
-5.64582291,1.70577481,0.04327446,0.10267824,0.90295847,0.42124453,0.00316440,0.92000317,0.41901151,0.17115405
-5.63981991,1.67356533,0.04313543,0.09519808,0.85853694,0.41290528,0.00307883,0.91012791,0.40743007,0.16961173
-5.63381691,1.65451148,0.04302290,0.08865595,0.82118029,0.40882167,0.00302498,0.90717498,0.39891909,0.16904106
-5.62781391,1.64835822,0.04292768,0.08305107,0.79082358,0.40894656,0.00300123,0.91098750,0.39337779,0.16944116
-5.62181091,1.65460829,0.04283742,0.07837205,0.76730369,0.41316240,0.00300587,0.92127417,0.39065259,0.17078675
-5.61580790,1.67255077,0.04273735,0.07459960,0.75037984,0.42128722,0.00303712,0.93762365,0.39054653,0.17302979
-5.60980490,1.70129443,0.04261113,0.07170937,0.73975480,0.43308202,0.00309331,0.95952171,0.39282937,0.17610179
-5.60380190,1.73980423,0.04244181,0.06967450,0.73509575,0.44825919,0.00317296,0.98637030,0.39724771,0.17991670
-5.59779890,1.78693978,0.04221276,0.06846801,0.73605369,0.46649174,0.00327488,1.01750789,0.40353483,0.18437433
-5.59179590,1.84149418,0.04190866,0.06806476,0.74228063,0.48742303,0.00339827,1.05223027,0.41141986,0.18936398
-5.58579290,1.90223181,0.04151629,0.06844295,0.75344365,0.51067684,0.00354280,1.08981116,0.42063600,0.19476832
-5.57978989,1.96792366,0.04102533,0.06958506,0.76923525,0.53586729,0.00370868,1.12952174,0.43092731,0.20046722
-5.57378689,2.03737902,0.04042886,0.07147815,0.78937945,0.56260832,0.00389672,1.17064867,0.44205417,0.20634145
-5.56778389,2.10947226,0.03972379,0.07411360,0.81363360,0.59052259,0.00410827,1.21250969,0.45379703,0.21227603
-5.56178089,2.18316401,0.03891100,0.07748616,0.84178573,0.61924921,0.00434531,1.25446666,0.46595855,0.21816327
-5.55577789,2.25751601,0.03799527,0.08159250,0.87364780,0.64845035,0.00461029,1.29593546,0.47836410,0.22390512
-5.54977489,2.33169943,0.03698505,0.08642920,0.90904538,0.67781619,0.00490608,1.33639262,0.49086088,0.22941506
-5.54377189,2.40499661,0.03589201,0.09199043,0.94780441,0.70706836,0.00523587,1.37537876,0.50331562,0.23461924
-5.53776888,2.47679663,0.03473046,0.09826533,0.98973600,0.73596153,0.00560291,1.41249876,0.51561142,0.23945701
-5.53176588,2.54658538,0.03351658,0.10523524,1.03462035,0.76428332,0.00601041,1.44741919,0.52764380,0.24388085
-5.52576288,2.61393111,0.03226769,0.11287113,1.08219089,0.79185255,0.00646124,1.47986325,0.53931645,0.24785564
-5.51975988,2.67846666,0.03100142,0.12113110,1.13211982,0.81851600,0.00695773,1.50960387,0.55053698,0.25135751
-5.51375688,2.73986973,0.02973487,0.12995840,1.18400622,0.84414404,0.00750138,1.53645562,0.56121305,0.25437229
-5.50775388,2.79784278,0.02848395,0.13927997,1.23736771,0.86862527,0.00809268,1.56026607,0.57124918,0.25689370
-5.50175088,2.85209396,0.02726267,0.14900562,1.29163656,0.89186086,0.00873081,1.58090732,0.58054448,0.25892147
-5.49574787,2.90232056,0.02608268,0.15902806,1.34616073,0.91375874,0.00941352,1.59826842,0.58899165,0.26045936
-5.48974487,2.94819622,0.02495290,0.16922377,1.40021042,0.93422825,0.01013694,1.61224918,0.59647715,0.26151347
-5.48374187,2.98936297,0.02387930,0.17945477,1.45298986,0.95317560,0.01089551,1.62275582,0.60288275,0.26209071
-5.47773887,3.02542867,0.02286490,0.18957123,1.50365438,0.97050051,0.01168195,1.62969888,0.60808837,0.26219764
-5.47173587,3.05597039,0.02190988,0.19941490,1.55133181,0.98609434,0.01248733,1.63299339,0.61197599,0.26183974
-5.46573287,3.08054353,0.02101181,0.20882319,1.59514769,0.99983988,0.01330118,1.63256143,0.61443447,0.26102111
-5.45972986,3.09869626,0.02016608,0.21763389,1.63425286,1.01161298,0.01411172,1.62833664,0.61536500,0.25974465
-5.45372686,3.10998859,0.01936630,0.22569012,1.66785239,1.02128575,0.01490614,1.62027055,0.61468679,0.25801259
-5.44772386,3.11401492,0.01860486,0.23284550,1.69523425,1.02873156,0.01567092,1.60834010,0.61234268,0.25582749
-5.44172086,3.11042861,0.01787346,0.23896928,1.71579655,1.03383111,0.01639225,1.59255578,0.60830423,0.25319343
-5.43571786,3.09896740,0.01716362,0.24395103,1.72907177,1.03647971,0.01705647,1.57296981,0.60257613,0.25011745
-5.42971486,3.07947772,0.01646721,0.24770505,1.73474699,1.03659493,0.01765051,1.54968358,0.59519938,0.24661107
-5.42371186,3.05193681,0.01577688,0.25017381,1.73267901,1.03412440,0.01816233,1.52285402,0.58625328,0.24269175
-5.41770885,3.01647098,0.01508641,0.25133079,1.72290368,1.02905321,0.01858137,1.49269803,0.57585590,0.23838421
-5.41170585,2.97336902,0.01439100,0.25118214,1.70563908,1.02141050,0.01889889,1.45949492,0.56416300,0.23372162
-5.40570285,2.92308992,0.01368741,0.24976736,1.68128235,1.01127467,0.01910834,1.42358633,0.55136556,0.22874632
-5.39969985,2.86626426,0.01297407,0.24715894,1.65040046,0.99877714,0.01920555,1.38537371,0.53768589,0.22351028
-5.39369685,2.80368915,0.01225106,0.24346080,1.61371533,0.98410412,0.01918890,1.34531326,0.52337252,0.21807512
-5.38769385,2.73631686,0.01151996,0.23880586,1.57208411,0.96749647,0.01905937,1.30390861,0.50869425,0.21251166
-5.38169085,2.66523751,0.01078374,0.23335258,1.52647546,0.94924747,0.01882051,1.26170147,0.49393347,0.20689909
-5.37568784,2.59165667,0.01004653,0.22728084,1.47794291,0.92969855,0.01847830,1.21926069,0.47937916,0.20132369
-5.36968484,2.51686854,0.00931329,0.22078710,1.42759627,0.90923322,0.01804088,1.17717012,0.46531981,0.19587722
-5.36368184,2.44222605,0.00858962,0.21407916,1.37657233,0.88826933,0.01751830,1.13601586,0.45203654,0.19065500
-5.35767884,2.36910869,0.00788141,0.20737066,1.32600560,0.86725001,0.01692215,1.09637318,0.43979666,0.18575373
-5.35167584,2.29888943,0.00719460,0.20087546,1.27700022,0.84663348,0.01626513,1.05879378,0.42884784,0.18126918
-5.34567284,2.23290161,0.00653493,0.19480207,1.23060357,0.82688233,0.01556066,1.02379364,0.41941294,0.17729373
-5.33966983,2.17240689,0.00590771,0.18934833,1.18778226,0.80845229,0.01482243,0.99184178,0.41168574,0.17391398
-5.33366683,2.11856504,0.00531764,0.18469640,1.14940096,0.79178110,0.01406402,0.96335031,0.40582734,0.17120835
-5.32766383,2.07240645,0.00476870,0.18100826,1.11620417,0.77727766,0.01329852,0.93866580,0.40196342,0.16924487
-5.32166083,2.03480770,0.00426406,0.17842169,1.08880134,0.76531181,0.01253817,0.91806231,0.40018217,0.16807918
-5.31565783,2.00647094,0.00380600,0.17704700,1.06765527,0.75620494,0.01179416,0.90173591,0.40053296,0.16775275
-5.30965483,1.98790736,0.00339592,0.17696437,1.05307378,0.75022174,0.01107634,0.88980100,0.40302546,0.16829154
-5.30365183,1.97942508,0.00303439,0.17822198,1.04520485,0.74756318,0.01039315,0.88228824,0.40762945,0.16970492
-5.29764882,1.98112161,0.00272115,0.18083496,1.04403504,0.74836106,0.00975151,0.87914427,0.41427510,0.17198519
-5.29164582,1.99288134,0.00245520,0.18478517,1.04939129,0.75267409,0.00915683,0.88023313,0.42285377,0.17510741
-5.28564282,2.01437789,0.00223492,0.19002185,1.06094619,0.76048577,0.00861302,0.88533940,0.43321940,0.17902990
-5.27963982,2.04508173,0.00205809,0.19646315,1.07822671,0.77170410,0.00812260,0.89417309,0.44519058,0.18369511
-5.27363682,2.08427291,0.00192207,0.20399856,1.10062644,0.78616322,0.00768679,0.90637633,0.45855329,0.18903115
-5.26763382,2.13105892,0.00182383,0.21249222,1.12742133,0.80362700,0.00730570,0.92153162,0.47306448,0.19495368
-5.26163082,2.18439757,0.00176008,0.22178703,1.15778895,0.82379465,0.00697844,0.93917178,0.48845653,0.20136843
-5.25562781,2.24312457,0.00172737,0.23170959,1.19083092,0.84630817,0.00670331,0.95879140,0.50444268,0.20817397
-5.24962481,2.30598524,0.00172214,0.24207582,1.22559843,0.87076172,0.00647798,0.97985958,0.52072331,0.21526488
-5.24362181,2.37166994,0.00174085,0.25269707,1.26112014,0.89671256,0.00629958,1.00183373,0.53699326,0.22253519
-5.23761881,2.43885206,0.00178001,0.26338673,1.29643202,0.92369349,0.00616492,1.02417412,0.55294978,0.22988180
-5.23161581,2.50622786,0.00183630,0.27396696,1.33060820,0.95122632,0.00607056,1.04635877,0.56830120,0.23720802
-5.22561281,2.57255673,0.00190659,0.28427547,1.36279192,0.97883618,0.00601293,1.06789831,0.58277594,0.24442688
-5.21960980,2.63670057,0.00198805,0.29417195,1.39222547,1.00606604,0.00598844,1.08835015,0.59613152,0.25146413
-5.21360680,2.69766097,0.00207819,0.30354410,1.41827804,1.03249117,0.00599352,1.10733168,0.60816338,0.25826088
-5.20760380,2.75461259,0.00217495,0.31231274,1.44047013,1.05773278,0.00602468,1.12453176,0.61871293,0.26477560
-5.20160080,2.80693135,0.00227670,0.32043598,1.45849356,1.08147051,0.00607857,1.13972018,0.62767458,0.27098554
-5.19559780,2.85421614,0.00238236,0.32791206,1.47222597,1.10345311,0.00615199,1.15275457,0.63500131,0.27688734
-5.18959480,2.89630280,0.00249140,0.33478074,1.48173881,1.12350685,0.00624192,1.16358438,0.64070844,0.28249688
-5.18359180,2.93326960,0.00260388,0.34112303,1.48729843,1.14154124,0.00634549,1.17225177,0.64487529,0.28784832
-5.17758879,2.96543343,0.00272047,0.34705928,1.48935963,1.15755165,0.00646004,1.17888904,0.64764450,0.29299231
-5.17158579,2.99333652,0.00284246,0.35274543,1.48855170,1.17161859,0.00658308,1.18371286,0.64921895,0.29799347
-5.16558279,3.01772383,0.00297175,0.35836764,1.48565726,1.18390356,0.00671228,1.18701507,0.64985616,0.30292715
-5.15957979,3.03951148,0.00311080,0.36413530,1.48158433,1.19464139,0.00684546,1.18915057,0.64986030,0.30787569
-5.15357679,3.05974721,0.00326258,0.37027267,1.47733252,1.20412925,0.00698058,1.19052245,0.64957199,0.31292416
-5.14757379,3.07956412,0.00343048,0.37700946,1.47395461,1.21271274,0.00711575,1.19156491,0.64935621,0.31815589
-5.14157079,3.10012926,0.00361824,0.38457053,1.47251475,1.22076936,0.00724916,1.19272463,0.64958875,0.32364787
-5.13556778,3.12258901,0.00382974,0.39316527,1.47404496,1.22869008,0.00737910,1.19444106,0.65064152,0.32946618
-5.12956478,3.14801337,0.00406896,0.40297699,1.47950150,1.23685965,0.00750398,1.19712661,0.65286760,0.33566175
-5.12356178,3.17734140,0.00433970,0.41415273,1.48972299,1.24563657,0.00762226,1.20114726,0.65658623,0.34226648
-5.11755878,3.21133017,0.00464549,0.42679401,1.50539175,1.25533345,0.00773249,1.20680459,0.66206873,0.34929003
-5.11155578,3.25050956,0.00498935,0.44094894,1.52700027,1.26619891,0.00783330,1.21431989,0.66952568,0.35671727
-5.10555278,3.29514497,0.00537362,0.45660598,1.55482399,1.27840161,0.00792342,1.22382101,0.67909617,0.36450671
-5.09954977,3.34520992,0.00579976,0.47368987,1.58890170,1.29201752,0.00800168,1.23533271,0.69083947,0.37258986
-5.09354677,3.40037011,0.00626822,0.49205986,1.62902464,1.30702097,0.00806703,1.24877103,0.70472966,0.38087162
-5.08754377,3.45998002,0.00677823,0.51151046,1.67473468,1.32328020,0.00811859,1.26394181,0.72065347,0.38923185
-5.08154077,3.52309278,0.00732774,0.53177481,1.72533197,1.34055767,0.00815564,1.28054401,0.73841165,0.39752792
-5.07553777,3.58848325,0.00791333,0.55253064,1.77989202,1.35851539,0.00817771,1.29817734,0.75772376,0.40559830
-5.06953477,3.65468385,0.00853015,0.57340863,1.83729150,1.37672514,0.00818454,1.31635451,0.77823637,0.41326713
-5.06353177,3.72003203,0.00917196,0.59400300,1.89624211,1.39468335,0.00817617,1.33451731,0.79953448,0.42034957
-5.05752876,3.78272751,0.00983120,0.61388385,1.95533119,1.41182994,0.00815298,1.35205625,0.82115550,0.42665766
-5.05152576,3.84089724,0.01049909,0.63261096,2.01306756,1.42757045,0.00811564,1.36833282,0.84260559,0.43200671
-5.04552276,3.89266526,0.01116584,0.64974830,2.06793088,1.44130049,0.00806522,1.38270355,0.86337738,0.43622179
-5.03951976,3.93622448,0.01182086,0.66487887,2.11842262,1.45243119,0.00800312,1.39454482,0.88296852,0.43914406
-5.03351676,3.96990734,0.01245301,0.67761918,2.16311658,1.46041478,0.00793112,1.40327737,0.90090018,0.44063682
-5.02751376,3.99225203,0.01305096,0.68763271,2.20070699,1.46476871,0.00785131,1.40838946,0.91673472,0.44059085
-5.02151076,4.00206138,0.01360347,0.69464191,2.23005224,1.46509739,0.00776612,1.40945753,0.93009169,0.43892896
-5.01550775,3.99845160,0.01409976,0.69843807,2.25021263,1.46111031,0.00767820,1.40616352,0.94066159,0.43560934
-5.00950475,3.98088873,0.01452986,0.69888887,2.26048050,1.45263578,0.00759040,1.39830808,0.94821659,0.43062778
-5.00350175,3.94921122,0.01488491,0.69594302,2.26040180,1.43962954,0.00750568,1.38581895,0.95261797,0.42401847
-4.99749875,3.90363746,0.01515752,0.68963214,2.24978823,1.42217779,0.00742702,1.36875433,0.95381978,0.41585341
-4.99149575,3.84475835,0.01534196,0.68006956,2.22871979,1.40049473,0.00735730,1.34730101,0.95186881,0.40624046
-4.98549275,3.77351524,0.01543441,0.66744633,2.19753763,1.37491463,0.00729920,1.32176747,0.94690089,0.39532001
-4.97948974,3.69116457,0.01543309,0.65202458,2.15682812,1.34587894,0.00725512,1.29257224,0.93913366,0.38326063
-4.97348674,3.59923115,0.01533834,0.63412863,2.10739865,1.31391927,0.00722701,1.26022834,0.92885647,0.37025358
-4.96748374,3.49945237,0.01515260,0.61413422,2.05024676,1.27963703,0.00721632,1.22532434,0.91641782,0.35650679
-4.96148074,3.39371622,0.01488037,0.59245647,1.98652387,1.24368090,0.00722390,1.18850316,0.90221104,0.34223826
-4.95547774,3.28399605,0.01452802,0.56953696,1.91749545,1.20672328,0.00724990,1.15043945,0.88665900,0.32766938
-4.94947474,3.17228503,0.01410361,0.54583063,1.84449921,1.16943681,0.00729377,1.11181681,0.87019843,0.31301830
-4.94347174,3.06053319,0.01361661,0.52179289,1.76890318,1.13247209,0.00735420,1.07330546,0.85326471,0.29849385
-4.93746873,2.95058962,0.01307763,0.49786751,1.69206513,1.09643757,0.00742914,1.03554166,0.83627776,0.28428987
-4.93146573,2.84415184,0.01249800,0.47447559,1.61529493,1.06188237,0.00751585,0.99910934,0.81962933,0.27058058
-4.92546273,2.74272407,0.01188949,0.45200597,1.53982083,1.02928261,0.00761097,0.96452464,0.80367241,0.25751679
-4.91945973,2.64758526,0.01126392,0.43080732,1.46676081,0.99903154,0.00771057,0.93222381,0.78871274,0.24522320
-4.91345673,2.55976749,0.01063280,0.41118194,1.39709942,0.97143367,0.00781035,0.90255461,0.77500270,0.23379676
-4.90745373,2.48004459,0.01000703,0.39338142,1.33167049,0.94670272,0.00790572,0.87577126,0.76273745,0.22330616
-4.90145073,2.40893034,0.00939661,0.37760396,1.27114586,0.92496305,0.00799198,0.85203289,0.75205322,0.21379220
-4.89544772,2.34668531,0.00881040,0.36399345,1.21602981,0.90625423,0.00806450,0.83140505,0.74302754,0.20526913
-4.88944472,2.29333120,0.00825590,0.35263993,1.16665893,0.89053807,0.00811887,0.81386414,0.73568104,0.19772665
-4.88344172,2.24867115,0.00773917,0.34358147,1.12320685,0.87770764,0.00815104,0.79930406,0.72998057,0.19113253
-4.87743872,2.21231471,0.00726468,0.33680712,1.08569327,0.86759762,0.00815750,0.78754488,0.72584327,0.18543562
-4.87143572,2.18370597,0.00683538,0.33226089,1.05399668,0.85999542,0.00813539,0.77834284,0.72314140,0.18056915
-4.86543272,2.16215386,0.00645263,0.32984654,1.02787003,0.85465261,0.00808257,0.77140133,0.72170755,0.17645408
-4.85942971,2.14686336,0.00611637,0.32943309,1.00695888,0.85129642,0.00799773,0.76638256,0.72134018,0.17300252
-4.85342671,2.13696705,0.00582519,0.33086082,0.99082130,0.84964081,0.00788038,0.76291938,0.72180938,0.17012099
-4.84742371,2.13155628,0.00557649,0.33394795,0.97894918,0.84939716,0.00773088,0.76062721,0.72286274,0.16771350
-4.84142071,2.12971178,0.00536670,0.33849754,0.97079029,0.85028451,0.00755039,0.75911571,0.72423146,0.16568448
-4.83541771,2.13053327,0.00519144,0.34430488,0.96577073,0.85203918,0.00734084,0.75800018,0.72563658,0.16394133
-4.82941471,2.13316808,0.00504579,0.35116500,0.96331733,0.85442404,0.00710481,0.75691240,0.72679559,0.16239684
-4.82341171,2.13683869,0.00492442,0.35888040,0.96287956,0.85723729,0.00684545,0.75551099,0.72742926,0.16097127
-4.81740870,2.14086870,0.00482192,0.36726861,0.96395035,0.86032078,0.00656637,0.75349106,0.72726879,0.15959420
-4.81140570,2.14470729,0.00473290,0.37616959,0.96608559,0.86356788,0.00627152,0.75059309,0.72606320,0.15820616
-4.80540270,2.14795145,0.00465222,0.38545258,0.96892149,0.86693067,0.00596503,0.74661083,0.72358680,0.15676001
-4.79939970,2.15036534,0.00457515,0.39502224,0.97218944,0.87042620,0.00565118,0.74139823,0.71964664,0.15522203
-4.79339670,2.15189622,0.00449749,0.40482364,0.97572779,0.87414158,0.00533419,0.73487495,0.71408950,0.15357282
-4.78739370,2.15268580,0.00441568,0.41484599,0.97948997,0.87823743,0.00501821,0.72703053,0.70680837,0.15180787
-4.78139070,2.15307625,0.00432689,0.42512464,0.98354850,0.88294925,0.00470720,0.71792674,0.69774784,0.14993780
-4.77538769,2.15360981,0.00422903,0.43574117,0.98809457,0.88858633,0.00440486,0.70769817,0.68690816,0.14798832
-4.76938469,2.15502134,0.00412079,0.44682145,0.99343292,0.89552773,0.00411460,0.69655067,0.67434774,0.14599972
-4.76338169,2.15822303,0.00400160,0.45853141,0.99997186,0.90421495,0.00383950,0.68475769,0.66018368,0.14402601
-4.75737869,2.16428115,0.00387160,0.47107065,1.00820866,0.91514122,0.00358229,0.67265441,0.64459023,0.14213357
-4.75137569,2.17438468,0.00373156,0.48466381,1.01871056,0.92883722,0.00334531,0.66062966,0.62779508,0.14039945
-4.74537269,2.18980629,0.00358280,0.49955018,1.03209191,0.94585337,0.00313055,0.64911584,0.61007344,0.13890915
-4.73936968,2.21185668,0.00342707,0.51597164,1.04898815,0.96673913,0.00293960,0.63857689,0.59174023,0.13775406
-4.73336668,2.24183326,0.00326646,0.53415943,1.07002757,0.99201974,0.00277370,0.62949481,0.57314032,0.13702855
-4.72736368,2.28096513,0.00310327,0.55432043,1.09580180,1.02217117,0.00263367,0.62235489,0.55463752,0.13682680
-4.72136068,2.33035611,0.00293991,0.57662335,1.12683624,1.05759425,0.00252001,0.61763027,0.53660244,0.13723942
-4.71535768,2.39092822,0.00277877,0.60118558,1.16356158,1.09858899,0.00243279,0.61576616,0.51939997,0.13835005
-4.70935468,2.46336780,0.00262210,0.62806133,1.20628753,1.14533026,0.00237172,0.61716432,0.50337666,0.14023196
-4.70335168,2.54807688,0.00247198,0.65723167,1.25517996,1.19784603,0.00233615,0.62216828,0.48884874,0.14294480
-4.69734867,2.64513194,0.00233020,0.68859704,1.31024236,1.25599931,0.00232500,0.63104981,0.47609116,0.14653169
-4.69134567,2.75425217,0.00219819,0.72197257,1.37130251,1.31947490,0.00233684,0.64399711,0.46532805,0.15101662
-4.68534267,2.87477913,0.00207706,0.75708681,1.43800498,1.38777186,0.00236985,0.66110508,0.45672510,0.15640243
-4.67933967,3.00566895,0.00196746,0.79358368,1.50980985,1.46020246,0.00242185,0.68236817,0.45038408,0.16266929
-4.67333667,3.14549811,0.00186969,0.83102808,1.58599775,1.53589800,0.00249032,0.70767584,0.44633963,0.16977392
-4.66733367,3.29248302,0.00178365,0.86891463,1.66568131,1.61382174,0.00257244,0.73681107,0.44455846,0.17764946
-4.66133067,3.44451310,0.00170888,0.90667962,1.74782250,1.69278888,0.00266511,0.76945187,0.44494098,0.18620607
-4.65532766,3.59919669,0.00164461,0.94371547,1.83125536,1.77149296,0.00276503,0.80517585,0.44732506,0.19533228
-4.64932466,3.75391814,0.00158981,0.97938726,1.91471339,1.84853808,0.00286876,0.84346773,0.45149199,0.20489702
-4.64332166,3.90590450,0.00154324,1.01305072,1.99686071,1.92247587,0.00297279,0.88372969,0.45717407,0.21475229
