energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.44432682,0.57739827,0.00000000,1.61117993,0.00000000,0.84239857,0.84084568
-5.99399700,3.42027642,0.58066992,0.00000000,1.59177199,0.00000000,0.83551832,0.84243782
-5.98799400,3.38084356,0.58143805,0.00000000,1.56508634,0.00000000,0.82534840,0.84000695
-5.98199100,3.32730203,0.57991148,0.00000000,1.53173655,0.00000000,0.81222043,0.83383862
-5.97598799,3.26127333,0.57636446,0.00000000,1.49249275,0.00000000,0.79653739,0.82431760
-5.96998499,3.18469108,0.57112894,0.00000000,1.44826659,0.00000000,0.77876474,0.81191765
-5.96398199,3.09975378,0.56458440,0.00000000,1.40009112,0.00000000,0.75941912,0.79718793
-5.95797899,3.00886747,0.55714584,0.00000000,1.34909605,0.00000000,0.73905500,0.78073658
-5.95197599,2.91458025,0.54925032,0.00000000,1.29647932,0.00000000,0.71824971,0.76321209
-5.94597299,2.81951111,0.54134240,0.00000000,1.24347597,0.00000000,0.69758739,0.74528311
-5.93996998,2.72627562,0.53385936,0.00000000,1.19132529,0.00000000,0.67764242,0.72761764
-5.93396698,2.63741131,0.52721642,0.00000000,1.14123772,0.00000000,0.65896296,0.71086216
-5.92796398,2.55530531,0.52179277,0.00000000,1.09436240,0.00000000,0.64205515,0.69562174
-5.92196098,2.48212710,0.51791887,0.00000000,1.05175672,0.00000000,0.62736860,0.68244164
-5.91595798,2.41976835,0.51586536,0.00000000,1.01435879,0.00000000,0.61528361,0.67179119
-5.90995498,2.36979214,0.51583416,0.00000000,0.98296380,0.00000000,0.60610058,0.66405035
-5.90395198,2.33339297,0.51795192,0.00000000,0.95820488,0.00000000,0.60003199,0.65949946
-5.89794897,2.31136874,0.52226618,0.00000000,0.94053906,0.00000000,0.59719712,0.65831242
-5.89194597,2.30410532,0.52874421,0.00000000,0.93023862,0.00000000,0.59761976,0.66055348
-5.88594297,2.31157397,0.53727463,0.00000000,0.92738789,0.00000000,0.60122876,0.66617755
-5.87993997,2.33334134,0.54767182,0.00000000,0.93188550,0.00000000,0.60786163,0.67503408
-5.87393697,2.36859135,0.55968274,0.00000000,0.94345167,0.00000000,0.61727070,0.68687413
-5.86793397,2.41615805,0.57299616,0.00000000,0.96164039,0.00000000,0.62913196,0.70136045
-5.86193097,2.47456800,0.58725375,0.00000000,0.98585566,0.00000000,0.64305587,0.71808008
-5.85592796,2.54209072,0.60206283,0.00000000,1.01537143,0.00000000,0.65860017,0.73655896
-5.84992496,2.61679533,0.61701009,0.00000000,1.04935432,0.00000000,0.67528388,0.75627811
-5.84392196,2.69661142,0.63167603,0.00000000,1.08688854,0.00000000,0.69260224,0.77669081
-5.83791896,2.77939229,0.64564943,0.00000000,1.12700209,0.00000000,0.71004209,0.79724005
-5.83191596,2.86297824,0.65854133,0.00000000,1.16869349,0.00000000,0.72709702,0.81737583
-5.82591296,2.94525809,0.66999808,0.00000000,1.21095827,0.00000000,0.74328202,0.83657163
-5.81990995,3.02422687,0.67971284,0.00000000,1.25281443,0.00000000,0.75814690,0.85433956
-5.81390695,3.09803789,0.68743525,0.00000000,1.29332617,0.00000000,0.77128832,0.87024365
-5.80790395,3.16504766,0.69297871,0.00000000,1.33162522,0.00000000,0.78235978,0.88391091
-5.80190095,3.22385222,0.69622518,0.00000000,1.36692924,0.00000000,0.79107949,0.89503979
-5.79589795,3.27331404,0.69712724,0.00000000,1.39855678,0.00000000,0.79723571,0.90340588
-5.78989495,3.31257869,0.69570732,0.00000000,1.42593851,0.00000000,0.80068964,0.90886461
