energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.76588294,3.11611860,0.02052913,0.24324100,1.40651819,0.52243879,1.76431405,0.00000000,0.57295244,0.54652144
-5.75987994,3.29636745,0.02115926,0.26327258,1.48358515,0.55183645,1.86014668,0.00000000,0.60875347,0.58741723
-5.75387694,3.47246635,0.02176009,0.28372982,1.55809108,0.58011752,1.95272956,0.00000000,0.64451483,0.62854358
-5.74787394,3.64256830,0.02232258,0.30450236,1.62916239,0.60694696,2.04095219,0.00000000,0.67989262,0.66961581
-5.74187094,3.80492258,0.02283775,0.32548062,1.69597625,0.63201093,2.12376667,0.00000000,0.71454655,0.71036060
-5.73586793,3.95792769,0.02329702,0.34655846,1.75778799,0.65502635,2.20022043,0.00000000,0.74815129,0.75052352
-5.72986493,4.10018161,0.02369259,0.36763564,1.81395771,0.67574973,2.26948755,0.00000000,0.78040797,0.78987579
-5.72386193,4.23052714,0.02401781,0.38861976,1.86397459,0.69398515,2.33089744,0.00000000,0.81105545,0.82822001
-5.71785893,4.34809012,0.02426751,0.40942776,1.90747800,0.70959082,2.38395943,0.00000000,0.83988064,0.86539439
-5.71185593,4.45230873,0.02443830,0.42998674,1.94427434,0.72248406,2.42838206,0.00000000,0.86672747,0.90127543
-5.70585293,4.54295234,0.02452882,0.45023422,1.97434868,0.73264443,2.46408629,0.00000000,0.89150391,0.93577879
-5.69984992,4.62012907,0.02453990,0.47011767,1.99787069,0.74011479,2.49121159,0.00000000,0.91418680,0.96885833
-5.69384692,4.68428140,0.02447470,0.48959349,2.01519437,0.74500025,2.51011491,0.00000000,0.93482409,1.00050349
-5.68784392,4.73617021,0.02433863,0.50862550,2.02685147,0.74746503,2.52136202,0.00000000,0.95353427,1.03073509
-5.68184092,4.77684758,0.02413936,0.52718302,2.03353877,0.74772735,2.52571178,0.00000000,0.97050323,1.05959984
-5.67583792,4.80761975,0.02388659,0.54523874,2.03609961,0.74605248,2.52409369,0.00000000,0.98597820,1.08716395
-5.66983492,4.83000162,0.02359182,0.56276656,2.03550019,0.74274431,2.51757966,0.00000000,1.00025948,1.11350612
-5.66383192,4.84566476,0.02326804,0.57973952,2.03280164,0.73813566,2.50735087,0.00000000,1.01368985,1.13871049
-5.65782891,4.85638096,0.02292931,0.59612801,2.02912867,0.73257773,2.49466113,0.00000000,1.02664242,1.16285974
-5.65182591,4.86396344,0.02259043,0.61189845,2.02563602,0.72642921,2.48079795,0.00000000,1.03950719,1.18602893
-5.64582291,4.87020816,0.02226640,0.62701237,2.02347378,0.72004518,2.46704278,0.00000000,1.05267696,1.20828015
-5.63981991,4.87683694,0.02197202,0.64142614,2.02375273,0.71376652,2.45463173,0.00000000,1.06653313,1.22965845
-5.63381691,4.88544456,0.02172146,0.65509128,2.02751103,0.70790988,2.44471823,0.00000000,1.08143188,1.25018897
-5.62781391,4.89745129,0.02152780,0.66795518,2.03568302,0.70275879,2.43833873,0.00000000,1.09769124,1.26987544
-5.62181091,4.91406236,0.02140267,0.67996239,2.04907137,0.69855607,2.43638261,0.00000000,1.11557957,1.28869993
-5.61580790,4.93623510,0.02135592,0.69105619,2.06832333,0.69549771,2.43956719,0.00000000,1.13530574,1.30662376
-5.60980490,4.96465471,0.02139532,0.70118028,2.09391174,0.69372855,2.44841853,0.00000000,1.15701131,1.32358933
-5.60380190,4.99971890,0.02152638,0.71028056,2.12612139,0.69333962,2.46325862,0.00000000,1.18076508,1.33952265
-5.59779890,5.04153151,0.02175216,0.71830677,2.16504108,0.69436741,2.48419912,0.00000000,1.20655983,1.35433634
-5.59179590,5.08990497,0.02207326,0.72521390,2.21056152,0.69679479,2.51114183,0.00000000,1.23431166,1.36793282
-5.58579290,5.14437115,0.02248776,0.73096315,2.26237920,0.70055368,2.54378567,0.00000000,1.26386158,1.38020749
-5.57978989,5.20420017,0.02299131,0.73552266,2.32000584,0.70552925,2.58163992,0.00000000,1.29497943,1.39105174
-5.57378689,5.26842628,0.02357728,0.73886767,2.38278330,0.71156539,2.62404308,0.00000000,1.32736986,1.40035571
-5.56778389,5.33587999,0.02423689,0.74098037,2.44990327,0.71847131,2.67018664,0.00000000,1.36068022,1.40801070
-5.56178089,5.40522548,0.02495952,0.74184944,2.52043115,0.72602896,2.71914301,0.00000000,1.39450993,1.41391130
-5.55577789,5.47500216,0.02573295,0.74146937,2.59333327,0.73400103,2.76989645,0.00000000,1.42842123,1.41795733
-5.54977489,5.54366918,0.02654369,0.73983974,2.66750658,0.74213915,2.82137596,0.00000000,1.46195079,1.42005566
-5.54377189,5.60965161,0.02737735,0.73696457,2.74180979,0.75019210,2.87248906,0.00000000,1.49462193,1.42012201
-5.53776888,5.67138708,0.02821895,0.73285183,2.81509495,0.75791363,2.92215520,0.00000000,1.52595699,1.41808300
-5.53176588,5.72737137,0.02905333,0.72751339,2.88623839,0.76506983,2.96933763,0.00000000,1.55548963,1.41387838
-5.52576288,5.77620182,0.02986553,0.72096526,2.95416998,0.77144551,3.01307281,0.00000000,1.58277658,1.40746366
-5.51975988,5.81661726,0.03064109,0.71322836,3.01789990,0.77684976,3.05249627,0.00000000,1.60740861,1.39881306
-5.51375688,5.84753323,0.03136644,0.70432972,3.07654195,0.78112028,3.08686423,0.00000000,1.62902039,1.38792282
-5.50775388,5.86807151,0.03202920,0.69430409,3.12933278,0.78412653,3.11557029,0.00000000,1.64729905,1.37481473
-5.50175088,5.87758330,0.03261843,0.68319589,3.17564658,0.78577160,3.13815691,0.00000000,1.66199119,1.35953967
-5.49574787,5.87566517,0.03312488,0.67106122,3.21500489,0.78599296,3.15432154,0.00000000,1.67290819,1.34218110
-5.48974487,5.86216774,0.03354120,0.65797006,3.24708143,0.78476199,3.16391733,0.00000000,1.67992989,1.32285809
-5.48374187,5.83719674,0.03386207,0.64400812,3.27170201,0.78208253,3.16694900,0.00000000,1.68300636,1.30172777
-5.47773887,5.80110685,0.03408431,0.62927845,3.28883996,0.77798864,3.16356405,0.00000000,1.68215805,1.27898683
-5.47173587,5.75448862,0.03420690,0.61390247,3.29860737,0.77254166,3.15404021,0.00000000,1.67747417,1.25487194
-5.46573287,5.69814908,0.03423102,0.59802027,3.30124274,0.76582681,3.13876980,0.00000000,1.66910960,1.22965873
-5.45972986,5.63308703,0.03415994,0.58179016,3.29709587,0.75794959,3.11824175,0.00000000,1.65728026,1.20365940
-5.45372686,5.56046369,0.03399899,0.56538727,3.28661050,0.74903204,3.09302231,0.00000000,1.64225736,1.17721865
-5.44772386,5.48157002,0.03375536,0.54900128,3.27030561,0.73920908,3.06373496,0.00000000,1.62436040,1.15070810
-5.44172086,5.39779146,0.03343789,0.53283311,3.24875600,0.72862512,3.03104053,0.00000000,1.60394939,1.12451914
-5.43571786,5.31057133,0.03305692,0.51709095,3.22257281,0.71743083,2.99561794,0.00000000,1.58141620,1.09905441
-5.42971486,5.22137380,0.03262391,0.50198538,3.19238463,0.70578029,2.95814613,0.00000000,1.55717541,1.07471816
-5.42371186,5.13164724,0.03215122,0.48772406,3.15881957,0.69382843,2.91928747,0.00000000,1.53165466,1.05190570
-5.41770885,5.04278887,0.03165172,0.47450599,3.12248875,0.68172876,2.87967295,0.00000000,1.50528479,1.03099236
-5.41170585,4.95611139,0.03113847,0.46251562,3.08397148,0.66963125,2.83988914,0.00000000,1.47848990,1.01232227
-5.40570285,4.87281219,0.03062431,0.45191710,3.04380230,0.65768044,2.80046701,0.00000000,1.45167743,0.99619753
-5.39969985,4.79394580,0.03012152,0.44284880,3.00246002,0.64601353,2.76187260,0.00000000,1.42522858,0.98286797
-5.39369685,4.72039999,0.02964140,0.43541854,2.96035887,0.63475856,2.72449937,0.00000000,1.39948920,0.97252220
-5.38769385,4.65287613,0.02919397,0.42969953,2.91784181,0.62403248,2.68866225,0.00000000,1.37476140,0.96528017
-5.38169085,4.59187422,0.02878760,0.42572736,2.87517590,0.61393923,2.65459334,0.00000000,1.35129622,0.96118771
-5.37568784,4.53768305,0.02842869,0.42349823,2.83254994,0.60456777,2.62243921,0.00000000,1.32928746,0.96021338
-5.36968484,4.49037580,0.02812152,0.42296848,2.79007426,0.59599011,2.59225993,0.00000000,1.30886714,0.96224775
-5.36368184,4.44981156,0.02786798,0.42405544,2.74778266,0.58825958,2.56402991,0.00000000,1.29010271,0.96710548
-5.35767884,4.41564284,0.02766755,0.42663981,2.70563659,0.58140915,2.53764061,0.00000000,1.27299626,0.97453003
-5.35167584,4.38732932,0.02751722,0.43056931,2.66353141,0.57545028,2.51290529,0.00000000,1.25748600,0.98420105
-5.34567284,4.36415749,0.02741163,0.43566364,2.62130470,0.57037215,2.48956593,0.00000000,1.24344991,0.99574426
-5.33966983,4.34526618,0.02734319,0.44172045,2.57874652,0.56614156,2.46730233,0.00000000,1.23071174,1.00874344
-5.33366683,4.32967714,0.02730237,0.44852228,2.53561129,0.56270349,2.44574324,0.00000000,1.21904918,1.02275421
-5.32766383,4.31633000,0.02727803,0.45584405,2.49163105,0.55998250,2.42447963,0.00000000,1.20820393,1.03731899
-5.32166083,4.30412050,0.02725783,0.46346075,2.44652977,0.55788485,2.40307950,0.00000000,1.19789341,1.05198260
-5.31565783,4.29194057,0.02722871,0.47115527,2.40003811,0.55630143,2.38110408,0.00000000,1.18782361,1.06630780
-5.30965483,4.27871895,0.02717741,0.47872566,2.35190818,0.55511134,2.35812475,0.00000000,1.17770251,1.07989020
-5.30365183,4.26346060,0.02709098,0.48599181,2.30192773,0.55418610,2.33374011,0.00000000,1.16725361,1.09237175
-5.29764882,4.24528328,0.02695733,0.49280111,2.24993312,0.55339417,2.30759246,0.00000000,1.15622869,1.10345238
-5.29164582,4.22344976,0.02676572,0.49903281,2.19582059,0.55260573,2.27938309,0.00000000,1.14441939,1.11289904
-5.28564282,4.19739417,0.02650718,0.50460101,2.13955522,0.55169739,2.24888542,0.00000000,1.13166693,1.12055207
-5.27963982,4.16674135,0.02617492,0.50945602,2.08117719,0.55055669,2.21595562,0.00000000,1.11786939,1.12632831
-5.27363682,4.13131826,0.02576461,0.51358421,2.02080508,0.54908612,2.18054003,0.00000000,1.10298636,1.13022104
-5.26763382,4.09115708,0.02527455,0.51700620,1.95863595,0.54720651,2.14267891,0.00000000,1.08704046,1.13229686
-5.26163082,4.04648981,0.02470575,0.51977377,1.89494225,0.54485957,2.10250647,0.00000000,1.07011584,1.13268953
-5.25562781,3.99773483,0.02406191,0.52196540,1.83006569,0.54200960,2.06024704,0.00000000,1.05235368,1.13159137
-5.24962481,3.94547615,0.02334929,0.52368098,1.76440831,0.53864410,2.01620752,0.00000000,1.03394492,1.12924260
-5.24362181,3.89043652,0.02257642,0.52503584,1.69842122,0.53477355,1.97076654,0.00000000,1.01512069,1.12591925
-5.23761881,3.83344578,0.02175381,0.52615446,1.63259147,0.53043013,1.92436081,0.00000000,0.99614096,1.12192031
-5.23161581,3.77540622,0.02089357,0.52716427,1.56742775,0.52566566,1.87746931,0.00000000,0.97728200,1.11755478
-5.22561281,3.71725655,0.02000892,0.52818984,1.50344537,0.52054887,1.83059605,0.00000000,0.95882345,1.11312930
-5.21960980,3.65993639,0.01911378,0.52934779,1.44115130,0.51516204,1.78425235,0.00000000,0.94103568,1.10893695
-5.21360680,3.60435277,0.01822222,0.53074254,1.38102983,0.50959739,1.73893915,0.00000000,0.92416804,1.10524769
-5.20760380,3.55135029,0.01734809,0.53246339,1.32352932,0.50395327,1.69513052,0.00000000,0.90843876,1.10230091
-5.20160080,3.50168600,0.01650452,0.53458261,1.26905053,0.49833038,1.65325868,0.00000000,0.89402695,1.10030018
-5.19559780,3.45600984,0.01570358,0.53715498,1.21793690,0.49282818,1.61370145,0.00000000,0.88106703,1.09941046
-5.18959480,3.41485130,0.01495596,0.54021840,1.17046693,0.48754173,1.57677230,0.00000000,0.86964589,1.09975760
-5.18359180,3.37861230,0.01427074,0.54379568,1.12684896,0.48255891,1.54271348,0.00000000,0.85980285,1.10142995
-5.17758879,3.34756611,0.01365522,0.54789708,1.08721817,0.47795829,1.51169235,0.00000000,0.85153226,1.10448181
-5.17158579,3.32186191,0.01311481,0.55252358,1.05163592,0.47380754,1.48380078,0.00000000,0.84478851,1.10893824
-5.16558279,3.30153402,0.01265304,0.55767042,1.02009124,0.47016254,1.45905765,0.00000000,0.83949311,1.11480086
-5.15957979,3.28651511,0.01227162,0.56333076,0.99250432,0.46706702,1.43741403,0.00000000,0.83554335,1.12205405
-5.15357679,3.27665214,0.01197051,0.56949905,0.96873180,0.46455289,1.41876077,0.00000000,0.83282192,1.13067118
-5.14757379,3.27172414,0.01174812,0.57617392,0.94857355,0.46264096,1.40293806,0.00000000,0.83120701,1.14062032
-5.14157079,3.27146064,0.01160147,0.58336048,0.93178091,0.46134215,1.38974644,0.00000000,0.83058220,1.15186919
-5.13556778,3.27556003,0.01152643,0.59107163,0.91806593,0.46065905,1.37895879,0.00000000,0.83084571,1.16438891
-5.12956478,3.28370694,0.01151798,0.59932859,0.90711152,0.46058773,1.37033289,0.00000000,0.83191836,1.17815662
-5.12356178,3.29558810,0.01157039,0.60816039,0.89858230,0.46111969,1.36362396,0.00000000,0.83375004,1.19315666
-5.11755878,3.31090638,0.01167753,0.61760257,0.89213573,0.46224390,1.35859691,0.00000000,0.83632420,1.20938053
-5.11155578,3.32939259,0.01183305,0.62769500,0.88743360,0.46394887,1.35503770,0.00000000,0.83966033,1.22682572
-5.10555278,3.35081519,0.01203061,0.63847922,0.88415331,0.46622460,1.35276379,0.00000000,0.84381431,1.24549359
-5.09954977,3.37498780,0.01226406,0.64999529,0.88199884,0.46906441,1.35163309,0.00000000,0.84887667,1.26538663
-5.09354677,3.40177474,0.01252762,0.66227848,0.88071112,0.47246655,1.35155135,0.00000000,0.85496894,1.28650540
-5.08754377,3.43109463,0.01281599,0.67535605,0.88007738,0.47643555,1.35247773,0.00000000,0.86223840,1.30884535
-5.08154077,3.46292240,0.01312452,0.68924430,0.87993922,0.48098320,1.35442839,0.00000000,0.87085138,1.33239395
-5.07553777,3.49728960,0.01344919,0.70394603,0.88019899,0.48612917,1.35747795,0.00000000,0.88098566,1.35712832
-5.06953477,3.53428316,0.01378678,0.71944869,0.88082426,0.49190118,1.36175877,0.00000000,0.89282229,1.38301343
-5.06353177,3.57404268,0.01413479,0.73572331,0.88184993,0.49833468,1.36745790,0.00000000,0.90653716,1.41000119
-5.05752876,3.61675597,0.01449150,0.75272414,0.88337778,0.50547193,1.37481173,0.00000000,0.92229286,1.43803032
-5.05152576,3.66265298,0.01485593,0.77038930,0.88557335,0.51336061,1.38409844,0.00000000,0.94023107,1.46702706
-5.04552276,3.71199774,0.01522777,0.78864207,0.88865994,0.52205181,1.39562817,0.00000000,0.96046586,1.49690662
-5.03951976,3.76507851,0.01560732,0.80739312,0.89290986,0.53159749,1.40973127,0.00000000,0.98307818,1.52757526
-5.03351676,3.82219589,0.01599536,0.82654321,0.89863308,0.54204747,1.42674480,0.00000000,1.00811167,1.55893285
-5.02751376,3.88364924,0.01639310,0.84598651,0.90616351,0.55344593,1.44699761,0.00000000,1.03556998,1.59087569
-5.02151076,3.94972131,0.01680199,0.86561425,0.91584354,0.56582778,1.47079457,0.00000000,1.06541575,1.62329947
-5.01550775,4.02066186,0.01722359,0.88531847,0.92800726,0.57921473,1.49840034,0.00000000,1.09757104,1.65610209
-5.00950475,4.09667046,0.01765949,0.90499588,0.94296310,0.59361151,1.53002343,0.00000000,1.13191934,1.68918631
-5.00350175,4.17787937,0.01811107,0.92455142,0.96097673,0.60900234,1.56580122,0.00000000,1.16830889,1.72246192
-4.99749875,4.26433712,0.01857944,0.94390145,0.98225498,0.62534780,1.60578653,0.00000000,1.20655720,1.75584748
-4.99149575,4.35599378,0.01906527,0.96297650,1.00693162,0.64258252,1.64993661,0.00000000,1.24645641,1.78927136
-4.98549275,4.45268859,0.01956868,0.98172322,1.03505579,0.66061357,1.69810514,0.00000000,1.28777936,1.82267215
-4.97948974,4.55414093,0.02008916,1.00010560,1.06658376,0.67932009,1.75003775,0.00000000,1.33028590,1.85599834
-4.97348674,4.65994520,0.02062547,1.01810525,1.10137453,0.69855403,1.80537166,0.00000000,1.37372921,1.88920722
-4.96748374,4.76957009,0.02117562,1.03572073,1.13918972,0.71814209,1.86363955,0.00000000,1.41786180,1.92226312
-4.96148074,4.88236274,0.02173682,1.05296596,1.17969781,0.73788910,1.92427785,0.00000000,1.46244083,1.95513485
-4.95547774,4.99755763,0.02230554,1.06986760,1.22248268,0.75758245,1.98663935,0.00000000,1.50723257,1.98779263
-4.94947474,5.11429014,0.02287747,1.08646162,1.26705616,0.77699775,2.05000962,0.00000000,1.55201571,2.02020440
-4.94347174,5.23161430,0.02344768,1.10278909,1.31287410,0.79590533,2.11362684,0.00000000,1.59658345,2.05233173
-4.93746873,5.34852398,0.02401065,1.11889138,1.35935510,0.81407738,2.17670417,0.00000000,1.64074418,2.08412546
-4.93146573,5.46397675,0.02456040,1.13480495,1.40590107,0.83129551,2.23845377,0.00000000,1.68432090,2.11552126
-4.92546273,5.57691922,0.02509066,1.15055608,1.45191860,0.84735819,2.29811137,0.00000000,1.72714936,2.14643534
-4.91945973,5.68631282,0.02559503,1.16615554,1.49684013,0.86208804,2.35496035,0.00000000,1.76907505,2.17676042
-4.91345673,5.79115893,0.02606711,1.18159387,1.54014358,0.87533824,2.40835421,0.00000000,1.80994947,2.20636237
-4.90745373,5.89052212,0.02650074,1.19683712,1.58136987,0.88699811,2.45773622,0.00000000,1.84962568,2.23507769
-4.90145073,5.98355071,0.02689014,1.21182366,1.62013695,0.89699732,2.50265568,0.00000000,1.88795370,2.26271193
-4.89544772,6.06949371,0.02723013,1.22646207,1.65615009,0.90530858,2.54277963,0.00000000,1.92477604,2.28903958
-4.88944472,6.14771369,0.02751627,1.24063036,1.68920772,0.91194881,2.57789988,0.00000000,1.95992363,2.31380521
-4.88344172,6.21769526,0.02774507,1.25417671,1.71920262,0.91697847,2.60793481,0.00000000,1.99321267,2.33672629
-4.87743872,6.27904912,0.02791409,1.26692169,1.74611862,0.92049927,2.63292625,0.00000000,2.02444253,2.35749758
-4.87143572,6.33151189,0.02802210,1.27866200,1.77002313,0.92265034,2.65303147,0.00000000,2.05339504,2.37579717
-4.86543272,6.37494226,0.02806916,1.28917563,1.79105600,0.92360295,2.66851107,0.00000000,2.07983542,2.39129393
-4.85942971,6.40931420,0.02805669,1.29822830,1.80941554,0.92355417,2.67971344,0.00000000,2.10351475,2.40365638
-4.85342671,6.43470791,0.02798752,1.30558096,1.82534271,0.92271969,2.68705680,0.00000000,2.12417429,2.41256260
-4.84742371,6.45129962,0.02786585,1.31099804,1.83910443,0.92132621,2.69100989,0.00000000,2.14155127,2.41771093
-4.84142071,6.45935106,0.02769729,1.31425616,1.85097718,0.91960377,2.69207236,0.00000000,2.15538626,2.41883104
-4.83541771,6.45919964,0.02748872,1.31515293,1.86123180,0.91777831,2.69075611,0.00000000,2.16543172,2.41569506
-4.82941471,6.45124991,0.02724824,1.31351551,1.87012063,0.91606495,2.68756838,0.00000000,2.17146145,2.40812819
-4.82341171,6.43596709,0.02698504,1.30920859,1.87786753,0.91466218,2.68299763,0.00000000,2.17328061,2.39601850
-4.81740870,6.41387284,0.02670921,1.30214138,1.88466148,0.91374719,2.67750264,0.00000000,2.17073584,2.37932547
-4.81140570,6.38554358,0.02643165,1.29227340,1.89065404,0.91347265,2.67150537,0.00000000,2.16372505,2.35808677
-4.80540270,6.35161088,0.02616381,1.27961878,1.89596064,0.91396479,2.66538754,0.00000000,2.15220640,2.33242315
-4.79939970,6.31276373,0.02591755,1.26424894,1.90066549,0.91532301,2.65949098,0.00000000,2.13620604,2.30254096
-4.79339670,6.26975182,0.02570488,1.24629334,1.90482962,0.91762082,2.65412103,0.00000000,2.11582420,2.26873223
-4.78739370,6.22338896,0.02553784,1.22593851,1.90850137,0.92090788,2.64955258,0.00000000,2.09123917,2.23137219
-4.78139070,6.17455561,0.02542824,1.20342511,1.91172827,0.92521305,2.64603788,0.00000000,2.06270891,2.19091406
-4.77538769,6.12419942,0.02538748,1.17904321,1.91456950,0.93054804,2.64381506,0.00000000,2.03057016,2.14788133
-4.76938469,6.07333269,0.02542636,1.15312594,1.91710774,0.93691139,2.64311654,0.00000000,1.99523467,2.10285759
-4.76338169,6.02302578,0.02555491,1.12604160,1.91945939,0.94429246,2.64417616,0.00000000,1.95718273,2.05647411
-4.75737869,5.97439570,0.02578221,1.09818451,1.92178219,0.95267504,2.64723437,0.00000000,1.91695401,2.00939552
-4.75137569,5.92858948,0.02611621,1.06996496,1.92427958,0.96204038,2.65254054,0.00000000,1.87513593,1.96230389
-4.74537269,5.88676197,0.02656357,1.04179834,1.92720100,0.97236931,2.66035199,0.00000000,1.83234976,1.91588178
-4.73936968,5.85004850,0.02712951,1.01409410,1.93083798,0.98364331,2.67092948,0.00000000,1.78923503,1.87079458
-4.73336668,5.81953288,0.02781767,0.98724462,1.93551600,0.99584444,2.68452907,0.00000000,1.74643266,1.82767275
-4.72736368,5.79621185,0.02862991,0.96161445,1.94158221,1.00895414,2.70139065,0.00000000,1.70456743,1.78709458
-4.72136068,5.78095727,0.02956627,0.93753033,1.94938975,1.02295088,2.72172378,0.00000000,1.66423036,1.74956992
-4.71535768,5.77447780,0.03062477,0.91527224,1.95927936,1.03780700,2.74569151,0.00000000,1.62596177,1.71552548
-4.70935468,5.77728202,0.03180136,0.89506579,1.97155938,1.05348474,2.77339324,0.00000000,1.59023562,1.68529231
-4.70335168,5.78964485,0.03308983,0.87707634,1.98648527,1.06993207,2.80484768,0.00000000,1.55744584,1.65909581
-4.69734867,5.81157963,0.03448182,0.86140489,2.00423993,1.08707832,2.83997723,0.00000000,1.52789507,1.63704890
-4.69134567,5.84281744,0.03596676,0.84808609,2.02491618,1.10483027,2.87859480,0.00000000,1.50178658,1.61914844
-4.68534267,5.88279571,0.03753204,0.83708831,2.04850253,1.12306892,2.92039431,0.00000000,1.47921944,1.60527540
-4.67933967,5.93065728,0.03916303,0.82831596,2.07487333,1.14164734,2.96494586,0.00000000,1.46018752,1.59519866
-4.67333667,5.98526087,0.04084334,0.82161381,2.10378417,1.16038981,3.01169619,0.00000000,1.44458207,1.58858258
-4.66733367,6.04520339,0.04255505,0.81677335,2.13487305,1.17909261,3.05997501,0.00000000,1.43219817,1.58499809
-4.66133067,6.10885387,0.04427903,0.81354078,2.16766768,1.19752647,3.10900740,0.00000000,1.42274457,1.58393696
-4.65532766,6.17439820,0.04599532,0.81162660,2.20159858,1.21544087,3.15793200,0.00000000,1.41585664,1.58482891
-4.64932466,6.23989322,0.04768360,0.81071614,2.23601778,1.23256993,3.20582458,0.00000000,1.41111198,1.58706080
-4.64332166,6.30332836,0.04932358,0.81048084,2.27022204,1.24863991,3.25172607,0.00000000,1.40804790,1.58999730
