energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.85592796,6.53674061,-3.70611469,0.07243181,-0.01504578,0.82008015,-0.47121430,4.29810229,-2.37635969,0.89822256,-0.31547029,0.09775415,-0.06135436,2.85245170,-1.73815038,1.08940055,-0.56387054,0.37551087,-0.23664374
-5.84992496,6.61376757,-3.81103882,0.07448873,-0.01599166,0.82505107,-0.49112056,4.30471309,-2.50174917,0.91281202,-0.32002556,0.09889996,-0.06358803,2.89398334,-1.78082080,1.12709060,-0.57429631,0.37577595,-0.24480027
-5.84392196,6.67798106,-3.91336551,0.07629604,-0.01705864,0.82747686,-0.51014566,4.30474102,-2.62455590,0.92436791,-0.32429985,0.09969852,-0.06570006,2.93157850,-1.82304369,1.16479219,-0.58563583,0.37511894,-0.25281778
-5.83791896,6.72816111,-4.01318301,0.07783004,-0.01825410,0.82726605,-0.52820422,4.29804507,-2.74408057,0.93260879,-0.32836391,0.10015445,-0.06768415,2.96462361,-1.86497352,1.20195631,-0.59811615,0.37354523,-0.26066444
-5.83191596,6.76311269,-4.11060370,0.07907182,-0.01958420,0.82434433,-0.54522874,4.28438033,-2.85968102,0.93729320,-0.33229203,0.10027820,-0.06953643,2.99248711,-1.90675832,1.23797943,-0.61194462,0.37106987,-0.26830766
-5.82591296,6.78171329,-4.20576164,0.08000805,-0.02105384,0.81865928,-0.56117038,4.26342343,-2.97078325,0.93822835,-0.33616039,0.10008581,-0.07125550,3.01454212,-1.94853758,1.27221941,-0.62730380,0.36771837,-0.27571536
-5.81990995,6.78296611,-4.29881328,0.08063160,-0.02266661,0.81018550,-0.57599968,4.23480715,-3.07689172,0.93527808,-0.34004579,0.09959861,-0.07284246,3.03019260,-1.99044219,1.30401467,-0.64434729,0.36352731,-0.28285742
-5.81390695,6.76605629,-4.38994091,0.08094191,-0.02442485,0.79892958,-0.58970720,4.19816243,-3.17759845,0.92836963,-0.34402484,0.09884288,-0.07430100,3.03890173,-2.03259607,1.33270604,-0.66319678,0.35854505,-0.28970729
-5.80790395,6.73040718,-4.47935840,0.08094529,-0.02632972,0.78493483,-0.60230406,4.15316512,-3.27259083,0.91749883,-0.34817349,0.09784935,-0.07563738,3.04022118,-2.07511918,1.35766019,-0.68394026,0.35283206,-0.29624371
-5.80190095,6.67573347,-4.56731820,0.08065484,-0.02838140,0.76828528,-0.61382224,4.09958483,-3.36165776,0.90273355,-0.35256693,0.09665267,-0.07686048,3.03381960,-2.11813148,1.37829386,-0.70663119,0.34646112,-0.30245242
-5.79589795,6.60208763,-4.65411853,0.08009022,-0.03057922,0.74910861,-0.62431471,4.03733254,-3.44469371,0.88421487,-0.35727971,0.09529075,-0.07798176,3.01950877,-2.16175717,1.39409752,-0.73128872,0.33951712,-0.30832765
-5.78989495,6.50989677,-4.74010948,0.07927717,-0.03292187,0.72757789,-0.63385519,3.96650428,-3.52170031,0.86215614,-0.36238585,0.09380409,-0.07901519,2.99726564,-2.20612852,1.40465733,-0.75789858,0.33209649,-0.31387341
-5.78389195,6.39998676,-4.82569663,0.07824673,-0.03540764,0.70391170,-0.64253726,3.88741776,-3.59278513,0.83683962,-0.36795887,0.09223492,-0.07997713,2.96724885,-2.25138878,1.40967432,-0.78641462,0.32430608,-0.31910436
-5.77788894,6.27359169,-4.91134088,0.07703435,-0.03803454,0.67837271,-0.65047298,3.80063969,-3.65815694,0.80861084,-0.37407158,0.09062636,-0.08088612,2.92980826,-2.29769339,1.40897959,-0.81676069,0.31626168,-0.32404620
-5.77188594,6.13234678,-4.99755329,0.07567882,-0.04080046,0.65126455,-0.65779059,3.70700159,-3.71811749,0.77787093,-0.38079533,0.08902146,-0.08176259,2.88548671,-2.34520907,1.40254474,-0.84883264,0.30808590,-0.32873554
-5.76588294,5.97826444,-5.08488396,0.07422094,-0.04370324,0.62292700,-0.66463129,3.60760305,-3.77304926,0.74506698,-0.38819877,0.08746223,-0.08262847,2.83501319,-2.39411024,1.39048683,-0.88250036,0.29990567,-0.33321908
-5.75987994,5.81369330,-5.17390455,0.07270230,-0.04674067,0.59372977,-0.67114513,3.50380152,-3.82339934,0.71068102,-0.39634582,0.08598854,-0.08350668,2.77928762,-2.44457272,1.37306744,-0.91760962,0.29184926,-0.33755224
-5.75387694,5.64126171,-5.26518418,0.07116383,-0.04991039,0.56406493,-0.67748581,3.39718896,-3.86965958,0.67521782,-0.40529306,0.08463712,-0.08442058,2.71935721,-2.49676453,1.35068580,-0.95398355,0.28404297,-0.34179710
-5.74787394,5.46380746,-5.35925922,0.06964452,-0.05320969,0.53433830,-0.68380468,3.28955596,-3.91234339,0.63919218,-0.41508630,0.08344053,-0.08539326,2.65638558,-2.55083406,1.32386622,-0.99142386,0.27660758,-0.34601986
-5.74187094,5.28429663,-5.45659791,0.06818008,-0.05663524,0.50496027,-0.69024395,3.18284497,-3.95196013,0.60311601,-0.42575669,0.08242611,-0.08644684,2.59161564,-2.60689599,1.29324024,-1.02971165,0.26965478,-0.35028772
-5.73586793,5.10573501,-5.55756133,0.06680183,-0.06018271,0.47633610,-0.69692945,3.07909445,-3.98898789,0.56748583,-0.43731631,0.08161516,-0.08760162,2.52632794,-2.66501561,1.25952443,-1.06860793,0.26328352,-0.35466553
-5.72986493,4.93107578,-5.66236265,0.06553564,-0.06384631,0.44885641,-0.70396321,2.98037644,-4.02384611,0.53277111,-0.44975368,0.08102210,-0.08887532,2.46179637,-2.72519244,1.22349479,-1.10785396,0.25757675,-0.35921214
-5.72386193,4.76312753,-5.77102691,0.06440121,-0.06761825,0.42288794,-0.71141633,2.88873024,-4.05686944,0.49940378,-0.46302937,0.08065393,-0.09028221,2.39924322,-2.78734392,1.18595894,-1.14717154,0.25259834,-0.36397682
-5.71785893,4.60446669,-5.88335413,0.06341148,-0.07148826,0.39876502,-0.71932251,2.80609505,-4.08828435,0.46776938,-0.47707206,0.08050977,-0.09183239,2.33979572,-2.85129044,1.14772744,-1.18626342,0.24839074,-0.36899574
-5.71185593,4.45735816,-5.99888805,0.06257233,-0.07544300,0.37678202,-0.72767272,2.73424425,-4.11819020,0.43820000,-0.49177547,0.08058073,-0.09353104,2.28444618,-2.91674268,1.10958551,-1.22481413,0.24497309,-0.37428887
-5.70585293,4.32368739,-6.11689335,0.06188263,-0.07946557,0.35718703,-0.73641142,2.67472418,-4.14654617,0.41096926,-0.50699631,0.08084997,-0.09537787,2.23401732,-2.98329231,1.07226646,-1.26249124,0.24234026,-0.37985738
-5.69984992,4.20490689,-6.23634351,0.06133450,-0.08353510,0.34017687,-0.74543477,2.62879957,-4.17316522,0.38628932,-0.52255381,0.08129313,-0.09736664,2.18913464,-3.05040695,1.03642798,-1.29894746,0.24046261,-0.38568168
-5.69384692,4.10199903,-6.35592104,0.06091381,-0.08762641,0.32589360,-0.75459107,2.59740795,-4.19771620,0.36431009,-0.53823082,0.08187889,-0.09948486,2.15020689,-3.11743024,1.00263228,-1.33382353,0.23928663,-0.39172033
-5.68784392,4.01545656,-6.47403146,0.06060111,-0.09170987,0.31442266,-0.76368360,2.58112435,-4.21973451,0.34512026,-0.55377679,0.08256995,-0.10171370,2.11741540,-3.18358746,0.97133083,-1.36675210,0.23873650,-0.39790980
-5.68184092,3.94528120,-6.58883151,0.06037254,-0.09575140,0.30579244,-0.77247603,2.58013782,-4.23864124,0.32875034,-0.56891259,0.08332414,-0.10402808,2.09071263,-3.24799687,0.94285423,-1.39736265,0.23871639,-0.40416518
-5.67583792,3.89099987,-6.69827117,0.06020112,-0.09971266,0.29997547,-0.78070012,2.59424005,-4.25377058,0.31517719,-0.58333714,0.08409582,-0.10639697,2.06982987,-3.30968691,0.91740745,-1.42528740,0.23911348,-0.41038192
-5.66983492,3.85169749,-6.80014876,0.06005808,-0.10355148,0.29689095,-0.78806568,2.62282670,-4.26440418,0.30432997,-0.59673570,0.08483735,-0.10878391,2.05429342,-3.36761871,0.89507035,-1.45016809,0.23980165,-0.41643837
-5.66383192,3.82606442,-6.89217687,0.05991425,-0.10722250,0.29640865,-0.79427216,2.66491102,-4.26981117,0.29609711,-0.60878939,0.08550077,-0.11114770,2.04344838,-3.42071331,0.87580334,-1.47166348,0.24064553,-0.42219921
-5.65782891,3.81245619,-6.97205688,0.05974153,-0.11067799,0.29835388,-0.79902158,2.71914909,-4.26929192,0.29033403,-0.61918583,0.08603941,-0.11344334,2.03648878,-3.46788262,0.85945742,-1.48945744,0.24150493,-0.42751964
-5.65182591,3.80896268,-7.03755888,0.05951424,-0.11386889,0.30251346,-0.80203208,2.78387590,-4.26222323,0.28687132,-0.62763005,0.08640950,-0.11562307,2.03249250,-3.50806297,0.84578820,-1.50326720,0.24223935,-0.43224994
-5.64582291,3.81348368,-7.08660341,0.05921040,-0.11674593,0.30864251,-0.80305137,2.85715073,-4.24810268,0.28552295,-0.63385551,0.08657172,-0.11763762,2.03045935,-3.54024989,0.83447270,-1.51285156,0.24271238,-0.43624055
-5.63981991,3.82380760,-7.11734133,0.05881282,-0.11926099,0.31647169,-0.80186946,2.93681046,-4.22658962,0.28609439,-0.63763448,0.08649255,-0.11943746,2.02935058,-3.56353255,0.82512838,-1.51801870,0.24279596,-0.43934720
-5.63381691,3.83769028,-7.12822809,0.05830996,-0.12136839,0.32571494,-0.79833001,3.02052885,-4.19754049,0.28839020,-0.63878732,0.08614535,-0.12097421,2.02812811,-3.57712660,0.81733307,-1.51863323,0.24237419,-0.44143594
-5.62781391,3.85293073,-7.11808885,0.05769658,-0.12302630,0.33607722,-0.79233952,3.10588008,-4.16103631,0.29222094,-0.63719017,0.08551123,-0.12220199,2.02579189,-3.58040366,0.81064506,-1.51462212,0.24134662,-0.44238799
-5.62181091,3.86744132,-7.08617117,0.05697406,-0.12419805,0.34726223,-0.78387404,3.19040436,-4.11740058,0.29740918,-0.63278062,0.08457962,-0.12307883,2.02141400,-3.57291635,0.80462246,-1.50597932,0.23963096,-0.44210394
-5.61580790,3.87930989,-7.03218279,0.05615041,-0.12485333,0.35897982,-0.77298291,3.27167367,-4.06720630,0.30379438,-0.62556113,0.08334844,-0.12356789,2.01416829,-3.55441762,0.79884092,-1.49276867,0.23716504,-0.44050744
-5.60980490,3.88685219,-6.95631242,0.05524002,-0.12496933,0.37095287,-0.75978915,3.34735558,-4.01127126,0.31123661,-0.61559989,0.08182403,-0.12363862,2.00335463,-3.52487335,0.79290919,-1.47512493,0.23390807,-0.43754798
-5.60380190,3.88865300,-6.85923255,0.05426308,-0.12453154,0.38292342,-0.74448677,3.41527330,-3.95064143,0.31961901,-0.60302916,0.08002072,-0.12326777,1.98841717,-3.48446772,0.78648195,-1.45325284,0.22984113,-0.43320275
-5.59779890,3.88359539,-6.74208378,0.05324477,-0.12353444,0.39465803,-0.72733470,3.47346009,-3.88656271,0.32884884,-0.58804105,0.07796009,-0.12244017,1.96895644,-3.43360098,0.77926970,-1.42742415,0.22496692,-0.42747754
-5.59179590,3.87087769,-6.60644144,0.05221420,-0.12198184,0.40595199,-0.70864790,3.52020663,-3.82044215,0.33885736,-0.57088109,0.07567010,-0.12114924,1.94473493,-3.37287950,0.77104546,-1.39797245,0.21930889,-0.42040659
-5.58579290,3.85001849,-6.45426564,0.05120321,-0.11988698,0.41663249,-0.68878593,3.55409991,-3.75379982,0.34959842,-0.55183969,0.07318385,-0.11939728,1.91567691,-3.30309855,0.76164838,-1.36528618,0.21290969,-0.41205141
-5.57978989,3.82085026,-6.28783701,0.05024502,-0.11727230,0.42656056,-0.66813948,3.57405289,-3.68821359,0.36104599,-0.53124214,0.07053839,-0.11719549,1.88186247,-3.22521838,0.75098448,-1.32979974,0.20582915,-0.40249866
-5.57378689,3.78350295,-6.10968081,0.04937284,-0.11416895,0.43563190,-0.64711558,3.57932416,-3.62525869,0.37319083,-0.50943736,0.06777331,-0.11456372,1.84351690,-3.14033456,0.73902467,-1.29198311,0.19814188,-0.39185722
-5.56778389,3.73837877,-5.92248266,0.04861850,-0.11061602,0.44377640,-0.62612218,3.56952746,-3.56644500,0.38603639,-0.48678616,0.06492942,-0.11152986,1.80099606,-3.04964370,0.72580073,-1.25233018,0.18993446,-0.38025443
-5.56178089,3.68612013,-5.72899940,0.04801113,-0.10665954,0.45095674,-0.60555263,3.54463128,-3.51315447,0.39959426,-0.46364931,0.06204742,-0.10812909,1.75476870,-2.95440594,0.71139939,-1.21134625,0.18130257,-0.36783191
-5.55577789,3.62757250,-5.53196891,0.04757594,-0.10235128,0.45716598,-0.58577107,3.50494890,-3.46658154,0.41387956,-0.44037614,0.05916671,-0.10440288,1.70539681,-2.85590579,0.69595533,-1.16953511,0.17234798,-0.35474085
-5.54977489,3.56374424,-5.33402262,0.04733328,-0.09774737,0.46242437,-0.56709901,3.45111987,-3.42767921,0.42890625,-0.41729402,0.05632430,-0.10039773,1.65351490,-2.75541272,0.67964344,-1.12738607,0.16317561,-0.34113726
-5.54377189,3.49576529,-5.13760414,0.04729779,-0.09290689,0.46677560,-0.54980400,3.38408401,-3.39711318,0.44468292,-0.39469919,0.05355397,-0.09616390,1.59980926,-2.65414329,0.66267079,-1.08536152,0.15389066,-0.32717719
-5.53776888,3.42484662,-4.94489745,0.04747783,-0.08789033,0.47028273,-0.53409060,3.30504915,-3.37522622,0.46120910,-0.37284916,0.05088556,-0.09175391,1.54499797,-2.55322620,0.64526888,-1.04388538,0.14459607,-0.31301208
-5.53176588,3.35224198,-4.75776728,0.04787525,-0.08275818,0.47302388,-0.52009417,3.21545420,-3.36201450,0.47847241,-0.35195713,0.04834454,-0.08722114,1.48981239,-2.45367161,0.62768637,-1.00333290,0.13539017,-0.29878467
-5.52576288,3.27921321,-4.57771383,0.04848531,-0.07756942,0.47508804,-0.50787755,3.11692893,-3.35711710,0.49644663,-0.33218834,0.04595173,-0.08261840,1.43498069,-2.35634603,0.61018265,-0.96402226,0.12636471,-0.28462536
-5.51975988,3.20700032,-4.40584340,0.04929690,-0.07238031,0.47657108,-0.49743080,3.01125190,-3.35981955,0.51509076,-0.31365853,0.04372329,-0.07799653,1.38121382,-2.26195357,0.59302223,-0.92620816,0.11760334,-0.27064925
-5.51375688,3.13679655,-4.24285572,0.05029300,-0.06724321,0.47757206,-0.48867384,2.90030794,-3.36907117,0.53434910,-0.29643440,0.04167083,-0.07340323,1.32919408,-2.17102421,0.57647023,-0.89007771,0.10918044,-0.25695404
-5.50775388,3.06972904,-4.08904783,0.05145135,-0.06220562,0.47819008,-0.48146185,2.78604617,-3.38351610,0.55415228,-0.28053593,0.03980172,-0.06888201,1.27956637,-2.08390949,0.56078869,-0.85574884,0.10116041,-0.24361871
-5.50175088,3.00684454,-3.94433390,0.05274520,-0.05730947,0.47852152,-0.47559312,2.67043969,-3.40153660,0.57441914,-0.26594029,0.03811953,-0.06447129,1.23293190,-2.00078534,0.54623371,-0.82327110,0.09359740,-0.23070306
-5.49574787,2.94910000,-3.80827957,0.05414429,-0.05259058,0.47865785,-0.47081887,2.55544739,-3.42130715,0.59505915,-0.25258723,0.03662445,-0.06020387,1.18984417,-1.92166193,0.53305315,-0.79262893,0.08653542,-0.21824807
-5.48974487,2.89735712,-3.68014869,0.05561584,-0.04807839,0.47868379,-0.46685462,2.44297859,-3.44085703,0.61597524,-0.24038534,0.03531395,-0.05610646,1.15080672,-1.84639970,0.52148470,-0.76374721,0.08000886,-0.20627706
-5.48374187,2.85237996,-3.55895997,0.05712549,-0.04379592,0.47867595,-0.46339256,2.33486059,-3.45813909,0.63706679,-0.22921911,0.03418326,-0.05219962,1.11627239,-1.77473069,0.51175397,-0.73649872,0.07404334,-0.19479740
-5.47773887,2.81483460,-3.44355069,0.05863837,-0.03975986,0.47870162,-0.46011433,2.23280923,-3.47110163,0.65823243,-0.21895627,0.03322592,-0.04849777,1.08664339,-1.70628387,0.50407254,-0.71071330,0.06865688,-0.18380286
-5.47173587,2.78528998,-3.33264427,0.06011996,-0.03598093,0.47881785,-0.45670378,2.13840254,-3.47776061,0.67937244,-0.20945518,0.03243433,-0.04500957,1.06227193,-1.64061339,0.49863552,-0.68618825,0.06386122,-0.17327625
-5.46573287,2.76421889,-3.22491873,0.06153696,-0.03246434,0.47907055,-0.45285900,2.05305728,-3.47626922,0.70039073,-0.20057184,0.03180015,-0.04173830,1.04346089,-1.57722808,0.49561876,-0.66269941,0.05966346,-0.16319232
-5.45972986,2.75199860,-3.11907276,0.06285796,-0.02921040,0.47949366,-0.44830334,1.97800836,-3.46498201,0.72119597,-0.19216638,0.03131465,-0.03868254,1.03046429,-1.51562096,0.49517534,-0.64001262,0.05606766,-0.15352067
-5.45372686,2.74891060,-3.01388690,0.06405402,-0.02621516,0.48010824,-0.44279493,1.91429104,-3.44251104,0.74170208,-0.18410871,0.03096904,-0.03583686,1.02348735,-1.45529739,0.49743166,-0.61789492,0.05307659,-0.14422861
-5.44772386,2.75513943,-2.90827725,0.06509914,-0.02347118,0.48092163,-0.43613441,1.86272615,-3.40777206,0.76182806,-0.17628322,0.03075464,-0.03319259,1.02268615,-1.39580066,0.50248302,-0.59612513,0.05069344,-0.13528371
-5.44172086,2.77077078,-2.80133990,0.06597053,-0.02096821,0.48192661,-0.42817069,1.82390825,-3.36001895,0.78149718,-0.16859242,0.03066305,-0.03073866,1.02816680,-1.33673401,0.51038897,-0.57450337,0.04892336,-0.12665604
-5.43571786,2.79578922,-2.69238482,0.06664885,-0.01869395,0.48310067,-0.41880459,1.79819736,-3.29886564,0.80063576,-0.16095946,0.03068623,-0.02846235,1.03998448,-1.27777842,0.52116884,-0.55285924,0.04777501,-0.11832002
-5.42971486,2.83007648,-2.58095836,0.06711825,-0.01663473,0.48440553,-0.40799039,1.78571435,-3.22429489,0.81917189,-0.15332956,0.03081659,-0.02635007,1.05814260,-1.21870551,0.53479749,-0.53105835,0.04726171,-0.11025564
-5.42371186,2.87341079,-2.46685440,0.06736641,-0.01477610,0.48578698,-0.39573535,1.78634079,-3.13665426,0.83703411,-0.14567043,0.03104706,-0.02438803,1.08259230,-1.15938557,0.55120201,-0.50900705,0.04740248,-0.10244933
-5.41770885,2.92546847,-2.35011448,0.06738450,-0.01310342,0.48717527,-0.38209742,1.79972340,-3.03663986,0.85415063,-0.13797174,0.03137117,-0.02256281,1.11323280,-1.09979061,0.57025943,-0.48665538,0.04822266,-0.09489422
-5.41170585,2.98582833,-2.23101800,0.06716709,-0.01160231,0.48848608,-0.36718129,1.82528388,-2.92526942,0.87044897,-0.13024387,0.03178319,-0.02086185,1.14991291,-1.03999283,0.59179605,-0.46399813,0.04975420,-0.08758997
-5.40570285,3.05397967,-2.11006370,0.06671208,-0.01025901,0.48962219,-0.35113316,1.86223412,-2.80384601,0.88585654,-0.12251604,0.03227830,-0.01927385,1.19243388,-0.98015903,0.61558846,-0.44107422,0.05203558,-0.08054229
-5.39969985,3.12933428,-1.98794436,0.06602054,-0.00906073,0.49047593,-0.33413451,1.90959722,-2.67391464,0.90030205,-0.11483397,0.03285286,-0.01778899,1.24055387,-0.92054157,0.64136661,-0.41796455,0.05511120,-0.07376199
-5.39369685,3.21124238,-1.86551622,0.06509668,-0.00799586,0.49093238,-0.31639524,1.96623392,-2.53721373,0.91371788,-0.10725738,0.03350472,-0.01639913,1.29399409,-0.86146685,0.66881897,-0.39478854,0.05903047,-0.06726400
-5.38769385,3.29901238,-1.74376546,0.06394768,-0.00705411,0.49087334,-0.29814647,2.03087428,-2.39562365,0.92604322,-0.09985735,0.03423358,-0.01509785,1.35244631,-0.80332195,0.69759971,-0.37169955,0.06384631,-0.06106613
-5.38169085,3.39193360,-1.62377330,0.06258366,-0.00622667,0.49018178,-0.27963338,2.10215375,-2.25111453,0.93722801,-0.09271384,0.03504144,-0.01388047,1.41558178,-0.74654040,0.72733780,-0.34887973,0.06961334,-0.05518790
-5.37568784,3.48930106,-1.50668161,0.06101750,-0.00550624,0.48874683,-0.26110829,2.17865274,-2.10569520,0.94723716,-0.08591336,0.03593303,-0.01274400,1.48306079,-0.69158786,0.75764768,-0.32653414,0.07638558,-0.04964942
-5.36968484,3.59044087,-1.39366053,0.05926475,-0.00488711,0.48646885,-0.24282433,2.25893832,-1.96136495,0.95605493,-0.07954700,0.03691620,-0.01168694,1.55454259,-0.63894838,0.78814109,-0.30488493,0.08421390,-0.04447037
-5.36368184,3.69473476,-1.28587923,0.05734343,-0.00436513,0.48326458,-0.22502970,2.34160666,-1.82006958,0.96368900,-0.07370881,0.03800232,-0.01070926,1.62969490,-0.58911189,0.81843952,-0.28416533,0.09314312,-0.03966927
-5.35767884,3.80164210,-1.18448080,0.05527384,-0.00393777,0.47907183,-0.20796288,2.42532446,-1.68366268,0.97017382,-0.06849467,0.03920653,-0.00981213,1.70820236,-0.54256321,0.84818675,-0.26461406,0.10320898,-0.03526293
-5.35167584,3.91071768,-1.09056173,0.05307823,-0.00360407,0.47385360,-0.19184862,2.50886768,-1.55387277,0.97557295,-0.06400151,0.04054784,-0.00899784,1.78977325,-0.49977311,0.87706070,-0.24647001,0.11443508,-0.03126621
-5.34567284,4.02162396,-1.00515623,0.05078051,-0.00336471,0.46760137,-0.17689491,2.59115589,-1.43227674,0.97998008,-0.06032695,0.04204905,-0.00826963,1.87414391,-0.46119135,0.90478420,-0.22996756,0.12682981,-0.02769203
