energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.75987994,0.78389184,0.45002008,0.13735530,0.00005775,0.03533037,0.00937361,0.49800065,0.12619786,0.06238464
-5.75387694,0.83505480,0.45808424,0.14913319,0.00006611,0.03942440,0.01044743,0.52569387,0.13251374,0.06598438
-5.74787394,0.88859335,0.46549044,0.16155400,0.00007558,0.04376316,0.01160130,0.55446217,0.13898123,0.06975492
-5.74187094,0.94410064,0.47223559,0.17453122,0.00008629,0.04831028,0.01282471,0.58409768,0.14556022,0.07366358
-5.73586793,1.00108305,0.47831976,0.18795668,0.00009835,0.05302076,0.01410485,0.61434960,0.15220207,0.07767184
-5.72986493,1.05895803,0.48374027,0.20170071,0.00011193,0.05784130,0.01542673,0.64492186,0.15884882,0.08173508
-5.72386193,1.11705684,0.48848665,0.21561344,0.00012723,0.06271088,0.01677327,0.67547337,0.16543300,0.08580271
-5.71785893,1.17463242,0.49253696,0.22952729,0.00014449,0.06756185,0.01812562,0.70562135,0.17187819,0.08981864
-5.71185593,1.23087299,0.49585584,0.24326048,0.00016403,0.07232130,0.01946343,0.73494776,0.17810025,0.09372214
-5.70585293,1.28492084,0.49839432,0.25662181,0.00018620,0.07691279,0.02076538,0.76300885,0.18400942,0.09744916
-5.69984992,1.33589602,0.50009159,0.26941619,0.00021142,0.08125843,0.02200964,0.78934763,0.18951302,0.10093392
-5.69384692,1.38292406,0.50087860,0.28145111,0.00024020,0.08528104,0.02317453,0.81350877,0.19451875,0.10411095
-5.68784392,1.42516650,0.50068333,0.29254341,0.00027308,0.08890660,0.02423909,0.83505529,0.19893849,0.10691719
-5.68184092,1.46185281,0.49943727,0.30252630,0.00031071,0.09206660,0.02518381,0.85358621,0.20269226,0.10929437
-5.67583792,1.49231220,0.49708284,0.31125621,0.00035376,0.09470038,0.02599118,0.86875440,0.20571230,0.11119126
-5.66983492,1.51600352,0.49358121,0.31861897,0.00040299,0.09675727,0.02664635,0.88028348,0.20794689,0.11256593
-5.66383192,1.53254178,0.48891990,0.32453520,0.00045917,0.09819841,0.02713760,0.88798291,0.20936382,0.11338769
-5.65782891,1.54171956,0.48311977,0.32896441,0.00052310,0.09899825,0.02745679,0.89176044,0.20995323,0.11363874
-5.65182591,1.54352218,0.47624078,0.33190762,0.00059557,0.09914556,0.02759962,0.89163097,0.20972963,0.11331538
-5.64582291,1.53813564,0.46838625,0.33340833,0.00067733,0.09864393,0.02756579,0.88772145,0.20873299,0.11242866
-5.63981991,1.52594658,0.45970510,0.33355169,0.00076906,0.09751176,0.02735903,0.88027120,0.20702881,0.11100454
-5.63381691,1.50753428,0.45039202,0.33246186,0.00087133,0.09578176,0.02698688,0.86962774,0.20470713,0.10908348
-5.62781391,1.48365480,0.44068539,0.33029769,0.00098457,0.09349987,0.02646046,0.85623796,0.20188052,0.10671943
-5.62181091,1.45521798,0.43086296,0.32724689,0.00110901,0.09072387,0.02579403,0.84063526,0.19868104,0.10397836
-5.61580790,1.42325824,0.42123557,0.32351890,0.00124465,0.08752150,0.02500442,0.82342294,0.19525651,0.10093633
-5.60980490,1.38890072,0.41213890,0.31933692,0.00139124,0.08396847,0.02411045,0.80525473,0.19176593,0.09767726
-5.60380190,1.35332398,0.40392391,0.31492929,0.00154820,0.08014616,0.02313226,0.78681331,0.18837466,0.09429048
-5.59779890,1.31772134,0.39694605,0.31052085,0.00171469,0.07613944,0.02209057,0.76878767,0.18524917,0.09086807
-5.59179590,1.28326218,0.39155395,0.30632451,0.00188948,0.07203446,0.02100605,0.75185039,0.18255192,0.08750237
-5.58579290,1.25105516,0.38807780,0.30253353,0.00207106,0.06791661,0.01989863,0.73663573,0.18043636,0.08428347
-5.57978989,1.22211462,0.38681801,0.29931474,0.00225756,0.06386881,0.01878697,0.72371936,0.17904234,0.08129701
-5.57378689,1.19733156,0.38803456,0.29680315,0.00244684,0.05997002,0.01768793,0.71360062,0.17849213,0.07862224
-5.56778389,1.17745008,0.39193730,0.29509799,0.00263650,0.05629417,0.01661624,0.70668771,0.17888713,0.07633046
-5.56178089,1.16305006,0.39867770,0.29426036,0.00282393,0.05290947,0.01558419,0.70328649,0.18030531,0.07448387
-5.55577789,1.15453631,0.40834214,0.29431258,0.00300638,0.04987798,0.01460153,0.70359294,0.18279962,0.07313479
-5.54977489,1.15213438,0.42094719,0.29523914,0.00318103,0.04725564,0.01367542,0.70768961,0.18639715,0.07232536
-5.54377189,1.15589260,0.43643679,0.29698910,0.00334508,0.04509244,0.01281051,0.71554586,0.19109921,0.07208752
-5.53776888,1.16569010,0.45468167,0.29947980,0.00349581,0.04343290,0.01200916,0.72702176,0.19688221,0.07244343
-5.53176588,1.18125000,0.47548098,0.30260167,0.00363069,0.04231659,0.01127163,0.74187546,0.20369915,0.07340603
-5.52576288,1.20215694,0.49856609,0.30622378,0.00374744,0.04177872,0.01059643,0.75977354,0.21148191,0.07497994
-5.51975988,1.22787831,0.52360671,0.31019991,0.00384411,0.04185069,0.00998068,0.78030400,0.22014390,0.07716241
-5.51375688,1.25778789,0.55021903,0.31437485,0.00391916,0.04256054,0.00942042,0.80299137,0.22958321,0.07994439
-5.50775388,1.29119143,0.57797591,0.31859066,0.00397147,0.04393317,0.00891101,0.82731352,0.23968605,0.08331162
-5.50175088,1.32735296,0.60641878,0.32269263,0.00400041,0.04599046,0.00844746,0.85271960,0.25033038,0.08724569
-5.49574787,1.36552125,0.63507116,0.32653475,0.00400583,0.04875108,0.00802473,0.87864865,0.26138964,0.09172501
-5.48974487,1.40495563,0.66345324,0.32998458,0.00398807,0.05223017,0.00763796,0.90454839,0.27273647,0.09672581
-5.48374187,1.44495055,0.69109735,0.33292727,0.00394794,0.05643875,0.00728271,0.92989367,0.28424638,0.10222290
-5.47773887,1.48485836,0.71756367,0.33526880,0.00388670,0.06138315,0.00695512,0.95420409,0.29580124,0.10819047
-5.47173587,1.52410978,0.74245570,0.33693840,0.00380595,0.06706426,0.00665196,0.97706033,0.30729259,0.11460274
-5.46573287,1.56223165,0.76543505,0.33788996,0.00370766,0.07347691,0.00637072,0.99811874,0.31862457,0.12143460
-5.45972986,1.59886163,0.78623476,0.33810276,0.00359401,0.08060934,0.00610959,1.01712360,0.32971664,0.12866212
-5.45372686,1.63375953,0.80467064,0.33758135,0.00346736,0.08844290,0.00586744,1.03391687,0.34050576,0.13626318
-5.44772386,1.66681481,0.82065017,0.33635470,0.00333019,0.09695206,0.00564373,1.04844470,0.35094823,0.14421792
-5.44172086,1.69805034,0.83417825,0.33447475,0.00318497,0.10610476,0.00543848,1.06076072,0.36102098,0.15250930
-5.43571786,1.72762186,0.84535950,0.33201438,0.00303413,0.11586319,0.00525209,1.07102554,0.37072237,0.16112357
-5.42971486,1.75581327,0.85439686,0.32906488,0.00287998,0.12618492,0.00508529,1.07950246,0.38007239,0.17005071
-5.42371186,1.78302756,0.86158609,0.32573305,0.00272466,0.13702446,0.00493904,1.08654932,0.38911235,0.17928481
-5.41770885,1.80977344,0.86730650,0.32213791,0.00257010,0.14833516,0.00481439,1.09260646,0.39790391,0.18882431
-5.41170585,1.83664785,0.87200772,0.31840718,0.00241799,0.16007125,0.00471244,1.09818116,0.40652764,0.19867203
-5.40570285,1.86431464,0.87619319,0.31467350,0.00226976,0.17219010,0.00463421,1.10382872,0.41508090,0.20883505
-5.39969985,1.89347978,0.88040064,0.31107058,0.00212655,0.18465440,0.00458059,1.11013098,0.42367539,0.21932428
-5.39369685,1.92486390,0.88518037,0.30772924,0.00198927,0.19743420,0.00455233,1.11767267,0.43243410,0.23015362
-5.38769385,1.95917266,0.89107215,0.30477349,0.00185855,0.21050862,0.00454991,1.12701661,0.44148803,0.24133892
-5.38169085,1.99706617,0.89858159,0.30231669,0.00173481,0.22386712,0.00457356,1.13867856,0.45097261,0.25289651
-5.37568784,2.03912842,0.90815713,0.30045800,0.00161823,0.23751027,0.00462323,1.15310274,0.46102403,0.26484139
-5.36968484,2.08583789,0.92016845,0.29927906,0.00150887,0.25144979,0.00469853,1.17063919,0.47177561,0.27718523
-5.36368184,2.13754072,0.93488755,0.29884116,0.00140658,0.26570810,0.00479874,1.19152374,0.48335428,0.28993412
-5.35767884,2.19442773,0.95247325,0.29918294,0.00131115,0.28031707,0.00492283,1.21586191,0.49587750,0.30308634
-5.35167584,2.25651654,0.97295997,0.30031877,0.00122225,0.29531634,0.00506936,1.24361740,0.50945050,0.31663019
-5.34567284,2.32363997,0.99625151,0.30223792,0.00113951,0.31075114,0.00523659,1.27460597,0.52416424,0.33054209
-5.33966983,2.39544168,1.02212017,0.30490453,0.00106253,0.32666978,0.00542241,1.30849533,0.54009404,0.34478515
-5.33366683,2.47137978,1.05021149,0.30825857,0.00099089,0.34312112,0.00562439,1.34481120,0.55729894,0.35930830
-5.32766383,2.55073882,1.08005456,0.31221771,0.00092417,0.36015197,0.00583979,1.38294969,0.57582190,0.37404623
-5.32166083,2.63264999,1.11107753,0.31668009,0.00086198,0.37780490,0.00606561,1.42219566,0.59569070,0.38892015
-5.31565783,2.71611933,1.14262791,0.32152804,0.00080395,0.39611639,0.00629862,1.46174653,0.61691965,0.40383950
-5.30965483,2.80006291,1.17399666,0.32663250,0.00074975,0.41511553,0.00653544,1.50074064,0.63951174,0.41870466
-5.30365183,2.88334763,1.20444520,0.33185810,0.00069906,0.43482341,0.00677260,1.53828913,0.66346118,0.43341042
-5.29764882,2.96483615,1.23323415,0.33706866,0.00065162,0.45525316,0.00700661,1.57350990,0.68875617,0.44785031
-5.29164582,3.04343363,1.25965245,0.34213289,0.00060719,0.47641059,0.00723408,1.60556230,0.71538147,0.46192149
-5.28564282,3.11813428,1.28304558,0.34693000,0.00056558,0.49829542,0.00745176,1.63368078,0.74332071,0.47552986
-5.27963982,3.18806523,1.30284154,0.35135502,0.00052661,0.52090277,0.00765666,1.65720618,0.77255794,0.48859529
-5.27363682,3.25252537,1.31857348,0.35532356,0.00049013,0.54422494,0.00784614,1.67561295,0.80307850,0.50105648
-5.26763382,3.31101711,1.32989773,0.35877565,0.00045603,0.56825303,0.00801795,1.68853108,0.83486872,0.51287520
-5.26163082,3.36326899,1.33660655,0.36167857,0.00042419,0.59297834,0.00817032,1.69576161,0.86791454,0.52403959
-5.25562781,3.40924790,1.33863501,0.36402849,0.00039454,0.61839311,0.00830200,1.69728494,0.90219894,0.53456623
-5.24962481,3.44915989,1.33606164,0.36585070,0.00036699,0.64449071,0.00841227,1.69326154,0.93769820,0.54450069
-5.24362181,3.48343923,1.32910289,0.36719846,0.00034150,0.67126480,0.00850093,1.68402493,0.97437722,0.55391665
-5.23761881,3.51272615,1.31810186,0.36815058,0.00031800,0.69870769,0.00856830,1.67006734,1.01218409,0.56291322
-5.23161581,3.53783412,1.30351178,0.36880762,0.00029646,0.72680774,0.00861518,1.65201877,1.05104425,0.57161080
-5.22561281,3.55970831,1.28587524,0.36928706,0.00027685,0.75554591,0.00864274,1.63062031,1.09085465,0.58014548
-5.21960980,3.57937725,1.26580017,0.36971760,0.00025912,0.78489169,0.00865249,1.60669331,1.13147829,0.58866222
-5.21360680,3.59790020,1.24393386,0.37023284,0.00024325,0.81479872,0.00864616,1.58110565,1.17273974,0.59730722
-5.20760380,3.61631289,1.22093632,0.37096472,0.00022922,0.84520026,0.00862562,1.55473687,1.21442188,0.60621981
-5.20160080,3.63557457,1.19745415,0.37203694,0.00021700,0.87600497,0.00859277,1.52844381,1.25626451,0.61552432
-5.19559780,3.65651894,1.17409636,0.37355879,0.00020655,0.90709339,0.00854945,1.50302817,1.29796491,0.62532229
-5.18959480,3.67981176,1.15141301,0.37561968,0.00019786,0.93831541,0.00849739,1.47920772,1.33918078,0.63568562
-5.18359180,3.70591705,1.12987760,0.37828449,0.00019089,0.96948907,0.00843812,1.45759202,1.37953561,0.64665087
-5.17758879,3.73507369,1.10987402,0.38159025,0.00018561,1.00040093,0.00837296,1.43866392,1.41862640,0.65821514
-5.17158579,3.76728359,1.09168823,0.38554397,0.00018198,1.03080821,0.00830300,1.42276719,1.45603362,0.67033379
-5.16558279,3.80231172,1.07550500,0.39012196,0.00017996,1.06044276,0.00822910,1.41010072,1.49133311,0.68292010
-5.15957979,3.83969806,1.06140941,0.39527055,0.00017951,1.08901674,0.00815198,1.40071920,1.52410953,0.69584689
-5.15357679,3.87878052,1.04939292,0.40090820,0.00018059,1.11623001,0.00807224,1.39453997,1.55397071,0.70895018
-5.14757379,3.91872762,1.03936330,0.40692876,0.00018315,1.14177880,0.00799048,1.39135526,1.58056241,0.72203454
-5.14157079,3.95857910,1.03115779,0.41320595,0.00018713,1.16536546,0.00790741,1.39084917,1.60358286,0.73488001
-5.13556778,3.99729235,1.02455852,0.41959851,0.00019249,1.18670887,0.00782395,1.39261822,1.62279634,0.74725024
-5.12956478,4.03379231,1.01930951,0.42595604,0.00019917,1.20555495,0.00774138,1.39619432,1.63804530,0.75890143
-5.12356178,4.06702242,1.01513414,0.43212514,0.00020710,1.22168692,0.00766142,1.40106913,1.64926036,0.76959165
-5.11755878,4.09599435,1.01175232,0.43795551,0.00021621,1.23493489,0.00758642,1.40671852,1.65646794,0.77909023
-5.11155578,4.11983416,1.00889660,0.44330590,0.00022645,1.24518422,0.00751938,1.41262612,1.65979501,0.78718668
-5.10555278,4.13782317,1.00632655,0.44804946,0.00023771,1.25238242,0.00746407,1.41830500,1.65947092,0.79369885
-5.09954977,4.14943195,1.00384086,0.45207851,0.00024991,1.25654437,0.00742507,1.42331670,1.65582620,0.79848006
-5.09354677,4.15434618,1.00128686,0.45530836,0.00026294,1.25775548,0.00740776,1.42728704,1.64928849,0.80142479
-5.08754377,4.15248392,0.99856718,0.45768014,0.00027670,1.25617286,0.00741837,1.42991816,1.64037578,0.80247302
-5.08154077,4.14400377,0.99564352,0.45916260,0.00029105,1.25202451,0.00746385,1.43099682,1.62968722,0.80161284
-5.07553777,4.12930421,0.99253760,0.45975282,0.00030586,1.24560643,0.00755182,1.43039859,1.61789197,0.79888151
-5.06953477,4.10901442,0.98932947,0.45947579,0.00032099,1.23727799,0.00769041,1.42808846,1.60571646,0.79436494
-5.06353177,4.08397749,0.98615335,0.45838308,0.00033626,1.22745553,0.00788812,1.42411770,1.59393032,0.78819565
-5.05752876,4.05522676,0.98319149,0.45655050,0.00035154,1.21660463,0.00815364,1.41861771,1.58333167,0.78054943
-5.05152576,4.02395642,0.98066626,0.45407506,0.00036663,1.20523105,0.00849554,1.41179108,1.57473172,0.77164080
-5.04552276,3.99148762,0.97883095,0.45107123,0.00038139,1.19387072,0.00892213,1.40390049,1.56893933,0.76171748
-5.03951976,3.95923100,0.97795951,0.44766676,0.00039564,1.18307886,0.00944114,1.39525592,1.56674541,0.75105408
-5.03351676,3.92864698,0.97833582,0.44399815,0.00040924,1.17341858,0.01005943,1.38620075,1.56890756,0.73994513
-5.02751376,3.90120477,0.98024262,0.44020599,0.00042204,1.16544896,0.01078277,1.37709724,1.57613496,0.72869775
-5.02151076,3.87834115,0.98395052,0.43643034,0.00043392,1.15971289,0.01161558,1.36831197,1.58907356,0.71762400
-5.01550775,3.86141998,0.98970741,0.43280623,0.00044477,1.15672480,0.01256063,1.36020163,1.60829175,0.70703312
-5.00950475,3.85169328,0.99772843,0.42945952,0.00045450,1.15695843,0.01361890,1.35309972,1.63426650,0.69722385
-5.00350175,3.85026483,1.00818691,0.42650328,0.00046308,1.16083481,0.01478932,1.34730445,1.66737026,0.68847690
-4.99749875,3.85805700,1.02120637,0.42403465,0.00047045,1.16871070,0.01606873,1.34306826,1.70785864,0.68104773
-4.99149575,3.87578175,1.03685389,0.42213247,0.00047661,1.18086765,0.01745171,1.34058926,1.75585923,0.67515979
-4.98549275,3.90391625,1.05513499,0.42085566,0.00048159,1.19750200,0.01893059,1.34000486,1.81136182,0.67099836
-4.97948974,3.94268421,1.07599020,0.42024246,0.00048542,1.21871605,0.02049548,1.34138768,1.87421048,0.66870513
-4.97348674,3.99204313,1.09929344,0.42031047,0.00048817,1.24451079,0.02213434,1.34474396,1.94409766,0.66837368
-4.96748374,4.05167829,1.12485232,0.42105764,0.00048992,1.27478036,0.02383314,1.35001448,2.02056102,0.67004595
-4.96148074,4.12100362,1.15241030,0.42246394,0.00049078,1.30930877,0.02557611,1.35707782,2.10298304,0.67370994
-4.95547774,4.19916976,1.18165087,0.42449393,0.00049085,1.34776889,0.02734592,1.36575594,2.19059400,0.67929866
-4.94947474,4.28507926,1.21220334,0.42709978,0.00049025,1.38972422,0.02912410,1.37582173,2.28247839,0.68669050
-4.94347174,4.37740864,1.24365043,0.43022489,0.00048911,1.43463332,0.03089128,1.38700824,2.37758506,0.69571105
-4.93746873,4.47463691,1.27553719,0.43380772,0.00048757,1.48185731,0.03262767,1.39901913,2.47474101,0.70613638
-4.93146573,4.57507968,1.30738100,0.43778574,0.00048577,1.53067011,0.03431342,1.41153998,2.57266874,0.71769778
-4.92546273,4.67692814,1.33868249,0.44209923,0.00048383,1.58027162,0.03592902,1.42424973,2.67000706,0.73008790
-4.91945973,4.77829159,1.36893677,0.44669472,0.00048189,1.62980332,0.03745573,1.43683199,2.76533483,0.74296816
-4.91345673,4.87724239,1.39764483,0.45152794,0.00048009,1.67836629,0.03887599,1.44898549,2.85719727,0.75597716
-4.90745373,4.97186197,1.42432469,0.45656596,0.00047856,1.72504095,0.04017374,1.46043341,2.94413416,0.76874003
-4.90145073,5.06028648,1.44852187,0.46178852,0.00047743,1.76890815,0.04133479,1.47093104,3.02470942,0.78087834
-4.89544772,5.14075078,1.46981909,0.46718838,0.00047682,1.80907110,0.04234710,1.48027164,3.09754116,0.79202022
-4.88944472,5.21162951,1.48784474,0.47277065,0.00047684,1.84467732,0.04320104,1.48829026,3.16133156,0.80181059
-4.88344172,5.27147402,1.50228019,0.47855120,0.00047760,1.87494012,0.04388952,1.49486547,3.21489573,0.80992091
-4.87743872,5.31904436,1.51286558,0.48455415,0.00047921,1.89915884,0.04440813,1.49991911,3.25718879,0.81605836
-4.87143572,5.35333531,1.51940419,0.49080862,0.00048175,1.91673730,0.04475523,1.50341422,3.28733039,0.81997396
-4.86543272,5.37359621,1.52176536,0.49734498,0.00048529,1.92719969,0.04493186,1.50535148,3.30462602,0.82146951
-4.85942971,5.37934388,1.51988594,0.50419080,0.00048987,1.93020360,0.04494170,1.50576446,3.30858439,0.82040304
-4.85342671,5.37036883,1.51377037,0.51136670,0.00049553,1.92554944,0.04479095,1.50471412,3.29893029,0.81669259
-4.84742371,5.34673466,1.50348946,0.51888255,0.00050226,1.91318619,0.04448807,1.50228291,3.27561271,0.81031828
-4.84142071,5.30877089,1.48917804,0.52673408,0.00051003,1.89321308,0.04404356,1.49856894,3.23880752,0.80132248
-4.83541771,5.25705979,1.47103145,0.53490022,0.00051880,1.86587715,0.04346963,1.49368054,3.18891487,0.78980816
-4.82941471,5.19241763,1.44930110,0.54334147,0.00052846,1.83156680,0.04277993,1.48773150,3.12655108,0.77593558
-4.82341171,5.11587109,1.42428915,0.55199918,0.00053889,1.79080141,0.04198911,1.48083713,3.05253518,0.75991723
-4.81740870,5.02862960,1.39634233,0.56079608,0.00054994,1.74421752,0.04111250,1.47311137,2.96787048,0.74201142
-4.81140570,4.93205438,1.36584515,0.56963785,0.00056143,1.69255180,0.04016577,1.46466491,2.87372147,0.72251457
-4.80540270,4.82762500,1.33321248,0.57841581,0.00057315,1.63662162,0.03916452,1.45560418,2.77138691,0.70175266
-4.79939970,4.71690444,1.29888159,0.58701042,0.00058489,1.57730362,0.03812400,1.44603118,2.66226961,0.68007192
-4.79339670,4.60150334,1.26330387,0.59529551,0.00059642,1.51551114,0.03705880,1.43604386,2.54784392,0.65782925
-4.78739370,4.48304429,1.22693627,0.60314303,0.00060751,1.45217114,0.03598262,1.42573682,2.42962192,0.63538257
-4.78139070,4.36312698,1.19023260,0.61042778,0.00061794,1.38820137,0.03490808,1.41520204,2.30911923,0.61308138
-4.77538769,4.24329486,1.15363489,0.61703218,0.00062751,1.32448853,0.03384656,1.40452946,2.18782146,0.59125792
-4.76938469,4.12500389,1.11756498,0.62285053,0.00063604,1.26186794,0.03280812,1.39380702,2.06715235,0.57021909
-4.76338169,4.00959408,1.08241644,0.62779260,0.00064340,1.20110542,0.03180143,1.38312021,1.94844452,0.55023930
-4.75737869,3.89826425,1.04854710,0.63178639,0.00064949,1.14288174,0.03083381,1.37255073,1.83291356,0.53155455
-4.75137569,3.79205043,1.01627230,0.63477982,0.00065427,1.08778008,0.02991121,1.36217453,1.72163626,0.51435776
-4.74537269,3.69180839,0.98585905,0.63674132,0.00065772,1.03627678,0.02903828,1.35205905,1.61553335,0.49879549
-4.73936968,3.59820049,0.95752129,0.63765934,0.00065992,0.98873539,0.02821847,1.34225985,1.51535737,0.48496602
-4.73336668,3.51168725,0.93141628,0.63754080,0.00066095,0.94540419,0.02745403,1.33281690,1.42168552,0.47291886
-4.72736368,3.43252379,0.90764238,0.63640869,0.00066096,0.90641710,0.02674614,1.32375074,1.33491776,0.46265570
-4.72136068,3.36076135,0.88623818,0.63429895,0.00066012,0.87179767,0.02609496,1.31505879,1.25527991,0.45413252
-4.71535768,3.29625385,0.86718314,0.63125695,0.00065864,0.84146620,0.02549967,1.30671218,1.18283136,0.44726306
-4.70935468,3.23866968,0.85039964,0.62733377,0.00065672,0.81524928,0.02495853,1.29865344,1.11747712,0.44192323
-4.70335168,3.18750833,0.83575650,0.62258268,0.00065457,0.79289182,0.02446893,1.29079530,1.05898341,0.43795660
-4.69734867,3.14212184,0.82307392,0.61705585,0.00065239,0.77407074,0.02402740,1.28302082,1.00699639,0.43518056
-4.69134567,3.10174048,0.81212970,0.61080184,0.00065035,0.75841017,0.02362969,1.27518515,0.96106316,0.43339311
-4.68534267,3.06550209,0.80266663,0.60386374,0.00064857,0.74549751,0.02327080,1.26711881,0.92065419,0.43238006
-4.67933967,3.03248446,0.79440084,0.59627824,0.00064714,0.73489987,0.02294507,1.25863258,0.88518672,0.43192244
-4.67333667,3.00173949,0.78703094,0.58807569,0.00064608,0.72618042,0.02264630,1.24952391,0.85404797,0.43180383
-4.66733367,2.97232842,0.78024768,0.57928096,0.00064536,0.71891404,0.02236785,1.23958447,0.82661769,0.43181748
-4.66133067,2.94335655,0.77374382,0.56991519,0.00064487,0.71270191,0.02210282,1.22860869,0.80228926,0.43177294
-4.65532766,2.91400634,0.76722401,0.55999808,0.00064447,0.70718443,0.02184427,1.21640269,0.78048872,0.43150205
-4.64932466,2.88356761,0.76041418,0.54955063,0.00064395,0.70205210,0.02158538,1.20279341,0.76069115,0.43086390
-4.64332166,2.85146331,0.75307039,0.53859812,0.00064306,0.69705407,0.02131974,1.18763726,0.74243412,0.42974887
