energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.38769385,2.13967185,0.24538887,0.02144378,0.53898373,1.83212926,0.02135996,0.17024047
-5.38169085,2.25155651,0.24630742,0.02235566,0.55584343,1.93449096,0.02120614,0.17957822
-5.37568784,2.37653490,0.24798158,0.02343552,0.57489254,2.04861636,0.02099640,0.18971731
-5.36968484,2.51378859,0.25034069,0.02468133,0.59584334,2.17384620,0.02072422,0.20052439
-5.36368184,2.66224518,0.25330300,0.02608776,0.61838000,2.30928598,0.02038510,0.21184618
-5.35767884,2.82059546,0.25677872,0.02764619,0.64216599,2.45381887,0.01997668,0.22351277
-5.35167584,2.98731706,0.26067318,0.02934478,0.66685205,2.60612480,0.01949895,0.23534160
-5.34567284,3.16070405,0.26488989,0.03116861,0.69208463,2.76470509,0.01895417,0.24714197
-5.33966983,3.33890139,0.26933344,0.03309992,0.71751436,2.92791215,0.01834681,0.25872004
-5.33366683,3.51994352,0.27391215,0.03511837,0.74280425,3.09398329,0.01768333,0.26988407
-5.32766383,3.70179557,0.27854034,0.03720143,0.76763720,3.26107759,0.01697192,0.28044964
-5.32166083,3.88239608,0.28314020,0.03932475,0.79172266,3.42731473,0.01622216,0.29024475
-5.31565783,4.05969972,0.28764314,0.04146265,0.81480195,3.59081452,0.01544467,0.29911451
-5.30965483,4.23171850,0.29199062,0.04358858,0.83665213,3.74973571,0.01465065,0.30692519
-5.30365183,4.39656018,0.29613441,0.04567569,0.85708821,3.90231285,0.01385153,0.31356755
-5.29764882,4.55246247,0.30003634,0.04769734,0.87596347,4.04688989,0.01305855,0.31895920
-5.29164582,4.69782186,0.30366744,0.04962764,0.89316814,4.18194937,0.01228240,0.32304593
-5.28564282,4.83121633,0.30700667,0.05144198,0.90862623,4.30613636,0.01153289,0.32580192
-5.27963982,4.95142116,0.31003920,0.05311750,0.92229086,4.41827628,0.01081869,0.32722892
-5.27363682,5.05741770,0.31275440,0.05463352,0.93413841,4.51738645,0.01014710,0.32735436
-5.26763382,5.14839533,0.31514358,0.05597195,0.94416168,4.60268106,0.00952390,0.32622852
-5.26163082,5.22374681,0.31719773,0.05711754,0.95236268,4.67357004,0.00895329,0.32392104
-5.25562781,5.28305822,0.31890537,0.05805812,0.95874546,4.72965225,0.00843779,0.32051679
-5.24962481,5.32609428,0.32025052,0.05878474,0.96330939,4.77070403,0.00797835,0.31611151
-5.24362181,5.35278070,0.32121120,0.05929171,0.96604358,4.79666405,0.00757437,0.31080729
-5.23761881,5.36318476,0.32175836,0.05957656,0.96692257,4.80761588,0.00722386,0.30470836
-5.23161581,5.35749581,0.32185545,0.05963993,0.96590391,4.80376947,0.00692356,0.29791713
-5.22561281,5.33600705,0.32145863,0.05948544,0.96292764,4.78544303,0.00666916,0.29053087
-5.21960980,5.29909975,0.32051777,0.05911940,0.95791794,4.75304632,0.00645549,0.28263916
-5.21360680,5.24723102,0.31897807,0.05855060,0.95078670,4.70706645,0.00627676,0.27432208
-5.20760380,5.18092553,0.31678228,0.05778999,0.94143907,4.64805696,0.00612675,0.26564928
-5.20160080,5.10077164,0.31387352,0.05685043,0.92978040,4.57663045,0.00599907,0.25667988
-5.19559780,5.00742156,0.31019837,0.05574638,0.91572440,4.49345494,0.00588734,0.24746313
-5.18959480,4.90159514,0.30571018,0.05449357,0.89920175,4.39925363,0.00578542,0.23803971
-5.18359180,4.78408628,0.30037237,0.05310884,0.88016879,4.29480742,0.00568753,0.22844345
-5.17758879,4.65577086,0.29416149,0.05160981,0.85861558,4.18095943,0.00558848,0.21870344
-5.17158579,4.51761484,0.28706991,0.05001470,0.83457290,4.05862033,0.00548373,0.20884622
-5.16558279,4.37068122,0.27910789,0.04834211,0.80811758,3.92877343,0.00536951,0.19889789
-5.15957979,4.21613450,0.27030498,0.04661087,0.77937589,3.79247838,0.00524288,0.18888606
-5.15357679,4.05524143,0.26071058,0.04483983,0.74852470,3.65087233,0.00510177,0.17884140
-5.14757379,3.88936735,0.25039364,0.04304768,0.71579026,3.50516788,0.00494496,0.16879879
-5.14157079,3.71996733,0.23944157,0.04125280,0.68144478,3.35664696,0.00477210,0.15879794
-5.13556778,3.54857219,0.22795829,0.03947305,0.64580075,3.20665058,0.00458359,0.14888350
-5.12956478,3.37676948,0.21606162,0.03772559,0.60920359,3.05656434,0.00438057,0.13910470
-5.12356178,3.20618006,0.20388013,0.03602666,0.57202275,2.90780019,0.00416481,0.12951453
-5.11755878,3.03843134,0.19154960,0.03439137,0.53464201,2.76177503,0.00393863,0.12016863
-5.11155578,2.87512832,0.17920933,0.03283349,0.49744930,2.61988719,0.00370477,0.11112388
-5.10555278,2.71782387,0.16699835,0.03136523,0.46082666,2.48349190,0.00346628,0.10243690
-5.09954977,2.56798981,0.15505198,0.02999709,0.42514083,2.35387697,0.00322648,0.09416260
-5.09354677,2.42699022,0.14349857,0.02873765,0.39073485,2.23223999,0.00298881,0.08635276
-5.08754377,2.29605831,0.13245688,0.02759346,0.35792116,2.11966819,0.00275678,0.07905487
-5.08154077,2.17627806,0.12203401,0.02656899,0.32697634,2.01712204,0.00253390,0.07231129
-5.07553777,2.06857141,0.11232396,0.02566657,0.29813763,1.92542327,0.00232365,0.06615864
-5.06953477,1.97369147,0.10340700,0.02488649,0.27160149,1.84524796,0.00212945,0.06062771
-5.06353177,1.89222208,0.09534961,0.02422704,0.24752385,1.77712482,0.00195466,0.05574360
-5.05752876,1.82458313,0.08820514,0.02368473,0.22602207,1.72143851,0.00180258,0.05152628
-5.05152576,1.77104146,0.08201498,0.02325448,0.20717843,1.67843766,0.00167649,0.04799145
-5.04552276,1.73172616,0.07681016,0.02292991,0.19104470,1.64824683,0.00157969,0.04515154
-5.03951976,1.70664726,0.07261334,0.02270363,0.17764755,1.63088151,0.00151555,0.04301699
-5.03351676,1.69571650,0.06944084,0.02256760,0.16699444,1.62626509,0.00148756,0.04159748
-5.02751376,1.69876887,0.06730480,0.02251343,0.15907959,1.63424662,0.00149937,0.04090314
-5.02151076,1.71558343,0.06621516,0.02253271,0.15388974,1.65461826,0.00155487,0.04094569
-5.01550775,1.74590220,0.06618137,0.02261732,0.15140929,1.68713123,0.00165817,0.04173925
-5.00950475,1.78944595,0.06721378,0.02275970,0.15162458,1.73150926,0.00181364,0.04330094
-5.00350175,1.84592583,0.06932449,0.02295303,0.15452707,1.78745884,0.00202590,0.04565106
-4.99749875,1.91505036,0.07252767,0.02319140,0.16011526,1.85467553,0.00229976,0.04881284
-4.99149575,1.99652713,0.07683928,0.02346989,0.16839507,1.93284604,0.00264018,0.05281173
-4.98549275,2.09005919,0.08227621,0.02378459,0.17937888,2.02164595,0.00305214,0.05767425
-4.97948974,2.19533631,0.08885475,0.02413258,0.19308298,2.12073330,0.00354049,0.06342633
-4.97348674,2.31202148,0.09658857,0.02451177,0.20952363,2.22973826,0.00410982,0.07009124
-4.96748374,2.43973354,0.10548619,0.02492080,0.22871189,2.34824972,0.00476421,0.07768718
-4.96148074,2.57802667,0.11554808,0.02535882,0.25064735,2.47579946,0.00550702,0.08622457
-4.95547774,2.72636817,0.12676356,0.02582528,0.27531102,2.61184493,0.00634065,0.09570315
-4.94947474,2.88411562,0.13910753,0.02631968,0.30265789,2.75575172,0.00726629,0.10610906
-4.94347174,3.05049497,0.15253740,0.02684131,0.33260922,2.90677695,0.00828364,0.11741203
-4.93746873,3.22458104,0.16699017,0.02738909,0.36504533,3.06405461,0.00939071,0.12956284
-4.93146573,3.40528176,0.18238003,0.02796127,0.39979897,3.22658422,0.01058359,0.14249113
-4.92546273,3.59132768,0.19859660,0.02855534,0.43665005,3.39322373,0.01185629,0.15610390
-4.91945973,3.78126786,0.21550393,0.02916787,0.47532184,3.56268772,0.01320063,0.17028464
-4.91345673,3.97347315,0.23294043,0.02979443,0.51547919,3.73355159,0.01460624,0.18489339
-4.90745373,4.16614763,0.25071992,0.03042958,0.55672901,3.90426227,0.01606052,0.19976765
-4.90145073,4.35734847,0.26863366,0.03106691,0.59862326,4.07315584,0.01754887,0.21472442
-4.89544772,4.54501436,0.28645365,0.03169912,0.64066449,4.23848172,0.01905479,0.22956309
-4.88944472,4.72700180,0.30393688,0.03231818,0.68231391,4.39843331,0.02056028,0.24406942
-4.88344172,4.90112860,0.32083063,0.03291554,0.72300194,4.55118407,0.02204617,0.25802034
-4.87743872,5.06522318,0.33687859,0.03348234,0.76214076,4.69492813,0.02349255,0.27118950
-4.87143572,5.21717784,0.35182753,0.03400972,0.79913861,4.82792395,0.02487934,0.28335328
-4.86543272,5.35500426,0.36543440,0.03448906,0.83341521,4.94853932,0.02618678,0.29429724
-4.85942971,5.47688864,0.37747344,0.03491231,0.86441767,5.05529600,0.02739601,0.30382245
-4.85342671,5.58124438,0.38774308,0.03527231,0.89163631,5.14691197,0.02848959,0.31175169
-4.84742371,5.66675975,0.39607226,0.03556300,0.91461960,5.22233949,0.02945207,0.31793513
-4.84142071,5.73243842,0.40232588,0.03577973,0.93298758,5.28079705,0.03027038,0.32225518
-4.83541771,5.77763089,0.40640923,0.03591942,0.94644318,5.32179385,0.03093424,0.32463038
-4.82941471,5.80205523,0.40827092,0.03598074,0.95478091,5.34514540,0.03143644,0.32501812
-4.82341171,5.80580613,0.40790452,0.03596419,0.95789252,5.35097959,0.03177301,0.32341597
-4.81740870,5.78935173,0.40534845,0.03587214,0.95576944,5.33973278,0.03194327,0.31986171
-4.81140570,5.75351839,0.40068447,0.03570879,0.94850189,5.31213611,0.03194976,0.31443195
-4.80540270,5.69946409,0.39403454,0.03548009,0.93627479,5.26919256,0.03179808,0.30723940
-4.79939970,5.62864177,0.38555639,0.03519357,0.91936075,5.21214603,0.03149659,0.29842908
-4.79339670,5.54275427,0.37543802,0.03485812,0.89811042,5.14244364,0.03105602,0.28817338
-4.78739370,5.44370312,0.36389125,0.03448379,0.87294088,5.06169325,0.03048907,0.27666657
-4.78139070,5.33353341,0.35114475,0.03408147,0.84432249,4.97161796,0.02980990,0.26411863
-4.77538769,5.21437730,0.33743685,0.03366260,0.81276491,4.87400964,0.02903361,0.25074900
-4.76938469,5.08839841,0.32300842,0.03323885,0.77880290,4.77068354,0.02817574,0.23678029
-4.76338169,4.95773956,0.30809617,0.03282188,0.74298242,4.66343558,0.02725180,0.22243235
-4.75737869,4.82447545,0.29292653,0.03242298,0.70584769,4.55400407,0.02627680,0.20791687
-4.75137569,4.69057203,0.27771046,0.03205286,0.66792943,4.44403687,0.02526490,0.19343260
-4.74537269,4.55785358,0.26263932,0.03172143,0.62973482,4.33506494,0.02422910,0.17916154
-4.73936968,4.42797788,0.24788177,0.03143761,0.59173926,4.22848263,0.02318101,0.16526591
-4.73336668,4.30241986,0.23358194,0.03120921,0.55438006,4.12553481,0.02213075,0.15188617
-4.72736368,4.18246310,0.21985865,0.03104282,0.51805196,4.02731032,0.02108686,0.13913994
-4.72136068,4.06919849,0.20680573,0.03094378,0.48310458,3.93474129,0.02005638,0.12712170
-4.71535768,3.96352915,0.19449330,0.03091618,0.44984136,3.84860727,0.01904492,0.11590341
-4.70935468,3.86618010,0.18296970,0.03096288,0.41851997,3.76954308,0.01805682,0.10553563
-4.70335168,3.77771138,0.17226418,0.03108552,0.38935377,3.69804928,0.01709536,0.09604928
-4.69734867,3.69853330,0.16238985,0.03128467,0.36251415,3.63450402,0.01616300,0.08745764
-4.69134567,3.62892238,0.15334691,0.03155982,0.33813344,3.57917518,0.01526162,0.07975865
-4.68534267,3.56903683,0.14512598,0.03190951,0.31630820,3.53223185,0.01439276,0.07293735
-4.67933967,3.51893065,0.13771120,0.03233140,0.29710260,3.49375437,0.01355784,0.06696823
-4.67333667,3.47856579,0.13108324,0.03282230,0.28055187,3.46374253,0.01275844,0.06181749
-4.66733367,3.44782176,0.12522195,0.03337826,0.26666563,3.44212148,0.01199642,0.05744522
-4.66133067,3.42650295,0.12010855,0.03399456,0.25543104,3.42874566,0.01127411,0.05380724
-4.65532766,3.41434361,0.11572755,0.03466577,0.24681577,3.42340082,0.01059442,0.05085682
-4.64932466,3.41101118,0.11206809,0.03538575,0.24077085,3.42580474,0.00996092,0.04854606
-4.64332166,3.41610855,0.10912498,0.03614767,0.23723330,3.43560739,0.00937794,0.04682713
-4.63731866,3.42917602,0.10689930,0.03694400,0.23612864,3.45239124,0.00885050,0.04565323
-4.63131566,3.44969388,0.10539857,0.03776658,0.23737335,3.47567256,0.00838436,0.04497937
-4.62531266,3.47708638,0.10463666,0.03860665,0.24087721,3.50490459,0.00798596,0.04476302
-4.61930965,3.51072768,0.10463337,0.03945494,0.24654548,3.53948313,0.00766234,0.04496464
-4.61330665,3.54995037,0.10541370,0.04030179,0.25428099,3.57875508,0.00742106,0.04554799
-4.60730365,3.59405668,0.10700685,0.04113729,0.26398604,3.62203009,0.00727005,0.04648049
-4.60130065,3.64233234,0.10944503,0.04195150,0.27556385,3.66859528,0.00721747,0.04773333
-4.59529765,3.69406264,0.11276189,0.04273466,0.28891975,3.71773257,0.00727153,0.04928160
-4.58929465,3.74855002,0.11699083,0.04347747,0.30396174,3.76873793,0.00744030,0.05110421
-4.58329165,3.80513229,0.12216300,0.04417133,0.32060042,3.82094160,0.00773143,0.05318376
-4.57728864,3.86320020,0.12830506,0.04480867,0.33874823,3.87372805,0.00815189,0.05550622
-4.57128564,3.92221322,0.13543678,0.04538316,0.35831785,3.92655441,0.00870767,0.05806047
-4.56528264,3.98171226,0.14356847,0.04589001,0.37921983,3.97896600,0.00940348,0.06083767
-4.55927964,4.04132819,0.15269827,0.04632615,0.40135955,4.03060782,0.01024237,0.06383051
-4.55327664,4.10078516,0.16280950,0.04669032,0.42463345,4.08123080,0.01122539,0.06703221
-4.54727364,4.15989831,0.17386809,0.04698323,0.44892493,4.13069226,0.01235126,0.07043556
-4.54127064,4.21856545,0.18582020,0.04720746,0.47410003,4.17895001,0.01361603,0.07403170
-4.53526763,4.27675298,0.19859026,0.04736742,0.50000320,4.22605027,0.01501284,0.07780900
-4.52926463,4.33447675,0.21207956,0.04746912,0.52645358,4.27210986,0.01653167,0.08175192
-4.52326163,4.39177887,0.22616545,0.04751995,0.55324203,4.31729349,0.01815922,0.08583994
-4.51725863,4.44870187,0.24070138,0.04752833,0.58012932,4.36178762,0.01987890,0.09004676
-4.51125563,4.50526193,0.25551790,0.04750331,0.60684578,4.40577227,0.02167092,0.09433965
-4.50525263,4.56142289,0.27042462,0.04745418,0.63309260,4.44939269,0.02351248,0.09867916
-4.49924962,4.61707307,0.28521321,0.04739002,0.65854506,4.49273266,0.02537821,0.10301918
-4.49324662,4.67200642,0.29966143,0.04731929,0.68285760,4.53579133,0.02724060,0.10730738
-4.48724362,4.72590957,0.31353812,0.04724939,0.70567079,4.57846499,0.02907069,0.11148609
-4.48124062,4.77835597,0.32660892,0.04718638,0.72661995,4.62053526,0.03083881,0.11549353
-4.47523762,4.82880774,0.33864267,0.04713467,0.74534516,4.66166465,0.03251542,0.11926544
-4.46923462,4.87662549,0.34941821,0.04709682,0.76150227,4.70139976,0.03407202,0.12273697
-4.46323162,4.92108585,0.35873119,0.04707347,0.77477439,4.73918247,0.03548208,0.12584477
-4.45722861,4.96140595,0.36640078,0.04706328,0.78488334,4.77436838,0.03672199,0.12852931
-4.45122561,4.99677369,0.37227586,0.04706307,0.79160047,4.80625177,0.03777185,0.13073702
-4.44522261,5.02638227,0.37624038,0.04706800,0.79475636,4.83409585,0.03861628,0.13242250
-4.43921961,5.04946713,0.37821772,0.04707177,0.79424878,4.85716669,0.03924502,0.13355045
-4.43321661,5.06534359,0.37817376,0.04706703,0.79004858,4.87476901,0.03965336,0.13409721
-4.42721361,5.07344289,0.37611849,0.04704570,0.78220310,4.88628224,0.03984235,0.13405208
-4.42121061,5.07334510,0.37210616,0.04699940,0.77083696,4.89119466,0.03981887,0.13341798
-4.41520760,5.06480690,0.36623378,0.04691990,0.75615003,4.88913409,0.03959536,0.13221174
-4.40920460,5.04778300,0.35863816,0.04679947,0.73841282,4.87989355,0.03918946,0.13046384
-4.40320160,5.02243977,0.34949167,0.04663137,0.71795937,4.86345034,0.03862330,0.12821761
-4.39719860,4.98916062,0.33899664,0.04641009,0.69517790,4.83997772,0.03792273,0.12552800
-4.39119560,4.94854242,0.32737897,0.04613172,0.67049981,4.80984842,0.03711636,0.12245994
-4.38519260,4.90138308,0.31488100,0.04579411,0.64438730,4.77362955,0.03623454,0.11908633
-4.37918959,4.84866066,0.30175404,0.04539701,0.61732025,4.73206904,0.03530818,0.11548584
-4.37318659,4.79150466,0.28825084,0.04494215,0.58978282,4.68607397,0.03436772,0.11174049
-4.36718359,4.73116051,0.27461835,0.04443311,0.56225036,4.63668159,0.03344200,0.10793319
-4.36118059,4.66894871,0.26109088,0.04387529,0.53517692,4.58502400,0.03255734,0.10414538
-4.35517759,4.60622005,0.24788412,0.04327558,0.50898402,4.53228797,0.03173665,0.10045466
-4.34917459,4.54430871,0.23519001,0.04264219,0.48405072,4.47967155,0.03099877,0.09693273
-4.34317159,4.48448510,0.22317274,0.04198420,0.46070546,4.42833910,0.03035796,0.09364350
-4.33716858,4.42791044,0.21196585,0.04131128,0.43921977,4.37937687,0.02982358,0.09064157
-4.33116558,4.37559480,0.20167047,0.04063321,0.41980380,4.33375094,0.02940001,0.08797094
-4.32516258,4.32836062,0.19235479,0.03995954,0.40260397,4.29226958,0.02908675,0.08566424
-4.31915958,4.28681323,0.18405454,0.03929919,0.38770236,4.25555162,0.02887866,0.08374216
-4.31315658,4.25131979,0.17677448,0.03866010,0.37511800,4.22400266,0.02876647,0.08221340
-4.30715358,4.22199776,0.17049068,0.03804898,0.36480978,4.19780012,0.02873731,0.08107485
