energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.80190095,12.31959673,1.51696250,4.25543299,0.04502921,0.87064021,2.67530568,2.65724658,0.08460704,3.40341797
-5.79589795,12.23111603,1.49969828,4.23513957,0.04444402,0.87238697,2.64469543,2.64182415,0.08443222,3.36707749
-5.78989495,12.10524589,1.47529808,4.20612128,0.04363974,0.87136555,2.60549368,2.61660713,0.08393163,3.31843315
-5.78389195,11.94634651,1.44440490,4.17006381,0.04263179,0.86770448,2.55868265,2.58222240,0.08311175,3.25889338
-5.77788894,11.75946413,1.40781338,4.12879880,0.04143970,0.86158241,2.50538003,2.53948432,0.08198522,3.19010544
-5.77188594,11.55017964,1.36644488,4.08425145,0.04008640,0.85322176,2.44680600,2.48937171,0.08057034,3.11390392
-5.76588294,11.32444179,1.32131882,4.03838491,0.03859751,0.84288151,2.38424807,2.43300019,0.07889040,3.03225378
-5.75987994,11.08839093,1.27352140,3.99314321,0.03700048,0.83084902,2.31902515,2.37159070,0.07697289,2.94719015
-5.75387694,10.84817907,1.22417289,3.95039427,0.03532380,0.81743144,2.25245191,2.30643532,0.07484855,2.86075713
-5.74787394,10.60979255,1.17439477,3.91187508,0.03359614,0.80294674,2.18580468,2.23886146,0.07255048,2.77494786
-5.74187094,10.37888326,1.12527790,3.87914055,0.03184557,0.78771477,2.12029003,2.17019569,0.07011309,2.69164806
-5.73586793,10.16061421,1.07785286,3.85351794,0.03009888,0.77204862,2.05701702,2.10172841,0.06757115,2.61258502
-5.72986493,9.95952451,1.03306345,3.83606818,0.02838090,0.75624644,1.99697399,2.03468059,0.06495890,2.53928377
-5.72386193,9.77941815,0.99174419,3.82755559,0.02671410,0.74058416,1.94101050,1.97017365,0.06230925,2.47303185
-5.71785893,9.62327999,0.95460251,3.82842689,0.02511814,0.72530912,1.88982496,1.90920347,0.05965310,2.41485365
-5.71185593,9.49322144,0.92220602,3.83880028,0.02360967,0.71063496,1.84395809,1.85261937,0.05701883,2.36549499
-5.70585293,9.39045703,0.89497507,3.85846510,0.02220228,0.69673785,1.80379243,1.80110870,0.05443198,2.32541806
-5.69984992,9.31531217,0.87318065,3.88689204,0.02090644,0.68375412,1.76955740,1.75518735,0.05191506,2.29480654
-5.69384692,9.26726102,0.85694743,3.92325372,0.01972975,0.67177948,1.74133976,1.71519648,0.04948757,2.27358028
-5.68784392,9.24499266,0.84626153,3.96645509,0.01867708,0.66086966,1.71909870,1.68130537,0.04716615,2.26141865
-5.68184092,9.24650251,0.84098243,4.01517260,0.01775095,0.65104255,1.70268482,1.65352000,0.04496488,2.25779118
-5.67583792,9.26920530,0.84085845,4.06790120,0.01695186,0.64228163,1.69186197,1.63169709,0.04289567,2.26199425
-5.66983492,9.31006497,0.84554491,4.12300748,0.01627867,0.63454059,1.68633103,1.61556265,0.04096872,2.27319194
-5.66383192,9.36573669,0.85462409,4.17878751,0.01572897,0.62774890,1.68575428,1.60473440,0.03919298,2.29045950
-5.65782891,9.43271521,0.86762626,4.23352736,0.01529948,0.62181808,1.68977935,1.59874683,0.03757669,2.31282748
-5.65182591,9.50748421,0.88405062,4.28556441,0.01498630,0.61664832,1.69806146,1.59707805,0.03612777,2.33932481
-5.64582291,9.58666061,0.90338551,4.33334734,0.01478521,0.61213527,1.71028285,1.59917704,0.03485416,2.36901908
-5.63981991,9.66712846,0.92512689,4.37549279,0.01469186,0.60817650,1.72616839,1.60449017,0.03376417,2.40105236
-5.63381691,9.74615712,0.94879448,4.41083654,0.01470190,0.60467746,1.74549654,1.61248597,0.03286650,2.43467125
-5.62781391,9.82149895,0.97394496,4.43847737,0.01481102,0.60155655,1.76810494,1.62267687,0.03217031,2.46924986
-5.62181091,9.89146270,1.00018171,4.45781179,0.01501497,0.59874908,1.79389031,1.63463708,0.03168506,2.50430492
-5.61580790,9.95495957,1.02716085,4.46855825,0.01530948,0.59620996,1.82280255,1.64801589,0.03142021,2.53950237
-5.60980490,10.01152007,1.05459355,4.47076970,0.01569014,0.59391483,1.85483323,1.66254568,0.03138478,2.57465526
-5.60380190,10.06128098,1.08224462,4.46483370,0.01615228,0.59185986,1.88999906,1.67804454,0.03158686,2.60971314
-5.59779890,10.10494339,1.10992776,4.45146006,0.01669081,0.59005994,1.92832121,1.69441343,0.03203295,2.64474361
-5.59179590,10.14370365,1.13749788,4.43165611,0.01730006,0.58854570,1.96980161,1.71162807,0.03272729,2.67990687
-5.58579290,10.17916102,1.16484123,4.40669060,0.01797360,0.58735935,2.01439782,1.72972633,0.03367115,2.71542474
-5.57978989,10.21320647,1.19186404,4.37804739,0.01870414,0.58654982,2.06199786,1.74879188,0.03486210,2.75154590
-5.57378689,10.24789866,1.21848054,4.34737102,0.01948344,0.58616746,2.11239696,1.76893513,0.03629343,2.78850904
-5.56778389,10.28533349,1.24460128,4.31640619,0.02030225,0.58625886,2.16527784,1.79027291,0.03795353,2.82650632
-5.56178089,10.32751435,1.27012261,4.28693384,0.02115030,0.58686204,2.22019620,1.81290806,0.03982554,2.86564903
-5.55577789,10.37623015,1.29491813,4.26070660,0.02201638,0.58800259,2.27657290,1.83691043,0.04188704,2.90593768
-5.54977489,10.43294788,1.31883274,4.23938637,0.02288842,0.58969118,2.33369380,1.86230074,0.04411005,2.94723834
-5.54377189,10.49872583,1.34167989,4.22448683,0.02375367,0.59192255,2.39071826,1.88903820,0.04646117,2.98926687
-5.53776888,10.57415236,1.36324217,4.21732337,0.02459891,0.59467650,2.44669626,1.91701319,0.04890202,3.03158213
-5.53176588,10.65931378,1.38327543,4.21897252,0.02541069,0.59792074,2.50059406,1.94604547,0.05138985,3.07358892
-5.52576288,10.75379321,1.40151612,4.23024263,0.02617562,0.60161574,2.55132759,1.97588829,0.05387844,3.11455071
-5.51975988,10.85670052,1.41769152,4.25165681,0.02688069,0.60572132,2.59780211,2.00623827,0.05631916,3.15361182
-5.51375688,10.96673155,1.43153216,4.28344849,0.02751357,0.61020481,2.63895663,2.03675084,0.05866225,3.18982788
-5.50775388,11.08225311,1.44278561,4.32556961,0.02806292,0.61505021,2.67381081,2.06706002,0.06085821,3.22220320
-5.50175088,11.20140881,1.45123089,4.37771041,0.02851873,0.62026794,2.70151196,2.09680184,0.06285923,3.24973300
-5.49574787,11.32223942,1.45669224,4.43932953,0.02887258,0.62590457,2.72137981,2.12563963,0.06462073,3.27144839
-5.48974487,11.44281050,1.45905168,4.50969251,0.02911787,0.63205175,2.73294637,2.15328982,0.06610277,3.28646153
-5.48374187,11.56134003,1.45825917,4.58791646,0.02925006,0.63885388,2.73598888,2.17954653,0.06727139,3.29400861
-5.47773887,11.67631825,1.45433990,4.67301843,0.02926673,0.64651371,2.73055355,2.20430329,0.06809979,3.29348840
-5.47173587,11.78661279,1.44739803,4.76396491,0.02916775,0.65529535,2.71696893,2.22757044,0.06856924,3.28449410
-5.46573287,11.89155285,1.43761664,4.85971989,0.02895525,0.66552425,2.69584749,2.24948686,0.06866978,3.26683716
-5.45972986,11.99098753,1.42525395,4.95928915,0.02863353,0.67758374,2.66807533,2.27032510,0.06840053,3.24056146
-5.45372686,12.08531470,1.41063568,5.06175870,0.02820904,0.69190793,2.63478994,2.29048914,0.06776975,3.20594757
-5.44772386,12.17547865,1.39414438,5.16632562,0.02769009,0.70897102,2.59734689,2.31050474,0.06679451,3.16350674
-5.44172086,12.26293628,1.37620594,5.27231999,0.02708674,0.72927311,2.55727669,2.33100235,0.06550009,3.11396515
-5.43571786,12.34959337,1.35727430,5.37921722,0.02641042,0.75332287,2.51623366,2.35269328,0.06391902,3.05823935
-5.42971486,12.43771389,1.33781495,5.48664036,0.02567371,0.78161759,2.47593891,2.37633993,0.06208993,2.99740415
-5.42371186,12.52980673,1.31828833,5.59435262,0.02488998,0.81462136,2.43811989,2.40272151,0.06005617,2.93265482
-5.41770885,12.62849529,1.29913372,5.70224076,0.02407307,0.85274208,2.40444896,2.43259662,0.05786428,2.86526520
-5.41170585,12.73637599,1.28075447,5.81029039,0.02323697,0.89630840,2.37648358,2.46666437,0.05556238,2.79654392
-5.40570285,12.85587252,1.26350525,5.91855461,0.02239546,0.94554748,2.35561062,2.50552598,0.05319858,2.72779051
-5.39969985,12.98909236,1.24768167,6.02711779,0.02156189,1.00056473,2.34299678,2.54964844,0.05081945,2.66025320
-5.39369685,13.13769228,1.23351266,6.13605623,0.02074882,1.06132641,2.33954722,2.59933209,0.04846856,2.59509020
-5.38769385,13.30275885,1.22115572,6.24539803,0.01996786,1.12764625,2.34587379,2.65468357,0.04618526,2.53333542
-5.38169085,13.48470940,1.21069500,6.35508405,0.01922941,1.19917672,2.36227394,2.71559562,0.04400363,2.47587006
-5.37568784,13.68321786,1.20214198,6.46493218,0.01854252,1.27540586,2.38872090,2.78173455,0.04195169,2.42340037
-5.36968484,13.89716878,1.19543859,6.57460670,0.01791473,1.35565989,2.42486528,2.85253635,0.04005089,2.37644222
-5.36368184,14.12464190,1.19046228,6.68359459,0.01735200,1.43911205,2.47004770,2.92721162,0.03831587,2.33531240
-5.35767884,14.36292792,1.18703267,6.79119010,0.01685858,1.52479741,2.52332176,3.00475938,0.03675446,2.30012651
-5.35167584,14.60857536,1.18491932,6.89648856,0.01643705,1.61163347,2.58348618,3.08398939,0.03536798,2.27080303
-5.34567284,14.85746660,1.18385032,6.99839019,0.01608823,1.69844579,2.64912457,3.16355208,0.03415168,2.24707303
-5.33966983,15.10492044,1.18352116,7.09561386,0.01581123,1.78399790,2.71865123,3.24197529,0.03309551,2.22849480
-5.33366683,15.34581726,1.18360378,7.18672068,0.01560347,1.86702411,2.79036102,3.31770609,0.03218488,2.21447270
-5.32766383,15.57474196,1.18375537,7.27014631,0.01546080,1.94626426,2.86248132,3.38915640,0.03140161,2.20427946
-5.32166083,15.78613915,1.18362694,7.34424106,0.01537751,2.02049865,2.93322412,3.45475044,0.03072495,2.19708108
-5.31565783,15.97447490,1.18287139,7.40731597,0.01534655,2.08858189,3.00083635,3.51297234,0.03013259,2.19196370
-5.30965483,16.13439862,1.18115118,7.45769286,0.01535963,2.14947420,3.06364661,3.56241192,0.02960163,2.18796155
-5.30365183,16.26089940,1.17814545,7.49375657,0.01540744,2.20226881,3.12010695,3.60180705,0.02910952,2.18408546
-5.29764882,16.34945096,1.17355669,7.51400675,0.01547985,2.24621443,3.16882836,3.63008098,0.02863491,2.17935111
-5.29164582,16.39614022,1.16711697,7.51710737,0.01556619,2.28073190,3.20860913,3.64637324,0.02815835,2.17280646
-5.28564282,16.39777540,1.15859362,7.50193182,0.01565551,2.30542448,3.23845561,3.65006329,0.02766291,2.16355786
-5.27963982,16.35197033,1.14779446,7.46760172,0.01573689,2.32008159,3.25759520,3.64078598,0.02713456,2.15079413
-5.27363682,16.25720306,1.13457246,7.41351820,0.01579971,2.32467624,3.26548175,3.61843882,0.02656253,2.13380815
-5.26763382,16.11284767,1.11882979,7.33938446,0.01583399,2.31935640,3.26179401,3.58318086,0.02593944,2.11201552
-5.26163082,15.91917972,1.10052104,7.24521905,0.01583070,2.30443132,3.24642790,3.53542380,0.02526128,2.08496982
-5.25562781,15.67735651,1.07965566,7.13135977,0.01578201,2.28035357,3.21948355,3.47581603,0.02452734,2.05237415
-5.24962481,15.38937435,1.05629930,6.99845827,0.01568154,2.24769805,3.18124838,3.40522048,0.02373997,2.01408856
-5.24362181,15.05800583,1.03057398,6.84746609,0.01552459,2.20713913,3.13217730,3.32468772,0.02290430,1.97013335
-5.23761881,14.68672044,1.00265706,6.67961308,0.01530829,2.15942715,3.07287121,3.23542533,0.02202784,1.92068794
-5.23161581,14.27959237,0.97277866,6.49637916,0.01503169,2.10536526,3.00405491,3.13876512,0.02112015,1.86608561
-5.22561281,13.84119912,0.94121784,6.29946097,0.01469579,2.04578776,2.92655522,3.03612941,0.02019233,1.80680399
-5.21960980,13.37651471,0.90829711,6.09073452,0.01430354,1.98154044,2.84127995,2.92899749,0.01925666,1.74345173
-5.21360680,12.89080078,0.87437577,5.87221544,0.01385971,1.91346370,2.74919841,2.81887350,0.01832616,1.67675182
-5.20760380,12.38949856,0.83984180,5.64601799,0.01337075,1.84237838,2.65132338,2.70725641,0.01741417,1.60752187
-5.20160080,11.87812421,0.80510274,5.41431401,0.01284462,1.76907470,2.54869483,2.59561275,0.01653408,1.53665214
-5.19559780,11.36216949,0.77057573,5.17929306,0.01229044,1.69430382,2.44236515,2.48535258,0.01569892,1.46508198
-5.18959480,10.84700937,0.73667692,4.94312451,0.01171829,1.61877189,2.33338563,2.37780883,0.01492114,1.39377527
-5.18359180,10.33781755,0.70381063,4.70792232,0.01113883,1.54313597,2.22279399,2.27422009,0.01421237,1.32369579
-5.17758879,9.83949077,0.67235869,4.47571331,0.01056302,1.46800153,2.11160255,2.17571657,0.01358318,1.25578316
-5.17158579,9.35658231,0.64267016,4.24840917,0.01000172,1.39392080,2.00078682,2.08330926,0.01304295,1.19093003
-5.16558279,8.89324497,0.61505187,4.02778268,0.00946545,1.32139173,1.89127434,1.99788178,0.01259969,1.12996127
-5.15957979,8.45318373,0.58976016,3.81544828,0.00896402,1.25085708,1.78393373,1.92018461,0.01225993,1.07361551
-5.15357679,8.03961806,0.56699409,3.61284710,0.00850634,1.18270350,1.67956402,1.85083152,0.01202859,1.02252967
-5.14757379,7.65525400,0.54689026,3.42123640,0.00810011,1.11726045,1.57888441,1.79029782,0.01190887,0.97722662
-5.14157079,7.30226591,0.52951966,3.24168335,0.00775174,1.05479896,1.48252488,1.73892022,0.01190218,0.93810635
-5.13556778,6.98228779,0.51488648,3.07506279,0.00746615,0.99553055,1.39101793,1.69689818,0.01200804,0.90544054
-5.12956478,6.69641402,0.50292910,2.92205873,0.00724676,0.93960624,1.30479201,1.66429654,0.01222400,0.87937056
-5.12356178,6.44520917,0.49352306,2.78316915,0.00709542,0.88711624,1.22416694,1.64104958,0.01254564,0.85990888
-5.11755878,6.22872657,0.48648608,2.65871348,0.00701248,0.83809041,1.14935174,1.62696630,0.01296650,0.84694340
-5.11155578,6.04653488,0.48158498,2.54884233,0.00699686,0.79249974,1.08044532,1.62173699,0.01347816,0.84024465
-5.10555278,5.89775211,0.47854403,2.45354884,0.00704619,0.75025929,1.01743985,1.62494128,0.01407026,0.83947538
-5.09954977,5.78108603,0.47705482,2.37268097,0.00715698,0.71123239,0.96022727,1.63605738,0.01473064,0.84420217
-5.09354677,5.69488016,0.47678696,2.30595434,0.00732483,0.67523639,0.90860846,1.65447285,0.01544552,0.85390874
-5.08754377,5.63716406,0.47739958,2.25296506,0.00754462,0.64204976,0.86230495,1.67949657,0.01619974,0.86801049
-5.08154077,5.60570692,0.47855291,2.21320220,0.00781080,0.61142039,0.82097281,1.71037205,0.01697706,0.88586989
-5.07553777,5.59807333,0.47991994,2.18605971,0.00811763,0.58307479,0.78421799,1.74629191,0.01776051,0.90681252
-5.06953477,5.61168018,0.48119742,2.17084784,0.00845944,0.55672787,0.75161279,1.78641330,0.01853285,0.93014319
-5.06353177,5.64385383,0.48211616,2.16680390,0.00883089,0.53209293,0.72271251,1.82987431,0.01927696,0.95516208
-5.05752876,5.69188667,0.48245009,2.17310296,0.00922718,0.50889141,0.69707186,1.87581082,0.01997637,0.98118042
-5.05152576,5.75309245,0.48202396,2.18886858,0.00964433,0.48686196,0.67426036,1.92337399,0.02061574,1.00753566
-5.04552276,5.82485999,0.48071939,2.21318414,0.01007933,0.46576857,0.65387626,1.97174765,0.02118137,1.03360569
-5.03951976,5.90470462,0.47847918,2.24510528,0.01053030,0.44540733,0.63555844,2.02016576,0.02166160,1.05882207
-5.03351676,5.99031718,0.47530962,2.28367384,0.01099666,0.42561165,0.61899602,2.06792933,0.02204731,1.08268191
-5.02751376,6.07961019,0.47128105,2.32793366,0.01147917,0.40625577,0.60393527,2.11442256,0.02233219,1.10475827
-5.02151076,6.17076062,0.46652632,2.37694846,0.01198002,0.38725645,0.59018395,2.15912795,0.02251306,1.12470882
-5.01550775,6.26224896,0.46123756,2.42982183,0.01250279,0.36857288,0.57761284,2.20163990,0.02258999,1.14228264
-5.00950475,6.35289370,0.45566116,2.48571895,0.01305243,0.35020499,0.56615474,2.24167637,0.02256642,1.15732476
-5.00350175,6.44188048,0.45009110,2.54388976,0.01363516,0.33219017,0.55580101,2.27908840,0.02244910,1.16977855
-4.99749875,6.52878480,0.44486100,2.60369261,0.01425828,0.31459876,0.54659599,2.31386675,0.02224791,1.17968554
-4.99149575,6.61358718,0.44033487,2.66461748,0.01493006,0.29752857,0.53862963,2.34614559,0.02197562,1.18718271
-4.98549275,6.69667939,0.43689687,2.72630763,0.01565942,0.28109860,0.53202862,2.37620254,0.02164755,1.19249714
-4.97948974,6.77886052,0.43494045,2.78857825,0.01645568,0.26544239,0.52694648,2.40445488,0.02128110,1.19593806
-4.97348674,6.86132175,0.43485677,2.85143090,0.01732820,0.25070124,0.52355290,2.43145161,0.02089526,1.19788631
-4.96748374,6.94561873,0.43702307,2.91506224,0.01828603,0.23701752,0.52202279,2.45786115,0.02051001,1.19878147
-4.96148074,7.03363098,0.44179090,2.97986613,0.01933749,0.22452837,0.52252534,2.48445460,0.02014577,1.19910684
-4.95547774,7.12750815,0.44947470,3.04642786,0.02048974,0.21335995,0.52521346,2.51208475,0.01982273,1.19937276
-4.94947474,7.22960346,0.46034089,3.11551014,0.02174832,0.20362243,0.53021390,2.54166099,0.01956028,1.20009855
-4.94347174,7.34239526,0.47459776,3.18803047,0.02311672,0.19540573,0.53761831,2.57412066,0.01937641,1.20179375
-4.93746873,7.46839842,0.49238652,3.26502999,0.02459590,0.18877627,0.54747559,2.61039756,0.01928715,1.20493923
-4.93146573,7.61006775,0.51377360,3.34763461,0.02618396,0.18377458,0.55978563,2.65138828,0.01930609,1.20996878
-4.92546273,7.76969635,0.53874472,3.43700922,0.02787570,0.18041383,0.57449472,2.69791759,0.01944396,1.21725192
-4.91945973,7.94931227,0.56720072,3.53430665,0.02966242,0.17867928,0.59149276,2.75070398,0.01970829,1.22707853
-4.91345673,8.15057722,0.59895552,3.64061286,0.03153168,0.17852862,0.61061236,2.81032653,0.02010311,1.23964600
-4.90745373,8.37469122,0.63373638,3.75689070,0.03346727,0.17989296,0.63162987,2.87719455,0.02062885,1.25504941
-4.90145073,8.62230715,0.67118648,3.88392417,0.03544925,0.18267865,0.65426832,2.95152115,0.02128226,1.27327521
-4.89544772,8.89345898,0.71086990,4.02226562,0.03745416,0.18676959,0.67820234,3.03330206,0.02205642,1.29419874
-4.88944472,9.18750698,0.75227914,4.17218800,0.03945540,0.19203005,0.70306466,3.12230065,0.02294091,1.31758568
-4.88344172,9.50310271,0.79484473,4.33364419,0.04142371,0.19830788,0.72845426,3.21803996,0.02392204,1.34309760
-4.87743872,9.83817587,0.83794707,4.50623548,0.04332783,0.20543801,0.75394577,3.31980252,0.02498319,1.37030120
-4.87143572,10.18994425,0.88092999,4.68919038,0.04513529,0.21324608,0.77909976,3.42663793,0.02610519,1.39868119
-4.86543272,10.55494711,0.92311574,4.88135521,0.04681330,0.22155218,0.80347375,3.53737845,0.02726681,1.42765606
-4.85942971,10.92910144,0.96382096,5.08119708,0.04832966,0.23017450,0.82663337,3.65066202,0.02844534,1.45659623
-4.85342671,11.30777957,1.00237308,5.28681954,0.04965380,0.23893297,0.84816330,3.76496217,0.02961714,1.48484384
-4.84742371,11.68590609,1.03812669,5.49599088,0.05075771,0.24765253,0.86767775,3.87862379,0.03075826,1.51173338
-4.84142071,12.05807086,1.07047930,5.70618444,0.05161693,0.25616629,0.88482990,3.98990360,0.03184508,1.53661230
-4.83541771,12.41865493,1.09888590,5.91463002,0.05221134,0.26431819,0.89932011,4.09701396,0.03285490,1.55886087
-4.82941471,12.76196529,1.12287199,6.11837510,0.05252586,0.27196538,0.91090268,4.19816854,0.03376659,1.57791039
-4.82341171,13.08237461,1.14204442,6.31435424,0.05255104,0.27898008,0.91939075,4.29162838,0.03456103,1.59325934
-4.81740870,13.37446172,1.15609996,6.49946482,0.05228337,0.28525108,0.92465956,4.37574689,0.03522169,1.60448673
-4.81140570,13.63314895,1.16483116,6.67064699,0.05172544,0.29068471,0.92664774,4.44901240,0.03573498,1.61126243
-4.80540270,13.85383261,1.16812946,6.82496564,0.05088586,0.29520540,0.92535694,4.51008701,0.03609058,1.61335421
-4.79939970,14.03250307,1.16598550,6.95969202,0.04977898,0.29875584,0.92084970,4.55784090,0.03628167,1.61063155
-4.79339670,14.16585169,1.15848687,7.07238267,0.04842444,0.30129679,0.91324602,4.59138112,0.03630504,1.60306617
-4.78739370,14.25136181,1.14581323,7.16095333,0.04684648,0.30280652,0.90271867,4.61007436,0.03616109,1.59072981
-4.78139070,14.28738184,1.12822935,7.22374537,0.04507322,0.30328004,0.88948763,4.61356338,0.03585382,1.57378934
-4.77538769,14.27317886,1.10607635,7.25958286,0.04313575,0.30272815,0.87381386,4.60177691,0.03539058,1.55249991
-4.76938469,14.20897141,1.07976138,7.26781807,0.04106720,0.30117636,0.85599282,4.57493305,0.03478188,1.52719644
-4.76338169,14.09594079,1.04974649,7.24836386,0.03890183,0.29866365,0.83634782,4.53353629,0.03404104,1.49828401
-4.75737869,13.93622038,1.01653677,7.20171142,0.03667403,0.29524133,0.81522348,4.47836843,0.03318384,1.46622763
-4.75137569,13.73286303,0.98066835,7.12893251,0.03441751,0.29097181,0.79297950,4.41047365,0.03222804,1.43154166
-4.74537269,13.48978667,0.94269658,7.03166545,0.03216452,0.28592739,0.76998471,4.33113821,0.03119299,1.39477932
-4.73936968,13.21169910,0.90318466,6.91208486,0.02994516,0.28018909,0.74661155,4.24186494,0.03009913,1.35652238
-4.73336668,12.90400264,0.86269296,6.77285539,0.02778683,0.27384553,0.72323085,4.14434310,0.02896748,1.31737116
-4.72736368,12.57268049,0.82176918,6.61707053,0.02571387,0.26699165,0.70020698,4.04041393,0.02781923,1.27793495
-4.72136068,12.22416646,0.78093948,6.44817766,0.02374722,0.25972756,0.67789310,3.93203236,0.02667522,1.23882258
-4.71535768,11.86520068,0.74070062,6.26989152,0.02190430,0.25215716,0.65662662,3.82122548,0.02555553,1.20063327
-4.70935468,11.50267405,0.70151314,6.08609825,0.02019894,0.24438675,0.63672463,3.71004822,0.02447905,1.16394751
-4.70335168,11.14346501,0.66379546,5.90075287,0.01864147,0.23652341,0.61847925,3.60053729,0.02346309,1.12931789
-4.69734867,10.79427254,0.62791892,5.71777333,0.01723881,0.22867334,0.60215296,3.49466400,0.02252306,1.09725980
-4.69134567,10.46144970,0.59420382,5.54093433,0.01599468,0.22093995,0.58797382,3.39428717,0.02167215,1.06824209
-4.68534267,10.15084257,0.56291613,5.37376440,0.01490981,0.21342190,0.57613084,3.30110733,0.02092107,1.04267764
-4.67933967,9.86763939,0.53426518,5.21944954,0.01398219,0.20621102,0.56676938,3.21662354,0.02027785,1.02091427
-4.67333667,9.61623501,0.50840212,5.08074692,0.01320737,0.19939028,0.55998708,3.14209426,0.01974770,1.00322592
-4.66733367,9.40011541,0.48541920,4.95991120,0.01257868,0.19303175,0.55583026,3.07850367,0.01933289,0.98980483
-4.66133067,9.22176674,0.46535001,4.85863652,0.01208752,0.18719478,0.55429136,3.02653501,0.01903280,0.98075489
-4.65532766,9.08261279,0.44817058,4.77801589,0.01172362,0.18192441,0.55530735,2.98655200,0.01884391,0.97608670
-4.64932466,8.98298386,0.43380160,4.71851958,0.01147525,0.17725016,0.55875969,2.95858962,0.01875997,0.97571480
-4.64332166,8.92211893,0.42211158,4.67999337,0.01132951,0.17318520,0.56447574,2.94235488,0.01877222,0.97945742
