energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.85592796,4.77338169,0.54099683,0.64230785,0.02135281,0.58236938,2.46232624,1.50198966,0.09434899,1.48032565
-5.84992496,4.62555763,0.53194656,0.61673252,0.02180126,0.56146754,2.44835007,1.45289226,0.08935351,1.43373832
-5.84392196,4.50673698,0.52730773,0.59631896,0.02230198,0.54390468,2.45121982,1.41221736,0.08461546,1.39653850
-5.83791896,4.41828805,0.52678597,0.58129681,0.02284750,0.53014715,2.47203058,1.38068144,0.08018791,1.36874163
-5.83191596,4.36119690,0.53003734,0.57186807,0.02343081,0.52060805,2.51164305,1.35886048,0.07611457,1.35024363
-5.82591296,4.33607213,0.53668187,0.56820981,0.02404560,0.51563759,2.57066621,1.34717893,0.07242941,1.34083674
-5.81990995,4.34315394,0.54631678,0.57047556,0.02468649,0.51551510,2.64944392,1.34590217,0.06915667,1.34022574
-5.81390695,4.38232585,0.55852870,0.57879489,0.02534928,0.52044264,2.74804544,1.35513234,0.06631105,1.34804353
-5.80790395,4.45312737,0.57290465,0.59327111,0.02603094,0.53054025,2.86625934,1.37480726,0.06389816,1.36386539
-5.80190095,4.55476628,0.58904141,0.61397703,0.02672975,0.54584279,3.00359054,1.40470193,0.06191525,1.38722108
-5.79589795,4.68612939,0.60655320,0.64094886,0.02744515,0.56629815,3.15926032,1.44443253,0.06035191,1.41760438
-5.78989495,4.84579132,0.62507747,0.67417850,0.02817763,0.59176697,3.33220899,1.49346230,0.05919106,1.45447979
-5.78389195,5.03202100,0.64427881,0.71360459,0.02892857,0.62202361,3.52110139,1.55110911,0.05840987,1.49728625
-5.77788894,5.24278656,0.66385115,0.75910298,0.02969990,0.65675843,3.72433531,1.61655454,0.05798069,1.54543805
-5.77188594,5.47575938,0.68351830,0.81047708,0.03049386,0.69558136,3.94005306,1.68885424,0.05787201,1.59832342
-5.76588294,5.72831890,0.70303310,0.86744905,0.03131264,0.73802670,4.16615681,1.76694962,0.05804935,1.65530128
-5.75987994,5.99755995,0.72217547,0.92965242,0.03215803,0.78355928,4.40032799,1.84968091,0.05847610,1.71569696
-5.75387694,6.28030458,0.74074960,0.99662706,0.03303116,0.83158191,4.64005151,1.93580165,0.05911424,1.77879766
-5.74787394,6.57312055,0.75858073,1.06781715,0.03393215,0.88144433,4.88264510,2.02399492,0.05992506,1.84384876
-5.74187094,6.87234838,0.77551158,1.14257284,0.03485998,0.93245341,5.12529436,2.11289135,0.06086976,1.91005160
-5.73586793,7.17413863,0.79139911,1.22015602,0.03581224,0.98388496,5.36509347,2.20108919,0.06191002,1.97656379
-5.72986493,7.47450059,0.80611145,1.29975060,0.03678515,1.03499669,5.59909177,2.28717637,0.06300847,2.04250261
-5.72386193,7.76936276,0.81952559,1.38047715,0.03777351,1.08504251,5.82434561,2.36975464,0.06412918,2.10695203
-5.71785893,8.05464495,0.83152573,1.46141197,0.03877084,1.13328775,6.03797484,2.44746551,0.06523811,2.16897352
-5.71185593,8.32634086,0.84200253,1.54160989,0.03976954,1.17902515,6.23722281,2.51901772,0.06630345,2.22762084
-5.70585293,8.58060913,0.85085331,1.62013018,0.04076114,1.22159108,6.41951848,2.58321556,0.06729602,2.28195822
-5.69984992,8.81387010,0.85798305,1.69606471,0.04173659,1.26038176,6.58253869,2.63898752,0.06818967,2.33108164
-5.69384692,9.02290486,0.86330627,1.76856703,0.04268658,1.29486877,6.72426877,2.68541418,0.06896148,2.37414229
-5.68784392,9.20495244,0.86674954,1.83688124,0.04360190,1.32461341,6.84305891,2.72175459,0.06959216,2.41037114
-5.68184092,9.35780089,0.86825451,1.90036927,0.04447374,1.34927925,6.93767429,2.74746979,0.07006620,2.43910361
-5.67583792,9.47986774,0.86778120,1.95853524,0.04529398,1.36864242,7.00733636,2.76224259,0.07037203,2.45980302
-5.66983492,9.57026548,0.86531139,2.01104549,0.04605546,1.38259900,7.05175328,2.76599240,0.07050218,2.47208154
-5.66383192,9.62884822,0.86085178,2.05774347,0.04675218,1.39116915,7.07113748,2.75888422,0.07045324,2.47571759
-5.65782891,9.65623619,0.85443684,2.09865822,0.04737936,1.39449758,7.06620893,2.74133091,0.07022582,2.47066859
-5.65182591,9.65381579,0.84613098,2.13400618,0.04793353,1.39285009,7.03818308,2.71398824,0.06982437,2.45707814
-5.64582291,9.62371369,0.83602991,2.16418565,0.04841246,1.38660623,6.98874295,2.67774235,0.06925694,2.43527720
-5.63981991,9.56874483,0.82426115,2.18976431,0.04881513,1.37624806,6.91999561,2.63368956,0.06853485,2.40577894
-5.63381691,9.49233518,0.81098340,2.21145974,0.04914150,1.36234523,6.83441391,2.58310896,0.06767223,2.36926708
-5.62781391,9.39842135,0.79638482,2.23011396,0.04939236,1.34553689,6.73476488,2.52742830,0.06668562,2.32657831
-5.62181091,9.29133020,0.78068020,2.24666266,0.04956913,1.32651091,6.62402705,2.46818421,0.06559333,2.27867912
-5.61580790,9.17564247,0.76410698,2.26210042,0.04967362,1.30598115,6.50529915,2.40697778,0.06441496,2.22663800
-5.60980490,9.05604524,0.74692029,2.27744324,0.04970782,1.28466347,6.38170352,2.34542724,0.06317077,2.17159399
-5.60380190,8.93717854,0.72938701,2.29368976,0.04967372,1.26325157,6.25628753,2.28511901,0.06188109,2.11472277
-5.59779890,8.82348170,0.71177919,2.31178274,0.04957317,1.24239334,6.13192664,2.22755905,0.06056575,2.05720157
-5.59179590,8.71904513,0.69436682,2.33257210,0.04940779,1.22266871,6.01123284,2.17412623,0.05924356,2.00017417
-5.58579290,8.62747296,0.67741033,2.35678108,0.04917888,1.20456997,5.89647193,2.12602927,0.05793182,1.94471723
-5.57978989,8.55176159,0.66115302,2.38497658,0.04888744,1.18848518,5.78949292,2.08426903,0.05664589,1.89180929
-5.57378689,8.49419878,0.64581375,2.41754492,0.04853422,1.17468541,5.69167242,2.04960741,0.05539882,1.84230333
-5.56778389,8.45628688,0.63158009,2.45467372,0.04811978,1.16331640,5.60387628,2.02254420,0.05420112,1.79690396
-5.56178089,8.43869326,0.61860230,2.49634078,0.04764458,1.15439488,5.52644011,2.00330258,0.05306050,1.75614991
-5.55577789,8.44122988,0.60698844,2.54231027,0.04710914,1.14780979,5.45916962,1.99182409,0.05198182,1.72040242
-5.54977489,8.46286299,0.59680081,2.59213650,0.04651413,1.14332833,5.40136082,1.98777323,0.05096704,1.68983988
-5.54377189,8.50175299,0.58805403,2.64517533,0.04586051,1.14060668,5.35183954,1.99055154,0.05001529,1.66445886
-5.53776888,8.55532335,0.58071495,2.70060295,0.04514963,1.13920488,5.30901870,1.99932092,0.04912305,1.64408142
-5.53176588,8.62035668,0.57470439,2.75744162,0.04438334,1.13860538,5.27097116,2.01303530,0.04828434,1.62836852
-5.52576288,8.69311490,0.56990106,2.81459179,0.04356402,1.13823450,5.23551544,2.03047963,0.04749110,1.61683904
-5.51975988,8.76947983,0.56614727,2.87086955,0.04269465,1.13748591,5.20031083,2.05031488,0.04673352,1.60889378
-5.51375688,8.84510941,0.56325665,2.92504866,0.04177881,1.13574527,5.16295831,2.07112751,0.04600055,1.60384358
-5.50775388,8.91560456,0.56102346,2.97590557,0.04082070,1.13241508,5.12110321,2.09148163,0.04528041,1.60094068
-5.50175088,8.97668076,0.55923331,3.02226628,0.03982508,1.12693867,5.07253563,2.10997195,0.04456110,1.59941226
-5.49574787,9.02433847,0.55767478,3.06305337,0.03879727,1.11882256,5.01528481,2.12527582,0.04383104,1.59849486
-5.48974487,9.05502610,0.55615167,3.09733154,0.03774307,1.10765621,4.94770361,2.13620220,0.04307966,1.59746854
-5.48374187,9.06578952,0.55449508,3.12435009,0.03666871,1.09312856,4.86854011,2.14173597,0.04229794,1.59568949
-5.47773887,9.05440242,0.55257506,3.14358051,0.03558083,1.07504066,4.77699355,2.14107594,0.04147901,1.59261985
-5.47173587,9.01947222,0.55031101,3.15474773,0.03448635,1.05331406,4.67275262,2.13366495,0.04061866,1.58785348
-5.46573287,8.96051730,0.54768043,3.15785358,0.03339249,1.02799474,4.55601494,2.11921130,0.03971571,1.58113668
-5.45972986,8.87801198,0.54472536,3.15319125,0.03230660,0.99925244,4.42748713,2.09770033,0.03877239,1.57238290
-5.45372686,8.77339710,0.54155620,3.14134989,0.03123620,0.96737559,4.28836586,2.06939604,0.03779457,1.56168079
-5.44772386,8.64905524,0.53835251,3.12320879,0.03018881,0.93276212,4.14030083,2.03483254,0.03679179,1.54929505
-5.44172086,8.50825083,0.53536050,3.09992100,0.02917191,0.89590663,3.98534145,1.99479573,0.03577730,1.53565986
-5.43571786,8.35503707,0.53288720,3.07288673,0.02819281,0.85738444,3.82586939,1.95029592,0.03476782,1.52136515
-5.42971486,8.19413246,0.53129137,3.04371701,0.02725859,0.81783319,3.66451990,1.90253247,0.03378322,1.50713585
-5.42371186,8.03077136,0.53097127,3.01418894,0.02637595,0.77793279,3.50409479,1.85285179,0.03284610,1.49380507
-5.41770885,7.87053380,0.53234980,2.98619375,0.02555111,0.73838439,3.34747045,1.80270025,0.03198116,1.48228191
-5.41170585,7.71916049,0.53585739,2.96167945,0.02478965,0.69988916,3.19750424,1.75357387,0.03121458,1.47351531
-5.40570285,7.58235988,0.54191343,2.94259004,0.02409647,0.66312759,3.05694241,1.70696658,0.03057318,1.46845515
-5.39969985,7.46561406,0.55090683,2.93080336,0.02347560,0.62874000,2.92833287,1.66431889,0.03008366,1.46801223
-5.39369685,7.37399068,0.56317671,2.92806962,0.02293015,0.59730880,2.81394540,1.62696898,0.02977170,1.47301875
-5.38769385,7.31196763,0.57899395,2.93595298,0.02246220,0.56934301,2.71570192,1.59610782,0.02966111,1.48419085
-5.38169085,7.28327679,0.59854467,2.95577796,0.02207278,0.54526546,2.63511898,1.57273989,0.02977299,1.50209480
-5.37568784,7.29077267,0.62191632,2.98858277,0.02176181,0.52540290,2.57326387,1.55765090,0.03012497,1.52711846
-5.36968484,7.33633056,0.64908730,3.03508110,0.02152809,0.50997931,2.53072583,1.55138356,0.03073046,1.55944909
-5.36368184,7.42077812,0.67992075,3.09563381,0.02136936,0.49911235,2.50760284,1.55422215,0.03159808,1.59905879
-5.35767884,7.54386289,0.71416304,3.17023159,0.02128234,0.49281309,2.50350419,1.56618631,0.03273119,1.64569822
-5.35167584,7.70425716,0.75144724,3.25848926,0.02126278,0.49098883,2.51756879,1.58703437,0.03412750,1.69889911
-5.34567284,7.89960026,0.79130187,3.35965230,0.02130562,0.49344885,2.54849818,1.61627568,0.03577897,1.75798578
-5.33966983,8.12657696,0.83316454,3.47261523,0.02140505,0.49991293,2.59460334,1.65319170,0.03767171,1.82209518
-5.33366683,8.38102956,0.87640040,3.59595189,0.02155469,0.51002219,2.65386346,1.69686489,0.03978618,1.89020515
-5.32766383,8.65809974,0.92032459,3.72795651,0.02174775,0.52335204,2.72399497,1.74621425,0.04209752,1.96116959
-5.32166083,8.95239547,0.96422790,3.86669457,0.02197713,0.53942672,2.80252819,1.80003622,0.04457598,2.03375942
-5.31565783,9.25817694,1.00740465,4.01006204,0.02223560,0.55773507,2.88688934,1.85704938,0.04718762,2.10670760
-5.30965483,9.56955483,1.04918143,4.15585095,0.02251597,0.57774696,2.97448484,1.91594115,0.04989504,2.17875651
-5.30365183,9.88069374,1.08894553,4.30181944,0.02281121,0.59892997,3.06278515,1.97541486,0.05265831,2.24870538
-5.29764882,10.18601289,1.12617153,4.44576376,0.02311455,0.62076573,3.14940509,2.03423527,0.05543595,2.31545608
-5.29164582,10.48037665,1.16044484,4.58558979,0.02341964,0.64276545,3.23217775,2.09127081,0.05818602,2.37805482
-5.28564282,10.75926714,1.19148070,4.71938148,0.02372064,0.66448413,3.30921943,2.14553090,0.06086719,2.43572808
-5.27963982,11.01893222,1.21913775,4.84546363,0.02401229,0.68553300,3.37898299,2.19619694,0.06343992,2.48791091
-5.27363682,11.25650256,1.24342523,4.96245652,0.02428995,0.70558972,3.44029782,2.24264567,0.06586749,2.53426615
-5.26763382,11.47007298,1.26450313,5.06932008,0.02454969,0.72440606,3.49239488,2.28446412,0.06811708,2.57469372
-5.26163082,11.65874443,1.28267514,5.16538571,0.02478828,0.74181269,3.53491588,2.32145547,0.07016069,2.60932914
-5.25562781,11.82262472,1.29837456,5.25037423,0.02500319,0.75772101,3.56790640,2.35363577,0.07197595,2.63853144
-5.24962481,11.96278774,1.31214350,5.32439889,0.02519260,0.77212190,3.59179346,2.38122163,0.07354677,2.66286081
-5.24362181,12.08119271,1.32460635,5.38795305,0.02535532,0.78508136,3.60734845,2.40460957,0.07486381,2.68304689
-5.23761881,12.18056690,1.33643865,5.44188280,0.02549076,0.79673336,3.61563728,2.42434797,0.07592476,2.69994932
-5.23161581,12.26425675,1.34833275,5.48734531,0.02559887,0.80727000,3.61796002,2.44110288,0.07673436,2.71451221
-5.22561281,12.33605406,1.36096196,5.52575453,0.02568002,0.81692948,3.61578269,2.45561931,0.07730423,2.72771489
-5.21960980,12.40000469,1.37494490,5.55871637,0.02573492,0.82598237,3.61066430,2.46867979,0.07765247,2.74052117
-5.21360680,12.46020865,1.39081180,5.58795605,0.02576451,0.83471661,3.60418234,2.48106199,0.07780303,2.75382978
-5.20760380,12.52062042,1.40897454,5.61524075,0.02576984,0.84342203,3.59786003,2.49349743,0.07778489,2.76842836
-5.20160080,12.58485858,1.42970185,5.64230096,0.02575198,0.85237488,3.59309838,2.50663304,0.07763107,2.78495330
-5.19559780,12.65603356,1.45310095,5.67075411,0.02571190,0.86182311,3.59111585,2.52099741,0.07737750,2.80385749
-5.18959480,12.73660118,1.47910676,5.70203398,0.02565038,0.87197300,3.59289821,2.53697308,0.07706180,2.82538744
-5.18359180,12.82824859,1.50747897,5.73732907,0.02556791,0.88297768,3.59916022,2.55477613,0.07672195,2.84957107
-5.17758879,12.93181767,1.53780737,5.77753295,0.02546467,0.89492810,3.61032053,2.57444398,0.07639505,2.87621648
-5.17158579,13.04726896,1.56952509,5.82320875,0.02534047,0.90784667,3.62649041,2.59583168,0.07611599,2.90492177
-5.16558279,13.17368727,1.60192906,5.87456951,0.02519475,0.92168407,3.64747612,2.61861681,0.07591633,2.93509524
-5.15957979,13.30932798,1.63420673,5.93147507,0.02502656,0.93631906,3.67279435,2.64231271,0.07582322,2.96598471
-5.15357679,13.45170120,1.66546768,5.99344556,0.02483469,0.95156158,3.70169926,2.66628906,0.07585855,2.99671429
-5.14757379,13.59768887,1.69477851,6.05969047,0.02461763,0.96715866,3.73321947,2.68979891,0.07603821,3.02632662
-5.14157079,13.74368844,1.72119941,6.12915174,0.02437374,0.98280316,3.76620278,2.71201069,0.07637171,3.05382813
-5.13556778,13.88577574,1.74382060,6.20055822,0.02410131,0.99814466,3.79936621,2.73204360,0.07686190,3.07823505
-5.12956478,14.01987851,1.76179692,6.27248877,0.02379871,1.01280226,3.83134891,2.74900478,0.07750507,3.09861762
-5.12356178,14.14195225,1.77437915,6.34344046,0.02346445,1.02637850,3.86076551,2.76202645,0.07829115,3.11414050
-5.11755878,14.24814988,1.78094061,6.41189830,0.02309735,1.03847393,3.88625769,2.77030141,0.07920428,3.12409726
-5.11155578,14.33497764,1.78099814,6.47640319,0.02269663,1.04870177,3.90654187,2.77311540,0.08022349,3.12793764
-5.10555278,14.39943059,1.77422674,6.53561463,0.02226197,1.05670190,3.92045173,2.76987506,0.08132359,3.12528652
-5.09954977,14.43910268,1.76046758,6.58836542,0.02179363,1.06215384,3.92697417,2.76013046,0.08247619,3.11595413
-5.09354677,14.45226771,1.73972939,6.63370626,0.02129244,1.06478817,3.92527815,2.74359149,0.08365087,3.09993764
-5.08754377,14.43792971,1.71218373,6.67093851,0.02075988,1.06439604,3.91473616,2.72013786,0.08481631,3.07741461
-5.08154077,14.39584248,1.67815462,6.69963448,0.02019803,1.06083649,3.89493855,2.68982260,0.08594150,3.04872941
-5.07553777,14.32650010,1.63810370,6.71964524,0.01960959,1.05404147,3.86570110,2.65286937,0.08699692,3.01437387
-5.06953477,14.23110131,1.59261170,6.73109648,0.01899783,1.04401847,3.82706666,2.60966408,0.08795559,2.97496384
-5.06353177,14.11149175,1.54235765,6.73437387,0.01836653,1.03085080,3.77930171,2.56074166,0.08879401,2.93121320
-5.05752876,13.97008886,1.48809675,6.73009946,0.01771989,1.01469566,3.72288874,2.50676874,0.08949303,2.88390708
-5.05152576,13.80979437,1.43063810,6.71910120,0.01706253,0.99578019,3.65851536,2.44852329,0.09003842,2.83387570
-5.04552276,13.63389928,1.37082325,6.70237765,0.01639934,0.97439567,3.58706077,2.38687215,0.09042132,2.78197014
-5.03951976,13.44598582,1.30950626,6.68105979,0.01573547,0.95089023,3.50958028,2.32274739,0.09063847,2.72904094
-5.03351676,13.24983016,1.24753592,6.65637195,0.01507620,0.92566034,3.42728799,2.25712235,0.09069217,2.67592019
-5.02751376,13.04930882,1.18574044,6.62959312,0.01442692,0.89914120,3.34153801,2.19098802,0.09059015,2.62340725
-5.02151076,12.84831076,1.12491477,6.60201994,0.01379307,0.87179659,3.25380380,2.12533039,0.09034505,2.57225800
-5.01550775,12.65065627,1.06581040,6.57493196,0.01318005,0.84410813,3.16565572,2.06110924,0.08997393,2.52317733
-5.00950475,12.46002286,1.00912758,6.54955960,0.01259316,0.81656439,3.07873620,1.99923853,0.08949748,2.47681402
-5.00350175,12.27987794,0.95550945,6.52705471,0.01203757,0.78965000,2.99473246,1.94056874,0.08893913,2.43375749
-4.99749875,12.11341756,0.90553777,6.50846378,0.01151824,0.76383497,2.91534639,1.88587125,0.08832418,2.39453542
-4.99149575,11.96351034,0.85972976,6.49470330,0.01103984,0.73956442,2.84226166,1.83582468,0.08767871,2.35961159
-4.98549275,11.83264591,0.81853563,6.48653711,0.01060669,0.71724888,2.77710824,1.79100350,0.08702868,2.32938323
-4.97948974,11.72288752,0.78233650,6.48455566,0.01022264,0.69725546,2.72142468,1.75186862,0.08639888,2.30417750
-4.97348674,11.63582884,0.75144237,6.48915722,0.00989103,0.67989990,2.67661914,1.71876043,0.08581208,2.28424684
-4.96748374,11.57255577,0.72609006,6.50053126,0.00961454,0.66543991,2.64393002,1.69189395,0.08528824,2.26976324
-4.96148074,11.53361428,0.70644093,6.51864487,0.00939511,0.65406977,2.62438771,1.67135662,0.08484386,2.26081166
-4.95547774,11.51898615,0.69257873,6.54323268,0.00923388,0.64591659,2.61877885,1.65710853,0.08449142,2.25738322
-4.94947474,11.52807474,0.68450747,6.57379161,0.00913105,0.64103816,2.62761487,1.64898549,0.08423910,2.25936862
-4.94347174,11.55970269,0.68214980,6.60958125,0.00908584,0.63942270,2.65110640,1.64670488,0.08409059,2.26655274
-4.93746873,11.61212394,0.68534608,6.64963111,0.00909644,0.64099052,2.68914519,1.64987432,0.08404503,2.27861105
-4.93146573,11.68305162,0.69385457,6.69275530,0.00915999,0.64559759,2.74129493,1.65800324,0.08409725,2.29510870
-4.92546273,11.76970302,0.70735304,6.73757544,0.00927260,0.65304104,2.80679203,1.67051712,0.08423794,2.31550277
-4.91945973,11.86886188,0.72544208,6.78255180,0.00942940,0.66306645,2.88455701,1.68677411,0.08445418,2.33914832
-4.91345673,11.97695763,0.74765028,6.82602236,0.00962463,0.67537680,2.97321686,1.70608368,0.08472981,2.36530821
-4.90745373,12.09015970,0.77344155,6.86624901,0.00985175,0.68964273,3.07113789,1.72772682,0.08504612,2.39316698
-4.90145073,12.20448457,0.80222430,6.90146955,0.01010366,0.70551391,3.17646839,1.75097707,0.08538237,2.42184817
-4.89544772,12.31591204,0.83336270,6.92995363,0.01037282,0.72263108,3.28718978,1.77512171,0.08571644,2.45043487
-4.88944472,12.42050634,0.86618945,6.95006066,0.01065155,0.74063829,3.40117446,1.79948246,0.08602548,2.47799252
-4.88344172,12.51453754,0.90001994,6.96029708,0.01093219,0.75919501,3.51624817,1.82343477,0.08628646,2.50359318
-4.87743872,12.59459815,0.93416724,6.95937059,0.01120741,0.77798754,3.63025461,1.84642500,0.08647678,2.52634025
-4.87143572,12.65770991,0.96795739,6.94623878,0.01147036,0.79673942,3.74111960,1.86798497,0.08657470,2.54539247
-4.86543272,12.70141615,1.00074455,6.92014985,0.01171496,0.81522021,3.84691234,1.88774317,0.08655987,2.55998628
-4.85942971,12.72385562,1.03192528,6.88067338,0.01193602,0.83325256,3.94590112,1.90543220,0.08641366,2.56945554
-4.85342671,12.72381443,1.06095158,6.82771959,0.01212943,0.85071709,4.03660147,1.92089243,0.08611953,2.57324772
-4.84742371,12.70075389,1.08734204,6.76154598,0.01229219,0.86755493,4.11781460,1.93407146,0.08566326,2.57093608
-4.84142071,12.65481303,1.11069090,6.68275089,0.01242250,0.88376790,4.18865490,1.94501975,0.08503320,2.56222727
-4.83541771,12.58678574,1.13067448,6.59225411,0.01251972,0.89941613,4.24856524,1.95388257,0.08422041,2.54696430
-4.82941471,12.49807379,1.14705505,6.49126522,0.01258429,0.91461346,4.29731986,1.96088869,0.08321876,2.52512488
-4.82341171,12.39061772,1.15968193,6.38124104,0.01261763,0.92952055,4.33501489,1.96633636,0.08202506,2.49681543
-4.81740870,12.26680898,1.16848988,6.26383380,0.01262193,0.94433618,4.36204695,1.97057721,0.08063903,2.46226122
-4.81140570,12.12938714,1.17349507,6.14083238,0.01260000,0.95928689,4.37908127,1.97399876,0.07906329,2.42179331
-4.80540270,11.98132666,1.17478884,6.01409893,0.01255500,0.97461555,4.38701050,1.97700634,0.07730332,2.37583299
-4.79939970,11.82571829,1.17252962,5.88550366,0.01249026,0.99056919,4.38690649,1.98000499,0.07536734,2.32487459
-4.79339670,11.66564976,1.16693341,5.75686032,0.01240901,1.00738660,4.37996683,1.98338218,0.07326621,2.26946742
-4.78739370,11.50409101,1.15826332,5.62986516,0.01231421,1.02528625,4.36745884,1.98749200,0.07101315,2.21019766
-4.78139070,11.34378841,1.14681855,5.50604167,0.01220837,1.04445498,4.35066310,1.99264121,0.06862360,2.14767098
-4.77538769,11.18717200,1.13292330,5.38669329,0.01209341,1.06503797,4.33081912,1.99907786,0.06611491,2.08249639
-4.76938469,11.03627944,1.11691604,5.27286598,0.01197059,1.08713035,4.30907524,2.00698271,0.06350605,2.01527196
-4.76338169,10.89269913,1.09913939,5.16532179,0.01184047,1.11077098,4.28644492,2.01646372,0.06081725,1.94657271
-4.75737869,10.75753453,1.07993098,5.06452441,0.01170297,1.13593847,4.26377104,2.02755389,0.05806966,1.87694087
-4.75137569,10.63139036,1.05961552,4.97063704,0.01155738,1.16254991,4.24169958,2.04021224,0.05528503,1.80687865
-4.74537269,10.51438092,1.03849821,4.88353232,0.01140256,1.19046215,4.22066369,2.05432819,0.05248525,1.73684348
-4.73936968,10.40615924,1.01685958,4.80281367,0.01123701,1.21947583,4.20087858,2.06972874,0.04969207,1.66724556
-4.73336668,10.30596554,0.99495177,4.72784693,0.01105913,1.24934178,4.18234705,2.08618852,0.04692674,1.59844750
-4.72736368,10.21269217,0.97299631,4.65780063,0.01086735,1.27976977,4.16487538,2.10344199,0.04420968,1.53076578
-4.72136068,10.12496182,0.95118319,4.59169314,0.01066037,1.31043899,4.14809831,2.12119747,0.04156024,1.46447371
-4.71535768,10.04121521,0.92967124,4.52844449,0.01043733,1.34100987,4.13151175,2.13915231,0.03899645,1.39980546
-4.70935468,9.95980415,0.90858959,4.46693066,0.01019795,1.37113668,4.11451140,2.15700860,0.03653484,1.33696099
-4.70335168,9.87908560,0.88804004,4.40603795,0.00994269,1.40048006,4.09643501,2.17448865,0.03419033,1.27611135
-4.69734867,9.79751247,0.86810022,4.34471537,0.00967285,1.42871908,4.07660614,2.19134964,0.03197616,1.21740416
-4.69134567,9.71371727,0.84882719,4.28202282,0.00939059,1.45556198,4.05437678,2.20739665,0.02990382,1.16096901
-4.68534267,9.62658477,0.83026151,4.21717338,0.00909896,1.48075498,4.02916682,2.22249354,0.02798313,1.10692251
-4.67933967,9.53531094,0.81243128,4.14956823,0.00880187,1.50408877,4.00049799,2.23657107,0.02622222,1.05537278
-4.67333667,9.43944571,0.79535618,4.07882313,0.00850400,1.52540217,3.96802069,2.24963185,0.02462767,1.00642333
-4.66733367,9.33891818,0.77905118,4.00478578,0.00821070,1.54458286,3.93153225,2.26175188,0.02320461,0.96017614
-4.66133067,9.23404390,0.76352982,3.92754396,0.00792785,1.56156508,3.89098588,2.27307857,0.02195680,0.91673390
-4.65532766,9.12551441,0.74880678,3.84742455,0.00766169,1.57632454,3.84649011,2.28382530,0.02088680,0.87620134
-4.64932466,9.01437050,0.73489986,3.76498415,0.00741867,1.58887083,3.79829897,2.29426278,0.01999607,0.83868575
-4.64332166,8.90196113,0.72183095,3.68099218,0.00720525,1.59923801,3.74679395,2.30470767,0.01928507,0.80429649
