energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.29164582,1.11779484,0.00542780,0.06658875,0.29509182,0.21184389,0.00509387,0.57076685,0.54675072,0.11051537
-5.28564282,1.10249832,0.00519511,0.06574893,0.29465841,0.21108463,0.00483991,0.56163721,0.53981037,0.10843582
-5.27963982,1.09083166,0.00494437,0.06537737,0.29616519,0.21020731,0.00458291,0.55506887,0.53460792,0.10693996
-5.27363682,1.08317801,0.00468108,0.06549861,0.29967182,0.20924658,0.00432669,0.55128342,0.53127042,0.10608099
-5.26763382,1.07983977,0.00441084,0.06612745,0.30519363,0.20823241,0.00407511,0.55045249,0.52987987,0.10590582
-5.26163082,1.08103300,0.00413915,0.06726873,0.31270137,0.20718922,0.00383198,0.55269512,0.53047287,0.10645443
-5.25562781,1.08688333,0.00387133,0.06891715,0.32212177,0.20613526,0.00360093,0.55807599,0.53304126,0.10775925
-5.24962481,1.09742384,0.00361231,0.07105736,0.33333896,0.20508240,0.00338532,0.56660451,0.53753350,0.10984464
-5.24362181,1.11259458,0.00336661,0.07366401,0.34619660,0.20403613,0.00318815,0.57823480,0.54385693,0.11272637
-5.23761881,1.13224419,0.00313820,0.07670217,0.36050091,0.20299600,0.00301203,0.59286660,0.55188071,0.11641118
-5.23161581,1.15613338,0.00293048,0.08012774,0.37602440,0.20195631,0.00285911,0.61034720,0.56143960,0.12089650
-5.22561281,1.18394048,0.00274624,0.08388810,0.39251032,0.20090710,0.00273111,0.63047437,0.57233840,0.12617022
-5.21960980,1.21526895,0.00258763,0.08792296,0.40967777,0.19983534,0.00262926,0.65300039,0.58435708,0.13221061
-5.21360680,1.24965680,0.00245621,0.09216536,0.42722750,0.19872628,0.00255440,0.67763716,0.59725644,0.13898651
-5.20760380,1.28658770,0.00235297,0.09654286,0.44484809,0.19756489,0.00250694,0.70406229,0.61078430,0.14645760
-5.20160080,1.32550366,0.00227835,0.10097893,0.46222266,0.19633728,0.00248694,0.73192625,0.62468196,0.15457500
-5.19559780,1.36581894,0.00223236,0.10539449,0.47903583,0.19503203,0.00249415,0.76086023,0.63869088,0.16328202
-5.18959480,1.40693466,0.00221456,0.10970959,0.49498075,0.19364137,0.00252807,0.79048472,0.65255939,0.17251518
-5.18359180,1.44825397,0.00222421,0.11384519,0.50976615,0.19216209,0.00258798,0.82041849,0.66604905,0.18220543
-5.17758879,1.48919689,0.00226029,0.11772500,0.52312317,0.19059620,0.00267303,0.85028757,0.67894072,0.19227944
-5.17158579,1.52921456,0.00232153,0.12127733,0.53481165,0.18895121,0.00278220,0.87973412,0.69103983,0.20266112
-5.16558279,1.56780220,0.00240654,0.12443685,0.54462587,0.18724002,0.00291441,0.90842465,0.70218081,0.21327307
-5.15957979,1.60451021,0.00251375,0.12714626,0.55239936,0.18548056,0.00306847,0.93605727,0.71223037,0.22403809
-5.15357679,1.63895297,0.00264154,0.12935773,0.55800868,0.18369491,0.00324312,0.96236771,0.72108952,0.23488050
-5.14757379,1.67081490,0.00278815,0.13103410,0.56137597,0.18190822,0.00343700,0.98713368,0.72869414,0.24572738
-5.14157079,1.69985339,0.00295175,0.13214979,0.56247017,0.18014728,0.00364862,1.01017745,0.73501405,0.25650950
-5.13556778,1.72589868,0.00313043,0.13269124,0.56130670,0.17843899,0.00387636,1.03136643,0.74005065,0.26716202
-5.12956478,1.74885038,0.00332213,0.13265712,0.55794584,0.17680860,0.00411839,1.05061179,0.74383310,0.27762490
-5.12356178,1.76867113,0.00352467,0.13205797,0.55248947,0.17527803,0.00437266,1.06786515,0.74641327,0.28784297
-5.11755878,1.78537770,0.00373573,0.13091556,0.54507667,0.17386421,0.00463683,1.08311355,0.74785974,0.29776580
-5.11155578,1.79902996,0.00395279,0.12926178,0.53587799,0.17257760,0.00490827,1.09637308,0.74825108,0.30734730
-5.10555278,1.80971871,0.00417312,0.12713727,0.52508892,0.17142106,0.00518402,1.10768153,0.74766885,0.31654522
-5.09954977,1.81755289,0.00439383,0.12458972,0.51292259,0.17038890,0.00546076,1.11709063,0.74619070,0.32532061
-5.09354677,1.82264730,0.00461184,0.12167207,0.49960220,0.16946658,0.00573487,1.12465839,0.74388399,0.33363725
-5.08754377,1.82511152,0.00482388,0.11844050,0.48535344,0.16863069,0.00600242,1.13044209,0.74080043,0.34146138
-5.08154077,1.82504096,0.00502659,0.11495250,0.47039721,0.16784951,0.00625926,1.13449253,0.73697187,0.34876155
-5.07553777,1.82251058,0.00521657,0.11126497,0.45494306,0.16708405,0.00650107,1.13684977,0.73240791,0.35550886
-5.06953477,1.81757193,0.00539041,0.10743256,0.43918358,0.16628955,0.00672346,1.13754106,0.72709510,0.36167754
-5.06353177,1.81025364,0.00554486,0.10350617,0.42328992,0.16541735,0.00692211,1.13658073,0.72099826,0.36724593
-5.05752876,1.80056542,0.00567688,0.09953177,0.40740874,0.16441716,0.00709291,1.13397245,0.71406356,0.37219777
-5.05152576,1.78850542,0.00578378,0.09554966,0.39166057,0.16323946,0.00723206,1.12971348,0.70622337,0.37652383
-5.04552276,1.77407027,0.00586335,0.09159395,0.37613964,0.16183806,0.00733628,1.12380081,0.69740267,0.38022373
-5.03951976,1.75726727,0.00591394,0.08769248,0.36091508,0.16017262,0.00740288,1.11623855,0.68752650,0.38330779
-5.03351676,1.73812783,0.00593464,0.08386703,0.34603336,0.15821107,0.00742997,1.10704628,0.67652822,0.38579879
-5.02751376,1.71672107,0.00592534,0.08013386,0.33152179,0.15593165,0.00741653,1.09626748,0.66435787,0.38773355
-5.02151076,1.69316667,0.00588681,0.07650445,0.31739272,0.15332475,0.00736250,1.08397766,0.65099039,0.38916403
-5.01550775,1.66764605,0.00582081,0.07298639,0.30364830,0.15039409,0.00726888,1.07029132,0.63643291,0.39015790
-5.00950475,1.64041082,0.00573012,0.06958439,0.29028536,0.14715758,0.00713774,1.05536727,0.62073102,0.39079850
-5.00350175,1.61178801,0.00561855,0.06630131,0.27730021,0.14364744,0.00697224,1.03941199,0.60397334,0.39118392
-4.99749875,1.58218138,0.00549097,0.06313912,0.26469303,0.13990991,0.00677660,1.02268034,0.58629430,0.39142544
-4.99149575,1.55206879,0.00535327,0.06009979,0.25247166,0.13600435,0.00655603,1.00547386,0.56787499,0.39164507
-4.98549275,1.52199542,0.00521232,0.05718597,0.24065458,0.13200184,0.00631667,0.98813635,0.54894184,0.39197243
-4.97948974,1.49256322,0.00507590,0.05440156,0.22927299,0.12798348,0.00606545,0.97104695,0.52976347,0.39254098
-4.97348674,1.46441703,0.00495259,0.05175201,0.21837185,0.12403819,0.00580995,0.95461114,0.51064566,0.39348380
-4.96748374,1.43822802,0.00485169,0.04924445,0.20800993,0.12026049,0.00555829,0.93924994,0.49192478,0.39492908
-4.96148074,1.41467524,0.00478304,0.04688761,0.19825895,0.11674803,0.00531893,0.92538785,0.47396001,0.39699544
-4.95547774,1.39442612,0.00475692,0.04469156,0.18920177,0.11359908,0.00510050,0.91344017,0.45712460,0.39978745
-4.94947474,1.37811683,0.00478384,0.04266731,0.18092989,0.11091025,0.00491164,0.90380021,0.44179672,0.40339143
-4.94347174,1.36633332,0.00487433,0.04082631,0.17354028,0.10877411,0.00476082,0.89682700,0.42835005,0.40787172
-4.93746873,1.35959376,0.00503880,0.03917984,0.16713190,0.10727725,0.00465615,0.89283402,0.41714457,0.41326767
-4.93146573,1.35833309,0.00528720,0.03773839,0.16180180,0.10649836,0.00460520,0.89207932,0.40851777,0.41959142
-4.92546273,1.36289004,0.00562886,0.03651109,0.15764125,0.10650672,0.00461486,0.89475748,0.40277653,0.42682656
-4.91945973,1.37349707,0.00607218,0.03550510,0.15473186,0.10736083,0.00469113,0.90099356,0.40018979,0.43492775
-4.91345673,1.39027330,0.00662431,0.03472509,0.15314194,0.10910734,0.00483898,0.91083918,0.40098221,0.44382133
-4.90745373,1.41322049,0.00729094,0.03417289,0.15292317,0.11178016,0.00506217,0.92427077,0.40532873,0.45340677
-4.90145073,1.44222194,0.00807590,0.03384712,0.15410772,0.11539976,0.00536315,0.94118989,0.41335019,0.46355914
-4.89544772,1.47704414,0.00898094,0.03374303,0.15670587,0.11997264,0.00574288,0.96142548,0.42510989,0.47413212
-4.88944472,1.51734077,0.01000541,0.03385244,0.16070424,0.12549090,0.00620072,0.98473780,0.44061113,0.48496180
-4.88344172,1.56265897,0.01114607,0.03416373,0.16606470,0.13193194,0.00673436,1.01082383,0.45979555,0.49587089
-4.87743872,1.61244729,0.01239682,0.03466209,0.17272386,0.13925824,0.00733970,1.03932390,0.48254249,0.50667323
-4.87143572,1.66606507,0.01374860,0.03532969,0.18059336,0.14741724,0.00801088,1.06982909,0.50866904,0.51717843
-4.86543272,1.72279314,0.01518934,0.03614609,0.18956079,0.15634138,0.00874026,1.10188941,0.53793106,0.52719657
-4.85942971,1.78184524,0.01670395,0.03708866,0.19949127,0.16594824,0.00951844,1.13502219,0.57002501,0.53654262
-4.85342671,1.84238027,0.01827446,0.03813306,0.21022974,0.17614086,0.01033444,1.16872083,0.60459062,0.54504058
-4.84742371,1.90351490,0.01988026,0.03925378,0.22160374,0.18680829,0.01117579,1.20246328,0.64121460,0.55252723
-4.84142071,1.96433669,0.02149842,0.04042466,0.23342680,0.19782643,0.01202882,1.23572055,0.67943527,0.55885528
-4.83541771,2.02391728,0.02310416,0.04161953,0.24550214,0.20905911,0.01287885,1.26796480,0.71874820,0.56389590
-4.82941471,2.08132587,0.02467137,0.04281268,0.25762678,0.22035960,0.01371060,1.29867703,0.75861290,0.56754070
-4.82341171,2.13564261,0.02617325,0.04397941,0.26959581,0.23157236,0.01450850,1.32735441,0.79846052,0.56970288
-4.81740870,2.18597204,0.02758299,0.04509652,0.28120666,0.24253529,0.01525710,1.35351704,0.83770257,0.57031792
-4.81140570,2.23145630,0.02887452,0.04614269,0.29226338,0.25308225,0.01594151,1.37671421,0.87574047,0.56934345
-4.80540270,2.27128815,0.03002326,0.04709884,0.30258070,0.26304598,0.01654777,1.39653021,0.91197590,0.56675877
-4.79939970,2.30472348,0.03100684,0.04794836,0.31198764,0.27226122,0.01706331,1.41258955,0.94582176,0.56256374
-4.79339670,2.33109341,0.03180576,0.04867727,0.32033084,0.28056820,0.01747727,1.42456175,0.97671343,0.55677739
-4.78739370,2.34981554,0.03240402,0.04927435,0.32747724,0.28781610,0.01778088,1.43216560,1.00412018,0.54943629
-4.78139070,2.36040440,0.03278963,0.04973103,0.33331616,0.29386666,0.01796771,1.43517303,1.02755643,0.54059269
-4.77538769,2.36248081,0.03295492,0.05004139,0.33776079,0.29859765,0.01803386,1.43341240,1.04659248,0.53031273
-4.76938469,2.35577999,0.03289686,0.05020196,0.34074897,0.30190620,0.01797807,1.42677145,1.06086447,0.51867459
-4.76338169,2.34015818,0.03261703,0.05021153,0.34224344,0.30371173,0.01780179,1.41519973,1.07008330,0.50576693
-4.75737869,2.31559783,0.03212162,0.05007093,0.34223140,0.30395857,0.01750911,1.39871053,1.07404206,0.49168741
-4.75137569,2.28221085,0.03142116,0.04978281,0.34072366,0.30261788,0.01710661,1.37738233,1.07262198,0.47654159
-4.74537269,2.24024021,0.03053015,0.04935137,0.33775339,0.29968913,0.01660317,1.35135967,1.06579642,0.46044200
-4.73936968,2.19005948,0.02946658,0.04878223,0.33337452,0.29520075,0.01600970,1.32085348,1.05363302,0.44350756
-4.73336668,2.13217047,0.02825133,0.04808227,0.32765997,0.28921010,0.01533884,1.28614066,1.03629367,0.42586325
-4.72736368,2.06719893,0.02690753,0.04725953,0.32069981,0.28180277,0.01460457,1.24756307,1.01403252,0.40763993
-4.72136068,1.99588831,0.02545987,0.04632322,0.31259936,0.27309106,0.01382188,1.20552572,0.98719196,0.38897438
-4.71535768,1.91909178,0.02393388,0.04528375,0.30347741,0.26321188,0.01300640,1.16049421,0.95619668,0.37000940
-4.70935468,1.83776258,0.02235528,0.04415285,0.29346448,0.25232403,0.01217404,1.11299138,0.92154617,0.35089394
-4.70335168,1.75294301,0.02074932,0.04294369,0.28270135,0.24060505,0.01134068,1.06359319,0.88380567,0.33178316
-4.69734867,1.66575213,0.01914027,0.04167110,0.27133758,0.22824764,0.01052189,1.01292373,0.84359613,0.31283839
-4.69134567,1.57737263,0.01755090,0.04035171,0.25953032,0.21545593,0.00973270,0.96164966,0.80158327,0.29422696
-4.68534267,1.48903689,0.01600213,0.03900416,0.24744314,0.20244166,0.00898742,0.91047378,0.75846625,0.27612175
-4.67933967,1.40201278,0.01451280,0.03764918,0.23524495,0.18942034,0.00829953,0.86012805,0.71496615,0.25870060
-4.67333667,1.31758908,0.01309946,0.03630971,0.22310896,0.17660770,0.00768159,0.81136603,0.67181466,0.24214537
-4.66733367,1.23706105,0.01177637,0.03501086,0.21121158,0.16421627,0.00714523,0.76495479,0.62974318,0.22664077
-4.66133067,1.16171600,0.01055552,0.03377978,0.19973122,0.15245246,0.00670114,0.72166631,0.58947253,0.21237297
-4.65532766,1.09281911,0.00944675,0.03264544,0.18884699,0.14151392,0.00635914,0.68226850,0.55170346,0.19952783
-4.64932466,1.03159937,0.00845796,0.03163833,0.17873719,0.13158739,0.00612819,0.64751577,0.51710795,0.18828901
-4.64332166,0.97923572,0.00759535,0.03078992,0.16957756,0.12284694,0.00601653,0.61813918,0.48632145,0.17883564
