energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.84392196,6.26357180,-6.24274955,0.50601682,-0.50212135,0.29624656,-0.29441026,0.05670133,-0.05582971,1.05030465,-1.06197322,1.07352096,-1.08717662,0.78276156,-0.77269513,0.09118881,-0.08970380,2.05832285,-2.03521735
-5.83791896,6.12325363,-6.10166583,0.50155625,-0.49708960,0.29065401,-0.28876816,0.05554055,-0.05476427,1.01429291,-1.02641358,1.03512388,-1.04915358,0.76580284,-0.75592889,0.09072349,-0.08919940,2.02819987,-2.00419195
-5.83191596,5.98678718,-5.96595239,0.49732575,-0.49252134,0.28536636,-0.28350497,0.05434152,-0.05369389,0.97896516,-0.99160676,0.99701089,-1.01129393,0.74888635,-0.73949769,0.09032038,-0.08878279,1.99935878,-1.97512891
-5.82591296,5.85441364,-5.83605354,0.49323457,-0.48834159,0.28038454,-0.27862981,0.05310709,-0.05262016,0.94452033,-0.95778324,0.95956954,-0.97402602,0.73203706,-0.72344655,0.08997906,-0.08845644,1.97169575,-1.94799381
-5.81990995,5.72606162,-5.71204305,0.48917939,-0.48445521,0.27569435,-0.27413445,0.05183927,-0.05154290,0.91109544,-0.92510488,0.92311641,-0.93770734,0.71524794,-0.70777798,0.08969355,-0.08821682,1.94501375,-1.92263756
-5.81390695,5.60136967,-5.59363585,0.48504986,-0.48075156,0.27126834,-0.26999453,0.05053926,-0.05046013,0.87876682,-0.89366452,0.88789294,-0.90261804,0.69848283,-0.69245377,0.08945236,-0.08805422,1.91903284,-1.89880303
-5.80790395,5.47972671,-5.48022057,0.48073550,-0.47711093,0.26706849,-0.26617181,0.04920756,-0.04936827,0.84755446,-0.86348903,0.85406522,-0.86895835,0.68168117,-0.67739916,0.08923893,-0.08795305,1.89340654,-1.87613855
-5.80190095,5.36032859,-5.37091153,0.47613373,-0.47341233,0.26304994,-0.26261753,0.04784419,-0.04826242,0.81742919,-0.83454573,0.82172746,-0.83685024,0.66476433,-0.66250923,0.08903241,-0.08789239,1.86774335,-1.85421790
-5.79589795,5.24224773,-5.26461780,0.47115857,-0.46954250,0.25916533,-0.25927652,0.04644892,-0.04713679,0.78832223,-0.80675171,0.79090903,-0.80634287,0.64764334,-0.64765713,0.08880878,-0.08784703,1.84163274,-1.83256594
-5.78989495,5.12451254,-5.16012570,0.46574967,-0.46540552,0.25536968,-0.25609215,0.04502170,-0.04598522,0.76013656,-0.77998551,0.76158446,-0.77742147,0.63022730,-0.63270369,0.08854229,-0.08778880,1.81467408,-1.81068870
-5.78389195,5.00619204,-5.05619049,0.45988118,-0.46093271,0.25162557,-0.25301156,0.04356303,-0.04480179,0.73275945,-0.75410046,0.73368575,-0.75001916,0.61243237,-0.61750791,0.08820698,-0.08768815,1.78650733,-1.78810636
-5.77788894,4.88648149,-4.95163236,0.45356993,-0.45609217,0.24790822,-0.24999125,0.04207432,-0.04358138,0.70607542,-0.72893905,0.70711628,-0.72403081,0.59419041,-0.60193775,0.08777847,-0.08751586,1.75684362,-1.76438760
-5.77188594,4.76478410,-4.84543164,0.44688258,-0.45089752,0.24421046,-0.24700250,0.04055831,-0.04232027,0.67997892,-0.70434734,0.68176548,-0.69932825,0.57545714,-0.58588052,0.08723569,-0.08724497,1.72549433,-1.73918336
-5.76588294,4.64078451,-4.73681790,0.43994114,-0.44541531,0.24054704,-0.24403636,0.03901940,-0.04101675,0.65438606,-0.68018876,0.65752347,-0.67577590,0.55621911,-0.56925249,0.08656250,-0.08685256,1.69239696,-1.71225827
-5.75987994,4.51450997,-4.62534837,0.43292668,-0.43977063,0.23695821,-0.24110806,0.03746387,-0.03967146,0.62924475,-0.65635650,0.63429477,-0.65324591,0.53649923,-0.55200700,0.08574929,-0.08632148,1.65763628,-1.68351799
-5.75387694,4.38637570,-4.51097118,0.42608078,-0.43415058,0.23351226,-0.23826044,0.03590006,-0.03828783,0.60454268,-0.63278394,0.61201046,-0.63163212,0.51636042,-0.53414069,0.08479415,-0.08564183,1.62145964,-1.65303096
-5.74787394,4.25721197,-4.39407004,0.41970458,-0.42880524,0.23030695,-0.23556630,0.03433839,-0.03687222,0.58031284,-0.60945246,0.59063811,-0.61086190,0.49590734,-0.51569761,0.08370385,-0.08481222,1.58428535,-1.62104327
-5.74187094,4.12827092,-4.27548785,0.41415537,-0.42404604,0.22746953,-0.23312932,0.03279133,-0.03543395,0.55663626,-0.58639640,0.57018901,-0.59090552,0.47528586,-0.49677088,0.08249437,-0.08384057,1.54670359,-1.58798564
-5.73586793,4.00121269,-4.15652765,0.40984059,-0.42024138,0.22515539,-0.23108366,0.03127313,-0.03398524,0.53364185,-0.56370482,0.55072236,-0.57178237,0.45468059,-0.47750187,0.08119102,-0.08274452,1.50946934,-1.55447203
-5.72986493,3.87807076,-4.03893073,0.40720948,-0.41780954,0.22354527,-0.22959195,0.02979956,-0.03254086,0.51150346,-0.54152022,0.53234624,-0.55356400,0.43431027,-0.45807698,0.07982808,-0.08155138,1.47348755,-1.52128956
-5.72386193,3.76119801,-3.92483249,0.40674247,-0.41720906,0.22284107,-0.22884187,0.02838745,-0.03111777,0.49043422,-0.52003416,0.51521545,-0.53637365,0.41442143,-0.43872218,0.07844806,-0.08029766,1.43979089,-1.48938011
-5.71785893,3.65319533,-3.81669780,0.40893856,-0.41892684,0.22326030,-0.22904116,0.02705421,-0.02973454,0.47067862,-0.49948007,0.49952625,-0.52038253,0.39528062,-0.41969549,0.07710046,-0.07902804,1.40951067,-1.45981403
-5.71185593,3.55682568,-3.71723873,0.41430114,-0.42346418,0.22502939,-0.23041143,0.02581722,-0.02841069,0.45250257,-0.48012385,0.48550843,-0.50580310,0.37716539,-0.40127802,0.07584023,-0.07779398,1.38384213,-1.43375701
-5.70585293,3.47491702,-3.62931785,0.42332261,-0.43132139,0.22837597,-0.23318074,0.02469323,-0.02716602,0.43618205,-0.46225239,0.47341503,-0.49287956,0.36035467,-0.38376368,0.07472581,-0.07665201,1.36400518,-1.41243130
-5.69984992,3.41025792,-3.55584121,0.43646825,-0.44298126,0.23352048,-0.23757532,0.02369771,-0.02601977,0.42199085,-0.44616098,0.46351032,-0.48187628,0.34511875,-0.36744831,0.07381703,-0.07566157,1.35120206,-1.39707267
-5.69384692,3.36548997,-3.49964545,0.45415983,-0.45889197,0.24066718,-0.24381056,0.02284422,-0.02498996,0.41018797,-0.43213989,0.45605665,-0.47306464,0.33170941,-0.35261854,0.07317277,-0.07488283,1.34657354,-1.38888495
-5.68784392,3.34300128,-3.46338347,0.47675955,-0.47945006,0.24999513,-0.25208184,0.02214384,-0.02409254,0.40100521,-0.42046090,0.45130064,-0.46670902,0.32035056,-0.33954096,0.07284864,-0.07437423,1.35115517,-1.38899360
-5.68184092,3.34482513,-3.44941339,0.50455480,-0.50498403,0.26164927,-0.26255520,0.02160464,-0.02334082,0.39463552,-0.41136438,0.44945965,-0.46305244,0.31122975,-0.32845195,0.07289463,-0.07419008,1.36583540,-1.39840043
-5.67583792,3.37254788,-3.45969512,0.53774431,-0.53573909,0.27573206,-0.27535847,0.02123125,-0.02274480,0.39122265,-0.40504741,0.45070882,-0.46230282,0.30449093,-0.31954867,0.07335292,-0.07437827,1.39131696,-1.41794088
-5.66983492,3.42722972,-3.49569867,0.57642616,-0.57186361,0.29229599,-0.29057315,0.02102450,-0.02231078,0.39085246,-0.40165343,0.45516956,-0.46462022,0.30022867,-0.31298148,0.07425598,-0.07497810,1.42808318,-1.44824579
-5.66383192,3.50934140,-3.55832783,0.62058819,-0.61339801,0.31133730,-0.30822736,0.02098129,-0.02204092,0.39354626,-0.40126392,0.46289985,-0.47010578,0.29848402,-0.30884804,0.07562490,-0.07601844,1.47637052,-1.48970906
-5.65782891,3.61871970,-3.64786221,0.67010126,-0.66026629,0.33279125,-0.32829014,0.02109446,-0.02193311,0.39925653,-0.40389239,0.47388687,-0.47879283,0.29924226,-0.30718941,0.07746817,-0.07751623,1.53614842,-1.54246249
-5.65182591,3.75454353,-3.76392009,0.72471568,-0.71227080,0.35652919,-0.35066758,0.02135285,-0.02198090,0.40786513,-0.40948089,0.48804221,-0.49064061,0.30243254,-0.30798805,0.07978093,-0.07947545,1.60710761,-1.60635896
-5.64582291,3.91533196,-3.90544376,0.78406113,-0.76909064,0.38235763,-0.37520083,0.02174155,-0.02217361,0.41918411,-0.41789914,0.50520004,-0.50553080,0.30792935,-0.31116796,0.08254467,-0.08188648,1.68865723,-1.68096470
-5.63981991,4.09896484,-4.07070797,0.84765029,-0.83028370,0.41001960,-0.40166633,0.02224223,-0.02249657,0.43295912,-0.42894644,0.52511823,-0.52326710,0.31555589,-0.31659681,0.08572745,-0.08472608,1.77993140,-1.76556114
-5.63381691,4.30272556,-4.25735193,0.91488621,-0.89529273,0.43919816,-0.42977826,0.02283355,-0.02293152,0.44887528,-0.44235613,0.54748250,-0.54357796,0.32508915,-0.32408999,0.08928470,-0.08795784,1.87980509,-1.85915659
-5.62781391,4.52336500,-4.46243364,0.98507337,-0.96345520,0.46952226,-0.45919329,0.02349179,-0.02345713,0.46656540,-0.45780251,0.57191345,-0.56612220,0.33626647,-0.33341640,0.09316044,-0.09153316,1.98691906,-1.96050738
-5.62181091,4.75718483,-4.68250523,1.05743226,-1.03401695,0.50057473,-0.48951760,0.02419150,-0.02404964,0.48562014,-0.47491001,0.59797619,-0.59049756,0.34879345,-0.34430574,0.09728906,-0.09539268,2.09971321,-2.06814812
-5.61580790,5.00013739,-4.91370681,1.13111706,-1.10614925,0.53190224,-0.52031595,0.02490618,-0.02468352,0.50559988,-0.49326415,0.62519236,-0.61625166,0.36235284,-0.35645713,0.10159736,-0.09946824,2.21646736,-2.18043006
-5.60980490,5.24793906,-5.15187574,1.20523600,-1.17896877,0.56302691,-0.55112259,0.02560909,-0.02533228,0.52604775,-0.51242399,0.65305392,-0.64289514,0.37661417,-0.36954855,0.10600709,-0.10368513,2.33534805,-2.29556642
-5.60380190,5.49619303,-5.39266742,1.27887366,-1.25155995,0.59345923,-0.58145366,0.02627399,-0.02596922,0.54650347,-0.53193567,0.68103836,-0.66991632,0.39124372,-0.38324695,0.11043757,-0.10796464,2.45445999,-2.41168302
-5.59779890,5.74051709,-5.63168366,1.35111459,-1.32299894,0.62271177,-0.61082061,0.02687592,-0.02656828,0.56651748,-0.55134633,0.70862460,-0.69679697,0.40591458,-0.39721865,0.11480855,-0.11222686,2.57190007,-2.52687267
-5.59179590,5.97667194,-5.86460355,1.42106727,-1.39237831,0.65031325,-0.63874424,0.02739192,-0.02710474,0.58566465,-0.57021819,0.73530914,-0.72302846,0.42031627,-0.41113951,0.11904302,-0.11639349,2.68581220,-2.63925111
-5.58579290,6.20068492,-6.08731235,1.48788752,-1.45883155,0.67582231,-0.66476876,0.02780164,-0.02755600,0.60355741,-0.58814209,0.76062157,-0.74812768,0.43416381,-0.42470469,0.12306998,-0.12039066,2.79444061,-2.74701250
-5.57978989,6.40896464,-6.29602323,1.55080052,-1.52155650,0.69884054,-0.68847529,0.02808791,-0.02790215,0.61985744,-0.60474997,0.78413911,-0.77165222,0.44720565,-0.43763758,0.12682695,-0.12415162,2.89617986,-2.84848235
-5.57378689,6.59840175,-6.48738737,1.60912039,-1.57983659,0.71902414,-0.70949436,0.02823718,-0.02812655,0.63428573,-0.61972599,0.80549934,-0.79321397,0.45923043,-0.44969760,0.13026220,-0.12761915,2.98961917,-2.94216577
-5.56778389,6.76645216,-6.65858791,1.66226655,-1.63305916,0.73609378,-0.72751675,0.02823983,-0.02821623,0.64663053,-0.63281576,0.82441077,-0.81249083,0.47007218,-0.46068656,0.13333657,-0.13074762,3.07357967,-3.02678901
-5.56178089,6.91119905,-6.80741420,1.70977622,-1.68072987,0.74984215,-0.74230234,0.02809032,-0.02816214,0.65675288,-0.64383333,0.84066069,-0.82923588,0.47961371,-0.47045343,0.13602478,-0.13350462,3.14714263,-3.10133269
-5.55577789,7.03139134,-6.93231327,1.75131236,-1.72248280,0.76013901,-0.75368645,0.02778724,-0.02795935,0.66458952,-0.65266578,0.85412008,-0.84328371,0.48778837,-0.47889727,0.13831616,-0.13587205,3.20966782,-3.16505527
-5.54977489,7.12645717,-7.03241647,1.78666680,-1.75808545,0.76693337,-0.76158358,0.02733319,-0.02760702,0.67015315,-0.65927512,0.86474532,-0.85455369,0.49457969,-0.48596836,0.14021485,-0.13784662,3.26080099,-3.21750581
-5.54377189,7.19649182,-7.10754044,1.81575841,-1.78743872,0.77025286,-0.76598815,0.02673456,-0.02710827,0.67352988,-0.66369763,0.87257662,-0.86304994,0.50001943,-0.49166736,0.14173928,-0.13943979,3.30047043,-3.25852550
-5.53776888,7.24222086,-7.15816229,1.83862637,-1.81057166,0.77020026,-0.76697250,0.02600116,-0.02646993,0.67487425,-0.66604045,0.87773336,-0.86885815,0.50418369,-0.49604269,0.14292118,-0.14067707,3.32887267,-3.28823784
-5.53176588,7.26494038,-7.18537054,1.85541909,-1.82763140,0.76694734,-0.76468205,0.02514579,-0.02570218,0.67440170,-0.66647578,0.88040641,-0.87213931,0.50718757,-0.49918614,0.14380388,-0.14159664,3.34644811,-3.30702823
-5.52576288,7.26643708,-7.19079387,1.86637913,-1.83886868,0.76072642,-0.75932787,0.02418368,-0.02481805,0.67237913,-0.66523286,0.88084795,-0.87312071,0.50917850,-0.50122709,0.14444021,-0.14224761,3.35384787,-3.31551363
-5.51975988,7.24889203,-7.17651117,1.87182508,-1.84461976,0.75181999,-0.75117719,0.02313194,-0.02383293,0.66911377,-0.66258804,0.87935918,-0.87208455,0.51032852,-0.50232535,0.14488988,-0.14268757,3.35189342,-3.31450409
-5.51375688,7.21477260,-7.14494706,1.87213145,-1.84528568,0.74054880,-0.74054205,0.02200893,-0.02276395,0.66494083,-0.65885344,0.87627650,-0.86935484,0.51082584,-0.50266316,0.14521664,-0.14297993,3.34153098,-3.30495776
-5.50775388,7.16671751,-7.09875756,1.86770740,-1.84130988,0.72725920,-0.72776681,0.02083365,-0.02162940,0.66021051,-0.65436456,0.87195683,-0.86528303,0.51086618,-0.50243660,0.14548517,-0.14319087,3.32378304,-3.28793166
-5.50175088,7.10742039,-7.04071132,1.85897573,-1.83315545,0.71231003,-0.71321497,0.01962516,-0.02044809,0.65527483,-0.64946741,0.86676277,-0.86023307,0.51064399,-0.50184667,0.14575790,-0.14338623,3.29969913,-3.26453063
-5.49574787,7.03951694,-6.97357147,1.84635308,-1.82128309,0.69605987,-0.69725593,0.01840198,-0.01923877,0.65047483,-0.64450571,0.86104823,-0.85456674,0.51034414,-0.50109062,0.14609196,-0.14362825,3.27030849,-3.23585672
-5.48974487,6.96548083,-6.89998373,1.83023239,-1.80613100,0.67885498,-0.68025229,0.01718165,-0.01801961,0.64612864,-0.63980850,0.85514522,-0.84862966,0.51013430,-0.50035368,0.14653628,-0.14397260,3.23657661,-3.20296163
-5.48374187,6.88753282,-6.82237517,1.81096861,-1.78809771,0.66101867,-0.66254809,0.01598026,-0.01680769,0.64252083,-0.63567883,0.84935239,-0.84273882,0.51015838,-0.49980167,0.14712904,-0.14446549,3.19936790,-3.16680417
-5.47773887,6.80756669,-6.74286840,1.78886825,-1.76752866,0.64284223,-0.64445864,0.01481213,-0.01561858,0.63989350,-0.63238380,0.84392575,-0.83717203,0.51053111,-0.49957457,0.14789564,-0.14514134,3.15941593,-3.12821489
-5.47173587,6.72709505,-6.66321410,1.76418331,-1.74470724,0.62457793,-0.62626209,0.01368954,-0.01446603,0.63843930,-0.63014633,0.83907206,-0.83215981,0.51133416,-0.49978154,0.14884712,-0.14602081,3.11730258,-3.08786924
-5.46573287,6.64721656,-6.58474477,1.73710972,-1.71985052,0.60643420,-0.60819325,0.01262256,-0.01336174,0.63829669,-0.62913902,0.83494495,-0.82788000,0.51261379,-0.50049731,0.14997934,-0.14710952,3.07344685,-3.04627039
-5.45972986,6.56860550,-6.50835089,1.70779020,-1.69310991,0.58857313,-0.59043961,0.01161900,-0.01231518,0.63954750,-0.62948010,0.83164398,-0.82445522,0.51437998,-0.50176019,0.15127275,-0.14839733,3.02810351,-3.00374222
-5.45372686,6.49152304,-6.43447972,1.67632126,-1.66457640,0.57111012,-0.57313971,0.01068439,-0.01133354,0.64221677,-0.63123173,0.82921654,-0.82195331,0.51660730,-0.50357159,0.15269288,-0.14985850,2.98137123,-2.96043255
-5.44772386,6.41584884,-6.36315598,1.64276364,-1.63428999,0.55411577,-0.55638377,0.00982208,-0.01042177,0.64627488,-0.63440050,0.82766231,-0.82039043,0.51923704,-0.50589720,0.15419161,-0.15145233,2.93320947,-2.91632592
-5.44172086,6.34113041,-6.29402251,1.60715542,-1.60225255,0.53761959,-0.54021642,0.00903336,-0.00958265,0.65164167,-0.63894012,0.82693998,-0.81973677,0.52218087,-0.50866955,0.15570898,-0.15312470,2.88346279,-2.87126513
-5.43571786,6.26664711,-6.22639802,1.56952693,-1.56844317,0.52161536,-0.52464126,0.00831770,-0.00881696,0.65819232,-0.64475603,0.82697579,-0.81992431,0.52532541,-0.51179180,0.15717561,-0.15481010,2.83189103,-2.82497985
-5.42971486,6.19148474,-6.15934843,1.52991619,-1.53283510,0.50606761,-0.50962693,0.00767296,-0.00812371,0.66576474,-0.65171171,0.82767333,-0.82085622,0.52853779,-0.51514273,0.15851559,-0.15643425,2.77820345,-2.77712069
-5.42371186,6.11461662,-6.09176773,1.48838411,-1.49541289,0.49091909,-0.49511428,0.00709567,-0.00750037,0.67416802,-0.65963635,0.82892390,-0.82241734,0.53167175,-0.51858239,0.15964973,-0.15791719,2.72209472,-2.72729663
-5.41770885,6.03498663,-6.02246386,1.44502823,-1.45618893,0.47609851,-0.48102434,0.00658134,-0.00694314,0.68319150,-0.66833348,0.83061710,-0.82448503,0.53457413,-0.52195846,0.16049893,-0.15917660,2.66328087,-2.67511366
-5.41170585,5.95158992,-5.95024514,1.39999411,-1.41521814,0.46152844,-0.46726646,0.00612468,-0.00644726,0.69261412,-0.67759018,0.83265064,-0.82693996,0.53709125,-0.52511279,0.16098767,-0.16013131,2.60153296,-2.62021261
-5.40570285,5.86354726,-5.87400290,1.35348369,-1.37260989,0.44713268,-0.45374650,0.00571998,-0.00600731,0.70221366,-0.68718647,0.83493929,-0.82967602,0.53907522,-0.52788793,0.16104732,-0.16070474,2.53670692,-2.56230391
-5.39969985,5.77016937,-5.79278623,1.30576004,-1.32853654,0.43284309,-0.44037439,0.00536128,-0.00561745,0.71177529,-0.69690442,0.83742206,-0.83260900,0.54038965,-0.53013345,0.16061919,-0.16082826,2.46876774,-2.50119775
-5.39369685,5.67100852,-5.70586544,1.25714812,-1.28323797,0.41860535,-0.42707096,0.00504267,-0.00527171,0.72109939,-0.70653665,0.84006756,-0.83568347,0.54091474,-0.53171171,0.15965713,-0.16044414,2.39780707,-2.43682795
-5.38769385,5.56589505,-5.61278138,1.20803156,-1.23702181,0.40438345,-0.41377363,0.00475846,-0.00496424,0.73000806,-0.71589382,0.84287703,-0.83887751,0.54055148,-0.53250288,0.15812966,-0.15950805,2.32405323,-2.36926845
-5.38169085,5.45495764,-5.51337871,1.15884551,-1.19025945,0.39016295,-0.40044082,0.00450338,-0.00468946,0.73835025,-0.72481086,0.84588506,-0.84220507,0.53922485,-0.53240910,0.15602139,-0.15799102,2.24787345,-2.29874182
-5.37568784,5.33862696,-5.40782195,1.11006600,-1.14337791,0.37595269,-0.38705490,0.00427268,-0.00444226,0.74600540,-0.73315168,0.84915795,-0.84571577,0.53688604,-0.53135757,0.15333380,-0.15588072,2.16976813,-2.22561939
-5.36968484,5.21762295,-5.29659416,1.06219639,-1.09684813,0.36178510,-0.37362362,0.00406227,-0.00421809,0.75288532,-0.74081227,0.85278970,-0.84949233,0.53351344,-0.52930261,0.15008524,-0.15318199,2.09035797,-2.15041329
-5.36368184,5.09292720,-5.18047889,1.01575146,-1.05117019,0.34771513,-0.36018009,0.00386870,-0.00401308,0.75893450,-0.74772202,0.85689603,-0.85364548,0.52911274,-0.52622653,0.14631025,-0.14991672,2.01036434,-2.07376096
-5.35767884,4.96574221,-5.06052689,0.97124026,-1.00685638,0.33381790,-0.34678129,0.00368926,-0.00382404,0.76412889,-0.75384332,0.86160668,-0.85830694,0.52371589,-0.52213939,0.14205826,-0.14612293,1.93058446,-1.99640307
-5.35167584,4.83744007,-4.93800974,0.92914817,-0.96441284,0.32018533,-0.33350535,0.00352192,-0.00364849,0.76847323,-0.75916962,0.86705633,-0.86362063,0.51737920,-0.51707773,0.13739156,-0.14185323,1.85186247,-1.91915624
-5.34567284,4.70950363,-4.81436330,0.88991954,-0.92432085,0.30692186,-0.32044775,0.00336526,-0.00348463,0.77199720,-0.76372195,0.87337485,-0.86973261,0.51018072,-0.51110241,0.13238291,-0.13717276,1.77505808,-1.84288190
