energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,0.71575727,0.02869855,0.00086780,0.53582590,0.00000000,0.34111575,0.25847288
-5.99399700,0.65194278,0.02624292,0.00079334,0.48764526,0.00000000,0.31085787,0.23502883
-5.98799400,0.59122013,0.02391691,0.00072236,0.44160429,0.00000000,0.28168655,0.21302995
-5.98199100,0.53429389,0.02175017,0.00065583,0.39821481,0.00000000,0.25393474,0.19273042
-5.97598799,0.48177690,0.01976942,0.00059458,0.35791675,0.00000000,0.22788824,0.17435201
-5.96998499,0.43418823,0.01799828,0.00053935,0.32107643,0.00000000,0.20378397,0.15808445
-5.96398199,0.39195431,0.01645716,0.00049077,0.28798747,0.00000000,0.18181006,0.14408662
-5.95797899,0.35541266,0.01516329,0.00044936,0.25887372,0.00000000,0.16210742,0.13248851
-5.95197599,0.32481738,0.01413081,0.00041554,0.23389374,0.00000000,0.14477261,0.12339333
-5.94597299,0.30034567,0.01337091,0.00038964,0.21314632,0.00000000,0.12986151,0.11687979
-5.93996998,0.28210452,0.01289198,0.00037189,0.19667632,0.00000000,0.11739357,0.11300396
-5.93396698,0.27013705,0.01269973,0.00036244,0.18448051,0.00000000,0.10735620,0.11180075
-5.92796398,0.26442778,0.01279728,0.00036139,0.17651280,0.00000000,0.09970909,0.11328456
-5.92196098,0.26490651,0.01318519,0.00036872,0.17268869,0.00000000,0.09438820,0.11744928
-5.91595798,0.27145055,0.01386146,0.00038436,0.17288868,0.00000000,0.09130923,0.12426731
-5.90995498,0.28388527,0.01482138,0.00040815,0.17696042,0.00000000,0.09037044,0.13368797
-5.90395198,0.30198309,0.01605742,0.00043987,0.18471991,0.00000000,0.09145482,0.14563508
-5.89794897,0.32546124,0.01755906,0.00047916,0.19595162,0.00000000,0.09443163,0.16000427
-5.89194597,0.35397865,0.01931255,0.00052562,0.21040798,0.00000000,0.09915736,0.17665998
-5.88594297,0.38713276,0.02130080,0.00057870,0.22780849,0.00000000,0.10547629,0.19543269
-5.87993997,0.42445656,0.02350323,0.00063777,0.24783882,0.00000000,0.11322081,0.21611654
-5.87393697,0.46541695,0.02589574,0.00070207,0.27015040,0.00000000,0.12221164,0.23846779
-5.86793397,0.50941466,0.02845080,0.00077073,0.29436077,0.00000000,0.13225820,0.26220444
-5.86193097,0.55578666,0.03113771,0.00084277,0.32005519,0.00000000,0.14315936,0.28700720
-5.85592796,0.60381130,0.03392304,0.00091709,0.34678973,0.00000000,0.15470458,0.31252217
-5.84992496,0.65271669,0.03677119,0.00099252,0.37409602,0.00000000,0.16667577,0.33836525
-5.84392196,0.70169224,0.03964524,0.00106780,0.40148787,0.00000000,0.17884977,0.36412837
-5.83791896,0.74990354,0.04250800,0.00114160,0.42846962,0.00000000,0.19100160,0.38938746
-5.83191596,0.79651006,0.04532310,0.00121260,0.45454610,0.00000000,0.20290840,0.41371205
-5.82591296,0.84068532,0.04805641,0.00127944,0.47923399,0.00000000,0.21435395,0.43667606
-5.81990995,0.88163876,0.05067745,0.00134084,0.50207400,0.00000000,0.22513370,0.45786957
-5.81390695,0.91863848,0.05316087,0.00139556,0.52264360,0.00000000,0.23506005,0.47691096
-5.80790395,0.95103381,0.05548796,0.00144248,0.54056960,0.00000000,0.24396770,0.49345901
-5.80190095,0.97827684,0.05764805,0.00148063,0.55553996,0.00000000,0.25171879,0.50722430
-5.79589795,0.99994153,0.05963976,0.00150918,0.56731436,0.00000000,0.25820757,0.51797945
-5.78989495,1.01573976,0.06147202,0.00152753,0.57573279,0.00000000,0.26336437,0.52556760
-5.78389195,1.02553315,0.06316488,0.00153527,0.58072179,0.00000000,0.26715860,0.52990869
-5.77788894,1.02934002,0.06474978,0.00153223,0.58229786,0.00000000,0.26960055,0.53100324
-5.77188594,1.02733699,0.06626962,0.00151847,0.58056775,0.00000000,0.27074190,0.52893319
-5.76588294,1.01985488,0.06777814,0.00149429,0.57572556,0.00000000,0.27067477,0.52385995
-5.75987994,1.00736890,0.06933901,0.00146019,0.56804658,0.00000000,0.26952926,0.51601936
-5.75387694,0.99048343,0.07102429,0.00141689,0.55787803,0.00000000,0.26746955,0.50571395
-5.74787394,0.96991177,0.07291241,0.00136526,0.54562715,0.00000000,0.26468862,0.49330272
-5.74187094,0.94645182,0.07508576,0.00130635,0.53174689,0.00000000,0.26140174,0.47918869
-5.73586793,0.92095835,0.07762777,0.00124129,0.51671993,0.00000000,0.25783898,0.46380507
