energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,4.75552795,0.04250084,0.48914678,0.10293134,2.32442696,2.44637296,0.90136211
-5.99399700,4.93385883,0.04456006,0.51243079,0.10260293,2.40545997,2.56266645,0.93790205
-5.98799400,5.11820151,0.04678335,0.53653894,0.10225417,2.48907066,2.68126611,0.97603362
-5.98199100,5.30876537,0.04918655,0.56132746,0.10194702,2.57561951,2.80182112,1.01575888
-5.97598799,5.50552399,0.05178099,0.58661920,0.10174059,2.66536922,2.92387871,1.05702261
-5.96998499,5.70817612,0.05457244,0.61220555,0.10168885,2.75845588,3.04687794,1.09970547
-5.96398199,5.91611176,0.05756014,0.63784922,0.10183827,2.85486208,3.17014569,1.14361863
-5.95797899,6.12838496,0.06073601,0.66328767,0.10222582,2.95439323,3.29289482,1.18849996
-5.95197599,6.34369485,0.06408406,0.68823709,0.10287714,3.05665820,3.41422480,1.23401215
-5.94597299,6.56037648,0.06758011,0.71239696,0.10380515,3.16105546,3.53312508,1.27974314
-5.93996998,6.77640278,0.07119177,0.73545501,0.10500912,3.26676577,3.64848131,1.32520886
-5.93396698,6.98939877,0.07487873,0.75709249,0.10647422,3.37275234,3.75908493,1.36985865
-5.92796398,7.19666896,0.07859340,0.77698985,0.10817164,3.47776900,3.86364618,1.41308336
-5.92196098,7.39523825,0.08228180,0.79483254,0.11005921,3.58037703,3.96081088,1.45422606
-5.91595798,7.58190645,0.08588477,0.81031709,0.11208263,3.67897057,4.04918119,1.49259541
-5.90995498,7.75331569,0.08933950,0.82315726,0.11417717,3.77181045,4.12734034,1.52748123
-5.90395198,7.90602962,0.09258115,0.83309023,0.11626978,3.85706576,4.19388121,1.55817216
-5.89794897,8.03662251,0.09554472,0.83988271,0.11828163,3.93286229,4.24743851,1.58397471
-5.89194597,8.14177580,0.09816699,0.84333691,0.12013083,3.99733609,4.28672384,1.60423328
-5.88594297,8.21837887,0.10038841,0.84329612,0.12173535,4.04869086,4.31056284,1.61835032
-5.87993997,8.26363076,0.10215504,0.83964975,0.12301595,4.08525659,4.31793329,1.62580605
-5.87393697,8.27513855,0.10342028,0.83233774,0.12389900,4.10554764,4.30800286,1.62617673
-5.86793397,8.25100863,0.10414639,0.82135402,0.12431910,4.10831754,4.28016482,1.61915095
-5.86193097,8.18992663,0.10430581,0.80674884,0.12422143,4.09260828,4.23407019,1.60454295
