energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.62781391,2.83768483,0.59353550,0.52821377,0.04278150,0.09029847,0.04447251,0.94277387,0.24534683,0.79840834
-5.62181091,2.90229154,0.60623718,0.53897324,0.04482218,0.09311279,0.04553476,0.96363377,0.25275023,0.81484141
-5.61580790,2.95442102,0.61687356,0.54661882,0.04672286,0.09560937,0.04631573,0.98005893,0.25937469,0.82828897
-5.60980490,2.99318472,0.62530891,0.55100361,0.04846201,0.09773609,0.04680257,0.99179477,0.26508108,0.83850585
-5.60380190,3.01799666,0.63145631,0.55205325,0.05002112,0.09945025,0.04698910,0.99869537,0.26975692,0.84531644
-5.59779890,3.02858675,0.63527971,0.54976854,0.05138511,0.10071943,0.04687599,1.00072779,0.27331856,0.84861766
-5.59179590,3.02500364,0.63679449,0.54422560,0.05254253,0.10152201,0.04647077,0.99797244,0.27571243,0.84837953
-5.58579290,3.00760701,0.63606640,0.53557349,0.05348565,0.10184735,0.04578751,0.99061987,0.27691525,0.84464346
-5.57978989,2.97705009,0.63320900,0.52402942,0.05421041,0.10169565,0.04484634,0.97896391,0.27693340,0.83751837
-5.57378689,2.93425316,0.62837966,0.50987189,0.05471631,0.10107755,0.04367270,0.96339163,0.27580136,0.82717477
-5.56778389,2.88036950,0.62177437,0.49343192,0.05500609,0.10001342,0.04229645,0.94437059,0.27357943,0.81383731
-5.56178089,2.81674531,0.61362154,0.47508296,0.05508541,0.09853248,0.04075086,0.92243391,0.27035085,0.79777592
-5.55577789,2.74487557,0.60417501,0.45522973,0.05496244,0.09667164,0.03907150,0.89816385,0.26621836,0.77929620
-5.54977489,2.66635752,0.59370666,0.43429660,0.05464737,0.09447432,0.03729512,0.87217459,0.26130054,0.75872929
-5.54377189,2.58284375,0.58249872,0.41271587,0.05415200,0.09198910,0.03545851,0.84509474,0.25572778,0.73642180
-5.53776888,2.49599665,0.57083610,0.39091639,0.05348925,0.08926829,0.03359748,0.81755036,0.24963840,0.71272602
-5.53176588,2.40744562,0.55899908,0.36931294,0.05267275,0.08636661,0.03174591,0.79014899,0.24317463,0.68799099
-5.52576288,2.31874846,0.54725631,0.34829656,0.05171645,0.08333975,0.02993496,0.76346497,0.23647889,0.66255449
-5.51975988,2.23135764,0.53585853,0.32822620,0.05063437,0.08024309,0.02819239,0.73802669,0.22969029,0.63673627
-5.51375688,2.14659239,0.52503297,0.30942172,0.04944030,0.07713045,0.02654213,0.71430565,0.22294144,0.61083257
-5.50775388,2.06561658,0.51497848,0.29215843,0.04814767,0.07405296,0.02500395,0.69270782,0.21635562,0.58511215
-5.50175088,1.98942260,0.50586166,0.27666310,0.04676944,0.07105801,0.02359333,0.67356697,0.21004435,0.55981349
-5.49574787,1.91882091,0.49781365,0.26311141,0.04531808,0.06818840,0.02232150,0.65714018,0.20410542,0.53514337
-5.48974487,1.85443487,0.49092799,0.25162679,0.04380556,0.06548156,0.02119557,0.64360529,0.19862123,0.51127655
-5.48374187,1.79670028,0.48525912,0.24228057,0.04224340,0.06296894,0.02021881,0.63306026,0.19365764,0.48835624
-5.47773887,1.74586910,0.48082196,0.23509315,0.04064275,0.06067553,0.01939100,0.62552409,0.18926318,0.46649549
-5.47173587,1.70201652,0.47759207,0.23003625,0.03901446,0.05861962,0.01870882,0.62093944,0.18546864,0.44577894
-5.46573287,1.66505114,0.47550687,0.22703599,0.03736910,0.05681260,0.01816631,0.61917647,0.18228708,0.42626498
-5.45972986,1.63472742,0.47446753,0.22597672,0.03571706,0.05525896,0.01775527,0.62003811,0.17971422,0.40798803
-5.45372686,1.61066023,0.47434175,0.22670548,0.03406851,0.05395654,0.01746573,0.62326641,0.17772916,0.39096089
-5.44772386,1.59234100,0.47496740,0.22903698,0.03243338,0.05289680,0.01728634,0.62855001,0.17629551,0.37517700
-5.44172086,1.57915536,0.47615694,0.23275905,0.03082131,0.05206530,0.01720475,0.63553263,0.17536286,0.36061259
-5.43571786,1.57040199,0.47770258,0.23763852,0.02924155,0.05144240,0.01720792,0.64382250,0.17486859,0.34722864
-5.42971486,1.56531256,0.47938229,0.24342726,0.02770282,0.05100395,0.01728244,0.65300262,0.17473998,0.33497277
-5.42371186,1.56307268,0.48096633,0.24986858,0.02621322,0.05072216,0.01741478,0.66264174,0.17489664,0.32378099
-5.41770885,1.56284348,0.48222432,0.25670366,0.02478002,0.05056664,0.01759147,0.67230594,0.17525311,0.31357940
-5.41170585,1.56378392,0.48293270,0.26367807,0.02340955,0.05050533,0.01779934,0.68157044,0.17572171,0.30428598
-5.40570285,1.56507319,0.48288224,0.27054811,0.02210708,0.05050566,0.01802564,0.69003170,0.17621547,0.29581234
-5.39969985,1.56593319,0.48188558,0.27708703,0.02087675,0.05053552,0.01825825,0.69731913,0.17665106,0.28806570
-5.39369685,1.56565029,0.47978432,0.28309082,0.01972146,0.05056441,0.01848578,0.70310650,0.17695174,0.28095099
-5.38769385,1.56359624,0.47645563,0.28838356,0.01864293,0.05056433,0.01869771,0.70712237,0.17705008,0.27437312
-5.38169085,1.55924741,0.47181792,0.29282213,0.01764172,0.05051073,0.01888455,0.70915944,0.17689047,0.26823948
-5.37568784,1.55220194,0.46583553,0.29630016,0.01671734,0.05038323,0.01903798,0.70908231,0.17643131,0.26246247
-5.36968484,1.54219420,0.45852208,0.29875109,0.01586839,0.05016626,0.01915092,0.70683359,0.17564675,0.25696224
-5.36368184,1.52910608,0.44994245,0.30015034,0.01509279,0.04984949,0.01921774,0.70243783,0.17452794,0.25166930
-5.35767884,1.51297460,0.44021318,0.30051639,0.01438801,0.04942809,0.01923430,0.69600334,0.17308367,0.24652712
-5.35167584,1.49399549,0.42950135,0.29991078,0.01375132,0.04890279,0.01919805,0.68772163,0.17134052,0.24149449
-5.34567284,1.47252252,0.41802184,0.29843713,0.01318011,0.04827975,0.01910813,0.67786445,0.16934221,0.23654755
-5.33966983,1.44906234,0.40603316,0.29623893,0.01267212,0.04757020,0.01896537,0.66677862,0.16714847,0.23168141
-5.33366683,1.42426495,0.39383187,0.29349649,0.01222573,0.04678995,0.01877229,0.65487847,0.16483316,0.22691123
-5.32766383,1.39890977,0.38174581,0.29042285,0.01184019,0.04595871,0.01853307,0.64263641,0.16248194,0.22227263
-5.32166083,1.37388767,0.37012633,0.28725885,0.01151583,0.04509923,0.01825345,0.63057157,0.16018927,0.21782145
-5.31565783,1.35017923,0.35933972,0.28426751,0.01125411,0.04423639,0.01794059,0.61923705,0.15805512,0.21363269
-5.30965483,1.32882978,0.34975818,0.28172778,0.01105780,0.04339617,0.01760291,0.60920592,0.15618127,0.20979876
-5.30365183,1.31092178,0.34175035,0.27992784,0.01093084,0.04260456,0.01724983,0.60105646,0.15466744,0.20642686
-5.29764882,1.29754516,0.33567192,0.27915807,0.01087835,0.04188651,0.01689155,0.59535692,0.15360727,0.20363572
-5.29164582,1.28976637,0.33185631,0.27970389,0.01090638,0.04126483,0.01653871,0.59265025,0.15308447,0.20155161
-5.28564282,1.28859695,0.33060572,0.28183857,0.01102173,0.04075927,0.01620212,0.59343913,0.15316911,0.20030385
-5.27963982,1.29496242,0.33218279,0.28581618,0.01123154,0.04038560,0.01589243,0.59817168,0.15391424,0.20001987
-5.27363682,1.30967237,0.33680295,0.29186485,0.01154299,0.04015485,0.01561975,0.60722823,0.15535307,0.20081999
-5.26763382,1.33339250,0.34462765,0.30018046,0.01196280,0.04007283,0.01539340,0.62090946,0.15749672,0.20281211
-5.26163082,1.36661959,0.35575869,0.31092094,0.01249683,0.04013966,0.01522155,0.63942619,0.16033275,0.20608653
-5.25562781,1.40966002,0.37023367,0.32420126,0.01314956,0.04034969,0.01511101,0.66289117,0.16382441,0.21071096
-5.24962481,1.46261278,0.38802268,0.34008928,0.01392364,0.04069150,0.01506696,0.69131303,0.16791088,0.21672618
-5.24362181,1.52535735,0.40902655,0.35860259,0.01481948,0.04114823,0.01509279,0.72459262,0.17250833,0.22414218
-5.23761881,1.59754724,0.43307637,0.37970639,0.01583484,0.04169810,0.01518997,0.76252199,0.17751186,0.23293530
-5.23161581,1.67860946,0.45993481,0.40331259,0.01696455,0.04231504,0.01535800,0.80478590,0.18279837,0.24304630
-5.22561281,1.76775027,0.48929887,0.42928008,0.01820034,0.04296965,0.01559438,0.85096615,0.18823005,0.25437957
-5.21960980,1.86396717,0.52080446,0.45741636,0.01953067,0.04363017,0.01589472,0.90054858,0.19365859,0.26680358
-5.21360680,1.96606735,0.55403257,0.48748046,0.02094086,0.04426359,0.01625280,0.95293267,0.19892985,0.28015253
-5.20760380,2.07269195,0.58851707,0.51918719,0.02241319,0.04483683,0.01666079,1.00744371,0.20388879,0.29422930
-5.20160080,2.18234618,0.62375412,0.55221267,0.02392727,0.04531792,0.01710945,1.06334723,0.20838456,0.30880967
-5.19559780,2.29343417,0.65921298,0.58620113,0.02546045,0.04567708,0.01758843,1.11986549,0.21227549,0.32364756
-5.18959480,2.40429829,0.69434806,0.62077282,0.02698843,0.04588782,0.01808654,1.17619564,0.21543381,0.33848136
-5.18359180,2.51326151,0.72861199,0.65553291,0.02848591,0.04592778,0.01859210,1.23152930,0.21774985,0.35304107
-5.17758879,2.61867212,0.76146945,0.69008121,0.02992741,0.04577951,0.01909332,1.28507291,0.21913571,0.36705598
-5.17158579,2.71894937,0.79241131,0.72402255,0.03128808,0.04543101,0.01957862,1.33606853,0.21952814,0.38026277
-5.16558279,2.81262878,0.82096887,0.75697739,0.03254455,0.04487606,0.02003703,1.38381454,0.21889052,0.39241367
-5.15957979,2.89840590,0.84672758,0.78859263,0.03367587,0.04411434,0.02045852,1.42768553,0.21721408,0.40328447
-5.15357679,2.97517695,0.86933998,0.81855201,0.03466424,0.04315138,0.02083437,1.46715098,0.21451809,0.41268195
-5.14757379,3.04207516,0.88853732,0.84658604,0.03549585,0.04199824,0.02115745,1.50179207,0.21084922,0.42045065
-5.14157079,3.09850138,0.90413938,0.87248081,0.03616145,0.04067110,0.02142249,1.53131596,0.20628011,0.42647856
-5.13556778,3.14414787,0.91606222,0.89608559,0.03665688,0.03919067,0.02162636,1.55556713,0.20090719,0.43070153
-5.12956478,3.17901407,0.92432329,0.91731864,0.03698341,0.03758148,0.02176818,1.57453518,0.19484792,0.43310627
-5.12356178,3.20341362,0.92904373,0.93617111,0.03714783,0.03587117,0.02184949,1.58835875,0.18823749,0.43373171
-5.11755878,3.21797191,0.93044762,0.95270857,0.03716247,0.03408965,0.02187426,1.59732510,0.18122537,0.43266861
-5.11155578,3.22361382,0.92885795,0.96707017,0.03704484,0.03226835,0.02184887,1.60186528,0.17397142,0.43005748
-5.10555278,3.22154162,0.92468934,0.97946506,0.03681722,0.03043952,0.02178204,1.60254469,0.16664222,0.42608470
-5.09954977,3.21320332,0.91843768,0.99016637,0.03650599,0.02863546,0.02168461,1.60004925,0.15940722,0.42097706
-5.09354677,3.20025218,0.91066668,0.99950249,0.03614074,0.02688800,0.02156930,1.59516731,0.15243521,0.41499471
-5.08754377,3.18449830,0.90199194,1.00784626,0.03575338,0.02522800,0.02145040,1.58876775,0.14589092,0.40842295
-5.08154077,3.16785381,0.89306282,1.01560197,0.03537696,0.02368487,0.02134331,1.58177499,0.13993202,0.40156283
-5.07553777,3.15227329,0.88454269,1.02319104,0.03504454,0.02228635,0.02126417,1.57514154,0.13470635,0.39472115
-5.06953477,3.13969145,0.87708828,1.03103665,0.03478799,0.02105819,0.02122928,1.56981902,0.13034949,0.38820006
-5.06353177,3.13196022,0.87132885,1.03954799,0.03463677,0.02002408,0.02125463,1.56672875,0.12698276,0.38228662
-5.05752876,3.13078756,0.86784583,1.04910499,0.03461685,0.01920546,0.02135532,1.56673287,0.12471140,0.37724278
-5.05152576,3.13768042,0.86715380,1.06004391,0.03474964,0.01862147,0.02154504,1.57060719,0.12362320,0.37329610
-5.04552276,3.15389395,0.86968352,1.07264475,0.03505109,0.01828886,0.02183557,1.57901672,0.12378725,0.37063156
-5.03951976,3.18038903,0.87576762,1.08712080,0.03553102,0.01822193,0.02223628,1.59249488,0.12525305,0.36938488
-5.03351676,3.21779996,0.88562962,1.10361108,0.03619257,0.01843238,0.02275381,1.61142725,0.12804979,0.36963747
-5.02751376,3.26641344,0.89937658,1.12217578,0.03703197,0.01892917,0.02339168,1.63604038,0.13218587,0.37141337
-5.02151076,3.32615980,0.91699580,1.14279505,0.03803848,0.01971832,0.02415013,1.66639610,0.13764853,0.37467825
-5.01550775,3.39661662,0.93835557,1.16537107,0.03919463,0.02080265,0.02502597,1.70239141,0.14440380,0.37934052
-5.00950475,3.47702466,0.96320996,1.18973320,0.04047667,0.02218151,0.02601262,1.74376391,0.15239656,0.38525454
-5.00350175,3.56631498,0.99120747,1.21564595,0.04185532,0.02385045,0.02710022,1.79010221,0.16155086,0.39222584
-4.99749875,3.66314611,1.02190294,1.24281922,0.04329664,0.02580090,0.02827582,1.84086088,0.17177045,0.40001806
-4.99149575,3.76594942,1.05477240,1.27092010,0.04476314,0.02801986,0.02952374,1.89537892,0.18293963,0.40836149
-4.98549275,3.87298044,1.08923006,1.29958568,0.04621500,0.03048967,0.03082600,1.95290107,0.19492436,0.41696265
-4.97948974,3.98237413,1.12464675,1.32843613,0.04761139,0.03318781,0.03216272,2.01260063,0.20757373,0.42551471
-4.97348674,4.09220131,1.16036905,1.35708720,0.04891183,0.03608681,0.03351275,2.07360312,0.22072180,0.43370826
-4.96748374,4.20052436,1.19573840,1.38516177,0.05007754,0.03915438,0.03485417,2.13500945,0.23418980,0.44124197
-4.96148074,4.30544980,1.23010936,1.41229968,0.05107273,0.04235358,0.03616487,2.19591815,0.24778878,0.44783274
-4.95547774,4.40517621,1.26286660,1.43816572,0.05186573,0.04564329,0.03742312,2.25544563,0.26132259,0.45322497
-4.94947474,4.49803594,1.29343992,1.46245542,0.05243005,0.04897883,0.03860807,2.31274431,0.27459130,0.45719858
-4.94347174,4.58252990,1.32131708,1.48489879,0.05274522,0.05231276,0.03970029,2.36701808,0.28739498,0.45957556
-4.93746873,4.65735486,1.34605415,1.50526198,0.05279731,0.05559591,0.04068213,2.41753527,0.29953769,0.46022475
-4.93146573,4.72142322,1.36728326,1.52334737,0.05257942,0.05877853,0.04153811,2.46363902,0.31083176,0.45906489
-4.92546273,4.77387583,1.38471783,1.53899224,0.05209170,0.06181165,0.04225519,2.50475549,0.32110214,0.45606577
-4.91945973,4.81408830,1.39815544,1.55206679,0.05134130,0.06464841,0.04282299,2.54040004,0.33019071,0.45124758
-4.91345673,4.84167171,1.40747846,1.56247165,0.05034200,0.06724557,0.04323391,2.57018196,0.33796048,0.44467865
-4.90745373,4.85646875,1.41265272,1.57013561,0.04911371,0.06956487,0.04348322,2.59380783,0.34429942,0.43647169
-4.90145073,4.85854607,1.41372464,1.57501372,0.04768166,0.07157433,0.04356903,2.61108397,0.34912383,0.42677876
-4.89544772,4.84818355,1.41081677,1.57708608,0.04607562,0.07324948,0.04349223,2.62191795,0.35238112,0.41578532
-4.88944472,4.82586133,1.40412235,1.57635744,0.04432890,0.07457420,0.04325642,2.62631932,0.35405174,0.40370358
-4.88344172,4.79224460,1.39389874,1.57285754,0.04247730,0.07554148,0.04286769,2.62439920,0.35415025,0.39076535
-4.87743872,4.74816659,1.38046002,1.56664202,0.04055804,0.07615366,0.04233449,2.61636874,0.35272529,0.37721483
-4.87143572,4.69460950,1.36416886,1.55779357,0.03860874,0.07642250,0.04166730,2.60253580,0.34985860,0.36330145
-4.86543272,4.63268327,1.34542759,1.54642312,0.03666634,0.07636878,0.04087845,2.58329977,0.34566281,0.34927295
-4.85942971,4.56360189,1.32466867,1.53267037,0.03476620,0.07602152,0.03998177,2.55914387,0.34027818,0.33536897
-4.85342671,4.48865704,1.30234441,1.51670359,0.03294119,0.07541691,0.03899229,2.53062490,0.33386836,0.32181515
-4.84742371,4.40918902,1.27891622,1.49871815,0.03122092,0.07459693,0.03792584,2.49836006,0.32661526,0.30881793
-4.84142071,4.32655502,1.25484334,1.47893359,0.02963115,0.07360768,0.03679876,2.46301110,0.31871314,0.29656014
-4.83541771,4.24209525,1.23057128,1.45758916,0.02819319,0.07249755,0.03562745,2.42526585,0.31036225,0.28519726
-4.82941471,4.15709759,1.20652033,1.43493785,0.02692358,0.07131526,0.03442803,2.38581779,0.30176219,0.27485454
-4.82341171,4.07276179,1.18307432,1.41123907,0.02583379,0.07010795,0.03321593,2.34534425,0.29310528,0.26562497
-4.81740870,3.99016463,1.16057009,1.38675040,0.02493011,0.06891924,0.03200555,2.30448420,0.28457016,0.25756794
-4.81140570,3.91022747,1.13928811,1.36171877,0.02421366,0.06778754,0.03080990,2.26381673,0.27631602,0.25070886
-4.80540270,3.83368791,1.11944466,1.33637176,0.02368049,0.06674452,0.02964031,2.22384117,0.26847750,0.24503945
-4.79939970,3.76107709,1.10118609,1.31090939,0.02332186,0.06581395,0.02850617,2.18496020,0.26116070,0.24051894
-4.79339670,3.69270429,1.08458533,1.28549716,0.02312460,0.06501086,0.02741476,2.14746676,0.25444035,0.23707598
-4.78739370,3.62864988,1.06964121,1.26026085,0.02307156,0.06434111,0.02637112,2.11153582,0.24835825,0.23461129
-4.78139070,3.56876758,1.05628055,1.23528330,0.02314216,0.06380136,0.02537803,2.07722142,0.24292315,0.23300108
-4.77538769,3.51269629,1.04436318,1.21060373,0.02331307,0.06337951,0.02443607,2.04445951,0.23811193,0.23210101
-4.76938469,3.45988155,1.03368964,1.18621952,0.02355890,0.06305545,0.02354370,2.01307646,0.23387211,0.23175079
-4.76338169,3.40960556,1.02401147,1.16209043,0.02385293,0.06280221,0.02269754,1.98280296,0.23012555,0.23177916
-4.75737869,3.36102493,1.01504348,1.13814510,0.02416796,0.06258743,0.02189262,1.95329254,0.22677313,0.23200918
-4.75137569,3.31321407,1.00647758,1.11428943,0.02447703,0.06237495,0.02112271,1.92414395,0.22370017,0.23226362
-4.74537269,3.26521241,0.99799744,1.09041626,0.02475426,0.06212668,0.02038070,1.89492599,0.22078234,0.23237043
-4.73936968,3.21607295,0.98929336,1.06641584,0.02497555,0.06180438,0.01965903,1.86520361,0.21789189,0.23216783
-4.73336668,3.16490984,0.98007648,1.04218645,0.02511924,0.06137153,0.01895008,1.83456381,0.21490364,0.23150912
-4.72736368,3.11094247,0.97009188,1.01764448,0.02516673,0.06079497,0.01824654,1.80263997,0.21170080,0.23026686
-4.72136068,3.05353405,0.95912972,0.99273341,0.02510291,0.06004644,0.01754182,1.76913337,0.20818006,0.22833629
-4.71535768,2.99222271,0.94703398,0.96743118,0.02491653,0.05910382,0.01683030,1.73383080,0.20425593,0.22563800
-4.70935468,2.92674384,0.93370861,0.94175553,0.02460039,0.05795202,0.01610762,1.69661743,0.19986410,0.22211946
-4.70335168,2.85704274,0.91912060,0.91576712,0.02415143,0.05658363,0.01537083,1.65748453,0.19496373,0.21775577
-4.69734867,2.78327727,0.90330014,0.88957025,0.02357062,0.05499910,0.01461846,1.61653166,0.18953849,0.21254925
-4.69134567,2.70581087,0.88633801,0.86331124,0.02286278,0.05320669,0.01385060,1.57396360,0.18359661,0.20652817
-4.68534267,2.62519651,0.86838034,0.83717473,0.02203622,0.05122196,0.01306877,1.53008243,0.17716976,0.19974453
-4.67933967,2.54215309,0.84962132,0.81137803,0.02110231,0.04906709,0.01227585,1.48527532,0.17031096,0.19227123
-4.67333667,2.45753566,0.83029424,0.78616412,0.02007496,0.04676987,0.01147585,1.43999910,0.16309174,0.18419852
-4.66733367,2.37230131,0.81066154,0.76179353,0.01897001,0.04436256,0.01067374,1.39476233,0.15559859,0.17563015
-4.66133067,2.28747275,0.79100435,0.73853576,0.01780463,0.04188058,0.00987513,1.35010626,0.14792908,0.16667926
-4.65532766,2.20410146,0.77161211,0.71666052,0.01659672,0.03936122,0.00908606,1.30658541,0.14018768,0.15746424
-4.64932466,2.12323202,0.75277284,0.69642939,0.01536426,0.03684227,0.00831272,1.26474894,0.13248159,0.14810477
-4.64332166,2.04586941,0.73476430,0.67808811,0.01412477,0.03436079,0.00756119,1.22512348,0.12491681,0.13871816
