energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.78389195,1.91658920,-1.91658845,0.00289578,-0.00289578,0.17923773,-0.17923771,0.50803479,-0.50803461,0.39648482,-0.39648455,0.38653309,-0.38653304,0.23460619,-0.23460616,0.02385312,-0.02385311,0.90362411,-0.90362370
-5.77788894,1.98789721,-1.98789647,0.00278160,-0.00278160,0.17930382,-0.17930381,0.52869036,-0.52869018,0.42084925,-0.42084897,0.39124042,-0.39124037,0.23582327,-0.23582324,0.02521238,-0.02521237,0.94574151,-0.94574109
-5.77188594,2.05660626,-2.05660553,0.00268096,-0.00268096,0.17873624,-0.17873624,0.54818893,-0.54818875,0.44558388,-0.44558360,0.39463850,-0.39463846,0.23653957,-0.23653954,0.02652377,-0.02652375,0.98718842,-0.98718801
-5.76588294,2.12236287,-2.12236216,0.00259656,-0.00259656,0.17754378,-0.17754378,0.56637471,-0.56637454,0.47057623,-0.47057594,0.39675588,-0.39675584,0.23675422,-0.23675420,0.02777193,-0.02777192,1.02775240,-1.02775199
-5.75987994,2.18487806,-2.18487736,0.00253065,-0.00253065,0.17574494,-0.17574494,0.58311965,-0.58311949,0.49571224,-0.49571195,0.39764942,-0.39764939,0.23647135,-0.23647134,0.02894239,-0.02894238,1.06724604,-1.06724563
-5.75387694,2.24393285,-2.24393217,0.00248497,-0.00248497,0.17336802,-0.17336802,0.59832630,-0.59832615,0.52087735,-0.52087706,0.39740288,-0.39740286,0.23570105,-0.23570104,0.03002196,-0.03002195,1.10550981,-1.10550942
-5.74787394,2.29937907,-2.29937842,0.00246073,-0.00246073,0.17045093,-0.17045094,0.61192910,-0.61192897,0.54595675,-0.54595646,0.39612424,-0.39612422,0.23445992,-0.23445991,0.03099906,-0.03099905,1.14241256,-1.14241218
-5.74187094,2.35113500,-2.35113438,0.00245857,-0.00245857,0.16704047,-0.16704048,0.62389399,-0.62389387,0.57083486,-0.57083458,0.39394174,-0.39394173,0.23277137,-0.23277137,0.03186402,-0.03186401,1.17784945,-1.17784908
-5.73586793,2.39917587,-2.39917528,0.00247856,-0.00247856,0.16319130,-0.16319131,0.63421620,-0.63421609,0.59539398,-0.59539371,0.39099894,-0.39099892,0.23066538,-0.23066538,0.03260929,-0.03260928,1.21173744,-1.21173708
-5.72986493,2.44351967,-2.44351911,0.00252021,-0.00252020,0.15896447,-0.15896449,0.64291656,-0.64291646,0.61951225,-0.61951198,0.38744875,-0.38744874,0.22817780,-0.22817780,0.03322954,-0.03322953,1.24400851,-1.24400816
-5.72386193,2.48420913,-2.48420860,0.00258246,-0.00258246,0.15442571,-0.15442573,0.65003636,-0.65003627,0.64306100,-0.64306074,0.38344704,-0.38344703,0.22534927,-0.22534928,0.03372165,-0.03372164,1.27460101,-1.27460068
-5.71785893,2.52129093,-2.52129043,0.00266373,-0.00266373,0.14964340,-0.14964342,0.65563121,-0.65563113,0.66590193,-0.66590167,0.37914571,-0.37914570,0.22222365,-0.22222366,0.03408464,-0.03408464,1.30344988,-1.30344957
-5.71185593,2.55479382,-2.55479335,0.00276196,-0.00276196,0.14468643,-0.14468645,0.65976428,-0.65976422,0.68788419,-0.68788394,0.37468607,-0.37468606,0.21884620,-0.21884621,0.03431953,-0.03431953,1.33047635,-1.33047605
-5.70585293,2.58470709,-2.58470666,0.00287463,-0.00287462,0.13962200,-0.13962202,0.66249945,-0.66249939,0.70884196,-0.70884173,0.37019244,-0.37019243,0.21526159,-0.21526160,0.03442904,-0.03442904,1.35557810,-1.35557782
-5.69984992,2.61096133,-2.61096095,0.00299881,-0.00299880,0.13451357,-0.13451359,0.66389475,-0.66389470,0.72859274,-0.72859252,0.36576657,-0.36576656,0.21151182,-0.21151184,0.03441735,-0.03441736,1.37862070,-1.37862044
-5.69384692,2.63341303,-2.63341269,0.00313126,-0.00313126,0.12941885,-0.12941888,0.66399673,-0.66399670,0.74693668,-0.74693648,0.36148325,-0.36148323,0.20763436,-0.20763437,0.03428976,-0.03428977,1.39943120,-1.39943097
-5.68784392,2.65183445,-2.65183415,0.00326850,-0.00326850,0.12438826,-0.12438829,0.66283606,-0.66283604,0.76365738,-0.76365719,0.35738702,-0.35738701,0.20366040,-0.20366042,0.03405235,-0.03405235,1.41779460,-1.41779440
-5.68184092,2.66591009,-2.66590984,0.00340686,-0.00340685,0.11946360,-0.11946362,0.66042473,-0.66042471,0.77852419,-0.77852403,0.35349068,-0.35349067,0.19961367,-0.19961369,0.03371165,-0.03371165,1.43345377,-1.43345360
-5.67583792,2.67524029,-2.67524010,0.00354258,-0.00354258,0.11467724,-0.11467726,0.65675506,-0.65675506,0.79129632,-0.79129618,0.34977519,-0.34977518,0.19550957,-0.19550959,0.03327439,-0.03327439,1.44611310,-1.44611297
-5.66983492,2.67935235,-2.67935223,0.00367193,-0.00367193,0.11005181,-0.11005184,0.65180073,-0.65180074,0.80172852,-0.80172841,0.34619133,-0.34619133,0.19135505,-0.19135507,0.03274723,-0.03274724,1.45544616,-1.45544607
-5.66383192,2.67771886,-2.67771880,0.00379128,-0.00379128,0.10560029,-0.10560031,0.64551956,-0.64551959,0.80957832,-0.80957823,0.34266292,-0.34266292,0.18714896,-0.18714898,0.03213663,-0.03213664,1.46110688,-1.46110682
-5.65782891,2.66978239,-2.66978240,0.00389720,-0.00389720,0.10132660,-0.10132662,0.63785812,-0.63785817,0.81461458,-0.81461452,0.33909134,-0.33909134,0.18288304,-0.18288306,0.03144870,-0.03144870,1.46274405,-1.46274403
-5.65182591,2.65498547,-2.65498556,0.00398655,-0.00398655,0.09722664,-0.09722666,0.62875767,-0.62875773,0.81662688,-0.81662686,0.33536127,-0.33536127,0.17854348,-0.17854351,0.03068917,-0.03068918,1.46001831,-1.46001834
-5.64582291,2.63280400,-2.63280417,0.00405657,-0.00405657,0.09328963,-0.09328965,0.61816111,-0.61816119,0.81543533,-0.81543534,0.33134721,-0.33134722,0.17411292,-0.17411295,0.02986348,-0.02986349,1.45262077,-1.45262086
-5.63981991,2.60278240,-2.60278265,0.00410496,-0.00410496,0.08949975,-0.08949977,0.60602057,-0.60602066,0.81090024,-0.81090029,0.32692055,-0.32692057,0.16957274,-0.16957277,0.02897683,-0.02897684,1.44029217,-1.44029230
-5.63381691,2.56456818,-2.56456852,0.00412993,-0.00412993,0.08583794,-0.08583797,0.59230494,-0.59230505,0.80293114,-0.80293122,0.32195665,-0.32195668,0.16490562,-0.16490565,0.02803431,-0.02803432,1.42284146,-1.42284165
-5.62781391,2.51794418,-2.51794461,0.00413026,-0.00413026,0.08228377,-0.08228379,0.57700701,-0.57700714,0.79149455,-0.79149467,0.31634179,-0.31634183,0.16009814,-0.16009818,0.02704110,-0.02704111,1.40016279,-1.40016303
-5.62181091,2.46285622,-2.46285673,0.00410533,-0.00410533,0.07881726,-0.07881728,0.56014967,-0.56014982,0.77662006,-0.77662020,0.30997942,-0.30997947,0.15514327,-0.15514331,0.02600261,-0.02600262,1.37224972,-1.37225001
-5.61580790,2.39943471,-2.39943531,0.00405511,-0.00405511,0.07542064,-0.07542066,0.54179083,-0.54179100,0.75840424,-0.75840442,0.30279558,-0.30279563,0.15004264,-0.15004268,0.02492467,-0.02492469,1.33920586,-1.33920620
-5.60980490,2.32800878,-2.32800946,0.00398020,-0.00398020,0.07207985,-0.07207987,0.52202667,-0.52202685,0.73701225,-0.73701246,0.29474314,-0.29474320,0.14480840,-0.14480845,0.02381369,-0.02381370,1.30125129,-1.30125168
-5.60380190,2.24911207,-2.24911282,0.00388175,-0.00388175,0.06878579,-0.06878581,0.50099312,-0.50099331,0.71267672,-0.71267695,0.28580477,-0.28580484,0.13946471,-0.13946476,0.02267671,-0.02267672,1.25872418,-1.25872461
-5.59779890,2.16347986,-2.16348067,0.00376146,-0.00376146,0.06553529,-0.06553532,0.47886542,-0.47886563,0.68569414,-0.68569440,0.27599446,-0.27599455,0.13404861,-0.13404866,0.02152151,-0.02152152,1.21207761,-1.21207808
-5.59179590,2.07203755,-2.07203843,0.00362149,-0.00362149,0.06233173,-0.06233175,0.45585590,-0.45585612,0.65641879,-0.65641907,0.26535768,-0.26535777,0.12861037,-0.12861041,0.02035660,-0.02035661,1.16187164,-1.16187214
-5.58579290,1.97588119,-1.97588211,0.00346440,-0.00346441,0.05918526,-0.05918529,0.43220995,-0.43221017,0.62525439,-0.62525469,0.25397008,-0.25397018,0.12321320,-0.12321325,0.01919114,-0.01919116,1.10876092,-1.10876144
-5.57978989,1.87625091,-1.87625185,0.00329309,-0.00329309,0.05611283,-0.05611286,0.40820060,-0.40820083,0.59264397,-0.59264428,0.24193510,-0.24193520,0.11793252,-0.11793257,0.01803486,-0.01803487,1.05347856,-1.05347910
-5.57378689,1.77449879,-1.77449975,0.00311065,-0.00311065,0.05313778,-0.05313780,0.38412203,-0.38412225,0.55905834,-0.55905866,0.22938040,-0.22938051,0.11285455,-0.11285460,0.01689787,-0.01689788,0.99681701,-0.99681756
-5.56778389,1.67205266,-1.67205363,0.00292035,-0.00292035,0.05028924,-0.05028926,0.36028216,-0.36028238,0.52498372,-0.52498404,0.21645359,-0.21645370,0.10807455,-0.10807459,0.01579048,-0.01579049,0.93960682,-0.93960738
-5.56178089,1.57037752,-1.57037848,0.00272547,-0.00272547,0.04760133,-0.04760136,0.33699504,-0.33699526,0.49090903,-0.49090935,0.20331731,-0.20331743,0.10369470,-0.10369475,0.01472293,-0.01472294,0.88269432,-0.88269488
-5.55577789,1.47093649,-1.47093743,0.00252928,-0.00252928,0.04511218,-0.04511220,0.31457313,-0.31457334,0.45731345,-0.45731377,0.19014410,-0.19014422,0.09982167,-0.09982171,0.01370521,-0.01370522,0.82691919,-0.82691973
-5.54977489,1.37515284,-1.37515375,0.00233493,-0.00233493,0.04286282,-0.04286284,0.29332003,-0.29332023,0.42465466,-0.42465497,0.17711117,-0.17711128,0.09656398,-0.09656402,0.01274672,-0.01274673,0.77309286,-0.77309338
-5.54377189,1.28437477,-1.28437563,0.00214537,-0.00214538,0.04089607,-0.04089609,0.27352385,-0.27352404,0.39335832,-0.39335862,0.16439540,-0.16439552,0.09402934,-0.09402937,0.01185608,-0.01185609,0.72197869,-0.72197918
-5.53776888,1.19984415,-1.19984495,0.00196333,-0.00196333,0.03925545,-0.03925546,0.25545161,-0.25545178,0.36380902,-0.36380929,0.15216885,-0.15216896,0.09232193,-0.09232195,0.01104093,-0.01104094,0.67427456,-0.67427502
-5.53176588,1.12267029,-1.12267103,0.00179124,-0.00179124,0.03798403,-0.03798405,0.23934463,-0.23934479,0.33634304,-0.33634330,0.14059470,-0.14059480,0.09153978,-0.09153980,0.01030768,-0.01030768,0.63059845,-0.63059888
-5.52576288,1.05380952,-1.05381018,0.00163120,-0.00163120,0.03712349,-0.03712350,0.22541535,-0.22541548,0.31124317,-0.31124340,0.12982404,-0.12982414,0.09177233,-0.09177234,0.00966139,-0.00966140,0.59147746,-0.59147784
-5.51975988,0.99405084,-0.99405143,0.00148498,-0.00148498,0.03671319,-0.03671320,0.21384517,-0.21384528,0.28873537,-0.28873559,0.11999341,-0.11999350,0.09309814,-0.09309814,0.00910572,-0.00910572,0.55734040,-0.55734073
-5.51375688,0.94400791,-0.94400841,0.00135401,-0.00135401,0.03678940,-0.03678941,0.20478372,-0.20478382,0.26898765,-0.26898784,0.11122317,-0.11122325,0.09558290,-0.09558290,0.00864280,-0.00864280,0.52851405,-0.52851434
-5.50775388,0.90411696,-0.90411738,0.00123935,-0.00123935,0.03738470,-0.03738470,0.19834913,-0.19834920,0.25211065,-0.25211081,0.10361662,-0.10361669,0.09927777,-0.09927776,0.00827329,-0.00827329,0.50522290,-0.50522314
-5.50175088,0.87464045,-0.87464078,0.00114174,-0.00114174,0.03852744,-0.03852744,0.19462923,-0.19462928,0.23816001,-0.23816015,0.09725994,-0.09726000,0.10421799,-0.10421797,0.00799641,-0.00799642,0.48759205,-0.48759224
-5.49574787,0.85567558,-0.85567583,0.00106158,-0.00106158,0.04024148,-0.04024148,0.19368352,-0.19368355,0.22714021,-0.22714032,0.09222277,-0.09222282,0.11042191,-0.11042189,0.00781006,-0.00781006,0.47565301,-0.47565315
-5.48974487,0.84716701,-0.84716717,0.00099896,-0.00099896,0.04254593,-0.04254592,0.19554572,-0.19554572,0.21900952,-0.21900960,0.08855924,-0.08855929,0.11789044,-0.11789040,0.00771091,-0.00771091,0.46935177,-0.46935186
-5.48374187,0.84892280,-0.84892288,0.00095373,-0.00095373,0.04545511,-0.04545510,0.20022642,-0.20022640,0.21368588,-0.21368593,0.08630955,-0.08630959,0.12660677,-0.12660673,0.00769461,-0.00769461,0.46855861,-0.46855865
-5.47773887,0.86063266,-0.86063265,0.00092543,-0.00092543,0.04897863,-0.04897861,0.20771598,-0.20771594,0.21105332,-0.21105336,0.08550165,-0.08550168,0.13653668,-0.13653663,0.00775597,-0.00775597,0.47307916,-0.47307916
-5.47173587,0.88188746,-0.88188738,0.00091343,-0.00091343,0.05312149,-0.05312147,0.21798706,-0.21798699,0.21096871,-0.21096872,0.08615314,-0.08615315,0.14762908,-0.14762902,0.00788915,-0.00788915,0.48266606,-0.48266602
-5.46573287,0.91219921,-0.91219905,0.00091687,-0.00091687,0.05788442,-0.05788440,0.23099686,-0.23099677,0.21326838,-0.21326837,0.08827306,-0.08827306,0.15981706,-0.15981700,0.00808789,-0.00808789,0.49703057,-0.49703049
-5.45972986,0.95102032,-0.95102009,0.00093473,-0.00093473,0.06326410,-0.06326408,0.24668878,-0.24668867,0.21777458,-0.21777455,0.09186359,-0.09186358,0.17301930,-0.17301923,0.00834570,-0.00834570,0.51585380,-0.51585368
-5.45372686,0.99776172,-0.99776144,0.00096583,-0.00096583,0.06925357,-0.06925354,0.26499343,-0.26499330,0.22430139,-0.22430135,0.09692138,-0.09692137,0.18714173,-0.18714166,0.00865606,-0.00865606,0.53879693,-0.53879678
-5.44772386,1.05180886,-1.05180852,0.00100889,-0.00100889,0.07584252,-0.07584249,0.28582887,-0.28582872,0.23266000,-0.23265993,0.10343856,-0.10343854,0.20207959,-0.20207951,0.00901256,-0.00901256,0.56551014,-0.56550996
-5.44172086,1.11253518,-1.11253479,0.00106253,-0.00106253,0.08301765,-0.08301762,0.30910015,-0.30909998,0.24266308,-0.24266300,0.11140322,-0.11140319,0.21771959,-0.21771950,0.00940909,-0.00940909,0.59563992,-0.59563971
-5.43571786,1.17931268,-1.17931224,0.00112529,-0.00112529,0.09076289,-0.09076285,0.33469815,-0.33469796,0.25412840,-0.25412831,0.12079945,-0.12079941,0.23394231,-0.23394222,0.00983989,-0.00983989,0.62883459,-0.62883435
-5.42971486,1.25151929,-1.25151880,0.00119566,-0.00119566,0.09905954,-0.09905950,0.36249784,-0.36249763,0.26688137,-0.26688127,0.13160682,-0.13160678,0.25062461,-0.25062452,0.01029967,-0.01029967,0.66474797,-0.66474771
-5.42371186,1.32854313,-1.32854261,0.00127212,-0.00127212,0.10788631,-0.10788627,0.39235607,-0.39235585,0.28075672,-0.28075660,0.14379929,-0.14379923,0.26764196,-0.26764187,0.01078358,-0.01078357,0.70304133,-0.70304105
-5.41770885,1.40978370,-1.40978314,0.00135313,-0.00135313,0.11721912,-0.11721908,0.42410927,-0.42410902,0.29559922,-0.29559909,0.15734366,-0.15734360,0.28487070,-0.28487061,0.01128723,-0.01128723,0.74338353,-0.74338323
-5.41170585,1.49465027,-1.49464969,0.00143717,-0.00143717,0.12703083,-0.12703078,0.45757102,-0.45757076,0.31126370,-0.31126357,0.17219764,-0.17219757,0.30219003,-0.30218994,0.01180668,-0.01180667,0.78544995,-0.78544963
-5.40570285,1.58255822,-1.58255761,0.00152276,-0.00152276,0.13729064,-0.13729060,0.49253012,-0.49252985,0.32761429,-0.32761414,0.18830752,-0.18830744,0.31948365,-0.31948356,0.01233827,-0.01233826,0.82892023,-0.82891990
-5.39969985,1.67292357,-1.67292294,0.00160851,-0.00160851,0.14796350,-0.14796345,0.52874908,-0.52874880,0.34452319,-0.34452304,0.20560567,-0.20560560,0.33664113,-0.33664104,0.01287859,-0.01287859,0.87347552,-0.87347518
-5.39369685,1.76515677,-1.76515612,0.00169307,-0.00169307,0.15900921,-0.15900916,0.56596358,-0.56596329,0.36186918,-0.36186901,0.22400807,-0.22400799,0.35355874,-0.35355865,0.01342436,-0.01342436,0.91879544,-0.91879509
-5.38769385,1.85865639,-1.85865573,0.00177522,-0.00177522,0.17038150,-0.17038145,0.60388300,-0.60388271,0.37953587,-0.37953570,0.24341184,-0.24341175,0.37014000,-0.37013992,0.01397225,-0.01397225,0.96455539,-0.96455503
-5.38169085,1.95280358,-1.95280291,0.00185386,-0.00185386,0.18202713,-0.18202708,0.64219228,-0.64219198,0.39741018,-0.39741001,0.26369320,-0.26369311,0.38629572,-0.38629564,0.01451881,-0.01451881,1.01042466,-1.01042430
-5.37568784,2.04695816,-2.04695749,0.00192800,-0.00192800,0.19388494,-0.19388489,0.68055515,-0.68055485,0.41538094,-0.41538076,0.28470594,-0.28470585,0.40194377,-0.40194368,0.01506034,-0.01506033,1.05606563,-1.05606527
-5.36968484,2.14045705,-2.14045638,0.00199680,-0.00199680,0.20588513,-0.20588508,0.71861894,-0.71861864,0.43333801,-0.43333783,0.30628050,-0.30628041,0.41700860,-0.41700852,0.01559279,-0.01559279,1.10113448,-1.10113412
-5.36368184,2.23261567,-2.23261501,0.00205959,-0.00205959,0.21794881,-0.21794875,0.75602073,-0.75602044,0.45117201,-0.45117182,0.32822405,-0.32822395,0.43142066,-0.43142058,0.01611176,-0.01611176,1.14528363,-1.14528328
-5.35767884,2.32273278,-2.32273213,0.00211583,-0.00211583,0.22998785,-0.22998779,0.79239491,-0.79239463,0.46877458,-0.46877440,0.35032147,-0.35032138,0.44511576,-0.44511569,0.01661243,-0.01661243,1.18816592,-1.18816558
-5.35167584,2.41009882,-2.41009819,0.00216515,-0.00216515,0.24190527,-0.24190522,0.82738170,-0.82738142,0.48603955,-0.48603936,0.37233756,-0.37233746,0.45803469,-0.45803462,0.01708961,-0.01708961,1.22944061,-1.22944027
-5.34567284,2.49400801,-2.49400740,0.00220732,-0.00220732,0.25359616,-0.25359610,0.86063645,-0.86063619,0.50286460,-0.50286442,0.39402027,-0.39402018,0.47012299,-0.47012292,0.01753783,-0.01753783,1.26878079,-1.26878047
