energy_ev,total_up,Sc_p_up,Sc_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,8.46691804,4.37370022,2.23370905,0.12658886,0.00082003,5.06361472,0.00000000
-5.99399700,8.38722283,4.33388421,2.21760869,0.12502387,0.00081863,5.04287787,0.00000000
-5.98799400,8.29005486,4.28623400,2.19670984,0.12331200,0.00081459,5.01312664,0.00000000
-5.98199100,8.17653488,4.23158329,2.17120862,0.12146067,0.00080790,4.97451323,0.00000000
-5.97598799,8.04789165,4.17084044,2.14132052,0.11947601,0.00079861,4.92724705,0.00000000
-5.96998499,7.90546165,4.10498542,2.10728174,0.11736360,0.00078680,4.87161192,0.00000000
-5.96398199,7.75068874,4.03506510,2.06935101,0.11512913,0.00077257,4.80798261,0.00000000
-5.95797899,7.58512280,3.96218651,2.02781164,0.11277925,0.00075605,4.73683899,0.00000000
-5.95197599,7.41041606,3.88750768,1.98297330,0.11032228,0.00073743,4.65877664,0.00000000
-5.94597299,7.22831618,3.81222585,1.93517326,0.10776898,0.00071687,4.57451277,0.00000000
-5.93996998,7.04065505,3.73756292,1.88477681,0.10513296,0.00069461,4.48488655,0.00000000
-5.93396698,6.84933295,3.66474835,1.83217656,0.10243108,0.00067086,4.39085352,0.00000000
-5.92796398,6.65629773,3.59499970,1.77779052,0.09968343,0.00064588,4.29347377,0.00000000
-5.92196098,6.46351936,3.52950152,1.72205888,0.09691321,0.00061990,4.19389449,0.00000000
-5.91595798,6.27296039,3.46938304,1.66543958,0.09414621,0.00059320,4.09332725,0.00000000
-5.90995498,6.08654326,3.41569572,1.60840279,0.09141014,0.00056601,3.99302128,0.00000000
-5.90395198,5.90611583,3.36939134,1.55142440,0.08873375,0.00053860,3.89423391,0.00000000
-5.89794897,5.73341667,3.33130178,1.49497910,0.08614579,0.00051119,3.79819964,0.00000000
-5.89194597,5.57004144,3.30212122,1.43953297,0.08367392,0.00048402,3.70609930,0.00000000
-5.88594297,5.41741227,3.28239165,1.38553622,0.08134362,0.00045728,3.61903088,0.00000000
-5.87993997,5.27675130,3.27249234,1.33341618,0.07917718,0.00043118,3.53798323,0.00000000
-5.87393697,5.14905973,3.27263367,1.28357090,0.07719278,0.00040588,3.46381392,0.00000000
-5.86793397,5.03510320,3.28285560,1.23636354,0.07540386,0.00038152,3.39723187,0.00000000
-5.86193097,4.93540392,3.30303073,1.19211766,0.07381863,0.00035822,3.33878558,0.00000000
-5.85592796,4.85023984,3.33287165,1.15111354,0.07243991,0.00033608,3.28885681,0.00000000
-5.84992496,4.77965044,3.37194221,1.11358548,0.07126520,0.00031518,3.24765984,0.00000000
-5.84392196,4.72344846,3.41967203,1.07972007,0.07028706,0.00029558,3.21524577,0.00000000
-5.83791896,4.68123695,3.47537334,1.04965536,0.06949364,0.00027730,3.19151118,0.00000000
-5.83191596,4.65243021,3.53825968,1.02348072,0.06886947,0.00026037,3.17621041,0.00000000
-5.82591296,4.63627781,3.60746521,1.00123737,0.06839639,0.00024480,3.16897058,0.00000000
-5.81990995,4.63189025,3.68206428,0.98291944,0.06805451,0.00023057,3.16930837,0.00000000
-5.81390695,4.63826534,3.76109029,0.96847542,0.06782322,0.00021766,3.17664773,0.00000000
-5.80790395,4.65431438,3.84355353,0.95781003,0.06768216,0.00020605,3.19033790,0.00000000
-5.80190095,4.67888740,3.92845755,0.95078640,0.06761209,0.00019571,3.20967094,0.00000000
-5.79589795,4.71079690,4.01481393,0.94722859,0.06759563,0.00018660,3.23389858,0.00000000
-5.78989495,4.74883993,4.10165527,0.94692452,0.06761779,0.00017867,3.26224794,0.00000000
-5.78389195,4.79181827,4.18804667,0.94962933,0.06766639,0.00017188,3.29393611,0.00000000
-5.77788894,4.83855686,4.27309558,0.95506926,0.06773216,0.00016619,3.32818345,0.00000000
-5.77188594,4.88792039,4.35596037,0.96294592,0.06780878,0.00016154,3.36422584,0.00000000
-5.76588294,4.93882832,4.43585777,0.97294127,0.06789262,0.00015790,3.40132575,0.00000000
-5.75987994,4.99026828,4.51206913,0.98472292,0.06798244,0.00015521,3.43878231,0.00000000
-5.75387694,5.04130787,4.58394579,0.99794995,0.06807888,0.00015342,3.47594031,0.00000000
-5.74787394,5.09110467,4.65091328,1.01227891,0.06818392,0.00015248,3.51219808,0.00000000
-5.74187094,5.13891425,4.71247447,1.02737000,0.06830030,0.00015232,3.54701413,0.00000000
-5.73586793,5.18409582,4.76821135,1.04289305,0.06843096,0.00015290,3.57991220,0.00000000
-5.72986493,5.22611511,4.81778526,1.05853316,0.06857842,0.00015414,3.61048461,0.00000000
-5.72386193,5.26454404,4.86093548,1.07399570,0.06874441,0.00015598,3.63839357,0.00000000
-5.71785893,5.29905697,4.89747591,1.08901045,0.06892938,0.00015835,3.66337013,0.00000000
-5.71185593,5.32942311,4.92728979,1.10333462,0.06913231,0.00016117,3.68521074,0.00000000
-5.70585293,5.35549525,4.95032257,1.11675475,0.06935053,0.00016436,3.70377123,0.00000000
