energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-5.85592796,6.61360600,0.20499250,0.10743857,1.11397334,0.82473361,2.04095881,0.83023330,0.17201776,3.18295176
-5.84992496,6.53891518,0.20712018,0.10656181,1.10996746,0.81653335,2.01858943,0.82921899,0.16554227,3.14286357
-5.84392196,6.44642560,0.20834993,0.10524999,1.10280895,0.80584119,1.99063359,0.82538527,0.15869520,3.09521288
-5.83791896,6.33594814,0.20865716,0.10352032,1.09243177,0.79259276,1.95695590,0.81869010,0.15151699,3.03986212
-5.83191596,6.20754182,0.20803149,0.10139508,1.07880264,0.77677012,1.91750682,0.80912864,0.14405491,2.97677080
-5.82591296,6.06152874,0.20647651,0.09890099,1.06192339,0.75840376,1.87233116,0.79673416,0.13636249,2.90600715
-5.81990995,5.89850003,0.20400920,0.09606853,1.04183262,0.73757286,1.82157287,0.78157800,0.12849856,2.82775562
-5.81390695,5.71931308,0.20065916,0.09293123,1.01860677,0.71440384,1.76547593,0.76376872,0.12052607,2.74232024
-5.80790395,5.52508056,0.19646763,0.08952490,0.99236041,0.68906720,1.70438143,0.74345064,0.11251061,2.65012401
-5.80190095,5.31715206,0.19148642,0.08588698,0.96324600,0.66177300,1.63872115,0.72080178,0.10451888,2.55170430
-5.79589795,5.09708962,0.18577666,0.08205583,0.93145288,0.63276514,1.56900810,0.69603132,0.09661705,2.44770502
-5.78989495,4.86663829,0.17940756,0.07807006,0.89720569,0.60231478,1.49582449,0.66937669,0.08886925,2.33886584
-5.78389195,4.62769317,0.17245504,0.07396806,0.86076205,0.57071319,1.41980791,0.64110038,0.08133604,2.22600904
-5.77788894,4.38226422,0.16500041,0.06978741,0.82240966,0.53826440,1.34163614,0.61148659,0.07407327,2.11002478
-5.77188594,4.13243998,0.15712902,0.06556453,0.78246270,0.50527782,1.26201153,0.58083761,0.06713102,1.99185510
-5.76588294,3.88035152,0.14892890,0.06133425,0.74125765,0.47206124,1.18164530,0.54947026,0.06055292,1.87247742
-5.75987994,3.62813740,0.14048948,0.05712954,0.69914852,0.43891437,1.10124245,0.51771217,0.05437574,1.75288801
-5.75387694,3.37791058,0.13190025,0.05298128,0.65650165,0.40612301,1.02148767,0.48589809,0.04862932,1.63408577
-5.74787394,3.13172796,0.12324956,0.04891800,0.61369002,0.37395419,0.94303274,0.45436625,0.04333676,1.51705692
-5.74187094,2.89156300,0.11462341,0.04496577,0.57108740,0.34265209,0.86648555,0.42345469,0.03851488,1.40276075
-5.73586793,2.65928189,0.10610433,0.04114804,0.52906228,0.31243506,0.79240099,0.39349783,0.03417493,1.29211683
-5.72986493,2.43662357,0.09777034,0.03748559,0.48797199,0.28349354,0.72127390,0.36482307,0.03032344,1.18599387
-5.72386193,2.22518365,0.08969400,0.03399645,0.44815687,0.25598892,0.65353394,0.33774758,0.02696323,1.08520032
-5.71785893,2.02640238,0.08194159,0.03069589,0.40993505,0.23005327,0.58954243,0.31257532,0.02409448,0.99047688
-5.71185593,1.84155657,0.07457238,0.02759644,0.37359760,0.20578997,0.52959110,0.28959427,0.02171578,0.90249092
-5.70585293,1.67175523,0.06763814,0.02470794,0.33940456,0.18327488,0.47390243,0.26907381,0.01982527,0.82183270
-5.69984992,1.51793881,0.06118266,0.02203766,0.30758160,0.16255830,0.42263161,0.25126241,0.01842158,0.74901342
-5.69384692,1.38088144,0.05524155,0.01959040,0.27831776,0.14366728,0.37586968,0.23638547,0.01750475,0.68446480
-5.68784392,1.26119587,0.04984213,0.01736867,0.25176389,0.12660839,0.33364782,0.22464329,0.01707701,0.62854008
-5.68184092,1.15934056,0.04500346,0.01537292,0.22803215,0.11137073,0.29594243,0.21620921,0.01714335,0.58151607
-5.67583792,1.07562811,0.04073660,0.01360172,0.20719624,0.09792902,0.26268074,0.21122784,0.01771202,0.54359602
-5.66983492,1.01023470,0.03704481,0.01205205,0.18929240,0.08624685,0.23374686,0.20981320,0.01879473,0.51491307
-5.66383192,0.96320959,0.03392408,0.01071957,0.17432107,0.07627970,0.20898789,0.21204707,0.02040674,0.49553373
-5.65782891,0.93448431,0.03136351,0.00959882,0.16224901,0.06797785,0.18822000,0.21797710,0.02256670,0.48546137
-5.65182591,0.92388080,0.02934592,0.00868355,0.15301179,0.06128897,0.17123432,0.22761507,0.02529629,0.48463922
-5.64582291,0.93111814,0.02784840,0.00796689,0.14651652,0.05616038,0.15780243,0.24093507,0.02861972,0.49295282
-5.63981991,0.95581745,0.02684292,0.00744158,0.14264471,0.05254079,0.14768142,0.25787177,0.03256291,0.51023163
-5.63381691,0.99750482,0.02629692,0.00710010,0.14125510,0.05038157,0.14061840,0.27831883,0.03715261,0.53624983
-5.62781391,1.05561207,0.02617394,0.00693479,0.14218647,0.04963752,0.13635449,0.30212751,0.04241519,0.57072618
-5.62181091,1.12947552,0.02643415,0.00693794,0.14526030,0.05026699,0.13462817,0.32910573,0.04837539,0.61332306
-5.61580790,1.21833295,0.02703499,0.00710172,0.15028330,0.05223148,0.13517820,0.35901748,0.05505478,0.66364477
-5.60980490,1.32131920,0.02793170,0.00741820,0.15704984,0.05549470,0.13774590,0.39158302,0.06247022,0.72123542
-5.60380190,1.43746075,0.02907794,0.00787922,0.16534426,0.06002111,0.14207708,0.42647964,0.07063205,0.78557643
-5.59779890,1.56567009,0.03042632,0.00847625,0.17494304,0.06577412,0.14792354,0.46334348,0.07954239,0.85608419
-5.59179590,1.70474045,0.03192901,0.00920028,0.18561704,0.07271382,0.15504432,0.50177217,0.08919332,0.93210810
-5.58579290,1.85334174,0.03353839,0.01004157,0.19713375,0.08079467,0.16320669,0.54132859,0.09956509,1.01292933
-5.57978989,2.01001843,0.03520768,0.01098955,0.20925953,0.08996299,0.17218703,0.58154560,0.11062457,1.09776080
-5.57378689,2.17319018,0.03689163,0.01203265,0.22176211,0.10015459,0.18177161,0.62193185,0.12232373,1.18574860
-5.56778389,2.34115607,0.03854722,0.01315818,0.23441311,0.11129263,0.19175743,0.66197861,0.13459855,1.27597529
-5.56178089,2.51210297,0.04013444,0.01435230,0.24699086,0.12328585,0.20195306,0.70116744,0.14736814,1.36746536
-5.55577789,2.68411873,0.04161702,0.01560004,0.25928331,0.13602736,0.21217964,0.73897859,0.16053447,1.45919309
-5.54977489,2.85521061,0.04296324,0.01688542,0.27109118,0.14939411,0.22227205,0.77490010,0.17398243,1.55009293
-5.54377189,3.02332911,0.04414670,0.01819164,0.28223123,0.16324717,0.23208022,0.80843715,0.18758061,1.63907263
-5.53776888,3.18639736,0.04514705,0.01950143,0.29253966,0.17743287,0.24147067,0.83912167,0.20118263,1.72502891
-5.53176588,3.34234576,0.04595075,0.02079744,0.30187557,0.19178491,0.25032837,0.86652181,0.21462911,1.80686560
-5.52576288,3.48915141,0.04655170,0.02206280,0.31012447,0.20612738,0.25855866,0.89025111,0.22775032,1.88351414
-5.51975988,3.62488156,0.04695183,0.02328171,0.31720171,0.22027868,0.26608954,0.90997712,0.24036936,1.95395573
-5.51375688,3.74774010,0.04716159,0.02444014,0.32305573,0.23405630,0.27287402,0.92542910,0.25230592,2.01724492
-5.50775388,3.85611572,0.04720031,0.02552661,0.32767120,0.24728218,0.27889269,0.93640477,0.26338046,2.07253380
-5.50175088,3.94863035,0.04709646,0.02653290,0.33107176,0.25978864,0.28415627,0.94277576,0.27341871,2.11909614
-5.49574787,4.02418598,0.04688772,0.02745492,0.33332241,0.27142448,0.28870815,0.94449159,0.28225629,2.15635062
-5.48974487,4.08200826,0.04662087,0.02829334,0.33453137,0.28206113,0.29262678,0.94158210,0.28974332,2.18388230
-5.48374187,4.12168483,0.04635156,0.02905436,0.33485136,0.29159851,0.29602768,0.93415819,0.29574890,2.20146132
-5.47773887,4.14319664,0.04614376,0.02975018,0.33448008,0.29997029,0.29906509,0.92241081,0.30016513,2.20905815
-5.47173587,4.14694038,0.04606913,0.03039947,0.33365995,0.30714834,0.30193280,0.90660812,0.30291060,2.20685434
-5.46573287,4.13374064,0.04620602,0.03102761,0.33267679,0.31314601,0.30486430,0.88709099,0.30393323,2.19524823
-5.45972986,4.10485036,0.04663831,0.03166668,0.33185750,0.31802010,0.30813174,0.86426681,0.30321218,2.17485488
-5.45372686,4.06193880,0.04745395,0.03235535,0.33156651,0.32187130,0.31204368,0.83860171,0.30075889,2.14649990
-5.44772386,4.00706636,0.04874323,0.03313839,0.33220097,0.32484291,0.31694154,0.81061141,0.29661710,2.11120692
-5.44172086,3.94264636,0.05059684,0.03406604,0.33418461,0.32711797,0.32319433,0.78085094,0.29086184,2.07017879
-5.43571786,3.87139416,0.05310363,0.03519309,0.33796023,0.32891452,0.33119190,0.74990334,0.28359747,2.02477252
-5.42971486,3.79626457,0.05634814,0.03657775,0.34398079,0.33047940,0.34133648,0.71836764,0.27495478,1.97646880
-5.42371186,3.72037905,0.06040801,0.03828029,0.35269926,0.33208052,0.35403267,0.68684651,0.26508731,1.92683647
-5.41770885,3.64694454,0.06535119,0.04036151,0.36455720,0.33399794,0.36967598,0.65593367,0.25416699,1.87749305
-5.41170585,3.57916644,0.07123310,0.04288112,0.37997247,0.33651404,0.38864016,0.62620152,0.24237933,1.83006248
-5.40570285,3.52015816,0.07809383,0.04589595,0.39932613,0.33990320,0.41126363,0.59818919,0.22991830,1.78613118
-5.39969985,3.47285037,0.08595548,0.04945823,0.42294905,0.34442126,0.43783557,0.57239136,0.21698108,1.74720397
-5.39369685,3.43990305,0.09481967,0.05361380,0.45110850,0.35029530,0.46858200,0.54924805,0.20376299,1.71466126
-5.38769385,3.42362328,0.10466549,0.05840056,0.48399533,0.35771417,0.50365247,0.52913571,0.19045261,1.68971891
-5.38169085,3.42589201,0.11544787,0.06384692,0.52171217,0.36682006,0.54310808,0.51235977,0.17722741,1.67339225
-5.37568784,3.44810247,0.12709658,0.06997065,0.56426324,0.37770170,0.58691132,0.49914881,0.16424997,1.66646557
-5.36968484,3.49111277,0.13951598,0.07677790,0.61154628,0.39038923,0.63491841,0.48965071,0.15166484,1.66946815
-5.36368184,3.55521464,0.15258548,0.08426259,0.66334721,0.40485137,0.68687459,0.48393050,0.13959620,1.68265789
-5.35767884,3.64011973,0.16616092,0.09240624,0.71933777,0.42099469,0.74241298,0.48197040,0.12814637,1.70601308
-5.35167584,3.74496413,0.18007684,0.10117804,0.77907672,0.43866528,0.80105703,0.48367169,0.11739503,1.73923276
-5.34567284,3.86833128,0.19414958,0.11053546,0.84201467,0.45765268,0.86222703,0.48885860,0.10739926,1.78174569
-5.33966983,4.00829234,0.20818119,0.12042515,0.90750257,0.47769601,0.92525037,0.49728390,0.09819434,1.83272762
-5.33366683,4.16246261,0.22196408,0.13078414,0.97480392,0.49849195,0.98937549,0.50863622,0.08979504,1.89112627
-5.32766383,4.32807179,0.23528615,0.14154135,1.04311027,0.51970426,1.05378903,0.52254870,0.08219757,1.95569293
-5.32166083,4.50204530,0.24793636,0.15261933,1.11155961,0.54097447,1.11763548,0.53860882,0.07538184,2.02501961
-5.31565783,4.68109324,0.25971046,0.16393594,1.17925697,0.56193315,1.18003879,0.55636895,0.06931400,2.09758023
-5.30965483,4.86180361,0.27041656,0.17540626,1.24529663,0.58221144,1.24012486,0.57535751,0.06394918,2.17177412
-5.30365183,5.04073591,0.27988052,0.18694422,1.30878495,0.60145206,1.29704403,0.59509015,0.05923421,2.24597038
-5.29764882,5.21451148,0.28795069,0.19846419,1.36886294,0.61931958,1.34999275,0.61508077,0.05511028,2.31855119
-5.29164582,5.37989728,0.29450200,0.20988226,1.42472783,0.63550939,1.39823330,0.63485196,0.05151544,2.38795267
-5.28564282,5.53388016,0.29943913,0.22111728,1.47565260,0.64975501,1.44111100,0.65394469,0.04838687,2.45270181
-5.27963982,5.67372916,0.30269857,0.23209158,1.52100291,0.66183353,1.47806811,0.67192684,0.04566281,2.51144841
-5.27363682,5.79704456,0.30424967,0.24273133,1.56025074,0.67156911,1.50865406,0.68840052,0.04328418,2.56299105
-5.26763382,5.90179251,0.30409454,0.25296669,1.59298435,0.67883434,1.53253174,0.70300803,0.04119586,2.60629682
-5.26163082,5.98632557,0.30226680,0.26273168,1.61891435,0.68354979,1.54947980,0.71543642,0.03934760,2.64051442
-5.25562781,6.04938969,0.29882946,0.27196394,1.63787583,0.68568173,1.55939128,0.72542055,0.03769460,2.66498103
-5.24962481,6.09011915,0.29387178,0.28060442,1.64982682,0.68523848,1.56226885,0.73274495,0.03619780,2.67922322
-5.24362181,6.10802138,0.28750565,0.28859709,1.65484321,0.68226569,1.55821720,0.73724442,0.03482388,2.68295287
-5.23761881,6.10295392,0.27986130,0.29588876,1.65311084,0.67684087,1.54743336,0.73880355,0.03354511,2.67605878
-5.23161581,6.07509591,0.27108290,0.30242921,1.64491516,0.66906765,1.53019549,0.73735545,0.03233892,2.65859511
-5.22561281,6.02491653,0.26132399,0.30817147,1.63062912,0.65907016,1.50685098,0.73287979,0.03118748,2.63076758
-5.21960980,5.95314249,0.25074312,0.31307241,1.61069995,0.64698774,1.47780444,0.72540032,0.03007712,2.59291843
-5.21360680,5.86072638,0.23949978,0.31709370,1.58563531,0.63297042,1.44350607,0.71498215,0.02899779,2.54551095
-5.20760380,5.74881729,0.22775080,0.32020290,1.55598946,0.61717513,1.40444102,0.70172870,0.02794243,2.48911424
-5.20160080,5.61873427,0.21564725,0.32237480,1.52234964,0.59976294,1.36111984,0.68577872,0.02690648,2.42438868
-5.19559780,5.47194314,0.20333205,0.32359282,1.48532327,0.58089724,1.31407020,0.66730312,0.02588741,2.35207237
-5.18959480,5.31003626,0.19093810,0.32385028,1.44552584,0.56074269,1.26382999,0.64650186,0.02488425,2.27296857
-5.18359180,5.13471484,0.17858714,0.32315161,1.40356989,0.53946502,1.21094146,0.62360080,0.02389727,2.18793413
-5.17758879,4.94777274,0.16638909,0.32151318,1.36005484,0.51723126,1.15594645,0.59884855,0.02292770,2.09786870
-5.17158579,4.75108088,0.15444198,0.31896370,1.31555791,0.49421032,1.09938226,0.57251310,0.02197750,2.00370431
-5.16558279,4.54657133,0.14283220,0.31554417,1.27062590,0.47057368,1.04177794,0.54487852,0.02104919,1.90639532
-5.15957979,4.33622009,0.13163517,0.31130722,1.22576784,0.44649589,0.98365087,0.51624131,0.02014570,1.80690818
-5.15357679,4.12202820,0.12091615,0.30631595,1.18144855,0.42215485,0.92550332,0.48690677,0.01927032,1.70621110
-5.14757379,3.90600066,0.11073126,0.30064217,1.13808308,0.39773158,0.86781890,0.45718507,0.01842657,1.60526337
-5.14157079,3.69012361,0.10112846,0.29436426,1.09603211,0.37340956,0.81105894,0.42738729,0.01761814,1.50500456
-5.13556778,3.47633979,0.09214861,0.28756469,1.05559842,0.34937346,0.75565878,0.39782142,0.01684887,1.40634359
-5.12956478,3.26652351,0.08382634,0.28032728,1.01702460,0.32580746,0.70202412,0.36878828,0.01612265,1.31014809
-5.12356178,3.06245572,0.07619095,0.27273459,0.98049208,0.30289308,0.65052762,0.34057773,0.01544340,1.21723433
-5.11755878,2.86580048,0.06926703,0.26486527,0.94612168,0.28080676,0.60150595,0.31346492,0.01481497,1.12835806
-5.11155578,2.67808402,0.06307502,0.25679190,0.91397576,0.25971723,0.55525758,0.28770705,0.01424116,1.04420676
-5.10555278,2.50067720,0.05763154,0.24857916,0.88406190,0.23978295,0.51204131,0.26354039,0.01372562,0.96539343
-5.09954977,2.33478250,0.05294965,0.24028258,0.85633825,0.22114958,0.47207598,0.24117792,0.01327188,0.89245243
-5.09354677,2.18142588,0.04903889,0.23194794,0.83072017,0.20394779,0.43554116,0.22080743,0.01288329,0.82583728
-5.08754377,2.04145389,0.04590520,0.22361127,0.80708817,0.18829141,0.40257910,0.20259020,0.01256308,0.76592062
-5.08154077,1.91553596,0.04355081,0.21529951,0.78529658,0.17427599,0.37329763,0.18666030,0.01231435,0.71299624
-5.07553777,1.80417146,0.04197388,0.20703168,0.76518272,0.16197790,0.34777400,0.17312435,0.01214014,0.66728283
-5.06953477,1.70770073,0.04116824,0.19882048,0.74657610,0.15145386,0.32605948,0.16206181,0.01204354,0.62892933
-5.06353177,1.62631939,0.04112292,0.19067427,0.72930711,0.14274093,0.30818433,0.15352559,0.01202777,0.59802137
-5.05752876,1.56009465,0.04182178,0.18259911,0.71321491,0.13585699,0.29416282,0.14754313,0.01209632,0.57458848
-5.05152576,1.50898269,0.04324306,0.17460086,0.69815397,0.13080145,0.28399820,0.14411754,0.01225316,0.55861149
-5.04552276,1.47284578,0.04535893,0.16668713,0.68399917,0.12755629,0.27768695,0.14322902,0.01250291,0.55002986
-5.03951976,1.45146845,0.04813520,0.15886895,0.67064897,0.12608731,0.27522228,0.14483625,0.01285106,0.54874836
-5.03351676,1.44457163,0.05153100,0.15116201,0.65802690,0.12634542,0.27659659,0.14887783,0.01330432,0.55464304
-5.02751376,1.45182422,0.05549861,0.14358751,0.64608114,0.12826802,0.28180247,0.15527366,0.01387083,0.56756589
-5.02151076,1.47285171,0.05998342,0.13617244,0.63478250,0.13178030,0.29083249,0.16392624,0.01456054,0.58734846
-5.01550775,1.50724176,0.06492410,0.12894944,0.62412098,0.13679658,0.30367730,0.17472189,0.01538560,0.61380404
-5.00950475,1.55454667,0.07025281,0.12195611,0.61410128,0.14322142,0.32032245,0.18753186,0.01636068,0.64672854
-5.00350175,1.61428311,0.07589577,0.11523398,0.60473764,0.15095074,0.34074378,0.20221345,0.01750339,0.68590030
-4.99749875,1.68592956,0.08177388,0.10882708,0.59604840,0.15987276,0.36490162,0.21861106,0.01883467,0.73107875
-4.99149575,1.76892194,0.08780364,0.10278032,0.58805067,0.16986888,0.39273417,0.23655728,0.02037910,0.78200235
-4.98549275,1.86264808,0.09389813,0.09713775,0.58075549,0.18081446,0.42415016,0.25587408,0.02216523,0.83838598
-4.97948974,1.96644164,0.09996829,0.09194077,0.57416376,0.19257956,0.45902138,0.27637413,0.02422578,0.89991795
-4.97348674,2.07957619,0.10592420,0.08722635,0.56826310,0.20502967,0.49717527,0.29786228,0.02659767,0.96625704
-4.96748374,2.20125987,0.11167653,0.08302552,0.56302588,0.21802639,0.53838814,0.32013723,0.02932202,1.03702978
-4.96148074,2.33063128,0.11713803,0.07936199,0.55840835,0.23142820,0.58237939,0.34299342,0.03244379,1.11182809
-4.95547774,2.46675694,0.12222505,0.07625104,0.55435083,0.24509126,0.62880713,0.36622320,0.03601133,1.19020767
-4.94947474,2.60863068,0.12685901,0.07369871,0.55077900,0.25887026,0.67726562,0.38961911,0.04007559,1.27168710
-4.94347174,2.75517508,0.13096780,0.07170137,0.54760582,0.27261943,0.72728488,0.41297637,0.04468902,1.35574796
-4.93746873,2.90524521,0.13448713,0.07024553,0.54473428,0.28619362,0.77833262,0.43609547,0.04990427,1.44183591
-4.93146573,3.05763458,0.13736169,0.06930792,0.54206029,0.29944945,0.82981885,0.45878474,0.05577245,1.52936282
-4.92546273,3.21108324,0.13954612,0.06885599,0.53947598,0.31224664,0.88110306,0.48086289,0.06234127,1.61770995
-4.91945973,3.36428793,0.14100589,0.06884851,0.53687282,0.32444939,0.93150409,0.50216135,0.06965282,1.70623214
-4.91345673,3.51591397,0.14171783,0.06923651,0.53414457,0.33592785,0.98031232,0.52252633,0.07774116,1.79426279
-4.90745373,3.66460863,0.14167052,0.06996428,0.53118999,0.34655959,1.02680413,0.54182047,0.08662993,1.88111975
-4.90145073,3.80901566,0.14086441,0.07097067,0.52791502,0.35623120,1.07025796,0.55992402,0.09632975,1.96611167
-4.89544772,3.94779059,0.13931173,0.07219038,0.52423460,0.36483967,1.10997168,0.57673545,0.10683587,2.04854492
-4.88944472,4.07961644,0.13703608,0.07355541,0.52007394,0.37229389,1.14528042,0.59217149,0.11812591,2.12773072
-4.88344172,4.20321933,0.13407189,0.07499652,0.51536940,0.37851588,1.17557435,0.60616646,0.13015800,2.20299237
-4.87743872,4.31738388,0.13046360,0.07644475,0.51006889,0.38344191,1.20031568,0.61867108,0.14286935,2.27367245
-4.87143572,4.42096773,0.12626460,0.07783286,0.50413196,0.38702336,1.21905407,0.62965070,0.15617535,2.33913979
-4.86543272,4.51291521,0.12153608,0.07909682,0.49752957,0.38922735,1.23143985,0.63908308,0.16996938,2.39879620
-4.85942971,4.59226968,0.11634561,0.08017710,0.49024364,0.39003704,1.23723452,0.64695585,0.18412334,2.45208270
-4.85342671,4.65818449,0.11076573,0.08101996,0.48226642,0.38945168,1.23631788,0.65326386,0.19848899,2.49848550
-4.84742371,4.70993249,0.10487228,0.08157851,0.47359970,0.38748625,1.22869170,0.65800648,0.21290003,2.53754135
-4.84142071,4.74691390,0.09874288,0.08181368,0.46425403,0.38417086,1.21447942,0.66118516,0.22717508,2.56884263
-4.83541771,4.76866266,0.09245521,0.08169489,0.45424781,0.37954984,1.19392222,0.66280135,0.24112126,2.59204189
-4.82941471,4.77485130,0.08608551,0.08120057,0.44360642,0.37368055,1.16737134,0.66285493,0.25453851,2.60685608
-4.82341171,4.76529421,0.07970702,0.08031841,0.43236133,0.36663200,1.13527716,0.66134329,0.26722431,2.61307035
-4.81740870,4.73994971,0.07338863,0.07904543,0.42054926,0.35848330,1.09817540,0.65826122,0.27897879,2.61054156
-4.81140570,4.69892062,0.06719371,0.07738765,0.40821137,0.34932200,1.05667106,0.65360142,0.28961000,2.59920127
-4.80540270,4.64245359,0.06117904,0.07535970,0.39539246,0.33924235,1.01142088,0.64735594,0.29893907,2.57905837
-4.79939970,4.57093720,0.05539410,0.07298409,0.38214030,0.32834360,0.96311481,0.63951810,0.30680519,2.55020111
-4.79339670,4.48489868,0.04988051,0.07029034,0.36850499,0.31672835,0.91245752,0.63008514,0.31307013,2.51279850
-4.78739370,4.38499936,0.04467168,0.06731392,0.35453837,0.30450094,0.86015043,0.61906114,0.31762211,2.46710089
-4.78139070,4.27202872,0.03979287,0.06409507,0.34029356,0.29176602,0.80687504,0.60646026,0.32037896,2.41343968
-4.77538769,4.14689696,0.03526127,0.06067755,0.32582456,0.27862726,0.75327799,0.59230992,0.32129033,2.35222585
-4.76938469,4.01062619,0.03108643,0.05710734,0.31118592,0.26518617,0.69995845,0.57665389,0.32033901,2.28394737
-4.76338169,3.86433996,0.02727086,0.05343139,0.29643249,0.25154120,0.64745798,0.55955490,0.31754115,2.20916526
-4.75737869,3.70925136,0.02381068,0.04969633,0.28161924,0.23778684,0.59625312,0.54109687,0.31294558,2.12850834
-4.75137569,3.54664975,0.02069649,0.04594739,0.26680106,0.22401305,0.54675077,0.52138641,0.30663210,2.04266655
-4.74537269,3.37788607,0.01791424,0.04222734,0.25203273,0.21030467,0.49928612,0.50055358,0.29870896,1.95238305
-4.73936968,3.20435713,0.01544619,0.03857567,0.23736873,0.19674107,0.45412309,0.47875199,0.28930957,1.85844509
-4.73336668,3.02748905,0.01327178,0.03502785,0.22286317,0.18339583,0.41145691,0.45615804,0.27858861,1.76167387
-4.72736368,2.84872015,0.01136856,0.03161489,0.20856962,0.17033652,0.37141848,0.43296951,0.26671766,1.66291361
-4.72136068,2.66948375,0.00971296,0.02836296,0.19454097,0.15762458,0.33408017,0.40940359,0.25388057,1.56302021
-4.71535768,2.49119118,0.00828111,0.02529331,0.18082918,0.14531522,0.29946257,0.38569434,0.24026879,1.46284958
-4.70935468,2.31521557,0.00704941,0.02242229,0.16748509,0.13345738,0.26754189,0.36208988,0.22607662,1.36324624
-4.70335168,2.14287669,0.00599508,0.01976158,0.15455809,0.12209380,0.23825757,0.33884930,0.21149676,1.26503230
-4.69734867,1.97542735,0.00509664,0.01731852,0.14209591,0.11126101,0.21151983,0.31623955,0.19671617,1.16899727
-4.69134567,1.81404169,0.00433415,0.01509660,0.13014436,0.10098950,0.18721689,0.29453240,0.18191239,1.07588893
-4.68534267,1.65980569,0.00368954,0.01309603,0.11874715,0.09130389,0.16522160,0.27400151,0.16725034,0.98640549
-4.67933967,1.51371006,0.00314665,0.01131442,0.10794581,0.08222315,0.14539742,0.25491980,0.15287974,0.90118937
-4.67333667,1.37664580,0.00269140,0.00974747,0.09777975,0.07376095,0.12760370,0.23755709,0.13893318,0.82082250
-4.66733367,1.24940230,0.00231170,0.00838972,0.08828648,0.06592602,0.11170006,0.22217808,0.12552473,0.74582349
-4.66133067,1.13266817,0.00199751,0.00723534,0.07950209,0.05872266,0.09755015,0.20904064,0.11274926,0.67664642
-4.65532766,1.02703453,0.00174073,0.00627892,0.07146188,0.05215128,0.08502460,0.19839436,0.10068224,0.61368146
-4.64932466,0.93300067,0.00153510,0.00551620,0.06420135,0.04620909,0.07400351,0.19047946,0.08938015,0.55725699
-4.64332166,0.85098174,0.00137618,0.00494488,0.05775738,0.04089079,0.06437825,0.18552581,0.07888128,0.50764322
