energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,V_p_up,V_d_up
-6.00000000,0.06652311,0.00111028,0.01701480,0.02190739,0.00000000,0.02050472,0.01794263
-5.99399700,0.06958545,0.00116137,0.01779818,0.02291583,0.00000000,0.02144830,0.01876851
-5.98799400,0.07226661,0.00120609,0.01848413,0.02379872,0.00000000,0.02227422,0.01949153
-5.98199100,0.07451295,0.00124354,0.01905893,0.02453837,0.00000000,0.02296586,0.02009719
-5.97598799,0.07627860,0.00127294,0.01951091,0.02511967,0.00000000,0.02350899,0.02057311
-5.96998499,0.07752708,0.00129369,0.01983079,0.02553059,0.00000000,0.02389223,0.02090940
-5.96398199,0.07823268,0.00130533,0.02001203,0.02576262,0.00000000,0.02410746,0.02109907
-5.95797899,0.07838141,0.00130763,0.02005115,0.02581112,0.00000000,0.02415011,0.02113827
-5.95197599,0.07797161,0.00130053,0.01994786,0.02567551,0.00000000,0.02401933,0.02102647
-5.94597299,0.07701419,0.00128420,0.01970508,0.02535929,0.00000000,0.02371805,0.02076647
-5.93996998,0.07553238,0.00125898,0.01932896,0.02487005,0.00000000,0.02325282,0.02036438
-5.93396698,0.07356118,0.00122541,0.01882872,0.02421918,0.00000000,0.02263366,0.01982940
-5.92796398,0.07114634,0.00118420,0.01821639,0.02342160,0.00000000,0.02187367,0.01917361
-5.92196098,0.06834316,0.00113620,0.01750657,0.02249534,0.00000000,0.02098864,0.01841154
-5.91595798,0.06521501,0.00108238,0.01671599,0.02146104,0.00000000,0.01999646,0.01755983
-5.90995498,0.06183172,0.00102378,0.01586323,0.02034137,0.00000000,0.01891666,0.01663675
-5.90395198,0.05826794,0.00096150,0.01496821,0.01916056,0.00000000,0.01776971,0.01566170
-5.89794897,0.05460148,0.00089667,0.01405191,0.01794376,0.00000000,0.01657652,0.01465480
-5.89194597,0.05091178,0.00083039,0.01313591,0.01671659,0.00000000,0.01535782,0.01363639
-5.88594297,0.04727860,0.00076374,0.01224216,0.01550464,0.00000000,0.01413367,0.01262671
-5.87993997,0.04378083,0.00069771,0.01139267,0.01433307,0.00000000,0.01292302,0.01164550
-5.87393697,0.04049563,0.00063324,0.01060934,0.01322638,0.00000000,0.01174333,0.01071179
-5.86793397,0.03749783,0.00057115,0.00991381,0.01220809,0.00000000,0.01061034,0.00984365
-5.86193097,0.03485949,0.00051215,0.00932738,0.01130069,0.00000000,0.00953783,0.00905814
-5.85592796,0.03264979,0.00045686,0.00887101,0.01052553,0.00000000,0.00853763,0.00837122
-5.84992496,0.03093505,0.00040576,0.00856529,0.00990286,0.00000000,0.00761954,0.00779775
-5.84392196,0.02977881,0.00035925,0.00843049,0.00945184,0.00000000,0.00679149,0.00735158
-5.83791896,0.02924204,0.00031762,0.00848652,0.00919065,0.00000000,0.00605969,0.00704557
-5.83191596,0.02938329,0.00028107,0.00875296,0.00913653,0.00000000,0.00542882,0.00689176
-5.82591296,0.03025869,0.00024974,0.00924897,0.00930586,0.00000000,0.00490233,0.00690138
-5.81990995,0.03192190,0.00022371,0.00999314,0.00971413,0.00000000,0.00448270,0.00708497
-5.81390695,0.03442375,0.00020305,0.01100330,0.01037592,0.00000000,0.00417177,0.00745239
-5.80790395,0.03781174,0.00018779,0.01229622,0.01130479,0.00000000,0.00397108,0.00801280
-5.80190095,0.04212922,0.00017797,0.01388724,0.01251308,0.00000000,0.00388213,0.00877469
-5.79589795,0.04741441,0.00017366,0.01578975,0.01401167,0.00000000,0.00390673,0.00974571
-5.78989495,0.05369925,0.00017497,0.01801476,0.01580971,0.00000000,0.00404730,0.01093256
-5.78389195,0.06100807,0.00018207,0.02057031,0.01791424,0.00000000,0.00430711,0.01234092
-5.77788894,0.06935630,0.00019521,0.02346088,0.02032990,0.00000000,0.00469060,0.01397520
-5.77188594,0.07874923,0.00021473,0.02668695,0.02305858,0.00000000,0.00520358,0.01583845
-5.76588294,0.08918099,0.00024108,0.03024448,0.02609915,0.00000000,0.00585347,0.01793224
-5.75987994,0.10063380,0.00027483,0.03412464,0.02944729,0.00000000,0.00664952,0.02025659
-5.75387694,0.11307762,0.00031668,0.03831360,0.03309540,0.00000000,0.00760293,0.02280995
-5.74787394,0.12647033,0.00036747,0.04279256,0.03703270,0.00000000,0.00872701,0.02558931
-5.74187094,0.14075841,0.00042819,0.04753796,0.04124540,0.00000000,0.01003724,0.02859033
-5.73586793,0.15587820,0.00049996,0.05252193,0.04571707,0.00000000,0.01155130,0.03180757
-5.72986493,0.17175773,0.00058406,0.05771297,0.05042922,0.00000000,0.01328892,0.03523482
-5.72386193,0.18831899,0.00068186,0.06307678,0.05536188,0.00000000,0.01527178,0.03886546
-5.71785893,0.20548058,0.00079486,0.06857730,0.06049438,0.00000000,0.01752313,0.04269283
-5.71185593,0.22316061,0.00092463,0.07417789,0.06580612,0.00000000,0.02006734,0.04671066
-5.70585293,0.24127960,0.00107279,0.07984248,0.07127738,0.00000000,0.02292927,0.05091332
-5.69984992,0.25976319,0.00124091,0.08553682,0.07689003,0.00000000,0.02613351,0.05529616
-5.69384692,0.27854450,0.00143053,0.09122952,0.08262811,0.00000000,0.02970331,0.05985558
-5.68784392,0.29756586,0.00164305,0.09689305,0.08847824,0.00000000,0.03365954,0.06458898
-5.68184092,0.31677975,0.00187962,0.10250438,0.09442981,0.00000000,0.03801931,0.06949457
-5.67583792,0.33614890,0.00214115,0.10804542,0.10047482,0.00000000,0.04279459,0.07457087
-5.66983492,0.35564525,0.00242814,0.11350307,0.10660750,0.00000000,0.04799074,0.07981615
-5.66383192,0.37524803,0.00274064,0.11886893,0.11282360,0.00000000,0.05360500,0.08522749
-5.65782891,0.39494083,0.00307816,0.12413868,0.11911943,0.00000000,0.05962510,0.09079989
-5.65182591,0.41470783,0.00343960,0.12931111,0.12549061,0.00000000,0.06602797,0.09652511
-5.64582291,0.43452953,0.00382319,0.13438684,0.13193075,0.00000000,0.07277868,0.10239059
-5.63981991,0.45437809,0.00422647,0.13936698,0.13842999,0.00000000,0.07982980,0.10837830
-5.63381691,0.47421266,0.00464627,0.14425149,0.14497364,0.00000000,0.08712105,0.11446382
-5.62781391,0.49397510,0.00507869,0.14903771,0.15154082,0.00000000,0.09457945,0.12061555
-5.62181091,0.51358632,0.00551918,0.15371889,0.15810350,0.00000000,0.10212008,0.12679421
-5.61580790,0.53294369,0.00596262,0.15828298,0.16462574,0.00000000,0.10964728,0.13295273
-5.60980490,0.55191957,0.00640337,0.16271168,0.17106334,0.00000000,0.11705651,0.13903649
-5.60380190,0.57036146,0.00683547,0.16697987,0.17736405,0.00000000,0.12423664,0.14498405
-5.59779890,0.58809352,0.00725274,0.17105552,0.18346812,0.00000000,0.13107280,0.15072820
-5.59179590,0.60491973,0.00764898,0.17489995,0.18930946,0.00000000,0.13744954,0.15619753
-5.58579290,0.62062850,0.00801819,0.17846859,0.19481713,0.00000000,0.14325429,0.16131825
-5.57978989,0.63499854,0.00835471,0.18171217,0.19991730,0.00000000,0.14838090,0.16601639
-5.57378689,0.64780565,0.00865346,0.18457820,0.20453548,0.00000000,0.15273315,0.17022003
-5.56778389,0.65883025,0.00891008,0.18701278,0.20859891,0.00000000,0.15622807,0.17386175
-5.56178089,0.66786511,0.00912113,0.18896254,0.21203904,0.00000000,0.15879891,0.17688093
-5.55577789,0.67472302,0.00928422,0.19037672,0.21479398,0.00000000,0.16039756,0.17922591
