energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.54977489,2.47380347,0.09904447,0.00000000,0.03695768,1.51411418,0.72291167,0.84909471
-5.54377189,2.45172698,0.09804500,0.00000000,0.03815014,1.52412897,0.71622987,0.85619948
-5.53776888,2.44334907,0.09801629,0.00000000,0.03939007,1.53931731,0.71401876,0.86455855
-5.53176588,2.44783468,0.09887736,0.00000000,0.04064696,1.55942135,0.71616305,0.87395473
-5.52576288,2.46419488,0.10053704,0.00000000,0.04188988,1.58411309,0.72251432,0.88413588
-5.51975988,2.49130785,0.10289634,0.00000000,0.04308831,1.61299798,0.73289208,0.89481760
-5.51375688,2.52794128,0.10585067,0.00000000,0.04421292,1.64562048,0.74708511,0.90568731
-5.50775388,2.57277622,0.10929201,0.00000000,0.04523638,1.68147166,0.76485352,0.91640994
-5.50175088,2.62443237,0.11311106,0.00000000,0.04613403,1.71999861,0.78593141,0.92663495
-5.49574787,2.68149442,0.11719923,0.00000000,0.04688455,1.76061560,0.81003042,0.93600468
-5.48974487,2.74253919,0.12145058,0.00000000,0.04747047,1.80271652,0.83684406,0.94416360
-5.48374187,2.80616312,0.12576359,0.00000000,0.04787859,1.84568807,0.86605263,0.95076833
-5.47773887,2.87100940,0.13004287,0.00000000,0.04810023,1.88892332,0.89732863,0.95549789
-5.47173587,2.93579401,0.13420065,0.00000000,0.04813134,1.93183490,0.93034249,0.95806393
-5.46573287,2.99933004,0.13815810,0.00000000,0.04797249,1.97386727,0.96476806,0.95822049
-5.45972986,3.06054937,0.14184648,0.00000000,0.04762868,2.01450757,1.00028796,0.95577287
-5.45372686,3.11852108,0.14520797,0.00000000,0.04710900,2.05329452,1.03659819,0.95058535
-5.44772386,3.17246598,0.14819629,0.00000000,0.04642626,2.08982509,1.07341197,0.94258734
-5.44172086,3.22176683,0.15077699,0.00000000,0.04559640,2.12375876,1.11046265,0.93177786
-5.43571786,3.26597403,0.15292747,0.00000000,0.04463788,2.15481926,1.14750554,0.91822799
-5.42971486,3.30480678,0.15463663,0.00000000,0.04357107,2.18279416,1.18431884,0.90208144
-5.42371186,3.33814997,0.15590433,0.00000000,0.04241751,2.20753237,1.22070367,0.88355298
-5.41770885,3.36604728,0.15674043,0.00000000,0.04119927,2.22894018,1.25648357,0.86292509
-5.41170585,3.38869102,0.15716378,0.00000000,0.03993827,2.24697646,1.29150360,0.84054269
-5.40570285,3.40640972,0.15720090,0.00000000,0.03865568,2.26164739,1.32562947,0.81680644
-5.39969985,3.41965401,0.15688464,0.00000000,0.03737142,2.27300160,1.35874689,0.79216466
-5.39369685,3.42898193,0.15625276,0.00000000,0.03610368,2.28112611,1.39076160,0.76710431
-5.38769385,3.43504408,0.15534655,0.00000000,0.03486859,2.28614353,1.42160001,0.74214129
-5.38169085,3.43856948,0.15420961,0.00000000,0.03368000,2.28821088,1.45121077,0.71781036
-5.37568784,3.44035224,0.15288667,0.00000000,0.03254931,2.28751994,1.47956705,0.69465499
-5.36968484,3.44123931,0.15142272,0.00000000,0.03148546,2.28429911,1.50666945,0.67321733
-5.36368184,3.44211898,0.14986227,0.00000000,0.03049501,2.27881638,1.53254913,0.65402859
-5.35767884,3.44390984,0.14824885,0.00000000,0.02958221,2.27138281,1.55727077,0.63759983
-5.35167584,3.44754949,0.14662474,0.00000000,0.02874930,2.26235579,1.58093481,0.62441333
-5.34567284,3.45398229,0.14503076,0.00000000,0.02799668,2.25214135,1.60367840,0.61491457
-5.33966983,3.46414533,0.14350625,0.00000000,0.02732325,2.24119455,1.62567452,0.60950474
-5.33366683,3.47895198,0.14208902,0.00000000,0.02672667,2.23001731,1.64712875,0.60853376
-5.32766383,3.49927239,0.14081529,0.00000000,0.02620362,2.21915279,1.66827341,0.61229380
-5.32166083,3.52591081,0.13971948,0.00000000,0.02575012,2.20917624,1.68935881,0.62101314
-5.31565783,3.55957968,0.13883391,0.00000000,0.02536170,2.20068171,1.71064171,0.63485055
-5.30965483,3.60087119,0.13818828,0.00000000,0.02503358,2.19426518,1.73237127,0.65389002
-5.30365183,3.65022704,0.13780885,0.00000000,0.02476085,2.19050417,1.75477301,0.67813605
-5.29764882,3.70790789,0.13771756,0.00000000,0.02453848,2.18993500,1.77803150,0.70750962
-5.29164582,3.77396402,0.13793090,0.00000000,0.02436145,2.19302840,1.80227276,0.74184503
-5.28564282,3.84820926,0.13845865,0.00000000,0.02422468,2.20016503,1.82754745,0.78088789
-5.27963982,3.93020003,0.13930268,0.00000000,0.02412307,2.21161218,1.85381592,0.82429455
-5.27363682,4.01922153,0.14045575,0.00000000,0.02405143,2.22750311,1.88093629,0.87163325
-5.26763382,4.11428288,0.14190054,0.00000000,0.02400450,2.24782061,1.90865660,0.92238726
-5.26163082,4.21412256,0.14360894,0.00000000,0.02397688,2.27238576,1.93661180,0.97596034
-5.25562781,4.31722520,0.14554174,0.00000000,0.02396309,2.30085327,1.96432623,1.03168452
-5.24962481,4.42184990,0.14764880,0.00000000,0.02395759,2.33271367,1.99122189,1.08883045
-5.24362181,4.52607010,0.14986969,0.00000000,0.02395481,2.36730304,2.01663244,1.14662011
-5.23761881,4.62782376,0.15213492,0.00000000,0.02394934,2.40382001,2.03982260,1.20424186
-5.23161581,4.72497244,0.15436767,0.00000000,0.02393595,2.44134946,2.06001223,1.26086741
-5.22561281,4.81536710,0.15648602,0.00000000,0.02390985,2.47889230,2.07640405,1.31567026
-5.21960980,4.89691799,0.15840560,0.00000000,0.02386680,2.51539984,2.08821387,1.36784526
-5.21360680,4.96766566,0.16004245,0.00000000,0.02380329,2.54981152,2.09470182,1.41662840
-5.20760380,5.02585010,0.16131615,0.00000000,0.02371673,2.58109423,2.09520320,1.46131635
-5.20160080,5.06997488,0.16215291,0.00000000,0.02360555,2.60828153,2.08915736,1.50128503
-5.19559780,5.09886350,0.16248849,0.00000000,0.02346936,2.63051116,2.07613334,1.53600641
-5.18959480,5.11170538,0.16227086,0.00000000,0.02330897,2.64705915,2.05585100,1.56506306
-5.18359180,5.10808957,0.16146249,0.00000000,0.02312644,2.65736921,2.02819662,1.58815984
-5.17758879,5.08802475,0.16004196,0.00000000,0.02292505,2.66107619,1.99323239,1.60513231
-5.17158579,5.05194472,0.15800513,0.00000000,0.02270922,2.65802289,1.95119938,1.61595156
-5.16558279,5.00069938,0.15536547,0.00000000,0.02248438,2.64826950,1.90251386,1.62072544
-5.15957979,4.93553174,0.15215377,0.00000000,0.02225680,2.63209570,1.84775748,1.61969591
-5.15357679,4.85804208,0.14841721,0.00000000,0.02203340,2.60999536,1.78766165,1.61323304
-5.14757379,4.77014102,0.14421775,0.00000000,0.02182150,2.58266425,1.72308714,1.60182557
-5.14157079,4.67399351,0.13962996,0.00000000,0.02162860,2.55098149,1.65499980,1.58606860
-5.13556778,4.57195594,0.13473849,0.00000000,0.02146207,2.51598548,1.58444360,1.56664887
-5.12956478,4.46650905,0.12963513,0.00000000,0.02132896,2.47884520,1.51251217,1.54432802
-5.12356178,4.36018883,0.12441571,0.00000000,0.02123571,2.44082806,1.44032003,1.51992446
-5.11755878,4.25551797,0.11917693,0.00000000,0.02118795,2.40326516,1.36897460,1.49429435
-5.11155578,4.15493981,0.11401324,0.00000000,0.02119022,2.36751533,1.29955002,1.46831222
-5.10555278,4.06075683,0.10901388,0.00000000,0.02124588,2.33492859,1.23306358,1.44285167
-5.09954977,3.97507522,0.10426021,0.00000000,0.02135685,2.30681041,1.17045531,1.41876669
-5.09354677,3.89975673,0.09982336,0.00000000,0.02152353,2.28438737,1.11257135,1.39687382
-5.08754377,3.83637876,0.09576231,0.00000000,0.02174469,2.26877526,1.06015108,1.37793569
-5.08154077,3.78620337,0.09212246,0.00000000,0.02201739,2.26095027,1.01381821,1.36264598
-5.07553777,3.75015541,0.08893463,0.00000000,0.02233698,2.26172391,0.97407559,1.35161629
-5.06953477,3.72880995,0.08621462,0.00000000,0.02269707,2.27172237,0.94130342,1.34536480
-5.06353177,3.72238873,0.08396319,0.00000000,0.02308960,2.29137050,0.91576052,1.34430715
-5.05752876,3.73076539,0.08216657,0.00000000,0.02350498,2.32088107,0.89758809,1.34874942
-5.05152576,3.75347875,0.08079742,0.00000000,0.02393216,2.36024916,0.88681544,1.35888328
-5.04552276,3.78975353,0.07981611,0.00000000,0.02435893,2.40925204,0.88336713,1.37478341
-5.03951976,3.83852761,0.07917239,0.00000000,0.02477210,2.46745417,0.88707093,1.39640705
-5.03351676,3.89848467,0.07880738,0.00000000,0.02515782,2.53421716,0.89766615,1.42359554
-5.02751376,3.96809129,0.07865572,0.00000000,0.02550194,2.60871422,0.91481191,1.45607785
-5.02151076,4.04563701,0.07864788,0.00000000,0.02579037,2.68994851,0.93809494,1.49347584
-5.01550775,4.12927637,0.07871258,0.00000000,0.02600951,2.77677458,0.96703672,1.53531096
-5.00950475,4.21707125,0.07877912,0.00000000,0.02614663,2.86792229,1.00109977,1.58101240
-5.00350175,4.30703262,0.07877973,0.00000000,0.02619028,2.96202213,1.03969309,1.62992613
-4.99749875,4.39716032,0.07865171,0.00000000,0.02613072,3.05763125,1.08217690,1.68132504
-4.99149575,4.48547993,0.07833933,0.00000000,0.02596021,3.15325944,1.12786678,1.73441952
-4.98549275,4.57007603,0.07779544,0.00000000,0.02567335,3.24739440,1.17603750,1.78836883
-4.97948974,4.64912127,0.07698282,0.00000000,0.02526725,3.33852578,1.22592709,1.84229277
-4.97348674,4.72090113,0.07587505,0.00000000,0.02474173,3.42516775,1.27674133,1.89528390
-4.96748374,4.78383433,0.07445706,0.00000000,0.02409929,3.50588006,1.32765924,1.94642021
-4.96148074,4.83648939,0.07272524,0.00000000,0.02334513,3.57928751,1.37784000,1.99477832
-4.95547774,4.87759785,0.07068716,0.00000000,0.02248698,3.64409828,1.42643160,2.03944733
-4.94947474,4.90606487,0.06836100,0.00000000,0.02153486,3.69912130,1.47258148,2.07954332
-4.94347174,4.92097808,0.06577451,0.00000000,0.02050080,3.74328301,1.51544941,2.11422456
-4.93746873,4.92161542,0.06296392,0.00000000,0.01939842,3.77564394,1.55422247,2.14270742
-4.93146573,4.90745261,0.05997244,0.00000000,0.01824256,3.79541523,1.58813191,2.16428273
-4.92546273,4.87817071,0.05684878,0.00000000,0.01704882,3.80197511,1.61647172,2.17833234
-4.91945973,4.83366395,0.05364554,0.00000000,0.01583308,3.79488518,1.63861798,2.18434559
-4.91345673,4.77404762,0.05041764,0.00000000,0.01461111,3.77390606,1.65404866,2.18193497
-4.90745373,4.69966560,0.04722080,0.00000000,0.01339810,3.73901179,1.66236270,2.17085045
-4.90145073,4.61109676,0.04411021,0.00000000,0.01220836,3.69040200,1.66329764,2.15099180
-4.89544772,4.50915927,0.04113924,0.00000000,0.01105497,3.62851114,1.65674480,2.12241808
-4.88944472,4.39491165,0.03835852,0.00000000,0.00994959,3.55401345,1.64276111,2.08535360
-4.88344172,4.26964952,0.03581508,0.00000000,0.00890226,3.46782294,1.62157680,2.04018990
-4.87743872,4.13489706,0.03355183,0.00000000,0.00792137,3.37108744,1.59359840,1.98748298
-4.87143572,3.99239220,0.03160716,0.00000000,0.00701358,3.26517609,1.55940649,1.92794586
-4.86543272,3.84406537,0.03001481,0.00000000,0.00618396,3.15166021,1.51974821,1.86243612
-4.85942971,3.69201142,0.02880384,0.00000000,0.00543603,3.03228744,1.47552451,1.79193883
-4.85342671,3.53845535,0.02799880,0.00000000,0.00477199,2.90894968,1.42777248,1.71754530
-4.84742371,3.38571244,0.02761997,0.00000000,0.00419283,2.78364590,1.37764340,1.64042833
-4.84142071,3.23614412,0.02768364,0.00000000,0.00369864,2.65844081,1.32637726,1.56181498
-4.83541771,3.09211102,0.02820247,0.00000000,0.00328877,2.53542096,1.27527466,1.48295779
-4.82941471,2.95592503,0.02918582,0.00000000,0.00296206,2.41665002,1.22566707,1.40510585
-4.82341171,2.82980212,0.03064007,0.00000000,0.00271706,2.30412487,1.17888651,1.32947668
-4.81740870,2.71581781,0.03256879,0.00000000,0.00255221,2.19973415,1.13623565,1.25723020
-4.81140570,2.61586701,0.03497298,0.00000000,0.00246598,2.10522091,1.09895915,1.18944571
-4.80540270,2.53162943,0.03785105,0.00000000,0.00245698,2.02215050,1.06821706,1.12710276
-4.79939970,2.46454180,0.04119881,0.00000000,0.00252405,1.95188471,1.04506084,1.07106638
-4.79339670,2.41577744,0.04500930,0.00000000,0.00266630,1.89556262,1.03041240,1.02207711
-4.78739370,2.38623331,0.04927251,0.00000000,0.00288304,1.85408846,1.02504652,0.98074570
-4.78139070,2.37652443,0.05397501,0.00000000,0.00317384,1.82812609,1.02957658,0.94755239
-4.77538769,2.38698502,0.05909948,0.00000000,0.00353836,1.81809975,1.04444375,0.92285015
-4.76938469,2.41767537,0.06462422,0.00000000,0.00397631,1.82420007,1.06990943,0.90687130
-4.76338169,2.46839354,0.07052259,0.00000000,0.00448730,1.84639448,1.10605089,0.89973664
-4.75737869,2.53869048,0.07676253,0.00000000,0.00507072,1.88444080,1.15275987,0.90146617
-4.75137569,2.62788753,0.08330606,0.00000000,0.00572561,1.93790303,1.20974407,0.91199045
-4.74537269,2.73509506,0.09010892,0.00000000,0.00645052,2.00616804,1.27653147,0.93116184
-4.73936968,2.85923143,0.09712043,0.00000000,0.00724340,2.08846262,1.35247735,0.95876457
-4.73336668,2.99904147,0.10428348,0.00000000,0.00810151,2.18386975,1.43677416,0.99452325
-4.72736368,3.15311409,0.11153479,0.00000000,0.00902136,2.29134395,1.52846410,1.03810916
-4.72136068,3.31989880,0.11880553,0.00000000,0.00999865,2.40972524,1.62645461,1.08914424
-4.71535768,3.49772122,0.12602217,0.00000000,0.01102829,2.53775176,1.72953668,1.14720248
-4.70935468,3.68479784,0.13310775,0.00000000,0.01210443,2.67407123,1.83640592,1.21180913
-4.70335168,3.87925052,0.13998336,0.00000000,0.01322055,2.81725154,1.94568634,1.28243795
-4.69734867,4.07912123,0.14657004,0.00000000,0.01436952,2.96579100,2.05595646,1.35850708
-4.69134567,4.28238769,0.15279084,0.00000000,0.01554378,3.11812887,2.16577738,1.43937418
-4.68534267,4.48698039,0.15857304,0.00000000,0.01673548,3.27265653,2.27372233,1.52433172
-4.67933967,4.69080164,0.16385056,0.00000000,0.01793664,3.42773012,2.37840705,1.61260312
-4.67333667,4.89174698,0.16856620,0.00000000,0.01913935,3.58168491,2.47852014,1.70334070
-4.66733367,5.08772925,0.17267389,0.00000000,0.02033594,3.73285198,2.57285266,1.79562611
-4.66133067,5.27670537,0.17614059,0.00000000,0.02151914,3.87957731,2.66032617,1.88847407
-4.65532766,5.45670575,0.17894790,0.00000000,0.02268225,4.02024351,2.74001825,1.98083980
-4.64932466,5.62586614,0.18109318,0.00000000,0.02381927,4.15329407,2.81118487,2.07163061
-4.64332166,5.78246126,0.18259013,0.00000000,0.02492499,4.27725987,2.87327891,2.15972167
-4.63731866,5.92493975,0.18346879,0.00000000,0.02599507,4.39078751,2.92596423,2.24397600
-4.63131566,6.05195944,0.18377487,0.00000000,0.02702608,4.49266895,2.96912521,2.32326804
-4.62531266,6.16242215,0.18356848,0.00000000,0.02801547,4.58187153,3.00287121,2.39651047
-4.61930965,6.25550682,0.18292226,0.00000000,0.02896161,4.65756761,3.02753634,2.46268317
-4.61330665,6.33069984,0.18191896,0.00000000,0.02986367,4.71916276,3.04367447,2.52086343
-4.60730365,6.38782146,0.18064858,0.00000000,0.03072158,4.76632134,3.05205002,2.57025608
-4.60130065,6.42704699,0.17920521,0.00000000,0.03153594,4.79898853,3.05362482,2.61022238
-4.59529765,6.44892178,0.17768365,0.00000000,0.03230790,4.81740757,3.04954180,2.64030622
-4.58929465,6.45436891,0.17617600,0.00000000,0.03303909,4.82213130,3.04110592,2.66025646
-4.58329165,6.44468881,0.17476844,0.00000000,0.03373147,4.81402711,3.02976320,2.67004429
-4.57728864,6.42155016,0.17353817,0.00000000,0.03438733,4.79427467,3.01707821,2.66987451
-4.57128564,6.38697170,0.17255079,0.00000000,0.03500913,4.76435584,3.00471077,2.66019025
-4.56528264,6.34329482,0.17185828,0.00000000,0.03559952,4.72603667,2.99439210,2.64167046
-4.55927964,6.29314722,0.17149746,0.00000000,0.03616128,4.68134150,2.98790081,2.61522018
-4.55327664,6.23939786,0.17148919,0.00000000,0.03669733,4.63251927,2.98703892,2.58195368
-4.54727364,6.18510405,0.17183829,0.00000000,0.03721072,4.58200274,2.99360773,2.54317088
-4.54127064,6.13345156,0.17253408,0.00000000,0.03770468,4.53236126,3.00938358,2.50032784
-4.53526763,6.08768865,0.17355163,0.00000000,0.03818265,4.48624784,3.03609298,2.45500200
-4.52926463,6.05105541,0.17485348,0.00000000,0.03864830,4.44634165,3.07538691,2.40885337
-4.52326163,6.02670945,0.17639194,0.00000000,0.03910556,4.41528698,3.12881357,2.36358273
-4.51725863,6.01764949,0.17811158,0.00000000,0.03955864,4.39562973,3.19778947,2.32088792
-4.51125563,6.02663805,0.17995204,0.00000000,0.04001199,4.38975277,3.28356804,2.28241944
-4.50525263,6.05612475,0.18185077,0.00000000,0.04047023,4.39981119,3.38720601,2.24973648
-4.49924962,6.10817170,0.18374573,0.00000000,0.04093807,4.42766893,3.50952724,2.22426438
-4.49324662,6.18438260,0.18557782,0.00000000,0.04142017,4.47483800,3.65108459,2.20725448
-4.48724362,6.28583720,0.18729295,0.00000000,0.04192090,4.54242179,3.81212044,2.19974742
-4.48124062,6.41303311,0.18884362,0.00000000,0.04244415,4.63106405,3.99252724,2.20254056
-4.47523762,6.56583680,0.19019010,0.00000000,0.04299303,4.74090514,4.19180945,2.21616054
-4.46923462,6.74344624,0.19130096,0.00000000,0.04356960,4.87154738,4.40904931,2.24084158
-4.46323162,6.94436709,0.19215315,0.00000000,0.04417452,5.02203146,4.64287837,2.27651044
-4.45722861,7.16640504,0.19273154,0.00000000,0.04480683,5.19082548,4.89145789,2.32277867
-4.45122561,7.40667622,0.19302816,0.00000000,0.04546362,5.37582875,5.15247045,2.37894277
-4.44522261,7.66163762,0.19304105,0.00000000,0.04613988,5.57439159,5.42312552,2.44399289
-4.43921961,7.92713884,0.19277297,0.00000000,0.04682835,5.78335251,5.70018132,2.51663034
-4.43321661,8.19849614,0.19223004,0.00000000,0.04751946,5.99909338,5.97998460,2.59529416
-4.42721361,8.47058831,0.19142049,0.00000000,0.04820144,6.21761269,6.25852945,2.67819661
-4.42121061,8.73797373,0.19035354,0.00000000,0.04886047,6.43461598,6.53153516,2.76336710
-4.41520760,8.99502607,0.18903859,0.00000000,0.04948102,6.64562208,6.79454226,2.84870379
-4.40920460,9.23608560,0.18748472,0.00000000,0.05004624,6.84608248,7.04302467,2.93203160
-4.40320160,9.45562160,0.18570065,0.00000000,0.05053849,7.03151037,7.27251475,3.01116513
-4.39719860,9.64840060,0.18369497,0.00000000,0.05093998,7.19761545,7.47873721,3.08397437
-4.39119560,9.80965417,0.18147684,0.00000000,0.05123341,7.34043933,7.65774678,3.14845109
-4.38519260,9.93524002,0.17905690,0.00000000,0.05140272,7.45648657,7.80606400,3.20277333
-4.37918959,10.02178927,0.17644850,0.00000000,0.05143377,7.54284584,7.92080343,3.24536569
-4.37318659,10.06683376,0.17366894,0.00000000,0.05131505,7.59729597,7.99978807,3.27495258
-4.36718359,10.06890736,0.17074084,0.00000000,0.05103827,7.61839217,8.04164477,3.29060259
-4.36118059,10.02761654,0.16769331,0.00000000,0.05059890,7.60552827,8.04587570,3.29176167
-4.35517759,9.94367648,0.16456298,0.00000000,0.04999657,7.55897214,8.01290208,3.27827388
-4.34917459,9.81891101,0.16139475,0.00000000,0.04923532,7.47987218,7.94407784,3.25038871
-4.34317159,9.65621567,0.15824217,0.00000000,0.04832372,7.37023459,7.84167181,3.20875456
-4.33716858,9.45948560,0.15516740,0.00000000,0.04727477,7.23287218,7.70881909,3.15439893
-4.33116558,9.23351105,0.15224081,0.00000000,0.04610575,7.07132673,7.54944320,3.08869599
-4.32516258,8.98384495,0.14954015,0.00000000,0.04483786,6.88976839,7.36815216,3.01332321
-4.31915958,8.71664809,0.14714928,0.00000000,0.04349569,6.69287609,7.17011273,2.93020895
-4.31315658,8.43851817,0.14515671,0.00000000,0.04210670,6.48570405,6.96090768,2.84147315
-4.30715358,8.15630946,0.14365370,0.00000000,0.04070058,6.27353944,6.74638171,2.74936374
