energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.75987994,4.63200388,0.05406723,0.41277961,2.28995716,1.85682439,0.02273529,2.14062017,1.84932998,0.43426585
-5.75387694,4.59156254,0.05476322,0.42498840,2.28998337,1.85742867,0.02215951,2.08767622,1.79500650,0.42426090
-5.74787394,4.55220255,0.05542794,0.43731848,2.28877654,1.85786068,0.02162545,2.03568627,1.73973473,0.41533499
-5.74187094,4.51528825,0.05605828,0.44986745,2.28682012,1.85875994,0.02114499,1.98541317,1.68424752,0.40740460
-5.73586793,4.48228914,0.05665153,0.46275539,2.28465934,1.86083034,0.02073094,1.93763137,1.62930549,0.40039003
-5.72986493,4.45476085,0.05720571,0.47612538,2.28289906,1.86482582,0.02039698,1.89311271,1.57568375,0.39422081
-5.72386193,4.43432328,0.05771996,0.49014357,2.28220031,1.87153479,0.02015762,1.85261169,1.52415825,0.38884027
-5.71785893,4.42263605,0.05819478,0.50499870,2.28327489,1.88176367,0.02002807,1.81685041,1.47549185,0.38420912
-5.71185593,4.42137125,0.05863240,0.52090079,2.28687795,1.89631965,0.02002404,1.78650359,1.43042062,0.38030781
-5.70585293,4.43218340,0.05903696,0.53807893,2.29379792,1.91599313,0.02016158,1.76218415,1.38964034,0.37713767
-5.69984992,4.45667697,0.05941466,0.55677792,2.30484374,1.94153986,0.02045679,1.74442961,1.35379376,0.37472061
-5.69384692,4.49637144,0.05977378,0.57725363,2.32082917,1.97366310,0.02092547,1.73368962,1.32345844,0.37309760
-5.68784392,4.55266427,0.06012455,0.59976706,2.34255428,2.01299596,0.02158279,1.73031505,1.29913569,0.37232576
-5.68184092,4.62679231,0.06047895,0.62457715,2.37078430,2.06008405,0.02244287,1.73454875,1.28124043,0.37247445
-5.67583792,4.71979211,0.06085032,0.65193228,2.40622621,2.11536883,0.02351827,1.74651819,1.27009238,0.37362036
-5.66983492,4.83246015,0.06125287,0.68206075,2.44950380,2.17917163,0.02481953,1.76623022,1.26590842,0.37584188
-5.66383192,4.96531376,0.06170110,0.71516046,2.50113183,2.25167886,0.02635462,1.79356788,1.26879646,0.37921302
-5.65782891,5.11855412,0.06220909,0.75138809,2.56149033,2.33292859,0.02812841,1.82828947,1.27875084,0.38379727
-5.65182591,5.29203250,0.06278976,0.79084818,2.63080001,2.42279890,0.03014216,1.87002979,1.29564941,0.38964143
-5.64582291,5.48522116,0.06345418,0.83358266,2.70909998,2.52099836,0.03239299,1.91830349,1.31925234,0.39677009
-5.63981991,5.69719049,0.06421081,0.87956114,2.79622883,2.62705911,0.03487349,1.97251055,1.34920292,0.40518061
-5.63381691,5.92659366,0.06506486,0.92867261,2.89181011,2.74033292,0.03757129,2.03194364,1.38503031,0.41483926
-5.62781391,6.17166015,0.06601773,0.98071892,2.99524325,2.85999066,0.04046884,2.09579739,1.42615444,0.42567840
-5.62181091,6.43019931,0.06706661,1.03541063,3.10570062,2.98502556,0.04354326,2.16317921,1.47189300,0.43759503
-5.61580790,6.69961484,0.06820419,1.09236535,3.22213126,3.11426060,0.04676633,2.23312164,1.52147058,0.45045079
-5.60980490,6.97693080,0.06941861,1.15110917,3.34327176,3.24636026,0.05010470,2.30459597,1.57402994,0.46407336
-5.60380190,7.25882930,0.07069356,1.21108110,3.46766409,3.37984679,0.05352015,2.37652695,1.62864526,0.47825930
-5.59779890,7.54169977,0.07200854,1.27164075,3.59368035,3.51312104,0.05697020,2.44780839,1.68433715,0.49277823
-5.59179590,7.82169926,0.07333937,1.33207910,3.71955380,3.64448768,0.06040874,2.51731943,1.74008934,0.50737818
-5.58579290,8.09482272,0.07465878,1.39163225,3.84341548,3.77218463,0.06378690,2.58394139,1.79486662,0.52179196
-5.57978989,8.35698194,0.07593718,1.44949777,3.96333538,3.89441625,0.06705408,2.64657489,1.84763378,0.53574421
-5.57378689,8.60409130,0.07714354,1.50485328,4.07736709,4.00938970,0.07015907,2.70415717,1.89737515,0.54895901
-5.56778389,8.83215842,0.07824631,1.55687672,4.18359445,4.11535372,0.07305126,2.75567936,1.94311429,0.56116765
-5.56178089,9.03737716,0.07921435,1.60476772,4.28017912,4.21063904,0.07568191,2.80020351,1.98393338,0.57211642
-5.55577789,9.21622060,0.08001797,1.64776942,4.36540737,4.29369926,0.07800546,2.83687919,2.01899196,0.58157395
-5.54977489,9.36553130,0.08062977,1.68519000,4.43773498,4.36315124,0.07998073,2.86495938,2.04754441,0.58933803
-5.54377189,9.48260603,0.08102555,1.71642333,4.49582874,4.41781370,0.08157212,2.88381538,2.06895582,0.59524166
-5.53776888,9.56527246,0.08118506,1.74096794,4.53860350,4.45674276,0.08275063,2.89295048,2.08271582,0.59915803
-5.53176588,9.61195516,0.08109263,1.75844371,4.56525366,4.47926330,0.08349472,2.89201198,2.08844995,0.60100440
-5.52576288,9.62172870,0.08073769,1.76860577,4.57527826,4.48499487,0.08379095,2.88080120,2.08592824,0.60074476
-5.51975988,9.59435577,0.08011510,1.77135496,4.56849891,4.47387092,0.08363447,2.85928125,2.07507076,0.59839114
-5.51375688,9.53030876,0.07922539,1.76674458,4.54507018,4.44615064,0.08302914,2.82758193,2.05594985,0.59400368
-5.50775388,9.43077354,0.07807480,1.75498305,4.50548199,4.40242243,0.08198749,2.78600171,2.02878909,0.58768936
-5.50175088,9.29763487,0.07667515,1.73643233,4.45055414,4.34359846,0.08053039,2.73500626,1.99395867,0.57959949
-5.49574787,9.13344329,0.07504359,1.71160206,4.38142282,4.27090022,0.07868645,2.67522347,1.95196755,0.56992619
-5.48974487,8.94136390,0.07320225,1.68113947,4.29951960,4.18583490,0.07649126,2.60743479,1.90345234,0.55889771
-5.48374187,8.72510821,0.07117766,1.64581525,4.20654327,4.09016308,0.07398638,2.53256276,1.84916327,0.54677301
-5.47773887,8.48885050,0.06900015,1.60650577,4.10442507,3.98585842,0.07121822,2.45165511,1.78994747,0.53383556
-5.47173587,8.23713102,0.06670310,1.56417205,3.99528827,3.87506029,0.06823677,2.36586542,1.72673014,0.52038664
-5.46573287,7.97474860,0.06432217,1.51983600,3.88140281,3.76002077,0.06509433,2.27643087,1.66049403,0.50673826
-5.45972986,7.70664566,0.06189438,1.47455464,3.76513609,3.64304745,0.06184417,2.18464755,1.59225769,0.49320591
-5.45372686,7.43778911,0.05945724,1.42939303,3.64890103,3.52644395,0.05853920,2.09184396,1.52305332,0.48010125
-5.44772386,7.17305052,0.05704783,1.38539660,3.53510255,3.41245000,0.05523080,1.99935344,1.45390449,0.46772498
-5.44172086,6.91708932,0.05470184,1.34356384,3.42608380,3.30318313,0.05196766,1.90848624,1.38580468,0.45636004
-5.43571786,6.67424250,0.05245276,1.30482011,3.32407325,3.20058388,0.04879484,1.82050210,1.31969688,0.44626527
-5.42971486,6.44842429,0.05033098,1.26999330,3.23113418,3.10636654,0.04575290,1.73658407,1.25645505,0.43766959
-5.42371186,6.24303879,0.04836309,1.23979240,3.14911771,3.02197701,0.04287733,1.65781437,1.19686765,0.43076709
-5.41770885,6.06090818,0.04657120,1.21478938,3.07962054,2.94855940,0.04019806,1.58515293,1.14162382,0.42571276
-5.41170585,5.90421877,0.04497243,1.19540521,3.02394878,2.88693240,0.03773919,1.51941922,1.09130232,0.42261934
-5.40570285,5.77448625,0.04357854,1.18190048,2.98308862,2.83757633,0.03551891,1.46127783,1.04636353,0.42155508
-5.39969985,5.67254099,0.04239565,1.17437087,2.95768494,2.80063127,0.03354959,1.41122809,1.00714447,0.42254260
-5.39369685,5.59853361,0.04142423,1.17274787,2.94802841,2.77590613,0.03183798,1.36959793,0.97385699,0.42555887
-5.38769385,5.55196021,0.04065917,1.17680451,2.95405154,2.76289843,0.03038554,1.33654210,0.94658885,0.43053628
-5.38169085,5.53170601,0.04009006,1.18616615,2.97533394,2.76082374,0.02918893,1.31204456,0.92530762,0.43736483
-5.37568784,5.53610558,0.03970162,1.20032582,3.01111667,2.76865373,0.02824048,1.29592481,0.90986708,0.44589531
-5.36968484,5.56301727,0.03947428,1.21866371,3.06032535,2.78516121,0.02752879,1.28784800,0.90001589,0.45594347
-5.36368184,5.60990896,0.03938492,1.24046996,3.12160139,2.80897037,0.02703929,1.28733821,0.89540813,0.46729508
-5.35767884,5.67395192,0.03940765,1.26497006,3.19334049,2.83861034,0.02675486,1.29379464,0.89561540,0.47971163
-5.35167584,5.75211958,0.03951472,1.29135186,3.27373723,2.87256995,0.02665644,1.30650998,0.90014006,0.49293673
-5.34567284,5.84128750,0.03967744,1.31879322,3.36083450,2.90935164,0.02672354,1.32469057,0.90842937,0.50670276
-5.33966983,5.93833147,0.03986718,1.34648925,3.45257626,2.94752259,0.02693479,1.34747778,0.91989001,0.52073789
-5.33366683,6.04022040,0.04005623,1.37367821,3.54686206,2.98576123,0.02726843,1.37396998,0.93390285,0.53477302
-5.32766383,6.14410118,0.04021870,1.39966509,3.64160174,3.02289763,0.02770273,1.40324467,0.94983748,0.54854858
-5.32166083,6.24737325,0.04033131,1.42384209,3.73476872,3.05794648,0.02821635,1.43438021,0.96706643,0.56182098
-5.31565783,6.34775075,0.04037403,1.44570528,3.82445036,3.09013176,0.02878872,1.46647673,0.98497866,0.57436850
-5.30965483,6.44331123,0.04033061,1.46486708,3.90889403,3.11890266,0.02940030,1.49867572,1.00299221,0.58599651
-5.30365183,6.53252976,0.04018899,1.48106409,3.98654775,3.14394057,0.03003285,1.53017810,1.02056575,0.59654181
-5.29764882,6.61429868,0.03994146,1.49416030,4.05609429,3.16515738,0.03066964,1.56026009,1.03720895,0.60587604
-5.29164582,6.68793308,0.03958476,1.50414573,4.11647819,3.18268580,0.03129560,1.58828703,1.05249136,0.61390809
-5.28564282,6.75316301,0.03911996,1.51113086,4.16692500,3.19686253,0.03189756,1.61372449,1.06604988,0.62058543
-5.27963982,6.81011372,0.03855222,1.51533718,4.20695265,3.20820542,0.03246430,1.63614680,1.07759451,0.62589434
-5.27363682,6.85927542,0.03789041,1.51708463,4.23637490,3.21738608,0.03298670,1.65524263,1.08691236,0.62985913
-5.26763382,6.90146465,0.03714663,1.51677644,4.25529711,3.22519911,0.03345785,1.67081768,1.09386993,0.63254030
-5.26163082,6.93777892,0.03633566,1.51488224,4.26410468,3.23252970,0.03387305,1.68279442,1.09841347,0.63403188
-5.25562781,6.96954683,0.03547435,1.51192018,4.26344493,3.24032064,0.03422989,1.69120883,1.10056754,0.63445786
-5.24962481,6.99827544,0.03458092,1.50843871,4.25420291,3.24954028,0.03452821,1.69620442,1.10043166,0.63396799
-5.24362181,7.02559669,0.03367440,1.50499885,4.23747221,3.26115223,0.03477010,1.69802354,1.09817523,0.63273297
-5.23761881,7.05321434,0.03277393,1.50215741,4.21452148,3.27608791,0.03495973,1.69699623,1.09403080,0.63093930
-5.23161581,7.08285274,0.03189817,1.50045171,4.18675775,3.29522231,0.03510331,1.69352703,1.08828572,0.62878380
-5.22561281,7.11620850,0.03106481,1.50038614,4.15568745,3.31935354,0.03520882,1.68807995,1.08127252,0.62646802
-5.21960980,7.15490561,0.03029009,1.50242085,4.12287616,3.34918611,0.03528576,1.68116213,1.07335814,0.62419264
-5.21360680,7.20045472,0.02958835,1.50696257,4.08990797,3.38531800,0.03534489,1.67330650,1.06493234,0.62215210
-5.20760380,7.25421673,0.02897183,1.51435778,4.05834548,3.42823113,0.03539783,1.66505410,1.05639554,0.62052941
-5.20160080,7.31737089,0.02845033,1.52488789,4.02969125,3.47828506,0.03545668,1.65693637,1.04814646,0.61949136
-5.19559780,7.39088740,0.02803115,1.53876645,4.00535154,3.53571323,0.03553355,1.64945811,1.04056994,0.61918428
-5.18959480,7.47550451,0.02771900,1.55613811,3.98660315,3.60062145,0.03564015,1.64308141,1.03402518,0.61973032
-5.18359180,7.57171009,0.02751598,1.57707913,3.97456398,3.67298811,0.03578726,1.63821115,1.02883487,0.62122437
-5.17758879,7.67972760,0.02742165,1.60159902,3.97016798,3.75266571,0.03598432,1.63518246,1.02527549,0.62373179
-5.17158579,7.79950657,0.02743322,1.62964331,3.97414491,3.83938345,0.03623899,1.63425047,1.02356900,0.62728682
-5.16558279,7.93071759,0.02754561,1.66109694,3.98700537,3.93275061,0.03655674,1.63558272,1.02387634,0.63189181
-5.15957979,8.07275203,0.02775179,1.69578822,4.00903129,4.03226066,0.03694058,1.63925438,1.02629286,0.63751732
-5.15357679,8.22472655,0.02804291,1.73349315,4.04027201,4.13729603,0.03739082,1.64524641,1.03084569,0.64410297
-5.14757379,8.38549255,0.02840867,1.77393984,4.08054603,4.24713372,0.03790490,1.65344676,1.03749343,0.65155913
-5.14157079,8.55365076,0.02883756,1.81681306,4.12944809,4.36095169,0.03847742,1.66365445,1.04612784,0.65976928
-5.13556778,8.72757072,0.02931720,1.86175873,4.18636137,4.47783636,0.03910017,1.67558641,1.05657768,0.66859312
-5.12956478,8.90541527,0.02983462,1.90838831,4.25047432,4.59679121,0.03976239,1.68888683,1.06861441,0.67787021
-5.12356178,9.08516957,0.03037660,1.95628302,4.32080156,4.71674665,0.04045101,1.70313863,1.08195965,0.68742409
-5.11755878,9.26467427,0.03092996,2.00499797,4.39620810,4.83657117,0.04115111,1.71787667,1.09629405,0.69706677
-5.11155578,9.44166203,0.03148186,2.05406606,4.47543611,4.95508371,0.04184636,1.73260224,1.11126722,0.70660336
-5.10555278,9.61379679,0.03202005,2.10300174,4.55713346,5.07106722,0.04251957,1.74679824,1.12650848,0.71583684
-5.09954977,9.77871452,0.03253314,2.15130469,4.63988315,5.18328317,0.04315331,1.75994461,1.14163782,0.72457266
-5.09354677,9.93406463,0.03301076,2.19846332,4.72223272,5.29048667,0.04373044,1.77153339,1.15627695,0.73262318
-5.08754377,10.07755078,0.03344377,2.24395840,4.80272304,5.39144210,0.04423473,1.78108300,1.17005981,0.73981169
-5.08154077,10.20697004,0.03382433,2.28726658,4.87991559,5.48493875,0.04465139,1.78815118,1.18264229,0.74597595
-5.07553777,10.32024945,0.03414604,2.32786427,4.95241785,5.56980626,0.04496752,1.79234620,1.19371084,0.75097118
-5.06953477,10.41547894,0.03440388,2.36523161,5.01890612,5.64492957,0.04517253,1.79333610,1.20298966,0.75467239
-5.06353177,10.49094016,0.03459426,2.39885691,5.07814573,5.70926300,0.04525841,1.79085562,1.21024630,0.75697599
-5.05752876,10.54513053,0.03471492,2.42824158,5.12900825,5.76184354,0.04521993,1.78471075,1.21529551,0.75780082
-5.05152576,10.57678249,0.03476484,2.45290563,5.17048580,5.80180299,0.04505470,1.77478086,1.21800138,0.75708832
-5.04552276,10.58487772,0.03474411,2.47239375,5.20170250,5.82837898,0.04476310,1.76101848,1.21827764,0.75480227
-5.03951976,10.56865683,0.03465377,2.48628215,5.22192325,5.84092499,0.04434821,1.74344689,1.21608644,0.75092786
-5.03351676,10.52762462,0.03449566,2.49418597,5.23056005,5.83891916,0.04381548,1.72215581,1.21143558,0.74547037
-5.02751376,10.46155167,0.03427221,2.49576720,5.22717612,5.82197223,0.04317250,1.69729545,1.20437463,0.73845343
-5.02151076,10.37047269,0.03398635,2.49074301,5.21148814,5.78983432,0.04242858,1.66906938,1.19499000,0.72991716
-5.01550775,10.25468222,0.03364131,2.47889415,5.18336673,5.74240093,0.04159440,1.63772651,1.18339955,0.71991611
-5.00950475,10.11472828,0.03324053,2.46007324,5.14283540,5.67971775,0.04068157,1.60355269,1.16974675,0.70851724
-5.00350175,9.95140436,0.03278755,2.43421246,5.09006813,5.60198447,0.03970224,1.56686226,1.15419492,0.69579801
-4.99749875,9.76573996,0.03228598,2.40133030,5.02538552,5.50955720,0.03866876,1.52798986,1.13692183,0.68184466
-4.99149575,9.55898991,0.03173949,2.36153704,4.94924950,5.40294940,0.03759332,1.48728294,1.11811467,0.66675069
-4.98549275,9.33262237,0.03115175,2.31503838,4.86225667,5.28283100,0.03648771,1.44509502,1.09796591,0.65061575
-4.97948974,9.08830529,0.03052657,2.26213700,4.76512990,5.15002532,0.03536311,1.40177998,1.07666986,0.63354470
-4.97348674,8.82789115,0.02986786,2.20323169,4.65870841,5.00550365,0.03422993,1.35768735,1.05442016,0.61564708
-4.96748374,8.55339941,0.02917978,2.13881383,4.54393589,4.85037695,0.03309777,1.31315871,1.03140810,0.59703672
-4.96148074,8.26699645,0.02846676,2.06946111,4.42184691,4.68588476,0.03197533,1.26852492,1.00782169,0.57783170
-4.95547774,7.97097253,0.02773357,1.99582848,4.29355143,4.51338092,0.03087047,1.22410427,0.98384526,0.55815423
-4.94947474,7.66771555,0.02698541,1.91863657,4.16021760,4.33431622,0.02979026,1.18020113,0.95965954,0.53813077
-4.94347174,7.35968146,0.02622785,1.83865767,4.02305303,4.15021810,0.02874101,1.13710499,0.93544181,0.51789194
-4.93746873,7.04936136,0.02546689,1.75669988,3.88328473,3.96266764,0.02772840,1.09508967,0.91136599,0.49757230
-4.93146573,6.73924570,0.02470887,1.67358975,3.74213817,3.77327423,0.02675750,1.05441238,0.88760245,0.47730999
-4.92546273,6.43178581,0.02396037,1.59015401,3.60081584,3.58364855,0.02583283,1.01531258,0.86431732,0.45724591
-4.91945973,6.12935386,0.02322810,1.50720116,3.46047580,3.39537438,0.02495842,0.97801034,0.84167113,0.43752269
-4.91345673,5.83420186,0.02251872,1.42550336,3.32221084,3.20998019,0.02413778,0.94270425,0.81981680,0.41828312
-4.90745373,5.54842111,0.02183864,1.34577946,3.18702874,3.02891116,0.02337389,0.90956885,0.79889683,0.39966840
-4.90145073,5.27390320,0.02119380,1.26867960,3.05583420,2.85350252,0.02266916,0.87875158,0.77903996,0.38181587
-4.89544772,5.01230397,0.02058947,1.19477211,2.92941305,2.68495513,0.02202531,0.85036948,0.76035729,0.36485654
-4.88944472,4.76501186,0.02002999,1.12453295,2.80841920,2.52431399,0.02144334,0.82450584,0.74293816,0.34891249
-4.88344172,4.53312186,0.01951861,1.05833827,2.69336487,2.37245045,0.02092339,0.80120695,0.72684607,0.33409410
-4.87743872,4.31741639,0.01905732,0.99646001,2.58461431,2.23004872,0.02046470,0.78047944,0.71211492,0.32049740
-4.87143572,4.11835404,0.01864668,0.93906497,2.48238150,2.09759710,0.02006550,0.76228826,0.69874599,0.30820161
-4.86543272,3.93606688,0.01828577,0.88621702,2.38673190,1.97538430,0.01972298,0.74655582,0.68670579,0.29726703
-4.85942971,3.77036695,0.01797217,0.83788247,2.29758824,1.86350099,0.01943326,0.73316238,0.67592529,0.28773338
-4.85342671,3.62076180,0.01770200,0.79393819,2.21474043,1.76184655,0.01919145,0.72194790,0.66630052,0.27961869
-4.84742371,3.48647899,0.01747002,0.75418220,2.13785926,1.67014069,0.01899169,0.71271548,0.65769487,0.27291896
-4.84142071,3.36649875,0.01726979,0.71834620,2.06651344,1.58793975,0.01882727,0.70523636,0.64994291,0.26760838
-4.83541771,3.25959374,0.01709389,0.68610957,2.00018967,1.51465699,0.01869076,0.69925638,0.64285587,0.26364038
-4.82941471,3.16437468,0.01693417,0.65711412,1.93831484,1.44958620,0.01857423,0.69450371,0.63622842,0.26094932
-4.82341171,3.07933997,0.01678207,0.63097921,1.88027977,1.39192790,0.01846943,0.69069751,0.62984654,0.25945285
-4.81740870,3.00292752,0.01662886,0.60731654,1.82546344,1.34081706,0.01836804,0.68755715,0.62349616,0.25905469
-4.81140570,2.93356679,0.01646604,0.58574401,1.77325695,1.29535161,0.01826188,0.68481156,0.61697196,0.25964788
-4.80540270,2.86972883,0.01628559,0.56589835,1.72308611,1.25462058,0.01814318,0.68220823,0.61008611,0.26111816
-4.79939970,2.80997259,0.01608027,0.54744582,1.67443181,1.21773096,0.01800477,0.67952133,0.60267623,0.26334743
-4.79339670,2.75298544,0.01584385,0.53009096,1.62684723,1.18383248,0.01784028,0.67655863,0.59461230,0.26621703
-4.78739370,2.69761648,0.01557133,0.51358294,1.57997134,1.15213932,0.01764432,0.67316665,0.58580198,0.26961074
-4.78139070,2.64290149,0.01525906,0.49771941,1.53353787,1.12194831,0.01741255,0.66923397,0.57619416,0.27341724
-4.77538769,2.58807860,0.01490484,0.48234803,1.48737963,1.09265287,0.01714184,0.66469232,0.56578042,0.27753210
-4.76938469,2.53259459,0.01450797,0.46736557,1.44142796,1.06375255,0.01683022,0.65951554,0.55459434,0.28185900
-4.76338169,2.47610174,0.01406917,0.45271490,1.39570736,1.03485788,0.01647693,0.65371638,0.54270879,0.28631037
-4.75737869,2.41844603,0.01359053,0.43838020,1.35032584,1.00569071,0.01608235,0.64734146,0.53023118,0.29080726
-4.75137569,2.35964761,0.01307536,0.42438066,1.30546147,0.97608025,0.01564791,0.64046456,0.51729710,0.29527870
-4.74537269,2.29987510,0.01252802,0.41076324,1.26134584,0.94595518,0.01517597,0.63317881,0.50406268,0.29966052
-4.73936968,2.23941517,0.01195371,0.39759476,1.21824561,0.91533257,0.01466969,0.62558815,0.49069601,0.30389377
-4.73336668,2.17863942,0.01135826,0.38495402,1.17644294,0.88430415,0.01413291,0.61779862,0.47736825,0.30792302
-4.72736368,2.11797048,0.01074790,0.37292411,1.13621596,0.85302087,0.01356992,0.60991001,0.46424487,0.31169462
-4.72136068,2.05784907,0.01012900,0.36158554,1.09782045,0.82167658,0.01298536,0.60200835,0.45147741,0.31515506
-4.71535768,1.99870386,0.00950791,0.35101041,1.06147342,0.79049154,0.01238406,0.59415971,0.43919635,0.31824976
-4.70935468,1.94092556,0.00889074,0.34125790,1.02733973,0.75969680,0.01177090,0.58640554,0.42750535,0.32092221
-4.70335168,1.88484649,0.00828318,0.33237118,0.99552211,0.72951996,0.01115069,0.57875994,0.41647708,0.32311377
-4.69734867,1.83072623,0.00769038,0.32437601,0.96605516,0.70017298,0.01052806,0.57120886,0.40615100,0.32476400
-4.69134567,1.77874403,0.00711687,0.31728068,0.93890347,0.67184256,0.00990742,0.56371130,0.39653287,0.32581172
-4.68534267,1.72899763,0.00656646,0.31107748,0.91396385,0.64468329,0.00929283,0.55620236,0.38759619,0.32619659
-4.67933967,1.68150835,0.00604225,0.30574531,0.89107120,0.61881373,0.00868805,0.54859781,0.37928524,0.32586125
-4.67333667,1.63623150,0.00554658,0.30125324,0.87000786,0.59431529,0.00809643,0.54080010,0.37151955,0.32475385
-4.66733367,1.59307115,0.00508114,0.29756462,0.85051542,0.57123386,0.00752097,0.53270512,0.36419948,0.32283082
-4.66133067,1.55189791,0.00464697,0.29464148,0.83230846,0.54958360,0.00696430,0.52420951,0.35721252,0.32005971
-4.65532766,1.51256836,0.00424454,0.29244879,0.81508933,0.52935257,0.00642868,0.51521794,0.35043991,0.31642187
-4.64932466,1.47494474,0.00387387,0.29095825,0.79856293,0.51050970,0.00591605,0.50565000,0.34376330,0.31191496
-4.64332166,1.43891336,0.00353462,0.29015129,0.78245094,0.49301229,0.00542805,0.49544636,0.33707094,0.30655484
