energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.18445095,0.05121728,0.00000000,0.00042278,0.06054803,0.01248841,0.04331102
-5.99399700,0.20303697,0.05710875,0.00000000,0.00048260,0.06598075,0.01410170,0.04817463
-5.98799400,0.22218861,0.06334888,0.00000000,0.00054708,0.07142818,0.01585527,0.05329781
-5.98199100,0.24173128,0.06990538,0.00000000,0.00061588,0.07682027,0.01774652,0.05865041
-5.97598799,0.26147907,0.07674130,0.00000000,0.00068853,0.08208513,0.01977176,0.06419852
-5.96998499,0.28123991,0.08381600,0.00000000,0.00076440,0.08715118,0.02192630,0.06990532
-5.96398199,0.30082134,0.09108623,0.00000000,0.00084273,0.09194952,0.02420461,0.07573215
-5.95797899,0.32003669,0.09850753,0.00000000,0.00092262,0.09641630,0.02660053,0.08163969
-5.95197599,0.33871133,0.10603562,0.00000000,0.00100304,0.10049499,0.02910756,0.08758924
-5.94597299,0.35668881,0.11362797,0.00000000,0.00108285,0.10413857,0.03171908,0.09354409
-5.93996998,0.37383642,0.12124521,0.00000000,0.00116084,0.10731128,0.03442867,0.09947073
-5.93396698,0.39004983,0.12885249,0.00000000,0.00123573,0.10999008,0.03723035,0.10534000
-5.92796398,0.40525670,0.13642051,0.00000000,0.00130623,0.11216559,0.04011873,0.11112802
-5.92196098,0.41941871,0.14392631,0.00000000,0.00137106,0.11384242,0.04308914,0.11681680
-5.91595798,0.43253207,0.15135358,0.00000000,0.00142900,0.11503892,0.04613759,0.12239449
-5.90995498,0.44462619,0.15869250,0.00000000,0.00147890,0.11578640,0.04926068,0.12785531
-5.90395198,0.45576064,0.16593908,0.00000000,0.00151977,0.11612762,0.05245524,0.13319891
-5.89794897,0.46602035,0.17309400,0.00000000,0.00155076,0.11611489,0.05571796,0.13842946
-5.89194597,0.47550940,0.18016093,0.00000000,0.00157122,0.11580762,0.05904483,0.14355420
-5.88594297,0.48434345,0.18714450,0.00000000,0.00158070,0.11526962,0.06243045,0.14858176
-5.87993997,0.49264144,0.19404785,0.00000000,0.00157901,0.11456619,0.06586730,0.15352018
