energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.83191596,4.35530553,0.54559711,0.89531498,0.00426612,0.35741139,1.87762773,1.15038211,0.02264297,1.75257438
-5.82591296,4.41085285,0.53865446,0.92763412,0.00420855,0.36266627,1.82891084,1.16599301,0.02169786,1.76369411
-5.81990995,4.47162526,0.53119409,0.95873128,0.00422258,0.37128568,1.79011163,1.18375112,0.02076491,1.77381652
-5.81390695,4.53731611,0.52327415,0.98839313,0.00430251,0.38323202,1.76139093,1.20365681,0.01985487,1.78287360
-5.80790395,4.60760739,0.51496515,1.01643898,0.00444292,0.39842779,1.74274697,1.22571132,0.01897845,1.79082317
-5.80190095,4.68216181,0.50634941,1.04272109,0.00463885,0.41675540,1.73402249,1.24990828,0.01814613,1.79764615
-5.79589795,4.76061150,0.49751960,1.06712413,0.00488598,0.43805689,1.73491287,1.27622400,0.01736796,1.80334262
-5.78989495,4.84254454,0.48857656,1.08956390,0.00518082,0.46213354,1.74497487,1.30460688,0.01665332,1.80792695
-5.78389195,4.92749024,0.47962645,1.10998553,0.00552085,0.48874568,1.76363570,1.33496696,0.01601071,1.81142232
-5.77788894,5.01490483,0.47077736,1.12836114,0.00590465,0.51761277,1.79020234,1.36716611,0.01544749,1.81385499
-5.77188594,5.10415841,0.46213552,1.14468732,0.00633202,0.54841388,1.82387121,1.40100963,0.01496971,1.81524879
-5.76588294,5.19452501,0.45380138,1.15898237,0.00680408,0.58078895,1.86373844,1.43624002,0.01458185,1.81562009
-5.75987994,5.28517651,0.44586571,1.17128356,0.00732328,0.61434088,1.90881088,1.47253328,0.01428674,1.81497372
-5.75387694,5.37518196,0.43840602,1.18164453,0.00789347,0.64863874,1.95801836,1.50949847,0.01408539,1.81329990
-5.74787394,5.46351295,0.43148340,1.19013302,0.00851981,0.68322229,2.01022763,1.54668061,0.01397698,1.81057280
-5.74187094,5.54905585,0.42514018,1.19682896,0.00920877,0.71760784,2.06425807,1.58356730,0.01395883,1.80675053
-5.73586793,5.63063121,0.41939832,1.20182317,0.00996792,0.75129570,2.11889980,1.61959900,0.01402648,1.80177699
-5.72986493,5.70702037,0.41425892,1.20521656,0.01080581,0.78377892,2.17293392,1.65418276,0.01417377,1.79558545
-5.72386193,5.77699880,0.40970270,1.20712015,0.01173169,0.81455353,2.22515512,1.68670925,0.01439308,1.78810393
-5.71785893,5.83937546,0.40569160,1.20765565,0.01275520,0.84312977,2.27439626,1.71657228,0.01467548,1.77926209
-5.71185593,5.89303677,0.40217140,1.20695671,0.01388608,0.86904424,2.31955443,1.74319047,0.01501101,1.76899965
-5.70585293,5.93699376,0.39907525,1.20517073,0.01513367,0.89187243,2.35961778,1.76603000,0.01538898,1.75727582
-5.69984992,5.97043011,0.39632796,1.20246094,0.01650658,0.91124111,2.39369233,1.78462756,0.01579824,1.74407935
-5.69384692,5.99274909,0.39385082,1.19900870,0.01801217,0.92684025,2.42102755,1.79861253,0.01622749,1.72943884
-5.68784392,6.00361667,0.39156671,1.19501567,0.01965607,0.93843363,2.44103968,1.80772730,0.01666559,1.71343267
-5.68184092,6.00299857,0.38940521,1.19070553,0.02144179,0.94586779,2.45333156,1.81184468,0.01710180,1.69619789
-5.67583792,5.99118858,0.38730747,1.18632504,0.02337023,0.94907866,2.45770780,1.81098136,0.01752604,1.67793765
-5.66983492,5.96882624,0.38523049,1.18214410,0.02543931,0.94809556,2.45418443,1.80530677,0.01792909,1.65892645
-5.66383192,5.93690195,0.38315063,1.17845450,0.02764369,0.94304200,2.44299197,1.79514641,0.01830277,1.63951276
-5.65782891,5.89674837,0.38106616,1.17556733,0.02997447,0.93413335,2.42457167,1.78097942,0.01864001,1.62011850
-5.65182591,5.85001755,0.37899855,1.17380873,0.03241911,0.92167109,2.39956440,1.76343010,0.01893499,1.60123524
-5.64582291,5.79864388,0.37699260,1.17351419,0.03496136,0.90603395,2.36879257,1.74325343,0.01918310,1.58341678
-5.63981991,5.74479376,0.37511519,1.17502131,0.03758140,0.88766601,2.33323540,1.72131514,0.01938100,1.56726825
-5.63381691,5.69080369,0.37345285,1.17866143,0.04025600,0.86706244,2.29399841,1.69856684,0.01952652,1.55343196
-5.62781391,5.63910902,0.37210816,1.18475029,0.04295890,0.84475328,2.25227835,1.67601717,0.01961862,1.54257033
-5.62181091,5.59216638,0.37119509,1.19357826,0.04566125,0.82128604,2.20932483,1.65470016,0.01965733,1.53534643
-5.61580790,5.55237298,0.37083368,1.20540066,0.04833216,0.79720787,2.16640040,1.63564208,0.01964360,1.53240300
-5.60980490,5.52198656,0.37114412,1.22042868,0.05093938,0.77304806,2.12474065,1.61982812,0.01957926,1.53434066
-5.60380190,5.50304964,0.37224066,1.23882149,0.05345000,0.74930167,2.08551605,1.60817043,0.01946688,1.54169631
-5.59779890,5.49732149,0.37422555,1.26068016,0.05583123,0.72641507,2.04979722,1.60147875,0.01930970,1.55492264
-5.59179590,5.50622142,0.37718343,1.28604384,0.05805124,0.70477391,2.01852498,1.60043507,0.01911153,1.57436972
-5.58579290,5.53078573,0.38117634,1.31488866,0.06007994,0.68469404,1.99248641,1.60557324,0.01887671,1.60026956
-5.57978989,5.57164080,0.38623964,1.34712963,0.06188976,0.66641581,1.97229785,1.61726443,0.01861001,1.63272446
-5.57378689,5.62899346,0.39237919,1.38262569,0.06345642,0.65010178,1.95839538,1.63570906,0.01831657,1.67169966
-5.56778389,5.70263921,0.39956975,1.42118794,0.06475957,0.63583789,1.95103298,1.66093532,0.01800188,1.71702095
-5.56178089,5.79198797,0.40775490,1.46259080,0.06578339,0.62363797,1.95028810,1.69280438,0.01767170,1.76837720
-5.55577789,5.89610615,0.41684841,1.50658588,0.06651706,0.61345107,1.95607430,1.73102183,0.01733200,1.82532806
-5.54977489,6.01377303,0.42673716,1.55291791,0.06695508,0.60517133,1.96815989,1.77515470,0.01698893,1.88731648
-5.54377189,6.14354879,0.43728537,1.60134221,0.06709754,0.59864965,1.98619162,1.82465320,0.01664871,1.95368551
-5.53776888,6.28385100,0.44834017,1.65164284,0.06695015,0.59370658,2.00972207,1.87887607,0.01631759,2.02369897
-5.53176588,6.43303596,0.45973809,1.70365081,0.06652425,0.59014574,2.03823924,1.93711834,0.01600174,2.09656489
-5.52576288,6.58948104,0.47131237,1.75726115,0.06583656,0.58776704,2.07119695,1.99864004,0.01570719,2.17146079
-5.51975988,6.75166420,0.48290071,1.81244839,0.06490892,0.58637914,2.10804450,2.06269478,0.01543971,2.24755989
-5.51375688,6.91823706,0.49435303,1.86927932,0.06376787,0.58581041,2.14825417,2.12855675,0.01520471,2.32405693
-5.50775388,7.08808819,0.50553900,1.92792242,0.06244408,0.58591817,2.19134551,2.19554509,0.01500718,2.40019257
-5.50175088,7.26039375,0.51635488,1.98865337,0.06097177,0.58659563,2.23690511,2.26304469,0.01485158,2.47527537
-5.49574787,7.43465326,0.52672930,2.05185617,0.05938802,0.58777643,2.28460132,2.33052265,0.01474180,2.54870047
-5.48974487,7.61070911,0.53662773,2.11801944,0.05773203,0.58943661,2.33419331,2.39753992,0.01468110,2.61996413
-5.48374187,7.78874902,0.54605535,2.18772795,0.05604430,0.59159424,2.38553427,2.46375801,0.01467210,2.68867362
-5.47773887,7.96929143,0.55505803,2.26164933,0.05436589,0.59430662,2.43856877,2.52894064,0.01471676,2.75455233
-5.47173587,8.15315492,0.56372139,2.34051617,0.05273752,0.59766555,2.49332475,2.59295087,0.01481643,2.81743976
-5.46573287,8.34141284,0.57216796,2.42510402,0.05119884,0.60179096,2.54990063,2.65574400,0.01497193,2.87728682
-5.45972986,8.53533564,0.58055236,2.51620579,0.04978755,0.60682328,2.60844839,2.71735720,0.01518359,2.93414671
-5.45372686,8.73632337,0.58905476,2.61460326,0.04853866,0.61291515,2.66915359,2.77789644,0.01545134,2.98816209
-5.44772386,8.94583142,0.59787293,2.72103659,0.04748374,0.62022281,2.73221337,2.83752190,0.01577485,3.03954920
-5.44172086,9.16529285,0.60721313,2.83617269,0.04665023,0.62889767,2.79781366,2.89643258,0.01615364,3.08858001
-5.43571786,9.39604054,0.61728029,2.96057353,0.04606077,0.63907862,2.86610674,2.95485113,0.01658712,3.13556317
-5.42971486,9.63923259,0.62826804,3.09466541,0.04573266,0.65088514,2.93719024,3.01300966,0.01707474,3.18082492
-5.42371186,9.89578395,0.64034891,3.23871030,0.04567736,0.66441188,3.01108870,3.07113722,0.01761603,3.22469084
-5.41770885,10.16630735,0.65366541,3.39278032,0.04590008,0.67972460,3.08773866,3.12944940,0.01821059,3.26746930
-5.41170585,10.45106575,0.66832227,3.55673641,0.04639946,0.69685775,3.16697795,3.18814060,0.01885812,3.30943746
-5.40570285,10.74993846,0.68438050,3.73021220,0.04716748,0.71581375,3.24853995,3.24737889,0.01955839,3.35083034
-5.39969985,11.06240232,0.70185333,3.91260400,0.04818936,0.73656379,3.33205315,3.30730358,0.02031110,3.39183344
-5.39369685,11.38752890,0.72070466,4.10306761,0.04944377,0.75905012,3.41704622,3.36802539,0.02111581,3.43257923
-5.38769385,11.72399798,0.74084975,4.30052262,0.05090308,0.78318963,3.50295860,3.42962873,0.02197179,3.47314733
-5.38169085,12.07012693,0.76215863,4.50366456,0.05253390,0.80887839,3.58915635,3.49217586,0.02287786,3.51356854
-5.37568784,12.42391513,0.78446164,4.71098495,0.05429776,0.83599694,3.67495269,3.55571227,0.02383225,3.55383204
-5.36968484,12.78310176,0.80755729,4.92079927,0.05615197,0.86441595,3.75963265,3.62027274,0.02483243,3.59389553
-5.36368184,13.14523479,0.83122171,5.13128216,0.05805069,0.89400200,3.84248072,3.68588759,0.02587505,3.63369743
-5.35767884,13.50774850,0.85521949,5.34050927,0.05994611,0.92462293,3.92281046,3.75258834,0.02695578,3.67317037
-5.35167584,13.86804620,0.87931513,5.54650439,0.06178985,0.95615280,3.99999475,3.82041236,0.02806936,3.71225512
-5.34567284,14.22358475,0.90328459,5.74729070,0.06353430,0.98847574,4.07349521,3.88940586,0.02920960,3.75091399
-5.33966983,14.57195685,0.92692619,5.94094405,0.06513419,1.02148887,4.14288934,3.95962492,0.03036945,3.78914253
-5.33366683,14.91096730,0.95007035,6.12564667,0.06654795,1.05510378,4.20789385,4.03113395,0.03154119,3.82697894
-5.32766383,15.23869944,0.97258737,6.29973899,0.06773915,1.08924658,4.26838273,4.10400165,0.03271660,3.86450994
-5.32166083,15.55356802,0.99439291,6.46176752,0.06867777,1.12385652,4.32439883,4.17829399,0.03388724,3.90187263
-5.31565783,15.85435573,1.01545066,6.61052667,0.06934118,1.15888311,4.37615787,4.25406456,0.03504470,3.93925180
-5.30965483,16.14023085,1.03577201,6.74509263,0.06971505,1.19428187,4.42404414,4.33134229,0.03618091,3.97687221
-5.30365183,16.41074470,1.05541259,6.86484767,0.06979380,1.23000899,4.46859752,4.41011695,0.03728844,4.01498607
-5.29764882,16.66580842,1.07446590,6.96949366,0.06958085,1.26601507,4.51049187,4.49032304,0.03836072,4.05385581
-5.29164582,16.90564992,1.09305409,7.05905396,0.06908842,1.30223832,4.55050531,4.57182270,0.03939231,4.09373298
-5.28564282,17.13075271,1.11131671,7.13386366,0.06833711,1.33859761,4.58948334,4.65438866,0.04037901,4.13483385
-5.27963982,17.34177998,1.12939763,7.19454832,0.06735500,1.37498582,4.62829619,4.73768808,0.04131800,4.17731333
-5.27363682,17.53948762,1.14743128,7.24199230,0.06617658,1.41126390,4.66779223,4.82126848,0.04220780,4.22123826
-5.26763382,17.72463139,1.16552868,7.27729810,0.06484133,1.44725605,4.70874950,4.90454694,0.04304822,4.26656186
-5.26163082,17.89787347,1.18376443,7.30173863,0.06339216,1.48274645,4.75182762,4.98680349,0.04384022,4.31310091
-5.25562781,18.05969419,1.20216518,7.31670472,0.06187368,1.51747795,4.79752258,5.06717985,0.04458569,4.36051738
-5.24962481,18.21031445,1.22070061,7.32365043,0.06033042,1.55115277,4.84612659,5.14468425,0.04528719,4.40830576
-5.24362181,18.34963395,1.23927735,7.32403861,0.05880513,1.58343558,4.89769535,5.21820290,0.04594764,4.45578769
-5.23761881,18.47718945,1.25773640,7.31928936,0.05733713,1.61395885,4.95202445,5.28651834,0.04657005,4.50211453
-5.23161581,18.59213631,1.27585433,7.31073366,0.05596082,1.64233042,5.00863645,5.34833457,0.04715723,4.54627848
-5.22561281,18.69325492,1.29334818,7.29957394,0.05470450,1.66814307,5.06677964,5.40230836,0.04771149,4.58713241
-5.21960980,18.77898237,1.30988403,7.28685318,0.05358942,1.69098574,5.12543879,5.44708601,0.04823452,4.62341780
-5.21360680,18.84746791,1.32508861,7.27343338,0.05262919,1.71045591,5.18335788,5.48134399,0.04872719,4.65380004
-5.20760380,18.89664940,1.33856365,7.25998359,0.05182950,1.72617265,5.23907394,5.50383214,0.04918958,4.67690965
-5.20160080,18.92434644,1.34990190,7.24697728,0.05118822,1.73778975,5.29096076,5.51341734,0.04962098,4.69138769
-5.19559780,18.92836483,1.35870410,7.23469818,0.05069583,1.74500819,5.33728071,5.50912577,0.05002001,4.69593342
-5.18959480,18.90660629,1.36459601,7.22325318,0.05033616,1.74758759,5.37624258,5.49018160,0.05038488,4.68935192
-5.18359180,18.85717687,1.36724446,7.21259072,0.05008733,1.74535574,5.40606293,5.45604027,0.05071358,4.67059955
-5.17758879,18.77848768,1.36637170,7.20252278,0.04992298,1.73821603,5.42502839,5.40641440,0.05100421,4.63882497
-5.17158579,18.66934208,1.36176715,7.19274845,0.04981362,1.72615221,5.43155645,5.34129113,0.05125532,4.59340392
-5.16558279,18.52900418,1.35329621,7.18287745,0.04972801,1.70923034,5.42425209,5.26093954,0.05146614,4.53396604
-5.15957979,18.35724493,1.34090551,7.17245178,0.04963462,1.68759772,5.40195809,5.16590795,0.05163687,4.46041252
-5.15357679,18.15436351,1.32462468,7.16096457,0.04950293,1.66147898,5.36379703,5.05701075,0.05176890,4.37292394
-5.14757379,17.92118323,1.30456446,7.14787517,0.04930478,1.63116944,5.30920351,4.93530561,0.05186487,4.27195795
-5.14157079,17.65902298,1.28091168,7.13262026,0.04901536,1.59702604,5.23794537,4.80206181,0.05192873,4.15823710
-5.13556778,17.36964661,1.25392134,7.11462128,0.04861412,1.55945644,5.15013350,4.65872144,0.05196564,4.03272767
-5.12956478,17.05519418,1.22390648,7.09328880,0.04808539,1.51890662,5.04622007,4.50685515,0.05198178,3.89661053
-5.12356178,16.71810000,1.19122650,7.06802487,0.04741878,1.47584778,4.92698556,4.34811477,0.05198406,3.75124568
-5.11755878,16.36100284,1.15627466,7.03822463,0.04660931,1.43076300,4.79351556,4.18418486,0.05197980,3.59813217
-5.11155578,15.98665448,1.11946548,7.00327858,0.04565725,1.38413428,4.64716853,4.01673553,0.05197629,3.43886524
-5.10555278,15.59783200,1.08122260,6.96257681,0.04456783,1.33643066,4.48953602,3.84737875,0.05198035,3.27509271
-5.09954977,15.19725913,1.04196785,6.91551636,0.04335069,1.28809765,4.32239733,3.67762971,0.05199795,3.10847237
-5.09354677,14.78754091,1.00211177,6.86151241,0.04201923,1.23954860,4.14767034,3.50887503,0.05203375,2.94063203
-5.08754377,14.37111460,0.96204592,6.80001386,0.04058980,1.19115802,3.96736063,3.34234871,0.05209079,2.77313360
-5.08154077,13.95021869,0.92213719,6.73052289,0.03908088,1.14325724,3.78351073,3.17911635,0.05217028,2.60744234
-5.07553777,13.52688030,0.88272393,6.65261815,0.03751223,1.09613214,3.59815132,3.02006785,0.05227142,2.44490199
-5.06953477,13.10291970,0.84411391,6.56598024,0.03590404,1.05002313,3.41325598,2.86591811,0.05239142,2.28671611
-5.06353177,12.67996997,0.80658369,6.47041811,0.03427623,1.00512683,3.23070074,2.71721498,0.05252559,2.13393582
-5.05752876,12.25950821,0.77037923,6.36589449,0.03264771,0.96159950,3.05222954,2.57435324,0.05266761,1.98745344
-5.05152576,11.84289449,0.73571723,6.25254852,0.03103591,0.91956156,2.87942627,2.43759336,0.05280989,1.84800181
-5.04552276,11.43141428,0.70278696,6.13071357,0.02945631,0.87910298,2.71369369,2.30708331,0.05294394,1.71615837
-5.03951976,11.02632001,0.67175219,6.00092871,0.02792217,0.84028909,2.55623947,2.18288208,0.05306099,1.59235318
-5.03351676,10.62886788,0.64275290,5.86394235,0.02644441,0.80316641,2.40806903,2.06498322,0.05315243,1.47688008
-5.02751376,10.24034692,0.61590671,5.72070721,0.02503158,0.76776822,2.26998475,1.95333717,0.05321042,1.36990998
-5.02151076,9.86209765,0.59130985,5.57236648,0.02368990,0.73411955,2.14259099,1.84787129,0.05322841,1.27150550
-5.01550775,9.49551944,0.56903762,5.42023127,0.02242351,0.70224138,2.02630414,1.74850664,0.05320157,1.18163605
-5.00950475,9.14206604,0.54914455,5.26575036,0.02123464,0.67215401,1.92136679,1.65517108,0.05312720,1.10019294
-5.00350175,8.80323029,0.53166426,5.11047367,0.02012394,0.64387940,1.82786525,1.56780846,0.05300500,1.02700375
-4.99749875,8.48051973,0.51660931,4.95601136,0.01909079,0.61744268,1.74574940,1.48638387,0.05283723,0.96184580
-4.99149575,8.17542526,0.50397115,4.80399056,0.01813360,0.59287275,1.67485401,1.41088524,0.05262875,0.90445829
-4.98549275,7.88938597,0.49372047,4.65601222,0.01725011,0.57020219,1.61492080,1.34132194,0.05238692,0.85455317
-4.97948974,7.62375271,0.48580803,4.51361006,0.01643770,0.54946658,1.56562033,1.27772069,0.05212139,0.81182447
-4.97348674,7.37975348,0.48016610,4.37821382,0.01569361,0.53070341,1.52657300,1.22011969,0.05184384,0.77595633
-4.96748374,7.15846294,0.47671051,4.25111840,0.01501512,0.51395070,1.49736865,1.16856149,0.05156752,0.74662954
-4.96148074,6.96077784,0.47534344,4.13346002,0.01439976,0.49924549,1.47758401,1.12308533,0.05130680,0.72352685
-4.95547774,6.78739965,0.47595652,4.02620022,0.01384535,0.48662228,1.46679752,1.08371940,0.05107668,0.70633702
-4.94947474,6.63882465,0.47843435,3.93011768,0.01335013,0.47611148,1.46460126,1.05047348,0.05089220,0.69475762
-4.94347174,6.51534140,0.48265808,3.84580753,0.01291271,0.46773787,1.47060933,1.02333231,0.05076795,0.68849665
-4.93746873,6.41703441,0.48850877,3.77368734,0.01253210,0.46151921,1.48446276,1.00224986,0.05071748,0.68727312
-4.93146573,6.34379293,0.49587022,3.71400856,0.01220763,0.45746475,1.50583064,0.98714456,0.05075281,0.69081631
-4.92546273,6.29532297,0.50463120,3.66687198,0.01193890,0.45557383,1.53440759,0.97789564,0.05088400,0.69886417
-4.91945973,6.27116107,0.51468659,3.63224582,0.01172564,0.45583440,1.56990770,0.97434035,0.05111872,0.71116056
-4.91345673,6.27068815,0.52593755,3.60998494,0.01156762,0.45822146,1.61205539,0.97627231,0.05146194,0.72745175
-4.90745373,6.29314231,0.53829051,3.59984991,0.01146453,0.46269551,1.66057365,0.98344061,0.05191570,0.74748210
-4.90145073,6.33762970,0.55165508,3.60152499,0.01141584,0.46920087,1.71517037,0.99554996,0.05247892,0.77098947
-4.89544772,6.40313341,0.56594102,3.61463430,0.01142067,0.47766411,1.77552366,1.01226177,0.05314735,0.79770035
-4.88944472,6.48852050,0.58105444,3.63875582,0.01147768,0.48799252,1.84126709,1.03319614,0.05391365,0.82732532
-4.88344172,6.59254800,0.59689363,3.67343325,0.01158498,0.50007283,1.91197595,1.05793512,0.05476744,0.85955503
-4.87743872,6.71386906,0.61334486,3.71818592,0.01174006,0.51377026,1.98715542,1.08602705,0.05569562,0.89405728
-4.87143572,6.85104059,0.63027839,3.77251725,0.01193972,0.52892811,2.06623187,1.11699233,0.05668263,0.93047535
-4.86543272,7.00253364,0.64754535,3.83592223,0.01218004,0.54536788,2.14854803,1.15033048,0.05771089,0.96842819
-4.85942971,7.16674798,0.66497561,3.90789459,0.01245646,0.56289017,2.23336275,1.18552871,0.05876130,1.00751234
-4.85342671,7.34203150,0.68237709,3.98793397,0.01276375,0.58127636,2.31985586,1.22207170,0.05981376,1.04730614
-4.84742371,7.52670502,0.69953663,4.07555352,0.01309619,0.60029121,2.40713832,1.25945266,0.06084779,1.08737580
-4.84142071,7.71909231,0.71622264,4.17028786,0.01344761,0.61968621,2.49426750,1.29718512,0.06184311,1.12728357
-4.83541771,7.91755450,0.73218943,4.27170142,0.01381161,0.63920377,2.58026719,1.33481531,0.06278032,1.16659748
-4.82941471,8.12052748,0.74718323,4.37939645,0.01418172,0.65858217,2.66415158,1.37193452,0.06364140,1.20490239
-4.82341171,8.32656052,0.76094960,4.49302034,0.01455157,0.67756093,2.74495228,1.40819086,0.06441035,1.24181171
-4.81740870,8.53435376,0.77324190,4.61227129,0.01491513,0.69588666,2.82174698,1.44329993,0.06507361,1.27697931
-4.81140570,8.74279202,0.78383052,4.73690154,0.01526690,0.71331903,2.89368858,1.47705372,0.06562046,1.31011080
-4.80540270,8.95097255,0.79251227,4.86671735,0.01560205,0.72963663,2.96003321,1.50932713,0.06604332,1.34097372
-4.79939970,9.15822429,0.79911964,5.00157492,0.01591661,0.74464257,3.02016566,1.54008175,0.06633790,1.36940574
-4.79339670,9.36411676,0.80352915,5.14137193,0.01620759,0.75816957,3.07362102,1.56936638,0.06650327,1.39532051
-4.78739370,9.56845711,0.80566870,5.28603431,0.01647302,0.77008424,3.12010116,1.59731404,0.06654178,1.41871062
-4.78139070,9.77127458,0.80552312,5.43549850,0.01671202,0.78029055,3.15948523,1.62413547,0.06645890,1.43964735
-4.77538769,9.97279251,0.80313785,5.58968956,0.01692473,0.78873213,3.19183343,1.65010911,0.06626293,1.45827706
-4.76938469,10.17338843,0.79862038,5.74849607,0.01711224,0.79539352,3.21738382,1.67556786,0.06596461,1.47481425
-4.76338169,10.37354404,0.79213926,5.91174288,0.01727649,0.80030007,3.23654195,1.70088302,0.06557674,1.48953150
-4.75737869,10.57378698,0.78392077,6.07916324,0.01742008,0.80351668,3.24986394,1.72644602,0.06511367,1.50274665
-4.75137569,10.77462739,0.77424311,6.25037171,0.01754609,0.80514521,3.25803336,1.75264861,0.06459079,1.51480776
-4.74537269,10.97649204,0.76342846,6.42483975,0.01765785,0.80532077,3.26183306,1.77986236,0.06402402,1.52607642
-4.73936968,11.17965974,0.75183304,6.60187539,0.01775871,0.80420692,3.26211296,1.80841820,0.06342931,1.53691033
-4.73336668,11.38420094,0.73983558,6.78060865,0.01785182,0.80198983,3.25975521,1.83858705,0.06282215,1.54764569
-4.72736368,11.58992502,0.72782457,6.95998394,0.01793994,0.79887182,3.25563817,1.87056226,0.06221712,1.55858042
-4.72136068,11.79633800,0.71618487,7.13876028,0.01802522,0.79506413,3.25060059,1.90444467,0.06162748,1.56995886
-4.71535768,12.00261302,0.70528396,7.31552012,0.01810909,0.79077947,3.24540762,1.94023107,0.06106484,1.58195872
-4.70935468,12.20757556,0.69545869,7.48868675,0.01819210,0.78622442,3.24071999,1.97780660,0.06053885,1.59468088
-4.70335168,12.40970443,0.68700270,7.65655014,0.01827391,0.78159204,3.23706752,2.01694145,0.06005696,1.60814254
-4.69734867,12.60714924,0.68015534,7.81730055,0.01835325,0.77705488,3.23482828,2.05729235,0.05962429,1.62227404
-4.69134567,12.79776399,0.67509231,7.96906873,0.01842794,0.77275878,3.23421415,2.09840876,0.05924346,1.63691960
-4.68534267,12.97915611,0.67191859,8.10997160,0.01849499,0.76881767,3.23526333,2.13974376,0.05891462,1.65184194
-4.67933967,13.14874944,0.67066395,8.23816165,0.01855069,0.76530967,3.23784046,2.18066942,0.05863544,1.66673073
-4.67333667,13.30385923,0.67128126,8.35187834,0.01859079,0.76227461,3.24164406,2.22049617,0.05840127,1.68121443
-4.66733367,13.44177667,0.67364781,8.44949986,0.01861064,0.75971326,3.24622142,2.25849562,0.05820531,1.69487529
-4.66133067,13.55986014,0.67756951,8.52959321,0.01860538,0.75758823,3.25099019,2.29392597,0.05803886,1.70726663
-4.65532766,13.65563027,0.68278810,8.59096121,0.01857017,0.75582668,3.25526598,2.32605928,0.05789171,1.71793208
-4.64932466,13.72686519,0.68899092,8.63268467,0.01850036,0.75432470,3.25829494,2.35420949,0.05775253,1.72642569
-4.64332166,13.77169296,0.69582297,8.65415849,0.01839171,0.75295316,3.25928992,2.37776012,0.05760935,1.73233228
