energy_ev,total_up,Ga_p_up,Ga_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-6.00000000,2.31698701,0.05439430,0.00000000,1.71832446,0.61873903,0.00285731,0.94590506
-5.99399700,2.30597787,0.05538397,0.00000000,1.72499209,0.62236038,0.00306397,0.91608880
-5.98799400,2.30133701,0.05641248,0.00000000,1.73510768,0.62798687,0.00326614,0.88925854
-5.98199100,2.30138227,0.05743949,0.00000000,1.74738036,0.63500725,0.00346045,0.86506132
-5.97598799,2.30430906,0.05842281,0.00000000,1.76044641,0.64278269,0.00364361,0.84308027
-5.96998499,2.30825824,0.05932000,0.00000000,1.77291881,0.65066932,0.00381247,0.82285546
-5.96398199,2.31138606,0.06009004,0.00000000,1.78343824,0.65804087,0.00396414,0.80390589
-5.95797899,2.31193327,0.06069509,0.00000000,1.79072373,0.66431056,0.00409614,0.78575153
-5.95197599,2.30829059,0.06110196,0.00000000,1.79362051,0.66895145,0.00420647,0.76793456
-5.94597299,2.29905781,0.06128364,0.00000000,1.79114322,0.67151434,0.00429371,0.75003894
-5.93996998,2.28309407,0.06122043,0.00000000,1.78251249,0.67164256,0.00435710,0.73170746
-5.93396698,2.25955717,0.06090088,0.00000000,1.76718321,0.66908309,0.00439659,0.71265560
-5.92796398,2.22793040,0.06032233,0.00000000,1.74486342,0.66369351,0.00441285,0.69268165
-5.92196098,2.18803572,0.05949113,0.00000000,1.71552278,0.65544456,0.00440729,0.67167284
-5.91595798,2.14003303,0.05842248,0.00000000,1.67939049,0.64441824,0.00438202,0.64960709
-5.90995498,2.08440567,0.05713988,0.00000000,1.63694258,0.63080165,0.00433976,0.62655076
-5.90395198,2.02193303,0.05567423,0.00000000,1.58887952,0.61487670,0.00428381,0.60265222
-5.89794897,1.95365168,0.05406265,0.00000000,1.53609496,0.59700643,0.00421789,0.57813208
-5.89194597,1.88080703,0.05234703,0.00000000,1.47963720,0.57761836,0.00414601,0.55327029
-5.88594297,1.80479769,0.05057235,0.00000000,1.42066529,0.55718575,0.00407235,0.52839097
-5.87993997,1.72711523,0.04878496,0.00000000,1.36040154,0.53620752,0.00400111,0.50384574
-5.87393697,1.64928203,0.04703077,0.00000000,1.30008272,0.51518775,0.00393631,0.47999627
-5.86793397,1.57278986,0.04535344,0.00000000,1.24091198,0.49461555,0.00388166,0.45719690
-5.86193097,1.49904176,0.04379276,0.00000000,1.18401353,0.47494617,0.00384040,0.43577816
-5.85592796,1.42929973,0.04238314,0.00000000,1.13039190,0.45658407,0.00381522,0.41603179
-5.84992496,1.36463989,0.04115238,0.00000000,1.08089726,0.43986850,0.00380807,0.39819793
-5.84392196,1.30591702,0.04012068,0.00000000,1.03619816,0.42506228,0.00382015,0.38245493
-5.83791896,1.25373933,0.03929999,0.00000000,0.99676238,0.41234390,0.00385181,0.36891215
-5.83191596,1.20845419,0.03869370,0.00000000,0.96284653,0.40180328,0.00390256,0.35760592
-5.82591296,1.17014488,0.03829667,0.00000000,0.93449433,0.39344124,0.00397105,0.34849873
-5.81990995,1.13863811,0.03809557,0.00000000,0.91154343,0.38717243,0.00405514,0.34148150
-5.81390695,1.11352132,0.03806958,0.00000000,0.89364000,0.38283165,0.00415195,0.33637888
-5.80790395,1.09416886,0.03819129,0.00000000,0.88026028,0.38018309,0.00425799,0.33295695
-5.80190095,1.07977532,0.03842792,0.00000000,0.87073783,0.37893190,0.00436927,0.33093328
-5.79589795,1.06939455,0.03874266,0.00000000,0.86429525,0.37873781,0.00448142,0.32998846
-5.78989495,1.06198233,0.03909615,0.00000000,0.86007870,0.37922987,0.00458991,0.32977887
-5.78389195,1.05644087,0.03944802,0.00000000,0.85719389,0.38002189,0.00469017,0.32994992
-5.77788894,1.05166326,0.03975839,0.00000000,0.85474196,0.38072782,0.00477775,0.33014927
-5.77188594,1.04657602,0.03998938,0.00000000,0.85185372,0.38097644,0.00484851,0.33003947
-5.76588294,1.04017809,0.04010640,0.00000000,0.84772107,0.38042491,0.00489874,0.32930961
-5.75987994,1.03157499,0.04007936,0.00000000,0.84162437,0.37877057,0.00492530,0.32768530
-5.75387694,1.02000682,0.03988357,0.00000000,0.83295495,0.37576052,0.00492573,0.32493700
-5.74787394,1.00486943,0.03950049,0.00000000,0.82123201,0.37119897,0.00489829,0.32088608
-5.74187094,0.98572824,0.03891813,0.00000000,0.80611351,0.36495182,0.00484204,0.31540872
-5.73586793,0.96232458,0.03813123,0.00000000,0.78740114,0.35694867,0.00475686,0.30843747
-5.72986493,0.93457469,0.03714117,0.00000000,0.76503921,0.34718223,0.00464339,0.29996060
-5.72386193,0.90256202,0.03595560,0.00000000,0.73910821,0.33570532,0.00450303,0.29001933
-5.71785893,0.86652343,0.03458790,0.00000000,0.70981335,0.32262564,0.00433784,0.27870321
-5.71185593,0.82683046,0.03305641,0.00000000,0.67746918,0.30809888,0.00415047,0.26614399
-5.70585293,0.78396674,0.03138354,0.00000000,0.64248106,0.29232038,0.00394402,0.25250829
-5.69984992,0.73850272,0.02959477,0.00000000,0.60532444,0.27551580,0.00372195,0.23798947
-5.69384692,0.69106917,0.02771763,0.00000000,0.56652321,0.25793145,0.00348792,0.22279911
-5.68784392,0.64233055,0.02578069,0.00000000,0.52662792,0.23982449,0.00324571,0.20715854
-5.68184092,0.59295940,0.02381249,0.00000000,0.48619489,0.22145362,0.00299905,0.19129062
-5.67583792,0.54361281,0.02184072,0.00000000,0.44576696,0.20307042,0.00275156,0.17541230
-5.66983492,0.49491173,0.01989138,0.00000000,0.40585667,0.18491184,0.00250658,0.15972800
-5.66383192,0.44742370,0.01798810,0.00000000,0.36693213,0.16719391,0.00226718,0.14442420
-5.65782891,0.40164941,0.01615169,0.00000000,0.32940614,0.15010688,0.00203604,0.12966517
-5.65182591,0.35801326,0.01439973,0.00000000,0.29362848,0.13381183,0.00181542,0.11559002
-5.64582291,0.31685778,0.01274642,0.00000000,0.25988145,0.11843868,0.00160715,0.10231100
-5.63981991,0.27844181,0.01120246,0.00000000,0.22837840,0.10408565,0.00141259,0.08991297
-5.63381691,0.24294196,0.00977521,0.00000000,0.19926498,0.09081987,0.00123270,0.07845395
-5.62781391,0.21045687,0.00846882,0.00000000,0.17262273,0.07867905,0.00106801,0.06796656
-5.62181091,0.18101384,0.00728452,0.00000000,0.14847451,0.06767403,0.00091869,0.05846019
-5.61580790,0.15457705,0.00622096,0.00000000,0.12679129,0.05779187,0.00078459,0.04992369
-5.60980490,0.13105692,0.00527462,0.00000000,0.10749985,0.04899942,0.00066525,0.04232846
-5.60380190,0.11032001,0.00444019,0.00000000,0.09049093,0.04124704,0.00056002,0.03563162
-5.59779890,0.09219900,0.00371096,0.00000000,0.07562742,0.03447233,0.00046806,0.02977932
-5.59179590,0.07650226,0.00307924,0.00000000,0.06275224,0.02860379,0.00038838,0.02470977
