energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.55346848,0.03302785,0.13509390,0.01105547,0.75353666,0.39428673,0.24071864,0.48208434,0.85567665
-5.99399700,2.60392075,0.03260655,0.14088487,0.01153735,0.76487878,0.40186521,0.24368444,0.49523395,0.87083043
-5.98799400,2.64842369,0.03214443,0.14619488,0.01198456,0.77431578,0.40860143,0.24570005,0.50665445,0.88444387
-5.98199100,2.68577808,0.03163494,0.15094336,0.01239060,0.78154368,0.41429099,0.24670576,0.51613825,0.89608056
-5.97598799,2.71490797,0.03107251,0.15505728,0.01274997,0.78630083,0.41875010,0.24666123,0.52351104,0.90533888
-5.96998499,2.73488646,0.03045254,0.15847304,0.01305833,0.78837500,0.42181990,0.24554694,0.52863636,0.91186012
-5.96398199,2.74495964,0.02977150,0.16113818,0.01331268,0.78760947,0.42337041,0.24336503,0.53141934,0.91533638
-5.95797899,2.74456753,0.02902698,0.16301289,0.01351150,0.78390804,0.42330397,0.24013972,0.53180950,0.91551794
-5.95197599,2.73336119,0.02821784,0.16407117,0.01365487,0.77723858,0.42155801,0.23591708,0.52980233,0.91221967
-5.94597299,2.71121500,0.02734421,0.16430171,0.01374448,0.76763497,0.41810693,0.23076412,0.52543979,0.90532636
-5.93996998,2.67823334,0.02640756,0.16370834,0.01378372,0.75519721,0.41296312,0.22476742,0.51880951,0.89479640
-5.93396698,2.63475119,0.02541078,0.16231007,0.01377760,0.74008969,0.40617693,0.21803105,0.51004274,0.88066374
-5.92796398,2.58132822,0.02435807,0.16014078,0.01373266,0.72253754,0.39783549,0.21067407,0.49931108,0.86303784
-5.92196098,2.51873624,0.02325496,0.15724837,0.01365688,0.70282112,0.38806060,0.20282754,0.48682205,0.84210155
-5.91595798,2.44794024,0.02210818,0.15369357,0.01355942,0.68126882,0.37700545,0.19463123,0.47281358,0.81810678
-5.90995498,2.37007327,0.02092551,0.14954834,0.01345041,0.65824829,0.36485048,0.18623005,0.45754767,0.79136815
-5.90395198,2.28640602,0.01971562,0.14489393,0.01334067,0.63415638,0.35179836,0.17777033,0.44130322,0.76225465
-5.89794897,2.19831186,0.01848785,0.13981860,0.01324134,0.60940817,0.33806826,0.16939613,0.42436845,0.73117968
-5.89194597,2.10722844,0.01725197,0.13441525,0.01316357,0.58442525,0.32388974,0.16124559,0.40703297,0.69858962
-5.88594297,2.01461730,0.01601795,0.12877874,0.01311805,0.55962389,0.30949626,0.15344751,0.38957991,0.66495153
-5.87993997,1.92192269,0.01479570,0.12300333,0.01311470,0.53540323,0.29511870,0.14611813,0.37227821,0.63074021
-5.87393697,1.83053123,0.01359482,0.11718008,0.01316224,0.51213414,0.28097907,0.13935845,0.35537546,0.59642528
-5.86793397,1.74173379,0.01242440,0.11139441,0.01326781,0.49014894,0.26728459,0.13325181,0.33909152,0.56245863
