energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.44172086,0.52993586,0.02917543,0.00237997,0.14321120,0.04396071,0.23738439,0.00000000,0.37097223,0.01677204
-5.43571786,0.54346931,0.03105809,0.00222618,0.14704857,0.04630766,0.24091267,0.00000000,0.38131385,0.01704957
-5.42971486,0.55464249,0.03291663,0.00212467,0.15061418,0.04869718,0.24302538,0.00000000,0.38986808,0.01721773
-5.42371186,0.56328160,0.03473267,0.00207211,0.15383191,0.05109749,0.24366958,0.00000000,0.39651702,0.01727298
-5.41770885,0.56929138,0.03648786,0.00206726,0.15664832,0.05347985,0.24283561,0.00000000,0.40119204,0.01721451
-5.41170585,0.57265847,0.03816428,0.00211106,0.15903385,0.05581913,0.24055790,0.00000000,0.40387586,0.01704434
-5.40570285,0.57345245,0.03974491,0.00220664,0.16098352,0.05809453,0.23691441,0.00000000,0.40460336,0.01676726
-5.39969985,0.57182495,0.04121409,0.00235939,0.16251726,0.06029027,0.23202489,0.00000000,0.40346086,0.01639066
-5.39369685,0.56800664,0.04255806,0.00257695,0.16367973,0.06239622,0.22604781,0.00000000,0.40058414,0.01592435
-5.38769385,0.56230256,0.04376545,0.00286920,0.16453977,0.06440862,0.21917635,0.00000000,0.39615531,0.01538021
-5.38169085,0.55508561,0.04482782,0.00324818,0.16518945,0.06633063,0.21163348,0.00000000,0.39039847,0.01477186
-5.37568784,0.54678879,0.04574011,0.00372806,0.16574271,0.06817286,0.20366637,0.00000000,0.38357462,0.01411428
-5.36968484,0.53789609,0.04650109,0.00432492,0.16633354,0.06995371,0.19554029,0.00000000,0.37597569,0.01342334
-5.36368184,0.52893247,0.04711365,0.00505659,0.16711384,0.07169948,0.18753233,0.00000000,0.36791807,0.01271540
-5.35767884,0.52045289,0.04758507,0.00594236,0.16825070,0.07344435,0.17992497,0.00000000,0.35973567,0.01200685
-5.35167584,0.51303079,0.04792705,0.00700263,0.16992336,0.07522987,0.17299981,0.00000000,0.35177264,0.01131372
-5.34567284,0.50724595,0.04815567,0.00825847,0.17231960,0.07710433,0.16703154,0.00000000,0.34437594,0.01065128
-5.33966983,0.50367201,0.04829115,0.00973112,0.17563168,0.07912157,0.16228223,0.00000000,0.33788779,0.01003374
-5.33366683,0.50286370,0.04835738,0.01144132,0.18005187,0.08133960,0.15899614,0.00000000,0.33263810,0.00947391
-5.32766383,0.50534394,0.04838141,0.01340865,0.18576749,0.08381871,0.15739501,0.00000000,0.32893699,0.00898297
-5.32166083,0.51159095,0.04839260,0.01565077,0.19295562,0.08661938,0.15767383,0.00000000,0.32706751,0.00857031
-5.31565783,0.52202561,0.04842185,0.01818258,0.20177761,0.08979984,0.15999726,0.00000000,0.32727856,0.00824338
-5.30965483,0.53699922,0.04850056,0.02101535,0.21237339,0.09341346,0.16449657,0.00000000,0.32977831,0.00800759
-5.30365183,0.55678209,0.04865959,0.02415589,0.22485589,0.09750607,0.17126708,0.00000000,0.33472811,0.00786631
-5.29764882,0.58155311,0.04892828,0.02760570,0.23930564,0.10211328,0.18036628,0.00000000,0.34223713,0.00782086
-5.29164582,0.61139081,0.04933339,0.03136021,0.25576588,0.10725791,0.19181243,0.00000000,0.35235791,0.00787057
-5.28564282,0.64626626,0.04989822,0.03540812,0.27423834,0.11294775,0.20558379,0.00000000,0.36508306,0.00801287
-5.27963982,0.68603822,0.05064183,0.03973092,0.29467986,0.11917368,0.22161844,0.00000000,0.38034319,0.00824338
-5.27363682,0.73045076,0.05157846,0.04430249,0.31700019,0.12590829,0.23981479,0.00000000,0.39800636,0.00855613
-5.26763382,0.77913394,0.05271709,0.04908906,0.34106103,0.13310516,0.26003266,0.00000000,0.41787914,0.00894367
-5.26163082,0.83160744,0.05406131,0.05404931,0.36667650,0.14069875,0.28209514,0.00000000,0.43970939,0.00939730
-5.25562781,0.88728750,0.05560931,0.05913475,0.39361506,0.14860511,0.30579104,0.00000000,0.46319078,0.00990728
-5.24962481,0.94549703,0.05735418,0.06429038,0.42160300,0.15672327,0.33087806,0.00000000,0.48796898,0.01046309
-5.24362181,1.00547867,0.05928430,0.06945561,0.45032925,0.16493735,0.35708661,0.00000000,0.51364953,0.01105364
-5.23761881,1.06641065,0.06138393,0.07456541,0.47945164,0.17311935,0.38412409,0.00000000,0.53980693,0.01166750
-5.23161581,1.12742476,0.06363392,0.07955168,0.50860414,0.18113250,0.41167978,0.00000000,0.56599498,0.01229323
-5.22561281,1.18762607,0.06601236,0.08434481,0.53740506,0.18883501,0.43943001,0.00000000,0.59175777,0.01291952
-5.21960980,1.24611355,0.06849540,0.08887531,0.56546572,0.19608414,0.46704355,0.00000000,0.61664105,0.01353547
-5.21360680,1.30200098,0.07105781,0.09307556,0.59239944,0.20274041,0.49418716,0.00000000,0.64020354,0.01413079
-5.20760380,1.35443727,0.07367364,0.09688155,0.61783041,0.20867167,0.52053101,0.00000000,0.66202780,0.01469597
-5.20160080,1.40262559,0.07631656,0.10023450,0.64140209,0.21375710,0.54575396,0.00000000,0.68173007,0.01522242
-5.19559780,1.44584062,0.07896024,0.10308244,0.66278499,0.21789067,0.56954849,0.00000000,0.69896905,0.01570258
-5.18959480,1.48344326,0.08157839,0.10538156,0.68168343,0.22098424,0.59162521,0.00000000,0.71345299,0.01613002
-5.18359180,1.51489254,0.08414483,0.10709732,0.69784117,0.22296993,0.61171694,0.00000000,0.72494514,0.01649944
-5.17758879,1.53975438,0.08663331,0.10820531,0.71104573,0.22380182,0.62958215,0.00000000,0.73326724,0.01680670
-5.17158579,1.55770715,0.08901732,0.10869182,0.72113150,0.22345694,0.64500793,0.00000000,0.73830126,0.01704875
-5.16558279,1.56854399,0.09126990,0.10855408,0.72798135,0.22193545,0.65781245,0.00000000,0.73998925,0.01722362
-5.15957979,1.57217231,0.09336341,0.10780021,0.73152720,0.21926015,0.66784683,0.00000000,0.73833159,0.01733031
-5.15357679,1.56861058,0.09526944,0.10644885,0.73174928,0.21547526,0.67499671,0.00000000,0.73338390,0.01736872
-5.14757379,1.55798302,0.09695885,0.10452855,0.72867466,0.21064470,0.67918337,0.00000000,0.72525280,0.01733950
-5.14157079,1.54051259,0.09840190,0.10207692,0.72237484,0.20484984,0.68036458,0.00000000,0.71409087,0.01724406
-5.13556778,1.51651282,0.09956872,0.09913955,0.71296284,0.19818693,0.67853517,0.00000000,0.70009127,0.01708435
-5.12956478,1.48637897,0.10042983,0.09576885,0.70059002,0.19076432,0.67372743,0.00000000,0.68348206,0.01686292
-5.12356178,1.45057901,0.10095695,0.09202277,0.68544252,0.18269954,0.66601127,0.00000000,0.66452081,0.01658278
-5.11755878,1.40964472,0.10112396,0.08796345,0.66773782,0.17411653,0.65549425,0.00000000,0.64348948,0.01624740
-5.11155578,1.36416329,0.10090789,0.08365594,0.64772122,0.16514283,0.64232123,0.00000000,0.62068986,0.01586067
-5.10555278,1.31476957,0.10029012,0.07916695,0.62566248,0.15590719,0.62667392,0.00000000,0.59643961,0.01542696
-5.09954977,1.26213903,0.09925739,0.07456371,0.60185265,0.14653737,0.60876994,0.00000000,0.57106908,0.01495107
-5.09354677,1.20698152,0.09780289,0.06991289,0.57660097,0.13715828,0.58886151,0.00000000,0.54491858,0.01443829
-5.08754377,1.15003563,0.09592704,0.06527981,0.55023196,0.12789060,0.56723368,0.00000000,0.51833634,0.01389439
-5.08154077,1.09206365,0.09363820,0.06072764,0.52308245,0.11884967,0.54420197,0.00000000,0.49167683,0.01332572
-5.07553777,1.03384676,0.09095296,0.05631690,0.49549877,0.11014477,0.52010939,0.00000000,0.46529930,0.01273912
-5.06953477,0.97618036,0.08789624,0.05210504,0.46783373,0.10187878,0.49532290,0.00000000,0.43956640,0.01214199
-5.06353177,0.91986919,0.08450100,0.04814623,0.44044356,0.09414803,0.47022915,0.00000000,0.41484269,0.01154226
-5.05752876,0.86572210,0.08080761,0.04449115,0.41368462,0.08704236,0.44522962,0.00000000,0.39149273,0.01094831
-5.05152576,0.81454614,0.07686294,0.04118703,0.38790984,0.08064539,0.42073521,0.00000000,0.36987877,0.01036892
-5.04552276,0.76713983,0.07271922,0.03827761,0.36346503,0.07503473,0.39716019,0.00000000,0.35035772,0.00981318
-5.03951976,0.72428536,0.06843259,0.03580317,0.34068472,0.07028223,0.37491581,0.00000000,0.33327741,0.00929037
-5.03351676,0.68673971,0.06406158,0.03380056,0.31988788,0.06645408,0.35440338,0.00000000,0.31897197,0.00880980
-5.02751376,0.65522447,0.05966549,0.03230317,0.30137335,0.06361079,0.33600726,0.00000000,0.30775634,0.00838064
-5.02151076,0.63041440,0.05530273,0.03134072,0.28541497,0.06180685,0.32008746,0.00000000,0.29992003,0.00801177
-5.01550775,0.61292475,0.05102929,0.03093910,0.27225664,0.06109020,0.30697233,0.00000000,0.29572004,0.00771154
-5.00950475,0.60329753,0.04689725,0.03111992,0.26210725,0.06150129,0.29695121,0.00000000,0.29537320,0.00748760
-5.00350175,0.60198675,0.04295355,0.03189998,0.25513560,0.06307196,0.29026736,0.00000000,0.29904813,0.00734665
-4.99749875,0.60934321,0.03923895,0.03329065,0.25146549,0.06582393,0.28711110,0.00000000,0.30685699,0.00729426
-4.99149575,0.62559897,0.03578719,0.03529702,0.25117097,0.06976706,0.28761352,0.00000000,0.31884749,0.00733468
-4.98549275,0.65085214,0.03262451,0.03791704,0.25427210,0.07489751,0.29184088,0.00000000,0.33499532,0.00747059
-4.97948974,0.68505275,0.02976935,0.04114058,0.26073126,0.08119570,0.29978979,0.00000000,0.35519759,0.00770299
-4.97348674,0.72799002,0.02723235,0.04494849,0.27045030,0.08862439,0.31138352,0.00000000,0.37926763,0.00803104
-4.96748374,0.77928227,0.02501655,0.04931176,0.28326866,0.09712693,0.32646965,0.00000000,0.40693145,0.00845193
-4.96148074,0.83836985,0.02311783,0.05419072,0.29896275,0.10662569,0.34481915,0.00000000,0.43782658,0.00896081
-4.95547774,0.90451217,0.02152551,0.05953461,0.31724673,0.11702112,0.36612725,0.00000000,0.47150324,0.00955081
-4.94947474,0.97678943,0.02022307,0.06528127,0.33777492,0.12819120,0.39001624,0.00000000,0.50742845,0.01021300
-4.94347174,1.05410970,0.01918899,0.07135727,0.36014593,0.13999177,0.41604028,0.00000000,0.54499313,0.01093650
-4.93746873,1.13522176,0.01839771,0.07767841,0.38390866,0.15225750,0.44369240,0.00000000,0.58352219,0.01170866
-4.93146573,1.21873405,0.01782052,0.08415066,0.40857000,0.16480388,0.47241360,0.00000000,0.62228769,0.01251521
-4.92546273,1.30313948,0.01742653,0.09067153,0.43360446,0.17742995,0.50160403,0.00000000,0.66052462,0.01334056
-4.91945973,1.38684602,0.01718363,0.09713190,0.45846520,0.18992205,0.53063601,0.00000000,0.69744910,0.01416811
-4.91345673,1.46821214,0.01705939,0.10341828,0.48259652,0.20205825,0.55886859,0.00000000,0.73227830,0.01498066
-4.90745373,1.54558639,0.01702187,0.10941539,0.50544726,0.21361356,0.58566333,0.00000000,0.76425149,0.01576075
-4.90145073,1.61734968,0.01704042,0.11500900,0.52648476,0.22436553,0.61040066,0.00000000,0.79265139,0.01649118
-4.89544772,1.68195887,0.01708634,0.12008901,0.54520886,0.23410032,0.63249639,0.00000000,0.81682498,0.01715544
-4.88944472,1.73798996,0.01713345,0.12455249,0.56116546,0.24261869,0.65141776,0.00000000,0.83620288,0.01773814
-4.88344172,1.78417916,0.01715857,0.12830676,0.57395905,0.24974192,0.66669820,0.00000000,0.85031652,0.01822549
-4.87743872,1.81946007,0.01714191,0.13127209,0.58326368,0.25531724,0.67795055,0.00000000,0.85881224,0.01860565
-4.87143572,1.84299534,0.01706726,0.13338427,0.58883193,0.25922256,0.68487776,0.00000000,0.86146168,0.01886910
-4.86543272,1.85420138,0.01692218,0.13459656,0.59050151,0.26137033,0.68728095,0.00000000,0.85816806,0.01900890
-4.85942971,1.85276490,0.01669797,0.13488117,0.58819905,0.26171027,0.68506428,0.00000000,0.84896796,0.01902091
-4.85342671,1.83865063,0.01638960,0.13423010,0.58194107,0.26023086,0.67823645,0.00000000,0.83402853,0.01890383
-4.84742371,1.81209967,0.01599555,0.13265534,0.57183200,0.25695955,0.66690874,0.00000000,0.81364039,0.01865926
-4.84142071,1.77361868,0.01551748,0.13018833,0.55805934,0.25196162,0.65128978,0.00000000,0.78820631,0.01829156
-4.83541771,1.72396031,0.01495993,0.12687887,0.54088618,0.24533776,0.63167716,0.00000000,0.75822655,0.01780772
-4.82941471,1.66409584,0.01432988,0.12279331,0.52064147,0.23722050,0.60844632,0.00000000,0.72428122,0.01721705
-4.82341171,1.59518128,0.01363632,0.11801230,0.49770850,0.22776967,0.58203736,0.00000000,0.68701076,0.01653088
-4.81740870,1.51851850,0.01288975,0.11262814,0.47251196,0.21716699,0.55294008,0.00000000,0.64709520,0.01576214
-4.81140570,1.43551306,0.01210172,0.10674177,0.44550438,0.20561023,0.52167819,0.00000000,0.60523324,0.01492493
-4.80540270,1.34763063,0.01128433,0.10045966,0.41715228,0.19330699,0.48879322,0.00000000,0.56212194,0.01403410
-4.79939970,1.25635385,0.01044980,0.09389068,0.38792285,0.18046853,0.45482878,0.00000000,0.51843788,0.01310478
-4.79339670,1.16314123,0.00961008,0.08714301,0.35827140,0.16730379,0.42031585,0.00000000,0.47482038,0.01215196
-4.78739370,1.06938972,0.00877646,0.08032139,0.32863026,0.15401390,0.38575954,0.00000000,0.43185738,0.01119009
-4.78139070,0.97640214,0.00795931,0.07352455,0.29939934,0.14078729,0.35162780,0.00000000,0.39007430,0.01023270
-4.77538769,0.88536040,0.00716782,0.06684320,0.27093860,0.12779568,0.31834238,0.00000000,0.34992613,0.00929215
-4.76938469,0.79730514,0.00640986,0.06035835,0.24356269,0.11519088,0.28627214,0.00000000,0.31179270,0.00837940
-4.76338169,0.71312210,0.00569188,0.05414019,0.21753762,0.10310259,0.25572888,0.00000000,0.27597710,0.00750380
-4.75737869,0.63353497,0.00501885,0.04824741,0.19307952,0.09163714,0.22696551,0.00000000,0.24270695,0.00667304
-4.75137569,0.55910452,0.00439432,0.04272703,0.17035531,0.08087710,0.20017652,0.00000000,0.21213809,0.00589313
-4.74537269,0.49023332,0.00382047,0.03761462,0.14948493,0.07088178,0.17550026,0.00000000,0.18436041,0.00516839
-4.73936968,0.42717518,0.00329820,0.03293495,0.13054506,0.06168838,0.15302304,0.00000000,0.15940517,0.00450156
-4.73336668,0.37004851,0.00282730,0.02870282,0.11357377,0.05331379,0.13278439,0.00000000,0.13725337,0.00389392
-4.72736368,0.31885238,0.00240658,0.02492426,0.09857599,0.04575675,0.11478324,0.00000000,0.11784477,0.00334545
-4.72136068,0.27348445,0.00203404,0.02159779,0.08552928,0.03900043,0.09898463,0.00000000,0.10108686,0.00285501
-4.71535768,0.23375966,0.00170707,0.01871573,0.07438966,0.03301506,0.08532657,0.00000000,0.08686367,0.00242051
-4.70935468,0.19942890,0.00142258,0.01626561,0.06509728,0.02776068,0.07372673,0.00000000,0.07504381,0.00203913
-4.70335168,0.17019677,0.00117715,0.01423138,0.05758155,0.02318979,0.06408870,0.00000000,0.06548765,0.00170751
-4.69734867,0.14573790,0.00096720,0.01259461,0.05176565,0.01924984,0.05630753,0.00000000,0.05805328,0.00142191
-4.69134567,0.12571132,0.00078910,0.01133549,0.04757019,0.01588548,0.05027454,0.00000000,0.05260134,0.00117838
-4.68534267,0.10977255,0.00063927,0.01043361,0.04491603,0.01304056,0.04588106,0.00000000,0.04899842,0.00097289
-4.67933967,0.09758332,0.00051423,0.00986860,0.04372609,0.01065982,0.04302128,0.00000000,0.04711923,0.00080148
-4.67333667,0.08881875,0.00041074,0.00962051,0.04392626,0.00869026,0.04159410,0.00000000,0.04684749,0.00066034
-4.66733367,0.08317226,0.00032577,0.00967000,0.04544545,0.00708219,0.04150400,0.00000000,0.04807577,0.00054586
-4.66133067,0.08035824,0.00025657,0.00999836,0.04821486,0.00579005,0.04266114,0.00000000,0.05070429,0.00045472
-4.65532766,0.08011284,0.00020065,0.01058735,0.05216654,0.00477287,0.04498070,0.00000000,0.05463903,0.00038394
-4.64932466,0.08219322,0.00015582,0.01141895,0.05723155,0.00399463,0.04838167,0.00000000,0.05978921,0.00033083
-4.64332166,0.08637555,0.00012017,0.01247497,0.06333775,0.00342430,0.05278524,0.00000000,0.06606447,0.00029306
