energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-2.85442721,3.74538899,0.00526589,0.02417406,0.53360909,2.93139735,0.01220674,0.21761089,0.25091364,0.87888118
-2.84842421,3.68015887,0.00540033,0.02391207,0.52254653,2.88854238,0.01228895,0.21642562,0.24208374,0.85270769
-2.84242121,3.61892034,0.00550588,0.02368977,0.51222638,2.84948775,0.01236418,0.21496932,0.23328308,0.82709126
-2.83641821,3.56227276,0.00558091,0.02350858,0.50274208,2.81456136,0.01243440,0.21328776,0.22458313,0.80230794
-2.83041521,3.51073804,0.00562444,0.02336906,0.49417247,2.78402817,0.01250145,0.21143103,0.21605290,0.77861306
-2.82441221,3.46473711,0.00563619,0.02327082,0.48657886,2.75807301,0.01256690,0.20945119,0.20775757,0.75623404
-2.81840920,3.42456609,0.00561659,0.02321248,0.48000200,2.73678341,0.01263196,0.20739963,0.19975714,0.73536327
-2.81240620,3.39037324,0.00556678,0.02319163,0.47445919,2.72013315,0.01269735,0.20532442,0.19210493,0.71615149
-2.80640320,3.36213819,0.00548855,0.02320476,0.46994152,2.70796756,0.01276317,0.20326771,0.18484622,0.69870188
-2.80040020,3.33965488,0.00538427,0.02324726,0.46641173,2.69999189,0.01282890,0.20126344,0.17801696,0.68306528
-2.79439720,3.32251986,0.00525687,0.02331344,0.46380262,2.69576380,0.01289325,0.19933537,0.17164264,0.66923687
-2.78839420,3.31012738,0.00510970,0.02339652,0.46201652,2.69469119,0.01295422,0.19749565,0.16573743,0.65715473
-2.78239120,3.30167254,0.00494645,0.02348881,0.46092572,2.69603612,0.01300909,0.19574400,0.16030373,0.64670032
-2.77638819,3.29616320,0.00477107,0.02358175,0.46037426,2.69892564,0.01305449,0.19406753,0.15533202,0.63770123
-2.77038519,3.29244117,0.00458767,0.02366618,0.46018094,2.70236961,0.01308649,0.19244137,0.15080122,0.62993609
-2.76438219,3.28921229,0.00440041,0.02373255,0.46014364,2.70528536,0.01310076,0.19082983,0.14667946,0.62314163
-2.75837919,3.28508486,0.00421346,0.02377122,0.46004489,2.70652863,0.01309272,0.18918835,0.14292527,0.61702169
-2.75237619,3.27861483,0.00403096,0.02377275,0.45965837,2.70492956,0.01305773,0.18746587,0.13948927,0.61125775
-2.74637319,3.26835617,0.00385691,0.02372826,0.45875623,2.69933252,0.01299133,0.18560773,0.13631607,0.60552071
-2.74037019,3.25291409,0.00369521,0.02362981,0.45711693,2.68863769,0.01288940,0.18355868,0.13334653,0.59948322
-2.73436718,3.23099859,0.00354958,0.02347066,0.45453306,2.67184282,0.01274840,0.18126617,0.13052016,0.59283222
-2.72836418,3.20147587,0.00342363,0.02324566,0.45081899,2.64808281,0.01256555,0.17868337,0.12777751,0.58528091
-2.72236118,3.16341498,0.00332078,0.02295143,0.44581784,2.61666532,0.01233897,0.17577210,0.12506263,0.57657978
-2.71635818,3.11612744,0.00324433,0.02258662,0.43940751,2.57710059,0.01206782,0.17250526,0.12232523,0.56652608
-2.71035518,3.05919776,0.00319742,0.02215201,0.43150535,2.52912385,0.01175236,0.16886879,0.11952263,0.55497134
-2.70435218,2.99250351,0.00318303,0.02165056,0.42207141,2.47270931,0.01139403,0.16486292,0.11662140,0.54182664
-2.69834917,2.91622389,0.00320395,0.02108737,0.41111003,2.40807506,0.01099537,0.16050288,0.11359848,0.52706548
-2.69234617,2.83083644,0.00326277,0.02046956,0.39866965,2.33567852,0.01056003,0.15581874,0.11044193,0.51072407
-2.68634317,2.73710237,0.00336182,0.01980607,0.38484100,2.25620297,0.01009264,0.15085464,0.10715114,0.49289923
-2.68034017,2.63604111,0.00350308,0.01910738,0.36975375,2.17053568,0.00959868,0.14566739,0.10373659,0.47374396
-2.67433717,2.52889570,0.00368811,0.01838520,0.35357168,2.07973895,0.00908434,0.14032447,0.10021914,0.45346118
-2.66833417,2.41709076,0.00391796,0.01765208,0.33648685,1.98501549,0.00855634,0.13490165,0.09662894,0.43229569
-2.66233117,2.30218510,0.00419305,0.01692105,0.31871291,1.88766979,0.00802170,0.12948020,0.09300399,0.41052522
-2.65632816,2.18582132,0.00451304,0.01620519,0.30047789,1.78906742,0.00748762,0.12414405,0.08938847,0.38845058
-2.65032516,2.06967482,0.00487677,0.01551728,0.28201688,1.69059394,0.00696126,0.11897684,0.08583090,0.36638580
-2.64432216,1.95540428,0.00528212,0.01486943,0.26356491,1.59361540,0.00644956,0.11405914,0.08238217,0.34464841
-2.63831916,1.84460584,0.00572598,0.01427275,0.24535022,1.49944182,0.00595914,0.10946588,0.07909369,0.32355045
-2.63231616,1.73877251,0.00620413,0.01373714,0.22758833,1.40929504,0.00549612,0.10526411,0.07601552,0.30339048
-2.62631316,1.63926041,0.00671131,0.01327103,0.21047701,1.32428205,0.00506605,0.10151129,0.07319479,0.28444684
-2.62031016,1.54726249,0.00724118,0.01288133,0.19419231,1.24537435,0.00467385,0.09825399,0.07067420,0.26697236
-2.61430715,1.46379038,0.00778643,0.01257330,0.17888572,1.17339381,0.00432374,0.09552711,0.06849092,0.25119064
-2.60830415,1.38966433,0.00833885,0.01235061,0.16468250,1.10900486,0.00401922,0.09335367,0.06667572,0.23729377
-2.60230115,1.32551090,0.00888956,0.01221538,0.15168114,1.05271284,0.00376310,0.09174508,0.06525238,0.22544151
-2.59629815,1.27176752,0.00942913,0.01216829,0.13995384,1.00486777,0.00355747,0.09070181,0.06423746,0.21576178
-2.59029515,1.22869308,0.00994788,0.01220878,0.12954779,0.96567277,0.00340378,0.09021452,0.06364029,0.20835213
-2.58429215,1.19638315,0.01043610,0.01233520,0.12048731,0.93519623,0.00330284,0.09026539,0.06346318,0.20328206
-2.57828914,1.17478857,0.01088436,0.01254502,0.11277639,0.91338647,0.00325487,0.09082964,0.06370195,0.20059588
-2.57228614,1.16373595,0.01128378,0.01283506,0.10640165,0.90008805,0.00325960,0.09187725,0.06434646,0.20031581
-2.56628314,1.16294875,0.01162627,0.01320169,0.10133541,0.89505849,0.00331624,0.09337452,0.06538136,0.20244511
-2.56028014,1.17206778,0.01190486,0.01364100,0.09753875,0.89798462,0.00342359,0.09528562,0.06678687,0.20697101
-2.55427714,1.19067010,0.01211385,0.01414896,0.09496432,0.90849774,0.00358009,0.09757399,0.06853958,0.21386720
-2.54827414,1.21828536,0.01224904,0.01472159,0.09355890,0.92618699,0.00378380,0.10020343,0.07061321,0.22309582
-2.54227114,1.25440936,0.01230781,0.01535502,0.09326548,0.95061050,0.00403252,0.10313898,0.07297944,0.23460886
-2.53626813,1.29851435,0.01228924,0.01604557,0.09402488,0.98130430,0.00432379,0.10634753,0.07560852,0.24834886
-2.53026513,1.35005616,0.01219408,0.01678981,0.09577682,1.01778884,0.00465493,0.10979801,0.07846996,0.26424908
-2.52426213,1.40847840,0.01202472,0.01758453,0.09846049,1.05957343,0.00502309,0.11346154,0.08153305,0.28223308
-2.51825913,1.47321435,0.01178506,0.01842679,0.10201464,1.10615890,0.00542529,0.11731111,0.08476735,0.30221394
-2.51225613,1.54368683,0.01148039,0.01931385,0.10637723,1.15703897,0.00585849,0.12132127,0.08814313,0.32409320
-2.50625313,1.61930709,0.01111716,0.02024318,0.11148478,1.21170081,0.00631956,0.12546760,0.09163172,0.34775968
-2.50025013,1.69947316,0.01070276,0.02121245,0.11727146,1.26962530,0.00680542,0.12972618,0.09520585,0.37308843
-2.49424712,1.78356856,0.01024526,0.02221947,0.12366810,1.33028757,0.00731303,0.13407302,0.09883989,0.39993987
-2.48824412,1.87096180,0.00975318,0.02326228,0.13060124,1.39315805,0.00783943,0.13848364,0.10251016,0.42815928
-2.48224112,1.96100721,0.00923519,0.02433907,0.13799223,1.45770451,0.00838183,0.14293263,0.10619508,0.45757686
-2.47623812,2.05304730,0.00869992,0.02544831,0.14575665,1.52339507,0.00893761,0.14739353,0.10987539,0.48800822
-2.47023512,2.14641682,0.00815572,0.02658870,0.15380402,1.58970238,0.00950437,0.15183874,0.11353429,0.51925549
-2.46423212,2.24044835,0.00761046,0.02775931,0.16203799,1.65610868,0.01007995,0.15623963,0.11715746,0.55110903
-2.45822911,2.33447911,0.00707141,0.02895955,0.17035684,1.72211155,0.01066246,0.16056690,0.12073311,0.58334953
-2.45222611,2.42785860,0.00654512,0.03018928,0.17865461,1.78722998,0.01125023,0.16479094,0.12425189,0.61575057
-2.44622311,2.51995649,0.00603733,0.03144876,0.18682259,1.85101035,0.01184188,0.16888242,0.12770672,0.64808132
-2.44022011,2.61017020,0.00555296,0.03273869,0.19475126,1.91303177,0.01243621,0.17281281,0.13109250,0.68010949
-2.43421711,2.69793144,0.00509607,0.03406013,0.20233257,1.97291045,0.01303222,0.17655502,0.13440575,0.71160410
-2.42821411,2.78271144,0.00466993,0.03541442,0.20946247,2.03030261,0.01362901,0.18008392,0.13764410,0.74233810
-2.42221111,2.86402408,0.00427702,0.03680303,0.21604357,2.08490567,0.01422575,0.18337684,0.14080578,0.77209065
-2.41620810,2.94142707,0.00391909,0.03822741,0.22198781,2.13645765,0.01482158,0.18641390,0.14388892,0.80064906
-2.41020510,3.01452068,0.00359727,0.03968870,0.22721902,2.18473455,0.01541554,0.18917826,0.14689090,0.82781017
-2.40420210,3.08294457,0.00331209,0.04118751,0.23167520,2.22954613,0.01600647,0.19165613,0.14980769,0.85338137
-2.39819910,3.14637267,0.00306358,0.04272360,0.23531044,2.27073021,0.01659295,0.19383673,0.15263317,0.87718116
-2.39219610,3.20450688,0.00285131,0.04429562,0.23809639,2.30814592,0.01717321,0.19571204,0.15535853,0.89903941
-2.38619310,3.25707018,0.00267447,0.04590073,0.24002307,2.34166666,0.01774506,0.19727649,0.15797184,0.91879740
-2.38019010,3.30379973,0.00253190,0.04753440,0.24109923,2.37117310,0.01830584,0.19852648,0.16045773,0.93630787
-2.37418709,3.34444105,0.00242210,0.04919010,0.24135193,2.39654709,0.01885242,0.19946002,0.16279720,0.95143508
-2.36818409,3.37874375,0.00234333,0.05085916,0.24082563,2.41766702,0.01938116,0.20007619,0.16496774,0.96405515
-2.36218109,3.40645954,0.00229355,0.05253065,0.23958058,2.43440507,0.01988794,0.20037480,0.16694356,0.97405676
-2.35617809,3.42734314,0.00227047,0.05419131,0.23769084,2.44662698,0.02036821,0.20035602,0.16869615,0.98134226
-2.35017509,3.44115626,0.00227160,0.05582566,0.23524180,2.45419439,0.02081706,0.20002019,0.17019491,0.98582928
-2.34417209,3.44767478,0.00229418,0.05741615,0.23232745,2.45696998,0.02122932,0.19936777,0.17140813,0.98745273
-2.33816908,3.44669899,0.00233529,0.05894341,0.22904747,2.45482521,0.02159967,0.19839936,0.17230399,0.98616724
-2.33216608,3.43806651,0.00239181,0.06038664,0.22550428,2.44765053,0.02192280,0.19711593,0.17285174,0.98194984
-2.32616308,3.42166725,0.00246048,0.06172408,0.22180018,2.43536731,0.02219357,0.19551918,0.17302294,0.97480269
-2.32016008,3.39745968,0.00253794,0.06293352,0.21803468,2.41794125,0.02240715,0.19361195,0.17279270,0.96475577
-2.31415708,3.36548749,0.00262079,0.06399293,0.21430219,2.39539619,0.02255921,0.19139879,0.17214088,0.95186927
-2.30815408,3.32589566,0.00270560,0.06488112,0.21068995,2.36782783,0.02264609,0.18888653,0.17105320,0.93623544
-2.30215108,3.27894497,0.00278904,0.06557842,0.20727661,2.33541630,0.02266497,0.18608482,0.16952222,0.91797982
-2.29614807,3.22502407,0.00286791,0.06606735,0.20413110,2.29843706,0.02261401,0.18300673,0.16754812,0.89726168
-2.29014507,3.16465812,0.00293920,0.06633330,0.20131208,2.25726911,0.02249244,0.17966922,0.16513924,0.87427344
-2.28414207,3.09851350,0.00300021,0.06636515,0.19886783,2.21240013,0.02230073,0.17609349,0.16231243,0.84923928
-2.27813907,3.02739784,0.00304855,0.06615579,0.19683660,2.16442785,0.02204060,0.17230524,0.15909309,0.82241267
-2.27213607,2.95225520,0.00308225,0.06570257,0.19524725,2.11405751,0.02171508,0.16833474,0.15551496,0.79407306
-2.26613307,2.87415614,0.00309977,0.06500763,0.19412027,2.06209492,0.02132849,0.16421680,0.15161968,0.76452177
-2.26013007,2.79428280,0.00310007,0.06407809,0.19346892,2.00943540,0.02088641,0.15999044,0.14745604,0.73407719
-2.25412706,2.71390912,0.00308257,0.06292609,0.19330048,1.95704846,0.02039561,0.15569849,0.14307905,0.70306946
-2.24812406,2.63437669,0.00304722,0.06156869,0.19361755,1.90595865,0.01986390,0.15138693,0.13854879,0.67183482
-2.24212106,2.55706673,0.00299444,0.06002753,0.19441916,1.85722301,0.01929999,0.14710417,0.13392908,0.64070981
-2.23611806,2.48336893,0.00292511,0.05832847,0.19570175,1.81190553,0.01871328,0.14290005,0.12928603,0.61002540
-2.23011506,2.41464796,0.00284051,0.05650092,0.19745984,1.77104958,0.01811369,0.13882481,0.12468649,0.58010127
-2.22411206,2.35220845,0.00274228,0.05457718,0.19968637,1.73564874,0.01751136,0.13492793,0.12019645,0.55124038
-2.21810905,2.29725964,0.00263234,0.05259154,0.20237265,1.70661728,0.01691643,0.13125690,0.11587941,0.52372383
-2.21210605,2.25088055,0.00251281,0.05057939,0.20550801,1.68476095,0.01633878,0.12785598,0.11179481,0.49780618
-2.20610305,2.21398691,0.00238596,0.04857621,0.20907896,1.67074925,0.01578771,0.12476492,0.10799653,0.47371133
-2.20010005,2.18730094,0.00225408,0.04661657,0.21306817,1.66509006,0.01527175,0.12201783,0.10453154,0.45162887
-2.19409705,2.17132500,0.00211946,0.04473310,0.21745310,1.66810778,0.01479839,0.11964201,0.10143864,0.43171110
-2.18809405,2.16632044,0.00198429,0.04295562,0.22220458,1.67992583,0.01437385,0.11765707,0.09874756,0.41407068
-2.18209105,2.17229230,0.00185061,0.04131017,0.22728532,1.70045440,0.01400293,0.11607415,0.09647810,0.39877900
-2.17608804,2.18898109,0.00172023,0.03981835,0.23264855,1.72938427,0.01368884,0.11489541,0.09463978,0.38586530
-2.17008504,2.21586212,0.00159473,0.03849671,0.23823693,1.76618725,0.01343311,0.11411376,0.09323156,0.37531661
-2.16408204,2.25215295,0.00147544,0.03735630,0.24398183,1.81012360,0.01323557,0.11371294,0.09224206,0.36707853
-2.15807904,2.29682929,0.00136336,0.03640243,0.24980312,1.86025663,0.01309433,0.11366786,0.09164999,0.36105696
-2.15207604,2.34864913,0.00125923,0.03563468,0.25560957,1.91547441,0.01300583,0.11394533,0.09142495,0.35712072
-2.14607304,2.40618486,0.00116352,0.03504700,0.26129991,1.97451802,0.01296499,0.11450508,0.09152848,0.35510519
-2.14007004,2.46786260,0.00107642,0.03462812,0.26676455,2.03601590,0.01296533,0.11530104,0.09191541,0.35481681
-2.13406703,2.53200769,0.00099790,0.03436205,0.27188807,2.09852308,0.01299921,0.11628293,0.09253546,0.35603851
-2.12806403,2.59689503,0.00092775,0.03422878,0.27655218,2.16056431,0.01305805,0.11739809,0.09333494,0.35853589
-2.12206103,2.66080248,0.00086558,0.03420515,0.28063933,2.22067938,0.01313261,0.11859334,0.09425861,0.36206408
-2.11605803,2.72206566,0.00081091,0.03426576,0.28403661,2.27746928,0.01321328,0.11981701,0.09525165,0.36637496
-2.11005503,2.77913193,0.00076317,0.03438396,0.28663983,2.32964127,0.01329039,0.12102088,0.09626149,0.37122471
-2.10405203,2.83061165,0.00072177,0.03453297,0.28835770,2.37605125,0.01335449,0.12216209,0.09723965,0.37638128
-2.09804902,2.87532443,0.00068614,0.03468684,0.28911567,2.41574167,0.01339668,0.12320475,0.09814335,0.38163149
-2.09204602,2.91233882,0.00065575,0.03482151,0.28885950,2.44797346,0.01340885,0.12412137,0.09893699,0.38678764
-2.08604302,2.94100334,0.00063016,0.03491570,0.28755811,2.47225063,0.01338395,0.12489388,0.09959320,0.39169308
-2.08004002,2.96096779,0.00060903,0.03495176,0.28520578,2.48833646,0.01331618,0.12551427,0.10009373,0.39622674
-2.07403702,2.97219374,0.00059220,0.03491631,0.28182342,2.49626060,0.01320117,0.12598480,0.10042985,0.40030622
-2.06803402,2.97495368,0.00057964,0.03480080,0.27745887,2.49631670,0.01303608,0.12631775,0.10060243,0.40388931
-2.06203102,2.96981889,0.00057150,0.03460185,0.27218621,2.48905070,0.01281969,0.12653467,0.10062163,0.40697391
-2.05602801,2.95763635,0.00056817,0.03432138,0.26610416,2.47524019,0.01255239,0.12666533,0.10050625,0.40959616
-2.05002501,2.93949583,0.00057018,0.03396663,0.25933351,2.45586579,0.01223619,0.12674622,0.10028267,0.41182708
-2.04402201,2.91668845,0.00057833,0.03354990,0.25201376,2.43207569,0.01187456,0.12681877,0.09998356,0.41376754
-2.03801901,2.89065848,0.00059359,0.03308819,0.24429918,2.40514487,0.01147239,0.12692740,0.09964637,0.41554207
-2.03201601,2.86295056,0.00061714,0.03260264,0.23635439,2.37643083,0.01103576,0.12711750,0.09931161,0.41729161
-2.02601301,2.83515445,0.00065038,0.03211786,0.22834964,2.34732748,0.01057178,0.12743336,0.09902109,0.41916561
-2.02001001,2.80884977,0.00069485,0.03166112,0.22045613,2.31921925,0.01008838,0.12791623,0.09881609,0.42131377
-2.01400700,2.78555291,0.00075227,0.03126147,0.21284138,2.29343723,0.00959406,0.12860268,0.09873572,0.42387799
-2.00800400,2.76666837,0.00082448,0.03094884,0.20566496,2.27121898,0.00909767,0.12952312,0.09881536,0.42698476
-2.00200100,2.75344630,0.00091340,0.03075306,0.19907472,2.25367358,0.00860820,0.13070082,0.09908528,0.43073834
-1.99599800,2.74694787,0.00102098,0.03070297,0.19320352,2.24175306,0.00813457,0.13215126,0.09956969,0.43521529
-1.98999500,2.74801964,0.00114918,0.03082551,0.18816676,2.23623118,0.00768540,0.13388196,0.10028600,0.44046026
-1.98399200,2.75727762,0.00129985,0.03114492,0.18406056,2.23769011,0.00726890,0.13589273,0.10124444,0.44648362
-1.97798899,2.77510122,0.00147471,0.03168204,0.18096067,2.24651508,0.00689271,0.13817628,0.10244817,0.45326064
-1.97198599,2.80163710,0.00167522,0.03245367,0.17892216,2.26289700,0.00656380,0.14071929,0.10389360,0.46073260
-1.96598299,2.83681210,0.00190256,0.03347212,0.17797968,2.28684242,0.00628840,0.14350360,0.10557115,0.46880944
-1.95997999,2.88035440,0.00215749,0.03474489,0.17814839,2.31819025,0.00607200,0.14650775,0.10746630,0.47737411
-1.95397699,2.93182164,0.00244029,0.03627444,0.17942531,2.35663395,0.00591928,0.14970849,0.10956087,0.48628803
-1.94797399,2.99063437,0.00275068,0.03805815,0.18179114,2.40174832,0.00583419,0.15308238,0.11183444,0.49539768
-1.94197099,3.05611331,0.00308774,0.04008839,0.18521232,2.45301934,0.00581997,0.15660724,0.11426600,0.50454184
-1.93596798,3.12751845,0.00344987,0.04235270,0.18964331,2.50987575,0.00587921,0.16026346,0.11683546,0.51355908
-1.92996498,3.20408837,0.00383473,0.04483411,0.19502897,2.57172102,0.00601390,0.16403500,0.11952525,0.52229522
-1.92396198,3.28507796,0.00423924,0.04751148,0.20130690,2.63796416,0.00622550,0.16791017,0.12232171,0.53061033
-1.91795898,3.36979289,0.00465958,0.05036004,0.20840983,2.70804829,0.00651502,0.17188201,0.12521626,0.53838499
-1.91195598,3.45761946,0.00509120,0.05335183,0.21626771,2.78147554,0.00688305,0.17594831,0.12820635,0.54552544
-1.90595298,3.54804842,0.00552893,0.05645630,0.22480973,2.85782736,0.00732977,0.18011131,0.13129602,0.55196748
-1.89994997,3.64069185,0.00596705,0.05964084,0.23396603,2.93677927,0.00785503,0.18437706,0.13449610,0.55767886
-1.89394697,3.73529225,0.00639939,0.06287140,0.24366910,3.01810937,0.00845826,0.18875452,0.13782402,0.56266014
-1.88794397,3.83172347,0.00681951,0.06611304,0.25385481,3.10170018,0.00913847,0.19325433,0.14130319,0.56694388
-1.88194097,3.92998313,0.00722085,0.06933049,0.26446309,3.18753339,0.00989422,0.19788755,0.14496196,0.57059239
-1.87593797,4.03017686,0.00759688,0.07248866,0.27543818,3.27567779,0.01072345,0.20266418,0.14883220,0.57369393
-1.86993497,4.13249483,0.00794135,0.07555317,0.28672840,3.36627046,0.01162350,0.20759168,0.15294756,0.57635777
-1.86393197,4.23718120,0.00824841,0.07849079,0.29828555,3.45949198,0.01259087,0.21267350,0.15734137,0.57870814
-1.85792896,4.34449799,0.00851282,0.08126987,0.31006384,3.55553643,0.01362122,0.21790774,0.16204442,0.58087751
-1.85192596,4.45468446,0.00873013,0.08386073,0.32201842,3.65457740,0.01470914,0.22328590,0.16708256,0.58299938
-1.84592296,4.56791404,0.00889674,0.08623605,0.33410361,3.75673150,0.01584813,0.22879182,0.17247425,0.58520105
-1.83991996,4.68425070,0.00901010,0.08837113,0.34627091,3.86202100,0.01703047,0.23440094,0.17822832,0.58759657
-1.83391696,4.80360685,0.00906871,0.09024425,0.35846680,3.97033750,0.01824716,0.24007969,0.18434176,0.59028023
-1.82791396,4.92570517,0.00907219,0.09183685,0.37063066,4.08140852,0.01948791,0.24578530,0.19079795,0.59332097
-1.82191096,5.05004649,0.00902125,0.09313378,0.38269274,4.19476920,0.02074114,0.25146581,0.19756525,0.59675787
-1.81590795,5.17588592,0.00891765,0.09412345,0.39457250,4.30974070,0.02199408,0.25706052,0.20459617,0.60059702
-1.80990495,5.30221913,0.00876412,0.09479798,0.40617745,4.42541745,0.02323288,0.26250067,0.21182703,0.60480986
-1.80390195,5.42778028,0.00856425,0.09515324,0.41740255,4.54066430,0.02444280,0.26771046,0.21917841,0.60933316
-1.79789895,5.55105277,0.00832237,0.09518891,0.42813042,4.65412493,0.02560845,0.27260846,0.22655621,0.61407062
-1.79189595,5.67029329,0.00804334,0.09490843,0.43823236,4.76424183,0.02671410,0.27710923,0.23385340,0.61889607
-1.78589295,5.78356912,0.00773245,0.09431891,0.44757028,4.86928806,0.02774400,0.28112525,0.24095252,0.62365819
-1.77988994,5.88880784,0.00739522,0.09343098,0.45599950,4.96741007,0.02868278,0.28456909,0.24772874,0.62818643
-1.77388694,5.98385808,0.00703722,0.09225863,0.46337241,5.05668038,0.02951585,0.28735573,0.25405342,0.63229814
-1.76788394,6.06655916,0.00666397,0.09081888,0.46954279,5.13515838,0.03022982,0.28940502,0.25979811,0.63580632
-1.76188094,6.13481692,0.00628077,0.08913152,0.47437074,5.20095685,0.03081289,0.29064418,0.26483876,0.63852789
-1.75587794,6.18668264,0.00589258,0.08721874,0.47772788,5.25231146,0.03125531,0.29101030,0.26906004,0.64029201
-1.74987494,6.22043145,0.00550397,0.08510473,0.47950265,5.28765022,0.03154965,0.29045264,0.27235954,0.64094806
-1.74387194,6.23463677,0.00511900,0.08281530,0.47960541,5.30565954,0.03169117,0.28893479,0.27465165,0.64037301
-1.73786893,6.22823690,0.00474125,0.08037739,0.47797309,5.30534387,0.03167802,0.28643650,0.27587104,0.63847774
-1.73186593,6.20059062,0.00437373,0.07781866,0.47457309,5.28607574,0.03151137,0.28295508,0.27597542,0.63521207
-1.72586293,6.15151868,0.00401892,0.07516706,0.46940619,5.24763356,0.03119554,0.27850635,0.27494761,0.63056816
-1.71985993,6.08132877,0.00367882,0.07245042,0.46250832,5.19022508,0.03073789,0.27312504,0.27279665,0.62458224
-1.71385693,5.99082231,0.00335492,0.06969600,0.45395103,5.11449499,0.03014871,0.26686454,0.26955799,0.61733444
-1.70785393,5.88128235,0.00304829,0.06693016,0.44384058,5.02151573,0.02944100,0.25979617,0.26529271,0.60894664
-1.70185093,5.75444229,0.00275959,0.06417802,0.43231566,4.91276172,0.02863011,0.25200764,0.26008570,0.59957865
-1.69584792,5.61243682,0.00248919,0.06146312,0.41954386,4.79006762,0.02773338,0.24360107,0.25404303,0.58942244
-1.68984492,5.45773645,0.00223714,0.05880720,0.40571688,4.65557232,0.02676962,0.23469037,0.24728843,0.57869509
-1.68384192,5.29306859,0.00200327,0.05622989,0.39104488,4.51165082,0.02575862,0.22539828,0.23995913,0.56763039
-1.67783892,5.12132826,0.00178725,0.05374861,0.37575009,4.36083695,0.02472057,0.21585290,0.23220124,0.55646957
-1.67183592,4.94548219,0.00158858,0.05137832,0.36005997,4.20574008,0.02367552,0.20618417,0.22416477,0.54545160
-1.66583292,4.76847056,0.00140666,0.04913143,0.34420027,4.04895951,0.02264280,0.19652013,0.21599864,0.53480333
-1.65982991,4.59311034,0.00124082,0.04701768,0.32838826,3.89300016,0.02164049,0.18698336,0.20784571,0.52473006
-1.65382691,4.42200457,0.00109033,0.04504407,0.31282642,3.74019300,0.02068498,0.17768746,0.19983825,0.51540683
-1.64782391,4.25746125,0.00095444,0.04321486,0.29769691,3.59262385,0.01979051,0.16873411,0.19209382,0.50697087
-1.64182091,4.10142520,0.00083238,0.04153151,0.28315688,3.45207308,0.01896887,0.16021039,0.18471190,0.49951557
-1.63581791,3.95542575,0.00072340,0.03999279,0.26933506,3.31996891,0.01822914,0.15218678,0.17777129,0.49308629
-1.62981491,3.82054208,0.00062676,0.03859483,0.25632946,3.19735576,0.01757755,0.14471584,0.17132844,0.48767810
-1.62381191,3.69738742,0.00054173,0.03733124,0.24420641,3.08487884,0.01701743,0.13783153,0.16541667,0.48323575
-1.61780890,3.58611245,0.00046764,0.03619337,0.23300092,2.98278510,0.01654926,0.13154927,0.16004639,0.47965578
-1.61180590,3.48642726,0.00040387,0.03517048,0.22271815,2.89094006,0.01617083,0.12586673,0.15520626,0.47679070
-1.60580290,3.39764042,0.00034986,0.03425008,0.21333608,2.80885936,0.01587747,0.12076527,0.15086513,0.47445521
-1.59979990,3.31871312,0.00030511,0.03341827,0.20480905,2.73575316,0.01566235,0.11621192,0.14697473,0.47243401
-1.59379690,3.24832553,0.00026921,0.03266013,0.19707205,2.67058106,0.01551683,0.11216189,0.14347299,0.47049108
-1.58779390,3.18495211,0.00024184,0.03196018,0.19004548,2.61211476,0.01543094,0.10856140,0.14028774,0.46837977
-1.58179090,3.12694238,0.00022278,0.03130281,0.18364025,2.55900544,0.01539376,0.10535075,0.13734063,0.46585356
-1.57578789,3.07260338,0.00021189,0.03067277,0.17776285,2.50985282,0.01539390,0.10246743,0.13455120,0.46267670
-1.56978489,3.02028013,0.00020917,0.03005561,0.17232021,2.46327274,0.01541997,0.09984922,0.13184077,0.45863449
-1.56378189,2.96843076,0.00021471,0.02943816,0.16722427,2.41796039,0.01546097,0.09743704,0.12913601,0.45354257
-1.55777889,2.91569306,0.00022871,0.02880890,0.16239586,2.37274665,0.01550674,0.09517751,0.12637220,0.44725497
-1.55177589,2.86093996,0.00025146,0.02815832,0.15776790,2.32664535,0.01554826,0.09302509,0.12349582,0.43967042
-1.54577289,2.80332190,0.00028335,0.02747918,0.15328782,2.27888979,0.01557795,0.09094369,0.12046655,0.43073668
-1.53976988,2.74229491,0.00032484,0.02676667,0.14891909,2.22895748,0.01558990,0.08890779,0.11725855,0.42045291
-1.53376688,2.67763360,0.00037643,0.02601856,0.14464180,2.17658260,0.01558003,0.08690294,0.11386104,0.40886969
-1.52776388,2.60942941,0.00043866,0.02523515,0.14045251,2.12175615,0.01554612,0.08492570,0.11027812,0.39608702
-1.52176088,2.53807472,0.00051207,0.02441919,0.13636316,2.06471466,0.01548785,0.08298308,0.10652800,0.38225029
-1.51575788,2.46423441,0.00059715,0.02357566,0.13239942,2.00591838,0.01540674,0.08109143,0.10264156,0.36754450
-1.50975488,2.38880666,0.00069432,0.02271156,0.12859835,1.94602057,0.01530595,0.07927498,0.09866045,0.35218700
-1.50375188,2.31287524,0.00080388,0.02183553,0.12500573,1.88582986,0.01519020,0.07756407,0.09463481,0.33641922
-1.49774887,2.23765612,0.00092599,0.02095749,0.12167307,1.82626757,0.01506545,0.07599308,0.09062071,0.32049762
-1.49174587,2.16444072,0.00106059,0.02008824,0.11865448,1.76832236,0.01493867,0.07459833,0.08667752,0.30468445
