energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-5.17758879,5.47819727,0.03112286,0.17024251,0.08945708,2.46139476,1.38374921,0.25418533,1.12704382,0.64573512
-5.17158579,5.21519971,0.03106669,0.16371341,0.08380010,2.35464060,1.35349480,0.23621605,1.09678413,0.60333752
-5.16558279,4.97104262,0.03094120,0.15763873,0.07841683,2.25495595,1.32248895,0.21963497,1.06829485,0.56500158
-5.15957979,4.74619063,0.03075454,0.15199483,0.07335060,2.16264415,1.29099577,0.20450559,1.04146284,0.53064651
-5.15357679,4.54069109,0.03051669,0.14674999,0.06863765,2.07782216,1.25924319,0.19086108,1.01612390,0.50013872
-5.14757379,4.35420395,0.03023916,0.14186661,0.06430691,2.00043103,1.22741802,0.17870587,0.99207434,0.47329778
-5.14157079,4.18604277,0.02993476,0.13730369,0.06038009,1.93025176,1.19566324,0.16801795,0.96908371,0.44990313
-5.13556778,4.03522541,0.02961741,0.13301932,0.05687201,1.86692590,1.16407795,0.15875191,0.94690840,0.42970162
-5.12956478,3.90053281,0.02930193,0.12897310,0.05379101,1.80998034,1.13271983,0.15084241,0.92530544,0.41241560
-5.12356178,3.78057388,0.02900397,0.12512847,0.05113964,1.75885538,1.10161040,0.14420803,0.90404604,0.39775154
-5.11755878,3.67385405,0.02873999,0.12145475,0.04891531,1.71293505,1.07074260,0.13875541,0.88292836,0.38540874
-5.11155578,3.57884523,0.02852728,0.11792878,0.04711107,1.67157856,1.04009055,0.13438332,0.86178907,0.37508825
-5.10555278,3.49405421,0.02838412,0.11453628,0.04571631,1.63415155,1.00962092,0.13098667,0.84051322,0.36650132
-5.09954977,3.41808721,0.02832988,0.11127258,0.04471743,1.60005613,0.97930527,0.12846029,0.81904207,0.35937755
-5.09354677,3.34970792,0.02838528,0.10814302,0.04409840,1.56875822,0.94913284,0.12670229,0.79737867,0.35347217
-5.08754377,3.28788680,0.02857255,0.10516275,0.04384121,1.53981131,0.91912301,0.12561686,0.77559097,0.34857227
-5.08154077,3.23183983,0.02891566,0.10235617,0.04392619,1.51287565,0.88933667,0.12511657,0.75381234,0.34450195
-5.07553777,3.18105531,0.02944045,0.09975589,0.04433210,1.48773200,0.85988602,0.12512397,0.73223967,0.34112586
-5.06953477,3.13530772,0.03017468,0.09740136,0.04503627,1.46428961,0.83094203,0.12557255,0.71112894,0.33835141
-5.06353177,3.09465837,0.03114809,0.09533726,0.04601441,1.44258810,0.80273933,0.12640703,0.69078869,0.33612919
-5.05752876,3.05944320,0.03239219,0.09361158,0.04724053,1.42279331,0.77557793,0.12758307,0.67157150,0.33445193
-5.05152576,3.03024831,0.03394007,0.09227374,0.04868673,1.40518746,0.74982187,0.12906646,0.65386389,0.33335182
-5.04552276,3.00787481,0.03582595,0.09137252,0.05032299,1.39015413,0.72589453,0.13083179,0.63807503,0.33289645
-5.03951976,2.99329460,0.03808469,0.09095416,0.05211709,1.37815890,0.70427092,0.13286092,0.62462460,0.33318349
-5.03351676,2.98759906,0.04075112,0.09106050,0.05403452,1.36972652,0.68546694,0.13514116,0.61393026,0.33433439
-5.02751376,2.99194324,0.04385926,0.09172732,0.05603863,1.36541575,0.67002627,0.13766341,0.60639516,0.33648725
-5.02151076,3.00748759,0.04744145,0.09298289,0.05809082,1.36579288,0.65850502,0.14042035,0.60239571,0.33978926
-5.01550775,3.03533987,0.05152739,0.09484683,0.06015100,1.37140514,0.65145486,0.14340477,0.60227026,0.34438897
-5.00950475,3.07649937,0.05614319,0.09732916,0.06217820,1.38275493,0.64940516,0.14660818,0.60630863,0.35042859
-5.00350175,3.13180552,0.06131031,0.10042981,0.06413129,1.40027591,0.65284456,0.15001972,0.61474311,0.35803669
-4.99749875,3.20189275,0.06704467,0.10413834,0.06596999,1.42431182,0.66220277,0.15362548,0.62774093,0.36732151
-4.99149575,3.28715299,0.07335567,0.10843402,0.06765579,1.45509858,0.67783297,0.15740814,0.64539844,0.37836512
-4.98549275,3.38770706,0.08024543,0.11328634,0.06915317,1.49275037,0.69999549,0.16134713,0.66773725,0.39121851
-4.97948974,3.50338566,0.08770812,0.11865570,0.07043065,1.53724983,0.72884321,0.16541906,0.69470228,0.40589794
-4.97348674,3.63372061,0.09572942,0.12449456,0.07146195,1.58844292,0.76440922,0.16959852,0.72616192,0.42238246
-4.96748374,3.77794631,0.10428624,0.13074882,0.07222701,1.64603813,0.80659709,0.17385919,0.76191028,0.44061284
-4.96148074,3.93501147,0.11334665,0.13735954,0.07271285,1.70961030,0.85517429,0.17817513,0.80167152,0.46049178
-4.95547774,4.10360062,0.12286996,0.14426488,0.07291438,1.77860870,0.90976889,0.18252215,0.84510626,0.48188552
-4.94947474,4.28216478,0.13280718,0.15140229,0.07283482,1.85236920,0.96987006,0.18687936,0.89181989,0.50462680
-4.94347174,4.46896030,0.14310159,0.15871086,0.07248604,1.93013003,1.03483235,0.19123057,0.94137275,0.52851893
-4.93746873,4.66209480,0.15368966,0.16613372,0.07188853,2.01105076,1.10388401,0.19556563,0.99329186,0.55334106
-4.93146573,4.85957873,0.16450214,0.17362050,0.07107119,2.09423402,1.17613921,0.19988163,1.04708385,0.57885431
-4.92546273,5.05938095,0.17546532,0.18112970,0.07007081,2.17874906,1.25061421,0.20418379,1.10224897,0.60480865
-4.91945973,5.25948632,0.18650254,0.18863083,0.06893128,2.26365672,1.32624698,0.20848611,1.15829540,0.63095024
-4.91345673,5.45795352,0.19753568,0.19610624,0.06770263,2.34803480,1.40192014,0.21281159,1.21475360,0.65702897
-4.90745373,5.65297045,0.20848687,0.20355258,0.06643987,2.43100297,1.47648642,0.21719218,1.27119005,0.68280584
-4.90145073,5.84290535,0.21928007,0.21098162,0.06520158,2.51174644,1.54879600,0.22166815,1.32721969,0.70805997
-4.89544772,6.02635099,0.22984262,0.21842044,0.06404845,2.58953718,1.61772504,0.22628715,1.38251659,0.73259474
-4.88944472,6.20215986,0.24010670,0.22591095,0.06304172,2.66375206,1.68220427,0.23110274,1.43682207,0.75624293
-4.88344172,6.36946843,0.25001049,0.23350849,0.06224152,2.73388671,1.74124667,0.23617248,1.48994988,0.77887039
-4.87743872,6.52770880,0.25949922,0.24127969,0.06170521,2.79956462,1.79397334,0.24155563,1.54178794,0.80037821
-4.87143572,6.67660657,0.26852573,0.24929950,0.06148580,2.86054080,1.83963636,0.24731049,1.59229630,0.82070303
-4.86543272,6.81616455,0.27705085,0.25764748,0.06163028,2.91669948,1.87763783,0.25349132,1.64150118,0.83981554
-4.85942971,6.94663241,0.28504329,0.26640343,0.06217823,2.96804606,1.90754426,0.26014519,1.68948523,0.85771715
-4.85342671,7.06846325,0.29247924,0.27564255,0.06316041,3.01469319,1.92909560,0.26730864,1.73637418,0.87443495
-4.84742371,7.18225884,0.29934159,0.28543037,0.06459758,3.05684174,1.94220861,0.27500432,1.78232050,0.89001524
-4.84142071,7.28870597,0.30561889,0.29581752,0.06649952,3.09475738,1.94697436,0.28323790,1.82748461,0.90451589
-4.83541771,7.38850720,0.31130403,0.30683484,0.06886424,3.12874388,1.94364998,0.29199521,1.87201479,0.91799802
-4.82941471,7.48230955,0.31639285,0.31848884,0.07167753,3.15911464,1.93264506,0.30123994,1.91602665,0.93051747
-4.82341171,7.57063521,0.32088259,0.33075801,0.07491269,3.18616388,1.91450330,0.31091190,1.95958341,0.94211651
-4.81740870,7.65381841,0.32477054,0.34359005,0.07853073,3.21013917,1.88988037,0.32092617,2.00267827,0.95281649
-4.81140570,7.73195251,0.32805270,0.35690035,0.08248077,3.23121708,1.85951890,0.33117309,2.04521983,0.96261177
-4.80540270,7.80485071,0.33072283,0.37057182,0.08670084,3.24948327,1.82422191,0.34151930,2.08702190,0.97146541
-4.79939970,7.87202362,0.33277176,0.38445627,0.09111908,3.26491858,1.78482569,0.35180980,2.12779836,0.97930704
-4.79339670,7.93267553,0.33418714,0.39837720,0.09565522,3.27739209,1.74217359,0.36187108,2.16716383,0.98603307
-4.78739370,7.98572067,0.33495367,0.41213425,0.10022235,3.28666164,1.69709158,0.37151527,2.20464043,0.99150933
-4.78139070,8.02981917,0.33505369,0.42550887,0.10472908,3.29238231,1.65036669,0.38054513,2.23967066,0.99557612
-4.77538769,8.06343155,0.33446828,0.43827126,0.10908178,3.29412227,1.60272900,0.38875984,2.27163604,0.99805538
-4.76938469,8.08488934,0.33317870,0.45018820,0.11318712,3.29138556,1.55483776,0.39596131,2.29988078,0.99875976
-4.76338169,8.09247818,0.33116813,0.46103153,0.11695455,3.28364029,1.50727185,0.40196070,2.32373941,0.99750292
-4.75737869,8.08452922,0.32842349,0.47058677,0.12029890,3.27035107,1.46052459,0.40658506,2.34256707,0.99411064
-4.75137569,8.05951372,0.32493741,0.47866164,0.12314279,3.25101342,1.41500258,0.40968365,2.35577099,0.98843206
-4.74537269,8.01613569,0.32071008,0.48509404,0.12541890,3.22518854,1.37102824,0.41113366,2.36284134,0.98035033
-4.73936968,7.95341709,0.31575078,0.48975897,0.12707191,3.19253606,1.32884524,0.41084514,2.36337987,0.96979215
-4.73336668,7.87077083,0.31007921,0.49257427,0.12806014,3.15284295,1.28862618,0.40876490,2.35712465,0.95673548
-4.72736368,7.76805695,0.30372622,0.49350462,0.12835669,3.10604678,1.25048170,0.40487907,2.34396948,0.94121507
-4.72136068,7.64561888,0.29673409,0.49256375,0.12795016,3.05225188,1.21447009,0.39921431,2.32397670,0.92332533
-4.71535768,7.50429707,0.28915627,0.48981471,0.12684475,2.99173736,1.18060697,0.39183758,2.29738248,0.90322044
-4.70935468,7.34541920,0.28105644,0.48536792,0.12506000,2.92495649,1.14887399,0.38285436,2.26459420,0.88111157
-4.70335168,7.17076713,0.27250710,0.47937739,0.12262981,2.85252734,1.11922653,0.37240559,2.22617978,0.85726133
-4.69734867,6.98252213,0.26358772,0.47203500,0.11960120,2.77521514,1.09159976,0.36066328,2.18284929,0.83197580
-4.69134567,6.78319120,0.25438240,0.46356307,0.11603249,2.69390750,1.06591311,0.34782503,2.13542971,0.80559436
-4.68534267,6.57551837,0.24497737,0.45420578,0.11199122,2.60958363,1.04207322,0.33410780,2.08483391,0.77847810
-4.67933967,6.36238538,0.23545836,0.44421950,0.10755180,2.52327939,1.01997548,0.31974109,2.03202548,0.75099713
-4.67333667,6.14670722,0.22590797,0.43386275,0.10279310,2.43605007,0.99950453,0.30495989,1.97798093,0.72351759
-4.66733367,5.93132744,0.21640319,0.42338600,0.09779581,2.34893288,0.98053417,0.28999768,1.92365136,0.69638906
-4.66133067,5.71891889,0.20701329,0.41302205,0.09264012,2.26291106,0.96292702,0.27507972,1.86992536,0.66993273
-4.65532766,5.51189438,0.19779804,0.40297711,0.08740334,2.17888157,0.94653440,0.26041708,1.81759493,0.64443122
-4.64932466,5.31233162,0.18880646,0.39342334,0.08215790,2.09762772,0.93119675,0.24620131,1.76732634,0.62012018
-4.64332166,5.12191561,0.18007607,0.38449287,0.07696964,2.01979813,0.91674495,0.23260028,1.71963696,0.59718227
