energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-6.00000000,7.98446833,0.19573094,0.07680490,0.05568417,0.64509202,0.18978092,0.08505949,0.72202397,5.86432893
-5.99399700,7.76818550,0.19484804,0.07668308,0.05511673,0.63482239,0.18903648,0.08345784,0.71657575,5.67863237
-5.98799400,7.53320407,0.19271071,0.07605814,0.05429422,0.62120448,0.18720225,0.08142469,0.70678175,5.48490830
-5.98199100,7.27811881,0.18935803,0.07494259,0.05321159,0.60440371,0.18428181,0.07898538,0.69278560,5.28141152
-5.97598799,7.00255591,0.18485326,0.07335945,0.05187166,0.58465944,0.18030704,0.07617453,0.67482263,5.06717356
-5.96998499,6.70712698,0.17928194,0.07134164,0.05028482,0.56227781,0.17533672,0.07303495,0.65321270,4.84197711
-5.96398199,6.39334820,0.17274920,0.06893099,0.04846837,0.53762283,0.16945439,0.06961633,0.62835042,4.60630210
-5.95797899,6.06353078,0.16537656,0.06617705,0.04644581,0.51110636,0.16276548,0.06597386,0.60069357,4.36124858
-5.95197599,5.72064994,0.15729837,0.06313573,0.04424584,0.48317724,0.15539400,0.06216671,0.57075003,4.10844159
-5.94597299,5.36819987,0.14865789,0.05986780,0.04190132,0.45431026,0.14747879,0.05825657,0.53906391,3.84992405
-5.93996998,5.01004198,0.13960343,0.05643729,0.03944814,0.42499527,0.13916969,0.05430617,0.50620142,3.58804333
-5.93396698,4.65025368,0.13028440,0.05290999,0.03692410,0.39572685,0.13062358,0.05037798,0.47273707,3.32533711
-5.92796398,4.29298377,0.12084768,0.04935190,0.03436776,0.36699499,0.12200065,0.04653300,0.43924059,3.06442339
-5.92196098,3.94231994,0.11143426,0.04582790,0.03181743,0.33927687,0.11346085,0.04282977,0.40626519,2.80789892
-5.91595798,3.60217235,0.10217633,0.04240045,0.02931020,0.31303001,0.10516080,0.03932354,0.37433719,2.55824953
-5.90995498,3.27617623,0.09319485,0.03912860,0.02688117,0.28868675,0.09725099,0.03606568,0.34394741,2.31777456
-5.90395198,2.96761510,0.08459772,0.03606706,0.02456272,0.26665009,0.08987360,0.03310320,0.31554435,2.08852705
-5.89794897,2.67936477,0.07647838,0.03326556,0.02238403,0.24729067,0.08316067,0.03047854,0.28952908,1.87227012
-5.89194597,2.41385750,0.06891511,0.03076833,0.02037068,0.23094472,0.07723278,0.02822939,0.26625180,1.67044924
-5.88594297,2.17306445,0.06197067,0.02861373,0.01854444,0.21791268,0.07219800,0.02638868,0.24600971,1.48417934
-5.87993997,1.95849397,0.05569252,0.02683405,0.01692311,0.20845816,0.06815123,0.02498460,0.22904616,1.31424521
-5.87393697,1.77120280,0.05011330,0.02545540,0.01552056,0.20280696,0.06517372,0.02404059,0.21555052,1.16111300
-5.86793397,1.61181693,0.04525168,0.02449759,0.01434676,0.20114586,0.06333263,0.02357541,0.20565869,1.02495076
-5.86193097,1.48055896,0.04111340,0.02397419,0.01340790,0.20362087,0.06268068,0.02360302,0.19945389,0.90565541
-5.85592796,1.37727893,0.03769241,0.02389242,0.01270658,0.21033488,0.06325572,0.02413246,0.19696751,0.80288409
-5.84992496,1.30148603,0.03497218,0.02425319,0.01224199,0.22134448,0.06508020,0.02516762,0.19817986,0.71608751
-5.84392196,1.25237929,0.03292693,0.02505102,0.01201004,0.23665616,0.06816046,0.02670688,0.20302078,0.64454366
-5.83791896,1.22887552,0.03152290,0.02627397,0.01200359,0.25622182,0.07248597,0.02874271,0.21137007,0.58739023
-5.83191596,1.22963416,0.03071953,0.02790362,0.01221255,0.27993401,0.07802845,0.03126116,0.22305789,0.54365483
-5.82591296,1.25307864,0.03047059,0.02991498,0.01262408,0.30762114,0.08474093,0.03424139,0.23786523,0.51228205
-5.81990995,1.29741492,0.03072527,0.03227650,0.01322268,0.33904314,0.09255695,0.03765519,0.25552468,0.49215720
-5.81390695,1.36064817,0.03142920,0.03495017,0.01399035,0.37388804,0.10138991,0.04146657,0.27572186,0.48212671
-5.80790395,1.44059907,0.03252543,0.03789168,0.01490675,0.41176990,0.11113277,0.04563154,0.29809761,0.48101537
-5.80190095,1.53492107,0.03395542,0.04105078,0.01594934,0.45222879,0.12165818,0.05009808,0.32225138,0.48764094
-5.79589795,1.64112054,0.03566002,0.04437180,0.01709368,0.49473297,0.13281919,0.05480629,0.34774590,0.50082672
-5.78989495,1.75658098,0.03758048,0.04779438,0.01831362,0.53868390,0.14445062,0.05968897,0.37411344,0.51941271
-5.78389195,1.87859260,0.03965951,0.05125436,0.01958169,0.58342415,0.15637121,0.06467238,0.40086349,0.54226597
-5.77788894,2.00438801,0.04184234,0.05468497,0.02086953,0.62824828,0.16838648,0.06967746,0.42749205,0.56829076
-5.77188594,2.13118410,0.04407785,0.05801811,0.02214829,0.67241668,0.18029241,0.07462127,0.45349231,0.59643869
-5.76588294,2.25622985,0.04631965,0.06118591,0.02338924,0.71517204,0.19187979,0.07941884,0.47836630,0.62571931
-5.75987994,2.37685892,0.04852714,0.06412224,0.02456432,0.75575793,0.20293915,0.08398517,0.50163737,0.65521095
-5.75387694,2.49054549,0.05066652,0.06676448,0.02564678,0.79343894,0.21326612,0.08823745,0.52286287,0.68407176
-5.74787394,2.59496132,0.05271157,0.06905511,0.02661178,0.82752153,0.22266698,0.09209741,0.54164652,0.71155057
-5.74187094,2.68803140,0.05464439,0.07094335,0.02743703,0.85737476,0.23096426,0.09549363,0.55764996,0.73699702
-5.73586793,2.76798575,0.05645575,0.07238657,0.02810336,0.88244993,0.23800200,0.09836369,0.57060284,0.75987048
-5.72986493,2.83340445,0.05814527,0.07335158,0.02859522,0.90229821,0.24365055,0.10065627,0.58031095,0.77974707
-5.72386193,2.88325337,0.05972118,0.07381552,0.02890109,0.91658537,0.24781063,0.10233274,0.58666192,0.79632411
-5.71785893,2.91690857,0.06119978,0.07376656,0.02901382,0.92510292,0.25041638,0.10336851,0.58962814,0.80942161
-5.71185593,2.93416731,0.06260454,0.07320416,0.02893073,0.92777486,0.25143733,0.10375383,0.58926663,0.81898029
-5.70585293,2.93524488,0.06396481,0.07213901,0.02865372,0.92465995,0.25087908,0.10349411,0.58571586,0.82505580
-5.69984992,2.92075679,0.06531428,0.07059254,0.02818909,0.91594903,0.24878272,0.10260968,0.57918952,0.82780941
-5.69384692,2.89168678,0.06668910,0.06859616,0.02754732,0.90195764,0.24522297,0.10113505,0.56996748,0.82749495
-5.68784392,2.84934182,0.06812585,0.06619011,0.02674267,0.88311427,0.24030509,0.09911764,0.55838447,0.82444280
-5.68184092,2.79529631,0.06965941,0.06342213,0.02579267,0.85994475,0.23416078,0.09661615,0.54481679,0.81904127
-5.67583792,2.73132777,0.07132079,0.06034585,0.02471758,0.83305355,0.22694321,0.09369847,0.52966783,0.81171631
-5.66983492,2.65934734,0.07313510,0.05701913,0.02353968,0.80310296,0.21882142,0.09043947,0.51335301,0.80291046
-5.66383192,2.58132841,0.07511967,0.05350235,0.02228263,0.77079105,0.20997442,0.08691852,0.49628488,0.79306203
-5.65782891,2.49923681,0.07728253,0.04985667,0.02097080,0.73682967,0.20058526,0.08321716,0.47885906,0.78258561
-5.65182591,2.41496601,0.07962129,0.04614246,0.01962858,0.70192327,0.19083527,0.07941672,0.46144169,0.77185475
-5.64582291,2.33028040,0.08212245,0.04241789,0.01827981,0.66674979,0.18089886,0.07559622,0.44435890,0.76118788
-5.63981991,2.24676921,0.08476126,0.03873773,0.01694729,0.63194418,0.17093901,0.07183062,0.42788881,0.75083800
-5.63381691,2.16581312,0.08750218,0.03515240,0.01565234,0.59808550,0.16110371,0.06818937,0.41225626,0.74098681
-5.62781391,2.08856470,0.09029979,0.03170734,0.01441454,0.56568772,0.15152339,0.06473543,0.39763056,0.73174341
-5.62181091,2.01594321,0.09310030,0.02844265,0.01325152,0.53519484,0.14230951,0.06152476,0.38412610,0.72314759
-5.61580790,1.94864340,0.09584349,0.02539306,0.01217894,0.50697996,0.13355426,0.05860628,0.37180573,0.71517754
-5.60980490,1.88715718,0.09846498,0.02258812,0.01121055,0.48134837,0.12533127,0.05602219,0.36068665,0.70776137
-5.60380190,1.83180642,0.10089881,0.02005274,0.01035833,0.45854407,0.11769741,0.05380878,0.35074829,0.70079175
-5.59779890,1.78278446,0.10308013,0.01780781,0.00963280,0.43875925,0.11069533,0.05199744,0.34194183,0.69414286
-5.59179590,1.74020371,0.10494786,0.01587111,0.00904327,0.42214593,0.10435666,0.05061601,0.33420058,0.68768848
-5.58579290,1.70414622,0.10644726,0.01425828,0.00859827,0.40882899,0.09870572,0.04969016,0.32745087,0.68132032
-5.57978989,1.67471423,0.10753216,0.01298381,0.00830588,0.39891982,0.09376337,0.04924490,0.32162269,0.67496544
-5.57378689,1.65207768,0.10816692,0.01206212,0.00817415,0.39252959,0.08955101,0.04930593,0.31665959,0.66860175
-5.56778389,1.63651603,0.10832779,0.01150855,0.00821140,0.38978161,0.08609429,0.04990091,0.31252743,0.66227080
-5.56178089,1.62845193,0.10800379,0.01134026,0.00842656,0.39082179,0.08342652,0.05106045,0.30922141,0.65608700
-5.55577789,1.62847505,0.10719702,0.01157697,0.00882933,0.39582691,0.08159157,0.05281878,0.30677130,0.65024291
-5.54977489,1.63735464,0.10592234,0.01224151,0.00943034,0.40501002,0.08064610,0.05521415,0.30524446,0.64501015
-5.54377189,1.65604027,0.10420653,0.01336021,0.01024116,0.41862288,0.08066109,0.05828871,0.30474678,0.64073594
-5.53776888,1.68565058,0.10208694,0.01496293,0.01127420,0.43695523,0.08172248,0.06208812,0.30542142,0.63783538
-5.53176588,1.72745067,0.09960970,0.01708290,0.01254253,0.46033098,0.08393112,0.06666073,0.30744554,0.63677985
-5.52576288,1.78281912,0.09682768,0.01975625,0.01405956,0.48910151,0.08740180,0.07205640,0.31102534,0.63808206
-5.51975988,1.85320625,0.09379817,0.02302120,0.01583866,0.52363641,0.09226153,0.07832508,0.31638949,0.64227836
-5.51375688,1.94008544,0.09058057,0.02691708,0.01789262,0.56431218,0.09864711,0.08551511,0.32378148,0.64990917
-5.50775388,2.04489974,0.08723407,0.03148296,0.02023318,0.61149931,0.10670207,0.09367141,0.33345120,0.66149840
-5.50175088,2.16900603,0.08381553,0.03675616,0.02287040,0.66554850,0.11657311,0.10283360,0.34564612,0.67753260
-5.49574787,2.31361925,0.08037764,0.04277052,0.02581207,0.72677645,0.12840609,0.11303411,0.36060243,0.69844086
-5.48974487,2.47975868,0.07696734,0.04955457,0.02906314,0.79545202,0.14234186,0.12429647,0.37853650,0.72457610
-5.48374187,2.66819873,0.07362473,0.05712965,0.03262524,0.87178316,0.15851187,0.13663369,0.39963699,0.75619856
-5.47773887,2.87942585,0.07038234,0.06550805,0.03649617,0.95590525,0.17703392,0.15004700,0.42405776,0.79346204
-5.47173587,3.11360321,0.06726482,0.07469123,0.04066963,1.04787114,0.19800800,0.16452478,0.45191193,0.83640344
-5.46573287,3.37054423,0.06428911,0.08466828,0.04513493,1.14764324,0.22151257,0.18004191,0.48326702,0.88493571
-5.45972986,3.64969568,0.06146483,0.09541457,0.04987700,1.25508787,0.24760118,0.19655944,0.51814135,0.93884476
-5.45372686,3.95013067,0.05879508,0.10689086,0.05487640,1.36997184,0.27629975,0.21402459,0.55650174,0.99778994
-5.44772386,4.27055145,0.05627746,0.11904273,0.06010956,1.49196124,0.30760443,0.23237111,0.59826235,1.06130838
-5.44172086,4.60930128,0.05390516,0.13180051,0.06554918,1.62062228,0.34148031,0.25151982,0.64328459,1.12882268
-5.43571786,4.96438480,0.05166819,0.14507968,0.07116464,1.75542392,0.37786074,0.27137952,0.69137814,1.19965177
-5.42971486,5.33349563,0.04955459,0.15878181,0.07692266,1.89574192,0.41664760,0.29184790,0.74230266,1.27302452
-5.42371186,5.71404979,0.04755156,0.17279596,0.08278790,2.04086411,0.45771215,0.31281264,0.79577038,1.34809550
-5.41770885,6.10322378,0.04564650,0.18700052,0.08872365,2.18999640,0.50089675,0.33415254,0.85144909,1.42396243
-5.41170585,6.49799562,0.04382783,0.20126545,0.09469255,2.34226940,0.54601706,0.35573852,0.90896577,1.49968484
-5.40570285,6.89518769,0.04208566,0.21545483,0.10065716,2.49674523,0.59286488,0.37743467,0.96791043,1.57430310
-5.39969985,7.29151007,0.04041228,0.22942960,0.10658060,2.65242464,0.64121126,0.39909911,1.02784039,1.64685764
-5.39369685,7.68360342,0.03880242,0.24305043,0.11242697,2.80825414,0.69080996,0.42058477,1.08828475,1.71640751
-5.38769385,8.06808066,0.03725329,0.25618056,0.11816172,2.96313341,0.74140099,0.44174011,1.14874920,1.78204811
-5.38169085,8.44156697,0.03576456,0.26868851,0.12375181,3.11592297,0.79271414,0.46240974,1.20872115,1.84292742
-5.37568784,8.80073787,0.03433815,0.28045065,0.12916586,3.26545252,0.84447235,0.48243505,1.26767522,1.89826067
-5.36968484,9.14235546,0.03297786,0.29135343,0.13437399,3.41053008,0.89639487,0.50165492,1.32507916,1.94734305
-5.36368184,9.46330298,0.03168904,0.30129522,0.13934777,3.54995224,0.94819999,0.51990654,1.38040024,1.98956028
-5.35767884,9.76061792,0.03047815,0.31018785,0.14405986,3.68251580,0.99960748,0.53702647,1.43311219,2.02439709
-5.35167584,10.03152424,0.02935230,0.31795766,0.14848380,3.80703108,1.05034054,0.55285198,1.48270264,2.05144339
-5.34567284,10.27346369,0.02831886,0.32454620,0.15259366,3.92233674,1.10012734,0.56722263,1.52868097,2.07039832
-5.33966983,10.48412676,0.02738504,0.32991050,0.15636377,4.02731636,1.14870216,0.57998238,1.57058668,2.08107216
-5.33366683,10.66148298,0.02655748,0.33402307,0.15976854,4.12091643,1.19580627,0.59098184,1.60799789,2.08338620
-5.32766383,10.80381059,0.02584198,0.33687155,0.16278238,4.20216546,1.24118844,0.60008109,1.64053990,2.07737084
-5.32166083,10.90972499,0.02524317,0.33845822,0.16537968,4.27019375,1.28460547,0.60715258,1.66789356,2.06316185
-5.31565783,10.97820548,0.02476430,0.33879932,0.16753511,4.32425317,1.32582256,0.61208435,1.68980314,2.04099517
-5.30965483,11.00861928,0.02440703,0.33792420,0.16922390,4.36373636,1.36461388,0.61478328,1.70608336,2.01120034
-5.30365183,11.00074185,0.02417126,0.33587452,0.17042244,4.38819442,1.40076329,0.61517828,1.71662527,1.97419266
-5.29764882,10.95477254,0.02405508,0.33270339,0.17110890,4.39735251,1.43406547,0.61322337,1.72140070,1.93046439
-5.29164582,10.87134434,0.02405462,0.32847439,0.17126410,4.39112239,1.46432733,0.60890029,1.72046496,1.88057514
-5.28564282,10.75152673,0.02416411,0.32326076,0.17087234,4.36961153,1.49137002,0.60222071,1.71395749,1.82514149
-5.27963982,10.59682079,0.02437584,0.31714438,0.16992236,4.33312791,1.51503136,0.59322780,1.70210045,1.76482626
-5.27363682,10.40914588,0.02468027,0.31021482,0.16840824,4.28218031,1.53516871,0.58199705,1.68519499,1.70032739
-5.26763382,10.19081752,0.02506616,0.30256826,0.16633028,4.21747384,1.55166232,0.56863627,1.66361530,1.63236676
-5.26163082,9.94451640,0.02552072,0.29430630,0.16369572,4.13990045,1.56441886,0.55328476,1.63780047,1.56167903
-5.25562781,9.67324865,0.02602991,0.28553461,0.16051933,4.05052484,1.57337515,0.53611149,1.60824443,1.48900080
-5.24962481,9.38029821,0.02657868,0.27636151,0.15682374,3.95056577,1.57850178,0.51731256,1.57548413,1.41506008
-5.24362181,9.06917188,0.02715135,0.26689627,0.15263962,3.84137339,1.57980638,0.49710771,1.54008639,1.34056634
-5.23761881,8.74353844,0.02773200,0.25724739,0.14800545,3.72440307,1.57733634,0.47573620,1.50263383,1.26620129
-5.23161581,8.40716315,0.02830490,0.24752069,0.14296719,3.60118652,1.57118066,0.45345207,1.46371027,1.19261045
-5.22561281,8.06383925,0.02885490,0.23781733,0.13757755,3.47330090,1.56147070,0.43051894,1.42388620,1.12039555
-5.21960980,7.71731820,0.02936791,0.22823193,0.13189503,3.34233672,1.54837965,0.40720454,1.38370470,1.05010799
-5.21360680,7.37124041,0.02983129,0.21885064,0.12598280,3.20986547,1.53212050,0.38377510,1.34366839,0.98224329
-5.20760380,7.02906842,0.03023421,0.20974948,0.11990737,3.07740792,1.51294238,0.36048988,1.30422781,0.91723658
-5.20160080,6.69402426,0.03056797,0.20099288,0.11373712,2.94640370,1.49112541,0.33759585,1.26577164,0.85545918
-5.19559780,6.36903275,0.03082624,0.19263250,0.10754079,2.81818329,1.46697405,0.31532282,1.22861909,0.79721626
-5.18959480,6.05667238,0.03100520,0.18470658,0.10138599,2.69394301,1.44080910,0.29387918,1.19301478,0.74274561
-5.18359180,5.75913524,0.03110363,0.17723960,0.09533772,2.57472388,1.41295877,0.27344822,1.15912618,0.69221739
