energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-6.00000000,7.00651461,-3.95514434,0.10457984,-0.07573646,0.70270441,-0.70182306,1.45043941,-0.73345990,1.44879232,-0.56616880,0.07424193,-0.04467518,2.77268517,-1.37448256,0.67115807,-0.46702119,0.20710790,-0.12803949
-5.99399700,6.96804437,-4.03528420,0.10110849,-0.07929512,0.70210830,-0.71364097,1.47958951,-0.72633234,1.42381807,-0.58539084,0.07427588,-0.04673392,2.75806222,-1.40497449,0.66542929,-0.46924842,0.20731870,-0.13212324
-5.98799400,6.92147284,-4.11850739,0.09736195,-0.08273314,0.70025283,-0.72450029,1.50846064,-0.71886239,1.39599906,-0.60407280,0.07417903,-0.04886425,2.74130691,-1.43853951,0.65840542,-0.47177431,0.20736294,-0.13640231
-5.98199100,6.86878751,-4.20334801,0.09339124,-0.08601131,0.69726659,-0.73404751,1.53719582,-0.71118880,1.36587003,-0.62187656,0.07397097,-0.05103242,2.72328759,-1.47482792,0.65029240,-0.47449013,0.20729572,-0.14082639
-5.97598799,6.81199669,-4.28847198,0.08924969,-0.08909565,0.69329550,-0.74197938,1.56595375,-0.70348527,1.33398786,-0.63850060,0.07367336,-0.05320523,2.70485453,-1.51349929,0.64131209,-0.47731123,0.20717351,-0.14534529
-5.96998499,6.75308121,-4.37272096,0.08499184,-0.09195871,0.68849894,-0.74805526,1.59489893,-0.69596234,1.30091984,-0.65369067,0.07330969,-0.05535068,2.68681926,-1.55423102,0.63169562,-0.48018293,0.20705324,-0.14990982
-5.96398199,6.69394915,-4.45515113,0.08067241,-0.09458075,0.68304583,-0.75210749,1.62419078,-0.68886889,1.26723268,-0.66724878,0.07290508,-0.05743849,2.66993555,-1.59672662,0.62167671,-0.48308525,0.20699124,-0.15447280
-5.95797899,6.63639443,-4.53506605,0.07634535,-0.09695067,0.67711073,-0.75404931,1.65397218,-0.68249294,1.23348221,-0.67904045,0.07248592,-0.05944063,2.65488244,-1.64072395,0.61148503,-0.48603629,0.20704223,-0.15898995
-5.95197599,6.58205965,-4.61204261,0.07206301,-0.09906661,0.67086988,-0.75388004,1.68435797,-0.67716184,1.20020397,-0.68899967,0.07207947,-0.06133181,2.64224958,-1.68600323,0.60133991,-0.48909424,0.20725817,-0.16342103
-5.94597299,6.53240400,-4.68594956,0.06787532,-0.10093638,0.66449752,-0.75168724,1.71542396,-0.67324171,1.16790476,-0.69713155,0.07171339,-0.06308984,2.63252512,-1.73239477,0.59144471,-0.49235775,0.20768723,-0.16773080
