energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,0.94529884,0.37337214,0.00315077,0.35019719,0.67858911,0.00221921,0.03045544
-5.99399700,1.00502615,0.38873222,0.00337468,0.37599357,0.72516951,0.00236869,0.03284459
-5.98799400,1.07640334,0.40756804,0.00364976,0.40593000,0.78075314,0.00254418,0.03560795
-5.98199100,1.16029235,0.43027922,0.00397916,0.44034717,0.84592946,0.00274699,0.03877278
-5.97598799,1.25750932,0.45724929,0.00436569,0.47957015,0.92125639,0.00297827,0.04236498
-5.96998499,1.36879578,0.48883486,0.00481175,0.52389857,1.00723888,0.00323898,0.04640795
-5.96398199,1.49478700,0.52535405,0.00531919,0.57359560,1.10430510,0.00352991,0.05092132
-5.95797899,1.63597791,0.56707413,0.00588921,0.62887579,1.21278079,0.00385162,0.05591964
-5.95197599,1.79268702,0.61419870,0.00652224,0.68989186,1.33286211,0.00420440,0.06141104
-5.94597299,1.96501943,0.66685444,0.00721783,0.75672078,1.46458768,0.00458829,0.06739592
-5.93996998,2.15282995,0.72507806,0.00797450,0.82934951,1.60781076,0.00500297,0.07386573
-5.93396698,2.35568771,0.78880366,0.00878963,0.90766078,1.76217276,0.00544776,0.08080178
-5.92796398,2.57284408,0.85785111,0.00965938,0.99141970,1.92707910,0.00592151,0.08817434
-5.92196098,2.80320553,0.93191605,0.01057856,1.08026174,2.10167917,0.00642262,0.09594185
-5.91595798,3.04531361,1.01056213,0.01154063,1.17368308,2.28485165,0.00694892,0.10405045
-5.90995498,3.29733391,1.09321621,0.01253762,1.27103384,2.47519678,0.00749764,0.11243388
-5.90395198,3.55705582,1.17916713,0.01356019,1.37151535,2.67103686,0.00806541,0.12101368
-5.89794897,3.82190477,1.26756856,0.01459768,1.47418193,2.87042629,0.00864817,0.12969987
-5.89194597,4.08896806,1.35744660,0.01563821,1.57794790,3.07117182,0.00924122,0.13839204
-5.88594297,4.35503495,1.44771225,0.01666890,1.68160028,3.27086354,0.00983921,0.14698086
-5.87993997,4.61665112,1.53717892,0.01767602,1.78381724,3.46691653,0.01043620,0.15535008
-5.87393697,4.87018661,1.62458490,0.01864534,1.88319235,3.65662251,0.01102570,0.16337891
-5.86793397,5.11191600,1.70862031,0.01956238,1.97826419,3.83721047,0.01160081,0.17094467
-5.86193097,5.33810850,1.78795803,0.02041281,2.06755051,4.00591429,0.01215430,0.17792590
-5.85592796,5.54512512,1.86128749,0.02118279,2.14958615,4.16004542,0.01267881,0.18420539
-5.84992496,5.72951946,1.92735044,0.02185935,2.22296318,4.29706783,0.01316695,0.18967352
-5.84392196,5.88813834,1.98497719,0.02243078,2.28637206,4.41467233,0.01361153,0.19423140
-5.83791896,6.01821806,2.03312211,0.02288698,2.33864188,4.51084726,0.01400571,0.19779387
-5.83191596,6.11747239,2.07089670,0.02321977,2.37877824,4.58394265,0.01434322,0.20029220
-5.82591296,6.18416835,2.09759902,0.02342314,2.40599696,4.63272476,0.01461851,0.20167636
-5.81990995,6.21718636,2.11273799,0.02349346,2.41975215,4.65641895,0.01482692,0.20191682
-5.81390695,6.21606221,2.11605162,0.02342962,2.41975728,4.65473863,0.01496482,0.20100564
-5.80790395,6.18100872,2.10751813,0.02323306,2.40599825,4.62789924,0.01502972,0.19895700
-5.80190095,6.11291618,2.08735948,0.02290775,2.37873777,4.57661643,0.01502033,0.19580699
-5.79589795,6.01333164,2.05603716,0.02246007,2.33851087,4.50208882,0.01493665,0.19161275
-5.78989495,5.88441777,2.01424030,0.02189864,2.28611153,4.40596593,0.01477992,0.18645094
-5.78389195,5.72889344,1.96286657,0.02123405,2.22257111,4.29030295,0.01455263,0.18041560
-5.77788894,5.54995841,1.90299682,0.02047859,2.14912947,4.15750428,0.01425841,0.17361558
-5.77188594,5.35120558,1.83586438,0.01964588,2.06720003,4.01025834,0.01390200,0.16617154
-5.76588294,5.13652435,1.76282050,0.01875051,1.97833027,3.85146637,0.01348907,0.15821269
-5.75987994,4.90999906,1.68529711,0.01780768,1.88415922,3.68416806,0.01302609,0.14987340
-5.75387694,4.67580628,1.60476867,0.01683282,1.78637388,3.51146674,0.01252020,0.14128979
-5.74787394,4.43811476,1.52271432,0.01584119,1.68666594,3.33645677,0.01197900,0.13259653
-5.74187094,4.20099110,1.44058180,0.01484764,1.58669066,3.16215534,0.01141041,0.12392373
-5.73586793,3.96831393,1.35975431,0.01386624,1.48802909,2.99144054,0.01082246,0.11539431
-5.72986493,3.74369867,1.28152124,0.01291007,1.39215481,2.82699700,0.01022320,0.10712165
-5.72386193,3.53043427,1.20705345,0.01199100,1.30040601,2.67127010,0.00962045,0.09920780
-5.71785893,3.33143251,1.13738363,0.01111956,1.21396341,2.52642897,0.00902174,0.09174209
-5.71185593,3.14919008,1.07339176,0.01030481,1.13383418,2.39433841,0.00843414,0.08480025
-5.70585293,2.98576285,1.01579569,0.00955428,1.06084185,2.27653918,0.00786414,0.07844396
-5.69984992,2.84275146,0.96514647,0.00887394,0.99562172,2.17423606,0.00731759,0.07272089
-5.69384692,2.72129698,0.92182799,0.00826819,0.93862132,2.08829282,0.00679961,0.06766499
-5.68784392,2.62208532,0.88606026,0.00773994,0.89010514,2.01923323,0.00631453,0.06329717
-5.68184092,2.54535884,0.85790580,0.00729059,0.85016287,1.96724707,0.00586583,0.05962616
-5.67583792,2.49093401,0.83727831,0.00692016,0.81872039,1.93220056,0.00545616,0.05664956
-5.66983492,2.45822382,0.82395317,0.00662734,0.79555266,1.91365028,0.00508727,0.05435492
-5.66383192,2.44626411,0.81757906,0.00640957,0.78029788,1.91086042,0.00476007,0.05272094
-5.65782891,2.45374314,0.81769050,0.00626319,0.77247242,1.92282276,0.00447462,0.05171857
-5.65182591,2.47903400,0.82372069,0.00618349,0.77148596,1.94827956,0.00423018,0.05131211
-5.64582291,2.52022982,0.83501489,0.00616487,0.77665669,1.98574915,0.00402526,0.05146022
-5.63981991,2.57518161,0.85084386,0.00620091,0.78722648,2.03355451,0.00385766,0.05211680
-5.63381691,2.64153905,0.87041778,0.00628454,0.80237577,2.08985471,0.00372461,0.05323184
-5.62781391,2.71679412,0.89290044,0.00640819,0.82123856,2.15267959,0.00362278,0.05475215
-5.62181091,2.79832776,0.91742399,0.00656387,0.84291737,2.21996720,0.00354841,0.05662200
-5.61580790,2.88345926,0.94310429,0.00674340,0.86649831,2.28960415,0.00349745,0.05878376
-5.60980490,2.96949805,0.96905687,0.00693852,0.89106651,2.35946801,0.00346561,0.06117849
-5.60380190,3.05379717,0.99441347,0.00714110,0.91572167,2.42747138,0.00344850,0.06374650
-5.59779890,3.13380741,1.01833892,0.00734327,0.93959382,2.49160643,0.00344176,0.06642794
-5.59179590,3.20713089,1.04004821,0.00753760,0.96185906,2.54998888,0.00344113,0.06916342
-5.58579290,3.27157264,1.05882311,0.00771725,0.98175484,2.60090011,0.00344259,0.07189468
-5.57978989,3.32518839,1.07402805,0.00787614,0.99859469,2.64282591,0.00344242,0.07456521
-5.57378689,3.36632704,1.08512454,0.00800905,1.01178152,2.67449057,0.00343729,0.07712102
-5.56778389,3.39366606,1.09168352,0.00811173,1.02081936,2.69488497,0.00342435,0.07951132
-5.56178089,3.40623837,1.09339513,0.00818099,1.02532278,2.70328747,0.00340123,0.08168928
-5.55577789,3.40344951,1.09007524,0.00821472,1.02502366,2.69927672,0.00336610,0.08361274
-5.54977489,3.38508420,1.08166834,0.00821191,1.01977477,2.68273586,0.00331770,0.08524488
-5.54377189,3.35130193,1.06824657,0.00817267,1.00955012,2.65384779,0.00325530,0.08655482
-5.53776888,3.30262167,1.05000472,0.00809809,0.99444172,2.61308170,0.00317869,0.08751819
-5.53176588,3.23989611,1.02725129,0.00799024,0.97465299,2.56117149,0.00308815,0.08811750
-5.52576288,3.16427668,1.00039594,0.00785201,0.95048884,2.49908679,0.00298441,0.08834252
-5.51975988,3.07717050,0.96993387,0.00768697,0.92234305,2.42799791,0.00286856,0.08819033
-5.51375688,2.98019131,0.93642759,0.00749923,0.89068325,2.34923612,0.00274200,0.08766544
-5.50775388,2.87510611,0.90048716,0.00729328,0.85603424,2.26425079,0.00260638,0.08677959
-5.50175088,2.76377985,0.86274953,0.00707382,0.81896044,2.17456512,0.00246353,0.08555144
-5.49574787,2.64812014,0.82385800,0.00684556,0.78004805,2.08173208,0.00231533,0.08400615
-5.48974487,2.53002418,0.78444268,0.00661314,0.73988787,1.98729210,0.00216375,0.08217480
-5.48374187,2.41132955,0.74510272,0.00638091,0.69905930,1.89273391,0.00201069,0.08009363
-5.47773887,2.29377065,0.70639104,0.00615285,0.65811628,1.79945972,0.00185798,0.07780328
-5.47173587,2.17894185,0.66880209,0.00593247,0.61757542,1.70875564,0.00170733,0.07534788
-5.46573287,2.06826834,0.63276298,0.00572273,0.57790700,1.62176802,0.00156028,0.07277413
-5.45972986,1.96298510,0.59862811,0.00552600,0.53952861,1.53948604,0.00141822,0.07013035
-5.45372686,1.86412410,0.56667737,0.00534403,0.50280181,1.46273072,0.00128232,0.06746556
-5.44772386,1.77250965,0.53711757,0.00517798,0.46803141,1.39215018,0.00115359,0.06482858
-5.44172086,1.68876120,0.51008683,0.00502842,0.43546724,1.32822088,0.00103285,0.06226729
-5.43571786,1.61330292,0.48566132,0.00489542,0.40530807,1.27125421,0.00092075,0.05982789
-5.42971486,1.54637922,0.46386396,0.00477856,0.37770704,1.22140798,0.00081780,0.05755436
-5.42371186,1.48807489,0.44467417,0.00467708,0.35277835,1.17870185,0.00072443,0.05548802
-5.41770885,1.43833896,0.42803827,0.00458991,0.33060443,1.14303617,0.00064098,0.05366729
-5.41170585,1.39701098,0.41387979,0.00451582,0.31124333,1.11421316,0.00056779,0.05212748
-5.40570285,1.36384849,0.40210913,0.00445349,0.29473562,1.09195970,0.00050520,0.05090080
-5.39969985,1.33855479,0.39263215,0.00440160,0.28111067,1.07595093,0.00045365,0.05001641
-5.39369685,1.32080566,0.38535723,0.00435894,0.27039163,1.06583375,0.00041372,0.04950058
-5.38769385,1.31027440,0.38020070,0.00432452,0.26259927,1.06124956,0.00038618,0.04937681
-5.38169085,1.30665418,0.37709025,0.00429758,0.25775418,1.06185543,0.00037208,0.04966604
-5.37568784,1.30967702,0.37596656,0.00427774,0.25587755,1.06734311,0.00037277,0.05038669
-5.36968484,1.31912898,0.37678307,0.00426499,0.25699036,1.07745533,0.00039001,0.05155470
-5.36368184,1.33486105,0.37950403,0.00425972,0.26111136,1.09199878,0.00042600,0.05318341
-5.35767884,1.35679557,0.38410130,0.00426282,0.26825377,1.11085353,0.00048346,0.05528334
-5.35167584,1.38492807,0.39054995,0.00427558,0.27842112,1.13397866,0.00056569,0.05786173
-5.34567284,1.41932470,0.39882319,0.00429975,0.29160259,1.16141377,0.00067657,0.06092207
-5.33966983,1.46011545,0.40888693,0.00433751,0.30776799,1.19327664,0.00082063,0.06446341
-5.33366683,1.50748358,0.42069440,0.00439135,0.32686289,1.22975697,0.00100304,0.06847958
-5.32766383,1.56165181,0.43418117,0.00446412,0.34880410,1.27110664,0.00122963,0.07295844
-5.32166083,1.62286592,0.44926081,0.00455886,0.37347591,1.31762675,0.00150677,0.07788110
-5.31565783,1.69137644,0.46582166,0.00467875,0.40072726,1.36965208,0.00184138,0.08322121
-5.30965483,1.76741931,0.48372473,0.00482705,0.43037008,1.42753348,0.00224077,0.08894441
-5.30365183,1.85119610,0.50280306,0.00500690,0.46217897,1.49161882,0.00271250,0.09500804
-5.29764882,1.94285475,0.52286238,0.00522131,0.49589212,1.56223319,0.00326415,0.10136100
-5.29164582,2.04247129,0.54368336,0.00547298,0.53121375,1.63965908,0.00390313,0.10794405
-5.28564282,2.15003343,0.56502504,0.00576420,0.56781767,1.72411710,0.00463636,0.11469034
-5.27963982,2.26542616,0.58662957,0.00609675,0.60535200,1.81574786,0.00546995,0.12152634
-5.27363682,2.38842007,0.60822783,0.00647176,0.64344482,1.91459555,0.00640885,0.12837310
-5.26763382,2.51866244,0.62954573,0.00688968,0.68171041,2.02059375,0.00745652,0.13514773
-5.26163082,2.65567130,0.65031091,0.00735012,0.71975594,2.13355372,0.00861449,0.14176520
-5.25562781,2.79883265,0.67025950,0.00785183,0.75718818,2.25315554,0.00988206,0.14814031
-5.24962481,2.94740062,0.68914262,0.00839261,0.79362017,2.37894247,0.01125592,0.15418967
-5.24362181,3.10050074,0.70673230,0.00896934,0.82867739,2.51031845,0.01272990,0.15983379
-5.23761881,3.25713616,0.72282670,0.00957793,0.86200352,2.64654914,0.01429478,0.16499898
-5.23161581,3.41619675,0.73725429,0.01021334,0.89326543,2.78676637,0.01593809,0.16961922
-5.22561281,3.57647107,0.74987701,0.01086967,0.92215756,2.92997627,0.01764420,0.17363767
-5.21960980,3.73666119,0.76059232,0.01154020,0.94840562,3.07507078,0.01939435,0.17700800
-5.21360680,3.89540024,0.76933411,0.01221754,0.97176964,3.22084282,0.02116691,0.17969533
-5.20760380,4.05127268,0.77607272,0.01289373,0.99204669,3.36600472,0.02293776,0.18167690
-5.20160080,4.20283728,0.78081409,0.01356041,1.00907317,3.50920986,0.02468081,0.18294235
-5.19559780,4.34865240,0.78359827,0.01420904,1.02272706,3.64907719,0.02636856,0.18349374
-5.18959480,4.48730353,0.78449749,0.01483109,1.03293009,3.78421817,0.02797289,0.18334525
-5.18359180,4.61743252,0.78361411,0.01541823,1.03965011,3.91326568,0.02946585,0.18252270
-5.17758879,4.73776798,0.78107834,0.01596262,1.04290346,4.03490410,0.03082047,0.18106287
-5.17158579,4.84715600,0.77704623,0.01645707,1.04275759,4.14789989,0.03201170,0.17901267
-5.16558279,4.94459052,0.77169771,0.01689531,1.03933360,4.25113170,0.03301718,0.17642825
-5.15957979,5.02924200,0.76523493,0.01727214,1.03280860,4.34361904,0.03381811,0.17337410
-5.15357679,5.10048355,0.75788063,0.01758363,1.02341758,4.42454848,0.03439985,0.16992207
-5.14757379,5.15791309,0.74987671,0.01782727,1.01145465,4.49329628,0.03475258,0.16615046
-5.14157079,5.20137062,0.74148258,0.01800202,0.99727298,4.54944659,0.03487161,0.16214304
-5.13556778,5.23094928,0.73297335,0.01810839,0.98128347,4.59280422,0.03475765,0.15798810
-5.12956478,5.24699955,0.72463738,0.01814842,0.96395153,4.62340130,0.03441686,0.15377747
-5.12356178,5.25012567,0.71677335,0.01812563,0.94579190,4.64149731,0.03386065,0.14960548
-5.11755878,5.24117409,0.70968637,0.01804493,0.92736126,4.64757220,0.03310533,0.14556781
-5.11155578,5.22121381,0.70368313,0.01791244,0.90924859,4.64231265,0.03217165,0.14176028
-5.10555278,5.19150892,0.69906616,0.01773527,0.89206328,4.62659172,0.03108402,0.13827739
-5.09954977,5.15348408,0.69612702,0.01752135,0.87642131,4.60144251,0.02986984,0.13521089
-5.09354677,5.10868391,0.69513861,0.01727910,0.86292969,4.56802670,0.02855850,0.13264804
-5.08754377,5.05872775,0.69634694,0.01701720,0.85216971,4.52759910,0.02718056,0.13066984
-5.08154077,5.00526129,0.69996239,0.01674428,0.84467953,4.48146952,0.02576674,0.12934913
-5.07553777,4.94990707,0.70615100,0.01646864,0.84093673,4.43096339,0.02434707,0.12874869
-5.06953477,4.89421558,0.71502613,0.01619804,0.84134156,4.37738267,0.02294999,0.12891931
-5.06353177,4.83961901,0.72664097,0.01593940,0.84620161,4.32196861,0.02160166,0.12989796
-5.05752876,4.78738954,0.74098222,0.01569867,0.85571851,4.26586771,0.02032530,0.13170621
-5.05152576,4.73860373,0.75796554,0.01548062,0.86997752,4.21010225,0.01914071,0.13434883
-5.04552276,4.69411448,0.77743300,0.01528881,0.88894025,4.15554647,0.01806390,0.13781275
-5.03951976,4.65453173,0.79915297,0.01512551,0.91244120,4.10290921,0.01710692,0.14206649
-5.03351676,4.62021235,0.82282248,0.01499168,0.94018838,4.05272341,0.01627777,0.14706003
-5.02751376,4.59125974,0.84807237,0.01488709,0.97176790,4.00534286,0.01558051,0.15272520
-5.02151076,4.56753274,0.87447493,0.01481035,1.00665280,3.96094583,0.01501543,0.15897665
-5.01550775,4.54866331,0.90155415,0.01475910,1.04421560,3.91954522,0.01457938,0.16571337
-5.00950475,4.53408199,0.92879803,0.01473017,1.08374432,3.88100446,0.01426612,0.17282067
-5.00350175,4.52304974,0.95567269,0.01471974,1.12446142,3.84505795,0.01406680,0.18017274
-4.99749875,4.51469451,0.98163764,0.01472361,1.16554478,3.81133511,0.01397039,0.18763554
-4.99149575,4.50805083,1.00616169,0.01473732,1.20615021,3.77938648,0.01396421,0.19507002
-4.98549275,4.50210048,1.02873877,0.01475641,1.24543440,3.74871061,0.01403441,0.20233556
-4.97948974,4.49581244,1.04890304,0.01477657,1.28257765,3.71878038,0.01416644,0.20929350
-4.97348674,4.48818040,1.06624256,0.01479383,1.31680538,3.68906756,0.01434545,0.21581063
-4.96748374,4.47825636,1.08041097,0.01480461,1.34740777,3.65906458,0.01455673,0.22176260
-4.96148074,4.46517915,1.09113666,0.01480592,1.37375687,3.62830266,0.01478604,0.22703698
-4.95547774,4.44819700,1.09822909,0.01479531,1.39532062,3.59636592,0.01501987,0.23153610
-4.94947474,4.42668384,1.10158183,0.01477097,1.41167335,3.56290116,0.01524568,0.23517939
-4.94347174,4.40014909,1.10117258,0.01473167,1.42250280,3.52762330,0.01545211,0.23790532
-4.93746873,4.36824146,1.09705983,0.01467675,1.42761334,3.49031707,0.01562905,0.23967281
-4.93146573,4.33074735,1.08937683,0.01460603,1.42692572,3.45083528,0.01576782,0.24046210
-4.92546273,4.28758475,1.07832289,0.01451973,1.42047364,3.40909456,0.01586114,0.24027523
-4.91945973,4.23879371,1.06415279,0.01441838,1.40839738,3.36506940,0.01590319,0.23913592
-4.91345673,4.18452472,1.04716475,0.01430270,1.39093516,3.31878540,0.01588964,0.23708905
-4.90745373,4.12502596,1.02768769,0.01417353,1.36841260,3.27031259,0.01581757,0.23419979
-4.90145073,4.06063075,1.00606833,0.01403173,1.34123098,3.21975958,0.01568553,0.23055226
-4.89544772,3.99174589,0.98265898,0.01387806,1.30985473,3.16726921,0.01549341,0.22624798
-4.88944472,3.91884175,0.95780638,0.01371319,1.27479858,3.11301599,0.01524245,0.22140397
-4.88344172,3.84244439,0.93184215,0.01353761,1.23661495,3.05720560,0.01493519,0.21615056
-4.87743872,3.76312992,0.90507527,0.01335165,1.19588173,3.00007631,0.01457534,0.21062905
-4.87143572,3.68152084,0.87778671,0.01315544,1.15319080,2.94190209,0.01416777,0.20498909
-4.86543272,3.59828396,0.85022629,0.01294901,1.10913735,2.88299685,0.01371838,0.19938584
-4.85942971,3.51412935,0.82261182,0.01273225,1.06431011,2.82371918,0.01323403,0.19397694
-4.85342671,3.42980941,0.79513013,0.01250505,1.01928251,2.76447680,0.01272235,0.18891928
-4.84742371,3.34611734,0.76793988,0.01226730,0.97460467,2.70573003,0.01219168,0.18436565
-4.84142071,3.26388415,0.74117556,0.01201901,0.93079621,2.64799341,0.01165087,0.18046114
-4.83541771,3.18397350,0.71495243,0.01176038,0.88833974,2.59183482,0.01110914,0.17733960
-4.82941471,3.10727385,0.68937178,0.01149183,0.84767508,2.53787163,0.01057587,0.17511998
-4.82341171,3.03468748,0.66452614,0.01121410,0.80919404,2.48676354,0.01006047,0.17390281
-4.81740870,2.96711644,0.64050400,0.01092828,0.77323592,2.43920190,0.00957215,0.17376683
-4.81140570,2.90544541,0.61739368,0.01063581,0.74008363,2.39589579,0.00911975,0.17476600
-4.80540270,2.85052217,0.59528617,0.01033854,0.70996068,2.35755510,0.00871161,0.17692683
-4.79939970,2.80313608,0.57427665,0.01003867,0.68302897,2.32487124,0.00835537,0.18024645
-4.79339670,2.76399565,0.55446470,0.00973875,0.65938765,2.29849612,0.00805785,0.18469130
-4.78739370,2.73370608,0.53595334,0.00944163,0.63907313,2.27902049,0.00782494,0.19019666
-4.78139070,2.71274792,0.51884677,0.00915037,0.62206035,2.26695237,0.00766151,0.19666716
-4.77538769,2.70145790,0.50324731,0.00886822,0.60826536,2.26269666,0.00757136,0.20397825
-4.76938469,2.70001290,0.48925157,0.00859847,0.59754928,2.26653690,0.00755716,0.21197868
-4.76338169,2.70841798,0.47694628,0.00834438,0.58972357,2.27861993,0.00762048,0.22049401
-4.75737869,2.72649912,0.46640403,0.00810910,0.58455647,2.29894430,0.00776175,0.22933098
-4.75137569,2.75390110,0.45767923,0.00789558,0.58178054,2.32735290,0.00798033,0.23828274
-4.74537269,2.79009080,0.45080454,0.00770641,0.58110092,2.36353014,0.00827454,0.24713468
