energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-6.00000000,5.22764574,0.19210842,0.13837936,1.45679377,1.31076570,0.78112685,0.77538181,0.09698046,1.94591841
-5.99399700,4.99346160,0.17909862,0.13758539,1.39518108,1.24224654,0.73814575,0.74438379,0.09431328,1.85691805
-5.98799400,4.75119625,0.16622822,0.13635798,1.33172500,1.17235022,0.69428956,0.71228776,0.09143509,1.76485088
-5.98199100,4.50410474,0.15365704,0.13471296,1.26720133,1.10187776,0.65014257,0.67964614,0.08838723,1.67102616
-5.97598799,4.25544296,0.14152941,0.13267583,1.20236136,1.03161084,0.60626096,0.64702612,0.08521835,1.57674644
-5.96998499,4.00841796,0.12997287,0.13028282,1.13792759,0.96230057,0.56316490,0.61499905,0.08198301,1.48328603
-5.96398199,3.76614521,0.11909742,0.12758172,1.07459150,0.89465881,0.52133273,0.58413040,0.07874015,1.39187212
-5.95797899,3.53161240,0.10899538,0.12463243,1.01301292,0.82935178,0.48119714,0.55497013,0.07555138,1.30366876
-5.95197599,3.30764940,0.09974177,0.12150714,0.95382042,0.76699580,0.44314329,0.52804367,0.07247936,1.21976343
-5.94597299,3.09690348,0.09139512,0.11829010,0.89761223,0.70815492,0.40750835,0.50384365,0.06958601,1.14115620
-5.93996998,2.90181897,0.08399850,0.11507688,0.84495693,0.65333981,0.37458241,0.48282219,0.06693083,1.06875097
-5.93396698,2.72462041,0.07758087,0.11197316,0.79639362,0.60300774,0.34461020,0.46538403,0.06456931,1.00334879
-5.92796398,2.56729803,0.07215838,0.10909298,0.75243105,0.55756308,0.31779353,0.45188033,0.06255140,0.94564263
-5.92196098,2.43159487,0.06773588,0.10655650,0.71354544,0.51735797,0.29429384,0.44260332,0.06092014,0.89621350
-5.91595798,2.31899470,0.06430817,0.10448728,0.68017690,0.48269282,0.27423480,0.43778178,0.05971054,0.85552767
-5.90995498,2.23071015,0.06186135,0.10300913,0.65272422,0.45381631,0.25770463,0.43757737,0.05894864,0.82393467
-5.90395198,2.16767091,0.06037386,0.10224265,0.63153837,0.43092472,0.24475792,0.44208208,0.05865088,0.80166600
-5.89794897,2.13051176,0.05981749,0.10230149,0.61691463,0.41416040,0.23541691,0.45131660,0.05882367,0.78883450
-5.89194597,2.11956072,0.06015814,0.10328842,0.60908384,0.40360943,0.22967211,0.46522988,0.05946339,0.78543438
-5.88594297,2.13482764,0.06135643,0.10529146,0.60820307,0.39929845,0.22748231,0.48369991,0.06055657,0.79134183
-5.87993997,2.17599406,0.06336819,0.10838006,0.61434610,0.40119093,0.22877402,0.50653566,0.06208046,0.80631649
-5.87393697,2.24240493,0.06614479,0.11260151,0.62749429,0.40918310,0.23344060,0.53348034,0.06400385,0.83000377
-5.86793397,2.33306335,0.06963333,0.11797780,0.64752831,0.42309988,0.24134105,0.56421576,0.06628817,0.86193830
-5.86193097,2.44662926,0.07377679,0.12450297,0.67422125,0.44269123,0.25229891,0.59836794,0.06888874,0.90154852
-5.85592796,2.58142331,0.07851409,0.13214116,0.70723360,0.46762945,0.26610141,0.63551365,0.07175634,0.94816269
-5.84992496,2.73543679,0.08378014,0.14082551,0.74611069,0.49750784,0.28249912,0.67518787,0.07483872,1.00101649
-5.84392196,2.90634875,0.08950583,0.15045790,0.79028284,0.53184117,0.30120642,0.71689196,0.07808234,1.05926214
-5.83791896,3.09155092,0.09561814,0.16090978,0.83906876,0.57006848,0.32190295,0.76010228,0.08143393,1.12197930
-5.83191596,3.28818110,0.10204019,0.17202403,0.89168234,0.61155844,0.34423632,0.80427915,0.08484213,1.18818770
-5.82591296,3.49316499,0.10869146,0.18361793,0.94724294,0.65561757,0.36782608,0.84887581,0.08825890,1.25686137
-5.81990995,3.70326655,0.11548808,0.19548710,1.00478934,0.70150136,0.39226916,0.89334728,0.09164079,1.32694446
-5.81390695,3.91514600,0.12234326,0.20741055,1.06329700,0.74842821,0.41714663,0.93715885,0.09494994,1.39736840
-5.80790395,4.12542455,0.12916786,0.21915640,1.12169845,0.79559599,0.44203176,0.97979412,0.09815484,1.46707008
-5.80190095,4.33075432,0.13587116,0.23048847,1.17890628,0.84220065,0.46649915,1.02076234,0.10123075,1.53501081
-5.79589795,4.52789149,0.14236184,0.24117309,1.23383812,0.88745639,0.49013463,1.05960513,0.10415990,1.60019551
-5.78989495,4.71377041,0.14854910,0.25098634,1.28544284,0.93061660,0.51254560,1.09590232,0.10693130,1.66169169
-5.78389195,4.88557609,0.15434400,0.25972098,1.33272704,0.97099462,0.53337142,1.12927706,0.10954035,1.71864767
-5.77788894,5.04081241,0.15966100,0.26719321,1.37478098,1.00798351,0.55229331,1.15940008,0.11198812,1.77030952
-5.77188594,5.17736316,0.16441960,0.27324857,1.41080281,1.04107370,0.56904339,1.18599310,0.11428054,1.81603602
-5.76588294,5.29354346,0.16854609,0.27776707,1.44012031,1.06986782,0.58341235,1.20883153,0.11642727,1.85531121
-5.75987994,5.38813907,0.17197541,0.28066709,1.46220901,1.09409171,0.59525538,1.22774628,0.11844061,1.88775395
-5.75387694,5.46043170,0.17465286,0.28190790,1.47670608,1.11360103,0.60449599,1.24262488,0.12033427,1.91312407
-5.74787394,5.51020889,0.17653586,0.28149079,1.48341932,1.12838304,0.61112748,1.25341174,0.12212215,1.93132481
-5.74187094,5.53775777,0.17759543,0.27945860,1.48233073,1.13855340,0.61521189,1.26010766,0.12381719,1.94240126
-5.73586793,5.54384266,0.17781748,0.27589387,1.47359454,1.14434784,0.61687654,1.26276847,0.12543030,1.94653491
-5.72986493,5.52966715,0.17720374,0.27091541,1.45752982,1.14610930,0.61630810,1.26150284,0.12696937,1.94403430
-5.72386193,5.49682220,0.17577224,0.26467377,1.43460772,1.14427094,0.61374453,1.25646920,0.12843859,1.93532202
-5.71785893,5.44722231,0.17355747,0.25734562,1.40543422,1.13933580,0.60946522,1.24787178,0.12983778,1.92091867
-5.71185593,5.38303241,0.17060987,0.24912735,1.37072869,1.13185426,0.60377976,1.23595576,0.13116207,1.90142410
-5.70585293,5.30658852,0.16699495,0.24022817,1.33129959,1.12240016,0.59701582,1.22100155,0.13240172,1.87749684
-5.69984992,5.22031554,0.16279182,0.23086307,1.28801794,1.11154695,0.58950672,1.20331835,0.13354222,1.84983236
-5.69384692,5.12664546,0.15809123,0.22124586,1.24178986,1.09984473,0.58157918,1.18323706,0.13456457,1.81914097
-5.68784392,5.02793934,0.15299324,0.21158263,1.19352917,1.08779952,0.57354179,1.16110259,0.13544582,1.78612628
-5.68184092,4.92641588,0.14760449,0.20206577,1.14413103,1.07585530,0.56567472,1.13726600,0.13615973,1.75146483
-5.67583792,4.82408921,0.14203516,0.19286893,1.09444763,1.06437988,0.55822091,1.11207639,0.13667767,1.71578773
-5.66983492,4.72271782,0.13639586,0.18414285,1.04526662,1.05365473,0.55137916,1.08587300,0.13696966,1.67966484
-5.66383192,4.62376598,0.13079437,0.17601229,0.99729296,1.04386927,0.54529922,1.05897769,0.13700547,1.64359188
-5.65782891,4.52837825,0.12533250,0.16857409,0.95113464,1.03511943,0.54007903,1.03168795,0.13675587,1.60798090
-5.65182591,4.43736727,0.12010316,0.16189624,0.90729236,1.02741029,0.53576396,1.00427078,0.13619378,1.57315415
-5.64582291,4.35121414,0.11518762,0.15601802,0.86615346,1.02066242,0.53234805,0.97695764,0.13529552,1.53934131
-5.63981991,4.27008040,0.11065332,0.15095104,0.82798980,1.01472122,0.52977695,0.94994049,0.13404194,1.50668014
-5.63381691,4.19383014,0.10655201,0.14668105,0.79295938,1.00936871,0.52795242,0.92336918,0.13241939,1.47522002
-5.62781391,4.12206059,0.10291856,0.14317044,0.76111144,1.00433690,0.52673791,0.89735021,0.13042061,1.44492820
-5.62181091,4.05413922,0.09977033,0.14036120,0.73239442,0.99932208,0.52596517,0.87194689,0.12804531,1.41569831
-5.61580790,3.98924554,0.09710707,0.13817828,0.70666634,0.99399930,0.52544137,0.84718082,0.12530063,1.38736064
-5.60980490,3.92641573,0.09491158,0.13653311,0.68370716,0.98803643,0.52495650,0.82303474,0.12220126,1.35969378
-5.60380190,3.86458847,0.09315083,0.13532728,0.66323239,0.98110728,0.52429097,0.79945651,0.11876931,1.33243713
-5.59779890,3.80265039,0.09177770,0.13445615,0.64490757,0.97290341,0.52322284,0.77636412,0.11503397,1.30530380
-5.59179590,3.73947995,0.09073309,0.13381233,0.62836314,0.96314432,0.52153493,0.75365162,0.11103081,1.27799362
-5.58579290,3.67398867,0.08994850,0.13328903,0.61320912,0.95158589,0.51902128,0.73119555,0.10680097,1.25020586
-5.57978989,3.60515881,0.08934884,0.13278309,0.59904932,0.93802699,0.51549306,0.70886195,0.10239008,1.22165124
-5.57378689,3.53207692,0.08885536,0.13219774,0.58549474,0.92231435,0.51078383,0.68651340,0.09784708,1.19206311
-5.56778389,3.45396262,0.08838867,0.13144496,0.57217567,0.90434563,0.50475401,0.66401602,0.09322288,1.16120746
-5.56178089,3.37019232,0.08787169,0.13044754,0.55875251,0.88407100,0.49729447,0.64124618,0.08856901,1.12889153
-5.55577789,3.28031742,0.08723234,0.12914062,0.54492485,0.86149321,0.48832935,0.61809659,0.08393631,1.09497088
-5.54977489,3.18407688,0.08640604,0.12747288,0.53043881,0.83666637,0.47781790,0.59448162,0.07937358,1.05935479
-5.54377189,3.08140390,0.08533773,0.12540729,0.51509241,0.80969356,0.46575538,0.57034163,0.07492639,1.02200975
-5.53776888,2.97242673,0.08398350,0.12292134,0.49873904,0.78072340,0.45217301,0.54564624,0.07063600,0.98296107
-5.53176588,2.85746357,0.08231170,0.12000698,0.48128892,0.74994564,0.43713694,0.52039621,0.06653846,0.94229253
-5.52576288,2.73701187,0.08030355,0.11666997,0.46270860,0.71758605,0.42074627,0.49462421,0.06266389,0.90014404
-5.51975988,2.61173229,0.07795320,0.11292898,0.44301870,0.68390047,0.40313012,0.46839411,0.05903595,0.85670757
-5.51375688,2.48242787,0.07526731,0.10881430,0.42228998,0.64916843,0.38444400,0.44179914,0.05567155,0.81222122
-5.50775388,2.35001918,0.07226415,0.10436622,0.40063792,0.61368628,0.36486527,0.41495880,0.05258075,0.76696193
-5.50175088,2.21551631,0.06897234,0.09963327,0.37821620,0.57776006,0.34458822,0.38801490,0.04976686,0.72123698
-5.49574787,2.07998872,0.06542923,0.09467025,0.35520929,0.54169836,0.32381857,0.36112670,0.04722677,0.67537455
