energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-3.55677839,0.98946549,0.17480415,0.32988214,0.00054230,0.05360513,0.12681566,0.43634515,0.00546065,0.18060444
-3.55077539,0.97871125,0.18667897,0.33798913,0.00058540,0.04989554,0.12296646,0.41953808,0.00528280,0.17520130
-3.54477239,0.97308353,0.19951543,0.34756118,0.00063329,0.04631730,0.11955009,0.40573880,0.00512572,0.16996610
-3.53876938,0.97289460,0.21327560,0.35863112,0.00068611,0.04289954,0.11663705,0.39519279,0.00499129,0.16492934
-3.53276638,0.97836603,0.22791312,0.37120590,0.00074391,0.03966517,0.11428378,0.38809947,0.00488060,0.16010905
-3.52676338,0.98962933,0.24337572,0.38526872,0.00080669,0.03663090,0.11253264,0.38460892,0.00479406,0.15551218
-3.52076038,1.00672974,0.25960822,0.40078211,0.00087437,0.03380740,0.11141247,0.38482012,0.00473135,0.15113656
-3.51475738,1.02963259,0.27655592,0.41769158,0.00094679,0.03119980,0.11093955,0.38878048,0.00469156,0.14697311
-3.50875438,1.05823161,0.29416816,0.43592970,0.00102372,0.02880826,0.11111915,0.39648643,0.00467322,0.14300834
-3.50275138,1.09235859,0.31240194,0.45542030,0.00110483,0.02662869,0.11194722,0.40788503,0.00467443,0.13922675
-3.49674837,1.13179367,0.33122545,0.47608261,0.00118974,0.02465354,0.11341232,0.42287629,0.00469297,0.13561323
-3.49074537,1.17627581,0.35062127,0.49783504,0.00127798,0.02287266,0.11549767,0.44131609,0.00472636,0.13215502
-3.48474237,1.22551291,0.37058930,0.52059866,0.00136900,0.02127405,0.11818308,0.46301960,0.00477206,0.12884347
-3.47873937,1.27919126,0.39114906,0.54429998,0.00146219,0.01984463,0.12144688,0.48776502,0.00482750,0.12567522
-3.47273637,1.33698419,0.41234148,0.56887326,0.00155685,0.01857095,0.12526756,0.51529763,0.00489018,0.12265295
-3.46673337,1.39855961,0.43423006,0.59426224,0.00165223,0.01743971,0.12962529,0.54533413,0.00495778,0.11978566
-3.46073037,1.46358675,0.45690131,0.62042128,0.00174750,0.01643827,0.13450314,0.57756727,0.00502820,0.11708850
-3.45472736,1.53174195,0.48046448,0.64731609,0.00184179,0.01555499,0.13988796,0.61167066,0.00509961,0.11458212
-3.44872436,1.60271359,0.50505053,0.67492411,0.00193417,0.01477948,0.14577111,0.64730395,0.00517045,0.11229178
-3.44272136,1.67620640,0.53081034,0.70323450,0.00202369,0.01410274,0.15214876,0.68411817,0.00523950,0.11024617
-3.43671836,1.75194506,0.55791213,0.73224796,0.00210937,0.01351722,0.15902197,0.72176130,0.00530583,0.10847606
-3.43071536,1.82967704,0.58653794,0.76197625,0.00219022,0.01301678,0.16639644,0.75988388,0.00536881,0.10701288
-3.42471236,1.90917456,0.61687926,0.79244139,0.00226527,0.01259663,0.17428202,0.79814458,0.00542808,0.10588724
-3.41870935,1.99023550,0.64913165,0.82367457,0.00233358,0.01225317,0.18269177,0.83621553,0.00548352,0.10512758
-3.41270635,2.07268292,0.68348828,0.85571448,0.00239427,0.01198386,0.19164086,0.87378723,0.00553526,0.10475883
-3.40670335,2.15636281,0.72013250,0.88860501,0.00244653,0.01178700,0.20114507,0.91057274,0.00558358,0.10480122
-3.40070035,2.24113989,0.75922921,0.92239222,0.00248965,0.01166152,0.21121891,0.94631110,0.00562891,0.10526926
-3.39469735,2.32689108,0.80091538,0.95712030,0.00252303,0.01160680,0.22187358,0.98076963,0.00567180,0.10617081
-3.38869435,2.41349659,0.84528963,0.99282658,0.00254620,0.01162241,0.23311451,1.01374512,0.00571288,0.10750638
-3.38269135,2.50082874,0.89240124,1.02953553,0.00255886,0.01170795,0.24493877,1.04506381,0.00575279,0.10926850
-3.37668834,2.58873867,0.94223890,1.06725186,0.00256084,0.01186280,0.25733232,1.07458015,0.00579221,0.11144130
-3.37068534,2.67704153,0.99471968,1.10595286,0.00255213,0.01208595,0.27026725,1.10217460,0.00583176,0.11400025
-3.36468234,2.76550091,1.04967876,1.14558041,0.00253289,0.01237580,0.28369910,1.12775052,0.00587200,0.11691201
-3.35867934,2.85381351,1.10686044,1.18603296,0.00250343,0.01273000,0.29756447,1.15123056,0.00591337,0.12013460
-3.35267634,2.94159509,1.16591136,1.22715808,0.00246421,0.01314530,0.31177913,1.17255287,0.00595619,0.12361760
-3.34667334,3.02836902,1.22637629,1.26874610,0.00241580,0.01361742,0.32623666,1.19166745,0.00600060,0.12730277
-3.34067034,3.11355869,1.28769734,1.31052545,0.00235892,0.01414098,0.34080791,1.20853309,0.00604655,0.13112481
-3.33466733,3.19648475,1.34921713,1.35216029,0.00229435,0.01470944,0.35534146,1.22311523,0.00609374,0.13501242
-3.32866433,3.27636826,1.41018612,1.39325085,0.00222296,0.01531510,0.36966504,1.23538491,0.00614167,0.13888972
-3.32266133,3.35234030,1.46977457,1.43333693,0.00214567,0.01594914,0.38358812,1.24531909,0.00618957,0.14267784
-3.31665833,3.42345822,1.52708889,1.47190474,0.00206342,0.01660172,0.39690554,1.25290237,0.00623643,0.14629684
-3.31065533,3.48872846,1.58119216,1.50839702,0.00197719,0.01726212,0.40940228,1.25812999,0.00628101,0.14966784
-3.30465233,3.54713511,1.63112839,1.54222644,0.00188791,0.01791894,0.42085909,1.26101185,0.00632190,0.15271533
-3.29864932,3.59767330,1.67594952,1.57279162,0.00179653,0.01856036,0.43105886,1.26157741,0.00635748,0.15536948
-3.29264632,3.63938573,1.71474427,1.59949538,0.00170393,0.01917440,0.43979345,1.25988084,0.00638604,0.15756855
-3.28664332,3.67140069,1.74666770,1.62176431,0.00161097,0.01974924,0.44687073,1.25600605,0.00640580,0.15926109
-3.28064032,3.69296947,1.77096997,1.63906883,0.00151844,0.02027356,0.45212145,1.25007101,0.00641501,0.16040802
-3.27463732,3.70350114,1.78702319,1.65094273,0.00142709,0.02073686,0.45540558,1.24223096,0.00641196,0.16098428
-3.26863432,3.70259265,1.79434494,1.65700122,0.00133760,0.02112978,0.45661795,1.23267993,0.00639508,0.16098012
-3.26263132,3.69005243,1.79261730,1.65695658,0.00125060,0.02144442,0.45569265,1.22165034,0.00636304,0.16040195
-3.25662831,3.66591613,1.78170044,1.65063059,0.00116665,0.02167455,0.45260619,1.20941037,0.00631472,0.15927250
-3.25062531,3.63045322,1.76163999,1.63796304,0.00108628,0.02181589,0.44737907,1.19625901,0.00624934,0.15763051
-3.24462231,3.58416421,1.73266797,1.61901600,0.00100995,0.02186619,0.44007575,1.18251895,0.00616646,0.15552977
-3.23861931,3.52776825,1.69519687,1.59397353,0.00093806,0.02182539,0.43080300,1.16852743,0.00606600,0.15303768
-3.23261631,3.46218178,1.64980751,1.56313695,0.00087098,0.02169555,0.41970663,1.15462555,0.00594826,0.15023315
-3.22661331,3.38848922,1.59723100,1.52691586,0.00080903,0.02148088,0.40696690,1.14114637,0.00581392,0.14720426
-3.22061031,3.30790731,1.53832574,1.48581555,0.00075249,0.02118758,0.39279263,1.12840264,0.00566398,0.14404547
-3.21460730,3.22174471,1.47405059,1.44042128,0.00070161,0.02082364,0.37741451,1.11667455,0.00549978,0.14085466
-3.20860430,3.13135921,1.40543539,1.39138043,0.00065657,0.02039869,0.36107777,1.10619839,0.00532291,0.13773012
-3.20260130,3.03811438,1.33355020,1.33938329,0.00061755,0.01992363,0.34403461,1.09715665,0.00513521,0.13476751
-3.19659830,2.94333800,1.25947460,1.28514342,0.00058469,0.01941042,0.32653676,1.08967014,0.00493865,0.13205704
-3.19059530,2.84828412,1.18426828,1.22937850,0.00055808,0.01887168,0.30882839,1.08379268,0.00473532,0.12968092
-3.18459230,2.75410038,1.10894408,1.17279249,0.00053781,0.01832045,0.29113981,1.07950867,0.00452738,0.12771109
-3.17858929,2.66180202,1.03444450,1.11605976,0.00052394,0.01776978,0.27368200,1.07673368,0.00431695,0.12620745
-3.17258629,2.57225342,0.96162218,1.05981183,0.00051649,0.01723253,0.25664234,1.07531823,0.00410614,0.12521646
-3.16658329,2.48615759,0.89122515,1.00462692,0.00051547,0.01672099,0.24018151,1.07505447,0.00389697,0.12477033
-3.16058029,2.40405381,0.82388680,0.95102280,0.00052089,0.01624672,0.22443160,1.07568562,0.00369133,0.12488654
-3.15457729,2.32632273,0.76012059,0.89945271,0.00053270,0.01582032,0.20949549,1.07691763,0.00349101,0.12556791
-3.14857429,2.25319840,0.70031946,0.85030446,0.00055087,0.01545124,0.19544740,1.07843255,0.00329767,0.12680300
-3.14257129,2.18478605,0.64475914,0.80390224,0.00057533,0.01514771,0.18233438,1.07990298,0.00311281,0.12856691
-3.13656828,2.12108423,0.59360521,0.76051095,0.00060597,0.01491666,0.17017868,1.08100693,0.00293786,0.13082232
-3.13056528,2.06201000,0.54692284,0.72034247,0.00064266,0.01476369,0.15898077,1.08144234,0.00277410,0.13352077
-3.12456228,2.00742548,0.50468871,0.68356337,0.00068523,0.01469313,0.14872279,1.08094065,0.00262278,0.13660413
-3.11855928,1.95716448,0.46680441,0.65030357,0.00073346,0.01470806,0.13937230,1.07927874,0.00248506,0.14000613
-3.11255628,1.91105759,0.43311035,0.62066521,0.00078706,0.01481049,0.13088596,1.07628874,0.00236211,0.14365402
-3.10655328,1.86895473,0.40339986,0.59473150,0.00084566,0.01500143,0.12321322,1.07186537,0.00225507,0.14747022
-3.10055028,1.83074403,0.37743260,0.57257469,0.00090884,0.01528113,0.11629969,1.06597046,0.00216513,0.15137402
-3.09454727,1.79636630,0.35494716,0.55426302,0.00097606,0.01564922,0.11009007,1.05863444,0.00209349,0.15528318
-3.08854427,1.76582466,0.33567211,0.53986612,0.00104669,0.01610490,0.10453070,1.04995511,0.00204143,0.15911568
-3.08254127,1.73918898,0.31933561,0.52945860,0.00112001,0.01664718,0.09957153,1.04009343,0.00201026,0.16279124
-3.07653827,1.71659529,0.30567321,0.52312168,0.00119521,0.01727499,0.09516758,1.02926700,0.00200131,0.16623293
-3.07053527,1.69824025,0.29443389,0.52094271,0.00127136,0.01798740,0.09127986,1.01774133,0.00201598,0.16936870
-3.06453227,1.68437132,0.28538434,0.52301263,0.00134748,0.01878365,0.08787577,1.00581949,0.00205562,0.17213278
-3.05852926,1.67527306,0.27831166,0.52942139,0.00142250,0.01966329,0.08492907,0.99383061,0.00212158,0.17446705
-3.05252626,1.67125050,0.27302445,0.54025162,0.00149533,0.02062610,0.08241944,0.98211776,0.00221509,0.17632220
-3.04652326,1.67261029,0.26935280,0.55557080,0.00156484,0.02167211,0.08033176,0.97102576,0.00233729,0.17765884
-3.04052026,1.67964073,0.26714701,0.57542228,0.00162993,0.02280140,0.07865508,0.96088942,0.00248909,0.17844826
-3.03451726,1.69259146,0.26627562,0.59981572,0.00168952,0.02401395,0.07738152,0.95202259,0.00267121,0.17867306
-3.02851426,1.71165395,0.26662278,0.62871735,0.00174265,0.02530937,0.07650502,0.94470856,0.00288404,0.17832743
-3.02251126,1.73694360,0.26808524,0.66204069,0.00178844,0.02668662,0.07602012,0.93919198,0.00312766,0.17741720
-3.01650825,1.76848445,0.27056924,0.69963840,0.00182615,0.02814366,0.07592073,0.93567269,0.00340177,0.17595951
-3.01050525,1.80619713,0.27398736,0.74129564,0.00185525,0.02967715,0.07619914,0.93430145,0.00370564,0.17398221
-3.00450225,1.84989096,0.27825572,0.78672572,0.00187538,0.03128210,0.07684508,0.93517776,0.00403813,0.17152293
-2.99849925,1.89926038,0.28329143,0.83556834,0.00188639,0.03295163,0.07784502,0.93834978,0.00439767,0.16862790
-2.99249625,1.95388640,0.28901063,0.88739088,0.00188840,0.03467674,0.07918170,0.94381609,0.00478227,0.16535056
-2.98649325,2.01324288,0.29532706,0.94169296,0.00188170,0.03644621,0.08083394,0.95152932,0.00518955,0.16175001
-2.98049025,2.07670775,0.30215126,0.99791432,0.00186686,0.03824661,0.08277665,0.96140128,0.00561679,0.15788932
-2.97448724,2.14357867,0.30939042,1.05544592,0.00184463,0.04006240,0.08498106,0.97330937,0.00606101,0.15383391
-2.96848424,2.21309273,0.31694881,1.11364400,0.00181595,0.04187620,0.08741528,0.98710388,0.00651900,0.14964986
-2.96248124,2.28444923,0.32472881,1.17184665,0.00178194,0.04366921,0.09004491,1.00261581,0.00698748,0.14540247
-2.95647824,2.35683464,0.33263232,1.22939222,0.00174380,0.04542171,0.09283388,1.01966493,0.00746309,0.14115487
-2.95047524,2.42944863,0.34056254,1.28563881,0.00170286,0.04711370,0.09574538,1.03806748,0.00794258,0.13696690
-2.94447224,2.50153000,0.34842596,1.33998413,0.00166045,0.04872561,0.09874284,1.05764334,0.00842285,0.13289426
-2.93846923,2.57238120,0.35613440,1.39188460,0.00161792,0.05023903,0.10179089,1.07822218,0.00890105,0.12898781
-2.93246623,2.64139039,0.36360694,1.44087311,0.00157655,0.05163751,0.10485626,1.09964848,0.00937462,0.12529327
-2.92646323,2.70804992,0.37077168,1.48657430,0.00153754,0.05290729,0.10790866,1.12178505,0.00984141,0.12185097
-2.92046023,2.77197051,0.37756718,1.52871692,0.00150193,0.05403792,0.11092142,1.14451503,0.01029964,0.11869595
-2.91445723,2.83289039,0.38394351,1.56714256,0.00147063,0.05502283,0.11387200,1.16774237,0.01074800,0.11585812
-2.90845423,2.89067921,0.38986282,1.60181038,0.00144431,0.05585975,0.11674239,1.19139082,0.01118557,0.11336257
-2.90245123,2.94533661,0.39529954,1.63279774,0.00142346,0.05655088,0.11951921,1.21540167,0.01161184,0.11122992
-2.89644822,2.99698578,0.40024009,1.66029663,0.00140832,0.05710297,0.12219370,1.23973039,0.01202669,0.10947672
-2.89044522,3.04586243,0.40468226,1.68460619,0.00139891,0.05752711,0.12476158,1.26434257,0.01243028,0.10811580
-2.88444222,3.09229995,0.40863426,1.70612177,0.00139502,0.05783838,0.12722270,1.28920954,0.01282303,0.10715660
-2.87843922,3.13671165,0.41211358,1.72532081,0.00139623,0.05805533,0.12958062,1.31430384,0.01320553,0.10660539
-2.87243622,3.17957087,0.41514573,1.74274646,0.00140191,0.05819918,0.13184218,1.33959513,0.01357846,0.10646541
-2.86643322,3.22139006,0.41776295,1.75898930,0.00141129,0.05829307,0.13401694,1.36504658,0.01394252,0.10673692
-2.86043022,3.26269953,0.42000294,1.77466803,0.00142345,0.05836102,0.13611670,1.39061211,0.01429834,0.10741714
-2.85442721,3.30402687,0.42190769,1.79040973,0.00143738,0.05842700,0.13815501,1.41623455,0.01464645,0.10850015
-2.84842421,3.34587731,0.42352239,1.80683014,0.00145200,0.05851390,0.14014667,1.44184479,0.01498719,0.10997661
-2.84242121,3.38871579,0.42489452,1.82451469,0.00146624,0.05864252,0.14210737,1.46736179,0.01532065,0.11183357
-2.83641821,3.43295083,0.42607297,1.84400051,0.00147901,0.05883069,0.14405325,1.49269354,0.01564666,0.11405413
-2.83041521,3.47892043,0.42710714,1.86575983,0.00148933,0.05909250,0.14600058,1.51773852,0.01596474,0.11661715
-2.82441221,3.52687995,0.42804617,1.89018515,0.00149628,0.05943759,0.14796539,1.54238770,0.01627409,0.11949701
-2.81840920,3.57699208,0.42893793,1.91757616,0.00149906,0.05987074,0.14996314,1.56652674,0.01657356,0.12266336
-2.81240620,3.62931876,0.42982799,1.94812890,0.00149703,0.06039154,0.15200833,1.59003816,0.01686168,0.12608103
-2.80640320,3.68381503,0.43075842,1.98192704,0.00148971,0.06099435,0.15411408,1.61280348,0.01713661,0.12970995
-2.80040020,3.74032497,0.43176631,2.01893564,0.00147679,0.06166840,0.15629173,1.63470506,0.01739620,0.13350533
-2.79439720,3.79857960,0.43288234,2.05899746,0.00145810,0.06239814,0.15855027,1.65562759,0.01763798,0.13741787
-2.78839420,3.85819714,0.43412903,2.10183205,0.00143370,0.06316375,0.16089591,1.67545937,0.01785921,0.14139426
-2.78239120,3.91868566,0.43551912,2.14703772,0.00140374,0.06394187,0.16333149,1.69409320,0.01805691,0.14537774
-2.77638819,3.97944843,0.43705397,2.19409654,0.00136856,0.06470640,0.16585600,1.71142718,0.01822789,0.14930896
-2.77038519,4.03979218,0.43872219,2.24238258,0.00132860,0.06542951,0.16846414,1.72736527,0.01836884,0.15312690
-2.76438219,4.09893830,0.44049856,2.29117323,0.00128440,0.06608261,0.17114593,1.74181788,0.01847639,0.15677004
-2.75837919,4.15603718,0.44234347,2.33966381,0.00123659,0.06663748,0.17388650,1.75470232,0.01854717,0.16017754
-2.75237619,4.21018535,0.44420286,2.38698502,0.00118582,0.06706726,0.17666601,1.76594340,0.01857793,0.16329060
-2.74637319,4.26044536,0.44600889,2.43222323,0.00113279,0.06734751,0.17945981,1.77547384,0.01856561,0.16605377
-2.74037019,4.30586780,0.44768124,2.47444301,0.00107820,0.06745709,0.18223874,1.78323466,0.01850745,0.16841628
-2.73436718,4.34551495,0.44912924,2.51271148,0.00102272,0.06737895,0.18496973,1.78917536,0.01840109,0.17033324
-2.72836418,4.37848527,0.45025459,2.54612374,0.00096700,0.06710074,0.18761659,1.79325379,0.01824466,0.17176674
-2.72236118,4.40393795,0.45095475,2.57382878,0.00091165,0.06661522,0.19014098,1.79543564,0.01803688,0.17268673
-2.71635818,4.42111666,0.45112690,2.59505487,0.00085722,0.06592050,0.19250364,1.79569353,0.01777711,0.17307165
-2.71035518,4.42937173,0.45067216,2.60913376,0.00080419,0.06502001,0.19466565,1.79400559,0.01746543,0.17290884
-2.70435218,4.42817984,0.44950007,2.61552281,0.00075301,0.06392234,0.19658989,1.79035381,0.01710266,0.17219459
-2.69834917,4.41716082,0.44753307,2.61382422,0.00070404,0.06264077,0.19824242,1.78472200,0.01669041,0.17093398
-2.69234617,4.39609085,0.44471071,2.60380069,0.00065763,0.06119275,0.19959395,1.77709388,0.01623104,0.16914041
-2.68634317,4.36491182,0.44099351,2.58538691,0.00061404,0.05959913,0.20062108,1.76745137,0.01572764,0.16683490
-2.68034017,4.32373677,0.43636622,2.55869651,0.00057354,0.05788335,0.20130753,1.75577339,0.01518401,0.16404525
-2.67433717,4.27285133,0.43084033,2.52402400,0.00053634,0.05607055,0.20164499,1.74203555,0.01460455,0.16080496
-2.66833417,4.21271127,0.42445565,2.48184175,0.00050267,0.05418661,0.20163388,1.72621100,0.01399420,0.15715224
-2.66233117,4.14393667,0.41728099,2.43279205,0.00047273,0.05225730,0.20128367,1.70827247,0.01335835,0.15312883
-2.65632816,4.06730268,0.40941380,2.37767438,0.00044674,0.05030744,0.20061295,1.68819578,0.01270267,0.14877908
-2.65032516,3.98372755,0.40097874,2.31742838,0.00042494,0.04836011,0.19964912,1.66596479,0.01203309,0.14414894
-2.64432216,3.89425819,0.39212535,2.25311299,0.00040761,0.04643610,0.19842781,1.64157745,0.01135559,0.13928522
-2.63831916,3.80005356,0.38302477,2.18588253,0.00039504,0.04455345,0.19699187,1.61505283,0.01067613,0.13423502
-2.63231616,3.70236630,0.37386570,2.11696027,0.00038761,0.04272709,0.19539020,1.58643866,0.01000052,0.12904530
-2.62631316,3.60252290,0.36484977,2.04761056,0.00038572,0.04096877,0.19367631,1.55581879,0.00933434,0.12376266
-2.62031016,3.50190257,0.35618641,1.97911014,0.00038985,0.03928708,0.19190661,1.52332008,0.00868282,0.11843328
-2.61430715,3.40191509,0.34808754,1.91271966,0.00040054,0.03768758,0.19013875,1.48911797,0.00805074,0.11310301
-2.60830415,3.30397790,0.34076215,1.84965616,0.00041842,0.03617317,0.18842975,1.45344035,0.00744241,0.10781754
-2.60230115,3.20949266,0.33441104,1.79106727,0.00044420,0.03474445,0.18683427,1.41656900,0.00686156,0.10262258
-2.59629815,3.11982150,0.32922191,1.73800795,0.00047865,0.03340022,0.18540291,1.37883846,0.00631135,0.09756412
-2.59029515,3.03626340,0.32536487,1.69142015,0.00052265,0.03213804,0.18418067,1.34063182,0.00579430,0.09268858
-2.58429215,2.96003107,0.32298863,1.65211611,0.00057715,0.03095473,0.18320560,1.30237368,0.00531229,0.08804281
-2.57828914,2.89222861,0.32221735,1.62076547,0.00064319,0.02984696,0.18250772,1.26452027,0.00486660,0.08367410
-2.57228614,2.83383080,0.32314830,1.59788633,0.00072186,0.02881170,0.18210817,1.22754697,0.00445786,0.07962989
-2.56628314,2.78566410,0.32585031,1.58384052,0.00081431,0.02784669,0.18201869,1.19193407,0.00408613,0.07595735
-2.56028014,2.74839029,0.33036300,1.57883275,0.00092175,0.02695078,0.18224135,1.15815100,0.00375093,0.07270282
-2.55427714,2.72249295,0.33669681,1.58291346,0.00104535,0.02612423,0.18276861,1.12664015,0.00345127,0.06991097
-2.54827414,2.70826742,0.34483369,1.59598509,0.00118630,0.02536882,0.18358361,1.09780083,0.00318575,0.06762392
-2.54227114,2.70581447,0.35472839,1.61781121,0.00134569,0.02468794,0.18466070,1.07197433,0.00295255,0.06588013
-2.53626813,2.71503806,0.36631020,1.64802796,0.00152450,0.02408656,0.18596627,1.04943080,0.00274959,0.06471325
-2.53026513,2.73564718,0.37948516,1.68615733,0.00172353,0.02357106,0.18745963,1.03035857,0.00257452,0.06415091
-2.52426213,2.76716194,0.39413841,1.73162160,0.00194336,0.02314902,0.18909418,1.01485656,0.00242485,0.06421349
-2.51825913,2.80892360,0.41013679,1.78375832,0.00218426,0.02282891,0.19081857,1.00293015,0.00229798,0.06491301
-2.51225613,2.86010846,0.42733142,1.84183543,0.00244611,0.02261973,0.19257802,0.99449064,0.00219130,0.06625201
-2.50625313,2.91974507,0.44556031,1.90506597,0.00272840,0.02253057,0.19431570,0.98935846,0.00210219,0.06822273
-2.50025013,2.98673450,0.46465080,1.97262198,0.00303010,0.02257023,0.19597402,0.98726992,0.00202817,0.07080645
-2.49424712,3.05987298,0.48442199,2.04364751,0.00334965,0.02274668,0.19749609,0.98788723,0.00196686,0.07397309
-2.48824412,3.13787644,0.50468690,2.11727030,0.00368491,0.02306671,0.19882695,0.99081137,0.00191605,0.07768113
-2.48224112,3.21940649,0.52525457,2.19261250,0.00403315,0.02353543,0.19991492,0.99559715,0.00187376,0.08187792
-2.47623812,3.30309703,0.54593207,2.26880010,0.00439107,0.02415596,0.20071272,1.00177002,0.00183823,0.08650029
-2.47023512,3.38758131,0.56652633,2.34497159,0.00475478,0.02492907,0.20117858,1.00884373,0.00180792,0.09147561
-2.46423212,3.47151865,0.58684606,2.42028590,0.00511989,0.02585292,0.20127720,1.01633840,0.00178158,0.09672312
-2.45822911,3.55362058,0.60670360,2.49392991,0.00548162,0.02692291,0.20098055,1.02379804,0.00175820,0.10215573
-2.45222611,3.63267593,0.62591690,2.56512595,0.00583482,0.02813161,0.20026850,1.03080717,0.00173699,0.10768198
-2.44622311,3.70757451,0.64431155,2.63313939,0.00617420,0.02946871,0.19912928,1.03700571,0.00171746,0.11320838
-2.44022011,3.77732899,0.66172301,2.69728665,0.00649438,0.03092121,0.19755976,1.04210194,0.00169930,0.11864181
-2.43421711,3.84109461,0.67799889,2.75694365,0.00679016,0.03247353,0.19556550,1.04588277,0.00168244,0.12389204
-2.42821411,3.89818648,0.69300143,2.81155475,0.00705661,0.03410790,0.19316059,1.04822134,0.00166700,0.12887430
-2.42221111,3.94809389,0.70661002,2.86064206,0.00728928,0.03580467,0.19036730,1.04908157,0.00165330,0.13351157
-2.41620810,3.99049132,0.71872370,2.90381492,0.00748435,0.03754279,0.18721555,1.04851947,0.00164180,0.13773683
-2.41020510,4.02524573,0.72926369,2.94077897,0.00763881,0.03930030,0.18374214,1.04668133,0.00163314,0.14149492
-2.40420210,4.05241959,0.73817560,2.97134463,0.00775054,0.04105486,0.17998988,1.04379878,0.00162808,0.14474392
-2.39819910,4.07226931,0.74543143,2.99543416,0.00781844,0.04278433,0.17600656,1.04018070,0.00162749,0.14745626
-2.39219610,4.08523876,0.75103105,3.01308693,0.00784248,0.04446729,0.17184379,1.03620246,0.00163238,0.14961912
-2.38619310,4.09194739,0.75500319,3.02446206,0.00782372,0.04608358,0.16755578,1.03229247,0.00164382,0.15123441
-2.38019010,4.09317307,0.75740559,3.02983813,0.00776426,0.04761471,0.16319813,1.02891664,0.00166298,0.15231819
-2.37418709,4.08982953,0.75832446,3.02960932,0.00766721,0.04904434,0.15882654,1.02656101,0.00169108,0.15289957
-2.36818409,4.08293873,0.75787293,3.02427779,0.00753656,0.05035851,0.15449563,1.02571314,0.00172942,0.15301922
-2.36218109,4.07359869,0.75618859,3.01444214,0.00737702,0.05154587,0.15025777,1.02684280,0.00177932,0.15272743
-2.35617809,4.06294747,0.75343008,3.00078206,0.00719391,0.05259783,0.14616203,1.03038259,0.00184215,0.15208195
-2.35017509,4.05212454,0.74977274,2.98403939,0.00699289,0.05350849,0.14225331,1.03670915,0.00191928,0.15114565
-2.34417209,4.04223064,0.74540350,2.96499630,0.00677980,0.05427461,0.13857153,1.04612568,0.00201210,0.14998414
-2.33816908,4.03428776,0.74051501,2.94445120,0.00656042,0.05489541,0.13515108,1.05884656,0.00212198,0.14866339
-2.33216608,4.02920077,0.73529946,2.92319340,0.00634030,0.05537229,0.13202037,1.07498456,0.00225027,0.14724761
-2.32616308,4.02772264,0.72994204,2.90197751,0.00612455,0.05570859,0.12920166,1.09454152,0.00239830,0.14579729
-2.32016008,4.03042462,0.72461457,2.88149883,0.00591767,0.05590922,0.12671097,1.11740287,0.00256735,0.14436759
-2.31415708,4.03767322,0.71946947,2.86237084,0.00572343,0.05598031,0.12455827,1.14333652,0.00275863,0.14300722
-2.30815408,4.04961514,0.71463437,2.84510587,0.00554479,0.05592895,0.12274778,1.17199623,0.00297330,0.14175753
-2.30215108,4.06617126,0.71020773,2.83010002,0.00538378,0.05576285,0.12127844,1.20292976,0.00321242,0.14065221
-2.29614807,4.08704021,0.70625559,2.81762305,0.00524156,0.05549010,0.12014454,1.23559139,0.00347696,0.13971729
-2.29014507,4.11171172,0.70280982,2.80781384,0.00511836,0.05511901,0.11933639,1.26935872,0.00376775,0.13897147
-2.28414207,4.13948934,0.69986782,2.80068161,0.00501361,0.05465798,0.11884113,1.30355296,0.00408548,0.13842682
-2.27813907,4.16952166,0.69739388,2.79611297,0.00492599,0.05411539,0.11864358,1.33746206,0.00443067,0.13808967
-2.27213607,4.20084068,0.69532211,2.79388431,0.00485355,0.05349965,0.11872707,1.37036574,0.00480362,0.13796163
-2.26613307,4.23240556,0.69356075,2.79367886,0.00479385,0.05281917,0.11907425,1.40156129,0.00520440,0.13804066
-2.26013007,4.26314955,0.69199777,2.79510759,0.00474411,0.05208241,0.11966793,1.43038915,0.00563276,0.13832220
-2.25412706,4.29202800,0.69050746,2.79773261,0.00470139,0.05129797,0.12049174,1.45625696,0.00608812,0.13880009
-2.24812406,4.31806474,0.68895746,2.80109195,0.00466271,0.05047465,0.12153072,1.47866110,0.00656953,0.13946746
-2.24212106,4.34039469,0.68721619,2.80472407,0.00462522,0.04962142,0.12277181,1.49720475,0.00707556,0.14031734
-2.23611806,4.35830048,0.68515994,2.80819100,0.00458631,0.04874751,0.12420416,1.51161157,0.00760433,0.14134304
-2.23011506,4.37124109,0.68267936,2.81109858,0.00454376,0.04786229,0.12581924,1.52173447,0.00815342,0.14253841
-2.22411206,4.37887135,0.67968498,2.81311289,0.00449581,0.04697528,0.12761090,1.52755916,0.00871985,0.14389773
-2.21810905,4.38105108,0.67611142,2.81397182,0.00444121,0.04609593,0.12957509,1.52920223,0.00930008,0.14541547
-2.21210605,4.37784378,0.67192000,2.81349138,0.00437930,0.04523355,0.13170955,1.52690411,0.00988998,0.14708591
-2.20610305,4.36950496,0.66709967,2.81156637,0.00430996,0.04439710,0.13401330,1.52101724,0.01048490,0.14890256
-2.20010005,4.35646097,0.66166624,2.80816566,0.00423364,0.04359494,0.13648596,1.51199010,0.01107968,0.15085760
-2.19409705,4.33927959,0.65565986,2.80332244,0.00415131,0.04283472,0.13912700,1.50034797,0.01166870,0.15294123
