energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.58579290,1.92894235,0.00503297,0.01672015,0.86310219,0.39456235,0.00443200,1.33512498,0.39836911,0.08005675
-5.57978989,1.89189757,0.00469107,0.01559207,0.85350378,0.38239284,0.00408848,1.31449227,0.39327116,0.07866620
-5.57378689,1.85361025,0.00437220,0.01448045,0.84272115,0.37040349,0.00376805,1.29268293,0.38774140,0.07717390
-5.56778389,1.81404539,0.00407640,0.01339784,0.83069274,0.35860849,0.00347062,1.26962866,0.38173274,0.07558647
-5.56178089,1.77315365,0.00380314,0.01235515,0.81736176,0.34700810,0.00319608,1.24526013,0.37519719,0.07391205
-5.55577789,1.73089255,0.00355141,0.01136156,0.80268616,0.33559332,0.00294427,1.21952261,0.36809082,0.07216092
-5.54977489,1.68724983,0.00331982,0.01042451,0.78664912,0.32435141,0.00271508,1.19239250,0.36037877,0.07034620
-5.54377189,1.64226709,0.00310672,0.00954980,0.76926913,0.31327162,0.00250846,1.16389397,0.35204033,0.06848447
-5.53776888,1.59606217,0.00291027,0.00874173,0.75060923,0.30235088,0.00232443,1.13411434,0.34307350,0.06659632
-5.53176588,1.54884870,0.00272862,0.00800324,0.73078458,0.29159908,0.00216320,1.10321715,0.33349888,0.06470690
-5.52576288,1.50095137,0.00255992,0.00733621,0.70996786,0.28104357,0.00202512,1.07145219,0.32336251,0.06284611
-5.51975988,1.45281607,0.00240246,0.00674159,0.68839215,0.27073276,0.00191081,1.03916151,0.31273755,0.06104876
-5.51375688,1.40501385,0.00225471,0.00621971,0.66635095,0.26073842,0.00182111,1.00678113,0.30172468,0.05935439
-5.50775388,1.35823856,0.00211536,0.00577046,0.64419524,0.25115685,0.00175716,0.97483810,0.29045109,0.05780685
-5.50175088,1.31329805,0.00198336,0.00539347,0.62232769,0.24210861,0.00172037,0.94394303,0.27906817,0.05645367
-5.49574787,1.27109929,0.00185793,0.00508826,0.60119418,0.23373707,0.00171242,0.91477823,0.26774801,0.05534515
-5.48974487,1.23262802,0.00173854,0.00485437,0.58127304,0.22620578,0.00173528,0.88808215,0.25667883,0.05453327
-5.48374187,1.19892395,0.00162493,0.00469140,0.56306240,0.21969485,0.00179114,0.86463057,0.24605956,0.05407040
-5.47773887,1.17105245,0.00151701,0.00459906,0.54706617,0.21439653,0.00188238,0.84521552,0.23609386,0.05400789
-5.47173587,1.15007407,0.00141492,0.00457710,0.53377938,0.21051028,0.00201152,0.83062270,0.22698383,0.05439458
-5.46573287,1.13701322,0.00131888,0.00462534,0.52367326,0.20823744,0.00218115,0.82160841,0.21892371,0.05527527
-5.45972986,1.13282704,0.00122924,0.00474349,0.51718087,0.20777587,0.00239385,0.81887676,0.21209373,0.05668923
-5.45372686,1.13837590,0.00114639,0.00493109,0.51468356,0.20931474,0.00265210,0.82305820,0.20665446,0.05866877
-5.44772386,1.15439644,0.00107072,0.00518739,0.51649899,0.21302954,0.00295816,0.83468988,0.20274186,0.06123802
-5.44172086,1.18147807,0.00100259,0.00551119,0.52287087,0.21907768,0.00331400,0.85419872,0.20046304,0.06441175
-5.43571786,1.22004361,0.00094231,0.00590074,0.53396085,0.22759468,0.00372114,0.88188742,0.19989304,0.06819457
-5.42971486,1.27033464,0.00089012,0.00635359,0.54984276,0.23869101,0.00418058,0.91792399,0.20107256,0.07258030
-5.42371186,1.33240176,0.00084614,0.00686653,0.57049915,0.25244973,0.00469264,0.96233493,0.20400669,0.07755160
-5.41770885,1.40609997,0.00081040,0.00743549,0.59582037,0.26892486,0.00525687,1.01500202,0.20866468,0.08307996
-5.41170585,1.49108904,0.00078282,0.00805550,0.62560594,0.28814055,0.00587196,1.07566288,0.21498060,0.08912594
-5.40570285,1.58683869,0.00076321,0.00872070,0.65956815,0.31009091,0.00653562,1.14391494,0.22285488,0.09563973
-5.39969985,1.69263831,0.00075129,0.00942434,0.69733775,0.33474058,0.00724454,1.21922279,0.23215669,0.10256198
-5.39369685,1.80761070,0.00074668,0.01015891,0.73847142,0.36202587,0.00799429,1.30092843,0.24272684,0.10982488
-5.38769385,1.93072940,0.00074891,0.01091618,0.78246087,0.39185640,0.00877937,1.38826412,0.25438135,0.11735350
-5.38169085,2.06083908,0.00075747,0.01168740,0.82874318,0.42411727,0.00959313,1.48036758,0.26691539,0.12506727
-5.37568784,2.19667839,0.00077177,0.01246345,0.87671228,0.45867153,0.01042786,1.57629888,0.28010756,0.13288168
-5.36968484,2.33690475,0.00079117,0.01323505,0.92573110,0.49536293,0.01127486,1.67505883,0.29372439,0.14071002
-5.36368184,2.48012029,0.00081500,0.01399296,0.97514428,0.53401892,0.01212451,1.77560834,0.30752495,0.14846517
-5.35767884,2.62489864,0.00084258,0.01472824,1.02429110,0.57445369,0.01296646,1.87688834,0.32126556,0.15606146
-5.35167584,2.76981164,0.00087318,0.01543244,1.07251833,0.61647120,0.01378977,1.97783971,0.33470436,0.16341639
-5.34567284,2.91345553,0.00090605,0.01609783,1.11919288,0.65986814,0.01458311,2.07742305,0.34760591,0.17045230
-5.33966983,3.05447590,0.00094046,0.01671756,1.16371374,0.70443662,0.01533504,2.17463746,0.35974550,0.17709788
-5.33366683,3.19159089,0.00097564,0.01728586,1.20552324,0.74996652,0.01603422,2.26853817,0.37091326,0.18328944
-5.32766383,3.32361178,0.00101083,0.01779812,1.24411716,0.79624740,0.01666965,2.35825244,0.38091797,0.18897202
-5.32166083,3.44946062,0.00104526,0.01825097,1.27905346,0.84306981,0.01723102,2.44299326,0.38959049,0.19410016
-5.31565783,3.56818418,0.00107818,0.01864231,1.30995955,0.89022590,0.01770889,2.52207042,0.39678669,0.19863841
-5.30965483,3.67896384,0.00110885,0.01897127,1.33653765,0.93750929,0.01809498,2.59489874,0.40238993,0.20256158
-5.30365183,3.78112087,0.00113656,0.01923814,1.35856826,0.98471417,0.01838240,2.66100285,0.40631288,0.20585454
-5.29764882,3.87411716,0.00116063,0.01944423,1.37591148,1.03163353,0.01856581,2.72001865,0.40849877,0.20851189
-5.29164582,3.95755100,0.00118042,0.01959176,1.38850615,1.07805668,0.01864163,2.77169112,0.40892183,0.21053722
-5.28564282,4.03114842,0.00119538,0.01968357,1.39636682,1.12376614,0.01860811,2.81586865,0.40758711,0.21194218
-5.27963982,4.09475017,0.00120503,0.01972303,1.39957867,1.16853409,0.01846541,2.85249414,0.40452950,0.21274527
-5.27363682,4.14829520,0.00120897,0.01971372,1.39829042,1.21211865,0.01821557,2.88159319,0.39981200,0.21297057
-5.26763382,4.19180135,0.00120692,0.01965927,1.39270573,1.25426024,0.01786255,2.90326010,0.39352335,0.21264623
-5.26163082,4.22534444,0.00119873,0.01956319,1.38307321,1.29467846,0.01741201,2.91764224,0.38577503,0.21180309
-5.25562781,4.24903695,0.00118436,0.01942863,1.36967572,1.33306986,0.01687127,2.92492378,0.37669770,0.21047316
-5.24962481,4.26300755,0.00116391,0.01925832,1.35281920,1.36910694,0.01624904,2.92530968,0.36643725,0.20868837
-5.24362181,4.26738299,0.00113765,0.01905445,1.33282178,1.40243879,0.01555524,2.91901090,0.35515067,0.20647935
-5.23761881,4.26227348,0.00110595,0.01881867,1.31000355,1.43269368,0.01480067,2.90623181,0.34300175,0.20387450
-5.23161581,4.24776277,0.00106935,0.01855205,1.28467760,1.45948379,0.01399682,2.88716057,0.33015684,0.20089939
-5.22561281,4.22390384,0.00102850,0.01825520,1.25714259,1.48241219,0.01315550,2.86196321,0.31678092,0.19757637
-5.21960980,4.19072049,0.00098416,0.01792834,1.22767743,1.50108205,0.01228860,2.83078193,0.30303396,0.19392454
-5.21360680,4.14821537,0.00093722,0.01757145,1.19653804,1.51510791,0.01140777,2.79373757,0.28906788,0.18996009
-5.20760380,4.09638373,0.00088865,0.01718443,1.16395644,1.52412856,0.01052420,2.75093651,0.27502401,0.18569685
-5.20160080,4.03523251,0.00083947,0.01676730,1.13014206,1.52782115,0.00964838,2.70248122,0.26103128,0.18114715
-5.19559780,3.96480341,0.00079078,0.01632033,1.09528493,1.52591587,0.00878989,2.64848404,0.24720507,0.17632288
-5.18959480,3.88519857,0.00074369,0.01584429,1.05956066,1.51821046,0.00795726,2.58908307,0.23364678,0.17123662
-5.18359180,3.79660700,0.00069934,0.01534051,1.02313644,1.50458370,0.00715782,2.52445910,0.22044391,0.16590287
-5.17758879,3.69933005,0.00065886,0.01481109,0.98617780,1.48500728,0.00639770,2.45485230,0.20767079,0.16033918
-5.17158579,3.59380375,0.00062336,0.01425890,0.94885530,1.45955500,0.00568173,2.38057732,0.19538965,0.15456720
-5.16558279,3.48061629,0.00059391,0.01368766,0.91135073,1.42840891,0.00501347,2.30203559,0.18365200,0.14861346
-5.15957979,3.36051917,0.00057155,0.01310191,0.87386213,1.39186170,0.00439530,2.21972365,0.17250017,0.14250996
-5.15357679,3.23443050,0.00055723,0.01250697,0.83660727,1.35031499,0.00382842,2.13423665,0.16196886,0.13629433
-5.14757379,3.10342993,0.00055181,0.01190880,0.79982511,1.30427343,0.00331302,2.04626636,0.15208653,0.13000973
-5.14157079,2.96874465,0.00055609,0.01131389,0.76377500,1.25433468,0.00284836,1.95659349,0.14287659,0.12370434
-5.13556778,2.83172691,0.00057072,0.01072907,0.72873367,1.20117545,0.00243291,1.86607428,0.13435836,0.11743048
-5.12956478,2.69382365,0.00059625,0.01016128,0.69498993,1.14553428,0.00206452,1.77562188,0.12654752,0.11124347
-5.12356178,2.55653963,0.00063306,0.00961739,0.66283735,1.08819165,0.00174049,1.68618331,0.11945627,0.10520019
-5.11755878,2.42139554,0.00068139,0.00910396,0.63256532,1.02994821,0.00145780,1.59871291,0.11309317,0.09935745
-5.11155578,2.28988326,0.00074128,0.00862702,0.60444902,0.97160220,0.00121312,1.51414377,0.10746257,0.09377028
-5.10555278,2.16342035,0.00081257,0.00819187,0.57873869,0.91392697,0.00100305,1.43335840,0.10256380,0.08849016
-5.09954977,2.04330593,0.00089490,0.00780292,0.55564911,0.85764949,0.00082411,1.35716018,0.09839030,0.08356337
-5.09354677,1.93068021,0.00098766,0.00746351,0.53534962,0.80343091,0.00067290,1.28624710,0.09492859,0.07902942
-5.08754377,1.82648972,0.00109001,0.00717583,0.51795549,0.75184991,0.00054613,1.22118900,0.09215735,0.07491978
-5.08154077,1.73145966,0.00120085,0.00694086,0.50352115,0.70338944,0.00044070,1.16240964,0.09004667,0.07125687
-5.07553777,1.64607498,0.00131886,0.00675831,0.49203566,0.65842737,0.00035369,1.11017430,0.08855754,0.06805343
-5.06953477,1.57057082,0.00144245,0.00662668,0.48342079,0.61723133,0.00028247,1.06458373,0.08764171,0.06531220
-5.06353177,1.50493270,0.00156984,0.00654332,0.47753187,0.57995775,0.00022463,1.02557448,0.08724194,0.06302602
-5.05752876,1.44890644,0.00169903,0.00650451,0.47416151,0.54665503,0.00017803,0.99292584,0.08729271,0.06117833
-5.05152576,1.40201701,0.00182788,0.00650562,0.47304598,0.51727049,0.00014079,0.96627269,0.08772130,0.05974400
-5.04552276,1.36359546,0.00195412,0.00654127,0.47387402,0.49166058,0.00011126,0.94512390,0.08844939,0.05869039
-5.03951976,1.33281245,0.00207545,0.00660550,0.47629774,0.46960384,0.00008803,0.92888514,0.08939489,0.05797882
-5.03351676,1.30871671,0.00218952,0.00669201,0.47994507,0.45081584,0.00006990,0.91688504,0.09047417,0.05756605
-5.02751376,1.29027665,0.00229408,0.00679434,0.48443315,0.43496535,0.00005585,0.90840355,0.09160441,0.05740601
-5.02151076,1.27642314,0.00238698,0.00690606,0.48938214,0.42169107,0.00004504,0.90270105,0.09270604,0.05745146
-5.01550775,1.26609162,0.00246626,0.00702100,0.49442876,0.41061808,0.00003676,0.89904699,0.09370512,0.05765567
-5.00950475,1.25826170,0.00253022,0.00713341,0.49923898,0.40137343,0.00003046,0.89674683,0.09453563,0.05797401
-5.00350175,1.25199272,0.00257745,0.00723813,0.50351924,0.39360022,0.00002568,0.89516617,0.09514136,0.05836532
-4.99749875,1.24645398,0.00260690,0.00733072,0.50702583,0.38696976,0.00002204,0.89375119,0.09547762,0.05879311
-4.99149575,1.24094852,0.00261788,0.00740755,0.50957205,0.38119138,0.00001926,0.89204457,0.09551233,0.05922652
-4.98549275,1.23492994,0.00261013,0.00746589,0.51103275,0.37601978,0.00001710,0.88969663,0.09522675,0.05964094
-4.97948974,1.22801186,0.00258379,0.00750397,0.51134637,0.37125971,0.00001541,0.88647129,0.09461557,0.06001844
-4.97348674,1.21997012,0.00253940,0.00752094,0.51051426,0.36676809,0.00001404,0.88224703,0.09368662,0.06034786
-4.96748374,1.21073815,0.00247788,0.00751691,0.50859754,0.36245369,0.00001289,0.87701294,0.09245995,0.06062466
-4.96148074,1.20039597,0.00240052,0.00749288,0.50571168,0.35827459,0.00001190,0.87086052,0.09096650,0.06085048
-4.95547774,1.18915399,0.00230889,0.00745067,0.50201912,0.35423377,0.00001102,0.86397166,0.08924645,0.06103258
-4.94947474,1.17733238,0.00220482,0.00739284,0.49772040,0.35037315,0.00001020,0.85660360,0.08734719,0.06118303
-4.94347174,1.16533738,0.00209033,0.00732261,0.49304406,0.34676645,0.00000944,0.84907178,0.08532116,0.06131782
-4.93746873,1.15363560,0.00196756,0.00724373,0.48823603,0.34351140,0.00000870,0.84173128,0.08322353,0.06145581
-4.93146573,1.14272756,0.00183870,0.00716037,0.48354869,0.34072152,0.00000799,0.83495774,0.08110996,0.06161774
-4.92546273,1.13312157,0.00170595,0.00707702,0.47923024,0.33851796,0.00000730,0.82912856,0.07903437,0.06182515
-4.91945973,1.12530895,0.00157142,0.00699834,0.47551469,0.33702164,0.00000664,0.82460514,0.07704698,0.06209932
-4.91345673,1.11974141,0.00143710,0.00692910,0.47261281,0.33634613,0.00000600,0.82171668,0.07519258,0.06246037
-4.90745373,1.11681140,0.00130483,0.00687401,0.47070436,0.33659126,0.00000539,0.82074606,0.07350904,0.06292630
-4.90145073,1.11683583,0.00117622,0.00683767,0.46993177,0.33783785,0.00000481,0.82191832,0.07202626,0.06351231
-4.89544772,1.12004368,0.00105268,0.00682446,0.47039544,0.34014360,0.00000426,0.82539183,0.07076546,0.06423008
-4.88944472,1.12656754,0.00093534,0.00683845,0.47215075,0.34354012,0.00000375,0.83125243,0.06973876,0.06508735
-4.88344172,1.13643927,0.00082512,0.00688334,0.47520681,0.34803135,0.00000328,0.83951055,0.06894926,0.06608751
-4.87743872,1.14958967,0.00072266,0.00696240,0.47952685,0.35359304,0.00000285,0.85010123,0.06839130,0.06722950
-4.87143572,1.16585193,0.00062838,0.00707841,0.48503031,0.36017357,0.00000245,0.86288693,0.06805113,0.06850772
-4.86543272,1.18496847,0.00054247,0.00723362,0.49159628,0.36769566,0.00000210,0.87766293,0.06790774,0.06991221
-4.85942971,1.20660102,0.00046494,0.00742967,0.49906839,0.37605916,0.00000179,0.89416498,0.06793397,0.07142894
-4.85342671,1.23034307,0.00039564,0.00766762,0.50726063,0.38514455,0.00000151,0.91207890,0.06809770,0.07304018
-4.84742371,1.25573454,0.00033424,0.00794788,0.51596425,0.39481706,0.00000126,0.93105164,0.06836322,0.07472511
-4.84142071,1.28227772,0.00028035,0.00827019,0.52495506,0.40493127,0.00000105,0.95070347,0.06869253,0.07646038
-4.83541771,1.30945406,0.00023346,0.00863359,0.53400123,0.41533586,0.00000087,0.97064074,0.06904681,0.07822088
-4.82941471,1.33674104,0.00019301,0.00903642,0.54287107,0.42587844,0.00000071,0.99046875,0.06938766,0.07998042
-4.82341171,1.36362846,0.00015843,0.00947628,0.55134056,0.43641019,0.00000058,1.00980416,0.06967838,0.08171250
-4.81740870,1.38963357,0.00012910,0.00995003,0.55920036,0.44679004,0.00000047,1.02828656,0.06988508,0.08339102
-4.81140570,1.41431439,0.00010445,0.01045377,0.56626212,0.45688844,0.00000038,1.04558872,0.06997767,0.08499095
-4.80540270,1.43728069,0.00008390,0.01098282,0.57236364,0.46659029,0.00000030,1.06142500,0.06993061,0.08648892
-4.79939970,1.45820232,0.00006691,0.01153177,0.57737287,0.47579713,0.00000024,1.07555777,0.06972353,0.08786366
-4.79339670,1.47681452,0.00005298,0.01209445,0.58119061,0.48442834,0.00000019,1.08780153,0.06934162,0.08909639
-4.78739370,1.49292003,0.00004165,0.01266399,0.58375167,0.49242149,0.00000014,1.09802458,0.06877576,0.09017100
-4.78139070,1.50638819,0.00003250,0.01323288,0.58502462,0.49973171,0.00000011,1.10614827,0.06802255,0.09107416
-4.77538769,1.51715099,0.00002518,0.01379301,0.58501013,0.50633022,0.00000009,1.11214396,0.06708399,0.09179529
-4.76938469,1.52519648,0.00001937,0.01433582,0.58373804,0.51220210,0.00000007,1.11602783,0.06596713,0.09232640
-4.76338169,1.53056005,0.00001480,0.01485242,0.58126327,0.51734348,0.00000005,1.11785407,0.06468345,0.09266184
-4.75737869,1.53331405,0.00001122,0.01533371,0.57766092,0.52175827,0.00000004,1.11770655,0.06324816,0.09279804
-4.75137569,1.53355635,0.00000845,0.01577063,0.57302076,0.52545469,0.00000003,1.11568983,0.06167940,0.09273312
-4.74537269,1.53139870,0.00000631,0.01615432,0.56744140,0.52844183,0.00000002,1.11191973,0.05999736,0.09246662
-4.73936968,1.52695537,0.00000468,0.01647635,0.56102450,0.53072634,0.00000002,1.10651412,0.05822342,0.09199912
-4.73336668,1.52033271,0.00000345,0.01672899,0.55386929,0.53230958,0.00000001,1.09958440,0.05637926,0.09133202
-4.72736368,1.51162042,0.00000252,0.01690538,0.54606767,0.53318526,0.00000001,1.09122816,0.05448608,0.09046729
-4.72136068,1.50088458,0.00000183,0.01699982,0.53770011,0.53333788,0.00000001,1.08152327,0.05256386,0.08940738
-4.71535768,1.48816321,0.00000132,0.01700793,0.52883256,0.53274186,0.00000000,1.07052381,0.05063076,0.08815514
-4.70935468,1.47346414,0.00000095,0.01692683,0.51951447,0.53136149,0.00000000,1.05825788,0.04870264,0.08671386
-4.70335168,1.45676547,0.00000067,0.01675530,0.50977796,0.52915184,0.00000000,1.04472747,0.04679273,0.08508736
-4.69734867,1.43801843,0.00000047,0.01649380,0.49963810,0.52606028,0.00000000,1.02991015,0.04491147,0.08328015
-4.69134567,1.41715240,0.00000033,0.01614457,0.48909433,0.52202877,0.00000000,1.01376258,0.04306647,0.08129760
-4.68534267,1.39408168,0.00000023,0.01571155,0.47813278,0.51699676,0.00000000,0.99622552,0.04126260,0.07914612
-4.67933967,1.36871368,0.00000016,0.01520031,0.46672930,0.51090442,0.00000000,0.97722994,0.03950221,0.07683343
-4.67333667,1.34095801,0.00000011,0.01461789,0.45485315,0.50369617,0.00000000,0.95670401,0.03778552,0.07436861
-4.66733367,1.31073582,0.00000007,0.01397262,0.44247095,0.49532425,0.00000000,0.93458040,0.03611091,0.07176236
-4.66133067,1.27798907,0.00000005,0.01327388,0.42955071,0.48575219,0.00000000,0.91080358,0.03447547,0.06902694
-4.65532766,1.24268910,0.00000003,0.01253183,0.41606583,0.47495799,0.00000000,0.88533673,0.03287541,0.06617628
-4.64932466,1.20484404,0.00000002,0.01175712,0.40199862,0.46293689,0.00000000,0.85816786,0.03130651,0.06322587
-4.64332166,1.16450487,0.00000001,0.01096058,0.38734346,0.44970351,0.00000000,0.82931481,0.02976460,0.06019263
