energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,5.68773492,0.04783702,0.15867668,1.40405444,0.19118751,0.09872196,2.95482322,0.96054970,0.37821594
-5.99399700,5.46185895,0.04398354,0.15402061,1.40677838,0.18335982,0.09129376,2.84481654,0.92330657,0.36085878
-5.98799400,5.24235371,0.04032921,0.14912464,1.40785132,0.17574839,0.08433344,2.73823783,0.88827716,0.34397271
-5.98199100,5.03096748,0.03689906,0.14405787,1.40744213,0.16843339,0.07786299,2.63592377,0.85556538,0.32769653
-5.97598799,4.82916689,0.03371408,0.13888725,1.40572225,0.16148843,0.07189519,2.53856749,0.82520934,0.31214894
-5.96998499,4.63812998,0.03079125,0.13367620,1.40286143,0.15497972,0.06643439,2.44671622,0.79718650,0.29742781
-5.96398199,4.45875004,0.02814374,0.12848360,1.39902512,0.14896555,0.06147742,2.36077433,0.77142082,0.28361004
-5.95797899,4.29164910,0.02578104,0.12336309,1.39437319,0.14349596,0.05701462,2.28101128,0.74779164,0.27075225
-5.95197599,4.13719960,0.02370907,0.11836262,1.38905993,0.13861261,0.05303092,2.20757355,0.72614351,0.25889187
-5.94597299,3.99555219,0.02193040,0.11352434,1.38323489,0.13434884,0.04950693,2.14049948,0.70629682,0.24804880
-5.93996998,3.86666733,0.02044437,0.10888472,1.37704409,0.13072983,0.04642003,2.07973587,0.68805829,0.23822735
-5.93396698,3.75034836,0.01924723,0.10447486,1.37063105,0.12777289,0.04374532,2.02515491,0.67123107,0.22941829
-5.92796398,3.64627362,0.01833225,0.10032098,1.36413731,0.12548775,0.04145659,1.97657041,0.65562375,0.22160103
-5.92196098,3.55402571,0.01768990,0.09644485,1.35770184,0.12387682,0.03952707,1.93375226,0.64105793,0.21474556
-5.91595798,3.47311615,0.01730787,0.09286442,1.35145921,0.12293550,0.03793001,1.89643817,0.62737411,0.20881427
-5.90995498,3.40300449,0.01717126,0.08959419,1.34553630,0.12265237,0.03663923,1.86434245,0.61443564,0.20376346
-5.90395198,3.34311127,0.01726269,0.08664563,1.34004774,0.12300936,0.03562938,1.83716146,0.60213068,0.19954452
-5.89794897,3.29282513,0.01756240,0.08402739,1.33509007,0.12398194,0.03487613,1.81457602,0.59037242,0.19610479
-5.89194597,3.25150472,0.01804852,0.08174543,1.33073540,0.12553924,0.03435614,1.79625115,0.57909763,0.19338817
-5.88594297,3.21847663,0.01869718,0.07980294,1.32702471,0.12764430,0.03404707,1.78183403,0.56826394,0.19133541
-5.87993997,3.19303098,0.01948286,0.07820018,1.32396177,0.13025436,0.03392732,1.77095094,0.55784619,0.18988437
-5.87393697,3.17441640,0.02037866,0.07693420,1.32150809,0.13332133,0.03397586,1.76320423,0.54783244,0.18897022
-5.86793397,3.16183619,0.02135670,0.07599853,1.31957973,0.13679247,0.03417199,1.75817032,0.53821981,0.18852559
-5.86193097,3.15444736,0.02238850,0.07538284,1.31804633,0.14061127,0.03449506,1.75539961,0.52901078,0.18848103
-5.85592796,3.15136392,0.02344552,0.07507266,1.31673284,0.14471864,0.03492433,1.75441901,0.52021018,0.18876556
-5.84992496,3.15166529,0.02449961,0.07504918,1.31542424,0.14905428,0.03543884,1.75473746,0.51182309,0.18930757
-5.84392196,3.15441034,0.02552359,0.07528921,1.31387304,0.15355833,0.03601731,1.75585467,0.50385382,0.19003595
-5.83791896,3.15865679,0.02649179,0.07576530,1.31180946,0.15817324,0.03663825,1.75727294,0.49630595,0.19088155
-5.83191596,3.16348555,0.02738058,0.07644607,1.30895388,0.16284565,0.03728006,1.75851145,0.48918338,0.19177883
-5.82591296,3.16802850,0.02816893,0.07729673,1.30503078,0.16752843,0.03792127,1.75912247,0.48249214,0.19266771
-5.81990995,3.17149850,0.02883888,0.07827985,1.29978357,0.17218261,0.03854090,1.75870835,0.47624274,0.19349544
-5.81390695,3.17321949,0.02937590,0.07935632,1.29298931,0.17677909,0.03911883,1.75693837,0.47045269,0.19421843
-5.80790395,3.17265483,0.02976930,0.08048644,1.28447251,0.18130016,0.03963626,1.75356419,0.46514884,0.19480397
-5.80190095,3.16943195,0.03001242,0.08163120,1.27411714,0.18574057,0.04007619,1.74843282,0.46036927,0.19523154
-5.79589795,3.16336132,0.03010278,0.08275362,1.26187613,0.19010813,0.04042392,1.74149607,0.45616434,0.19549387
-5.78989495,3.15444833,0.03004207,0.08382009,1.24777763,0.19442378,0.04066752,1.73281577,0.45259664,0.19559737
-5.78389195,3.14289694,0.02983609,0.08480169,1.23192778,0.19872102,0.04079825,1.72256401,0.44973987,0.19556214
-5.77788894,3.12910426,0.02949448,0.08567546,1.21450957,0.20304474,0.04081090,1.71101823,0.44767627,0.19542130
-5.77188594,3.11364607,0.02903043,0.08642541,1.19577797,0.20744935,0.04070406,1.69855109,0.44649299,0.19521975
-5.76588294,3.09725351,0.02846026,0.08704342,1.17605141,0.21199642,0.04048028,1.68561558,0.44627730,0.19501236
-5.75987994,3.08078180,0.02780286,0.08752978,1.15570011,0.21675172,0.04014608,1.67272564,0.44711092,0.19486168
-5.75387694,3.06517231,0.02707913,0.08789349,1.13513182,0.22178187,0.03971182,1.66043353,0.44906390,0.19483519
-5.74787394,3.05140958,0.02631133,0.08815219,1.11477559,0.22715068,0.03919146,1.64930462,0.45218828,0.19500223
-5.74187094,3.04047525,0.02552242,0.08833173,1.09506450,0.23291538,0.03860216,1.63989100,0.45651196,0.19543081
-5.73586793,3.03330089,0.02473532,0.08846541,1.07641810,0.23912277,0.03796377,1.63270495,0.46203322,0.19618424
-5.72986493,3.03072194,0.02397225,0.08859283,1.05922534,0.24580567,0.03729816,1.62819370,0.46871621,0.19731803
-5.72386193,3.03343479,0.02325406,0.08875851,1.04382887,0.25297962,0.03662848,1.62671644,0.47648777,0.19887683
-5.71785893,3.04195883,0.02259960,0.08901015,1.03051122,0.26064014,0.03597838,1.62852467,0.48523578,0.20089187
-5.71185593,3.05660524,0.02202515,0.08939672,1.01948360,0.26876064,0.03537109,1.63374692,0.49480926,0.20337881
-5.70585293,3.07745365,0.02154395,0.08996639,1.01087751,0.27729110,0.03482860,1.64237820,0.50502028,0.20633614
-5.69984992,3.10433784,0.02116576,0.09076435,1.00473964,0.28615762,0.03437076,1.65427484,0.51564760,0.20974426
-5.69384692,3.13684077,0.02089663,0.09183073,1.00103000,0.29526286,0.03401448,1.66915477,0.52644195,0.21356512
-5.68784392,3.17429927,0.02073867,0.09319850,0.99962326,0.30448753,0.03377303,1.68660322,0.53713270,0.21774270
-5.68184092,3.21581792,0.02068999,0.09489158,1.00031319,0.31369266,0.03365543,1.70608348,0.54743563,0.22220402
-5.67583792,3.26029152,0.02074483,0.09692325,1.00281974,0.32272281,0.03366598,1.72695218,0.55706140,0.22686078
-5.66983492,3.30643516,0.02089369,0.09929481,1.00679856,0.33141001,0.03380400,1.74847847,0.56572445,0.23161166
-5.66383192,3.35282053,0.02112365,0.10199467,1.01185226,0.33957829,0.03406371,1.76986618,0.57315167,0.23634494
-5.65782891,3.39791707,0.02141884,0.10499789,1.01754307,0.34704869,0.03443429,1.79027808,0.57909076,0.24094158
-5.65182591,3.44013631,0.02176093,0.10826614,1.02340631,0.35364453,0.03490024,1.80886120,0.58331765,0.24527852
-5.64582291,3.47787761,0.02212978,0.11174825,1.02896418,0.35919665,0.03544177,1.82477229,0.58564282,0.24923205
-5.63981991,3.50957395,0.02250407,0.11538108,1.03373928,0.36354862,0.03603544,1.83720251,0.58591622,0.25268133
-5.63381691,3.53373585,0.02286208,0.11909108,1.03726766,0.36656153,0.03665498,1.84540041,0.58403069,0.25551160
-5.62781391,3.54899229,0.02318238,0.12279607,1.03911079,0.36811830,0.03727214,1.84869253,0.57992373,0.25761735
-5.62181091,3.55412732,0.02344455,0.12640751,1.03886631,0.36812722,0.03785766,1.84650105,0.57357774,0.25890509
-5.61580790,3.54811127,0.02362990,0.12983309,1.03617731,0.36652481,0.03838229,1.83835798,0.56501866,0.25929574
-5.60980490,3.53012604,0.02372203,0.13297939,1.03073999,0.36327764,0.03881778,1.82391571,0.55431341,0.25872659
-5.60380190,3.49958375,0.02370739,0.13575483,1.02230960,0.35838330,0.03913784,1.80295366,0.54156606,0.25715276
-5.59779890,3.45613873,0.02357566,0.13807247,1.01070467,0.35187036,0.03931905,1.77538122,0.52691327,0.25454814
-5.59179590,3.39969267,0.02332006,0.13985282,0.99580958,0.34379735,0.03934157,1.74123697,0.51051902,0.25090583
-5.58579290,3.33039320,0.02293748,0.14102640,0.97757546,0.33425101,0.03918980,1.70068457,0.49256906,0.24623804
-5.57978989,3.24862637,0.02242850,0.14153597,0.95601962,0.32334358,0.03885284,1.65400563,0.47326532,0.24057554
-5.57378689,3.15500347,0.02179728,0.14133843,0.93122353,0.31120962,0.03832477,1.60158994,0.45282036,0.23396665
-5.56778389,3.05034287,0.02105128,0.14040626,0.90332954,0.29800220,0.03760473,1.54392363,0.43145230,0.22647583
-5.56178089,2.93564775,0.02020093,0.13872837,0.87253643,0.28388885,0.03669687,1.48157559,0.40938018,0.21818195
-5.55577789,2.81208034,0.01925920,0.13631051,0.83909398,0.26904727,0.03561008,1.41518282,0.38681986,0.20917631
-5.54977489,2.68093383,0.01824107,0.13317512,0.80329668,0.25366103,0.03435763,1.34543500,0.36398069,0.19956041
-5.54377189,2.54360254,0.01716301,0.12936060,0.76547671,0.23791548,0.03295664,1.27305889,0.34106271,0.18944360
-5.53776888,2.40155141,0.01604241,0.12492021,0.72599640,0.22199379,0.03142745,1.19880290,0.31825457,0.17894076
-5.53176588,2.25628574,0.01489703,0.11992041,0.68524036,0.20607357,0.02979299,1.12342225,0.29573204,0.16816987
-5.52576288,2.10932171,0.01374455,0.11443906,0.64360733,0.19032380,0.02807804,1.04766505,0.27365705,0.15724973
-5.51975988,1.96215889,0.01260207,0.10856313,0.60150217,0.17490246,0.02630856,0.97225968,0.25217719,0.14629783
-5.51375688,1.81625498,0.01148575,0.10238655,0.55932793,0.15995467,0.02451100,0.89790353,0.23142560,0.13542837
-5.50775388,1.67300376,0.01041055,0.09600774,0.51747839,0.14561150,0.02271167,0.82525357,0.21152127,0.12475060
-5.50175088,1.53371647,0.00938999,0.08952744,0.47633116,0.13198937,0.02093627,0.75491871,0.19256949,0.11436740
-5.49574787,1.39960714,0.00843606,0.08304652,0.43624159,0.11919003,0.01920937,0.68745406,0.17466268,0.10437416
-5.48974487,1.27178199,0.00755919,0.07666413,0.39753748,0.10730108,0.01755410,0.62335720,0.15788130,0.09485803
-5.48374187,1.15123300,0.00676830,0.07047607,0.36051501,0.09639696,0.01599195,0.56306636,0.14229495,0.08589747
-5.47773887,1.03883550,0.00607090,0.06457351,0.32543555,0.08654027,0.01454258,0.50696042,0.12796373,0.07756216
-5.47173587,0.93534956,0.00547323,0.05904210,0.29252386,0.07778341,0.01322382,0.45536062,0.11493953,0.06991309
-5.46573287,0.84142470,0.00498048,0.05396134,0.26196723,0.07017037,0.01205168,0.40853365,0.10326767,0.06300307
-5.45972986,0.75760742,0.00459695,0.04940440,0.23391584,0.06373863,0.01104050,0.36669599,0.09298841,0.05687728
-5.45372686,0.68435089,0.00432624,0.04543808,0.20848404,0.05852101,0.01020303,0.33001907,0.08413874,0.05157408
-5.44772386,0.62202595,0.00417143,0.04212312,0.18575250,0.05454735,0.00955066,0.29863504,0.07675410,0.04712584
-5.44172086,0.57093283,0.00413522,0.03951460,0.16577101,0.05184607,0.00909352,0.27264270,0.07087015,0.04355981
-5.43571786,0.53131269,0.00421996,0.03766252,0.14856184,0.05044538,0.00884069,0.25211325,0.06652457,0.04089894
-5.42971486,0.50335834,0.00442772,0.03661226,0.13412333,0.05037416,0.00880023,0.23709575,0.06375878,0.03916262
-5.42371186,0.48722346,0.00476023,0.03640517,0.12243365,0.05166250,0.00897926,0.22762173,0.06261964,0.03836718
-5.41770885,0.48303000,0.00521879,0.03707895,0.11345450,0.05434180,0.00938392,0.22370900,0.06316102,0.03852632
-5.41170585,0.49087327,0.00580409,0.03866793,0.10713465,0.05844454,0.01001930,0.22536444,0.06544533,0.03965123
-5.40570285,0.51082477,0.00651606,0.04120318,0.10341316,0.06400369,0.01088922,0.23258578,0.06954481,0.04175051
-5.39969985,0.54293279,0.00735354,0.04471243,0.10222226,0.07105178,0.01199603,0.24536230,0.07554288,0.04482996
-5.39369685,0.58722106,0.00831411,0.04921990,0.10348991,0.07961988,0.01334033,0.26367481,0.08353520,0.04889211
-5.38769385,0.64368599,0.00939376,0.05474592,0.10714199,0.08973632,0.01492058,0.28749489,0.09363074,0.05393566
-5.38169085,0.71229295,0.01058667,0.06130647,0.11310416,0.10142545,0.01673284,0.31678385,0.10595266,0.05995490
-5.37568784,0.79297252,0.01188497,0.06891277,0.12130357,0.11470649,0.01877034,0.35149154,0.12063912,0.06693912
-5.36968484,0.88561718,0.01327865,0.07757078,0.13167046,0.12959252,0.02102326,0.39155555,0.13784389,0.07487208
-5.36368184,0.99007926,0.01475540,0.08728089,0.14413968,0.14608969,0.02347843,0.43690076,0.15773679,0.08373173
-5.35767884,1.10617068,0.01630070,0.09803764,0.15865233,0.16419679,0.02611919,0.48743985,0.18050383,0.09349003
-5.35167584,1.23366478,0.01789790,0.10982975,0.17515745,0.18390513,0.02892536,0.54307459,0.20634697,0.10411320
-5.34567284,1.37230056,0.01952849,0.12264023,0.19361388,0.20519875,0.03187331,0.60369814,0.23548331,0.11556211
-5.33966983,1.52178895,0.02117244,0.13644675,0.21399220,0.22805491,0.03493616,0.66919824,0.26814363,0.12779310
-5.33366683,1.68182093,0.02280865,0.15122216,0.23627656,0.25244485,0.03808416,0.73946100,0.30456991,0.14075896
-5.32766383,1.85207654,0.02441552,0.16693515,0.26046651,0.27833458,0.04128515,0.81437502,0.34501186,0.15441020
-5.32166083,2.03223405,0.02597158,0.18355089,0.28657833,0.30568574,0.04450524,0.89383538,0.38972197,0.16869634
-5.31565783,2.22197791,0.02745616,0.20103170,0.31464583,0.33445619,0.04770947,0.97774687,0.43894922,0.18356731
-5.30965483,2.42100438,0.02885012,0.21933753,0.34472032,0.36460043,0.05086266,1.06602605,0.49293104,0.19897466
-5.30365183,2.62902352,0.03013654,0.23842614,0.37686942,0.39606944,0.05393027,1.15860135,0.55188361,0.21487246
-5.29764882,2.84575641,0.03130136,0.25825300,0.41117460,0.42881007,0.05687925,1.25541097,0.61599057,0.23121793
-5.29164582,3.07092677,0.03233397,0.27877069,0.44772710,0.46276386,0.05967893,1.35639796,0.68539021,0.24797151
-5.28564282,3.30424656,0.03322765,0.29992783,0.48662236,0.49786513,0.06230185,1.46150245,0.76016147,0.26509631
-5.27963982,3.54539540,0.03397996,0.32166761,0.52795269,0.53403867,0.06472445,1.57065094,0.84030924,0.28255700
-5.27363682,3.79399444,0.03459287,0.34392574,0.57179846,0.57119696,0.06692774,1.68374297,0.92574943,0.30031807
-5.26763382,4.04957575,0.03507280,0.36662818,0.61821796,0.60923714,0.06889780,1.80063570,1.01629461,0.31834154
-5.26163082,4.31154888,0.03543048,0.38968858,0.66723635,0.64803802,0.07062613,1.92112707,1.11164098,0.33658423
-5.25562781,4.57916660,0.03568060,0.41300579,0.71883411,0.68745738,0.07210991,2.04493865,1.21135744,0.35499477
-5.24962481,4.85149236,0.03584138,0.43646142,0.77293564,0.72732983,0.07335200,2.17169928,1.31487777,0.37351051
-5.24362181,5.12737217,0.03593398,0.45991799,0.82939855,0.76746554,0.07436094,2.30093064,1.42149666,0.39205475
-5.23761881,5.40541334,0.03598179,0.48321766,0.88800452,0.80765007,0.07515070,2.43203613,1.53037029,0.41053422
