energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.79589795,1.27070521,0.00297061,0.14683234,0.84327582,0.55516282,0.02691619,0.32287816
-5.78989495,1.34540108,0.00307820,0.15848795,0.89720671,0.57507225,0.02863776,0.35050884
-5.78389195,1.42148371,0.00319938,0.17014062,0.95187579,0.59466401,0.03036042,0.37957710
-5.77788894,1.49843365,0.00333512,0.18167730,1.00687032,0.61378113,0.03207231,0.40994605
-5.77188594,1.57573034,0.00348600,0.19299114,1.06178637,0.63228171,0.03376202,0.44145750
-5.76588294,1.65285919,0.00365215,0.20398488,1.11623715,0.65004159,0.03541897,0.47393124
-5.75987994,1.72931833,0.00383321,0.21457399,1.16986070,0.66695652,0.03703368,0.50716469
-5.75387694,1.80462433,0.00402824,0.22468925,1.22232620,0.68294369,0.03859800,0.54093307
-5.74787394,1.87831669,0.00423576,0.23427869,1.27333865,0.69794241,0.04010531,0.57499005
-5.74187094,1.94996063,0.00445369,0.24330867,1.32264133,0.71191383,0.04155056,0.60906891
-5.73586793,2.01914819,0.00467938,0.25176406,1.37001610,0.72483947,0.04293025,0.64288447
-5.72986493,2.08549748,0.00490968,0.25964741,1.41528113,0.73671887,0.04424229,0.67613552
-5.72386193,2.14865042,0.00514096,0.26697714,1.45828652,0.74756612,0.04548581,0.70850817
-5.71785893,2.20826915,0.00536919,0.27378489,1.49890785,0.75740571,0.04666080,0.73967976
-5.71185593,2.26403159,0.00559011,0.28011197,1.53703813,0.76626781,0.04776776,0.76932364
-5.70585293,2.31562684,0.00579927,0.28600532,1.57257882,0.77418326,0.04880730,0.79711461
-5.69984992,2.36275076,0.00599222,0.29151298,1.60543037,0.78117875,0.04977968,0.82273492
-5.69384692,2.40510251,0.00616463,0.29667953,1.63548324,0.78727232,0.05068441,0.84588088
-5.68784392,2.44238260,0.00631246,0.30154158,1.66260984,0.79246969,0.05151987,0.86626962
-5.68184092,2.47429273,0.00643209,0.30612379,1.68665815,0.79676159,0.05228301,0.88364613
-5.67583792,2.50053791,0.00652044,0.31043542,1.70744771,0.80012231,0.05296916,0.89779002
-5.66983492,2.52083093,0.00657512,0.31446791,1.72476813,0.80250974,0.05357190,0.90852196
-5.66383192,2.53489907,0.00659451,0.31819344,1.73838064,0.80386673,0.05408315,0.91570943
-5.65782891,2.54249299,0.00657785,0.32156468,1.74802261,0.80412395,0.05449329,0.91927149
-5.65182591,2.54339724,0.00652523,0.32451577,1.75341503,0.80320393,0.05479150,0.91918240
-5.64582291,2.53744187,0.00643767,0.32696453,1.75427256,0.80102611,0.05496614,0.91547382
-5.63981991,2.52451451,0.00631703,0.32881571,1.75031570,0.79751269,0.05500528,0.90823545
-5.63381691,2.50457211,0.00616598,0.32996520,1.74128460,0.79259469,0.05489726,0.89761399
-5.62781391,2.47765154,0.00598791,0.33030493,1.72695356,0.78621806,0.05463133,0.88381047
-5.62181091,2.44387835,0.00578681,0.32972830,1.70714558,0.77834931,0.05419826,0.86707584
-5.61580790,2.40347294,0.00556715,0.32813564,1.68174617,0.76898039,0.05359093,0.84770512
-5.60980490,2.35675371,0.00533369,0.32543966,1.65071553,0.75813234,0.05280485,0.82603018
-5.60380190,2.30413657,0.00509137,0.32157040,1.61409845,0.74585768,0.05183861,0.80241143
-5.59779890,2.24613091,0.00484511,0.31647952,1.57203134,0.73224116,0.05069415,0.77722867
-5.59179590,2.18333175,0.00459970,0.31014365,1.52474593,0.71739900,0.04937697,0.75087160
-5.58579290,2.11640861,0.00435960,0.30256674,1.47256942,0.70147645,0.04789613,0.72373015
-5.57978989,2.04609119,0.00412888,0.29378106,1.41592086,0.68464404,0.04626412,0.69618507
-5.57378689,1.97315273,0.00391108,0.28384720,1.35530403,0.66709257,0.04449657,0.66859916
-5.56778389,1.89839171,0.00370916,0.27285267,1.29129699,0.64902717,0.04261187,0.64130945
-5.56178089,1.82261262,0.00352542,0.26090949,1.22453881,0.63066082,0.04063062,0.61462047
-5.55577789,1.74660680,0.00336151,0.24815088,1.15571410,0.61220770,0.03857507,0.58879900
-5.54977489,1.67113417,0.00321843,0.23472702,1.08553585,0.59387663,0.03646844,0.56407034
-5.54377189,1.59690656,0.00309654,0.22080048,1.01472762,0.57586511,0.03433426,0.54061612
-5.53776888,1.52457328,0.00299564,0.20654118,0.94400556,0.55835401,0.03219574,0.51857376
-5.53176588,1.45470968,0.00291501,0.19212142,0.87406116,0.54150339,0.03007511,0.49803737
-5.52576288,1.38780858,0.00285351,0.17771099,0.80554535,0.52544941,0.02799312,0.47905999
-5.51975988,1.32427514,0.00280964,0.16347280,0.73905454,0.51030235,0.02596856,0.46165696
-5.51375688,1.26442482,0.00278168,0.14955893,0.67511902,0.49614591,0.02401789,0.44581012
-5.50775388,1.20848431,0.00276768,0.13610747,0.61419413,0.48303746,0.02215502,0.43147264
-5.50175088,1.15659501,0.00276566,0.12324012,0.55665420,0.47100925,0.02039115,0.41857407
-5.49574787,1.10881865,0.00277356,0.11106054,0.50278946,0.46007018,0.01873476,0.40702546
-5.48974487,1.06514438,0.00278940,0.09965361,0.45280571,0.45020819,0.01719164,0.39672418
-5.48374187,1.02549693,0.00281125,0.08908532,0.40682655,0.44139278,0.01576507,0.38755832
-5.47773887,0.98974520,0.00283730,0.07940344,0.36489787,0.43357756,0.01445601,0.37941047
-5.47173587,0.95771086,0.00286588,0.07063865,0.32699415,0.42670277,0.01326339,0.37216083
-5.46573287,0.92917663,0.00289543,0.06280616,0.29302626,0.42069744,0.01218435,0.36568952
-5.45972986,0.90389391,0.00292454,0.05590755,0.26285025,0.41548140,0.01121463,0.35987829
-5.45372686,0.88158966,0.00295194,0.04993284,0.23627665,0.41096683,0.01034879,0.35461154
-5.44772386,0.86197258,0.00297644,0.04486252,0.21308003,0.40705969,0.00958056,0.34977691
-5.44172086,0.84473844,0.00299697,0.04066947,0.19300832,0.40366083,0.00890310,0.34526553
-5.43571786,0.82957492,0.00301253,0.03732078,0.17579170,0.40066709,0.00830923,0.34097207
-5.42971486,0.81616594,0.00302220,0.03477919,0.16115082,0.39797241,0.00779164,0.33679481
-5.42371186,0.80419576,0.00302511,0.03300431,0.14880406,0.39546895,0.00734307,0.33263589
-5.41770885,0.79335295,0.00302048,0.03195349,0.13847393,0.39304848,0.00695644,0.32840170
-5.41170585,0.78333437,0.00300758,0.03158238,0.12989236,0.39060397,0.00662494,0.32400367
-5.40570285,0.77384915,0.00298576,0.03184513,0.12280502,0.38803137,0.00634211,0.31935929
-5.39969985,0.76462285,0.00295450,0.03269448,0.11697462,0.38523165,0.00610193,0.31439348
-5.39369685,0.75540149,0.00291338,0.03408150,0.11218325,0.38211293,0.00589878,0.30904019
-5.38769385,0.74595556,0.00286211,0.03595537,0.10823393,0.37859273,0.00572751,0.30324406
-5.38169085,0.73608380,0.00280059,0.03826302,0.10495141,0.37460010,0.00558340,0.29696218
-5.37568784,0.72561655,0.00272888,0.04094885,0.10218228,0.37007770,0.00546220,0.29016559
-5.36968484,0.71441868,0.00264727,0.04395461,0.09979464,0.36498357,0.00536010,0.28284066
-5.36368184,0.70239178,0.00255622,0.04721939,0.09767729,0.35929260,0.00527372,0.27499005
-5.35767884,0.68947579,0.00245642,0.05067988,0.09573864,0.35299768,0.00520013,0.26663322
-5.35167584,0.67564977,0.00234876,0.05427092,0.09390544,0.34611031,0.00513681,0.25780647
-5.34567284,0.66093211,0.00223431,0.05792629,0.09212133,0.33866103,0.00508171,0.24856245
-5.33966983,0.64537999,0.00211431,0.06157982,0.09034540,0.33069930,0.00503320,0.23896929
-5.33366683,0.62908843,0.00199015,0.06516672,0.08855071,0.32229316,0.00499012,0.22910914
-5.32766383,0.61218880,0.00186332,0.06862511,0.08672295,0.31352870,0.00495180,0.21907654
-5.32166083,0.59484718,0.00173538,0.07189774,0.08485917,0.30450923,0.00491807,0.20897644
-5.31565783,0.57726245,0.00160794,0.07493368,0.08296658,0.29535446,0.00488928,0.19892211
-5.30965483,0.55966426,0.00148258,0.07769006,0.08106159,0.28619955,0.00486631,0.18903302
-5.30365183,0.54231104,0.00136089,0.08013361,0.07916890,0.27719416,0.00485061,0.17943275
-5.29764882,0.52548775,0.00124435,0.08224199,0.07732069,0.26850136,0.00484418,0.17024705
-5.29164582,0.50950367,0.00113440,0.08400486,0.07555594,0.26029655,0.00484958,0.16160206
-5.28564282,0.49468972,0.00103232,0.08542443,0.07391974,0.25276620,0.00486990,0.15362269
-5.27963982,0.48139557,0.00093930,0.08651570,0.07246262,0.24610630,0.00490872,0.14643126
-5.27363682,0.46998606,0.00085641,0.08730608,0.07123988,0.24052057,0.00497008,0.14014625
-5.26763382,0.46083695,0.00078456,0.08783460,0.07031074,0.23621820,0.00505836,0.13488127
-5.26163082,0.45432991,0.00072457,0.08815058,0.06973751,0.23341110,0.00517824,0.13074402
-5.25562781,0.45084648,0.00067711,0.08831186,0.06958454,0.23231061,0.00533453,0.12783542
-5.24962481,0.45076116,0.00064277,0.08838265,0.06991711,0.23312357,0.00553207,0.12624862
-5.24362181,0.45443358,0.00062202,0.08843110,0.07080011,0.23604785,0.00577559,0.12606808
-5.23761881,0.46219987,0.00061527,0.08852667,0.07229662,0.24126733,0.00606953,0.12736856
-5.23161581,0.47436352,0.00062286,0.08873739,0.07446644,0.24894646,0.00641791,0.13021404
-5.22561281,0.49118579,0.00064506,0.08912725,0.07736452,0.25922453,0.00682415,0.13465664
-5.21960980,0.51287626,0.00068209,0.08975369,0.08103935,0.27220985,0.00729093,0.14073548
-5.21360680,0.53958367,0.00073414,0.09066541,0.08553144,0.28797404,0.00782008,0.14847560
-5.20760380,0.57138749,0.00080135,0.09190052,0.09087187,0.30654669,0.00841242,0.15788690
-5.20160080,0.60829073,0.00088379,0.09348517,0.09708092,0.32791068,0.00906775,0.16896326
-5.19559780,0.65021407,0.00098151,0.09543269,0.10416698,0.35199830,0.00978472,0.18168177
-5.18959480,0.69699192,0.00109449,0.09774324,0.11212557,0.37868850,0.01056086,0.19600217
-5.18359180,0.74837044,0.00122262,0.10040400,0.12093871,0.40780544,0.01139259,0.21186653
-5.17758879,0.80400772,0.00136572,0.10338985,0.13057449,0.43911845,0.01227525,0.22919912
-5.17158579,0.86347629,0.00152346,0.10666454,0.14098694,0.47234361,0.01320323,0.24790655
-5.16558279,0.92626773,0.00169544,0.11018220,0.15211620,0.50714687,0.01417004,0.26787815
-5.15957979,0.99179955,0.00188104,0.11388913,0.16388892,0.54314871,0.01516850,0.28898647
-5.15357679,1.05942385,0.00207952,0.11772581,0.17621897,0.57993038,0.01619085,0.31108804
-5.14757379,1.12843768,0.00228991,0.12162900,0.18900831,0.61704137,0.01722897,0.33402420
-5.14157079,1.19809483,0.00251105,0.12553380,0.20214813,0.65400807,0.01827456,0.35762211
-5.13556778,1.26761854,0.00274153,0.12937567,0.21552020,0.69034332,0.01931927,0.38169587
-5.12956478,1.33621490,0.00297972,0.13309222,0.22899832,0.72555648,0.02035496,0.40604772
-5.12356178,1.40308668,0.00322372,0.13662478,0.24244999,0.75916392,0.02137381,0.43046949
-5.11755878,1.46744711,0.00347139,0.13991970,0.25573819,0.79069936,0.02236846,0.45474414
-5.11155578,1.52853344,0.00372037,0.14292939,0.26872336,0.81972396,0.02333219,0.47864764
-5.10555278,1.58562007,0.00396806,0.14561298,0.28126545,0.84583580,0.02425897,0.50195109
-5.09954977,1.63803099,0.00421169,0.14793681,0.29322614,0.86867845,0.02514359,0.52442331
-5.09354677,1.68515146,0.00444832,0.14987458,0.30447118,0.88794847,0.02598172,0.54583379
-5.08754377,1.72643872,0.00467493,0.15140735,0.31487279,0.90340161,0.02676990,0.56595612
-5.08154077,1.76143169,0.00488846,0.15252339,0.32431223,0.91485763,0.02750560,0.58457197
-5.07553777,1.78975960,0.00508591,0.15321785,0.33268235,0.92220359,0.02818722,0.60147541
-5.06953477,1.81114928,0.00526437,0.15349251,0.33989012,0.92539562,0.02881403,0.61647768
-5.06353177,1.82543125,0.00542116,0.15335538,0.34585912,0.92445916,0.02938615,0.62941219
-5.05752876,1.83254425,0.00555389,0.15282032,0.35053191,0.91948769,0.02990447,0.64013960
-5.05152576,1.83253813,0.00566058,0.15190681,0.35387205,0.91064003,0.03037060,0.64855280
-5.04552276,1.82557504,0.00573971,0.15063959,0.35586592,0.89813638,0.03078672,0.65458152
-5.03951976,1.81192857,0.00579032,0.14904839,0.35652398,0.88225309,0.03115549,0.65819638
-5.03351676,1.79198086,0.00581210,0.14716772,0.35588160,0.86331643,0.03147996,0.65941206
-5.02751376,1.76621733,0.00580539,0.14503654,0.35399921,0.84169546,0.03176335,0.65828940
-5.02151076,1.73521928,0.00577125,0.14269792,0.35096186,0.81779419,0.03200900,0.65493626
-5.01550775,1.69965398,0.00571148,0.14019868,0.34687797,0.79204320,0.03222016,0.64950684
-5.00950475,1.66026258,0.00562856,0.13758882,0.34187746,0.76489084,0.03239989,0.64219961
-5.00350175,1.61784587,0.00552565,0.13492094,0.33610906,0.73679437,0.03255092,0.63325358
-4.99749875,1.57324816,0.00540651,0.13224940,0.32973709,0.70821093,0.03267557,0.62294311
-4.99149575,1.52733958,0.00527541,0.12962940,0.32293754,0.67958884,0.03277565,0.61157134
-4.98549275,1.48099727,0.00513702,0.12711597,0.31589375,0.65135917,0.03285246,0.59946243
-4.97948974,1.43508589,0.00499628,0.12476273,0.30879171,0.62392778,0.03290674,0.58695285
-4.97348674,1.39043797,0.00485823,0.12262059,0.30181515,0.59766807,0.03293877,0.57438203
-4.96748374,1.34783471,0.00472789,0.12073648,0.29514059,0.57291445,0.03294842,0.56208268
-4.96148074,1.30798771,0.00461007,0.11915191,0.28893251,0.54995675,0.03293529,0.55037120
-4.95547774,1.27152226,0.00450920,0.11790164,0.28333881,0.52903559,0.03289885,0.53953837
-4.94947474,1.23896262,0.00442922,0.11701247,0.27848662,0.51033881,0.03283866,0.52984084
-4.94347174,1.21071988,0.00437338,0.11650206,0.27447878,0.49399907,0.03275456,0.52149358
-4.93746873,1.18708260,0.00434417,0.11637801,0.27139094,0.48009261,0.03264688,0.51466364
-4.93146573,1.16821080,0.00434318,0.11663718,0.26926952,0.46863918,0.03251664,0.50946546
-4.92546273,1.15413333,0.00437105,0.11726519,0.26813045,0.45960326,0.03236572,0.50595778
-4.91945973,1.14474892,0.00442742,0.11823641,0.26795900,0.45289641,0.03219700,0.50414245
-4.91345673,1.13983086,0.00451095,0.11951414,0.26871046,0.44838087,0.03201448,0.50396505
-4.90745373,1.13903535,0.00461932,0.12105128,0.27031182,0.44587428,0.03182328,0.50531739
-4.90145073,1.14191328,0.00474931,0.12279132,0.27266446,0.44515539,0.03162965,0.50804176
-4.89544772,1.14792527,0.00489690,0.12466976,0.27564765,0.44597083,0.03144086,0.51193695
-4.88944472,1.15645954,0.00505741,0.12661588,0.27912292,0.44804268,0.03126506,0.51676568
-4.88344172,1.16685217,0.00522564,0.12855478,0.28293902,0.45107665,0.03111105,0.52226329
-4.87743872,1.17840907,0.00539609,0.13040984,0.28693755,0.45477083,0.03098800,0.52814742
-4.87143572,1.19042919,0.00556310,0.13210523,0.29095879,0.45882461,0.03090513,0.53412831
-4.86543272,1.20222802,0.00572111,0.13356863,0.29484776,0.46294762,0.03087137,0.53991935
-4.85942971,1.21316071,0.00586485,0.13473398,0.29846025,0.46686846,0.03089494,0.54524754
-4.85342671,1.22264388,0.00598955,0.13554417,0.30166845,0.47034274,0.03098299,0.54986346
-4.84742371,1.23017552,0.00609109,0.13595344,0.30436617,0.47316046,0.03114119,0.55355027
-4.84142071,1.23535191,0.00616625,0.13592964,0.30647327,0.47515213,0.03137340,0.55613154
-4.83541771,1.23788124,0.00621275,0.13545598,0.30793920,0.47619368,0.03168132,0.55747751
-4.82941471,1.23759302,0.00622946,0.13453235,0.30874536,0.47620978,0.03206423,0.55750953
-4.82341171,1.23444321,0.00621638,0.13317605,0.30890635,0.47517552,0.03251878,0.55620251
-4.81740870,1.22851455,0.00617470,0.13142190,0.30846987,0.47311635,0.03303890,0.55358527
-4.81140570,1.22001231,0.00610682,0.12932173,0.30751525,0.47010625,0.03361577,0.54973888
-4.80540270,1.20925542,0.00601623,0.12694319,0.30615072,0.46626418,0.03423787,0.54479288
-4.79939970,1.19666336,0.00590745,0.12436796,0.30450945,0.46174907,0.03489119,0.53891971
-4.79339670,1.18273947,0.00578591,0.12168934,0.30274450,0.45675330,0.03555949,0.53232759
-4.78739370,1.16805111,0.00565772,0.11900940,0.30102276,0.45149514,0.03622471,0.52525195
-4.78139070,1.15320757,0.00552956,0.11643568,0.29951831,0.44621028,0.03686742,0.51794608
-4.77538769,1.13883658,0.00540837,0.11407762,0.29840526,0.44114285,0.03746738,0.51067110
-4.76938469,1.12556020,0.00530120,0.11204280,0.29785033,0.43653620,0.03800413,0.50368578
-4.76338169,1.11397106,0.00521493,0.11043320,0.29800564,0.43262378,0.03845767,0.49723658
-4.75737869,1.10460974,0.00515603,0.10934153,0.29900171,0.42962046,0.03880905,0.49154822
-4.75137569,1.09794413,0.00513037,0.10884778,0.30094121,0.42771449,0.03904106,0.48681523
-4.74537269,1.09435141,0.00514296,0.10901621,0.30389351,0.42706055,0.03913876,0.48319462
-4.73936968,1.09410331,0.00519777,0.10989268,0.30789033,0.42777393,0.03909004,0.48079999
-4.73336668,1.09735514,0.00529758,0.11150271,0.31292275,0.42992611,0.03888600,0.47969735
-4.72736368,1.10413893,0.00544384,0.11385009,0.31893951,0.43354197,0.03852126,0.47990259
-4.72136068,1.11436106,0.00563659,0.11691618,0.32584707,0.43859862,0.03799417,0.48138082
-4.71535768,1.12780437,0.00587439,0.12066002,0.33351104,0.44502605,0.03730677,0.48404765
-4.70935468,1.14413481,0.00615432,0.12501913,0.34175940,0.45270946,0.03646479,0.48777217
-4.70335168,1.16291257,0.00647204,0.12991105,0.35038716,0.46149343,0.03547734,0.49238180
-4.69734867,1.18360739,0.00682188,0.13523559,0.35916244,0.47118773,0.03435665,0.49766872
-4.69134567,1.20561751,0.00719695,0.14087766,0.36783387,0.48157460,0.03311757,0.50339772
-4.68534267,1.22829197,0.00758935,0.14671069,0.37613893,0.49241747,0.03177714,0.50931529
-4.67933967,1.25095541,0.00799041,0.15260036,0.38381311,0.50347060,0.03035399,0.51515968
-4.67333667,1.27293458,0.00839089,0.15840876,0.39059938,0.51448964,0.02886783,0.52067149
-4.66733367,1.29358570,0.00878132,0.16399860,0.39625788,0.52524237,0.02733885,0.52560465
-4.66133067,1.31232171,0.00915226,0.16923745,0.40057518,0.53551959,0.02578726,0.52973721
-4.65532766,1.32863825,0.00949464,0.17400183,0.40337299,0.54514538,0.02423281,0.53288165
-4.64932466,1.34213747,0.00980002,0.17818100,0.40451580,0.55398653,0.02269440,0.53489439
-4.64332166,1.35254853,0.01006090,0.18168030,0.40391728,0.56196046,0.02118977,0.53568393
-4.63731866,1.35974395,0.01027098,0.18442390,0.40154509,0.56904145,0.01973531,0.53521754
-4.63131566,1.36375106,0.01042537,0.18635697,0.39742390,0.57526462,0.01834591,0.53352599
-4.62531266,1.36475779,0.01052075,0.18744697,0.39163657,0.58072753,0.01703490,0.53070627
-4.61930965,1.36311264,0.01055549,0.18768425,0.38432342,0.58558914,0.01581410,0.52692202
-4.61330665,1.35931854,0.01052975,0.18708186,0.37567959,0.59006601,0.01469387,0.52240173
-4.60730365,1.35402074,0.01044539,0.18567445,0.36595067,0.59442604,0.01368321,0.51743474
-4.60130065,1.34798928,0.01030598,0.18351663,0.35542671,0.59897962,0.01278995,0.51236498
-4.59529765,1.34209645,0.01011664,0.18068052,0.34443497,0.60406878,0.01202090,0.50758301
-4.58929465,1.33729034,0.00988388,0.17725285,0.33333157,0.61005465,0.01138194,0.50351621
-4.58329165,1.33456531,0.00961535,0.17333164,0.32249243,0.61730377,0.01087824,0.50061784
-4.57728864,1.33493070,0.00931960,0.16902262,0.31230375,0.62617388,0.01051430,0.49935506
-4.57128564,1.33937882,0.00900584,0.16443549,0.30315243,0.63699972,0.01029406,0.50019646
-4.56528264,1.34885364,0.00868356,0.15968030,0.29541655,0.65007970,0.01022090,0.50359940
-4.55927964,1.36422115,0.00836231,0.15486390,0.28945637,0.66566371,0.01029766,0.50999763
-4.55327664,1.38624245,0.00805138,0.15008678,0.28560580,0.68394295,0.01052656,0.51978935
-4.54727364,1.41555055,0.00775953,0.14544023,0.28416472,0.70504192,0.01090912,0.53332630
-4.54127064,1.45263131,0.00749477,0.14100408,0.28539212,0.72901309,0.01144603,0.55090378
-4.53526763,1.49780929,0.00726413,0.13684494,0.28950016,0.75583435,0.01213696,0.57275210
-4.52926463,1.55123833,0.00707351,0.13301497,0.29664928,0.78540925,0.01298045,0.59902945
-4.52326163,1.61289724,0.00692753,0.12955133,0.30694423,0.81756996,0.01397368,0.62981628
-4.51725863,1.68259013,0.00682944,0.12647612,0.32043117,0.85208265,0.01511231,0.66511135
-4.51125563,1.75995113,0.00678109,0.12379686,0.33709576,0.88865508,0.01639028,0.70482940
-4.50525263,1.84445297,0.00678291,0.12150738,0.35686232,0.92694563,0.01779975,0.74880042
-4.49924962,1.93541894,0.00683393,0.11958921,0.37959397,0.96657364,0.01933091,0.79677060
-4.49324662,2.03203737,0.00693185,0.11801311,0.40509389,1.00713013,0.02097198,0.84840475
-4.48724362,2.13337822,0.00707312,0.11674092,0.43310768,1.04818869,0.02270920,0.90329038
-4.48124062,2.23841101,0.00725306,0.11572749,0.46332675,1.08931578,0.02452688,0.96094314
-4.47523762,2.34602366,0.00746600,0.11492266,0.49539291,1.13008017,0.02640753,1.02081361
-4.46923462,2.45504156,0.00770545,0.11427320,0.52890405,1.17006102,0.02833207,1.08229549
-4.46323162,2.56424668,0.00796424,0.11372464,0.56342084,1.20885456,0.03028006,1.14473481
-4.45722861,2.67239619,0.00823474,0.11322302,0.59847446,1.24607905,0.03223003,1.20744024
-4.45122561,2.77824059,0.00850904,0.11271632,0.63357520,1.28137820,0.03415982,1.26969411
-4.44522261,2.88054093,0.00877913,0.11215582,0.66822166,1.31442299,0.03604698,1.33076420
-4.43921961,2.97808530,0.00903716,0.11149712,0.70191055,1.34491229,0.03786919,1.38991584
-4.43321661,3.06970437,0.00927554,0.11070098,0.73414667,1.37257240,0.03960466,1.44642415
-4.42721361,3.15428607,0.00948725,0.10973391,0.76445281,1.39715605,0.04123258,1.49958626
-4.42121061,3.23078949,0.00966590,0.10856856,0.79237946,1.41844102,0.04273343,1.54873316
-4.41520760,3.29825796,0.00980598,0.10718390,0.81751377,1.43622899,0.04408939,1.59324099
-4.40920460,3.35583149,0.00990295,0.10556520,0.83948774,1.45034479,0.04528461,1.63254153
-4.40320160,3.40275850,0.00995339,0.10370388,0.85798536,1.46063646,0.04630541,1.66613178
-4.39719860,3.43840700,0.00995504,0.10159724,0.87274835,1.46697638,0.04714051,1.69358243
-4.39119560,3.46227506,0.00990690,0.09924806,0.88358060,1.46926341,0.04778110,1.71454511
-4.38519260,3.47400071,0.00980925,0.09666412,0.89035109,1.46742641,0.04822090,1.72875842
-4.37918959,3.47337099,0.00966359,0.09385770,0.89299537,1.46142876,0.04845616,1.73605265
-4.37318659,3.46033021,0.00947267,0.09084499,0.89151549,1.45127388,0.04848562,1.73635325
-4.36718359,3.43498697,0.00924033,0.08764557,0.88597867,1.43701154,0.04831041,1.72968290
-4.36118059,3.39761989,0.00897148,0.08428177,0.87651468,1.41874443,0.04793396,1.71616243
-4.35517759,3.34868153,0.00867188,0.08077818,0.86331213,1.39663476,0.04736187,1.69601032
-4.34917459,3.28880032,0.00834808,0.07716110,0.84661383,1.37091043,0.04660181,1.66954094
-4.34317159,3.21877991,0.00800718,0.07345811,0.82671135,1.34187021,0.04566337,1.63716147
-4.33716858,3.13959574,0.00765666,0.06969759,0.80393906,1.30988757,0.04455797,1.59936738
-4.33116558,3.05238827,0.00730424,0.06590839,0.77866754,1.27541283,0.04329873,1.55673649
-4.32516258,2.95845278,0.00695764,0.06211952,0.75129675,1.23897311,0.04190039,1.50992148
-4.31915958,2.85922530,0.00662444,0.05835990,0.72224890,1.20117003,0.04037920,1.45964099
-4.31315658,2.75626485,0.00631187,0.05465817,0.69196117,1.16267482,0.03875279,1.40666911
-4.30715358,2.65123187,0.00602669,0.05104258,0.66087838,1.12422099,0.03704012,1.35182342
