energy_ev,total_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.57978989,6.16942734,2.78692227,2.42779270,0.05088265,4.11248858,0.31979391,0.00067320
-5.57378689,6.29208500,2.83159199,2.50819489,0.05150787,4.20854972,0.32221553,0.00067352
-5.56778389,6.40651464,2.87113527,2.59089294,0.05193834,4.30193274,0.32339980,0.00067117
-5.56178089,6.51357990,2.90598593,2.67575480,0.05219217,4.39292338,0.32347435,0.00066646
-5.55577789,6.61432477,2.93670076,2.76260275,0.05229164,4.48186865,0.32259278,0.00065977
-5.54977489,6.70987231,2.96391521,2.85117706,0.05226218,4.56911215,0.32092859,0.00065152
-5.54377189,6.80132106,2.98829706,2.94110218,0.05213128,4.65492964,0.31866851,0.00064217
-5.53776888,6.88964586,3.01050099,3.03185813,0.05192721,4.73946963,0.31600555,0.00063221
-5.53176588,6.97560938,3.03112702,3.12275978,0.05167787,4.82270304,0.31313211,0.00062211
-5.52576288,7.05968993,3.05068525,3.21294578,0.05140950,4.90438567,0.31023339,0.00061232
-5.51975988,7.14203012,3.06956905,3.30137877,0.05114570,4.98403620,0.30748155,0.00060329
-5.51375688,7.22240898,3.08803788,3.38685731,0.05090641,5.06093128,0.30503072,0.00059539
-5.50775388,7.30023915,3.10621058,3.46803962,0.05070726,5.13411819,0.30301308,0.00058897
-5.50175088,7.37458845,3.12406881,3.54347801,0.05055898,5.20244437,0.30153605,0.00058428
-5.49574787,7.44422394,3.14146993,3.61166253,0.05046721,5.26460183,0.30068074,0.00058152
-5.48974487,7.50767479,3.15816765,3.67107145,0.05043240,5.31918351,0.30050147,0.00058082
-5.48374187,7.56330941,3.17383855,3.72022598,0.05045008,5.36474788,0.30102625,0.00058223
-5.47773887,7.60942116,3.18811192,3.75774609,0.05051123,5.39988762,0.30225821,0.00058570
-5.47173587,7.64431690,3.20060051,3.78240436,0.05060291,5.42329782,0.30417758,0.00059114
-5.46573287,7.66640244,3.21092953,3.79317501,0.05070897,5.43383938,0.30674415,0.00059838
-5.45972986,7.67425961,3.21876170,3.78927526,0.05081092,5.43059388,0.30989996,0.00060718
-5.45372686,7.66671029,3.22381648,3.77019708,0.05088875,5.41290639,0.31357195,0.00061725
-5.44772386,7.64286417,3.22588216,3.73572762,0.05092188,5.38041410,0.31767460,0.00062827
-5.44172086,7.60214802,3.22482006,3.68595754,0.05089000,5.33305939,0.32211225,0.00063987
-5.43571786,7.54431584,3.22056091,3.62127716,0.05077383,5.27108703,0.32678113,0.00065164
-5.42971486,7.46944064,3.21309405,3.54236095,0.05055582,5.19502640,0.33157111,0.00066319
-5.42371186,7.37788973,3.20245066,3.45014160,0.05022076,5.10566043,0.33636710,0.00067411
-5.41770885,7.27028655,3.18868279,3.34577543,0.04975616,5.00398394,0.34105028,0.00068398
-5.41170585,7.14746278,3.17184017,3.23060125,0.04915263,4.89115428,0.34549920,0.00069242
-5.40570285,7.01040490,3.15194718,3.10609496,0.04840399,4.76843796,0.34959085,0.00069907
-5.39969985,6.86019927,3.12898188,2.97382246,0.04750739,4.63715651,0.35320183,0.00070359
-5.39369685,6.69798002,3.10285946,2.83539288,0.04646325,4.49863516,0.35620974,0.00070570
-5.38769385,6.52488290,3.07342140,2.69241456,0.04527505,4.35415703,0.35849478,0.00070516
-5.38169085,6.34200799,3.04043175,2.54645519,0.04394921,4.20492523,0.35994173,0.00070180
-5.37568784,6.15039311,3.00358107,2.39900767,0.04249471,4.05203452,0.36044223,0.00069549
-5.36968484,5.95099855,2.96249792,2.25146242,0.04092283,3.89645340,0.35989723,0.00068617
-5.36368184,5.74470338,2.91676755,2.10508668,0.03924674,3.73901660,0.35821975,0.00067385
-5.35767884,5.53231200,2.86595646,1.96101064,0.03748119,3.58042752,0.35533764,0.00065858
-5.35167584,5.31456954,2.80964147,1.82022027,0.03564207,3.42126930,0.35119629,0.00064051
-5.34567284,5.09218369,2.74744122,1.68355589,0.03374610,3.26202284,0.34576109,0.00061980
-5.33966983,4.86585053,2.67904828,1.55171597,0.03181046,3.10308978,0.33901951,0.00059669
-5.33366683,4.63628174,2.60425968,1.42526481,0.02985245,2.94481829,0.33098271,0.00057145
-5.32766383,4.40423061,2.52300398,1.30464342,0.02788919,2.78752968,0.32168638,0.00054440
-5.32166083,4.17051487,2.43536317,1.19018241,0.02593737,2.63154373,0.31119095,0.00051586
-5.31565783,3.93603436,2.34158826,1.08211608,0.02401302,2.47720126,0.29958092,0.00048619
-5.30965483,3.70178263,2.24210755,0.98059699,0.02213127,2.32488275,0.28696345,0.00045576
-5.30365183,3.46885179,2.13752740,0.88571048,0.02030626,2.17502207,0.27346614,0.00042494
-5.29764882,3.23843062,2.02862558,0.79748859,0.01855098,2.02811517,0.25923417,0.00039407
-5.29164582,3.01179668,1.91633792,0.71592331,0.01687724,1.88472369,0.24442686,0.00036350
-5.28564282,2.79030327,1.80173922,0.64097896,0.01529562,1.74547412,0.22921387,0.00033356
-5.27963982,2.57536282,1.68601984,0.57260370,0.01381553,1.61105316,0.21377113,0.00030454
-5.27363682,2.36842810,1.57045954,0.51074036,0.01244522,1.48220032,0.19827677,0.00027671
-5.26763382,2.17097294,1.45640006,0.45533643,0.01119196,1.35969887,0.18290716,0.00025032
-5.26163082,1.98447401,1.34521821,0.40635374,0.01006210,1.24436610,0.16783331,0.00022557
-5.25562781,1.81039487,1.23830082,0.36377743,0.00906125,1.13704406,0.15321768,0.00020264
-5.24962481,1.65017330,1.13702269,0.32762458,0.00819450,1.03859133,0.13921156,0.00018167
-5.24362181,1.50521240,1.04272845,0.29795231,0.00746655,0.94987656,0.12595318,0.00016280
-5.23761881,1.37687570,0.95671876,0.27486510,0.00688192,0.87177385,0.11356636,0.00014613
-5.23161581,1.26648570,0.88024093,0.25852122,0.00644510,0.80516009,0.10215998,0.00013173
-5.22561281,1.17532531,0.81448361,0.24913793,0.00616071,0.75091370,0.09182803,0.00011968
-5.21960980,1.10464078,0.76057483,0.24699484,0.00603360,0.70991419,0.08265016,0.00011004
-5.21360680,1.05564479,0.71958251,0.25243528,0.00606889,0.68304177,0.07469280,0.00010286
-5.20760380,1.02951815,0.69251596,0.26586491,0.00627200,0.67117572,0.06801047,0.00009818
-5.20160080,1.02740806,0.68032730,0.28774723,0.00664858,0.67519073,0.06264738,0.00009607
-5.19559780,1.05042178,0.68391118,0.31859553,0.00720441,0.69594976,0.05863896,0.00009656
-5.18959480,1.09961379,0.70410161,0.35896092,0.00794517,0.73429274,0.05601341,0.00009972
-5.18359180,1.17596568,0.74166473,0.40941618,0.00887622,0.79102008,0.05479287,0.00010560
-5.17758879,1.28035800,0.79728670,0.47053544,0.01000232,0.86687061,0.05499438,0.00011425
-5.17158579,1.41353384,0.87155615,0.54286979,0.01132722,0.96249378,0.05663035,0.00012574
-5.16558279,1.57605485,0.96494122,0.62691910,0.01285328,1.07841634,0.05970859,0.00014011
-5.15957979,1.76825071,1.07776161,0.72310091,0.01458112,1.21500431,0.06423189,0.00015740
-5.15357679,1.99016380,1.21015639,0.83171704,0.01650915,1.37242139,0.07019710,0.00017764
-5.14757379,2.24149160,1.36204920,0.95291916,0.01863319,1.55058551,0.07759385,0.00020084
-5.14157079,2.52152972,1.53311233,1.08667472,0.02094619,1.74912544,0.08640294,0.00022696
-5.13556778,2.82911873,1.72273207,1.23273480,0.02343788,1.96734009,0.09659452,0.00025596
-5.12956478,3.16259860,1.92997761,1.39060550,0.02609461,2.20416276,0.10812624,0.00028774
-5.12356178,3.51977426,2.15357602,1.55952478,0.02889927,2.45813336,0.12094142,0.00032215
-5.11755878,3.89789573,2.39189580,1.73844630,0.03183132,2.72738095,0.13496746,0.00035901
-5.11155578,4.29365595,2.64294126,1.92603204,0.03486692,3.00961907,0.15011465,0.00039807
-5.10555278,4.70320894,2.90435982,2.12065485,0.03797924,3.30215590,0.16627535,0.00043902
-5.09954977,5.12220968,3.17346354,2.32041210,0.04113888,3.60192050,0.18332392,0.00048152
-5.09354677,5.54587673,3.44726575,2.52315095,0.04431439,3.90550602,0.20111717,0.00052516
-5.08754377,5.96907701,3.72253298,2.72650522,0.04747289,4.20922967,0.21949562,0.00056947
-5.08154077,6.38643117,3.99585130,2.92794342,0.05058082,4.50920842,0.23828539,0.00061395
-5.07553777,6.79243685,4.26370565,3.12482680,0.05360468,4.80144879,0.25730085,0.00065808
-5.06953477,7.18160586,4.52256972,3.31447574,0.05651182,5.08194766,0.27634775,0.00070129
-5.06353177,7.54861048,4.76900339,3.49424214,0.05927122,5.34680084,0.29522692,0.00074301
-5.05752876,7.88843317,4.99975388,3.66158536,0.06185425,5.59231520,0.31373828,0.00078267
-5.05152576,8.19651365,5.21185668,3.81414842,0.06423526,5.81511968,0.33168504,0.00081972
-5.04552276,8.46888690,5.40273174,3.94983144,0.06639218,6.01227054,0.34887782,0.00085363
-5.03951976,8.70230615,5.57027065,4.06685909,0.06830693,6.18134600,0.36513873,0.00088393
-5.03351676,8.89434482,5.71291077,4.16383896,0.06996568,6.32052605,0.38030496,0.00091021
-5.02751376,9.04347303,5.82969246,4.23980804,0.07135895,6.42865326,0.39423198,0.00093212
-5.02151076,9.14910446,5.92029670,4.29426526,0.07248162,6.50527194,0.40679606,0.00094941
-5.01550775,9.21161146,5.98506079,4.32718831,0.07333271,6.55064316,0.41789610,0.00096191
-5.00950475,9.23230735,6.02497103,4.33903376,0.07391508,6.56573506,0.42745472,0.00096956
-5.00350175,9.21339632,6.04163232,4.33072064,0.07423499,6.55218821,0.43541854,0.00097240
-4.99749875,9.15789318,6.03721545,4.30359769,0.07430165,6.51225778,0.44175782,0.00097057
-4.99149575,9.06951628,6.01438421,4.25939608,0.07412662,6.44873456,0.44646533,0.00096433
-4.98549275,8.95255810,5.97620491,4.20016926,0.07372327,6.36484844,0.44955475,0.00095400
-4.97948974,8.81173915,5.92604192,4.12822286,0.07310625,6.26415836,0.45105857,0.00094002
-4.97348674,8.65205123,5.86744338,4.04603739,0.07229102,6.15043328,0.45102570,0.00092287
-4.96748374,8.47859634,5.80402145,3.95618709,0.07129338,6.02752926,0.44951894,0.00090309
-4.96148074,8.29642781,5.73933166,3.86125818,0.07012918,5.89926730,0.44661242,0.00088128
-4.95547774,8.11039946,5.67675591,3.76376972,0.06881410,5.76931683,0.44238905,0.00085804
-4.94947474,7.92502826,5.61939343,3.66610009,0.06736353,5.64108905,0.43693833,0.00083397
-4.94347174,7.74437510,5.56996340,3.57042153,0.06579256,5.51764365,0.43035423,0.00080965
-4.93746873,7.57194720,5.53072266,3.47864504,0.06411609,5.40161195,0.42273359,0.00078565
-4.93146573,7.41062476,5.50340105,3.39237701,0.06234896,5.29513843,0.41417474,0.00076246
-4.92546273,7.26261318,5.48915638,3.31288876,0.06050621,5.19984194,0.40477655,0.00074050
-4.91945973,7.12942129,5.48855014,3.24109928,0.05860334,5.11679688,0.39463778,0.00072013
-4.91345673,7.01186495,5.50154440,3.17757113,0.05665657,5.04653400,0.38385675,0.00070162
-4.90745373,6.91009432,5.52751956,3.12251888,0.05468317,4.98905978,0.37253127,0.00068515
-4.90145073,6.82364284,5.56531198,3.07582898,0.05270162,4.94389242,0.36075872,0.00067079
-4.89544772,6.75149455,5.61326963,3.03708978,0.05073187,4.91011262,0.34863635,0.00065855
-4.88944472,6.69216683,5.66932371,3.00562986,0.04879543,4.88642612,0.33626157,0.00064834
-4.88344172,6.64380441,5.73107325,2.98056295,0.04691544,4.87123561,0.32373236,0.00064000
-4.87743872,6.60428106,5.79587961,2.96083735,0.04511661,4.86271860,0.31114762,0.00063331
-4.87143572,6.57130479,5.86096724,2.94528789,0.04342508,4.85890854,0.29860749,0.00062799
-4.86543272,6.54252264,5.92352697,2.93268834,0.04186818,4.85777604,0.28621357,0.00062376
-4.85942971,6.51562138,5.98081810,2.92180244,0.04047413,4.85730731,0.27406906,0.00062029
-4.85342671,6.48842047,6.03026538,2.91143176,0.03927154,4.85557727,0.26227881,0.00061726
-4.84742371,6.45895423,6.06954731,2.90045872,0.03828892,4.85081490,0.25094914,0.00061438
-4.84142071,6.42554053,6.09667269,2.88788361,0.03755404,4.84145876,0.24018764,0.00061136
-4.83541771,6.38683370,6.11004243,2.87285435,0.03709323,4.82620118,0.23010272,0.00060797
-4.82941471,6.34186043,6.10849476,2.85468832,0.03693062,4.80401987,0.22080306,0.00060402
-4.82341171,6.29003752,6.09133209,2.83288585,0.03708735,4.77419635,0.21239687,0.00059939
-4.81740870,6.23117166,6.05832927,2.80713522,0.03758069,4.73632105,0.20499103,0.00059398
-4.81140570,6.16544167,6.00972313,2.77730948,0.03842322,4.69028551,0.19869000,0.00058778
-4.80540270,6.09336484,5.94618450,2.74345556,0.03962205,4.63626261,0.19359472,0.00058082
-4.79939970,6.01574918,5.86877457,2.70577668,0.04117810,4.57467628,0.18980123,0.00057319
-4.79339670,5.93363455,5.77888783,2.66460918,0.04308545,4.50616245,0.18739930,0.00056499
-4.78739370,5.84822562,5.67818493,2.62039506,0.04533090,4.43152358,0.18647094,0.00055640
-4.78139070,5.76082033,5.56851869,2.57365180,0.04789372,4.35167915,0.18708886,0.00054757
-4.77538769,5.67273743,5.45185694,2.52494112,0.05074559,4.26761453,0.18931487,0.00053869
-4.76938469,5.58524672,5.33020581,2.47483804,0.05385084,4.18033108,0.19319836,0.00052995
-4.76338169,5.49950549,5.20553690,2.42390201,0.05716696,4.09079963,0.19877474,0.00052152
-4.75737869,5.41650411,5.07972134,2.37265129,0.06064539,3.99991963,0.20606394,0.00051355
-4.75137569,5.33702315,4.95447337,2.32154173,0.06423264,3.90848568,0.21506901,0.00050619
-4.74537269,5.26160394,4.83130516,2.27095077,0.06787163,3.81716293,0.22577479,0.00049952
-4.73936968,5.19053346,4.71149417,2.22116729,0.07150328,3.72647186,0.23814661,0.00049363
-4.73336668,5.12384358,4.59606346,2.17238737,0.07506826,3.63678307,0.25212923,0.00048855
-4.72736368,5.06132434,4.48577464,2.12471593,0.07850891,3.54832136,0.26764573,0.00048429
-4.72136068,5.00254955,4.38113262,2.07817370,0.08177109,3.46117874,0.28459672,0.00048083
-4.71535768,4.94691297,4.28240065,2.03270896,0.08480605,3.37533468,0.30285962,0.00047811
-4.70935468,4.89367242,4.18962396,1.98821296,0.08757214,3.29068238,0.32228821,0.00047607
-4.70335168,4.84199914,4.10265976,1.94453800,0.09003625,3.20705892,0.34271252,0.00047463
-4.69734867,4.79102953,4.02121163,1.90151711,0.09217500,3.12427756,0.36393909,0.00047369
-4.69134567,4.73991631,3.94486612,1.85898399,0.09397551,3.04216003,0.38575170,0.00047315
-4.68534267,4.68787674,3.87312972,1.81679233,0.09543575,2.96056726,0.40791280,0.00047292
-4.67933967,4.63423552,3.80546467,1.77483339,0.09656450,2.87942669,0.43016550,0.00047290
-4.67333667,4.57846087,3.74132236,1.73305119,0.09738075,2.79875511,0.45223657,0.00047300
-4.66733367,4.52019260,3.68017354,1.69145468,0.09791280,2.71867608,0.47384015,0.00047316
-4.66133067,4.45926173,3.62153500,1.65012664,0.09819683,2.63943138,0.49468257,0.00047329
-4.65532766,4.39570166,3.56499258,1.60922913,0.09827529,2.56138658,0.51446801,0.00047336
-4.64932466,4.32975166,3.51022092,1.56900562,0.09819494,2.48503084,0.53290514,0.00047332
-4.64332166,4.26185333,3.45700010,1.52978017,0.09800477,2.41097156,0.54971452,0.00047315
-4.63731866,4.19264168,3.40523003,1.49195392,0.09775391,2.33992481,0.56463672,0.00047282
-4.63131566,4.12293183,3.35494273,1.45599948,0.09748950,2.27270238,0.57744078,0.00047234
-4.62531266,4.05370300,3.30631317,1.42245366,0.09725478,2.21019639,0.58793286,0.00047172
-4.61930965,3.98608077,3.25966854,1.39190903,0.09708738,2.15336256,0.59596472,0.00047098
-4.61330665,3.92131888,3.21549618,1.36500474,0.09701792,2.10320285,0.60144162,0.00047015
-4.60730365,3.86078092,3.17444950,1.34241678,0.09706895,2.06074803,0.60432941,0.00046930
-4.60130065,3.80592257,3.13735154,1.32484795,0.09725433,2.02704078,0.60466035,0.00046849
-4.59529765,3.75827406,3.10519511,1.31301752,0.09757895,2.00311927,0.60253739,0.00046781
-4.58929465,3.71942272,3.07913874,1.30765052,0.09803895,1.99000130,0.59813657,0.00046738
-4.58329165,3.69099488,3.06049715,1.30946643,0.09862227,1.98866863,0.59170745,0.00046735
-4.57728864,3.67463646,3.05072552,1.31916710,0.09930960,2.00005130,0.58357130,0.00046787
-4.57128564,3.67199132,3.05139644,1.33742369,0.10007560,2.02501125,0.57411699,0.00046914
-4.56528264,3.68467670,3.06416921,1.36486236,0.10089041,2.06432510,0.56379473,0.00047139
-4.55927964,3.71425516,3.09075114,1.40204859,0.10172129,2.11866546,0.55310755,0.00047486
-4.55327664,3.76220254,3.13285112,1.44947031,0.10253446,2.18858093,0.54260084,0.00047983
-4.54727364,3.82987217,3.19212612,1.50751981,0.10329686,2.27447455,0.53285010,0.00048661
-4.54127064,3.91845547,3.27012191,1.57647491,0.10397795,2.37658135,0.52444720,0.00049550
-4.53526763,4.02893993,3.36820961,1.65647992,0.10455136,2.49494534,0.51798545,0.00050683
-4.52926463,4.16206548,3.48752024,1.74752716,0.10499638,2.62939704,0.51404383,0.00052092
-4.52326163,4.31828098,3.62887974,1.84943974,0.10529919,2.77953264,0.51317081,0.00053808
-4.51725863,4.49770244,3.79274728,1.96185682,0.10545379,2.94469603,0.51586807,0.00055862
-4.51125563,4.70007530,3.97915966,2.08422212,0.10546262,3.12396531,0.52257453,0.00058281
-4.50525263,4.92474258,4.18768482,2.21577697,0.10533677,3.31614510,0.53365117,0.00061086
-4.49924962,5.17062137,4.41738719,2.35555850,0.10509585,3.51976601,0.54936702,0.00064294
-4.49324662,5.43618941,4.66680725,2.50240416,0.10476740,3.73309258,0.56988672,0.00067918
-4.48724362,5.71948360,4.93395754,2.65496270,0.10438604,3.95414027,0.59526015,0.00071959
-4.48124062,6.01811185,5.21633644,2.81171231,0.10399213,4.18070232,0.62541444,0.00076414
-4.47523762,6.32927903,5.51096054,2.97098566,0.10363024,4.41038618,0.66014890,0.00081268
-4.46923462,6.64982744,5.81441578,3.13100149,0.10334734,4.64065924,0.69913314,0.00086498
-4.46323162,6.97629146,6.12292640,3.28990220,0.10319077,4.86890267,0.74190875,0.00092073
-4.45722861,7.30496545,6.43244024,3.44579623,0.10320623,5.09247195,0.78789475,0.00097951
-4.45122561,7.63198322,6.73872794,3.59680394,0.10343563,5.30876210,0.83639693,0.00104082
-4.44522261,7.95340683,7.03749283,3.74110538,0.10391518,5.51527511,0.88662119,0.00110408
-4.43921961,8.26532190,7.32448780,3.87698807,0.10467352,5.70968708,0.93769059,0.00116865
-4.43321661,8.56393609,7.59563466,4.00289306,0.10573024,5.88991215,0.98866588,0.00123383
-4.42721361,8.84567709,7.84714154,4.11745711,0.10709462,6.05416040,1.03856910,0.00129887
-4.42121061,9.10728630,8.07561336,4.21954936,0.10876488,6.20098712,1.08640943,0.00136304
-4.41520760,9.34590419,8.27815069,4.30830070,0.11072778,6.32933092,1.13121060,0.00142556
-4.40920460,9.55914387,8.45243276,4.38312449,0.11295869,6.43853884,1.17203886,0.00148570
-4.40320160,9.74514923,8.59678050,4.44372768,0.11542217,6.52837687,1.20803046,0.00154277
-4.39719860,9.90263501,8.71019684,4.49011142,0.11807292,6.59902523,1.23841762,0.00159611
-4.39119560,10.03090672,8.79238187,4.52256137,0.12085708,6.65105813,1.26255176,0.00164514
-4.38519260,10.12985902,8.84372195,4.54162757,0.12371399,6.68540866,1.27992308,0.00168938
-4.37918959,10.19995235,8.86525288,4.54809495,0.12657803,6.70332015,1.29017566,0.00172841
-4.37318659,10.24216859,8.85859849,4.54294544,0.12938072,6.70628585,1.29311713,0.00176192
-4.36718359,10.25794727,8.82588717,4.52731342,0.13205285,6.69597951,1.28872280,0.00178970
-4.36118059,10.24910522,8.76965006,4.50243619,0.13452658,6.67417980,1.27713364,0.00181163
-4.35517759,10.21774316,8.69270542,4.46960182,0.13673747,6.64269183,1.25864857,0.00182768
-4.34917459,10.16614339,8.59803455,4.43009645,0.13862623,6.60326929,1.23371111,0.00183789
-4.34317159,10.09666344,8.48865505,4.38515341,0.14014029,6.55754060,1.20289123,0.00184239
-4.33716858,10.01163066,8.36749733,4.33590630,0.14123506,6.50694238,1.16686315,0.00184134
-4.33116558,9.91324283,8.23729023,4.28334822,0.14187479,6.45266321,1.12638026,0.00183496
-4.32516258,9.80347945,8.10046109,4.22829858,0.14203318,6.39560017,1.08224815,0.00182350
-4.31915958,9.68402819,7.95905488,4.17137927,0.14169355,6.33633008,1.03529722,0.00180720
-4.31315658,9.55622975,7.81467599,4.11300080,0.14084878,6.27509675,0.98635592,0.00178635
-4.30715358,9.42104395,7.66845522,4.05335910,0.13950089,6.21181466,0.93622583,0.00176120
