energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.65182591,2.33601499,0.58516013,0.53266434,0.01170913,0.48641553,0.92619442,0.00000000,0.93419145,0.44517812
-5.64582291,2.33406455,0.57200041,0.53039079,0.01067662,0.49250426,0.91525594,0.00000000,0.93629902,0.44853963
-5.63981991,2.33736546,0.56149655,0.52840368,0.00968643,0.49922615,0.90782089,0.00000000,0.94058219,0.45258945
-5.63381691,2.34535131,0.55362990,0.52656514,0.00874701,0.50646243,0.90367590,0.00000000,0.94685917,0.45718427
-5.62781391,2.35733831,0.54831664,0.52473450,0.00786526,0.51408251,0.90252245,0.00000000,0.95488219,0.46216682
-5.62181091,2.37256075,0.54541674,0.52277625,0.00704648,0.52194936,0.90399456,0.00000000,0.96435094,0.46737240
-5.61580790,2.39020680,0.54474394,0.52056706,0.00629444,0.52992497,0.90767753,0.00000000,0.97492741,0.47263536
-5.60980490,2.40945284,0.54607589,0.51800158,0.00561145,0.53787547,0.91312650,0.00000000,0.98625101,0.47779531
-5.60380190,2.42949453,0.54916426,0.51499666,0.00499847,0.54567569,0.91988428,0.00000000,0.99795336,0.48270257
-5.59779890,2.44957318,0.55374410,0.51149392,0.00445520,0.55321269,0.92749737,0.00000000,1.00967179,0.48722283
-5.59179590,2.46899618,0.55954219,0.50746058,0.00398023,0.56038832,0.93552981,0.00000000,1.02106112,0.49124055
-5.58579290,2.48715083,0.56628410,0.50288858,0.00357122,0.56712036,0.94357428,0.00000000,1.03180300,0.49466108
-5.57978989,2.50351133,0.57369975,0.49779225,0.00322497,0.57334238,0.95126013,0.00000000,1.04161260,0.49741141
-5.57378689,2.51763912,0.58152747,0.49220462,0.00293764,0.57900239,0.95825851,0.00000000,1.05024250,0.49943961
-5.56778389,2.52917725,0.58951658,0.48617282,0.00270484,0.58406032,0.96428448,0.00000000,1.05748389,0.50071303
-5.56178089,2.53783983,0.59742870,0.47975285,0.00252176,0.58848467,0.96909650,0.00000000,1.06316522,0.50121553
-5.55577789,2.54339797,0.60503807,0.47300425,0.00238331,0.59224863,0.97249385,0.00000000,1.06714893,0.50094389
-5.54977489,2.54566382,0.61213110,0.46598479,0.00228424,0.59532608,0.97431233,0.00000000,1.06932667,0.49990393
-5.54377189,2.54447437,0.61850560,0.45874587,0.00221918,0.59768785,0.97441912,0.00000000,1.06961379,0.49810641
-5.53776888,2.53967680,0.62397008,0.45132875,0.00218279,0.59929853,0.97270726,0.00000000,1.06794367,0.49556331
-5.53176588,2.53111672,0.62834324,0.44376191,0.00216984,0.60011439,0.96909045,0.00000000,1.06426267,0.49228462
-5.52576288,2.51863079,0.63145428,0.43605975,0.00217522,0.60008251,0.96349877,0.00000000,1.05852621,0.48827602
-5.51975988,2.50204440,0.63314385,0.42822270,0.00219407,0.59914133,0.95587569,0.00000000,1.05069645,0.48353763
-5.51375688,2.48117504,0.63326611,0.42023875,0.00222180,0.59722274,0.94617675,0.00000000,1.04074191,0.47806384
-5.50775388,2.45584129,0.63169160,0.41208630,0.00225418,0.59425564,0.93437000,0.00000000,1.02863911,0.47184445
-5.50175088,2.42587688,0.62831108,0.40373809,0.00228733,0.59017076,0.92043820,0.00000000,1.01437614,0.46486682
-5.49574787,2.39114911,0.62303997,0.39516609,0.00231783,0.58490645,0.90438260,0.00000000,0.99795795,0.45711903
-5.48974487,2.35158011,0.61582322,0.38634696,0.00234267,0.57841517,0.88622801,0.00000000,0.97941287,0.44859372
-5.48374187,2.30716966,0.60664020,0.37726770,0.00235937,0.57067010,0.86602863,0.00000000,0.95879984,0.43929236
-5.47773887,2.25801765,0.59550935,0.36793126,0.00236592,0.56167146,0.84387420,0.00000000,0.93621572,0.42922960
-5.47173587,2.20434456,0.58249212,0.35836162,0.00236084,0.55145211,0.81989595,0.00000000,0.91180203,0.41843732
-5.46573287,2.14650828,0.56769588,0.34860822,0.00234312,0.54008190,0.79427170,0.00000000,0.88575044,0.40696813
-5.45972986,2.08501595,0.55127556,0.33874918,0.00231230,0.52767052,0.76722964,0.00000000,0.85830641,0.39489794
-5.45372686,2.02052946,0.53343374,0.32889346,0.00226835,0.51436844,0.73905051,0.00000000,0.82977063,0.38232745
-5.44772386,1.95386421,0.51441913,0.31918150,0.00221170,0.50036588,0.71006769,0.00000000,0.80049783,0.36938233
-5.44172086,1.88598049,0.49452327,0.30978441,0.00214319,0.48588975,0.68066511,0.00000000,0.77089284,0.35621208
-5.43571786,1.81796782,0.47407569,0.30090183,0.00206398,0.47119858,0.65127300,0.00000000,0.74140393,0.34298751
-5.42971486,1.75102267,0.45343762,0.29275823,0.00197556,0.45657577,0.62236145,0.00000000,0.71251369,0.32989712
-5.42371186,1.68642054,0.43299437,0.28559809,0.00187962,0.44232128,0.59443211,0.00000000,0.68472757,0.31714227
-5.41770885,1.62548346,0.41314691,0.27967998,0.00177806,0.42874236,0.56800818,0.00000000,0.65856083,0.30493161
-5.41170585,1.56954444,0.39430274,0.27526970,0.00167285,0.41614363,0.54362327,0.00000000,0.63452421,0.29347505
-5.40570285,1.51991031,0.37686656,0.27263290,0.00156603,0.40481696,0.52180936,0.00000000,0.61310903,0.28297738
-5.39969985,1.47782437,0.36123100,0.27202724,0.00145960,0.39503170,0.50308434,0.00000000,0.59477240,0.27363202
-5.39369685,1.44443053,0.34776771,0.27369436,0.00135553,0.38702569,0.48793963,0.00000000,0.57992299,0.26561518
-5.38769385,1.42073996,0.33681911,0.27785205,0.00125565,0.38099740,0.47682807,0.00000000,0.56890800,0.25908056
-5.38169085,1.40760154,0.32869094,0.28468656,0.00116165,0.37709943,0.47015265,0.00000000,0.56200189,0.25415494
-5.37568784,1.40567693,0.32364590,0.29434548,0.00107503,0.37543388,0.46825606,0.00000000,0.55939708,0.25093471
-5.36968484,1.41542080,0.32189821,0.30693128,0.00099710,0.37604936,0.47141158,0.00000000,0.56119703,0.24948348
-5.36368184,1.43706669,0.32360937,0.32249562,0.00092895,0.37894001,0.47981516,0.00000000,0.56741193,0.24983081
-5.35767884,1.47061867,0.32888503,0.34103472,0.00087143,0.38404629,0.49357904,0.00000000,0.57795695,0.25197200
-5.35167584,1.51584857,0.33777277,0.36248575,0.00082519,0.39125756,0.51272686,0.00000000,0.59265320,0.25586886
-5.34567284,1.57229889,0.35026106,0.38672454,0.00079064,0.40041615,0.53719037,0.00000000,0.61123126,0.26145144
-5.33966983,1.63929080,0.36627895,0.41356463,0.00076799,0.41132282,0.56680768,0.00000000,0.63333716,0.26862045
-5.33366683,1.71593711,0.38569676,0.44275777,0.00075727,0.42374329,0.60132329,0.00000000,0.65854061,0.27725037
-5.32766383,1.80115963,0.40832754,0.47399601,0.00075832,0.43741558,0.64038977,0.00000000,0.68634525,0.28719298
-5.32166083,1.89371052,0.43392933,0.50691544,0.00077080,0.45205784,0.68357121,0.00000000,0.71620070,0.29828120
-5.31565783,1.99219730,0.46220821,0.54110155,0.00079428,0.46737654,0.73034851,0.00000000,0.74751600,0.31033315
-5.30965483,2.09511085,0.49282222,0.57609628,0.00082817,0.48307452,0.78012657,0.00000000,0.77967423,0.32315630
-5.30365183,2.20085617,0.52538608,0.61140662,0.00087181,0.49885899,0.83224324,0.00000000,0.81204786,0.33655156
-5.29764882,2.30778518,0.55947681,0.64651473,0.00092444,0.51444895,0.88598029,0.00000000,0.84401459,0.35031731
-5.29164582,2.41423111,0.59464024,0.68088923,0.00098527,0.52958209,0.94057605,0.00000000,0.87497311,0.36425328
-5.28564282,2.51854381,0.63039843,0.71399755,0.00105346,0.54402094,0.99523971,0.00000000,0.90435858,0.37816427
-5.27963982,2.61912531,0.66625786,0.74531891,0.00112816,0.55755807,1.04916705,0.00000000,0.93165721,0.39186359
-5.27363682,2.71446476,0.70171850,0.77435750,0.00120853,0.57002045,1.10155724,0.00000000,0.95641970,0.40517637
-5.26763382,2.80317195,0.73628338,0.80065554,0.00129376,0.58127266,1.15163037,0.00000000,0.97827303,0.41794242
-5.26163082,2.88400845,0.76946865,0.82380558,0.00138306,0.59121906,1.19864513,0.00000000,0.99693031,0.43001896
-5.25562781,2.95591543,0.80081377,0.84346165,0.00147570,0.59980486,1.24191625,0.00000000,1.01219819,0.44128287
-5.24962481,3.01803722,0.82989162,0.85934883,0.00157105,0.60701608,1.28083097,0.00000000,1.02398178,0.45163260
-5.24362181,3.06973976,0.85631812,0.87127060,0.00166851,0.61287836,1.31486398,0.00000000,1.03228664,0.46098957
-5.23761881,3.11062307,0.87976112,0.87911396,0.00176759,0.61745487,1.34359031,0.00000000,1.03721785,0.46929914
-5.23161581,3.14052731,0.89994806,0.88285170,0.00186790,0.62084308,1.36669550,0.00000000,1.03897611,0.47653097
-5.22561281,3.15953195,0.91667231,0.88254194,0.00196909,0.62317079,1.38398266,0.00000000,1.03785089,0.48267879
-5.21960980,3.16794786,0.92979767,0.87832476,0.00207092,0.62459136,1.39537615,0.00000000,1.03421088,0.48775953
-5.21360680,3.16630263,0.93926103,0.87041614,0.00217321,0.62527835,1.40092142,0.00000000,1.02849201,0.49181192
-5.20760380,3.15531950,0.94507280,0.85909932,0.00227582,0.62541978,1.40078124,0.00000000,1.02118343,0.49489434
-5.20160080,3.13589060,0.94731542,0.84471415,0.00237863,0.62521208,1.39522822,0.00000000,1.01281197,0.49708228
-5.19559780,3.10904555,0.94613961,0.82764466,0.00248156,0.62485409,1.38463400,0.00000000,1.00392561,0.49846516
-5.18959480,3.07591663,0.94175874,0.80830554,0.00258450,0.62454120,1.36945553,0.00000000,0.99507652,0.49914298
-5.18359180,3.03770196,0.93444155,0.78712818,0.00268731,0.62445982,1.35021894,0.00000000,0.98680442,0.49922254
-5.17758879,2.99562808,0.92450338,0.76454668,0.00278979,0.62478249,1.32750183,0.00000000,0.97962079,0.49881373
-5.17158579,2.95091350,0.91229640,0.74098463,0.00289171,0.62566362,1.30191456,0.00000000,0.97399452,0.49802579
-5.16558279,2.90473465,0.89819923,0.71684312,0.00299272,0.62723619,1.27408150,0.00000000,0.97033956,0.49696388
-5.15957979,2.85819548,0.88260629,0.69249039,0.00309242,0.62960928,1.24462285,0.00000000,0.96900506,0.49572593
-5.15357679,2.81230183,0.86591741,0.66825365,0.00319035,0.63286669,1.21413792,0.00000000,0.97026820,0.49440007
-5.14757379,2.76794135,0.84852790,0.64441310,0.00328596,0.63706650,1.18319030,0.00000000,0.97433003,0.49306264
-5.14157079,2.72586948,0.83081965,0.62119845,0.00337866,0.64224162,1.15229561,0.00000000,0.98131437,0.49177681
-5.13556778,2.68670167,0.81315324,0.59878783,0.00346786,0.64840119,1.12191207,0.00000000,0.99126969,0.49059200
-5.12956478,2.65091160,0.79586143,0.57730890,0.00355296,0.65553277,1.09243406,0.00000000,1.00417371,0.48954384
-5.12356178,2.61883506,0.77924403,0.55684210,0.00363340,0.66360506,1.06418873,0.00000000,1.01994048,0.48865492
-5.11755878,2.59067866,0.76356421,0.53742539,0.00370872,0.67257104,1.03743549,0.00000000,1.03842951,0.48793591
-5.11155578,2.56653246,0.74904615,0.51906043,0.00377854,0.68237142,1.01236805,0.00000000,1.05945631,0.48738728
-5.10555278,2.54638542,0.73587391,0.50171941,0.00384262,0.69293800,0.98911865,0.00000000,1.08280396,0.48700114
-5.09954977,2.53014265,0.72419144,0.48535239,0.00390091,0.70419696,0.96776401,0.00000000,1.10823494,0.48676341
-5.09354677,2.51764311,0.71410338,0.46989446,0.00395350,0.71607192,0.94833235,0.00000000,1.13550286,0.48665586
-5.08754377,2.50867709,0.70567663,0.45527255,0.00400069,0.72848649,0.93081110,0.00000000,1.16436337,0.48665817
-5.08154077,2.50300216,0.69894233,0.44141141,0.00404298,0.74136641,0.91515464,0.00000000,1.19458398,0.48674963
-5.07553777,2.50035736,0.69389831,0.42823863,0.00408102,0.75464122,0.90129181,0.00000000,1.22595231,0.48691067
-5.06953477,2.50047486,0.69051156,0.41568849,0.00411566,0.76824534,0.88913263,0.00000000,1.25828262,0.48712395
-5.06353177,2.50308899,0.68872097,0.40370461,0.00414785,0.78211876,0.87857416,0.00000000,1.29142050,0.48737516
-5.05752876,2.50794277,0.68843999,0.39224140,0.00417868,0.79620736,0.86950522,0.00000000,1.32524567,0.48765333
-5.05152576,2.51479199,0.68955945,0.38126447,0.00420929,0.81046286,0.86181005,0.00000000,1.35967293,0.48795102
-5.04552276,2.52340726,0.69195032,0.37075004,0.00424085,0.82484275,0.85537090,0.00000000,1.39465166,0.48826404
-5.03951976,2.53357466,0.69546662,0.36068368,0.00427453,0.83930999,0.85006972,0.00000000,1.43016374,0.48859117
-5.03351676,2.54509527,0.69994839,0.35105854,0.00431144,0.85383285,0.84578914,0.00000000,1.46622050,0.48893366
-5.02751376,2.55778423,0.70522489,0.34187329,0.00435263,0.86838477,0.84241290,0.00000000,1.50285866,0.48929478
-5.02151076,2.57146982,0.71111784,0.33313000,0.00439901,0.88294431,0.83982611,0.00000000,1.54013570,0.48967932
-5.01550775,2.58599264,0.71744495,0.32483218,0.00445137,0.89749529,0.83791537,0.00000000,1.57812469,0.49009327
-5.00950475,2.60120541,0.72402345,0.31698308,0.00451031,0.91202684,0.83656895,0.00000000,1.61690877,0.49054351
-5.00350175,2.61697305,0.73067372,0.30958437,0.00457627,0.92653351,0.83567725,0.00000000,1.65657536,0.49103766
-4.99749875,2.63317323,0.73722283,0.30263528,0.00464949,0.94101519,0.83513347,0.00000000,1.69721006,0.49158396
-4.99149575,2.64969700,0.74350796,0.29613213,0.00473003,0.95547671,0.83483449,0.00000000,1.73889028,0.49219124
-4.98549275,2.66644913,0.74937940,0.29006837,0.00481772,0.96992711,0.83468200,0.00000000,1.78167853,0.49286876
-4.97948974,2.68334793,0.75470315,0.28443486,0.00491222,0.98437831,0.83458364,0.00000000,1.82561534,0.49362608
-4.97348674,2.70032414,0.75936300,0.27922051,0.00501296,0.99884319,0.83445415,0.00000000,1.87071191,0.49447272
-4.96748374,2.71731848,0.76326183,0.27441299,0.00511919,1.01333306,0.83421635,0.00000000,1.91694236,0.49541758
-4.96148074,2.73427794,0.76632220,0.26999958,0.00522998,1.02785451,0.83380184,0.00000000,1.96423604,0.49646824
-4.95547774,2.75115049,0.76848622,0.26596794,0.00534418,1.04240565,0.83315136,0.00000000,2.01246990,0.49762988
-4.94947474,2.76787856,0.76971460,0.26230678,0.00546051,1.05697209,0.83221467,0.00000000,2.06146129,0.49890412
-4.94347174,2.78439144,0.76998512,0.25900646,0.00557748,1.07152261,0.83095016,0.00000000,2.11096172,0.50028760
-4.93746873,2.80059714,0.76929044,0.25605931,0.00569347,1.08600497,0.82932395,0.00000000,2.16065191,0.50177047
-4.93146573,2.81637423,0.76763557,0.25345989,0.00580674,1.10034202,0.82730887,0.00000000,2.21013862,0.50333490
-4.92546273,2.83156438,0.76503510,0.25120510,0.00591542,1.11442847,0.82488320,0.00000000,2.25895381,0.50495368
-4.91945973,2.84596618,0.76151040,0.24929424,0.00601756,1.12812857,0.82202946,0.00000000,2.30655642,0.50658904
-4.91345673,2.85933113,0.75708692,0.24772903,0.00611118,1.14127499,0.81873340,0.00000000,2.35233721,0.50819183
-4.90745373,2.87136211,0.75179183,0.24651378,0.00619424,1.15366900,0.81498335,0.00000000,2.39562668,0.50970110
-4.90145073,2.88171511,0.74565219,0.24565567,0.00626479,1.16508232,0.81076995,0.00000000,2.43570628,0.51104427
-4.89544772,2.89000429,0.73869361,0.24516526,0.00632090,1.17526039,0.80608656,0.00000000,2.47182269,0.51213782
-4.88944472,2.89581055,0.73093967,0.24505727,0.00636077,1.18392739,0.80093028,0.00000000,2.50320486,0.51288871
-4.88344172,2.89869358,0.72241189,0.24535166,0.00638279,1.19079256,0.79530360,0.00000000,2.52908334,0.51319627
-4.87743872,2.89820695,0.71313052,0.24607495,0.00638553,1.19555795,0.78921660,0.00000000,2.54871138,0.51295486
-4.87143572,2.89391583,0.70311578,0.24726187,0.00636780,1.19792710,0.78268978,0.00000000,2.56138693,0.51205682
-4.86543272,2.88541645,0.69238972,0.24895707,0.00632872,1.19761450,0.77575707,0.00000000,2.56647484,0.51039606
-4.85942971,2.87235678,0.68097829,0.25121702,0.00626770,1.19435534,0.76846911,0.00000000,2.56342846,0.50787171
-4.85342671,2.85445706,0.66891374,0.25411181,0.00618451,1.18791533,0.76089639,0.00000000,2.55180962,0.50439205
-4.84742371,2.83152963,0.65623696,0.25772680,0.00607923,1.17810002,0.75313212,0.00000000,2.53130649,0.49987834
-4.84142071,2.80349669,0.64299967,0.26216389,0.00595231,1.16476337,0.74529448,0.00000000,2.50174832,0.49426845
-4.83541771,2.77040533,0.62926633,0.26754230,0.00580457,1.14781521,0.73752815,0.00000000,2.46311673,0.48752016
-4.82941471,2.73243881,0.61511551,0.27399867,0.00563711,1.12722724,0.73000479,0.00000000,2.41555300,0.47961393
-4.82341171,2.68992350,0.60064068,0.28168642,0.00545139,1.10303739,0.72292233,0.00000000,2.35936102,0.47055501
-4.81740870,2.64333085,0.58595035,0.29077402,0.00524912,1.07535227,0.71650301,0.00000000,2.29500596,0.46037485
-4.81140570,2.59327423,0.57116741,0.30144242,0.00503226,1.04434779,0.71099003,0.00000000,2.22310855,0.44913163
-4.80540270,2.54050037,0.55642767,0.31388123,0.00480300,1.01026770,0.70664286,0.00000000,2.14443528,0.43690997
-4.79939970,2.48587563,0.54187778,0.32828397,0.00456367,0.97342026,0.70373127,0.00000000,2.05988487,0.42381972
-4.79339670,2.43036754,0.52767234,0.34484219,0.00431672,0.93417309,0.70252821,0.00000000,1.97047140,0.40999397
-4.78739370,2.37502195,0.51397062,0.36373877,0.00406468,0.89294643,0.70330184,0.00000000,1.87730490,0.39558622
-4.78139070,2.32093694,0.50093271,0.38514045,0.00381011,0.85020498,0.70630686,0.00000000,1.78156977,0.38076691
-4.77538769,2.26923404,0.48871560,0.40918987,0.00355553,0.80644872,0.71177564,0.00000000,1.68450199,0.36571944
-4.76938469,2.22102818,0.47746908,0.43599743,0.00330341,0.76220281,0.71990933,0.00000000,1.58736559,0.35063572
-4.76338169,2.17739724,0.46733190,0.46563330,0.00305613,0.71800715,0.73086953,0.00000000,1.49142927,0.33571154
-4.75737869,2.13935255,0.45842820,0.49811989,0.00281590,0.67440575,0.74477088,0.00000000,1.39794358,0.32114191
-4.75137569,2.10781136,0.45086455,0.53342525,0.00258478,0.63193614,0.76167475,0.00000000,1.30811938,0.30711646
-4.74537269,2.08357243,0.44472755,0.57145777,0.00236463,0.59111936,0.78158479,0.00000000,1.22310785,0.29381512
-4.73936968,2.06729545,0.44008228,0.61206247,0.00215708,0.55245048,0.80444417,0.00000000,1.14398257,0.28140424
-4.73336668,2.05948530,0.43697156,0.65501938,0.00196353,0.51638994,0.83013508,0.00000000,1.07172365,0.27003320
-4.72736368,2.06048129,0.43541599,0.70004413,0.00178511,0.48335586,0.85848039,0.00000000,1.00720417,0.25983162
-4.72136068,2.07045199,0.43541490,0.74679103,0.00162270,0.45371734,0.88924758,0.00000000,0.95117887,0.25090723
-4.71535768,2.08939540,0.43694787,0.79485861,0.00147692,0.42778885,0.92215484,0.00000000,0.90427491,0.24334439
-4.70935468,2.11714426,0.43997691,0.84379784,0.00134812,0.40582558,0.95687906,0.00000000,0.86698467,0.23720328
-4.70335168,2.15337613,0.44444897,0.89312254,0.00123637,0.38801984,0.99306545,0.00000000,0.83966021,0.23251965
-4.69734867,2.19762736,0.45029863,0.94232193,0.00114151,0.37449841,1.03033834,0.00000000,0.82250937,0.22930518
-4.69134567,2.24931028,0.45745081,0.99087485,0.00106314,0.36532075,1.06831272,0.00000000,0.81559323,0.22754817
-4.68534267,2.30773248,0.46582325,1.03826505,0.00100063,0.36047812,1.10660584,0.00000000,0.81882480,0.22721473
-4.67933967,2.37211727,0.47532855,1.08399690,0.00095314,0.35989346,1.14484843,0.00000000,0.83196894,0.22825015
-4.67333667,2.44162427,0.48587571,1.12761092,0.00091964,0.36342221,1.18269489,0.00000000,0.85464357,0.23058046
-4.66733367,2.51536908,0.49737092,1.16869825,0.00089894,0.37085387,1.21983185,0.00000000,0.88632215,0.23411416
-4.66133067,2.59244131,0.50971778,1.20691338,0.00088972,0.38191463,1.25598480,0.00000000,0.92633791,0.23874394
-4.65532766,2.67192019,0.52281666,1.24198434,0.00089052,0.39627086,1.29092220,0.00000000,0.97388979,0.24434846
-4.64932466,2.75288738,0.53656353,1.27371994,0.00089983,0.41353376,1.32445702,0.00000000,1.02805060,0.25079411
-4.64332166,2.83443652,0.55084822,1.30201331,0.00091606,0.43326509,1.35644549,0.00000000,1.08777761,0.25793678
