energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.87993997,8.30830779,0.03275719,0.90360795,4.12350930,2.17752241,0.11257159,4.02026090,1.34574084,0.34114925
-5.87393697,8.44135321,0.03389787,0.92598799,4.22653145,2.24068280,0.11157459,4.07163961,1.36387527,0.34588186
-5.86793397,8.58610553,0.03504889,0.95243225,4.32607756,2.31327475,0.11086382,4.12501499,1.38073802,0.35125565
-5.86193097,8.74337852,0.03619691,0.98323302,4.42205059,2.39580047,0.11043538,4.18058034,1.39642218,0.35731219
-5.85592796,8.91360848,0.03732794,1.01861730,4.51440158,2.48855787,0.11027529,4.23837936,1.41102166,0.36406802
-5.84992496,9.09677836,0.03842747,1.05872545,4.60310471,2.59159988,0.11035994,4.29828417,1.42462240,0.37151127
-5.84392196,9.29235385,0.03948071,1.10359124,4.68812996,2.70469961,0.11065679,4.35997895,1.43729424,0.37959906
-5.83791896,9.49923515,0.04047291,1.15312429,4.76941530,2.82732302,0.11112547,4.42295038,1.44908388,0.38825602
-5.83191596,9.71572759,0.04138968,1.20709573,4.84683992,2.95861070,0.11171915,4.48648564,1.46000924,0.39737387
-5.82591296,9.93953408,0.04221730,1.26512811,4.92020047,3.09737041,0.11238605,4.54967900,1.47005551,0.40681232
-5.81990995,10.16777124,0.04294315,1.32669030,4.98919212,3.24208122,0.11307130,4.61144695,1.47917316,0.41640128
-5.81390695,10.39701057,0.04355601,1.39109802,5.05339577,3.39091014,0.11371881,4.67055221,1.48727804,0.42594446
-5.80790395,10.62334453,0.04404645,1.45752033,5.11227282,3.54174141,0.11427323,4.72563594,1.49425358,0.43522412
-5.80190095,10.84247655,0.04440708,1.52499249,5.16516828,3.69221812,0.11468194,4.77525737,1.49995513,0.44400713
-5.79589795,11.04983264,0.04463285,1.59243484,5.21132241,3.83979547,0.11489689,4.81793951,1.50421607,0.45205185
-5.78989495,11.24069101,0.04472120,1.65867747,5.24989087,3.98180392,0.11487638,4.85221930,1.50685575,0.45911580
-5.78389195,11.41032525,0.04467216,1.72248984,5.27997240,4.11552064,0.11458645,4.87670016,1.50768855,0.46496374
-5.77788894,11.55415537,0.04448841,1.78261452,5.30064290,4.23824649,0.11400215,4.89010466,1.50653389,0.46937582
-5.77188594,11.66790078,0.04417517,1.83780367,5.31099416,4.34738584,0.11310836,4.89132510,1.50322655,0.47215548
-5.76588294,11.74772843,0.04374012,1.88685688,5.31017522,4.44052605,0.11190022,4.87946946,1.49762688,0.47313674
-5.75987994,11.79038978,0.04319311,1.92865883,5.29743416,4.51551342,0.11038327,4.85390070,1.48963020,0.47219053
-5.75387694,11.79334014,0.04254591,1.96221517,5.27215792,4.57052245,0.10857306,4.81426727,1.47917505,0.46922978
-5.74787394,11.75483511,0.04181185,1.98668494,5.23390806,4.60411524,0.10649447,4.76052346,1.46624976,0.46421301
-5.74187094,11.67399924,0.04100545,2.00140831,5.18245049,4.61528870,0.10418062,4.69293833,1.45089690,0.45714628
-5.73586793,11.55086384,0.04014199,2.00592810,5.11777740,4.60350718,0.10167155,4.61209270,1.43321540,0.44808335
-5.72986493,11.38637197,0.03923709,2.00000439,5.04012037,4.56871928,0.09901257,4.51886425,1.41336014,0.43712410
-5.72386193,11.18235027,0.03830632,1.98362139,4.94995383,4.51135796,0.09625251,4.41440135,1.39153907,0.42441123
-5.71785893,10.94144904,0.03736481,1.95698639,4.84798887,4.43232399,0.09344185,4.30008664,1.36800779,0.41012545
-5.71185593,10.66705311,0.03642690,1.92052090,4.73515767,4.33295362,0.09063083,4.17749211,1.34306198,0.39447928
-5.70585293,10.36316793,0.03550589,1.87484437,4.61258951,4.21497183,0.08786764,4.04832769,1.31702799,0.37770996
-5.69984992,10.03428592,0.03461374,1.82075148,4.48157961,4.08043341,0.08519667,3.91438557,1.29025201,0.36007156
-5.69384692,9.68523916,0.03376096,1.75918390,4.34355251,3.93165459,0.08265707,3.77748284,1.26308842,0.34182677
-5.68784392,9.32104520,0.03295649,1.69119809,4.20002179,3.77113813,0.08028143,3.63940485,1.23588774,0.32323871
-5.68184092,8.94675249,0.03220766,1.61793043,4.05254808,3.60149528,0.07809486,3.50185172,1.20898496,0.30456313
-5.67583792,8.56729197,0.03152016,1.54056147,3.90269740,3.42536782,0.07611429,3.36639023,1.18268863,0.28604120
-5.66983492,8.18734099,0.03089816,1.46028055,3.75200159,3.24535337,0.07434814,3.23441276,1.15727133,0.26789335
-5.66383192,7.81120445,0.03034437,1.37825256,3.60192244,3.06393689,0.07279633,3.10710493,1.13296177,0.25031409
-5.65782891,7.44271741,0.02986013,1.29558788,3.45382095,2.88343072,0.07145059,2.98542280,1.10993911,0.23346825
-5.65182591,7.08517208,0.02944561,1.21331666,3.30893257,2.70592517,0.07029510,2.87008009,1.08832937,0.21748850
-5.64582291,6.74127069,0.02909990,1.13236818,3.16834910,2.53325102,0.06930731,2.76154550,1.06820424,0.20247424
-5.63981991,6.41310455,0.02882113,1.05355587,3.03300751,2.36695445,0.06845911,2.66004951,1.04958209,0.18849181
-5.63381691,6.10215829,0.02860663,0.97756804,2.90368546,2.20828466,0.06771806,2.56559989,1.03243104,0.17557586
-5.62781391,5.80933729,0.02845301,0.90496429,2.78100311,2.05819356,0.06704883,2.47800459,1.01667381,0.16373176
-5.62181091,5.53501503,0.02835623,0.83617733,2.66543054,1.91734642,0.06641462,2.39690041,1.00219400,0.15293890
-5.61580790,5.27909666,0.02831165,0.77151941,2.55729965,1.78614216,0.06577867,2.32178585,0.98884330,0.14315448
-5.60980490,5.04109455,0.02831410,0.71119279,2.45681973,1.66474128,0.06510567,2.25205637,0.97644930,0.13431791
-5.60380190,4.82021123,0.02835786,0.65530322,2.36409532,1.55309957,0.06436305,2.18704014,0.96482343,0.12635518
-5.59779890,4.61542513,0.02843668,0.60387552,2.27914530,1.45100541,0.06352223,2.12603280,0.95376854,0.11918336
-5.59179590,4.42557505,0.02854377,0.55687034,2.20192214,1.35811861,0.06255951,2.06832968,0.94308594,0.11271482
-5.58579290,4.24943943,0.02867180,0.51420095,2.13233031,1.27400884,0.06145687,2.01325433,0.93258154,0.10686108
-5.57978989,4.08580713,0.02881294,0.47574945,2.07024305,1.19819192,0.06020248,1.96018240,0.92207090,0.10153623
-5.57378689,3.93353752,0.02895883,0.44138148,2.01551674,1.13016244,0.05879093,1.90856036,0.91138321,0.09665971
-5.56778389,3.79160779,0.02910068,0.41095884,1.96800258,1.06942170,0.05722324,1.85791873,0.90036415,0.09215853
-5.56178089,3.65914692,0.02922935,0.38434960,1.92755515,1.01550005,0.05550657,1.80787993,0.88887767,0.08796877
-5.55577789,3.53545597,0.02933544,0.36143544,1.89403773,0.96797328,0.05365380,1.75816105,0.87680699,0.08403655
-5.54977489,3.42001528,0.02940946,0.34211599,1.86732459,0.92647292,0.05168274,1.70857213,0.86405486,0.08031835
-5.54377189,3.31247974,0.02944200,0.32631038,1.84730012,0.89069069,0.04961540,1.65901060,0.85054339,0.07678087
-5.53776888,3.21266379,0.02942398,0.31395602,1.83385549,0.86037749,0.04747695,1.60945281,0.83621359,0.07340041
-5.53176588,3.12051806,0.02934685,0.30500502,1.82688286,0.83533781,0.04529473,1.55994348,0.82102482,0.07016197
-5.52576288,3.03609986,0.02920290,0.29941870,1.82626783,0.81542020,0.04309714,1.51058395,0.80495438,0.06705803
-5.51975988,2.95953991,0.02898546,0.29716057,1.83188062,0.80050497,0.04091267,1.46152004,0.78799715,0.06408730
-5.51375688,2.89100746,0.02868921,0.29818845,1.84356657,0.79049008,0.03876885,1.41293028,0.77016546,0.06125332
-5.50775388,2.83067607,0.02831041,0.30244629,1.86113653,0.78527628,0.03669144,1.36501508,0.75148916,0.05856314
-5.50175088,2.77869194,0.02784710,0.30985622,1.88435800,0.78475256,0.03470362,1.31798736,0.73201573,0.05602609
-5.49574787,2.73514670,0.02729931,0.32031146,1.91294750,0.78878291,0.03282545,1.27206492,0.71181051,0.05365274
-5.48974487,2.70005595,0.02666913,0.33367059,1.94656507,0.79719502,0.03107339,1.22746477,0.69095675,0.05145406
-5.48374187,2.67334476,0.02596084,0.34975354,1.98481143,0.80977202,0.02946008,1.18439964,0.66955555,0.04944078
-5.47773887,2.65484093,0.02518091,0.36833983,2.02722848,0.82624736,0.02799426,1.14307643,0.64772548,0.04762311
-5.47173587,2.64427633,0.02433797,0.38916911,2.07330360,0.84630356,0.02668086,1.10369679,0.62560190,0.04601063
-5.46573287,2.64129658,0.02344270,0.41194417,2.12247816,0.86957475,0.02552121,1.06645940,0.60333590,0.04461246
-5.45972986,2.64547842,0.02250770,0.43633654,2.17416031,0.89565307,0.02451345,1.03156404,0.58109284,0.04343771
-5.45372686,2.65635437,0.02154735,0.46199428,2.22774205,0.92409864,0.02365303,0.99921683,0.55905060,0.04249607
-5.44772386,2.67344335,0.02057754,0.48855185,2.28262001,0.95445267,0.02293324,0.96963671,0.53739757,0.04179862
-5.44172086,2.69628594,0.01961552,0.51564166,2.33821957,0.98625300,0.02234586,0.94306244,0.51633050,0.04135869
-5.43571786,2.72448242,0.01867959,0.54290655,2.39402097,1.01905136,0.02188182,0.91976000,0.49605215,0.04119285
-5.42971486,2.75773156,0.01778891,0.57001291,2.44958655,1.05243135,0.02153184,0.90002971,0.47676911,0.04132184
-5.42371186,2.79586806,0.01696324,0.59666346,2.50458729,1.08602616,0.02128706,0.88421267,0.45868950,0.04177144
-5.41770885,2.83889598,0.01622272,0.62260921,2.55882732,1.11953502,0.02113961,0.87269596,0.44202092,0.04257322
-5.41170585,2.88701614,0.01558762,0.64765985,2.61226444,1.15273730,0.02108306,0.86591595,0.42696839,0.04376508
-5.40570285,2.94064503,0.01507812,0.67169190,2.66502532,1.18550336,0.02111282,0.86435921,0.41373245,0.04539147
-5.39969985,3.00042336,0.01471409,0.69465411,2.71741360,1.21780141,0.02122639,0.86856047,0.40250720,0.04750332
-5.39369685,3.06721272,0.01451480,0.71656982,2.76990988,1.24969967,0.02142348,0.87909713,0.39347832,0.05015759
-5.38769385,3.14207910,0.01449871,0.73753576,2.82316277,1.28136353,0.02170600,0.89657991,0.38682097,0.05341634
-5.38169085,3.22626309,0.01468310,0.75771751,2.87797055,1.31304766,0.02207788,0.92163953,0.38269740,0.05734541
-5.37568784,3.32113676,0.01508376,0.77734147,2.93525381,1.34508312,0.02254483,0.95490934,0.38125433,0.06201267
-5.36968484,3.42814845,0.01571463,0.79668380,2.99601959,1.37786003,0.02311387,0.99700408,0.38261998,0.06748576
-5.36368184,3.54875703,0.01658735,0.81605670,3.06131858,1.41180657,0.02379284,1.04849526,0.38690081,0.07382952
-5.35767884,3.68435829,0.01771080,0.83579268,3.13219691,1.44736516,0.02458979,1.10988395,0.39417798,0.08110314
-5.35167584,3.83620642,0.01909064,0.85622757,3.20964501,1.48496704,0.02551230,1.18157178,0.40450376,0.08935703
-5.34567284,4.00533429,0.02072882,0.87768302,3.29454593,1.52500658,0.02656683,1.26383161,0.41789787,0.09862966
-5.33966983,4.19247637,0.02262308,0.90044951,3.38762588,1.56781657,0.02775800,1.35677898,0.43434412,0.10894445
-5.33366683,4.39799860,0.02476654,0.92477058,3.48940984,1.61364584,0.02908793,1.46034610,0.45378753,0.12030683
-5.32766383,4.62183893,0.02714734,0.95082913,3.60018465,1.66264053,0.03055571,1.57425986,0.47613220,0.13270171
-5.32166083,4.86346265,0.02974833,0.97873666,3.71997223,1.71482995,0.03215689,1.69802541,0.50124009,0.14609148
-5.31565783,5.12183536,0.03254699,1.00852576,3.84851452,1.77011810,0.03388316,1.83091664,0.52893111,0.16041466
-5.30965483,5.39541651,0.03551543,1.04014660,3.98527174,1.82828119,0.03572214,1.97197498,0.55898459,0.17558535
-5.30365183,5.68217476,0.03862055,1.07346737,4.12943460,1.88897171,0.03765733,2.12001711,0.59114234,0.19149365
-5.29764882,5.97962612,0.04182450,1.10827890,4.27995042,1.95172894,0.03966832,2.27365226,0.62511321,0.20800697
-5.29164582,6.28489414,0.04508522,1.14430327,4.43556252,2.01599553,0.04173102,2.43130905,0.66057942,0.22497239
-5.28564282,6.59479070,0.04835723,1.18120590,4.59486135,2.08113948,0.04381823,2.59127142,0.69720421,0.24221992
-5.27963982,6.90591454,0.05159258,1.21861081,4.75634529,2.14648077,0.04590020,2.75172264,0.73464087,0.25956675
-5.27363682,7.21476384,0.05474202,1.25611812,4.91848835,2.21132118,0.04794543,2.91079607,0.77254267,0.27682210
-5.26763382,7.51785822,0.05775615,1.29332309,5.07981170,2.27497616,0.04992155,3.06663059,0.81057350,0.29379281
-5.26163082,7.81186481,0.06058678,1.32983579,5.23895528,2.33680717,0.05179616,3.21742861,0.84841859,0.31028913
-5.25562781,8.09372271,0.06318822,1.36530031,5.39474618,2.39625288,0.05353787,3.36151410,0.88579500,0.32613079
-5.24962481,8.36075983,0.06551859,1.39941267,5.54625975,2.45285775,0.05511718,3.49738793,0.92246126,0.34115276
-5.24362181,8.61079642,0.06754102,1.43193649,5.69287029,2.50629652,0.05650742,3.62377806,0.95822572,0.35521070
-5.23761881,8.84222992,0.06922467,1.46271548,5.83428805,2.55639319,0.05768549,3.73968181,0.99295317,0.36818570
-5.23161581,9.05409646,0.07054567,1.49168217,5.97058016,2.60313347,0.05863258,3.84439833,1.02656919,0.37998806
-5.22561281,9.24610542,0.07148771,1.51886232,6.10217346,2.64666980,0.05933472,3.93754912,1.05906201,0.39056003
-5.21960980,9.41864442,0.07204244,1.54437455,6.22983845,2.68731842,0.05978314,4.01908567,1.09048169,0.39987716
-5.21360680,9.57275384,0.07220957,1.56842518,6.35465397,2.72554831,0.05997445,4.08928326,1.12093626,0.40794839
-5.20760380,9.71007092,0.07199672,1.59129838,6.47795365,2.76196207,0.05991069,4.14872113,1.15058514,0.41481473
-5.20160080,9.83274551,0.07141898,1.61334176,6.60125565,2.79726950,0.05959911,4.19824955,1.17962981,0.42054646
-5.19559780,9.94333043,0.07049823,1.63494823,6.72617852,2.83225453,0.05905186,4.23894518,1.20830202,0.42523925
-5.18959480,10.04465122,0.06926223,1.65653458,6.85434646,2.86773693,0.05828548,4.27205669,1.23685015,0.42900909
-5.18359180,10.13966073,0.06774360,1.67851789,6.98728816,2.90453030,0.05732028,4.29894303,1.26552402,0.43198642
-5.17758879,10.23128525,0.06597862,1.70129068,7.12633376,2.94339799,0.05617955,4.32100721,1.29455901,0.43430961
-5.17158579,10.32226912,0.06400599,1.72519607,7.27251486,2.98500904,0.05488884,4.33962878,1.32416017,0.43611830
-5.16558279,10.41502535,0.06186559,1.75050391,7.42647236,3.02989607,0.05347502,4.35609809,1.35448701,0.43754663
-5.15957979,10.51149915,0.05959726,1.77738928,7.58837708,3.07841714,0.05196546,4.37155564,1.38563984,0.43871701
-5.15357679,10.61305150,0.05723971,1.80591428,7.75786737,3.13072351,0.05038719,4.38693923,1.41764838,0.43973442
-5.14757379,10.72036817,0.05482948,1.83601410,7.93400735,3.18673494,0.04876613,4.40294168,1.45046323,0.44068178
-5.14157079,10.83339932,0.05240018,1.86748825,8.11526875,3.24612407,0.04712640,4.41998089,1.48395086,0.44161646
-5.13556778,10.95133273,0.04998180,1.89999745,8.29953806,3.30831087,0.04548968,4.43818390,1.51789238,0.44256811
-5.12956478,11.07260251,0.04760029,1.93306661,8.48414980,3.37246773,0.04387482,4.45738525,1.55198633,0.44353802
-5.12356178,11.19493330,0.04527729,1.96609387,8.66594526,3.43753545,0.04229747,4.47714000,1.58585562,0.44449986
-5.11755878,11.31541807,0.04303011,1.99836556,8.84135514,3.50224975,0.04076986,4.49675022,1.61905815,0.44540187
-5.11155578,11.43062634,0.04087176,2.02907671,9.00650311,3.56517730,0.03930082,4.51530365,1.65110091,0.44617038
-5.10555278,11.53673769,0.03881130,2.05735612,9.15732651,3.62476023,0.03789579,4.53172228,1.68145685,0.44671437
-5.09954977,11.62969444,0.03685412,2.08229535,9.28970928,3.67936698,0.03655707,4.54481827,1.70958378,0.44693084
-5.09354677,11.70536641,0.03500246,2.10298013,9.39962188,3.72734774,0.03528408,4.55335422,1.73494434,0.44671083
-5.08754377,11.75971990,0.03325588,2.11852331,9.48326215,3.76709190,0.03407378,4.55610452,1.75702614,0.44594550
-5.08154077,11.78898305,0.03161178,2.12809753,9.53719146,3.79708521,0.03292112,4.55191482,1.77536110,0.44453227
-5.07553777,11.78979997,0.03006597,2.13096664,9.55846008,3.81596396,0.03181950,4.53975635,1.78954297,0.44238038
-5.06953477,11.75936657,0.02861309,2.12651427,9.54471682,3.82256407,0.03076129,4.51877279,1.79924223,0.43941581
-5.06353177,11.69554212,0.02724711,2.11426842,9.49429801,3.81596285,0.02973832,4.48831726,1.80421771,0.43558524
-5.05752876,11.59693205,0.02596162,2.09392100,9.40629237,3.79551163,0.02874232,4.44797808,1.80432438,0.43085881
-5.05152576,11.46293872,0.02475020,2.06534163,9.28057927,3.76085814,0.02776537,4.39759248,1.79951708,0.42523163
-5.04552276,11.29377899,0.02360660,2.02858488,9.11783887,3.71195774,0.02680025,4.33724802,1.78985006,0.41872404
-5.03951976,11.09046888,0.02252488,1.98389092,8.91953429,3.64907319,0.02584067,4.26727244,1.77547263,0.41138054
-5.03351676,10.85477737,0.02149952,1.93167953,8.68786705,3.57276349,0.02488157,4.18821308,1.75662116,0.40326758
-5.02751376,10.58915289,0.02052544,1.87253779,8.42570805,3.48386242,0.02391919,4.10080769,1.73360824,0.39447036
-5.02151076,10.29662729,0.01959795,1.80720205,8.13650774,3.38344818,0.02295114,4.00594876,1.70680940,0.38508893
-5.01550775,9.98070299,0.01871278,1.73653510,7.82418965,3.27280579,0.02197645,3.90464388,1.67664856,0.37523367
-5.00950475,9.64522966,0.01786598,1.66149959,7.49303229,3.15338422,0.02099544,3.79797450,1.64358270,0.36502070
-5.00350175,9.29427669,0.01705387,1.58312886,7.14754463,3.02675032,0.02000966,3.68705570,1.60808684,0.35456721
-4.99749875,8.93200805,0.01627301,1.50249650,6.79234062,2.89454177,0.01902178,3.57299912,1.57063997,0.34398728
-4.99149575,8.56256503,0.01552018,1.42068597,6.43201771,2.75842108,0.01803537,3.45688086,1.53171250,0.33338810
-4.98549275,8.18996182,0.01479234,1.33876148,6.07104434,2.62003256,0.01705479,3.33971597,1.49175589,0.32286713
-4.97948974,7.81799805,0.01408666,1.25774134,5.71366033,2.48096384,0.01608503,3.22244021,1.45119466,0.31251000
-4.97348674,7.45019057,0.01340057,1.17857472,5.36379346,2.34271326,0.01513154,3.10589965,1.41042099,0.30238953
-4.96748374,7.08972633,0.01273180,1.10212261,5.02499448,2.20666396,0.01420012,2.99084795,1.36979197,0.29256562
-4.96148074,6.73943619,0.01207843,1.02914351,4.70039204,2.07406517,0.01329684,2.87795069,1.32962921,0.28308616
-4.95547774,6.40178887,0.01143899,0.96028412,4.39266751,1.94602078,0.01242789,2.76779571,1.29022075,0.27398873
-4.94947474,6.07890293,0.01081250,0.89607517,4.10404925,1.82348480,0.01159962,2.66090831,1.25182468,0.26530305
-4.94347174,5.77257403,0.01019856,0.83693193,3.83632455,1.70726318,0.01081844,2.55776966,1.21467427,0.25705383
-4.93746873,5.48431398,0.00959738,0.78315921,3.59086694,1.59802107,0.01009082,2.45883684,1.17898403,0.24926394
-4.93146573,5.21539786,0.00900983,0.73496008,3.36867592,1.49629431,0.00942333,2.36456304,1.14495618,0.24195770
-4.92546273,4.96691523,0.00843744,0.69244758,3.17042580,1.40250415,0.00882259,2.27541625,1.11278733,0.23516389
-4.91945973,4.73982172,0.00788243,0.65565856,2.99651994,1.31697383,0.00829532,2.19189525,1.08267469,0.22891846
-4.91345673,4.53498745,0.00734764,0.62456866,2.84714696,1.23994580,0.00784830,2.11454177,1.05482168,0.22326665
-4.90745373,4.35323917,0.00683651,0.59910771,2.72233545,1.17159860,0.00748839,2.04394803,1.02944243,0.21826443
-4.90145073,4.19539380,0.00635305,0.57917450,2.62200404,1.11206228,0.00722246,1.98075909,1.00676517,0.21397912
-4.89544772,4.06228131,0.00590172,0.56465022,2.54600425,1.06143169,0.00705737,1.92566975,0.98703403,0.21048916
-4.88944472,3.95475601,0.00548740,0.55541006,2.49415405,1.01977696,0.00699984,1.87941618,0.97050937,0.20788299
-4.88344172,3.87369557,0.00511528,0.55133233,2.46626066,0.98715096,0.00705636,1.84276234,0.95746626,0.20625712
-4.87743872,3.81998821,0.00479079,0.55230486,2.46213191,0.96359333,0.00723303,1.81648186,0.94819130,0.20571345
-4.87143572,3.79450856,0.00451953,0.55822855,2.48157591,0.94913146,0.00753541,1.80133600,0.94297759,0.20635593
-4.86543272,3.79808380,0.00430716,0.56901807,2.52438985,0.94377829,0.00796828,1.79804846,0.94211794,0.20828676
-4.85942971,3.83145158,0.00415934,0.58459986,2.59033873,0.94752759,0.00853545,1.80727808,0.94589639,0.21160231
-4.85342671,3.89521201,0.00408164,0.60490782,2.67912595,0.96034703,0.00923955,1.82959028,0.95457821,0.21638883
-4.84742371,3.98977597,0.00407946,0.62987705,2.79035764,0.98216971,0.01008173,1.86542844,0.96839854,0.22271836
-4.84142071,4.11531225,0.00415797,0.65943605,2.92350313,1.01288476,0.01106153,1.91508614,0.98755006,0.23064475
-4.83541771,4.27169603,0.00432199,0.69349818,3.07785406,1.05232758,0.01217661,1.97868137,1.01216994,0.24020021
-4.82941471,4.45846132,0.00457588,0.73195268,3.25248475,1.10027053,0.01342258,2.05613375,1.04232663,0.25139236
-4.82341171,4.67475959,0.00492350,0.77465593,3.44621638,1.15641447,0.01479291,2.14714560,1.07800699,0.26420201
-4.81740870,4.91932679,0.00536805,0.82142354,3.65758727,1.22038181,0.01627884,2.25118778,1.11910426,0.27858172
-4.81140570,5.19046076,0.00591197,0.87202359,3.88483152,1.29171151,0.01786934,2.36749116,1.16540765,0.29445519
-4.80540270,5.48601045,0.00655683,0.92617162,4.12586767,1.36985640,0.01955121,2.49504411,1.21659407,0.31171754
-4.79939970,5.80337819,0.00730321,0.98352746,4.37829886,1.45418301,0.02130918,2.63259668,1.27222259,0.33023643
-4.79339670,6.13953573,0.00815057,1.04369430,4.63942526,1.54397414,0.02312617,2.77867163,1.33173235,0.34985401
-4.78739370,6.49105424,0.00909720,1.10622013,4.90626931,1.63843423,0.02498356,2.93158251,1.39444416,0.37038959
-4.78139070,6.85414817,0.01014008,1.17060134,5.17561349,1.73669738,0.02686153,3.08945847,1.45956637,0.39164306
-4.77538769,7.22473213,0.01127489,1.23628874,5.44405014,1.83783789,0.02873952,3.25027565,1.52620501,0.41339874
-4.76938469,7.59848964,0.01249590,1.30269557,5.70804191,1.94088317,0.03059669,3.41189434,1.59337825,0.43542971
-4.76338169,7.97095206,0.01379605,1.36920737,5.96399141,2.04482841,0.03241243,3.57210121,1.66003509,0.45750247
-4.75737869,8.33758568,0.01516697,1.43519335,6.20831791,2.14865296,0.03416684,3.72865556,1.72507773,0.47938169
-4.75137569,8.69388449,0.01659903,1.50001890,6.43753858,2.25133765,0.03584128,3.87933829,1.78738709,0.50083502
-4.74537269,9.03546593,0.01808148,1.56305876,6.64835168,2.35188273,0.03741880,4.02200221,1.84585073,0.52163782
-4.73936968,9.35816683,0.01960263,1.62371049,6.83771884,2.44932586,0.03888460,4.15462235,1.89939220,0.54157760
-4.73336668,9.65813647,0.02114996,1.68140763,7.00294335,2.54275967,0.04022633,4.27534449,1.94700079,0.56045823
-4.72736368,9.93192394,0.02271042,1.73563224,7.14174191,2.63134837,0.04143442,4.38253064,1.98776057,0.57810366
-4.72136068,10.17655698,0.02427057,1.78592627,7.25230686,2.71434298,0.04250217,4.47479983,2.02087763,0.59436122
-4.71535768,10.38960987,0.02581686,1.83190144,7.33335681,2.79109480,0.04342587,4.55106298,2.04570438,0.60910439
-4.70935468,10.56925820,0.02733588,1.87324724,7.38417348,2.86106672,0.04420476,4.61055077,2.06175998,0.62223494
-4.70335168,10.71431882,0.02881458,1.90973688,7.40462350,2.92384214,0.04484084,4.65283346,2.06874601,0.63368457
-4.69734867,10.82427381,0.03024048,1.94123090,7.39516415,2.97913129,0.04533868,4.67783222,2.06655679,0.64341592
-4.69134567,10.89927791,0.03160193,1.96767843,7.35683289,3.02677491,0.04570511,4.68582154,2.05528384,0.65142305
-4.68534267,10.94014914,0.03288828,1.98911613,7.29122085,3.06674507,0.04594883,4.67742265,2.03521428,0.65773127
-4.67933967,10.94834329,0.03409004,2.00566480,7.20043138,3.09914326,0.04608006,4.65358833,2.00682324,0.66239660
-4.67333667,10.92591297,0.03519907,2.01752389,7.08702502,3.12419585,0.04611005,4.61557950,1.97076060,0.66550453
-4.66733367,10.87545270,0.03620870,2.02496412,6.95395285,3.14224691,0.04605072,4.56493432,1.92783243,0.66716847
-4.66133067,10.80003155,0.03711383,2.02831850,6.80448048,3.15374855,0.04591427,4.50343081,1.87897793,0.66752759
-4.65532766,10.70311525,0.03791103,2.02797204,6.64210512,3.15924909,0.04571278,4.43304388,1.82524267,0.66674428
-4.64932466,10.58847980,0.03859859,2.02435039,6.47046849,3.15937898,0.04545799,4.35589801,1.76774911,0.66500111
-4.64332166,10.46011859,0.03917657,2.01790787,6.29326795,3.15483489,0.04516096,4.27421662,1.70766543,0.66249731
