energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-3.28064032,8.09459368,0.01436471,0.14844626,0.50660325,6.23410161,0.34924979,0.76778354,0.00726458,0.94839974
-3.27463732,8.35595095,0.01414193,0.14920347,0.50561459,6.45201981,0.35361774,0.80722806,0.00757478,0.94835109
-3.26863432,8.63785047,0.01384131,0.15014871,0.50382511,6.68892690,0.35735311,0.84935748,0.00791430,0.94696135
-3.26263132,8.93815647,0.01346819,0.15126098,0.50125114,6.94284954,0.36040578,0.89408340,0.00828162,0.94421755
-3.25662831,9.25441203,0.01302941,0.15251723,0.49792689,7.21148447,0.36273983,0.94129965,0.00867465,0.94013764
-3.25062531,9.58388879,0.01253310,0.15389298,0.49390452,7.49224314,0.36433491,0.99088479,0.00909076,0.93477186
-3.24462231,9.92364297,0.01198841,0.15536274,0.48925343,7.78230383,0.36518701,1.04270505,0.00952677,0.92820254
-3.23861931,10.27057714,0.01140527,0.15690043,0.48405897,8.07867036,0.36530863,1.09661780,0.00997900,0.92054241
-3.23261631,10.62150647,0.01079406,0.15847966,0.47842050,8.37823601,0.36472833,1.15247555,0.01044326,0.91193141
-3.22661331,10.97322834,0.01016533,0.16007396,0.47244903,8.67785127,0.36348982,1.21013053,0.01091499,0.90253236
-3.22061031,11.32259352,0.00952951,0.16165697,0.46626457,8.97439365,0.36165043,1.26943989,0.01138925,0.89252559
-3.21460730,11.66657732,0.00889662,0.16320271,0.45999328,9.26483742,0.35927930,1.33027122,0.01186088,0.88210290
-3.20860430,12.00234853,0.00827609,0.16468584,0.45376456,9.54632141,0.35645508,1.39250858,0.01232462,0.87146109
-3.20260130,12.32733426,0.00767647,0.16608193,0.44770824,9.81621265,0.35326350,1.45605849,0.01277523,0.86079544
-3.19659830,12.63927831,0.00710536,0.16736792,0.44195191,10.07216368,0.34979465,1.52085579,0.01320767,0.85029327
-3.19059530,12.93629112,0.00656926,0.16852256,0.43661852,10.31216170,0.34614026,1.58686912,0.01361728,0.84012798
-3.18459230,13.21688926,0.00607351,0.16952691,0.43182431,10.53456769,0.34239095,1.65410537,0.01399996,0.83045373
-3.17858929,13.48002272,0.00562226,0.17036494,0.42767707,10.73814418,0.33863344,1.72261308,0.01435235,0.82140084
-3.17258629,13.72508860,0.00521852,0.17102407,0.42427471,10.92207030,0.33494809,1.79248411,0.01467202,0.81307225
-3.16658329,13.95193030,0.00486417,0.17149570,0.42170422,11.08594385,0.33140641,1.86385344,0.01495765,0.80554082
-3.16058029,14.16082161,0.00456007,0.17177576,0.42004096,11.22976985,0.32806903,1.93689666,0.01520912,0.79884772
-3.15457729,14.35243595,0.00430614,0.17186507,0.41934817,11.35393614,0.32498384,2.01182511,0.01542767,0.79300189
-3.14857429,14.52780153,0.00410147,0.17176957,0.41967676,11.45917681,0.32218454,2.08887838,0.01561596,0.78798036
-3.14257129,14.68824366,0.00394445,0.17150053,0.42106527,11.54652493,0.31968961,2.16831436,0.01577809,0.78372953
-3.13656828,14.83531641,0.00383284,0.17107442,0.42353994,11.61725636,0.31750169,2.25039692,0.01591957,0.78016727
-3.13056528,14.97072595,0.00376396,0.17051270,0.42711492,11.67282699,0.31560745,2.33538152,0.01604729,0.77718574
-3.12456228,15.09624884,0.00373468,0.16984139,0.43179246,11.71480604,0.31397796,2.42349918,0.01616934,0.77465483
-3.11855928,15.21364823,0.00374164,0.16909046,0.43756319,11.74480811,0.31256952,2.51493941,0.01629487,0.77242614
-3.11255628,15.32459189,0.00378120,0.16829309,0.44440628,11.76442695,0.31132507,2.60983263,0.01643385,0.77033731
-3.10655328,15.43057508,0.00384961,0.16748470,0.45228963,11.77517371,0.31017596,2.70823293,0.01659683,0.76821677
-3.10055028,15.53285195,0.00394301,0.16670193,0.46116996,11.77842220,0.30904425,2.81010185,0.01679460,0.76588854
-3.09454727,15.63237808,0.00405753,0.16598147,0.47099282,11.77536345,0.30784531,2.91529393,0.01703788,0.76317727
-3.08854427,15.72976668,0.00418929,0.16535888,0.48169252,11.76697113,0.30649079,3.02354475,0.01733696,0.75991310
-3.08254127,15.82526016,0.00433444,0.16486730,0.49319199,11.75397922,0.30489165,3.13446220,0.01770135,0.75593648
-3.07653827,15.91871806,0.00448927,0.16453622,0.50540259,11.73687216,0.30296140,3.24752145,0.01813943,0.75110259
-3.07053527,16.00962165,0.00465017,0.16439024,0.51822388,11.71588771,0.30061924,3.36206410,0.01865811,0.74528551
-3.06453227,16.09709463,0.00481371,0.16444787,0.53154334,11.69103150,0.29779304,3.47730194,0.01926249,0.73838170
-3.05852926,16.17993895,0.00497670,0.16472054,0.54523630,11.66210233,0.29442201,3.59232525,0.01995566,0.73031299
-3.05252626,16.25668388,0.00513621,0.16521158,0.55916585,11.62872632,0.29045907,3.70611594,0.02073841,0.72102881
-3.04652326,16.32564637,0.00528966,0.16591553,0.57318306,11.59039816,0.28587261,3.81756522,0.02160911,0.71050762
-3.04052026,16.38500025,0.00543483,0.16681759,0.58712754,11.54652726,0.28064783,3.92549554,0.02256366,0.69875761
-3.03451726,16.43285169,0.00556994,0.16789333,0.60082834,11.49648670,0.27478736,4.02868645,0.02359543,0.68581649
-3.02851426,16.46731865,0.00569372,0.16910873,0.61410540,11.43966308,0.26831138,4.12590371,0.02469541,0.67175063
-3.02251126,16.48661161,0.00580540,0.17042052,0.62677161,11.37550534,0.26125710,4.21593102,0.02585238,0.65665338
-3.01650825,16.48911370,0.00590482,0.17177690,0.63863543,11.30357122,0.25367770,4.29760348,0.02705318,0.64064288
-3.01050525,16.47345799,0.00599243,0.17311858,0.64950432,11.22357011,0.24564085,4.36984192,0.02828306,0.62385936
-3.00450225,16.43860038,0.00606930,0.17438030,0.65918867,11.13540150,0.23722677,4.43168699,0.02952615,0.60646203
-2.99849925,16.38388640,0.00613713,0.17549256,0.66750643,11.03918839,0.22852607,4.48233204,0.03076597,0.58862587
-2.99249625,16.30911057,0.00619828,0.17638374,0.67428816,10.93530540,0.21963744,4.52115343,0.03198598,0.57053823
-2.98649325,16.21456694,0.00625568,0.17698251,0.67938243,10.82440146,0.21066520,4.54773741,0.03317019,0.55239555
-2.98049025,16.10108960,0.00631285,0.17722034,0.68266124,10.70741678,0.20171698,4.56190215,0.03430374,0.53440014
-2.97448724,15.97008196,0.00637378,0.17703416,0.68402540,10.58559423,0.19290143,4.56371411,0.03537354,0.51675720
-2.96848424,15.82353340,0.00644288,0.17636898,0.68340936,10.46048479,0.18432617,4.55349768,0.03636877,0.49967198
-2.96248124,15.66402247,0.00652485,0.17518040,0.68078540,10.33394697,0.17609591,4.53183745,0.03728136,0.48334726
-2.95647824,15.49470529,0.00662458,0.17343687,0.67616686,10.20813987,0.16831089,4.49957259,0.03810643,0.46798090
-2.95047524,15.31928862,0.00674699,0.17112159,0.66961004,10.08550946,0.16106548,4.45778303,0.03884252,0.45376356
-2.94447224,15.14198702,0.00689691,0.16823399,0.66121481,9.96876781,0.15444706,4.40776771,0.03949177,0.44087656
-2.93846923,14.96746413,0.00707887,0.16479066,0.65112366,9.86086490,0.14853509,4.35101528,0.04005994,0.42948969
-2.93246623,14.80075848,0.00729696,0.16082573,0.63951910,9.76495290,0.14340036,4.28916789,0.04055629,0.41975899
-2.92646323,14.64719507,0.00755467,0.15639060,0.62661961,9.68434287,0.13910437,4.22397947,0.04099330,0.41182455
-2.92046023,14.51228440,0.00785471,0.15155307,0.61267413,9.62245437,0.13569878,4.15726962,0.04138637,0.40580818
-2.91445723,14.40161117,0.00819887,0.14639588,0.59795534,9.58275829,0.13322504,4.09087502,0.04175323,0.40181116
-2.90845423,14.32071578,0.00858789,0.14101477,0.58275204,9.56871422,0.13171392,4.02659987,0.04211348,0.39991193
-2.90245123,14.27497185,0.00902138,0.13551598,0.56736087,9.58370324,0.13118523,3.96616744,0.04248789,0.40016401
-2.89644822,14.26946326,0.00949772,0.13001348,0.55207781,9.63095789,0.13164756,3.91117447,0.04289780,0.40259410
-2.89044522,14.30886480,0.01001407,0.12462587,0.53718981,9.71349103,0.13309807,3.86305004,0.04336441,0.40720063
-2.88444222,14.39732975,0.01056637,0.11947320,0.52296685,9.83402544,0.13552238,3.82302052,0.04390818,0.41395269
-2.87843922,14.53838804,0.01114942,0.11467373,0.50965484,9.99492606,0.13889465,3.79208158,0.04454828,0.42278966
-2.87243622,14.73485786,0.01175699,0.11034072,0.49746957,10.19813703,0.14317773,3.77097819,0.04530200,0.43362148
-2.86643322,14.98877326,0.01238203,0.10657950,0.48659190,10.44512500,0.14832352,3.76019292,0.04618440,0.44632966
-2.86043022,15.30132944,0.01301683,0.10348466,0.47716440,10.73683075,0.15427357,3.75994255,0.04720793,0.46076907
-2.85442721,15.67284682,0.01365329,0.10113769,0.46928936,11.07363020,0.16095976,3.77018258,0.04838221,0.47677044
-2.84842421,16.10275444,0.01428324,0.09960493,0.46302827,11.45530624,0.16830531,3.79061889,0.04971389,0.49414352
-2.84242121,16.58959231,0.01489869,0.09893591,0.45840263,11.88103212,0.17622589,3.82072551,0.05120656,0.51268077
-2.83641821,17.13103216,0.01549217,0.09916223,0.45539587,12.34936695,0.18463094,3.85976726,0.05286082,0.53216153
-2.83041521,17.72391518,0.01605701,0.10029678,0.45395633,12.85826389,0.19342504,3.90682603,0.05467428,0.55235632
-2.82441221,18.36430554,0.01658766,0.10233345,0.45400094,13.40509072,0.20250944,3.96082922,0.05664175,0.57303130
-2.81840920,19.04755781,0.01707985,0.10524733,0.45541951,13.98666287,0.21178360,4.02057923,0.05875538,0.59395263
-2.81240620,19.76839664,0.01753086,0.10899524,0.45807930,14.59928833,0.22114673,4.08478283,0.06100484,0.61489054
-2.80640320,20.52100686,0.01793962,0.11351679,0.46182975,15.23882373,0.23049926,4.15207953,0.06337755,0.63562306
-2.80040020,21.29913229,0.01830673,0.11873570,0.46650716,15.90074063,0.23974428,4.22106834,0.06585888,0.65593923
-2.79439720,22.09618136,0.01863451,0.12456159,0.47193921,16.58020083,0.24878886,4.29033251,0.06843241,0.67564189
-2.78839420,22.90533804,0.01892689,0.13089201,0.47794918,17.27213906,0.25754519,4.35846217,0.07108019,0.69454976
-2.78239120,23.71967588,0.01918920,0.13761482,0.48435988,17.97135138,0.26593169,4.42407480,0.07378300,0.71249914
-2.77638819,24.53227364,0.01942801,0.14461075,0.49099712,18.67258702,0.27387387,4.48583398,0.07652070,0.72934501
-2.77038519,25.33633000,0.01965080,0.15175618,0.49769290,19.37064133,0.28130516,4.54246648,0.07927253,0.74496180
-2.76438219,26.12527522,0.01986563,0.15892596,0.50428814,20.06044725,0.28816750,4.59277828,0.08201750,0.75924376
-2.75837919,26.89287724,0.02008080,0.16599640,0.51063505,20.73716223,0.29441192,4.63566967,0.08473479,0.77210510
-2.75237619,27.63333915,0.02030448,0.17284803,0.51659913,21.39624790,0.29999895,4.67014977,0.08740419,0.78347991
-2.74637319,28.34138557,0.02054431,0.17936843,0.52206093,22.03353946,0.30489886,4.69535049,0.09000652,0.79332200
-2.74037019,29.01233467,0.02080708,0.18545466,0.52691732,22.64530200,0.30909195,4.71053994,0.09252408,0.80160461
-2.73436718,29.64215338,0.02109843,0.19101555,0.53108257,23.22827146,0.31256852,4.71513509,0.09494107,0.80832005
-2.72836418,30.22749333,0.02142256,0.19597349,0.53448899,23.77967823,0.31532887,4.70871323,0.09724396,0.81347922
-2.72236118,30.76570575,0.02178209,0.20026586,0.53708730,24.29725217,0.31738307,4.69102188,0.09942182,0.81711103
-2.71635818,31.25483435,0.02217786,0.20384595,0.53884659,24.77920874,0.31875059,4.66198664,0.10146649,0.81926163
-2.71035518,31.69358619,0.02260896,0.20668336,0.53975393,25.22421661,0.31945980,4.62171628,0.10337276,0.81999346
-2.70435218,32.08128150,0.02307269,0.20876391,0.53981364,25.63134843,0.31954722,4.57050481,0.10513831,0.81938398
-2.69834917,32.41778470,0.02356469,0.21008899,0.53904617,26.00001716,0.31905668,4.50882988,0.10676357,0.81752421
-2.69234617,32.70342004,0.02407911,0.21067450,0.53748667,26.32990144,0.31803831,4.43734750,0.10825148,0.81451687
-2.68634317,32.93887609,0.02460877,0.21054938,0.53518329,26.62086428,0.31654735,4.35688285,0.10960704,0.81047440
-2.68034017,33.12510439,0.02514552,0.20975381,0.53219526,26.87286980,0.31464292,4.26841732,0.11083682,0.80551664
-2.67433717,33.26321800,0.02568045,0.20833719,0.52859077,27.08590323,0.31238679,4.17307213,0.11194837,0.79976852
-2.66833417,33.35439585,0.02620427,0.20635599,0.52444488,27.25989919,0.30984206,4.07208894,0.11294956,0.79335760
-2.66233117,33.39979872,0.02670760,0.20387158,0.51983735,27.39468321,0.30707204,3.96680819,0.11384789,0.78641186
-2.65632816,33.40050189,0.02718131,0.20094814,0.51485069,27.48993041,0.30413922,3.85864565,0.11464990,0.77905759
-2.65032516,33.35744874,0.02761681,0.19765078,0.50956831,27.54514471,0.30110446,3.74906819,0.11536053,0.77141776
-2.64432216,33.27142807,0.02800632,0.19404382,0.50407301,27.55966021,0.29802642,3.63956933,0.11598265,0.76361073
-2.63831916,33.14307624,0.02834312,0.19018943,0.49844575,27.53266546,0.29496127,3.53164527,0.11651668,0.75574959
-2.63231616,32.97290382,0.02862169,0.18614663,0.49276477,27.46324941,0.29196274,3.42677199,0.11696039,0.74794200
-2.62631316,32.76134422,0.02883789,0.18197056,0.48710507,27.35046653,0.28908239,3.32638380,0.11730884,0.74029061
-2.62031016,32.50882052,0.02898899,0.17771216,0.48153814,27.19341715,0.28637015,3.23185361,0.11755449,0.73289392
-2.61430715,32.21582490,0.02907373,0.17341807,0.47613212,26.99133794,0.28387502,3.14447499,0.11768750,0.72584757
-2.60830415,31.88300443,0.02909226,0.16913083,0.47095191,26.74369654,0.28164597,3.06544600,0.11769612,0.71924580
-2.60230115,31.51124587,0.02904606,0.16488926,0.46605963,26.45028393,0.27973269,2.99585461,0.11756726,0.71318305
-2.59629815,31.10175252,0.02893781,0.16072890,0.46151488,26.11129813,0.27818643,2.93666551,0.11728709,0.70775526
-2.59029515,30.65610612,0.02877124,0.15668252,0.45737500,25.72741329,0.27706054,2.88870797,0.11684176,0.70306095
-2.58429215,30.17630817,0.02855089,0.15278056,0.45369512,25.29982891,0.27641078,2.85266467,0.11621806,0.69920168
-2.57828914,29.66479600,0.02828192,0.14905151,0.45052783,24.83029530,0.27629522,2.82906128,0.11540408,0.69628182
-2.57228614,29.12443109,0.02796988,0.14552204,0.44792260,24.32111291,0.27677375,2.81825667,0.11438982,0.69440753
-2.56628314,28.55845877,0.02762042,0.14221702,0.44592474,23.77510471,0.27790714,2.82043410,0.11316766,0.69368476
-2.56028014,27.97044077,0.02723910,0.13915932,0.44457396,23.19556276,0.27975556,2.83559338,0.11173274,0.69421648
-2.55427714,27.36416387,0.02683116,0.13636935,0.44390265,22.58617158,0.28237674,2.86354463,0.11008323,0.69609900
-2.54827414,26.74352981,0.02640133,0.13386449,0.44393373,21.95091257,0.28582368,2.90390400,0.10822035,0.69941758
-2.54227114,26.11243306,0.02595365,0.13165835,0.44467844,21.29395502,0.29014211,2.95609207,0.10614842,0.70424163
-2.53626813,25.47463390,0.02549136,0.12975993,0.44613394,20.61953984,0.29536768,3.01933542,0.10387461,0.71061948
-2.53026513,24.83363478,0.02501679,0.12817284,0.44828111,19.93186289,0.30152319,3.09267210,0.10140874,0.71857327
-2.52426213,24.19256772,0.02453138,0.12689444,0.45108253,19.23496436,0.30861578,3.17496129,0.09876286,0.72809403
-2.51825913,23.55409998,0.02403565,0.12591524,0.45448084,18.53263049,0.31663448,3.26489762,0.09595092,0.73913743
-2.51225613,22.92036377,0.02352928,0.12521842,0.45839774,17.82831271,0.32554796,3.36103010,0.09298834,0.75162027
-2.50625313,22.29291444,0.02301122,0.12477957,0.46273368,17.12506832,0.33530293,3.46178564,0.08989158,0.76541819
-2.50025013,21.67271954,0.02247988,0.12456678,0.46736825,16.42552507,0.34582303,3.56549663,0.08667783,0.78036460
-2.49424712,21.06017929,0.02193326,0.12454100,0.47216166,15.73187063,0.35700854,3.67043202,0.08336468,0.79625116
-2.48824412,20.45517673,0.02136924,0.12465672,0.47695694,15.04586610,0.36873675,3.77483088,0.07996991,0.81282977
-2.48224112,19.85715431,0.02078578,0.12486296,0.48158320,14.36888145,0.38086317,3.87693757,0.07651139,0.82981615
-2.47623812,19.26521185,0.02018121,0.12510459,0.48585967,13.70194922,0.39322359,3.97503715,0.07300696,0.84689495
-2.47023512,18.67821977,0.01955447,0.12532385,0.48960052,13.04583201,0.40563688,4.06748999,0.06947453,0.86372629
-2.46423212,18.09494074,0.01890537,0.12546202,0.49262033,12.40109859,0.41790848,4.15276430,0.06593217,0.87995356
-2.45822911,17.51415266,0.01823483,0.12546133,0.49473999,11.76820320,0.42983460,4.22946561,0.06239825,0.89521221
-2.45222611,16.93476627,0.01754506,0.12526679,0.49579282,11.14756267,0.44120690,4.29636236,0.05889163,0.90913930
-2.44622311,16.35593119,0.01683978,0.12482809,0.49563079,10.53962667,0.45181756,4.35240680,0.05543189,0.92138353
-2.44022011,15.77712555,0.01612434,0.12410131,0.49413051,9.94493698,0.46146457,4.39675111,0.05203953,0.93161537
-2.43421711,15.19822533,0.01540581,0.12305062,0.49119888,9.36417286,0.46995718,4.42875836,0.04873611,0.93953704
-2.42821411,14.61955144,0.01469305,0.12164954,0.48677801,8.79818056,0.47712119,4.44800856,0.04554448,0.94489188
-2.42221111,14.04189360,0.01399676,0.11988216,0.48084952,8.24798641,0.48280401,4.45430022,0.04248879,0.94747298
-2.41620810,13.46651193,0.01332941,0.11774385,0.47343770,7.71479395,0.48687928,4.44764776,0.03959457,0.94713067
-2.41020510,12.89511791,0.01270524,0.11524175,0.46461172,7.19996640,0.48925096,4.42827547,0.03688872,0.94377859
-2.40420210,12.32983779,0.01214016,0.11239493,0.45448659,6.70499711,0.48985669,4.39660877,0.03439937,0.93739825
-2.39819910,11.77316168,0.01165165,0.10923412,0.44322296,6.23147040,0.48867024,4.35326304,0.03215575,0.92804179
-2.39219610,11.22788224,0.01125861,0.10580117,0.43102560,5.78101629,0.48570316,4.29903100,0.03018798,0.91583291
-2.38619310,10.69702659,0.01098122,0.10214826,0.41814071,5.35526209,0.48100533,4.23486862,0.02852673,0.90096583
-2.38019010,10.18378502,0.01084076,0.09833672,0.40485210,4.95578391,0.47466448,4.16188013,0.02720289,0.88370236
-2.37418709,9.69143925,0.01085940,0.09443574,0.39147621,4.58406065,0.46680473,4.08130207,0.02624714,0.86436705
-2.36818409,9.22329265,0.01105993,0.09052082,0.37835626,4.24143246,0.45758400,3.99448642,0.02568945,0.84334057
-2.36218109,8.78260393,0.01146551,0.08667215,0.36585552,3.92906514,0.44719057,3.90288276,0.02555854,0.82105148
-2.35617809,8.37252517,0.01209936,0.08297281,0.35434990,3.64792118,0.43583870,3.80801920,0.02588123,0.79796648
-2.35017509,7.99604435,0.01298433,0.07950699,0.34422003,3.39873754,0.42376349,3.71148192,0.02668177,0.77457955
-2.34417209,7.65593231,0.01414255,0.07635817,0.33584298,3.18200985,0.41121515,3.61489332,0.02798114,0.75140012
-2.33816908,7.35469343,0.01559489,0.07360732,0.32958372,2.99798222,0.39845278,3.51988860,0.02979620,0.72894064
-2.33216608,7.09451939,0.01736042,0.07133117,0.32578665,2.84664154,0.38573789,3.42809096,0.03213892,0.70770383
-2.32616308,6.87724560,0.01945585,0.06960053,0.32476713,2.72771522,0.37332782,3.34108565,0.03501559,0.68816996
-2.32016008,6.70430965,0.02189483,0.06847877,0.32680341,2.64067123,0.36146914,3.26039336,0.03842597,0.67078461
-2.31415708,6.57671215,0.02468727,0.06802034,0.33212892,2.58471954,0.35039148,3.18744347,0.04236258,0.65594700
-2.30815408,6.49498011,0.02783868,0.06826950,0.34092521,2.55881436,0.34030164,3.12354802,0.04681004,0.64399957
-2.30215108,6.45913402,0.03134939,0.06925921,0.35331566,2.56165680,0.33137838,3.06987706,0.05174455,0.63521875
-2.29614807,6.46865991,0.03521391,0.07101013,0.36936010,2.59169824,0.32376793,3.02743652,0.05713357,0.62980755
-2.29014507,6.52248810,0.03942031,0.07352987,0.38905054,2.64714465,0.31758038,2.99704936,0.06293563,0.62788995
-2.28414207,6.61898073,0.04394971,0.07681247,0.41230809,2.72596267,0.31288702,2.97934085,0.06910054,0.62950750
-2.27813907,6.75592988,0.04877585,0.08083806,0.43898133,2.82588844,0.30971880,2.97472888,0.07556972,0.63461810
-2.27213607,6.93056849,0.05386489,0.08557282,0.46884619,2.94444025,0.30806579,2.98341969,0.08227696,0.64309725
-2.26613307,7.13959545,0.05917538,0.09096921,0.50160747,3.07893590,0.30787789,3.00540958,0.08914943,0.65474158
-2.26013007,7.37921615,0.06465845,0.09696651,0.53690204,3.22651592,0.30906654,3.04049258,0.09610900,0.66927484
-2.25412706,7.64519896,0.07025825,0.10349166,0.57430393,3.38417322,0.31150759,3.08827404,0.10307387,0.68635598
-2.24812406,7.93294744,0.07591267,0.11046047,0.61333109,3.54878941,0.31504510,3.14818962,0.10996045,0.70558934
-2.24212106,8.23758717,0.08155430,0.11777910,0.65345397,3.71717793,0.31949611,3.21952915,0.11668535,0.72653647
-2.23611806,8.55406532,0.08711164,0.12534591,0.69410564,3.88613327,0.32465609,3.30146426,0.12316767,0.74872940
-2.23011506,8.87726015,0.09251059,0.13305359,0.73469341,4.05248542,0.33030506,3.39307867,0.12933117,0.77168476
-2.22411206,9.20209707,0.09767608,0.14079154,0.77461159,4.21315807,0.33621413,3.49339985,0.13510651,0.79491838
-2.21810905,9.52366699,0.10253389,0.14844847,0.81325515,4.36522874,0.34215219,3.60143059,0.14043336,0.81795993
-2.21210605,9.83734260,0.10701256,0.15591513,0.85003386,4.50598875,0.34789272,3.71617892,0.14526228,0.84036682
-2.20610305,10.13888777,0.11104535,0.16308709,0.88438647,4.63300073,0.35322036,3.83668508,0.14955629,0.86173720
-2.20010005,10.42455542,0.11457211,0.16986756,0.91579454,4.74415131,0.35793704,3.96204395,0.15329217,0.88172120
-2.19409705,10.69116953,0.11754110,0.17616996,0.94379537,4.83769671,0.36186759,4.09142204,0.15646119,0.90003033
-2.18809405,10.93618741,0.11991056,0.18192036,0.96799363,4.91229911,0.36486449,4.22406791,0.15906949,0.91644437
-2.18209105,11.15773941,0.12165011,0.18705958,0.98807120,4.96705210,0.36681171,4.35931557,0.16113792,0.93081572
-2.17608804,11.35464388,0.12274172,0.19154484,1.00379486,5.00149387,0.36762756,4.49658064,0.16270130,0.94307093
-2.17008504,11.52639670,0.12318039,0.19535097,1.01502150,5.01560732,0.36726627,4.63534944,0.16380735,0.95320945
-2.16408204,11.67313578,0.12297439,0.19847102,1.02170074,5.00980701,0.36571854,4.77516183,0.16451501,0.96129961
-2.15807904,11.79558227,0.12214508,0.20091635,1.02387468,4.98491315,0.36301080,4.91558868,0.16489244,0.96747218
-2.15207604,11.89496131,0.12072632,0.20271608,1.02167492,4.94211384,0.35920339,5.05620578,0.16501471,0.97191167
-2.14607304,11.97290659,0.11876343,0.20391597,1.01531696,4.88291695,0.35438773,5.19656572,0.16496124,0.97484593
-2.14007004,12.03135342,0.11631184,0.20457674,1.00509223,4.80909362,0.34868256,5.33617015,0.16481306,0.97653452
-2.13406703,12.07242604,0.11343537,0.20477196,0.99135804,4.72261589,0.34222939,5.47444444,0.16465016,0.97725633
-2.12806403,12.09832513,0.11020429,0.20458553,0.97452601,4.62559094,0.33518751,5.61071713,0.16454881,0.97729719
-2.12206103,12.11122131,0.10669323,0.20410884,0.95504935,4.52019459,0.32772857,5.74420614,0.16457908,0.97693781
-2.11605803,12.11316034,0.10297901,0.20343783,0.93340965,4.40860688,0.32003107,5.87401380,0.16480275,0.97644289
-2.11005503,12.10598486,0.09913843,0.20266998,0.91010371,4.29295208,0.31227499,5.99913176,0.16527145,0.97605158
-2.10405203,12.09127661,0.09524626,0.20190137,0.88563084,4.17524527,0.30463669,6.11845690,0.16602529,0.97596994
-2.09804902,12.07032190,0.09137336,0.20122398,0.86048127,4.05734749,0.29728434,6.23081821,0.16709202,0.97636557
-2.09204602,12.04410158,0.08758506,0.20072329,0.83512603,3.94093042,0.29037408,6.33501429,0.16848664,0.97736463
-2.08604302,12.01330543,0.08393984,0.20047630,0.81000849,3.82745174,0.28404694,6.42985997,0.17021159,0.97905137
-2.08004002,11.97836946,0.08048843,0.20054998,0.78553806,3.71814106,0.27842672,6.51424040,0.17225739,0.98147006
-2.07403702,11.93953298,0.07727319,0.20100034,0.76208582,3.61399641,0.27361884,6.58716973,0.17460379,0.98462917
-2.06803402,11.89691154,0.07432796,0.20187189,0.73998229,3.51579029,0.26971017,6.64785164,0.17722137,0.98850762
-2.06203102,11.85058050,0.07167816,0.20319780,0.71951714,3.42408421,0.26676980,6.69573825,0.18007340,0.99306258
-2.05602801,11.80066372,0.06934129,0.20500040,0.70094058,3.33925016,0.26485065,6.73058387,0.18311802,0.99823854
-2.05002501,11.74742138,0.06732764,0.20729222,0.68446611,3.26149721,0.26399184,6.75249052,0.18631050,1.00397708
-2.04402201,11.69133095,0.06564125,0.21007729,0.67027431,3.19090134,0.26422155,6.76194194,0.18960566,1.01022681
-2.03801901,11.63315626,0.06428096,0.21335280,0.65851718,3.12743654,0.26556034,6.75982371,0.19296005,1.01695301
-2.03201601,11.57399952,0.06324150,0.21711078,0.64932266,3.07100548,0.26802455,6.74742755,0.19633415,1.02414638
-2.02601301,11.51533301,0.06251467,0.22133989,0.64279884,3.02146773,0.27162960,6.72643895,0.19969413,1.03183047
-2.02001001,11.45900769,0.06209028,0.22602706,0.63903756,2.97866442,0.27639307,6.69890764,0.20301336,1.04006737
-2.01400700,11.40723769,0.06195708,0.23115899,0.63811699,2.94243796,0.28233716,6.66720194,0.20627345,1.04896118
-2.00800400,11.36256064,0.06210344,0.23672325,0.64010306,2.91264604,0.28949057,6.63394831,0.20946478,1.05865920
-2.00200100,11.32777546,0.06251786,0.24270912,0.64504947,2.88916959,0.29788937,6.60195851,0.21258657,1.06935044
-1.99599800,11.30586003,0.06318919,0.24910785,0.65299639,2.87191443,0.30757702,6.57414722,0.21564642,1.08126157
-1.98999500,11.29987238,0.06410666,0.25591262,0.66396769,2.86080704,0.31860328,6.55344348,0.21865929,1.09465024
-1.98399200,11.31283985,0.06525973,0.26311787,0.67796716,2.85578503,0.33102217,6.54269944,0.22164612,1.10979604
-1.97798899,11.34764096,0.06663767,0.27071832,0.69497369,2.85678324,0.34488882,6.54460011,0.22463200,1.12698924
-1.97198599,11.40688537,0.06822910,0.27870754,0.71493598,2.86371657,0.36025554,6.56157744,0.22764403,1.14651783
-1.96598299,11.49279692,0.07002140,0.28707633,0.73776705,2.87646089,0.37716714,6.59573191,0.23070905,1.16865324
-1.95997999,11.60710499,0.07200005,0.29581081,0.76333900,2.89483348,0.39565574,6.64876418,0.23385119,1.19363531
-1.95397699,11.75094845,0.07414805,0.30489066,0.79147854,2.91857442,0.41573528,6.72191909,0.23708958,1.22165710
-1.94797399,11.92479654,0.07644542,0.31428731,0.82196366,2.94733027,0.43739609,6.81594317,0.24043613,1.25285023
-1.94197099,12.12838952,0.07886876,0.32396249,0.85452179,2.98064140,0.46059968,6.93105692,0.24389369,1.28727127
-1.93596798,12.36070195,0.08139104,0.33386721,0.88882981,3.01793404,0.48527410,7.06694182,0.24745459,1.32488993
-1.92996498,12.61992975,0.08398154,0.34394120,0.92451619,3.05851771,0.51131020,7.22274217,0.25109963,1.36557959
-1.92396198,12.90350203,0.08660602,0.35411301,0.96116514,3.10158880,0.53855883,7.39708076,0.25479775,1.40911061
-1.91795898,13.20811731,0.08922709,0.36430081,0.99832301,3.14624028,0.56682940,7.58808771,0.25850625,1.45514699
