energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.84992496,2.05851658,0.01930992,0.11511368,0.63070885,0.22512113,0.03453299,0.96218841,0.84338522,0.16061353
-5.84392196,2.11701125,0.02082210,0.11827389,0.64738819,0.23248693,0.03593174,0.99183422,0.86622667,0.16428576
-5.83791896,2.17399591,0.02236446,0.12138118,0.66388207,0.23976316,0.03735493,1.02082521,0.88809308,0.16782902
-5.83191596,2.22876229,0.02392054,0.12442669,0.67993534,0.24687169,0.03879460,1.04877119,0.90867149,0.17119105
-5.82591296,2.28059118,0.02547311,0.12739964,0.69528036,0.25373145,0.04024127,1.07527454,0.92765071,0.17432001
-5.81990995,2.32875828,0.02700442,0.13028619,0.70964038,0.26025876,0.04168365,1.09993525,0.94472597,0.17716493
-5.81390695,2.37254218,0.02849650,0.13306851,0.72273401,0.26636815,0.04310857,1.12235701,0.95960436,0.17967621
-5.80790395,2.41123470,0.02993147,0.13572414,0.73428092,0.27197330,0.04450090,1.14215454,0.97201074,0.18180627
-5.80190095,2.44415362,0.03129179,0.13822555,0.74400839,0.27698837,0.04584363,1.15896195,0.98169429,0.18351026
-5.79589795,2.47065750,0.03256064,0.14054017,0.75165882,0.28132966,0.04711814,1.17244192,0.98843536,0.18474695
-5.78989495,2.49016246,0.03372220,0.14263072,0.75699776,0.28491753,0.04830449,1.18229557,0.99205240,0.18547966
-5.78389195,2.50216001,0.03476195,0.14445593,0.75982222,0.28767845,0.04938188,1.18827248,0.99240887,0.18567729
-5.77788894,2.50623563,0.03566697,0.14597164,0.75996885,0.28954736,0.05032922,1.19018056,0.98941969,0.18531536
-5.77188594,2.50208682,0.03642622,0.14713221,0.75732173,0.29046987,0.05112576,1.18789526,0.98305697,0.18437702
-5.76588294,2.48953996,0.03703077,0.14789208,0.75181907,0.29040454,0.05175173,1.18136768,0.97335467,0.18285403
-5.75987994,2.46856491,0.03747407,0.14820763,0.74345873,0.28932495,0.05218906,1.17063094,0.96041199,0.18074758
-5.75387694,2.43928630,0.03775206,0.14803899,0.73230195,0.28722137,0.05242201,1.15580454,0.94439497,0.17806889
-5.74787394,2.40199068,0.03786340,0.14735185,0.71847514,0.28410216,0.05243781,1.13709620,0.92553624,0.17483962
-5.74187094,2.35712880,0.03780950,0.14611921,0.70216931,0.27999455,0.05222720,1.11480080,0.90413267,0.17109196
-5.73586793,2.30531235,0.03759457,0.14432281,0.68363728,0.27494489,0.05178483,1.08929642,0.88054074,0.16686836
-5.72986493,2.24730497,0.03722565,0.14195431,0.66318837,0.26901820,0.05110961,1.06103719,0.85516969,0.16222100
-5.72386193,2.18400726,0.03671245,0.13901619,0.64118081,0.26229712,0.05020484,1.03054311,0.82847247,0.15721078
-5.71785893,2.11643626,0.03606726,0.13552208,0.61801204,0.25488016,0.04907827,0.99838709,0.80093466,0.15190604
-5.71185593,2.04569965,0.03530469,0.13149684,0.59410729,0.24687925,0.04774189,0.96517948,0.77306172,0.14638094
-5.70585293,1.97296565,0.03444140,0.12697610,0.56990668,0.23841687,0.04621172,0.93155061,0.74536478,0.14071357
-5.69984992,1.89942950,0.03349574,0.12200544,0.54585157,0.22962262,0.04450739,0.89813197,0.71834569,0.13498382
-5.69384692,1.82627789,0.03248732,0.11663922,0.52237040,0.22062948,0.04265158,0.86553666,0.69248156,0.12927114
-5.68784392,1.75465254,0.03143658,0.11093903,0.49986495,0.21156987,0.04066943,0.83433996,0.66820965,0.12365223
-5.68184092,1.68561456,0.03036422,0.10497202,0.47869725,0.20257174,0.03858782,0.80506062,0.64591302,0.11819878
-5.67583792,1.62011101,0.02929073,0.09880896,0.45917791,0.19375469,0.03643468,0.77814390,0.62590764,0.11297534
-5.66983492,1.55894507,0.02823582,0.09252227,0.44155624,0.18522648,0.03423823,0.75394678,0.60843152,0.10803738
-5.66383192,1.50275109,0.02721789,0.08618410,0.42601262,0.17707991,0.03202624,0.73272628,0.59363627,0.10342969
-5.65782891,1.45197577,0.02625351,0.07986444,0.41265342,0.16939033,0.02982537,0.71463114,0.58158167,0.09918517
-5.65182591,1.40686611,0.02535699,0.07362942,0.40150863,0.16221382,0.02766054,0.69969752,0.57223338,0.09532396
-5.64582291,1.36746495,0.02453997,0.06753983,0.39253238,0.15558610,0.02555439,0.68784874,0.56546412,0.09185317
-5.63981991,1.33361414,0.02381109,0.06164995,0.38560624,0.14952230,0.02352687,0.67889923,0.56105824,0.08876697
-5.63381691,1.30496531,0.02317579,0.05600661,0.38054511,0.14401752,0.02159490,0.67256253,0.55871962,0.08604726
-5.62781391,1.28099790,0.02263618,0.05064862,0.37710552,0.13904817,0.01977218,0.66846308,0.55808260,0.08366473
-5.62181091,1.26104352,0.02219104,0.04560655,0.37499597,0.13457403,0.01806907,0.66615124,0.55872556,0.08158033
-5.61580790,1.24431573,0.02183593,0.04090272,0.37388870,0.13054097,0.01649269,0.66512111,0.56018667,0.07974715
-5.60980490,1.22994385,0.02156338,0.03655161,0.37343268,0.12688409,0.01504694,0.66483018,0.56198103,0.07811244
-5.60380190,1.21700949,0.02136324,0.03256034,0.37326694,0.12353130,0.01373286,0.66472023,0.56361868,0.07661992
-5.59779890,1.20458404,0.02122306,0.02892955,0.37303400,0.12040704,0.01254880,0.66423843,0.56462262,0.07521209
-5.59179590,1.19176572,0.02112858,0.02565426,0.37239262,0.11743601,0.01149091,0.66285789,0.56454610,0.07383253
-5.58579290,1.17771448,0.02106426,0.02272492,0.37102951,0.11454683,0.01055346,0.66009685,0.56298859,0.07242803
-5.57978989,1.16168352,0.02101386,0.02012852,0.36866958,0.11167537,0.00972932,0.65553554,0.55960962,0.07095061
-5.57378689,1.14304604,0.02096104,0.01784964,0.36508420,0.10876768,0.00901042,0.64883044,0.55414007,0.06935912
-5.56778389,1.12131636,0.02088987,0.01587153,0.36009744,0.10578236,0.00838813,0.63972503,0.54639042,0.06762057
-5.56178089,1.09616475,0.02078546,0.01417707,0.35358997,0.10269240,0.00785378,0.62805702,0.53625582,0.06571105
-5.55577789,1.06742551,0.02063439,0.01274965,0.34550066,0.09948627,0.00739894,0.61376172,0.52371766,0.06361622
-5.54977489,1.03509843,0.02042514,0.01157393,0.33582584,0.09616842,0.00701583,0.59687168,0.50884190,0.06133141
-5.54377189,0.99934380,0.02014845,0.01063641,0.32461653,0.09275909,0.00669760,0.57751266,0.49177421,0.05886133
-5.53776888,0.96047152,0.01979754,0.00992594,0.31197375,0.08929348,0.00643855,0.55589644,0.47273238,0.05621939
-5.53176588,0.91892530,0.01936824,0.00943402,0.29804228,0.08582044,0.00623432,0.53231085,0.45199626,0.05342677
-5.52576288,0.87526272,0.01885910,0.00915497,0.28300326,0.08240063,0.00608204,0.50710764,0.42989602,0.05051121
-5.51975988,0.83013244,0.01827124,0.00908600,0.26706602,0.07910437,0.00598036,0.48068880,0.40679904,0.04750567
-5.51375688,0.78424965,0.01760828,0.00922713,0.25045958,0.07600923,0.00592952,0.45349206,0.38309631,0.04444688
-5.50775388,0.73837103,0.01687608,0.00958105,0.23342408,0.07319746,0.00593134,0.42597622,0.35918867,0.04137387
-5.50175088,0.69327021,0.01608244,0.01015285,0.21620277,0.07075348,0.00598912,0.39860688,0.33547365,0.03832658
-5.49574787,0.64971480,0.01523675,0.01094973,0.19903457,0.06876129,0.00610766,0.37184318,0.31233332,0.03534454
-5.48974487,0.60844585,0.01434966,0.01198068,0.18214774,0.06730225,0.00629309,0.34612603,0.29012349,0.03246574
-5.48374187,0.57016025,0.01343262,0.01325610,0.16575462,0.06645292,0.00655283,0.32186811,0.26916475,0.02972566
-5.47773887,0.53549670,0.01249752,0.01478740,0.15004769,0.06628329,0.00689543,0.29944584,0.24973533,0.02715659
-5.47173587,0.50502524,0.01155629,0.01658670,0.13519697,0.06685538,0.00733049,0.27919365,0.23206607,0.02478709
-5.46573287,0.47924062,0.01062058,0.01866640,0.12134865,0.06822215,0.00786853,0.26140022,0.21633743,0.02264172
-5.45972986,0.45855910,0.00970142,0.02103894,0.10862495,0.07042680,0.00852083,0.24630685,0.20267844,0.02074097
-5.45372686,0.44331850,0.00880900,0.02371642,0.09712505,0.07350248,0.00929936,0.23410763,0.19116752,0.01910139
-5.44772386,0.43378102,0.00795242,0.02671039,0.08692688,0.07747229,0.01021654,0.22495119,0.18183486,0.01773583
-5.44172086,0.43013817,0.00713958,0.03003150,0.07808956,0.08234956,0.01128508,0.21894375,0.17466624,0.01665380
-5.43571786,0.43251728,0.00637708,0.03368933,0.07065627,0.08813850,0.01251778,0.21615294,0.16960783,0.01586196
-5.42971486,0.44098888,0.00567019,0.03769205,0.06465744,0.09483487,0.01392719,0.21661236,0.16657191,0.01536458
-5.42371186,0.45557429,0.00502288,0.04204615,0.06011377,0.10242686,0.01552536,0.22032613,0.16544300,0.01516398
-5.41770885,0.47625282,0.00443783,0.04675611,0.05703924,0.11089603,0.01732335,0.22727350,0.16608423,0.01526101
-5.41170585,0.50296803,0.00391659,0.05182402,0.05544363,0.12021810,0.01933084,0.23741285,0.16834371,0.01565538
-5.40570285,0.53563251,0.00345962,0.05724907,0.05533461,0.13036380,0.02155557,0.25068515,0.17206058,0.01634593
-5.39969985,0.57413099,0.00306648,0.06302714,0.05671922,0.14129937,0.02400274,0.26701647,0.17707058,0.01733080
-5.39369685,0.61832141,0.00273592,0.06915011,0.05960472,0.15298698,0.02667439,0.28631960,0.18321095,0.01860741
-5.38769385,0.66803410,0.00246605,0.07560532,0.06399871,0.16538484,0.02956875,0.30849456,0.19032455,0.02017243
-5.38169085,0.72306888,0.00225445,0.08237489,0.06990872,0.17844703,0.03267958,0.33342820,0.19826305,0.02202155
-5.37568784,0.78319067,0.00209828,0.08943512,0.07734106,0.19212313,0.03599554,0.36099284,0.20688924,0.02414919
-5.36968484,0.84812377,0.00199439,0.09675588,0.08629934,0.20635757,0.03949970,0.39104427,0.21607828,0.02654813
-5.36368184,0.91754543,0.00193941,0.10430021,0.09678247,0.22108891,0.04316908,0.42341920,0.22571817,0.02920906
-5.35767884,0.99107944,0.00192977,0.11202402,0.10878254,0.23624899,0.04697442,0.45793253,0.23570924,0.03212021
-5.35167584,1.06829019,0.00196182,0.11987603,0.12228257,0.25176216,0.05088012,0.49437475,0.24596301,0.03526688
-5.34567284,1.14867825,0.00203178,0.12779804,0.13725435,0.26754463,0.05484443,0.53250971,0.25640045,0.03863110
-5.33966983,1.23167789,0.00213583,0.13572546,0.15365655,0.28350413,0.05881989,0.57207321,0.26694980,0.04219137
-5.33366683,1.31665731,0.00227006,0.14358829,0.17143319,0.29953993,0.06275403,0.61277263,0.27754426,0.04592253
-5.32766383,1.40292203,0.00243052,0.15131236,0.19051263,0.31554333,0.06659043,0.65428783,0.28811962,0.04979572
-5.32166083,1.48972172,0.00261323,0.15882103,0.21080715,0.33139869,0.07026986,0.69627351,0.29861206,0.05377860
-5.31565783,1.57626064,0.00281413,0.16603711,0.23221323,0.34698508,0.07373187,0.73836312,0.30895638,0.05783565
-5.30965483,1.66171145,0.00302916,0.17288515,0.25461239,0.36217839,0.07691635,0.78017431,0.31908468,0.06192868
-5.30365183,1.74523208,0.00325424,0.17929377,0.27787274,0.37685406,0.07976536,0.82131569,0.32892570,0.06601752
-5.29764882,1.82598504,0.00348530,0.18519813,0.30185102,0.39089009,0.08222491,0.86139480,0.33840483,0.07006081
-5.29164582,1.90315820,0.00371835,0.19054229,0.32639507,0.40417041,0.08424675,0.90002686,0.34744486,0.07401689
-5.28564282,1.97598630,0.00394946,0.19528140,0.35134659,0.41658829,0.08579004,0.93684389,0.35596736,0.07784476
-5.27963982,2.04377172,0.00417488,0.19938355,0.37654394,0.42804961,0.08682278,0.97150384,0.36389466,0.08150509
-5.27363682,2.10590381,0.00439105,0.20283113,0.40182489,0.43847587,0.08732302,1.00369903,0.37115229,0.08496110
-5.26763382,2.16187528,0.00459467,0.20562174,0.42702911,0.44780664,0.08727971,1.03316370,0.37767177,0.08817945
-5.26163082,2.21129505,0.00478274,0.20776838,0.45200025,0.45600139,0.08669314,1.05968003,0.38339344,0.09113097
-5.25562781,2.25389659,0.00495263,0.20929909,0.47658745,0.46304045,0.08557506,1.08308239,0.38826931,0.09379118
-5.24962481,2.28954140,0.00510210,0.21025584,0.50064631,0.46892512,0.08394827,1.10325961,0.39226566,0.09614070
-5.24362181,2.31821745,0.00522933,0.21069293,0.52403930,0.47367691,0.08184591,1.12015516,0.39536523,0.09816540
-5.23761881,2.34003273,0.00533297,0.21067473,0.54663547,0.47733585,0.07931033,1.13376525,0.39756896,0.09985632
-5.23161581,2.35520441,0.00541210,0.21027315,0.56830992,0.47995816,0.07639167,1.14413521,0.39889706,0.10120950
-5.22561281,2.36404438,0.00546625,0.20956476,0.58894284,0.48161323,0.07314619,1.15135420,0.39938948,0.10222550
-5.21960980,2.36694223,0.00549537,0.20862780,0.60841848,0.48238036,0.06963446,1.15554899,0.39910577,0.10290889
-5.21360680,2.36434680,0.00549980,0.20753927,0.62662434,0.48234528,0.06591945,1.15687712,0.39812434,0.10326767
-5.20760380,2.35674753,0.00548025,0.20637229,0.64345058,0.48159681,0.06206461,1.15551999,0.39654112,0.10331251
-5.20160080,2.34465682,0.00543771,0.20519367,0.65878999,0.48022397,0.05813211,1.15167644,0.39446790,0.10305619
-5.19559780,2.32859450,0.00537347,0.20406215,0.67253870,0.47831349,0.05418113,1.14555727,0.39203030,0.10251296
-5.18959480,2.30907528,0.00528899,0.20302703,0.68459755,0.47594821,0.05026649,1.13738106,0.38936555,0.10169805
-5.18359180,2.28659970,0.00518594,0.20212755,0.69487436,0.47320619,0.04643742,1.12737136,0.38662010,0.10062732
-5.17758879,2.26164893,0.00506610,0.20139282,0.70328681,0.47016077,0.04273674,1.11575565,0.38394732,0.09931700
-5.17158579,2.23468337,0.00493134,0.20084230,0.70976605,0.46688130,0.03920024,1.10276559,0.38150506,0.09778363
-5.16558279,2.20614457,0.00478365,0.20048692,0.71426062,0.46343470,0.03585644,1.08863867,0.37945343,0.09604410
-5.15957979,2.17645995,0.00462505,0.20033043,0.71674053,0.45988748,0.03272654,1.07362061,0.37795253,0.09411579
-5.15357679,2.14604926,0.00445765,0.20037124,0.71720124,0.45630805,0.02982474,1.05796832,0.37716027,0.09201682
-5.14757379,2.11533201,0.00428364,0.20060426,0.71566714,0.45276911,0.02715866,1.04195262,0.37723017,0.08976631
-5.14157079,2.08473458,0.00410528,0.20102288,0.71219435,0.44934984,0.02472996,1.02586049,0.37830925,0.08738464
-5.13556778,2.05469623,0.00392498,0.20162075,0.70687253,0.44613766,0.02253512,1.00999610,0.38053575,0.08489364
-5.12956478,2.02567292,0.00374524,0.20239349,0.69982556,0.44322933,0.02056626,0.99468043,0.38403690,0.08231672
-5.12356178,1.99813855,0.00356877,0.20333994,0.69121090,0.44073136,0.01881197,0.98024911,0.38892665,0.07967888
-5.11755878,1.97258304,0.00339843,0.20446321,0.68121769,0.43875937,0.01725816,0.96704835,0.39530331,0.07700654
-5.11155578,1.94950718,0.00323730,0.20577126,0.67006361,0.43743674,0.01588889,0.95542907,0.40324736,0.07432731
-5.10555278,1.92941457,0.00308866,0.20727709,0.65799061,0.43689230,0.01468707,0.94573939,0.41281934,0.07166952
-5.09954977,1.91280093,0.00295602,0.20899865,0.64525969,0.43725730,0.01363515,0.93831572,0.42405795,0.06906172
-5.09354677,1.90014152,0.00284309,0.21095835,0.63214506,0.43866184,0.01271569,0.93347315,0.43697850,0.06653205
-5.08754377,1.89187750,0.00275375,0.21318231,0.61892786,0.44123088,0.01191179,0.93149542,0.45157179,0.06410756
-5.08154077,1.88840205,0.00269203,0.21569947,0.60588970,0.44508018,0.01120748,0.93262526,0.46780350,0.06181352
-5.07553777,1.89004720,0.00266204,0.21854050,0.59330633,0.45031227,0.01058801,0.93705541,0.48561410,0.05967272
-5.06953477,1.89707198,0.00266791,0.22173667,0.58144165,0.45701274,0.01004002,0.94492118,0.50491935,0.05770493
-5.06353177,1.90965285,0.00271368,0.22531869,0.57054209,0.46524704,0.00955166,0.95629450,0.52561136,0.05592635
-5.05752876,1.92787644,0.00280322,0.22931557,0.56083170,0.47505785,0.00911262,0.97118023,0.54756013,0.05434922
-5.05152576,1.95173525,0.00294009,0.23375349,0.55250773,0.48646326,0.00871416,0.98951449,0.57061549,0.05298166
-5.04552276,1.98112602,0.00312743,0.23865478,0.54573695,0.49945556,0.00834900,1.01116517,0.59460929,0.05182751
-5.03951976,2.01585071,0.00336778,0.24403689,0.54065248,0.51400093,0.00801127,1.03593457,0.61935772,0.05088640
-5.03351676,2.05561976,0.00366299,0.24991150,0.53735121,0.53003963,0.00769636,1.06356367,0.64466361,0.05015400
-5.02751376,2.10005710,0.00401398,0.25628357,0.53589170,0.54748686,0.00740078,1.09373792,0.67031862,0.04962223
-5.02151076,2.14870635,0.00442072,0.26315049,0.53629244,0.56623398,0.00712200,1.12609407,0.69610504,0.04927975
-5.01550775,2.20103786,0.00488197,0.27050125,0.53853066,0.58615012,0.00685831,1.16022754,0.72179746,0.04911233
-5.00950475,2.25645588,0.00539527,0.27831560,0.54254142,0.60708382,0.00660860,1.19570012,0.74716392,0.04910337
-5.00350175,2.31430572,0.00595680,0.28656332,0.54821738,0.62886480,0.00637223,1.23204746,0.77196685,0.04923441
-4.99749875,2.37388059,0.00656133,0.29520348,0.55540897,0.65130570,0.00614885,1.26878629,0.79596382,0.04948553
-4.99149575,2.43442804,0.00720226,0.30418383,0.56392547,0.67420364,0.00593829,1.30542109,0.81890816,0.04983587
-4.98549275,2.49515618,0.00787160,0.31344037,0.57353688,0.69734178,0.00574037,1.34145010,0.84054972,0.05026396
-4.97948974,2.55523983,0.00856008,0.32289706,0.58397681,0.72049067,0.00555486,1.37637097,0.86063591,0.05074808
-4.97348674,2.61382703,0.00925734,0.33246581,0.59494658,0.74340974,0.00538134,1.40968577,0.87891324,0.05126656
-4.96748374,2.67004619,0.00995204,0.34204675,0.60612053,0.76584874,0.00521918,1.44090595,0.89512950,0.05179802
-4.96148074,2.72301444,0.01063218,0.35152890,0.61715256,0.78754941,0.00506745,1.46955712,0.90903671,0.05232157
-4.95547774,2.77184738,0.01128538,0.36079116,0.62768394,0.80824751,0.00492501,1.49518410,0.92039496,0.05281704
-4.94947474,2.81567058,0.01189916,0.36970383,0.63735216,0.82767518,0.00479040,1.51735630,0.92897703,0.05326513
-4.94347174,2.85363295,0.01246135,0.37813049,0.64580062,0.84556388,0.00466200,1.53567352,0.93457378,0.05364759
-4.93746873,2.88492186,0.01296041,0.38593030,0.65268883,0.86164789,0.00453799,1.54977235,0.93700019,0.05394745
-4.93146573,2.90877988,0.01338580,0.39296077,0.65770290,0.87566834,0.00441647,1.55933297,0.93610164,0.05414919
-4.92546273,2.92452259,0.01372830,0.39908078,0.66056558,0.88737795,0.00429554,1.56408632,0.93176034,0.05423897
-4.91945973,2.93155697,0.01398035,0.40415396,0.66104580,0.89654606,0.00417335,1.56382134,0.92390140,0.05420487
-4.91345673,2.92939957,0.01413623,0.40805216,0.65896683,0.90296419,0.00404822,1.55839193,0.91249824,0.05403710
-4.90745373,2.91769366,0.01419234,0.41065905,0.65421308,0.90645166,0.00391868,1.54772340,0.89757701,0.05372827
-4.90145073,2.89622445,0.01414722,0.41187360,0.64673481,0.90686123,0.00378357,1.53181781,0.87921962,0.05327356
-4.89544772,2.86493148,0.01400169,0.41161335,0.63655064,0.90408440,0.00364203,1.51075795,0.85756520,0.05267090
-4.88944472,2.82391746,0.01375874,0.40981741,0.62374776,0.89805619,0.00349361,1.48470948,0.83280971,0.05192112
-4.88344172,2.77345274,0.01342344,0.40644890,0.60847957,0.88875909,0.00333822,1.45392100,0.80520363,0.05102795
-4.87743872,2.71397508,0.01300278,0.40149681,0.59096096,0.87622588,0.00317614,1.41872171,0.77504773,0.04999806
-4.87143572,2.64608417,0.01250540,0.39497719,0.57146138,0.86054125,0.00300804,1.37951664,0.74268707,0.04884092
-4.86543272,2.57053104,0.01194130,0.38693352,0.55029598,0.84184190,0.00283487,1.33677937,0.70850328,0.04756864
-4.85942971,2.48820245,0.01132153,0.37743626,0.52781512,0.82031507,0.00265789,1.29104241,0.67290564,0.04619568
-4.85342671,2.40010066,0.01065779,0.36658154,0.50439285,0.79619552,0.00247853,1.24288549,0.63632107,0.04473849
-4.84742371,2.30731932,0.00996214,0.35448902,0.48041470,0.76976087,0.00229839,1.19292214,0.59918360,0.04321511
-4.84142071,2.21101625,0.00924658,0.34129903,0.45626547,0.74132556,0.00211915,1.14178492,0.56192371,0.04164466
-4.83541771,2.11238420,0.00852280,0.32716898,0.43231734,0.71123349,0.00194248,1.09011010,0.52495798,0.04004683
-4.82941471,2.01262069,0.00780185,0.31226922,0.40891890,0.67984974,0.00177000,1.03852208,0.48867939,0.03844138
-4.82341171,1.91289812,0.00709390,0.29677861,0.38638558,0.64755160,0.00160323,0.98761839,0.45344880,0.03684755
-4.81740870,1.81433530,0.00640806,0.28087978,0.36499156,0.61471918,0.00144355,0.93795578,0.41958769,0.03528359
-4.81140570,1.71797153,0.00575224,0.26475442,0.34496381,0.58172623,0.00129212,0.89003794,0.38737259,0.03376627
-4.80540270,1.62474414,0.00513307,0.24857871,0.32647805,0.54893124,0.00114990,0.84430526,0.35703128,0.03231055
-4.79939970,1.53547038,0.00455586,0.23251914,0.30965688,0.51666939,0.00101764,0.80112715,0.32874073,0.03092918
-4.79339670,1.45083412,0.00402462,0.21672876,0.29457007,0.48524553,0.00089584,0.76079700,0.30262688,0.02963253
-4.78739370,1.37137773,0.00354212,0.20134413,0.28123667,0.45492852,0.00078479,0.72352987,0.27876610,0.02842845
-4.78139070,1.29749926,0.00310997,0.18648298,0.26962900,0.42594698,0.00068459,0.68946305,0.25718816,0.02732221
-4.77538769,1.22945458,0.00272874,0.17224267,0.25967794,0.39848678,0.00059515,0.65865904,0.23788043,0.02631661
-4.76938469,1.16736424,0.00239809,0.15869946,0.25127949,0.37268995,0.00051624,0.63111092,0.22079320,0.02541209
-4.76338169,1.11122430,0.00211689,0.14590857,0.24430193,0.34865532,0.00044751,0.60674951,0.20584560,0.02460696
-4.75737869,1.06092035,0.00188335,0.13390504,0.23859350,0.32644039,0.00038854,0.58545198,0.19293202,0.02389766
-4.75137569,1.01624387,0.00169519,0.12270516,0.23399001,0.30606451,0.00033887,0.56705135,0.18192866,0.02327911
-4.74537269,0.97690999,0.00154969,0.11230848,0.23032217,0.28751299,0.00029801,0.55134632,0.17269995,0.02274496
-4.73936968,0.94257562,0.00144387,0.10270023,0.22742229,0.27074192,0.00026553,0.53811101,0.16510460,0.02228801
-4.73336668,0.91285725,0.00137449,0.09385400,0.22513017,0.25568333,0.00024102,0.52710412,0.15900109,0.02190045
-4.72736368,0.88734749,0.00133820,0.08573451,0.22329790,0.24225057,0.00022419,0.51807723,0.15425248,0.02157418
-4.72136068,0.86562993,0.00133154,0.07830040,0.22179360,0.23034356,0.00021482,0.51078178,0.15073046,0.02130104
-4.71535768,0.84729176,0.00135101,0.07150686,0.22050395,0.21985370,0.00021284,0.50497483,0.14831846,0.02107302
-4.70935468,0.83193397,0.00139310,0.06530800,0.21933555,0.21066830,0.00021831,0.50042338,0.14691400,0.02088238
-4.70335168,0.81917913,0.00145428,0.05965894,0.21821524,0.20267446,0.00023142,0.49690740,0.14643016,0.02072177
-4.69734867,0.80867675,0.00153108,0.05451748,0.21708953,0.19576223,0.00025252,0.49422165,0.14679633,0.02058428
-4.69134567,0.80010666,0.00162003,0.04984535,0.21592314,0.18982713,0.00028211,0.49217655,0.14795815,0.02046346
-4.68534267,0.79318048,0.00171775,0.04560907,0.21469711,0.18477195,0.00032081,0.49059842,0.14987697,0.02035334
-4.67933967,0.78764187,0.00182092,0.04178040,0.21340633,0.18050806,0.00036936,0.48932923,0.15252869,0.02024841
-4.67333667,0.78326582,0.00192632,0.03833642,0.21205706,0.17695607,0.00042862,0.48822625,0.15590218,0.02014358
-4.66733367,0.77985728,0.00203087,0.03525927,0.21066424,0.17404611,0.00049948,0.48716179,0.15999731,0.02003423
-4.66133067,0.77724972,0.00213165,0.03253562,0.20924899,0.17171773,0.00058288,0.48602315,0.16482271,0.01991616
-4.65532766,0.77530352,0.00222595,0.03015600,0.20783627,0.16991953,0.00067977,0.48471294,0.17039319,0.01978565
-4.64932466,0.77390462,0.00231129,0.02811390,0.20645287,0.16860861,0.00079101,0.48314981,0.17672704,0.01963946
-4.64332166,0.77296325,0.00238548,0.02640484,0.20512561,0.16774980,0.00091737,0.48126951,0.18384309,0.01947493
