energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up
-3.40670335,9.91103237,0.90066556,6.37354444,0.04901171,0.31513750,2.06766015,0.95369418,0.16807474,2.10389723
-3.40070035,9.81645415,0.89232360,6.27891347,0.04925669,0.31430204,2.08169558,0.94225129,0.17304303,2.10175745
-3.39469735,9.75182729,0.88668674,6.20393371,0.04950514,0.31441436,2.09779634,0.93686791,0.17788949,2.10344003
-3.38869435,9.71790239,0.88377035,6.14946738,0.04975595,0.31541994,2.11566191,0.93765924,0.18252602,2.10881192
-3.38269135,9.71446975,0.88348955,6.11570308,0.05000714,0.31722941,2.13490409,0.94462476,0.18686371,2.11760935
-3.37668834,9.74037378,0.88566521,6.10214654,0.05025608,0.31972264,2.15506139,0.95765339,0.19081541,2.12945293
-3.37068534,9.79356004,0.89003296,6.10763645,0.05049967,0.32275412,2.17561628,0.97653102,0.19429832,2.14386643
-3.36468234,9.87115232,0.89625480,6.13038424,0.05073452,0.32615894,2.19601412,1.00094999,0.19723641,2.16029812
-3.35867934,9.96955562,0.90393279,6.16803612,0.05095713,0.32975946,2.21568287,1.03051973,0.19956266,2.17814347
-3.35267634,10.08458014,0.91262427,6.21775427,0.05116409,0.33337221,2.23405239,1.06477824,0.20122086,2.19676805
-3.34667334,10.21158066,0.92185806,6.27631363,0.05135219,0.33681477,2.25057246,1.10320363,0.20216720,2.21552941
-3.34067034,10.34560503,0.93115094,6.34021016,0.05151852,0.33991238,2.26472849,1.14522528,0.20237123,2.23379699
-3.33466733,10.48154589,0.94002388,6.40577591,0.05166058,0.34250405,2.27605445,1.19023426,0.20181654,2.25096923
-3.32866433,10.61428957,0.94801750,6.46929647,0.05177627,0.34444790,2.28414230,1.23759260,0.20050083,2.26648728
-3.32266133,10.73885685,0.95470619,6.52712607,0.05186393,0.34562558,2.28864794,1.28664126,0.19843563,2.27984489
-3.31665833,10.85053091,0.95971041,6.57579629,0.05192231,0.34594564,2.28929355,1.33670687,0.19564551,2.29059462
-3.31065533,10.94496869,0.96270694,6.61211448,0.05195053,0.34534571,2.28586666,1.38710720,0.19216702,2.29835029
-3.30465233,11.01829301,0.96343662,6.63324882,0.05194799,0.34379349,2.27821645,1.43715559,0.18804728,2.30278625
-3.29864932,11.06716370,0.96170950,6.63679766,0.05191431,0.34128655,2.26624777,1.48616483,0.18334231,2.30363390
-3.29264632,11.08882706,0.95740741,6.62084129,0.05184920,0.33785101,2.24991382,1.53345057,0.17811525,2.30067636
-3.28664332,11.08114424,0.95048369,6.58397550,0.05175235,0.33353910,2.22920799,1.57833506,0.17243453,2.29374184
-3.28064032,11.04259958,0.94096064,6.52532679,0.05162332,0.32842593,2.20415591,1.62015128,0.16637194,2.28269675
-3.27463732,10.97229109,0.92892449,6.44454989,0.05146140,0.32260545,2.17480822,1.65824809,0.16000091,2.26743905
-3.26863432,10.86990561,0.91451862,6.34180903,0.05126553,0.31618592,2.14123459,1.69199658,0.15339478,2.24789283
-3.26263132,10.73568161,0.89793519,6.21774488,0.05103416,0.30928511,2.10351966,1.72079783,0.14662537,2.22400429
-3.25662831,10.57036289,0.87940573,6.07342948,0.05076522,0.30202539,2.06176092,1.74409211,0.13976174,2.19573981
-3.25062531,10.37514635,0.85919128,5.91031192,0.05045603,0.29452901,2.01606871,1.76136945,0.13286915,2.16308611
-3.24462231,10.15162680,0.83757246,5.73015763,0.05010331,0.28691379,1.96656828,1.77218126,0.12600837,2.12605263
-3.23861931,9.90174167,0.81484018,5.53498413,0.04970323,0.27928939,1.91340351,1.77615262,0.11923524,2.08467579
-3.23261631,9.62771783,0.79128721,5.32699605,0.04925148,0.27175429,1.85674213,1.77299480,0.11260050,2.03902502
-3.22661331,9.33202224,0.76720121,5.10852192,0.04874340,0.26439376,1.79678161,1.76251714,0.10614984,1.98920982
-3.22061031,9.01731778,0.74285942,4.88195497,0.04817416,0.25727873,1.73375548,1.74463798,0.09992425,1.93538757
-3.21460730,8.68642469,0.71852525,4.64969976,0.04753903,0.25046569,1.66793925,1.71939353,0.09396049,1.87777117
-3.20860430,8.34228786,0.69444673,4.41412576,0.04683362,0.24399756,1.59965545,1.68694444,0.08829178,1.81663612
-3.20260130,7.98794934,0.67085694,4.17752896,0.04605418,0.23790552,1.52927729,1.64757918,0.08294855,1.75232621
-3.19659830,7.62652523,0.64797598,3.94210151,0.04519795,0.23221156,1.45723037,1.60171404,0.07795921,1.68525742
-3.19059530,7.26118579,0.62601438,3.70990942,0.04426345,0.22693163,1.38399232,1.54988923,0.07335106,1.61591948
-3.18459230,6.89513723,0.60517749,3.48287751,0.04325078,0.22207921,1.31008993,1.49276126,0.06915099,1.54487475
-3.17858929,6.53160373,0.58567018,3.26278091,0.04216191,0.21766896,1.23609389,1.43109140,0.06538614,1.47275420
-3.17258629,6.17380808,0.56770164,3.05124154,0.04100086,0.21372032,1.16261116,1.36573074,0.06208444,1.40025050
-3.16658329,5.82494972,0.55148948,2.84972846,0.03977385,0.21026067,1.09027508,1.29760208,0.05927489,1.32810821
-3.16058029,5.48817888,0.53726263,2.65956056,0.03848933,0.20732789,1.01973367,1.22767944,0.05698764,1.25711123
-3.15457729,5.16656619,0.52526275,2.48191002,0.03715796,0.20497207,0.95163642,1.15696576,0.05525377,1.18806804
-3.14857429,4.86306714,0.51574358,2.31780553,0.03579244,0.20325624,0.88662010,1.08646960,0.05410481,1.12179489
-3.14257129,4.58048163,0.50896803,2.16813393,0.03440729,0.20225590,0.82529400,1.01718169,0.05357195,1.05909767
-3.13656828,4.32140881,0.50520298,2.03363971,0.03301848,0.20205743,0.76822535,0.95005207,0.05368502,1.00075290
-3.13056528,4.08819832,0.50471162,1.91492173,0.03164302,0.20275529,0.71592508,0.88596857,0.05447114,0.94748848
-3.12456228,3.88289910,0.50774373,1.81242715,0.03029843,0.20444809,0.66883479,0.82573731,0.05595319,0.89996478
-3.11855928,3.70720750,0.51452410,1.72644271,0.02900227,0.20723378,0.62731512,0.77006584,0.05814817,0.85875670
-3.11255628,3.56241662,0.52523960,1.65708405,0.02777149,0.21120402,0.59163595,0.71954923,0.06106544,0.82433733
-3.10655328,3.44936922,0.54002563,1.60428377,0.02662191,0.21643817,0.56196884,0.67465949,0.06470491,0.79706360
-3.10055028,3.36841636,0.55895239,1.56777943,0.02556769,0.22299701,0.53838187,0.63573853,0.06905546,0.77716460
-3.09454727,3.31938421,0.58201207,1.54710259,0.02462078,0.23091669,0.52083707,0.60299467,0.07409343,0.76473281
-3.08854427,3.30155132,0.60910745,1.54157046,0.02379060,0.24020316,0.50919054,0.57650263,0.07978150,0.75971878
-3.08254127,3.31363830,0.64004282,1.55028112,0.02308363,0.25082745,0.50319531,0.55620689,0.08606788,0.76192939
-3.07653827,3.35381166,0.67451795,1.57211388,0.02250330,0.26272202,0.50250685,0.54192818,0.09288606,0.77102984
-3.07053527,3.41970296,0.71212552,1.60573546,0.02204983,0.27577856,0.50669115,0.53337275,0.10015502,0.78654962
-3.06453227,3.50844406,0.75235260,1.64961301,0.02172031,0.28984735,0.51523508,0.53014409,0.10778008,0.80789217
-3.05852926,3.61671835,0.79458643,1.70203427,0.02150885,0.30473832,0.52755896,0.53175675,0.11565435,0.83434819
-3.05252626,3.74082733,0.83812443,1.76113480,0.02140688,0.32022382,0.54303079,0.53765171,0.12366070,0.86511228
-3.04652326,3.87677122,0.88218843,1.82493224,0.02140349,0.33604322,0.56098191,0.54721299,0.13167433,0.89930245
-3.04052026,4.02034132,0.92594266,1.89136644,0.02148593,0.35190893,0.58072356,0.55978491,0.13956577,0.93598190
-3.03451726,4.16722153,0.96851494,1.95834464,0.02164008,0.36751388,0.60156390,0.57468961,0.14720424,0.97418260
-3.02851426,4.31309571,1.00902033,2.02379007,0.02185104,0.38254011,0.62282496,0.59124435,0.15446120,1.01292963
-3.02251126,4.45375709,1.04658641,2.08569226,0.02210363,0.39666806,0.64385899,0.60877812,0.16121400,1.05126581
-3.01650825,4.58521599,1.08037900,2.14215725,0.02238298,0.40958625,0.66406370,0.62664716,0.16734940,1.08827557
-3.01050525,4.70380175,1.10962755,2.19145559,0.02267498,0.42100099,0.68289600,0.64424901,0.17276688,1.12310738
-3.00450225,4.80625529,1.13364892,2.23206633,0.02296672,0.43064561,0.69988359,0.66103477,0.17738148,1.15499396
-2.99849925,4.88980872,1.15186875,2.26271522,0.02324684,0.43828896,0.71463443,0.67651930,0.18112620,1.18326964
-2.99249625,4.95224927,1.16383943,2.28240550,0.02350579,0.44374270,0.72684352,0.69028914,0.18395367,1.20738441
-2.98649325,4.99196556,1.16925405,2.29044016,0.02373600,0.44686724,0.73629709,0.70200817,0.18583714,1.22691423
-2.98049025,5.00797463,1.16795575,2.28643494,0.02393196,0.44757604,0.74287412,0.71142088,0.18677077,1.24156743
-2.97448724,4.99992960,1.15994220,2.27032152,0.02409023,0.44583807,0.74654533,0.71835337,0.18676918,1.25118729
-2.96848424,4.96810833,1.14536510,2.24234119,0.02420935,0.44167851,0.74736991,0.72271233,0.18586621,1.25575092
-2.96248124,4.91338428,1.12452488,2.20302939,0.02428969,0.43517767,0.74549033,0.72448205,0.18411326,1.25536466
-2.95647824,4.83718173,1.09786088,2.15319209,0.02433334,0.42646812,0.74112548,0.72371996,0.18157697,1.25025670
-2.95047524,4.74141775,1.06593758,2.09387508,0.02434385,0.41573041,0.73456277,0.72055083,0.17833665,1.24076716
-2.94447224,4.62843399,1.02942750,2.02632789,0.02432607,0.40318740,0.72614953,0.71516009,0.17448142,1.22733639
-2.93846923,4.50092123,0.98909158,1.95196353,0.02428590,0.38909757,0.71628399,0.70778644,0.17010728,1.21049205
-2.93246623,4.36183984,0.94575773,1.87231613,0.02423017,0.37374764,0.70540641,0.69871420,0.16531427,1.19083530
-2.92646323,4.21433900,0.90029850,1.78899756,0.02416643,0.35744464,0.69399035,0.68826545,0.16020376,1.16902679
-2.92046023,4.06167707,0.85360855,1.70365491,0.02410282,0.34050784,0.68253437,0.67679217,0.15487597,1.14577251
-2.91445723,3.90714526,0.80658260,1.61792976,0.02404792,0.32326077,0.67155419,0.66466859,0.14942789,1.12180991
-2.90845423,3.75399593,0.76009460,1.53342030,0.02401066,0.30602349,0.66157515,0.65228348,0.14395143,1.09789424
-2.90245123,3.60537658,0.71497838,1.45164714,0.02400018,0.28910541,0.65312488,0.64003271,0.13853204,1.07478510
-2.89644822,3.46426998,0.67201044,1.37402316,0.02402569,0.27279868,0.64672600,0.62831172,0.13324764,1.05323311
-2.89044522,3.33344046,0.63189481,1.30182761,0.02409629,0.25737237,0.64288846,0.61750789,0.12816775,1.03396656
-2.88444222,3.21538612,0.59525042,1.23618457,0.02422080,0.24306738,0.64210149,0.60799288,0.12335303,1.01767790
-2.87843922,3.11229670,0.56260076,1.17804567,0.02440751,0.23009225,0.64482489,0.60011460,0.11885485,1.00500987
-2.87243622,3.02601666,0.53436604,1.12817666,0.02466387,0.21861975,0.65147949,0.59418914,0.11471511,0.99654143
-2.86643322,2.95801323,0.51085768,1.08714790,0.02499619,0.20878429,0.66243696,0.59049248,0.11096606,0.99277342
-2.86043022,2.90934949,0.49227503,1.05532825,0.02540925,0.20068023,0.67800902,0.58925227,0.10763021,0.99411434
-2.85442721,2.88066271,0.47870427,1.03288241,0.02590597,0.19436085,0.69843647,0.59063999,0.10472032,1.00086653
-2.84842421,2.87214858,0.47011952,1.01977142,0.02648700,0.18983822,0.72387828,0.59476358,0.10223931,1.01321344
-2.84242121,2.88355231,0.46638584,1.01575659,0.02715042,0.18708376,0.75440152,0.60166127,0.10018034,1.03120846
-2.83641821,2.91416752,0.46726440,1.02040667,0.02789143,0.18602960,0.78997265,0.61129667,0.09852693,1.05476623
-2.83041521,2.96284440,0.47241955,1.03310854,0.02870218,0.18657072,0.83045081,0.62355592,0.09725320,1.08365706
-2.82441221,3.02800813,0.48142791,1.05308158,0.02957168,0.18856783,0.87558391,0.63824694,0.09632428,1.11750524
-2.81840920,3.10768863,0.49378929,1.07939575,0.03048586,0.19185108,0.92500793,0.65510139,0.09569703,1.15579177
-2.81240620,3.19956229,0.50893956,1.11099346,0.03142777,0.19622444,0.97825004,0.67377942,0.09532087,1.19786210
-2.80640320,3.30100570,0.52626509,1.14671514,0.03237791,0.20147079,1.03473576,0.69387736,0.09513901,1.24293893
-2.80040020,3.40916101,0.54511874,1.18532810,0.03331479,0.20735775,1.09380020,0.71493823,0.09508988,1.29014012
-2.79439720,3.52101171,0.56483695,1.22555840,0.03421554,0.21364388,1.15470331,0.73646492,0.09510887,1.33850132
-2.78839420,3.63346685,0.58475767,1.26612486,0.03505668,0.22008536,1.21664865,0.75793554,0.09513030,1.38700275
-2.78239120,3.74345121,0.60423857,1.30577426,0.03581501,0.22644292,1.27880506,0.77882051,0.09508949,1.43459911
-2.77638819,3.84799837,0.62267501,1.34331692,0.03646853,0.23248868,1.34033037,0.79860053,0.09492496,1.48025165
-2.77038519,3.94434290,0.63951720,1.37766105,0.03699734,0.23801289,1.40039620,0.81678485,0.09458066,1.52296086
-2.76438219,4.03000806,0.65428586,1.40784485,0.03738453,0.24283016,1.45821264,0.83292883,0.09400805,1.56179854
-2.75837919,4.10288519,0.66658588,1.43306500,0.03761704,0.24678503,1.51305183,0.84665005,0.09316796,1.59593776
-2.75237619,4.16130108,0.67611727,1.45270022,0.03768632,0.24975662,1.56426922,0.85764219,0.09203225,1.62467933
-2.74637319,4.20407026,0.68268302,1.46632895,0.03758882,0.25166216,1.61132166,0.86568588,0.09058503,1.64747361
-2.74037019,4.23052974,0.68619342,1.47374026,0.03732640,0.25245925,1.65378152,0.87065617,0.08882347,1.66393668
-2.73436718,4.24055434,0.68666661,1.47493735,0.03690637,0.25214672,1.69134629,0.87252602,0.08675813,1.67386030
-2.72836418,4.23455211,0.68422530,1.47013358,0.03634142,0.25076404,1.72384343,0.87136581,0.08441280,1.67721520
-2.72236118,4.21343967,0.67908969,1.45974090,0.03564925,0.24838925,1.75123043,0.86733880,0.08182385,1.67414778
-2.71635818,4.17859899,0.67156685,1.44435133,0.03485203,0.24513553,1.77359041,0.86069290,0.07903913,1.66497065
-2.71035518,4.13181739,0.66203704,1.42471208,0.03397566,0.24114647,1.79112364,0.85174902,0.07611641,1.65014752
-2.70435218,4.07521365,0.65093738,1.40169547,0.03304879,0.23659031,1.80413588,0.84088670,0.07312154,1.63027354
-2.69834917,4.01115363,0.63874369,1.37626485,0.03210182,0.23165329,1.81302407,0.82852778,0.07012626,1.60605201
-2.69234617,3.94215904,0.62595114,1.34943795,0.03116579,0.22653240,1.81826043,0.81511873,0.06720589,1.57826876
-2.68634317,3.87081347,0.61305456,1.32224911,0.03027114,0.22142788,1.82037562,0.80111265,0.06443685,1.54776532
-2.68034017,3.79966935,0.60052911,1.29571193,0.02944664,0.21653568,1.81994187,0.78695171,0.06189424,1.51541212
-2.67433717,3.73115963,0.58881228,1.27078374,0.02871825,0.21204023,1.81755650,0.77305070,0.05964942,1.48208269
-2.66833417,3.66751724,0.57828766,1.24833312,0.02810815,0.20810773,1.81382640,0.75978248,0.05776776,1.44862965
-2.66233117,3.61070520,0.56927132,1.22911168,0.02763392,0.20488035,1.80935365,0.74746577,0.05630660,1.41586325
-2.65632816,3.56235928,0.56200111,1.21373087,0.02730786,0.20247129,1.80472243,0.73635581,0.05531344,1.38453275
-2.65032516,3.52374463,0.55662931,1.20264453,0.02713652,0.20096120,1.80048708,0.72663802,0.05482444,1.35531092
-2.64432216,3.49572723,0.55321882,1.19613753,0.02712052,0.20039573,1.79716127,0.71842480,0.05486326,1.32878171
-2.63831916,3.47876014,0.55174295,1.19432064,0.02725445,0.20078450,1.79520802,0.71175541,0.05544019,1.30543090
-2.63231616,3.47288422,0.55208862,1.19713157,0.02752715,0.20210146,1.79503041,0.70659888,0.05655168,1.28563957
-2.62631316,3.47774236,0.55406289,1.20434187,0.02792211,0.20428644,1.79696285,0.70285936,0.05818023,1.26968014
-2.62031016,3.49260601,0.55740237,1.21556914,0.02841807,0.20724804,1.80126294,0.70038387,0.06029463,1.25771468
-2.61430715,3.51641237,0.56178498,1.23029407,0.02898986,0.21086750,1.80810401,0.69897176,0.06285056,1.24979527
-2.60830415,3.54781051,0.56684377,1.24788136,0.02960926,0.21500356,1.81756855,0.69838546,0.06579149,1.24586631
-2.60230115,3.58521456,0.57218187,1.26760387,0.03024606,0.21949798,1.82964300,0.69836204,0.06904997,1.24576854
-2.59629815,3.62686192,0.57738829,1.28866892,0.03086914,0.22418161,1.84421424,0.69862506,0.07254919,1.24924481
-2.59029515,3.67087456,0.58205362,1.31024600,0.03144754,0.22888062,1.86106841,0.69889610,0.07620480,1.25594758
-2.58429215,3.71532144,0.58578531,1.33149470,0.03195160,0.23342289,1.87989234,0.69890574,0.07992695,1.26544809
-2.57828914,3.75828009,0.58822174,1.35159212,0.03235390,0.23764410,1.90027816,0.69840340,0.08362260,1.27724727
-2.57228614,3.79789550,0.58904465,1.36975876,0.03263019,0.24139344,1.92173123,0.69716575,0.08719783,1.29078824
-2.56628314,3.83243460,0.58798958,1.38528214,0.03276021,0.24453862,1.94368141,0.69500348,0.09056034,1.30547029
-2.56028014,3.86033470,0.58485387,1.39753730,0.03272826,0.24697018,1.96549758,0.69176616,0.09362187,1.32066409
-2.55427714,3.88024455,0.57950207,1.40600359,0.03252366,0.24860470,1.98650491,0.68734517,0.09630055,1.33572772
-2.54827414,3.89105670,0.57186865,1.41027737,0.03214106,0.24938709,2.00600428,0.68167457,0.09852317,1.35002313
-2.54227114,3.89193053,0.56195805,1.41008007,0.03158047,0.24929162,2.02329305,0.67473016,0.10022708,1.36293245
-2.53626813,3.88230509,0.54984204,1.40526165,0.03084724,0.24832191,2.03768624,0.66652668,0.10136192,1.37387355
-2.53026513,3.86190190,0.53565492,1.39579935,0.02995176,0.24650969,2.04853703,0.65711354,0.10189090,1.38231430
-2.52426213,3.83071776,0.51958658,1.38179202,0.02890917,0.24391260,2.05525577,0.64656932,0.10179169,1.38778493
-2.51825913,3.78900830,0.50187396,1.36345048,0.02773882,0.24061101,2.05732644,0.63499538,0.10105684,1.38988799
-2.51225613,3.73726340,0.48279138,1.34108433,0.02646380,0.23670408,2.05431989,0.62250901,0.09969376,1.38830563
-2.50625313,3.67617591,0.46264018,1.31508613,0.02511038,0.23230526,2.04590347,0.60923651,0.09772419,1.38280390
-2.50025013,3.60660546,0.44173814,1.28591361,0.02370740,0.22753737,2.03184657,0.59530661,0.09518326,1.37323414
-2.49424712,3.52953941,0.42040926,1.25407106,0.02228580,0.22252763,2.01202228,0.58084454,0.09211816,1.35953144
-2.48824412,3.44605288,0.39897417,1.22009052,0.02087820,0.21740274,1.98640538,0.56596722,0.08858645,1.34171069
-2.48224112,3.35727031,0.37774177,1.18451399,0.01951845,0.21228435,1.95506703,0.55077964,0.08465413,1.31986038
-2.47623812,3.26433020,0.35700221,1.14787736,0.01824147,0.20728504,1.91816701,0.53537279,0.08039354,1.29413496
-2.47023512,3.16835502,0.33702151,1.11069671,0.01708305,0.20250514,1.87594402,0.51982309,0.07588118,1.26474611
-2.46423212,3.07042748,0.31803803,1.07345772,0.01607984,0.19803032,1.82870511,0.50419333,0.07119560,1.23195365
-2.45822911,2.97157431,0.30026068,1.03660837,0.01526943,0.19393031,1.77681465,0.48853512,0.06641530,1.19605658
-2.45222611,2.87275775,0.28386881,1.00055519,0.01469045,0.19025856,1.72068388,0.47289242,0.06161694,1.15738477
-2.44622311,2.77487480,0.26901380,0.96566290,0.01438280,0.18705302,1.66076113,0.45730615,0.05687373,1.11629155
-2.44022011,2.67876358,0.25582186,0.93225726,0.01438782,0.18433785,1.59752352,0.44181926,0.05225414,1.07314756
-2.43421711,2.58521567,0.24439791,0.90063047,0.01474851,0.18212596,1.53146979,0.42648214,0.04782102,1.02833585
-2.42821411,2.49499286,0.23483013,0.87104873,0.01550958,0.18042228,1.46311473,0.41135780,0.04363095,0.98224819
-2.42221111,2.40884672,0.22719476,0.84376093,0.01671747,0.17922746,1.39298463,0.39652660,0.03973409,0.93528243
-2.41620810,2.32753872,0.22156087,0.81900784,0.01842014,0.17854177,1.32161374,0.38208998,0.03617418,0.88784075
-2.41020510,2.25185915,0.21799457,0.79703080,0.02066676,0.17836900,1.24954121,0.36817318,0.03298897,0.84032826
-2.40420210,2.18264270,0.21656245,0.77807929,0.02350706,0.17872001,1.17730820,0.35492649,0.03021074,0.79315185
-2.39819910,2.12077906,0.21733386,0.76241640,0.02699050,0.17961581,1.10545480,0.34252502,0.02786706,0.74671882
-2.39219610,2.06721718,0.22038185,0.75032190,0.03116523,0.18108968,1.03451637,0.33116690,0.02598159,0.70143504
-2.38619310,2.02296198,0.22578264,0.74209224,0.03607671,0.18318852,0.96501923,0.32107000,0.02457488,0.65770244
-2.38019010,1.98906331,0.23361350,0.73803739,0.04176618,0.18597296,0.89747546,0.31246716,0.02366510,0.61591563
-2.37418709,1.96659673,0.24394913,0.73847451,0.04826897,0.18951636,0.83237690,0.30560024,0.02326869,0.57645760
-2.36818409,1.95663688,0.25685664,0.74371852,0.05561260,0.19390253,0.77018850,0.30071318,0.02340074,0.53969468
-2.36218109,1.96022415,0.27238945,0.75407007,0.06381495,0.19922245,0.71134116,0.29804431,0.02407521,0.50597057
-2.35617809,1.97832604,0.29058024,0.76980139,0.07288232,0.20556988,0.65622443,0.29781830,0.02530484,0.47559995
-2.35017509,2.01179491,0.31143352,0.79114074,0.08280771,0.21303621,0.60517933,0.30023797,0.02710080,0.44886168
-2.34417209,2.06132392,0.33491814,0.81825625,0.09356922,0.22170469,0.55849173,0.30547638,0.02947214,0.42599198
-2.33816908,2.12740335,0.36096016,0.85123996,0.10512880,0.23164442,0.51638650,0.31366931,0.03242486,0.40717782
-2.33216608,2.21027923,0.38943672,0.89009293,0.11743133,0.24290433,0.47902286,0.32490867,0.03596093,0.39255084
-2.32616308,2.30991650,0.42017109,0.93471228,0.13040411,0.25550746,0.44649105,0.33923675,0.04007702,0.38218209
-2.32016008,2.42596848,0.45292955,0.98488082,0.14395690,0.26944597,0.41881056,0.35664172,0.04476330,0.37607788
-2.31415708,2.55775437,0.48742029,1.04026001,0.15798243,0.28467699,0.39592997,0.37705452,0.05000207,0.37417688
-2.30815408,2.70424618,0.52329455,1.10038663,0.17235747,0.30111982,0.37772847,0.40034705,0.05576662,0.37634878
-2.30215108,2.86406610,0.56015029,1.16467353,0.18694439,0.31865440,0.36401905,0.42633205,0.06202017,0.38239455
-2.29614807,3.03549502,0.59753826,1.23241469,0.20159324,0.33712143,0.35455311,0.45476439,0.06871513,0.39204858
-2.29014507,3.21649252,0.63497044,1.30279450,0.21614423,0.35632417,0.34902661,0.48534404,0.07579268,0.40498257
-2.28414207,3.40472805,0.67193069,1.37490114,0.23043059,0.37603183,0.34708740,0.51772057,0.08318271,0.42081130
-2.27813907,3.59762308,0.70788724,1.44774364,0.24428169,0.39598462,0.34834362,0.55149913,0.09080431,0.43910031
-2.27213607,3.79240307,0.74230656,1.52027238,0.25752631,0.41590023,0.35237300,0.58624798,0.09856674,0.45937522
-2.26613307,3.98615826,0.77466833,1.59140219,0.26999608,0.43548162,0.35873279,0.62150730,0.10637080,0.48113272
-2.26013007,4.17591171,0.80448069,1.66003760,0.28152877,0.45442579,0.36697026,0.65679932,0.11411088,0.50385295
-2.25412706,4.35869274,0.83129545,1.72509940,0.29197158,0.47243329,0.37663338,0.69163950,0.12167727,0.52701297
-2.24812406,4.53161400,0.85472255,1.78555184,0.30118418,0.48921805,0.38728166,0.72554860,0.12895901,0.55010107
-2.24212106,4.69194968,0.87444330,1.84042960,0.30904155,0.50451724,0.39849679,0.75806549,0.13584690,0.57263153
-2.23611806,4.83721289,0.89022189,1.88886379,0.31543637,0.51810080,0.40989296,0.78876022,0.14223679,0.59415932
-2.23011506,4.96522961,0.90191469,1.93010619,0.32028126,0.52978017,0.42112663,0.81724721,0.14803280,0.61429434
-2.22411206,5.07420695,0.90947708,1.96355103,0.32351041,0.53941603,0.43190543,0.84319806,0.15315055,0.63271475
-2.21810905,5.16279335,0.91296753,1.98875359,0.32508097,0.54692459,0.44199604,0.86635362,0.15752011,0.64917875
-2.21210605,5.23012852,0.91254869,2.00544496,0.32497388,0.55228238,0.45123084,0.88653483,0.16108848,0.66353454
-2.20610305,5.27588122,0.90848560,2.01354250,0.32319442,0.55552902,0.45951293,0.90365192,0.16382167,0.67572780
-2.20010005,5.30027300,0.90114099,2.01315556,0.31977218,0.55676822,0.46681952,0.91771145,0.16570613,0.68580644
-2.19409705,5.30408674,0.89096773,2.00458598,0.31476072,0.55616659,0.47320339,0.92882088,0.16674939,0.69392237
-2.18809405,5.28865898,0.87849887,1.98832345,0.30823677,0.55395052,0.47879229,0.93719015,0.16698004,0.70032986
-2.18209105,5.25585577,0.86433539,1.96503545,0.30029901,0.55040102,0.48378620,0.94313012,0.16644684,0.70538071
-2.17608804,5.20803211,0.84913216,1.93555211,0.29106653,0.54584691,0.48845245,0.94704766,0.16521718,0.70951601
-2.17008504,5.14797583,0.83358242,1.90084620,0.28067684,0.54065625,0.49311879,0.94943726,0.16337468,0.71325477
-2.16408204,5.07883745,0.81840141,1.86200880,0.26928358,0.53522667,0.49816432,0.95086933,0.16101633,0.71717973
-2.15807904,5.00404770,0.80430940,1.82022137,0.25705401,0.52997460,0.50400878,0.95197535,0.15824905,0.72192069
-2.15207604,4.92722549,0.79201481,1.77672500,0.24416609,0.52532402,0.51110020,0.95343035,0.15518587,0.72813587
-2.14607304,4.85207919,0.78219778,1.73278791,0.23080550,0.52169496,0.51990139,0.95593305,0.15194207,0.73649195
-2.14007004,4.78230440,0.77549469,1.68967216,0.21716248,0.51949221,0.53087556,0.96018443,0.14863113,0.74764330
-2.13406703,4.72148178,0.77248392,1.64860084,0.20342858,0.51909463,0.54447155,0.96686542,0.14536097,0.76221124
-2.12806403,4.67297828,0.77367339,1.61072669,0.18979350,0.52084540,0.56110897,0.97661442,0.14223047,0.78076378
-2.12206103,4.63985519,0.77948999,1.57710343,0.17644190,0.52504346,0.58116391,0.99000541,0.13932646,0.80379670
-2.11605803,4.62478580,0.79027115,1.54866047,0.16355045,0.53193649,0.60495534,1.00752765,0.13672130,0.83171633
-2.11005503,4.62998554,0.80625871,1.52618208,0.15128507,0.54171549,0.63273281,1.02956734,0.13447114,0.86482476
-2.10405203,4.65715616,0.82759502,1.51029135,0.13979842,0.55451109,0.66466580,1.05639215,0.13261495,0.90330768
-2.09804902,4.70744563,0.85432138,1.50143944,0.12922771,0.57039162,0.70083480,1.08813908,0.13117424,0.94722539
-2.09204602,4.78142419,0.88637844,1.49990018,0.11969285,0.58936286,0.74122461,1.12480592,0.13015356,0.99650706
-2.08604302,4.87907662,0.92360861,1.50576982,0.11129494,0.61136921,0.78571991,1.16624675,0.12954164,1.05094832
-2.08004002,4.99981003,0.96576011,1.51897173,0.10411513,0.63629632,0.83410322,1.21217141,0.12931315,1.11021238
-2.07403702,5.14247594,1.01249239,1.53926526,0.09821378,0.66397467,0.88605541,1.26214906,0.12943086,1.17383446
-2.06803402,5.30540524,1.06338264,1.56625834,0.09363000,0.69418406,0.94115860,1.31561558,0.12984825,1.24122938
-2.06203102,5.48645385,1.11793324,1.59942285,0.09038151,0.72665860,0.99890160,1.37188459,0.13051218,1.31170227
-2.05602801,5.68305741,1.17557977,1.63811202,0.08846474,0.76109207,1.05868770,1.43016174,0.13136570,1.38446191
-2.05002501,5.89229264,1.23569948,1.68157914,0.08785527,0.79714342,1.11984473,1.48956189,0.13235077,1.45863661
-2.04402201,6.11094384,1.29762021,1.72899679,0.08850853,0.83444216,1.18163712,1.54912871,0.13341073,1.53329213
