energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.05171844,0.57273439,0.00411404,0.97251429,0.00000000,1.35875644,0.31176828
-5.99399700,1.98512201,0.55257413,0.00422550,0.94159529,0.00000000,1.33358009,0.29906000
-5.98799400,1.92590465,0.53458180,0.00436228,0.91406362,0.00000000,1.31566711,0.28724973
-5.98199100,1.87495110,0.51899482,0.00452341,0.89035643,0.00000000,1.30539946,0.27650044
-5.97598799,1.83288852,0.50597059,0.00470727,0.87079654,0.00000000,1.30292421,0.26694345
-5.96998499,1.80006868,0.49558208,0.00491153,0.85558338,0.00000000,1.30814612,0.25867489
-5.96398199,1.77656054,0.48781653,0.00513315,0.84478872,0.00000000,1.32072810,0.25175364
-5.95797899,1.76215352,0.48257734,0.00536847,0.83835709,0.00000000,1.34009981,0.24620081
-5.95197599,1.75637104,0.47968909,0.00561321,0.83611090,0.00000000,1.36547426,0.24200059
-5.94597299,1.75849372,0.47890540,0.00586262,0.83775987,0.00000000,1.39587193,0.23910250
-5.93996998,1.76759086,0.47991927,0.00611157,0.84291429,0.00000000,1.43015168,0.23742477
-5.93396698,1.78255884,0.48237550,0.00635469,0.85110142,0.00000000,1.46704748,0.23685877
-5.92796398,1.80216450,0.48588455,0.00658653,0.86178419,0.00000000,1.50520951,0.23727403
-5.92196098,1.82509146,0.49003731,0.00680174,0.87438138,0.00000000,1.54324810,0.23852381
-5.91595798,1.84998749,0.49442010,0.00699519,0.88828822,0.00000000,1.57977898,0.24045075
-5.90995498,1.87551055,0.49862932,0.00716216,0.90289660,0.00000000,1.61346782,0.24289244
-5.90395198,1.90037183,0.50228509,0.00729848,0.91761396,0.00000000,1.64307244,0.24568662
-5.89794897,1.92337389,0.50504339,0.00740064,0.93188013,0.00000000,1.66748092,0.24867585
-5.89194597,1.94344259,0.50660615,0.00746590,0.94518142,0.00000000,1.68574413,0.25171138
-5.88594297,1.95965174,0.50672913,0.00749235,0.95706170,0.00000000,1.69710133,0.25465628
-5.87993997,1.97123985,0.50522708,0.00747898,0.96713000,0.00000000,1.70099810,0.25738761
-5.87393697,1.97761881,0.50197631,0.00742565,0.97506475,0.00000000,1.69709572,0.25979774
-5.86793397,1.97837478,0.49691462,0.00733308,0.98061472,0.00000000,1.68527221,0.26179485
-5.86193097,1.97326192,0.49003875,0.00720282,0.98359699,0.00000000,1.66561503,0.26330269
-5.85592796,1.96218996,0.48139957,0.00703713,0.98389244,0.00000000,1.63840623,0.26425972
-5.84992496,1.94520685,0.47109547,0.00683893,0.98143927,0.00000000,1.60410099,0.26461791
-5.84392196,1.92247795,0.45926439,0.00661164,0.97622525,0.00000000,1.56330101,0.26434114
-5.83791896,1.89426329,0.44607489,0.00635910,0.96827936,0.00000000,1.51672399,0.26340364
-5.83191596,1.86089430,0.43171683,0.00608539,0.95766333,0.00000000,1.46517118,0.26178834
-5.82591296,1.82275147,0.41639213,0.00579477,0.94446384,0.00000000,1.40949428,0.25948554
-5.81990995,1.78024412,0.40030605,0.00549148,0.92878563,0.00000000,1.35056361,0.25649173
-5.81390695,1.73379310,0.38365940,0.00517972,0.91074603,0.00000000,1.28923860,0.25280884
-5.80790395,1.68381721,0.36664198,0.00486347,0.89047103,0.00000000,1.22634214,0.24844384
-5.80190095,1.63072349,0.34942731,0.00454649,0.86809284,0.00000000,1.16263930,0.24340862
-5.79589795,1.57490147,0.33216909,0.00423221,0.84374913,0.00000000,1.09882127,0.23772025
-5.78989495,1.51672115,0.31499894,0.00392371,0.81758340,0.00000000,1.03549451,0.23140141
-5.78389195,1.45653403,0.29802582,0.00362370,0.78974647,0.00000000,0.97317521,0.22448100
-5.77788894,1.39467667,0.28133654,0.00333451,0.76039853,0.00000000,0.91228850,0.21699475
-5.77188594,1.33147579,0.26499749,0.00305808,0.72971150,0.00000000,0.85317194,0.20898574
-5.76588294,1.26725432,0.24905706,0.00279601,0.69787116,0.00000000,0.79608241,0.20050478
-5.75987994,1.20233720,0.23354868,0.00254959,0.66507889,0.00000000,0.74120555,0.19161053
-5.75387694,1.13705661,0.21849411,0.00231978,0.63155247,0.00000000,0.68866676,0.18236931
-5.74787394,1.07175568,0.20390666,0.00210730,0.59752600,0.00000000,0.63854300,0.17285454
-5.74187094,1.00679043,0.18979431,0.00191264,0.56324858,0.00000000,0.59087430,0.16314590
-5.73586793,0.94252966,0.17616235,0.00173611,0.52898185,0.00000000,0.54567461,0.15332805
-5.72986493,0.87935262,0.16301557,0.00157784,0.49499642,0.00000000,0.50294117,0.14348915
-5.72386193,0.81764478,0.15035979,0.00143785,0.46156733,0.00000000,0.46266215,0.13371912
-5.71785893,0.75779171,0.13820289,0.00131603,0.42896872,0.00000000,0.42482233,0.12410772
-5.71185593,0.70017164,0.12655517,0.00121217,0.39746801,0.00000000,0.38940689,0.11474259
-5.70585293,0.64514716,0.11542928,0.00112598,0.36731987,0.00000000,0.35640319,0.10570734
-5.69984992,0.59305643,0.10483969,0.00105709,0.33876026,0.00000000,0.32580099,0.09707963
-5.69384692,0.54420459,0.09480192,0.00100503,0.31200077,0.00000000,0.29759134,0.08892957
-5.68784392,0.49885581,0.08533151,0.00096926,0.28722368,0.00000000,0.27176445,0.08131823
-5.68184092,0.45722631,0.07644308,0.00094913,0.26457771,0.00000000,0.24830703,0.07429654
-5.67583792,0.41947893,0.06814933,0.00094392,0.24417489,0.00000000,0.22719942,0.06790445
-5.66983492,0.38571934,0.06046020,0.00095277,0.22608845,0.00000000,0.20841283,0.06217048
-5.66383192,0.35599407,0.05338238,0.00097473,0.21035193,0.00000000,0.19190709,0.05711156
-5.65782891,0.33029060,0.04691890,0.00100875,0.19695950,0.00000000,0.17762904,0.05273326
-5.65182591,0.30853933,0.04106922,0.00105364,0.18586741,0.00000000,0.16551174,0.04903033
