energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.86193097,4.25722524,1.74899120,0.95735971,0.00629049,0.77607190,0.00565255,1.89128646,0.98975949,0.56238301
-5.85592796,4.32324228,1.79214093,0.96798913,0.00658009,0.79730544,0.00583765,1.91646922,1.00556546,0.57566670
-5.84992496,4.38117391,1.83575772,0.97616472,0.00685969,0.81779977,0.00603359,1.93821203,1.02061594,0.58718464
-5.84392196,4.43136619,1.87974535,0.98202342,0.00712735,0.83756782,0.00624116,1.95669266,1.03502236,0.59686340
-5.83791896,4.47429253,1.92396457,0.98574936,0.00738115,0.85664671,0.00646159,1.97212692,1.04889135,0.60466418
-5.83191596,4.51051886,1.96822649,0.98756403,0.00761920,0.87509223,0.00669653,1.98475209,1.06231432,0.61058230
-5.82591296,4.54066613,2.01228831,0.98771534,0.00783963,0.89297229,0.00694801,1.99481040,1.07535778,0.61464552
-5.81990995,4.56537224,2.05585164,0.98646583,0.00804067,0.91035970,0.00721838,2.00253332,1.08805495,0.61691148
-5.81390695,4.58525518,2.09856384,0.98408073,0.00822061,0.92732462,0.00751028,2.00812745,1.10039933,0.61746413
-5.80790395,4.60087923,2.14002232,0.98081637,0.00837786,0.94392722,0.00782649,2.01176284,1.11234041,0.61640957
-5.80190095,4.61272575,2.17978183,0.97690950,0.00851098,0.96021077,0.00816981,2.01356409,1.12378198,0.61387125
-5.79589795,4.62117020,2.21736453,0.97256793,0.00861870,0.97619574,0.00854294,2.01360487,1.13458316,0.60998494
-5.78989495,4.62646631,2.25227238,0.96796309,0.00869996,0.99187525,0.00894832,2.01190596,1.14456225,0.60489360
-5.78389195,4.62873821,2.28400145,0.96322461,0.00875394,1.00721202,0.00938790,2.00843692,1.15350321,0.59874240
-5.77788894,4.62798097,2.31205746,0.95843747,0.00878008,1.02213725,0.00986307,2.00312139,1.16116463,0.59167422
-5.77188594,4.62406939,2.33597211,0.95364144,0.00877811,1.03655139,0.01037439,1.99584559,1.16729089,0.58382563
-5.76588294,4.61677474,2.35531923,0.94883321,0.00874806,1.05032691,0.01092152,1.98646968,1.17162481,0.57532378
-5.75987994,4.60578840,2.36973035,0.94397074,0.00869026,1.06331289,0.01150307,1.97484145,1.17392157,0.56628416
-5.75387694,4.59075131,2.37890893,0.93897975,0.00860536,1.07534132,0.01211648,1.96081154,1.17396296,0.55680930
-5.74787394,4.57128773,2.38264263,0.93376192,0.00849430,1.08623469,0.01275801,1.94424960,1.17157141,0.54698858
-5.74187094,4.54704133,2.38081324,0.92820436,0.00835832,1.09581450,0.01342273,1.92506038,1.16662319,0.53689891
-5.73586793,4.51771190,2.37340378,0.92218975,0.00819891,1.10391035,0.01410456,1.90319906,1.15905991,0.52660631
-5.72986493,4.48309046,2.36050243,0.91560663,0.00801781,1.11036884,0.01479640,1.87868494,1.14889780,0.51616823
-5.72386193,4.44309087,2.34230323,0.90835931,0.00781698,1.11506206,0.01549028,1.85161272,1.13623424,0.50563634
-5.71785893,4.39777606,2.31910330,0.90037666,0.00759850,1.11789494,0.01617757,1.82216068,1.12125104,0.49505958
-5.71185593,4.34737711,2.29129678,0.89161943,0.00736465,1.11881109,0.01684927,1.79059516,1.10421406,0.48448732
-5.70585293,4.29230401,2.25936550,0.88208564,0.00711775,1.11779683,0.01749629,1.75727105,1.08546929,0.47397220
-5.69984992,4.23314697,2.22386666,0.87181360,0.00686020,1.11488297,0.01810974,1.72262777,1.06543501,0.46357255
-5.69384692,4.17066786,2.18541793,0.86088253,0.00659444,1.11014432,0.01868131,1.68718098,1.04459046,0.45335413
-5.68784392,4.10578182,2.14468030,0.84941058,0.00632287,1.10369690,0.01920350,1.65150994,1.02346134,0.44339101
-5.68184092,4.03952941,2.10233921,0.83755038,0.00604784,1.09569280,0.01966997,1.61624085,1.00260240,0.43376545
-5.67583792,3.97304036,2.05908471,0.82548236,0.00577166,1.08631319,0.02007571,1.58202693,0.98257810,0.42456678
-5.66983492,3.90749047,2.01559094,0.81340613,0.00549650,1.07575962,0.02041727,1.54952562,0.96394180,0.41588923
-5.66383192,3.84405334,1.97249599,0.80153039,0.00522440,1.06424412,0.02069279,1.51937407,0.94721443,0.40782884
-5.65782891,3.78384941,1.93038257,0.79006196,0.00495728,1.05197875,0.02090210,1.49216376,0.93286365,0.40047951
-5.65182591,3.72789447,1.88976030,0.77919446,0.00469685,1.03916503,0.02104658,1.46841543,0.92128414,0.39392849
-5.64582291,3.67705037,1.85105029,0.76909725,0.00444464,1.02598389,0.02112906,1.44855541,0.91278012,0.38825155
-5.63981991,3.63198044,1.81457262,0.75990534,0.00420197,1.01258674,0.02115359,1.43289452,0.90755089,0.38350795
-5.63381691,3.59311198,1.78053732,0.75171070,0.00396994,0.99908814,0.02112518,1.42161061,0.90567990,0.37973584
-5.62781391,3.56060796,1.74903925,0.74455558,0.00374939,0.98556052,0.02104946,1.41473574,0.90712823,0.37694804
-5.62181091,3.53434975,1.72005730,0.73842822,0.00354096,0.97203126,0.02093233,1.41214873,0.91173258,0.37512877
-5.61580790,3.51393217,1.69345807,0.73326116,0.00334503,0.95848237,0.02077962,1.41357384,0.91920817,0.37423148
-5.60980490,3.49867148,1.66900401,0.72893239,0.00316173,0.94485270,0.02059679,1.41858567,0.92915648,0.37417796
-5.60380190,3.48762659,1.64636599,0.72526929,0.00299100,0.93104286,0.02038855,1.42662072,0.94107767,0.37485897
-5.59779890,3.47963289,1.62513987,0.72205528,0.00283254,0.91692232,0.02015873,1.43699505,0.95438722,0.37613640
-5.59179590,3.47334756,1.60486660,0.71903879,0.00268589,0.90233856,0.01991002,1.44892775,0.96843628,0.37784698
-5.58579290,3.46730472,1.58505513,0.71594434,0.00255042,0.88712782,0.01964395,1.46156943,0.98253486,0.37980742
-5.57978989,3.45997814,1.56520736,0.71248504,0.00242540,0.87112669,0.01936083,1.47403451,0.99597711,0.38182086
-5.57378689,3.44984875,1.54484403,0.70837609,0.00231002,0.85418429,0.01905990,1.48543630,1.00806752,0.38368433
-5.56778389,3.43547428,1.52353062,0.70334854,0.00220341,0.83617409,0.01873941,1.49492323,1.01814718,0.38519688
-5.56178089,3.41555753,1.50090202,0.69716273,0.00210475,0.81700494,0.01839691,1.50171482,1.02561884,0.38616816
-5.55577789,3.38901051,1.47668499,0.68962078,0.00201325,0.79663075,0.01802948,1.50513584,1.02996993,0.38642682
-5.54977489,3.35501122,1.45071718,0.68057753,0.00192824,0.77505814,0.01763405,1.50464703,1.03079247,0.38582854
-5.54377189,3.31305044,1.42296186,0.66994932,0.00184917,0.75235181,0.01720771,1.49987115,1.02779905,0.38426321
-5.53776888,3.26296630,1.39351758,0.65772038,0.00177567,0.72863723,0.01674802,1.49061298,1.02083435,0.38166087
-5.53176588,3.20496484,1.36262196,0.64394637,0.00170758,0.70410047,0.01625325,1.47687247,1.00988156,0.37799615
-5.52576288,3.13962539,1.33064940,0.62875486,0.00164495,0.67898512,0.01572268,1.45885015,0.99506359,0.37329097
-5.51975988,3.06789040,1.29810244,0.61234289,0.00158807,0.65358639,0.01515669,1.43694477,0.97663895,0.36761527
-5.51375688,2.99103994,1.26559708,0.59497152,0.00153744,0.62824258,0.01455693,1.41174278,0.95499255,0.36108585
-5.50775388,2.91065170,1.23384221,0.57695764,0.00149378,0.60332424,0.01392628,1.38400042,0.93062177,0.35386313
-5.50175088,2.82854829,1.20361408,0.55866341,0.00145800,0.57922148,0.01326888,1.35461870,0.90411845,0.34614622
-5.49574787,2.74673364,1.17572659,0.54048375,0.00143119,0.55632990,0.01258998,1.32461264,0.87614760,0.33816623
-5.48974487,2.66732139,1.15099859,0.52283241,0.00141451,0.53503579,0.01189575,1.29507566,0.84742349,0.33017828
-5.48374187,2.59245804,1.13021945,0.50612710,0.00140924,0.51570104,0.01119313,1.26714082,0.81868446,0.32245247
-5.47773887,2.52424400,1.11411431,0.49077447,0.00141664,0.49864862,0.01048949,1.24194023,0.79066711,0.31526429
-5.47173587,2.46465583,1.10331055,0.47715533,0.00143793,0.48414905,0.00979244,1.22056448,0.76408112,0.30888464
-5.46573287,2.41547267,1.09830682,0.46561088,0.00147422,0.47240847,0.00910950,1.20402349,0.73958549,0.30357021
-5.45972986,2.37820990,1.09944615,0.45643030,0.00152643,0.46355890,0.00844785,1.19321037,0.71776720,0.29955429
-5.45372686,2.35406257,1.10689424,0.44984043,0.00159525,0.45765097,0.00781411,1.18886971,0.69912296,0.29703860
-5.44772386,2.34386070,1.12062413,0.44599758,0.00168109,0.45464964,0.00721409,1.19157139,0.68404470,0.29618631
-5.44172086,2.34803821,1.14040802,0.44498212,0.00178398,0.45443291,0.00665266,1.20169080,0.67280913,0.29711660
-5.43571786,2.36661644,1.16581666,0.44679574,0.00190358,0.45679381,0.00613360,1.21939627,0.66557183,0.29990086
-5.42971486,2.39920281,1.19622668,0.45136161,0.00203911,0.46144547,0.00565955,1.24464382,0.66236563,0.30456067
-5.42371186,2.44500431,1.23083562,0.45852730,0.00218936,0.46802935,0.00523196,1.27717946,0.66310344,0.31106764
-5.41770885,2.50285520,1.26868422,0.46807038,0.00235264,0.47612598,0.00485116,1.31654871,0.66758514,0.31934492
-5.41170585,2.57125751,1.30868509,0.47970634,0.00252685,0.48526824,0.00451636,1.36211267,0.67550800,0.32927038
-5.40570285,2.64843244,1.34965685,0.49309855,0.00270944,0.49495628,0.00422580,1.41307005,0.68648024,0.34068122
-5.39969985,2.73238050,1.39036210,0.50786979,0.00289752,0.50467386,0.00397687,1.46848397,0.70003699,0.35337982
-5.39369685,2.82094790,1.42954797,0.52361486,0.00308784,0.51390515,0.00376623,1.52731248,0.71565791,0.36714039
-5.38769385,2.91189619,1.46598731,0.53991381,0.00327692,0.52215156,0.00359001,1.58844139,0.73278577,0.38171639
-5.38169085,3.00297264,1.49851903,0.55634517,0.00346112,0.52894784,0.00344395,1.65071826,0.75084519,0.39684811
-5.37568784,3.09197839,1.52608579,0.57249870,0.00363673,0.53387674,0.00332357,1.71298604,0.76926086,0.41227037
-5.36968484,3.17683199,1.54776749,0.58798727,0.00380007,0.53658184,0.00322435,1.77411528,0.78747464,0.42771976
-5.36368184,3.25562590,1.56280934,0.60245729,0.00394759,0.53677784,0.00314186,1.83303375,0.80496084,0.44294151
-5.35767884,3.32667424,1.57064326,0.61559744,0.00407599,0.53425813,0.00307190,1.88875249,0.82123937,0.45769546
-5.35167584,3.38855034,1.57090205,0.62714549,0.00418230,0.52889924,0.00301060,1.94038761,0.83588636,0.47176118
-5.34567284,3.44011322,1.56342577,0.63689293,0.00426401,0.52066218,0.00295455,1.98717733,0.84854207,0.48494199
-5.33966983,3.48052274,1.54826045,0.64468750,0.00431907,0.50959068,0.00290085,2.02849398,0.85891606,0.49706800
-5.33366683,3.50924359,1.52564931,0.65043351,0.00434606,0.49580644,0.00284719,2.06385101,0.86678962,0.50799798
-5.32766383,3.52603875,1.49601736,0.65409033,0.00434413,0.47950186,0.00279186,2.09290507,0.87201568,0.51762032
-5.32166083,3.53095375,1.45995010,0.65566895,0.00431308,0.46093052,0.00273381,2.11545381,0.87451645,0.52585292
-5.31565783,3.52429293,1.41816774,0.65522729,0.00425336,0.44039598,0.00267260,2.13142960,0.87427915,0.53264250
-5.30965483,3.50658955,1.37149600,0.65286416,0.00416602,0.41823948,0.00260846,2.14089019,0.87135015,0.53796307
-5.30365183,3.47857153,1.32083514,0.64871267,0.00405269,0.39482710,0.00254221,2.14400675,0.86582806,0.54181403
-5.29764882,3.44112453,1.26712840,0.64293304,0.00391553,0.37053689,0.00247526,2.14105020,0.85785597,0.54421792
-5.29164582,3.39525429,1.21133127,0.63570545,0.00375712,0.34574660,0.00240955,2.13237645,0.84761344,0.54521797
-5.28564282,3.34204953,1.15438268,0.62722301,0.00358041,0.32082239,0.00234753,2.11841119,0.83530846,0.54487553
-5.27963982,3.28264695,1.09717917,0.61768531,0.00338859,0.29610900,0.00229207,2.09963483,0.82116961,0.54326760
-5.27363682,3.21819915,1.04055261,0.60729248,0.00318502,0.27192147,0.00224640,2.07656792,0.80543878,0.54048438
-5.26763382,3.14984624,0.98525218,0.59624015,0.00297310,0.24853882,0.00221405,2.04975750,0.78836454,0.53662699
-5.26163082,3.07869159,0.93193069,0.58471523,0.00275622,0.22619958,0.00219879,2.01976438,0.77019617,0.53180520
-5.25562781,3.00578168,0.88113538,0.57289244,0.00253760,0.20509922,0.00220450,1.98715164,0.75117854,0.52613545
-5.24962481,2.93209007,0.83330294,0.56093181,0.00232029,0.18538934,0.00223512,1.95247420,0.73154769,0.51973876
-5.24362181,2.85850512,0.78875857,0.54897685,0.00210704,0.16717846,0.00229454,1.91626951,0.71152716,0.51273884
-5.23761881,2.78582096,0.74771838,0.53715328,0.00190032,0.15053411,0.00238648,1.87904917,0.69132493,0.50526011
-5.23161581,2.71473134,0.71029488,0.52556842,0.00170219,0.13548599,0.00251438,1.84129149,0.67113097,0.49742578
-5.22561281,2.64582573,0.67650478,0.51431093,0.00151437,0.12202998,0.00268128,1.80343481,0.65111528,0.48935584
-5.21960980,2.57958730,0.64627855,0.50345083,0.00133819,0.11013258,0.00288973,1.76587165,0.63142630,0.48116503
-5.21360680,2.51639231,0.61947133,0.49303979,0.00117459,0.09973556,0.00314159,1.72894346,0.61218985,0.47296080
-5.20760380,2.45651077,0.59587448,0.48311157,0.00102417,0.09076079,0.00343799,1.69293626,0.59350826,0.46484129
-5.20160080,2.40010802,0.57522752,0.47368258,0.00088719,0.08311466,0.00377914,1.65807709,0.57546000,0.45689335
-5.19559780,2.34724731,0.55722997,0.46475255,0.00076362,0.07669239,0.00416427,1.62453143,0.55809961,0.44919072
-5.18959480,2.29789340,0.54155284,0.45630530,0.00065317,0.07138178,0.00459152,1.59240164,0.54145798,0.44179245
-5.18359180,2.25191717,0.52784951,0.44830966,0.00055535,0.06706657,0.00505788,1.56172683,0.52554313,0.43474152
-5.17758879,2.20910156,0.51576598,0.44072054,0.00046949,0.06362922,0.00555914,1.53248387,0.51034131,0.42806397
-5.17158579,2.16914887,0.50495007,0.43348027,0.00039479,0.06095328,0.00608991,1.50459015,0.49581864,0.42176832
-5.16558279,2.13168959,0.49505981,0.42652005,0.00033038,0.05892527,0.00664365,1.47790769,0.48192314,0.41584567
-5.15957979,2.09629290,0.48577081,0.41976178,0.00027533,0.05743618,0.00721272,1.45224902,0.46858725,0.41027019
-5.15357679,2.06247875,0.47678255,0.41312012,0.00022868,0.05638265,0.00778856,1.42738447,0.45573071,0.40500030
-5.14757379,2.02973152,0.46782371,0.40650479,0.00018949,0.05566785,0.00836180,1.40305094,0.44326381,0.39998040
-5.14157079,1.99751513,0.45865643,0.39982318,0.00015686,0.05520220,0.00892252,1.37896197,0.43109095,0.39514312
-5.13556778,1.96528914,0.44907959,0.39298310,0.00012990,0.05490387,0.00946045,1.35481866,0.41911431,0.39041211
-5.12956478,1.93252567,0.43893102,0.38589568,0.00010782,0.05469928,0.00996529,1.33032142,0.40723768,0.38570520
-5.12356178,1.89872651,0.42808884,0.37847834,0.00008987,0.05452339,0.01042694,1.30518189,0.39537020,0.38093794
-5.11755878,1.86344004,0.41647177,0.37065770,0.00007538,0.05432001,0.01083588,1.27913485,0.38342996,0.37602729
-5.11155578,1.82627715,0.40403864,0.36237234,0.00006377,0.05404202,0.01118339,1.25194957,0.37134729,0.37089538
-5.10555278,1.78692587,0.39078701,0.35357534,0.00005450,0.05365153,0.01146188,1.22344020,0.35906769,0.36547318
-5.09954977,1.74516383,0.37675104,0.34423638,0.00004713,0.05311994,0.01166511,1.19347483,0.34655424,0.35970392
-5.09354677,1.70086821,0.36199875,0.33434347,0.00004127,0.05242793,0.01178839,1.16198276,0.33378936,0.35354611
-5.08754377,1.65402262,0.34662859,0.32390408,0.00003660,0.05156528,0.01182879,1.12895977,0.32077601,0.34697604
-5.08154077,1.60472058,0.33076559,0.31294566,0.00003284,0.05053064,0.01178517,1.09447103,0.30753810,0.33998962
-5.07553777,1.55316532,0.31455709,0.30151551,0.00002979,0.04933104,0.01165823,1.05865159,0.29412020,0.33260345
-5.06953477,1.49966582,0.29816817,0.28968000,0.00002726,0.04798134,0.01145050,1.02170423,0.28058652,0.32485508
-5.06353177,1.44462914,0.28177693,0.27752306,0.00002511,0.04650341,0.01116624,0.98389488,0.26701922,0.31680243
-5.05752876,1.38854922,0.26556965,0.26514409,0.00002323,0.04492530,0.01081125,0.94554564,0.25351602,0.30852235
-5.05152576,1.33199254,0.24973592,0.25265531,0.00002155,0.04328009,0.01039270,0.90702560,0.24018735,0.30010834
-5.04552276,1.27558095,0.23446401,0.24017857,0.00002001,0.04160479,0.00991887,0.86873983,0.22715293,0.29166761
-5.03951976,1.21997260,0.21993622,0.22784185,0.00001856,0.03993903,0.00939886,0.83111697,0.21453811,0.28331747
-5.03351676,1.16584122,0.20632468,0.21577551,0.00001717,0.03832371,0.00884232,0.79459578,0.20246989,0.27518122
-5.02751376,1.11385489,0.19378737,0.20410834,0.00001584,0.03679971,0.00825912,0.75961121,0.19107295,0.26738383
-5.02151076,1.06465480,0.18246459,0.19296381,0.00001455,0.03540651,0.00765908,0.72658048,0.18046562,0.26004732
-5.01550775,1.01883487,0.17247584,0.18245626,0.00001329,0.03418095,0.00705172,0.69588966,0.17075615,0.25328633
-5.00950475,0.97692295,0.16391734,0.17268755,0.00001209,0.03315601,0.00644595,0.66788137,0.16203915,0.24720386
-5.00350175,0.93936431,0.15685994,0.16374405,0.00001092,0.03235982,0.00584996,0.64284379,0.15439259,0.24188730
-4.99749875,0.90650787,0.15134784,0.15569410,0.00000981,0.03181472,0.00527099,0.62100171,0.14787524,0.23740523
-4.99149575,0.87859583,0.14739786,0.14858613,0.00000875,0.03153667,0.00471524,0.60250962,0.14252477,0.23380466
-4.98549275,0.85575694,0.14499945,0.14244733,0.00000776,0.03153470,0.00418782,0.58744731,0.13835650,0.23110924
-4.97948974,0.83800361,0.14411544,0.13728308,0.00000683,0.03181075,0.00369271,0.57581808,0.13536292,0.22931824
-4.97348674,0.82523307,0.14468354,0.13307700,0.00000598,0.03235967,0.00323276,0.56754958,0.13351397,0.22840645
-4.96748374,0.81723247,0.14661856,0.12979171,0.00000519,0.03316950,0.00280979,0.56249726,0.13275808,0.22832503
-4.96148074,0.81368775,0.14981541,0.12737023,0.00000448,0.03422200,0.00242463,0.56045047,0.13302391,0.22900320
-4.95547774,0.81419598,0.15415268,0.12573795,0.00000383,0.03549338,0.00207726,0.56114071,0.13422286,0.23035083
-4.94947474,0.81828069,0.15949694,0.12480518,0.00000326,0.03695527,0.00176687,0.56425204,0.13625215,0.23226171
-4.94347174,0.82540979,0.16570739,0.12447003,0.00000275,0.03857589,0.00149208,0.56943314,0.13899837,0.23461748
-4.93746873,0.83501526,0.17264097,0.12462176,0.00000231,0.04032126,0.00125097,0.57631053,0.14234155,0.23729205
-4.93146573,0.84651403,0.18015754,0.12514423,0.00000192,0.04215663,0.00104130,0.58450255,0.14615930,0.24015634
-4.92546273,0.85932915,0.18812513,0.12591951,0.00000159,0.04404783,0.00086055,0.59363363,0.15033119,0.24308310
-4.91945973,0.87291053,0.19642489,0.12683152,0.00000130,0.04596270,0.00070607,0.60334800,0.15474292,0.24595175
-4.91345673,0.88675428,0.20495550,0.12776942,0.00000106,0.04787236,0.00057516,0.61332264,0.15929029,0.24865289
-4.90745373,0.90041999,0.21363703,0.12863084,0.00000086,0.04975237,0.00046516,0.62327856,0.16388268,0.25109235
-4.90145073,0.91354508,0.22241372,0.12932466,0.00000069,0.05158367,0.00037349,0.63299019,0.16844591,0.25319466
-4.89544772,0.92585556,0.23125570,0.12977337,0.00000055,0.05335332,0.00029774,0.64229224,0.17292434,0.25490563
-4.88944472,0.93717279,0.24015949,0.12991486,0.00000044,0.05505490,0.00023564,0.65108369,0.17728214,0.25619404
-4.88344172,0.94741570,0.24914701,0.12970356,0.00000034,0.05668855,0.00018516,0.65932880,0.18150354,0.25705227
-4.87743872,0.95659849,0.25826330,0.12911099,0.00000027,0.05826077,0.00014445,0.66705485,0.18559208,0.25749584
-4.87143572,0.96482372,0.26757285,0.12812559,0.00000021,0.05978381,0.00011188,0.67434684,0.18956895,0.25756189
-4.86543272,0.97227110,0.27715459,0.12675195,0.00000016,0.06127475,0.00008603,0.68133922,0.19347038,0.25730663
-4.85942971,0.97918252,0.28709595,0.12500945,0.00000013,0.06275431,0.00006568,0.68820498,0.19734419,0.25680181
-4.85342671,0.98584393,0.29748595,0.12293037,0.00000010,0.06424543,0.00004978,0.69514280,0.20124572,0.25613052
-4.84742371,0.99256502,0.30840793,0.12055759,0.00000008,0.06577169,0.00003746,0.70236260,0.20523337,0.25538238
-4.84142071,0.99965767,0.31993203,0.11794202,0.00000007,0.06735560,0.00002799,0.71007042,0.20936381,0.25464839
-4.83541771,1.00741427,0.33210792,0.11513986,0.00000006,0.06901697,0.00002076,0.71845326,0.21368727,0.25401575
-4.82941471,1.01608699,0.34495821,0.11220979,0.00000006,0.07077128,0.00001529,0.72766482,0.21824311,0.25356289
-4.82341171,1.02586917,0.35847281,0.10921037,0.00000007,0.07262827,0.00001118,0.73781264,0.22305588,0.25335489
-4.81740870,1.03687980,0.37260460,0.10619756,0.00000009,0.07459077,0.00000811,0.74894768,0.22813204,0.25343969
-4.81140570,1.04915182,0.38726676,0.10322267,0.00000012,0.07665382,0.00000585,0.76105661,0.23345772,0.25384514
-4.80540270,1.06262508,0.40233188,0.10033070,0.00000015,0.07880419,0.00000418,0.77405742,0.23899737,0.25457714
-4.79939970,1.07714418,0.41763304,0.09755926,0.00000021,0.08102027,0.00000297,0.78779863,0.24469362,0.25561891
-4.79339670,1.09246156,0.43296679,0.09493788,0.00000028,0.08327239,0.00000210,0.80206210,0.25046827,0.25693152
-4.78739370,1.10824551,0.44809805,0.09248805,0.00000038,0.08552356,0.00000147,0.81656944,0.25622437,0.25845558
-4.78139070,1.12409285,0.46276670,0.09022364,0.00000052,0.08773054,0.00000102,0.83099172,0.26184933,0.26011399
-4.77538769,1.13954571,0.47669563,0.08815190,0.00000070,0.08984529,0.00000071,0.84496198,0.26721891,0.26181574
-4.76938469,1.15411151,0.48959987,0.08627477,0.00000093,0.09181667,0.00000048,0.85809001,0.27220192,0.26346037
-4.76338169,1.16728524,0.50119649,0.08459064,0.00000124,0.09359229,0.00000033,0.86997867,0.27666533,0.26494314
-4.75737869,1.17857286,0.51121472,0.08309621,0.00000163,0.09512055,0.00000023,0.88024099,0.28047966,0.26616031
-4.75137569,1.18751487,0.51940599,0.08178852,0.00000213,0.09635262,0.00000015,0.88851720,0.28352432,0.26701460
-4.74537269,1.19370866,0.52555328,0.08066697,0.00000277,0.09724434,0.00000011,0.89449089,0.28569269,0.26742031
-4.73936968,1.19682885,0.52947953,0.07973520,0.00000358,0.09775802,0.00000007,0.89790356,0.28689664,0.26730804
-4.73336668,1.19664440,0.53105463,0.07900278,0.00000458,0.09786393,0.00000005,0.89856683,0.28707039,0.26662865
-4.72736368,1.19303187,0.53020069,0.07848655,0.00000583,0.09754151,0.00000004,0.89637175,0.28617344,0.26535626
-4.72136068,1.18598399,0.52689548,0.07821156,0.00000736,0.09678022,0.00000004,0.89129485,0.28419251,0.26349035
-4.71535768,1.17561340,0.52117371,0.07821158,0.00000922,0.09557999,0.00000003,0.88340044,0.28114235,0.26105648
-4.70935468,1.16215105,0.51312629,0.07852903,0.00001147,0.09395132,0.00000004,0.87283934,0.27706543,0.25810606
-4.70335168,1.14593956,0.50289748,0.07921443,0.00001418,0.09191485,0.00000004,0.85984384,0.27203056,0.25471468
-4.69734867,1.12742160,0.49068015,0.08032524,0.00001739,0.08950074,0.00000005,0.84471923,0.26613042,0.25097950
-4.69134567,1.10712393,0.47670931,0.08192423,0.00002117,0.08674749,0.00000005,0.82783232,0.25947819,0.24701549
-4.68534267,1.08563765,0.46125419,0.08407726,0.00002560,0.08370068,0.00000006,0.80959727,0.25220346,0.24295085
-4.67933967,1.06359553,0.44460929,0.08685070,0.00003073,0.08041134,0.00000008,0.79045964,0.24444751,0.23892172
-4.67333667,1.04164735,0.42708463,0.09030846,0.00003662,0.07693422,0.00000009,0.77087910,0.23635822,0.23506651
-4.66733367,1.02043438,0.40899578,0.09450868,0.00004333,0.07332600,0.00000011,0.75131168,0.22808491,0.23151991
-4.66133067,1.00056393,0.39065387,0.09950043,0.00005090,0.06964347,0.00000013,0.73219241,0.21977318,0.22840703
-4.65532766,0.98258521,0.37235617,0.10532026,0.00005936,0.06594174,0.00000015,0.71391892,0.21156007,0.22583782
-4.64932466,0.96696741,0.35437744,0.11198894,0.00006874,0.06227271,0.00000017,0.69683695,0.20356976,0.22390205
-4.64332166,0.95408102,0.33696248,0.11950847,0.00007902,0.05868360,0.00000019,0.68122816,0.19590986,0.22266504
