energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-3.23261631,0.89643590,-1.44144665,0.03073744,-0.11280279,0.69811438,-0.41146034,0.00034591,-0.00007166,0.00501341,-0.44524454,0.00315701,-0.01806253,0.08774694,-0.39777477,0.05328176,-0.38468995,0.09641417,-0.18354361
-3.22661331,0.93724958,-1.39168615,0.03297996,-0.10836411,0.72723623,-0.39698314,0.00037795,-0.00006258,0.00562382,-0.43004303,0.00346949,-0.01725583,0.09328708,-0.38678069,0.05704238,-0.37598177,0.10046584,-0.17572747
-3.22061031,0.97893102,-1.34233012,0.03537947,-0.10406698,0.75717635,-0.38261604,0.00041029,-0.00005432,0.00629525,-0.41551605,0.00378968,-0.01642336,0.09910474,-0.37574808,0.06104155,-0.36630206,0.10440879,-0.16799246
-3.21460730,1.02111415,-1.29329283,0.03792853,-0.09989387,0.78759834,-0.36833885,0.00044256,-0.00004685,0.00703237,-0.40152291,0.00411480,-0.01557233,0.10518981,-0.36464673,0.06529147,-0.35572669,0.10820937,-0.16036165
-3.20860430,1.06342570,-1.24452097,0.04062029,-0.09583053,0.81815318,-0.35413966,0.00047433,-0.00004015,0.00784073,-0.38793871,0.00444193,-0.01471009,0.11153406,-0.35345595,0.06980610,-0.34434729,0.11183483,-0.15285618
-3.20260130,1.10549780,-1.19598857,0.04344906,-0.09186577,0.84849052,-0.34001344,0.00050516,-0.00003420,0.00872667,-0.37465404,0.00476810,-0.01384389,0.11813202,-0.34216343,0.07460100,-0.33226678,0.11525439,-0.14549488
-3.19659830,1.14698046,-1.14769177,0.04641085,-0.08799117,0.87826991,-0.32596043,0.00053463,-0.00002894,0.00969729,-0.36157427,0.00509044,-0.01298078,0.12498175,-0.33076416,0.07969294,-0.31959499,0.11844036,-0.13829412
-3.19059530,1.18755296,-1.09964399,0.04950374,-0.08420083,0.90717139,-0.31198480,0.00056230,-0.00002433,0.01076028,-0.34861881,0.00540619,-0.01212740,0.13208525,-0.31925947,0.08509938,-0.30644455,0.12136915,-0.13126771
-3.18459230,1.22693349,-1.05187185,0.05272802,-0.08049116,0.93490486,-0.29809338,0.00058779,-0.00002033,0.01192373,-0.33572032,0.00571286,-0.01128988,0.13944855,-0.30765640,0.09083750,-0.29292734,0.12402221,-0.12442697
-3.17858929,1.26488646,-1.00441229,0.05608619,-0.07686075,0.96121761,-0.28429483,0.00061073,-0.00001688,0.01319581,-0.32282412,0.00600827,-0.01047368,0.14708133,-0.29596737,0.09692312,-0.27915150,0.12638677,-0.11778095
-3.17258629,1.30122673,-0.95731095,0.05958266,-0.07331021,0.98589978,-0.27059918,0.00063078,-0.00001392,0.01458446,-0.30988785,0.00629060,-0.00968356,0.15499606,-0.28421019,0.10336929,-0.26521919,0.12845629,-0.11133683
-3.16658329,1.33582059,-0.91062173,0.06322318,-0.06984225,1.00878715,-0.25701761,0.00064770,-0.00001141,0.01609690,-0.29688128,0.00655845,-0.00892348,0.16320661,-0.27240840,0.11018459,-0.25122513,0.13023068,-0.10510038
-3.16058029,1.36858306,-0.86440742,0.06701405,-0.06646166,1.02976132,-0.24356268,0.00066127,-0.00000929,0.01773917,-0.28378629,0.00681082,-0.00819662,0.17172635,-0.26059178,0.11737135,-0.23725576,0.13171607,-0.09907655
-3.15457729,1.39947182,-0.81874108,0.07096106,-0.06317536,1.04874707,-0.23024869,0.00067135,-0.00000752,0.01951554,-0.27059699,0.00704714,-0.00750537,0.18056581,-0.24879693,0.12492370,-0.22338904,0.13292436,-0.09327003
-3.14857429,1.42847787,-0.77370768,0.07506827,-0.05999251,1.06570724,-0.21709223,0.00067788,-0.00000604,0.02142796,-0.25731972,0.00726719,-0.00685139,0.18973005,-0.23706782,0.13282568,-0.20969477,0.13387229,-0.08768588
-3.14257129,1.45561355,-0.72940583,0.07933659,-0.05692452,1.08063538,-0.20411275,0.00068085,-0.00000483,0.02347543,-0.24397304,0.00747106,-0.00623561,0.19921571,-0.22545624,0.14104942,-0.19623522,0.13458036,-0.08233002
-3.13656828,1.48089874,-0.68594890,0.08376240,-0.05398495,1.09354668,-0.19133297,0.00068034,-0.00000383,0.02565350,-0.23058735,0.00765906,-0.00565839,0.20900811,-0.21402178,0.14955363,-0.18306600,0.13507135,-0.07720967
-3.13056528,1.50434615,-0.64346554,0.08833616,-0.05118941,1.10446798,-0.17877926,0.00067646,-0.00000302,0.02795374,-0.21720429,0.00783162,-0.00511953,0.21907849,-0.20283156,0.15828240,-0.17023699,0.13536882,-0.07233355
-3.12456228,1.52594689,-0.60209896,0.09304115,-0.04855528,1.11342741,-0.16648161,0.00066939,-0.00000237,0.03036339,-0.20387573,0.00798921,-0.00461839,0.22938160,-0.19195939,0.16716464,-0.15779323,0.13549547,-0.06771201
-3.11855928,1.54565725,-0.56200516,0.09785251,-0.04610126,1.12044456,-0.15447346,0.00065937,-0.00000184,0.03286512,-0.19066232,0.00813220,-0.00415397,0.23985390,-0.18148443,0.17611399,-0.14577565,0.13547156,-0.06335687
-3.11255628,1.56338811,-0.52334981,0.10273656,-0.04384688,1.12552198,-0.14279111,0.00064664,-0.00000142,0.03543695,-0.17763174,0.00826080,-0.00372501,0.25041255,-0.17148933,0.18502961,-0.13422159,0.13531353,-0.05928112
-3.10655328,1.57899763,-0.48630401,0.10765058,-0.04181179,1.12863869,-0.13147293,0.00063150,-0.00000110,0.03805239,-0.16485654,0.00837497,-0.00333006,0.26095532,-0.16205796,0.19379765,-0.12316506,0.13503277,-0.05549841
-3.10055028,1.59228835,-0.45103903,0.11254312,-0.04001499,1.12974620,-0.12055825,0.00061425,-0.00000084,0.04068083,-0.15241172,0.00847433,-0.00296751,0.27136161,-0.15327267,0.20229355,-0.11263679,0.13463488,-0.05202241
-3.09454727,1.60300895,-0.41772027,0.11735478,-0.03847397,1.12876763,-0.11008612,0.00059518,-0.00000064,0.04328809,-0.14037225,0.00855818,-0.00263569,0.28149463,-0.14521134,0.21038511,-0.10266400,0.13411920,-0.04886598
-3.08854427,1.61086109,-0.38650089,0.12201957,-0.03720381,1.12559996,-0.10009398,0.00057460,-0.00000048,0.04583726,-0.12881041,0.00862547,-0.00233292,0.29120465,-0.13794431,0.21793628,-0.09326999,0.13347891,-0.04604035
-3.08254127,1.61551116,-0.35751536,0.12646683,-0.03621630,1.12011949,-0.09061621,0.00055281,-0.00000036,0.04828968,-0.11779337,0.00867484,-0.00205749,0.30033344,-0.13153132,0.22481150,-0.08447368,0.13270152,-0.04355424
-3.07653827,1.61660643,-0.33087326,0.13062354,-0.03551908,1.11219028,-0.08168288,0.00053007,-0.00000027,0.05060613,-0.10738084,0.00870470,-0.00180772,0.30871952,-0.12601863,0.23088051,-0.07628899,0.13176984,-0.04141294
-3.07053527,1.61379488,-0.30665393,0.13441710,-0.03511489,1.10167506,-0.07331854,0.00050663,-0.00000020,0.05274817,-0.09762314,0.00871328,-0.00158198,0.31620425,-0.12143652,0.23602332,-0.06872436,0.13066335,-0.03961759
-3.06453227,1.60674772,-0.28490198,0.13777827,-0.03500098,1.08844797,-0.06554131,0.00048273,-0.00000015,0.05467950,-0.08855958,0.00869880,-0.00137869,0.32263824,-0.11779725,0.24013525,-0.06178221,0.12935983,-0.03816450
-3.05852926,1.59518314,-0.26562416,0.14064430,-0.03516865,1.07240845,-0.05836214,0.00045858,-0.00000011,0.05636735,-0.08021737,0.00865957,-0.00119630,0.32788802,-0.11509366,0.24313172,-0.05545872,0.12783731,-0.03704467
-3.05252626,1.57889013,-0.24878763,0.14296200,-0.03560309,1.05349526,-0.05178442,0.00043435,-0.00000008,0.05778383,-0.07261101,0.00859417,-0.00103332,0.33184237,-0.11329847,0.24495252,-0.04974361,0.12607603,-0.03624355
-3.04652326,1.55775077,-0.23431984,0.14469055,-0.03628338,1.03169990,-0.04580393,0.00041020,-0.00000006,0.05890715,-0.06574215,0.00850155,-0.00088832,0.33441820,-0.11236437,0.24556547,-0.04462028,0.12406040,-0.03574093
-3.04052026,1.53175962,-0.22210997,0.14580403,-0.03718279,1.00707845,-0.04040898,0.00038627,-0.00000004,0.05972262,-0.05960003,0.00838119,-0.00075990,0.33556545,-0.11222488,0.24496913,-0.04006609,0.12178085,-0.03551121
-3.03451726,1.50103911,-0.21201189,0.14629335,-0.03826935,0.97976107,-0.03558095,0.00036269,-0.00000003,0.06022344,-0.05416223,0.00823323,-0.00064673,0.33527084,-0.11279605,0.24319444,-0.03605284,0.11923534,-0.03552379
-3.02851426,1.46584977,-0.20384852,0.14616760,-0.03950660,0.94995866,-0.03129497,0.00033956,-0.00000002,0.06041119,-0.04939599,0.00805855,-0.00054751,0.33356015,-0.11397888,0.24030522,-0.03254754,0.11643059,-0.03574380
-3.02251126,1.42659453,-0.19741744,0.14545464,-0.04085468,0.91796596,-0.02752085,0.00031699,-0.00000001,0.06029595,-0.04525969,0.00785882,-0.00046098,0.33049888,-0.11566239,0.23639740,-0.02951321,0.11338280,-0.03613290
-3.01650825,1.38381691,-0.19249735,0.14420091,-0.04227150,0.88416104,-0.02422412,0.00029507,-0.00000001,0.05989615,-0.04170461,0.00763654,-0.00038595,0.32619128,-0.11772733,0.23159704,-0.02690991,0.11011790,-0.03665041
-3.01050525,1.33819276,-0.18885527,0.14247044,-0.04371412,0.84900109,-0.02136714,0.00027389,-0.00000001,0.05923799,-0.03867689,0.00739505,-0.00032127,0.32077753,-0.12005014,0.22605710,-0.02469579,0.10667130,-0.03725447
-3.00450225,1.29051604,-0.18625406,0.14034313,-0.04514023,0.81301449,-0.01891027,0.00025353,-0.00000001,0.05835461,-0.03611949,0.00713844,-0.00026586,0.31442950,-0.12250732,0.21995318,-0.02282817,0.10308711,-0.03790330
-2.99849925,1.24167912,-0.18445997,0.13791224,-0.04650960,0.77678977,-0.01681298,0.00023408,-0.00000000,0.05728493,-0.03397410,0.00687147,-0.00021868,0.30734494,-0.12497975,0.21347832,-0.02126465,0.09941691,-0.03855653
-2.99249625,1.19264855,-0.18324987,0.13528138,-0.04778558,0.74096164,-0.01503492,0.00021563,-0.00000000,0.05607224,-0.03218297,0.00659949,-0.00017877,0.29974058,-0.12735689,0.20683702,-0.01996408,0.09571811,-0.03917641
-2.98649325,1.14443729,-0.18241790,0.13256101,-0.04893642,0.70619499,-0.01353684,0.00019825,-0.00000000,0.05476269,-0.03069061,0.00632824,-0.00014523,0.29184436,-0.12954076,0.20023884,-0.01888748,0.09205204,-0.03972908
-2.98049025,1.09807482,-0.18178131,0.12986462,-0.04993644,0.67316738,-0.01228142,0.00018202,-0.00000000,0.05340356,-0.02944518,0.00606372,-0.00011723,0.28388721,-0.13144931,0.19389170,-0.01799886,0.08848175,-0.04018553
-2.97448724,1.05457623,-0.18118511,0.12730484,-0.05076703,0.64255076,-0.01123394,0.00016703,-0.00000000,0.05204161,-0.02839969,0.00581197,-0.00009403,0.27609472,-0.13301916,0.18799524,-0.01726577,0.08506981,-0.04052251
-2.96848424,1.01491184,-0.18050553,0.12498956,-0.05141727,0.61499335,-0.01036274,0.00015334,-0.00000000,0.05072146,-0.02751286,0.00557894,-0.00007493,0.26867916,-0.13420764,0.18273440,-0.01665983,0.08187607,-0.04072316
-2.96248124,0.97997842,-0.17965207,0.12301833,-0.05188432,0.59110206,-0.00963959,0.00014101,-0.00000000,0.04948401,-0.02674968,0.00537025,-0.00005931,0.26183218,-0.13499383,0.17827353,-0.01615693,0.07895556,-0.04077735
-2.95647824,0.95057327,-0.17856806,0.12147910,-0.05217338,0.57142643,-0.00903984,0.00013011,-0.00000000,0.04836522,-0.02608173,0.00519102,-0.00004664,0.25571847,-0.13537871,0.17475126,-0.01573735,0.07635667,-0.04068183
-2.95047524,0.92737212,-0.17722986,0.12044555,-0.05229739,0.55644437,-0.00854245,0.00012068,-0.00000000,0.04739494,-0.02548707,0.00504574,-0.00003643,0.25047083,-0.13538432,0.17227625,-0.01538568,0.07411961,-0.04044000
-2.94447224,0.91091155,-0.17564455,0.11997500,-0.05227626,0.54655031,-0.00812991,0.00011275,-0.00000000,0.04659625,-0.02495003,0.00493811,-0.00002826,0.24618670,-0.13505201,0.17092401,-0.01509057,0.07227526,-0.04006150
-2.93846923,0.90157658,-0.17384651,0.12010710,-0.05213589,0.54204601,-0.00778796,0.00010633,-0.00000000,0.04598488,-0.02446065,0.00487090,-0.00002178,0.24292626,-0.13443977,0.17073490,-0.01484432,0.07084446,-0.03956146
-2.93246623,0.89959367,-0.17189283,0.12086320,-0.05190685,0.54313433,-0.00750535,0.00010143,-0.00000000,0.04556921,-0.02401393,0.00484591,-0.00001666,0.24071237,-0.13361883,0.17171333,-0.01464241,0.06983776,-0.03895960
-2.92646323,0.90502926,-0.16985789,0.12224654,-0.05162283,0.54991593,-0.00727345,0.00009802,-0.00000000,0.04535036,-0.02360901,0.00486390,-0.00001266,0.23953205,-0.13266969,0.17382823,-0.01448290,0.06925561,-0.03827911
-2.92046023,0.91779366,-0.16782734,0.12424321,-0.05131894,0.56238911,-0.00708578,0.00009607,-0.00000000,0.04532276,-0.02324812,0.00492455,-0.00000956,0.23933950,-0.13167768,0.17701468,-0.01436578,0.06908901,-0.03754544
-2.91445723,0.93765005,-0.16589184,0.12682365,-0.05102996,0.58045258,-0.00693765,0.00009553,-0.00000000,0.04547492,-0.02293561,0.00502651,-0.00000716,0.24006052,-0.13072832,0.18117670,-0.01429227,0.06932046,-0.03678496
-2.90845423,0.96422806,-0.16414072,0.12994493,-0.05078853,0.60391100,-0.00682567,0.00009633,-0.00000000,0.04579038,-0.02267685,0.00516738,-0.00000533,0.24159797,-0.12990271,0.18619103,-0.01426420,0.06992532,-0.03602371
-2.90245123,0.99704125,-0.16265599,0.13355334,-0.05062354,0.63248316,-0.00674733,0.00009837,-0.00000000,0.04624891,-0.02247729,0.00534387,-0.00000394,0.24383812,-0.12927312,0.19191175,-0.01428333,0.07087338,-0.03528609
-2.89644822,1.03550781,-0.16150686,0.13758743,-0.05055851,0.66581238,-0.00670066,0.00010156,-0.00000000,0.04682776,-0.02234152,0.00555181,-0.00000289,0.24665737,-0.12889903,0.19817563,-0.01435076,0.07213061,-0.03459377
-2.89044522,1.07897366,-0.16074513,0.14198130,-0.05061043,0.70347890,-0.00668384,0.00010576,-0.00000000,0.04750298,-0.02227249,0.00578634,-0.00000211,0.24992925,-0.12882377,0.20480785,-0.01446650,0.07366097,-0.03396466
-2.88444222,1.12673700,-0.16040155,0.14666783,-0.05078872,0.74501376,-0.00669499,0.00011085,-0.00000000,0.04825070,-0.02227090,0.00604202,-0.00000153,0.25353120,-0.12907201,0.21162810,-0.01462899,0.07542828,-0.03341217
-2.87843922,1.17807347,-0.16048343,0.15158202,-0.05109469,0.78991372,-0.00673191,0.00011668,-0.00000000,0.04904836,-0.02233471,0.00631298,-0.00000110,0.25735087,-0.12964805,0.21845666,-0.01483491,0.07739792,-0.03294466
-2.87243622,1.23226094,-0.16097345,0.15666402,-0.05152126,0.83765690,-0.00679202,0.00012310,-0.00000000,0.04987576,-0.02245894,0.00659311,-0.00000078,0.26129170,-0.13053521,0.22512022,-0.01507900,0.07953847,-0.03256515
-2.86643322,1.28860326,-0.16182980,0.16186187,-0.05205316,0.88771836,-0.00687228,0.00012997,-0.00000000,0.05071600,-0.02263553,0.00687621,-0.00000056,0.26527748,-0.13169619,0.23145747,-0.01535402,0.08182309,-0.03227135
-2.86043022,1.34645180,-0.16298767,0.16713382,-0.05266748,0.93958530,-0.00696923,0.00013713,-0.00000000,0.05155617,-0.02285354,0.00715617,-0.00000039,0.26925587,-0.13307437,0.23732397,-0.01565091,0.08423062,-0.03205586
-2.85442721,1.40522435,-0.16436187,0.17245014,-0.05333464,0.99277121,-0.00707914,0.00014442,-0.00000000,0.05238778,-0.02309940,0.00742713,-0.00000028,0.27320051,-0.13459611,0.24259636,-0.01595900,0.08674640,-0.03190668
-2.84842421,1.46442054,-0.16585052,0.17779428,-0.05401956,1.04682857,-0.00719812,0.00015171,-0.00000000,0.05320701,-0.02335741,0.00768361,-0.00000020,0.27711190,-0.13617387,0.24717563,-0.01626632,0.08936274,-0.03180793
-2.84242121,1.52363331,-0.16733963,0.18316346,-0.05468319,1.10135940,-0.00732244,0.00015888,-0.00000000,0.05401468,-0.02361025,0.00792070,-0.00000014,0.28101693,-0.13770984,0.25098952,-0.01656003,0.09207907,-0.03174073
-2.83641821,1.58255592,-0.16870827,0.18856850,-0.05528421,1.15602346,-0.00744879,0.00016579,-0.00000000,0.05481596,-0.02383976,0.00813410,-0.00000011,0.28496707,-0.13910026,0.25399378,-0.01682692,0.09490167,-0.03168422
-2.83041521,1.64098439,-0.16983419,0.19403306,-0.05578074,1.21054350,-0.00757465,0.00017237,-0.00000000,0.05561991,-0.02402755,0.00832026,-0.00000009,0.28903554,-0.14023978,0.25617254,-0.01705386,0.09784317,-0.03161665
-2.82441221,1.69881515,-0.17059950,0.19959216,-0.05613223,1.26470750,-0.00769864,0.00017853,-0.00000000,0.05643880,-0.02415586,0.00847644,-0.00000008,0.29331324,-0.14102604,0.25753757,-0.01722837,0.10092162,-0.03151653
-2.81840920,1.75603803,-0.17089621,0.20529013,-0.05630110,1.31836764,-0.00782095,0.00018423,-0.00000000,0.05728729,-0.02420817,0.00860070,-0.00000008,0.29790405,-0.14136399,0.25812666,-0.01733912,0.10415935,-0.03136368
-2.81240620,1.81272495,-0.17063143,0.21117801,-0.05625437,1.37143602,-0.00794376,0.00018941,-0.00000000,0.05818147,-0.02416995,0.00869195,-0.00000009,0.30291932,-0.14116981,0.25800119,-0.01737635,0.10758155,-0.03114034
-2.80640320,1.86901455,-0.16973185,0.21731051,-0.05596501,1.42387733,-0.00807165,0.00019409,-0.00000000,0.05913789,-0.02402920,0.00874991,-0.00000010,0.30847206,-0.14037443,0.25724300,-0.01733231,0.11121463,-0.03083204
-2.80040020,1.92509364,-0.16814751,0.22374267,-0.05541301,1.47569877,-0.00821199,0.00019827,-0.00000000,0.06017249,-0.02377691,0.00877506,-0.00000013,0.31467090,-0.13892618,0.25595066,-0.01720154,0.11508448,-0.03042836
-2.79439720,1.98117609,-0.16585461,0.23052623,-0.05458620,1.52693768,-0.00837540,0.00020198,-0.00000001,0.06129959,-0.02340736,0.00876855,-0.00000016,0.32161405,-0.13679273,0.25423547,-0.01698114,0.11921458,-0.02992355
-2.78839420,2.03748020,-0.16285726,0.23770611,-0.05348061,1.57764747,-0.00857606,0.00020527,-0.00000001,0.06253090,-0.02291833,0.00873214,-0.00000021,0.32938366,-0.13396220,0.25221715,-0.01667084,0.12362411,-0.02931689
-2.78239120,2.09420541,-0.15918819,0.24531681,-0.05210060,1.62788261,-0.00883209,0.00020820,-0.00000001,0.06387471,-0.02231113,0.00866805,-0.00000027,0.33804054,-0.13044330,0.25001954,-0.01627304,0.12832615,-0.02861289
-2.77638819,2.15150965,-0.15490845,0.25337924,-0.05045859,1.67768345,-0.00916581,0.00021082,-0.00000001,0.06533508,-0.02159043,0.00857889,-0.00000035,0.34761963,-0.12626466,0.24776639,-0.01579272,0.13332587,-0.02782129
-2.77038519,2.20948825,-0.15010601,0.26189779,-0.04857447,1.72706164,-0.00960400,0.00021322,-0.00000002,0.06691130,-0.02076408,0.00846750,-0.00000044,0.35812634,-0.12147341,0.24557742,-0.01523724,0.13861904,-0.02695680
-2.76438219,2.26815552,-0.14489361,0.27085810,-0.04647478,1.77598717,-0.01017808,0.00021545,-0.00000002,0.06859748,-0.01984268,0.00833687,-0.00000057,0.36953380,-0.11613302,0.24356473,-0.01461609,0.14419071,-0.02603874
-2.75837919,2.32742998,-0.13940574,0.28022540,-0.04419164,1.82437753,-0.01092424,0.00021757,-0.00000003,0.07038235,-0.01883915,0.00819000,-0.00000072,0.38178133,-0.11032059,0.24182970,-0.01394056,0.15001427,-0.02509050
-2.75237619,2.38712401,-0.13379512,0.28994370,-0.04176155,1.87208988,-0.01188344,0.00021963,-0.00000004,0.07224927,-0.01776820,0.00802980,-0.00000091,0.39477400,-0.10412381,0.24046036,-0.01322333,0.15605082,-0.02413884
-2.74637319,2.44693856,-0.12822869,0.29993575,-0.03922406,1.91891663,-0.01310135,0.00022166,-0.00000005,0.07417642,-0.01664575,0.00785903,-0.00000114,0.40838343,-0.09763764,0.23952939,-0.01247810,0.16224909,-0.02321311
-2.74037019,2.50646326,-0.12288331,0.31010395,-0.03662044,1.96458486,-0.01462826,0.00022368,-0.00000006,0.07613727,-0.01548835,0.00768023,-0.00000143,0.42244984,-0.09096087,0.23909263,-0.01171911,0.16854571,-0.02234446
-2.73436718,2.56518223,-0.11794147,0.32033206,-0.03399238,2.00875967,-0.01651873,0.00022568,-0.00000008,0.07810112,-0.01431266,0.00749563,-0.00000178,0.43678518,-0.08419288,0.23918824,-0.01096077,0.17486608,-0.02156489
-2.72836418,2.62248512,-0.11358696,0.33048784,-0.03138080,2.05105136,-0.01883134,0.00022764,-0.00000011,0.08003393,-0.01313485,0.00730718,-0.00000221,0.45117742,-0.07743052,0.23983630,-0.01021726,0.18112564,-0.02090635
-2.72236118,2.67768338,-0.11000078,0.34042635,-0.02882472,2.09102628,-0.02162813,0.00022950,-0.00000014,0.08189924,-0.01197020,0.00711648,-0.00000274,0.46539573,-0.07076538,0.24103896,-0.00950214,0.18723171,-0.02039991
-2.71635818,2.73003075,-0.10735734,0.34999394,-0.02636039,2.12822075,-0.02497411,0.00023121,-0.00000019,0.08365916,-0.01083268,0.00692485,-0.00000339,0.47919643,-0.06428144,0.24278096,-0.00882811,0.19308564,-0.02007487
-2.71035518,2.77874729,-0.10582107,0.35903269,-0.02402054,2.16215746,-0.02893656,0.00023268,-0.00000025,0.08527557,-0.00973465,0.00673328,-0.00000419,0.49232954,-0.05805332,0.24503058,-0.00820674,0.19858544,-0.01995793
-2.70435218,2.82304592,-0.10554350,0.36738521,-0.02183391,2.19236364,-0.03358432,0.00023384,-0.00000033,0.08671118,-0.00868667,0.00654251,-0.00000517,0.50454567,-0.05214487,0.24774078,-0.00764827,0.20362859,-0.02007253
-2.69834917,2.86216016,-0.10666084,0.37489951,-0.01982490,2.21839000,-0.03898705,0.00023457,-0.00000044,0.08793075,-0.00769731,0.00635302,-0.00000638,0.51560298,-0.04660847,0.25085070,-0.00716157,0.20811506,-0.02043816
-2.69234617,2.89537203,-0.10929222,0.38143387,-0.01801353,2.23982967,-0.04521440,0.00023478,-0.00000058,0.08890216,-0.00677319,0.00616512,-0.00000788,0.52527409,-0.04148471,0.25428717,-0.00675405,0.21195037,-0.02106986
-2.68634317,2.92203880,-0.11353839,0.38686139,-0.01641547,2.25633630,-0.05233525,0.00023438,-0.00000077,0.08959741,-0.00591899,0.00597896,-0.00000974,0.53335248,-0.03680259,0.25796653,-0.00643173,0.21504858,-0.02197781
-2.68034017,2.94161762,-0.11948111,0.39107414,-0.01504227,2.26764041,-0.06041702,0.00023327,-0.00000101,0.08999359,-0.00513754,0.00579457,-0.00001206,0.53965834,-0.03258009,0.26179635,-0.00619932,0.21733507,-0.02316702
-2.67433717,2.95368688,-0.12718319,0.39398672,-0.01390180,2.27356345,-0.06952499,0.00023137,-0.00000134,0.09007351,-0.00443004,0.00561190,-0.00001496,0.54404361,-0.02882509,0.26567737,-0.00606039,0.21874898,-0.02463728
-2.66833417,2.95796369,-0.13668908,0.39553910,-0.01299865,2.27402892,-0.07972189,0.00022863,-0.00000176,0.08982637,-0.00379622,0.00543088,-0.00001858,0.54639595,-0.02553652,0.26950541,-0.00601758,0.21924528,-0.02638309
-2.66233117,2.95431681,-0.14802606,0.39569868,-0.01233473,2.26907026,-0.09106752,0.00022501,-0.00000231,0.08924803,-0.00323460,0.00525139,-0.00002312,0.54664169,-0.02270574,0.27317334,-0.00607286,0.21879627,-0.02839398
-2.65632816,2.94277474,-0.16120612,0.39446147,-0.01190979,2.25883533,-0.10361861,0.00022048,-0.00000302,0.08834122,-0.00274278,0.00507330,-0.00002882,0.54474747,-0.02031800,0.27657312,-0.00622782,0.21739254,-0.03065484
-2.65032516,2.92352885,-0.17622829,0.39185242,-0.01172206,2.24358733,-0.11742892,0.00021505,-0.00000393,0.08711545,-0.00231765,0.00489654,-0.00003597,0.54072072,-0.01835391,0.27959789,-0.00648403,0.21504331,-0.03314648
-2.64432216,2.89693167,-0.19308146,0.38792491,-0.01176884,2.22370252,-0.13254946,0.00020875,-0.00000510,0.08558674,-0.00195568,0.00472101,-0.00004493,0.53460890,-0.01679093,0.28214408,-0.00684334,0.21177614,-0.03584642
-2.63831916,2.86349070,-0.21174771,0.38275947,-0.01204697,2.19966471,-0.14902891,0.00020163,-0.00000658,0.08377715,-0.00165317,0.00454667,-0.00005613,0.52649763,-0.01560476,0.28411361,-0.00730833,0.20763609,-0.03872982
-2.63231616,2.82385811,-0.23220581,0.37646177,-0.01255338,2.17205715,-0.16691416,0.00019377,-0.00000844,0.08171417,-0.00140648,0.00437350,-0.00007011,0.51650773,-0.01477066,0.28541606,-0.00788260,0.20268428,-0.04177047
-2.62631316,2.77881701,-0.25443492,0.36916006,-0.01328550,2.14155203,-0.18625091,0.00018526,-0.00001077,0.07942993,-0.00121218,0.00420153,-0.00008749,0.50479149,-0.01426459,0.28597089,-0.00857117,0.19699599,-0.04494207
-2.62031016,2.72926490,-0.27841833,0.36100212,-0.01424154,2.10889814,-0.20708421,0.00017620,-0.00001366,0.07696027,-0.00106729,0.00403081,-0.00010900,0.49152805,-0.01406418,0.28570958,-0.00938081,0.19065844,-0.04821939
-2.61430715,2.67619488,-0.30414682,0.35215184,-0.01542080,2.07490717,-0.22945892,0.00016673,-0.00001723,0.07434383,-0.00096938,0.00386144,-0.00013549,0.47691849,-0.01414958,0.28457760,-0.01032035,0.18376822,-0.05157956
-2.60830415,2.62067541,-0.33162177,0.34278565,-0.01682378,2.04043885,-0.25341987,0.00015696,-0.00002160,0.07162096,-0.00091669,0.00369358,-0.00016795,0.46118036,-0.01450407,0.28253631,-0.01140088,0.17642859,-0.05500331
-2.60230115,2.56382903,-0.36085738,0.33308879,-0.01845222,2.00638561,-0.27901173,0.00014705,-0.00002691,0.06883274,-0.00090820,0.00352743,-0.00020749,0.44454223,-0.01511447,0.27956448,-0.01263596,0.16874670,-0.05847604
-2.59629815,2.50681079,-0.39188207,0.32325157,-0.02030905,1.97365681,-0.30627835,0.00013712,-0.00003331,0.06601996,-0.00094368,0.00336325,-0.00025534,0.42723820,-0.01597145,0.27565949,-0.01404164,0.16083089,-0.06198875
-2.59029515,2.45078648,-0.42473875,0.31346576,-0.02239821,1.94316285,-0.33526157,0.00012731,-0.00004096,0.06322214,-0.00102369,0.00320138,-0.00031288,0.40950263,-0.01706951,0.27083813,-0.01563645,0.15278811,-0.06553870
-2.58429215,2.39691140,-0.45948364,0.30392110,-0.02472441,1.91579939,-0.36599935,0.00011775,-0.00005003,0.06047668,-0.00114958,0.00304222,-0.00038157,0.39156518,-0.01840693,0.26513684,-0.01744122,0.14472154,-0.06912977
-2.57828914,2.34630960,-0.49618361,0.29480204,-0.02729274,1.89243183,-0.39852320,0.00010857,-0.00006070,0.05781808,-0.00132342,0.00288627,-0.00046300,0.37364632,-0.01998542,0.25861139,-0.01947871,0.13672855,-0.07277241
-2.57228614,2.30005394,-0.53491199,0.28628466,-0.03010822,1.87387998,-0.43285490,0.00009988,-0.00007315,0.05527725,-0.00154791,0.00273408,-0.00055879,0.35595334,-0.02180966,0.25133596,-0.02177323,0.12889890,-0.07648325
