energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.78989495,1.24727596,0.00632081,0.10607664,0.08711047,0.58243278,0.73760541,0.01009487,0.36095100
-5.78389195,1.21717830,0.00602682,0.10614825,0.08226434,0.58188191,0.72021851,0.00956204,0.34936648
-5.77788894,1.18834165,0.00573674,0.10660145,0.07794284,0.58308957,0.70384172,0.00905972,0.33748246
-5.77188594,1.16089211,0.00544889,0.10745822,0.07411708,0.58618135,0.68860750,0.00858297,0.32528183
-5.76588294,1.13509468,0.00516221,0.10874539,0.07076965,0.59131510,0.67473354,0.00812831,0.31279491
-5.75987994,1.11134627,0.00487630,0.11049270,0.06789545,0.59867184,0.66251872,0.00769366,0.30009845
-5.75387694,1.09016167,0.00459135,0.11273060,0.06550185,0.60844397,0.65233479,0.00727838,0.28731280
-5.74787394,1.07215389,0.00430815,0.11548751,0.06360810,0.62082174,0.64461438,0.00688307,0.27459735
-5.74187094,1.05800991,0.00402803,0.11878712,0.06224426,0.63597877,0.63983597,0.00650947,0.26214475
-5.73586793,1.04846344,0.00375271,0.12264560,0.06144955,0.65405771,0.63850683,0.00616027,0.25017421
-5.72986493,1.04426628,0.00348429,0.12706916,0.06127033,0.67515710,0.64114459,0.00583885,0.23892435
-5.72386193,1.04615978,0.00322505,0.13205198,0.06175781,0.69932042,0.64825859,0.00554911,0.22864591
-5.71785893,1.05484792,0.00297742,0.13757469,0.06296555,0.72652810,0.66033181,0.00529522,0.21959478
-5.71185593,1.07097338,0.00274382,0.14360369,0.06494694,0.75669333,0.67780412,0.00508140,0.21202559
-5.70585293,1.09509755,0.00252660,0.15009110,0.06775260,0.78966210,0.70105784,0.00491171,0.20618611
-5.69984992,1.12768555,0.00232796,0.15697576,0.07142802,0.82521758,0.73040594,0.00478989,0.20231273
-5.69384692,1.16909653,0.00214988,0.16418487,0.07601126,0.86308900,0.76608356,0.00471916,0.20062693
-5.68784392,1.21957974,0.00199405,0.17163655,0.08153103,0.90296447,0.80824296,0.00470213,0.20133304
-5.68184092,1.27927600,0.00186190,0.17924299,0.08800502,0.94450724,0.85695218,0.00474068,0.20461696
-5.67583792,1.34822436,0.00175451,0.18691411,0.09543857,0.98737448,0.91219719,0.00483588,0.21064588
-5.66983492,1.42637323,0.00167268,0.19456154,0.10382380,1.03123743,0.97388742,0.00498798,0.21956885
-5.66383192,1.51359489,0.00161688,0.20210266,0.11313909,1.07580192,1.04186411,0.00519635,0.23151781
-5.65782891,1.60970250,0.00158731,0.20946449,0.12334896,1.12082760,1.11591112,0.00545952,0.24660905
-5.65182591,1.71446809,0.00158390,0.21658722,0.13440442,1.16614496,1.19576729,0.00577518,0.26494458
-5.64582291,1.82764034,0.00160635,0.22342707,0.14624357,1.21166858,1.28113981,0.00614029,0.28661330
-5.63981991,1.94896073,0.00165415,0.22995843,0.15879263,1.25740579,1.37171748,0.00655109,0.31169161
-5.63381691,2.07817676,0.00172658,0.23617500,0.17196719,1.30345976,1.46718324,0.00700319,0.34024322
-5.62781391,2.21505104,0.00182279,0.24208990,0.18567367,1.35002652,1.56722497,0.00749170,0.37231790
-5.62181091,2.35936536,0.00194176,0.24773473,0.19981092,1.39738568,1.67154374,0.00801126,0.40794914
-5.61580790,2.51091895,0.00208231,0.25315747,0.21427188,1.44588501,1.77985896,0.00855619,0.44715052
-5.60980490,2.66952065,0.00224315,0.25841954,0.22894525,1.49591935,1.89190978,0.00912056,0.48991077
-5.60380190,2.83497484,0.00242284,0.26359187,0.24371701,1.54790474,2.00745245,0.00969827,0.53618775
-5.59779890,3.00706174,0.00261978,0.26875044,0.25847184,1.60224890,2.12625362,0.01028316,0.58590144
-5.59179590,3.18551262,0.00283224,0.27397131,0.27309439,1.65931946,2.24807960,0.01086905,0.63892623
-5.58579290,3.36998133,0.00305831,0.27932546,0.28747021,1.71941163,2.37268225,0.01144985,0.69508296
-5.57978989,3.56001353,0.00329589,0.28487382,0.30148659,1.78271687,2.49978197,0.01201957,0.75413119
-5.57378689,3.75501563,0.00354273,0.29066249,0.31503305,1.84929446,2.62904895,0.01257235,0.81576208
-5.56778389,3.95422522,0.00379638,0.29671872,0.32800175,1.91904734,2.76008377,0.01310255,0.87959273
-5.56178089,4.15668550,0.00405422,0.30304756,0.34028773,1.99170392,2.89239865,0.01360473,0.94516228
-5.55577789,4.36122539,0.00431349,0.30962957,0.35178905,2.06680688,3.02540084,0.01407369,1.01193045
-5.54977489,4.56644771,0.00457130,0.31641959,0.36240701,2.14370994,3.15837940,0.01450446,1.07927904
-5.54377189,4.77072680,0.00482468,0.32334675,0.37204638,2.22158297,3.29049680,0.01489237,1.14651662
-5.53776888,4.97221694,0.00507061,0.33031558,0.38061583,2.29942571,3.42078637,0.01523302,1.21288675
-5.53176588,5.16887241,0.00530614,0.33720832,0.38802860,2.37608954,3.54815640,0.01552237,1.27757972
-5.52576288,5.35847913,0.00552840,0.34388827,0.39420336,2.45030682,3.67140148,0.01575672,1.33974771
-5.51975988,5.53869760,0.00573473,0.35020400,0.39906543,2.52072645,3.78922107,0.01593282,1.39852300
-5.51375688,5.70711577,0.00592274,0.35599428,0.40254821,2.58595452,3.90024492,0.01604790,1.45303872
-5.50775388,5.86131023,0.00609038,0.36109358,0.40459489,2.64459806,4.00306476,0.01609976,1.50245142
-5.50175088,5.99891326,0.00623608,0.36533771,0.40516031,2.69531041,4.09627089,0.01608684,1.54596461
-5.49574787,6.11768311,0.00635875,0.36856957,0.40421293,2.73683611,4.17849233,0.01600831,1.58285235
-5.48974487,6.21557426,0.00645789,0.37064475,0.40173672,2.76805345,4.24843866,0.01586415,1.61248171
-5.48374187,6.29080477,0.00653359,0.37143654,0.39773301,2.78801304,4.30494170,0.01565522,1.63433340
-5.47773887,6.34191741,0.00658662,0.37084053,0.39222197,2.79597074,4.34699507,0.01538334,1.64801929
-5.47173587,6.36783178,0.00661834,0.36877832,0.38524382,2.79141370,4.37378970,0.01505134,1.65329620
-5.46573287,6.36788507,0.00663076,0.36520031,0.37685946,2.77407850,4.38474363,0.01466306,1.65007527
-5.45972986,6.34185943,0.00662645,0.36008766,0.36715062,2.74396090,4.37952468,0.01422338,1.63842645
-5.45372686,6.28999485,0.00660849,0.35345304,0.35621934,2.70131678,4.35806489,0.01373822,1.61857780
-5.44772386,6.21298701,0.00658037,0.34534052,0.34418690,2.64665469,4.32056628,0.01321442,1.59090987
-5.44172086,6.11197036,0.00654595,0.33582442,0.33119204,2.58072033,4.26749753,0.01265977,1.55594525
-5.43571786,5.98848736,0.00650927,0.32500724,0.31738870,2.50447391,4.19958203,0.01208282,1.51433379
-5.42971486,5.84444552,0.00647454,0.31301684,0.30294326,2.41906155,4.11777802,0.01149284,1.46683445
-5.42371186,5.68206443,0.00644598,0.30000299,0.28803142,2.32578202,4.02325181,0.01089963,1.41429422
-5.41770885,5.50381507,0.00642777,0.28613329,0.27283486,2.22605028,3.91734544,0.01031343,1.35762548
-5.41170585,5.31235453,0.00642394,0.27158889,0.25753777,2.12135941,3.80154049,0.00974475,1.29778243
-5.40570285,5.11045858,0.00643837,0.25655990,0.24232354,2.01324248,3.67741944,0.00920421,1.23573777
-5.39969985,4.90095502,0.00647474,0.24124085,0.22737151,1.90323560,3.54662655,0.00870243,1.17246042
-5.39369685,4.68666034,0.00653654,0.22582624,0.21285418,1.79284368,3.41082946,0.00824986,1.10889508
-5.38769385,4.47032156,0.00662708,0.21050630,0.19893467,1.68350976,3.27168322,0.00785665,1.04594416
-5.38169085,4.25456523,0.00674955,0.19546313,0.18576483,1.57658881,3.13079767,0.00753256,0.98445268
-5.37568784,4.04185452,0.00690708,0.18086737,0.17348375,1.47332645,2.98970912,0.00728678,0.92519615
-5.36968484,3.83445510,0.00710284,0.16687523,0.16221685,1.37484302,2.84985692,0.00712790,0.86887171
-5.36368184,3.63441005,0.00734005,0.15362618,0.15207538,1.28212272,2.71256511,0.00706372,0.81609229
-5.35767884,3.44352325,0.00762213,0.14124121,0.14315648,1.19600782,2.57902914,0.00710119,0.76738352
-5.35167584,3.26335071,0.00795273,0.12982155,0.13554342,1.11719724,2.45030740,0.00724632,0.72318314
-5.34567284,3.09519874,0.00833575,0.11944805,0.12930619,1.04624900,2.32731714,0.00750405,0.68384228
-5.33966983,2.94012769,0.00877538,0.11018099,0.12450213,0.98358570,2.21083399,0.00787812,0.64962834
-5.33366683,2.79896002,0.00927604,0.10206030,0.12117664,0.92950225,2.10149453,0.00837102,0.62072877
-5.32766383,2.67229131,0.00984236,0.09510628,0.11936367,0.88417491,1.99980107,0.00898384,0.59725549
-5.32166083,2.56050297,0.01047901,0.08932050,0.11908610,0.84767102,1.90612793,0.00971620,0.57924946
-5.31565783,2.46377569,0.01119061,0.08468707,0.12035582,0.81995862,1.82072858,0.01056612,0.56668506
-5.30965483,2.38210262,0.01198149,0.08117403,0.12317340,0.80091530,1.74374306,0.01152998,0.55947425
-5.30365183,2.31530181,0.01285547,0.07873493,0.12752751,0.79033608,1.67520524,0.01260246,0.55747013
-5.29764882,2.26302751,0.01381560,0.07731048,0.13339395,0.78793984,1.61504976,0.01377647,0.56047018
-5.29164582,2.22478021,0.01486392,0.07683028,0.14073437,0.79337427,1.56311827,0.01504321,0.56821898
-5.28564282,2.19991569,0.01600110,0.07721446,0.14949485,0.80621952,1.51916529,0.01639214,0.58041072
-5.27963982,2.18765324,0.01722622,0.07837549,0.15960426,0.82599054,1.48286350,0.01781113,0.59669165
-5.27363682,2.18708362,0.01853648,0.08021974,0.17097271,0.85213866,1.45380893,0.01928650,0.61666260
-5.26763382,2.19717737,0.01992696,0.08264916,0.18349016,0.88405264,1.43152617,0.02080323,0.63988187
-5.26163082,2.21679382,0.02139043,0.08556278,0.19702530,0.92105983,1.41547394,0.02234511,0.66586869
-5.25562781,2.24469167,0.02291724,0.08885822,0.21142492,0.96242781,1.40505139,0.02389500,0.69410736
-5.24962481,2.27954128,0.02449521,0.09243302,0.22651386,1.00736706,1.39960531,0.02543504,0.72405228
-5.24362181,2.31993935,0.02610970,0.09618597,0.24209568,1.05503512,1.39843855,0.02694696,0.75513388
-5.23761881,2.36442595,0.02774368,0.10001831,0.25795418,1.10454260,1.40081970,0.02841233,0.78676552
-5.23161581,2.41150409,0.02937791,0.10383483,0.27385579,1.15496125,1.40599410,0.02981289,0.81835124
-5.22561281,2.45966165,0.03099125,0.10754491,0.28955282,1.20533429,1.41319609,0.03113082,0.84929446
-5.21960980,2.50739542,0.03256102,0.11106344,0.30478767,1.25468915,1.42166236,0.03234902,0.87900716
-5.21360680,2.55323672,0.03406347,0.11431164,0.31929774,1.30205217,1.43064605,0.03345141,0.90691968
-5.20760380,2.59577811,0.03547427,0.11721787,0.33282111,1.34646536,1.43943131,0.03442314,0.93249071
-5.20160080,2.63370032,0.03676915,0.11971822,0.34510267,1.38700459,1.44734785,0.03525091,0.95521722
-5.19559780,2.66579872,0.03792447,0.12175715,0.35590061,1.42279875,1.45378503,0.03592311,0.97464416
-5.18959480,2.69100852,0.03891792,0.12328794,0.36499288,1.45304926,1.45820495,0.03643004,0.99037353
-5.18359180,2.70842763,0.03972913,0.12427314,0.37218359,1.47704921,1.46015415,0.03676410,1.00207262
-5.17758879,2.71733657,0.04034031,0.12468482,0.37730879,1.49420143,1.45927337,0.03691991,1.00948104
-5.17158579,2.71721449,0.04073679,0.12450484,0.38024166,1.50403461,1.45530503,0.03689441,1.01241646
-5.16558279,2.70775076,0.04090754,0.12372489,0.38089668,1.50621687,1.44809804,0.03668696,1.01077856
-5.15957979,2.68885137,0.04084553,0.12234651,0.37923261,1.50056603,1.43760979,0.03629937,1.00455135
-5.15357679,2.66063995,0.04054804,0.12038088,0.37525418,1.48705602,1.42390510,0.03573591,0.99380343
-5.14757379,2.62345311,0.04001677,0.11784857,0.36901236,1.46581911,1.40715211,0.03500326,0.97868625
-5.14157079,2.57782995,0.03925788,0.11477903,0.36060317,1.43714352,1.38761522,0.03411046,0.95943035
-5.13556778,2.52449614,0.03828185,0.11120998,0.35016506,1.40146656,1.36564520,0.03306876,0.93633959
-5.12956478,2.46434281,0.03710320,0.10718665,0.33787500,1.35936326,1.34166675,0.03189143,0.90978359
-5.12356178,2.39840078,0.03574010,0.10276085,0.32394338,1.31153093,1.31616395,0.03059359,0.88018839
-5.11755878,2.32781102,0.03421385,0.09798983,0.30860805,1.25877017,1.28966393,0.02919191,0.84802587
-5.11155578,2.25379222,0.03254833,0.09293520,0.29212759,1.20196295,1.26271925,0.02770432,0.81380197
-5.10555278,2.17760643,0.03076928,0.08766157,0.27477427,1.14204867,1.23588968,0.02614967,0.77804433
-5.09954977,2.10052398,0.02890360,0.08223524,0.25682692,1.07999913,1.20972378,0.02454742,0.74128958
-5.09354677,2.02378892,0.02697871,0.07672292,0.23856390,1.01679328,1.18474097,0.02291725,0.70407081
-5.08754377,1.94858601,0.02502178,0.07119035,0.22025664,0.95339292,1.16141463,0.02127874,0.66690562
-5.08154077,1.87601062,0.02305911,0.06570115,0.20216382,0.89072007,1.14015682,0.01965098,0.63028522
-5.07553777,1.80704240,0.02111558,0.06031570,0.18452643,0.82963704,1.12130520,0.01805235,0.59466482
-5.06953477,1.74252385,0.01921413,0.05509017,0.16756383,0.77092982,1.10511245,0.01650017,0.56045578
-5.06353177,1.68314436,0.01737540,0.05007584,0.15147090,0.71529533,1.09173889,0.01501058,0.52801969
-5.05752876,1.62943046,0.01561742,0.04531851,0.13641624,0.66333296,1.08124835,0.01359829,0.49766459
-5.05152576,1.58174250,0.01395549,0.04085822,0.12254146,0.61554042,1.07360770,0.01227657,0.46964340
-5.04552276,1.54027781,0.01240208,0.03672917,0.10996136,0.57231402,1.06869003,0.01105717,0.44415442
-5.03951976,1.50508018,0.01096695,0.03295981,0.09876497,0.53395295,1.06628150,0.00995037,0.42134407
-5.03351676,1.47605522,0.00965722,0.02957320,0.08901719,0.50066715,1.06609169,0.00896504,0.40131130
-5.02751376,1.45299071,0.00847763,0.02658747,0.08076097,0.47258824,1.06776709,0.00810879,0.38411369
-5.02151076,1.43558117,0.00743080,0.02401640,0.07401967,0.44978266,1.07090725,0.00738808,0.36977464
-5.01550775,1.42345528,0.00651757,0.02187008,0.06879965,0.43226619,1.07508302,0.00680843,0.35829135
-5.00950475,1.41620487,0.00573730,0.02015564,0.06509266,0.42001900,1.07985605,0.00637456,0.34964307
-5.00350175,1.41341406,0.00508826,0.01887790,0.06287812,0.41300032,1.08479873,0.00609057,0.34379920
-4.99749875,1.41468696,0.00456788,0.01803995,0.06212507,0.41116176,1.08951378,0.00596003,0.34072668
-4.99149575,1.41967261,0.00417313,0.01764367,0.06279364,0.41445863,1.09365230,0.00598610,0.34039628
-4.98549275,1.42808561,0.00390072,0.01769007,0.06483621,0.42285847,1.09692965,0.00617155,0.34278739
-4.97948974,1.43972151,0.00374733,0.01817948,0.06819803,0.43634639,1.09913817,0.00651875,0.34789105
-4.97348674,1.45446592,0.00370975,0.01911155,0.07281740,0.45492674,1.10015609,0.00702958,0.35571092
-4.96748374,1.47229682,0.00378498,0.02048509,0.07862557,0.47862114,1.09995221,0.00770529,0.36626213
-4.96148074,1.49327987,0.00397028,0.02229771,0.08554628,0.50746286,1.09858584,0.00854635,0.37956810
-4.95547774,1.51755700,0.00426313,0.02454531,0.09349511,0.54148797,1.09620230,0.00955213,0.39565541
-4.94947474,1.54532883,0.00466117,0.02722152,0.10237877,0.58072366,1.09302383,0.01072071,0.41454703
-4.94347174,1.57683198,0.00516211,0.03031702,0.11209444,0.62517466,1.08933674,0.01204859,0.43625429
-4.93746873,1.61231264,0.00576357,0.03381881,0.12252921,0.67480843,1.08547518,0.01353038,0.46076815
-4.93146573,1.65199796,0.00646292,0.03770959,0.13355982,0.72954025,1.08180278,0.01515861,0.48805031
-4.92546273,1.69606725,0.00725714,0.04196722,0.14505274,0.78921926,1.07869292,0.01692349,0.51802470
-4.91945973,1.74462462,0.00814260,0.04656425,0.15686469,0.85361638,1.07650895,0.01881281,0.55057011
-4.91345673,1.79767505,0.00911492,0.05146779,0.16884364,0.92241525,1.07558545,0.02081192,0.58551439
-4.90745373,1.85510554,0.01016885,0.05663948,0.18083032,0.99520683,1.07621157,0.02290376,0.62263084
-4.90145073,1.91667256,0.01129812,0.06203580,0.19266029,1.07148836,1.07861735,0.02506905,0.66163714
-4.89544772,1.98199683,0.01249537,0.06760865,0.20416641,1.15066715,1.08296390,0.02728657,0.70219705
-4.88944472,2.05056600,0.01375214,0.07330615,0.21518180,1.23206903,1.08933765,0.02953358,0.74392496
-4.88344172,2.12174502,0.01505884,0.07907376,0.22554315,1.31495145,1.09774909,0.03178626,0.78639324
-4.87743872,2.19479373,0.01640486,0.08485550,0.23509421,1.39852054,1.10813570,0.03402034,0.82914205
-4.87143572,2.26889075,0.01777859,0.09059539,0.24368937,1.48195139,1.12036877,0.03621167,0.87169118
-4.86543272,2.34316187,0.01916763,0.09623891,0.25119727,1.56441034,1.13426339,0.03833687,0.91355331
-4.85942971,2.41671150,0.02055896,0.10173444,0.25750407,1.64507822,1.14959083,0.04037401,0.95424804
-4.85342671,2.48865484,0.02193910,0.10703464,0.26251652,1.72317303,1.16609214,0.04230314,0.99331573
-4.84742371,2.55814889,0.02329439,0.11209759,0.26616441,1.79797077,1.18349215,0.04410685,1.03033068
-4.84142071,2.62442022,0.02461122,0.11688772,0.26840243,1.86882330,1.20151262,0.04577064,1.06491250
-4.83541771,2.68678775,0.02587628,0.12137638,0.26921138,1.93517195,1.21988368,0.04728324,1.09673545
-4.82941471,2.74467911,0.02707678,0.12554207,0.26859845,1.99655634,1.23835286,0.04863668,1.12553484
-4.82341171,2.79763974,0.02820071,0.12937032,0.26659685,2.05261780,1.25669100,0.04982630,1.15111044
-4.81740870,2.84533426,0.02923705,0.13285318,0.26326444,2.10309738,1.27469503,0.05085057,1.17332670
-4.81140570,2.88754027,0.03017590,0.13598835,0.25868174,2.14782876,1.29218728,0.05171072,1.19210971
-4.80540270,2.92413549,0.03100870,0.13877809,0.25294916,2.18672675,1.30901195,0.05241031,1.20744154
-4.79939970,2.95507923,0.03172828,0.14122788,0.24618371,2.21977233,1.32502904,0.05295472,1.21935202
-4.79339670,2.98039005,0.03232897,0.14334506,0.23851528,2.24699550,1.34010669,0.05335048,1.22790905
-4.78739370,3.00012137,0.03280664,0.14513733,0.23008259,2.26845731,1.35411257,0.05360473,1.23320773
-4.78139070,3.01433724,0.03315871,0.14661147,0.22102916,2.28423258,1.36690556,0.05372456,1.23535957
-4.77538769,3.02309016,0.03338412,0.14777221,0.21149930,2.29439446,1.37832853,0.05371655,1.23448210
-4.76938469,3.02640287,0.03348330,0.14862138,0.20163432,2.29900236,1.38820302,0.05358627,1.23069005
-4.76338169,3.02425560,0.03345814,0.14915738,0.19156927,2.29809387,1.39632671,0.05333801,1.22408828
-4.75737869,3.01658004,0.03331187,0.14937505,0.18143004,2.29168152,1.40247413,0.05297459,1.21476731
-4.75137569,3.00326028,0.03304907,0.14926594,0.17133118,2.27975442,1.40640070,0.05249738,1.20280133
-4.74537269,2.98414119,0.03267550,0.14881892,0.16137436,2.26228479,1.40785029,0.05190640,1.18824901
-4.73936968,2.95904337,0.03219813,0.14802113,0.15164754,2.23923878,1.40656588,0.05120060,1.17115689
-4.73336668,2.92778385,0.03162500,0.14685922,0.14222473,2.21059069,1.40230278,0.05037824,1.15156489
-4.72736368,2.89020106,0.03096518,0.14532074,0.13316651,2.17633962,1.39484362,0.04943740,1.12951364
-4.72136068,2.84618231,0.03022870,0.14339561,0.12452096,2.13652705,1.38401426,0.04837640,1.10505291
-4.71535768,2.79569182,0.02942651,0.14107760,0.11632516,2.09125427,1.36969940,0.04719446,1.07825045
-4.70935468,2.73879734,0.02857033,0.13836566,0.10860692,2.04069806,1.35185714,0.04589211,1.04920067
-4.70335168,2.67569348,0.02767262,0.13526513,0.10138686,1.98512358,1.33053121,0.04447170,1.01803228
-4.69734867,2.60671998,0.02674644,0.13178852,0.09468046,1.92489350,1.30586009,0.04293774,0.98491460
-4.69134567,2.53237373,0.02580528,0.12795616,0.08850023,1.86047243,1.27808243,0.04129717,0.95006180
-4.68534267,2.45331340,0.02486291,0.12379627,0.08285768,1.79242644,1.24753805,0.03955950,0.91373490
-4.67933967,2.37035636,0.02393319,0.11934486,0.07776516,1.72141741,1.21466448,0.03773680,0.87624130
-4.67333667,2.28446771,0.02302977,0.11464510,0.07323738,1.64819253,1.17998892,0.03584359,0.83793188
-4.66733367,2.19674201,0.02216588,0.10974646,0.06929271,1.57356936,1.14411600,0.03389657,0.79919567
-4.66133067,2.10837843,0.02135401,0.10470353,0.06595404,1.49841729,1.10771168,0.03191432,0.76045259
-4.65532766,2.02065049,0.02060561,0.09957465,0.06324934,1.42363621,1.07148417,0.02991685,0.72214447
-4.64932466,1.93487192,0.01993076,0.09442037,0.06121179,1.35013351,1.03616254,0.02792510,0.68472477
-4.64332166,1.85236007,0.01933790,0.08930183,0.05987958,1.27880054,1.00247405,0.02596048,0.64864769
-4.63731866,1.77439860,0.01883351,0.08427917,0.05929535,1.21048948,0.97112113,0.02404431,0.61435701
-4.63131566,1.70220102,0.01842188,0.07941002,0.05950525,1.14599158,0.94275904,0.02219736,0.58227517
-4.62531266,1.63687642,0.01810495,0.07474807,0.06055765,1.08601779,0.91797503,0.02043934,0.55279300
-4.61930965,1.57939885,0.01788211,0.07034184,0.06250162,1.03118223,0.89726982,0.01878855,0.52626057
-4.61330665,1.53058112,0.01775022,0.06623371,0.06538501,0.98198910,0.88104214,0.01726152,0.50297926
-4.60730365,1.49105394,0.01770359,0.06245907,0.06925231,0.93882322,0.86957672,0.01587271,0.48319527
-4.60130065,1.46125070,0.01773408,0.05904585,0.07414233,0.90194436,0.86303610,0.01463432,0.46709480
-4.59529765,1.44139822,0.01783135,0.05601418,0.08008559,0.87148521,0.86145643,0.01355616,0.45480064
-4.58929465,1.43151315,0.01798308,0.05337632,0.08710166,0.84745269,0.86474724,0.01264555,0.44637031
-4.58329165,1.43140399,0.01817538,0.05113679,0.09519644,0.82973237,0.87269495,0.01190730,0.44179566
-4.57728864,1.44067807,0.01839314,0.04929266,0.10435943,0.81809544,0.88496993,0.01134368,0.44100354
-4.57128564,1.45875300,0.01862055,0.04783404,0.11456122,0.81220782,0.90113662,0.01095450,0.44385763
-4.56528264,1.48487201,0.01884155,0.04674458,0.12575115,0.81164090,0.92066627,0.01073713,0.45016125
-4.55927964,1.51812240,0.01904036,0.04600216,0.13785546,0.81588347,0.94295185,0.01068661,0.45966082
-4.55327664,1.55745667,0.01920197,0.04557957,0.15077594,0.82435445,0.96732446,0.01079570,0.47205014
-4.54727364,1.60171557,0.01931259,0.04544529,0.16438927,0.83641605,0.99307085,0.01105495,0.48697524
-4.54127064,1.64965271,0.01936011,0.04556418,0.17854716,0.85138714,1.01945149,0.01145290,0.50403983
-4.53526763,1.69996025,0.01933443,0.04589830,0.19307742,0.86855658,1.04571876,0.01197608,0.52281136
-4.52926463,1.75129526,0.01922775,0.04640761,0.20778599,0.88719651,1.07113477,0.01260924,0.54282773
-4.52326163,1.80230661,0.01903483,0.04705075,0.22246006,0.90657533,1.09498862,0.01333547,0.56360457
-4.51725863,1.85166190,0.01875304,0.04778575,0.23687212,0.92597051,1.11661262,0.01413642,0.58464325
-4.51125563,1.89807435,0.01838244,0.04857073,0.25078504,0.94468119,1.13539737,0.01499252,0.60543952
-4.50525263,1.94032917,0.01792572,0.04936462,0.26395789,0.96204037,1.15080538,0.01588328,0.62549277
-4.49924962,1.97730930,0.01738803,0.05012781,0.27615249,0.97742686,1.16238310,0.01678759,0.64431581
-4.49324662,2.00801990,0.01677685,0.05082288,0.28714029,0.99027671,1.16977126,0.01768412,0.66144497
