energy_ev,total_up,Au_p_up,Au_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.44272136,10.93035078,0.44760511,8.68352335,0.49519093,0.92312089,0.01257721,0.37800084,0.05377257,0.99794480
-3.43671836,10.98842379,0.44943670,8.74040915,0.49656416,0.92286871,0.01315292,0.37730508,0.05374693,0.99937071
-3.43071536,11.05378653,0.45293636,8.79703075,0.49804755,0.92604994,0.01380647,0.37771062,0.05391939,1.00353603
-3.42471236,11.12566105,0.45815149,8.85235833,0.49975376,0.93264523,0.01454136,0.37927268,0.05432210,1.01058965
-3.41870935,11.20311283,0.46508521,8.90538356,0.50177378,0.94256550,0.01536019,0.38201097,0.05498457,1.02061726
-3.41270635,11.28502997,0.47369109,8.95511471,0.50417096,0.95565243,0.01626431,0.38590578,0.05593251,1.03363178
-3.40670335,11.37010657,0.48386960,9.00056979,0.50697676,0.97168079,0.01725345,0.39089558,0.05718688,1.04956634
-3.40070035,11.45683323,0.49546643,9.04076962,0.51018821,0.99036280,0.01832548,0.39687609,0.05876295,1.06827001
-3.39469735,11.54349684,0.50827301,9.07473277,0.51376730,1.01135435,0.01947608,0.40370116,0.06066942,1.08950679
-3.38869435,11.62819184,0.52202921,9.10147432,0.51764242,1.03426299,0.02069863,0.41118538,0.06290773,1.11295794
-3.38269135,11.70884422,0.53642835,9.12000997,0.52171161,1.05865759,0.02198408,0.41910848,0.06547153,1.13822773
-3.37668834,11.78324892,0.55112428,9.12936676,0.52584752,1.08407917,0.02332096,0.42722126,0.06834628,1.16485236
-3.37068534,11.84912028,0.56574038,9.12860082,0.52990385,1.11005287,0.02469546,0.43525298,0.07150904,1.19231188
-3.36468234,11.90415434,0.57988022,9.11682236,0.53372288,1.13610044,0.02609165,0.44291988,0.07492854,1.22004471
-3.35867934,11.94610091,0.59313935,9.09322687,0.53714364,1.16175303,0.02749176,0.44993446,0.07856540,1.24746403
-3.35267634,11.97284252,0.60511779,9.05713148,0.54001052,1.18656365,0.02887661,0.45601516,0.08237259,1.27397564
-3.34667334,11.98247660,0.61543286,9.00801436,0.54218156,1.21011904,0.03022606,0.46089610,0.08629612,1.29899644
-3.34067034,11.97339693,0.62373156,8.94555484,0.54353629,1.23205042,0.03151957,0.46433630,0.09027601,1.32197280
-3.33466733,11.94437000,0.62970217,8.86967169,0.54398256,1.25204267,0.03273680,0.46612820,0.09424736,1.34239811
-3.32866433,11.89460222,0.63308458,8.78055671,0.54346210,1.26984178,0.03385824,0.46610491,0.09814172,1.35982880
-3.32266133,11.82379380,0.63367878,8.67870117,0.54195440,1.28525997,0.03486583,0.46414602,0.10188860,1.37389813
-3.31665833,11.73217617,0.63135132,8.56491253,0.53947895,1.29817862,0.03574356,0.46018170,0.10541707,1.38432718
-3.31065533,11.62053015,0.62603943,8.44031988,0.53609544,1.30854850,0.03647806,0.45419488,0.10865753,1.39093262
-3.30465233,11.49018321,0.61775260,8.30636659,0.53190207,1.31638766,0.03705910,0.44622154,0.11154351,1.39363096
-3.29864932,11.34298533,0.60657179,8.16478982,0.52703204,1.32177671,0.03747996,0.43634906,0.11401338,1.39243905
-3.29264632,11.18126374,0.59264605,8.01758691,0.52164824,1.32485191,0.03773779,0.42471273,0.11601213,1.38747083
-3.28664332,11.00775828,0.57618709,7.86696978,0.51593657,1.32579627,0.03783375,0.41149072,0.11749296,1.37893065
-3.28064032,10.82553983,0.55746181,7.71530879,0.51009800,1.32482897,0.03777309,0.39689759,0.11841865,1.36710321
-3.27463732,10.63791534,0.53678332,7.56506850,0.50433986,1.32219374,0.03756508,0.38117689,0.11876278,1.35234088
-3.26863432,10.44832350,0.51450076,7.41873780,0.49886682,1.31814650,0.03722279,0.36459293,0.11851063,1.33504872
-3.26263132,10.26022565,0.49098843,7.27875754,0.49387185,1.31294307,0.03676278,0.34742226,0.11765977,1.31566817
-3.25662831,10.07699662,0.46663468,7.14744878,0.48952767,1.30682728,0.03620462,0.32994524,0.11622031,1.29465983
-3.25062531,9.90182036,0.44183092,7.02694467,0.48597915,1.30002026,0.03557036,0.31243787,0.11421483,1.27248647
-3.24462231,9.73759457,0.41696129,6.91912882,0.48333697,1.29271131,0.03488387,0.29516436,0.11167788,1.24959670
-3.23861931,9.58684838,0.39239321,6.82558281,0.48167287,1.28505084,0.03417020,0.27837055,0.10865527,1.22641029
-3.23261631,9.45167626,0.36846912,6.74754468,0.48101677,1.27714571,0.03345478,0.26227852,0.10520297,1.20330559
-3.22661331,9.33369049,0.34549973,6.68588006,0.48135580,1.26905728,0.03276272,0.24708239,0.10138577,1.18060960
-3.22061031,9.23399358,0.32375870,6.64106678,0.48263544,1.26080215,0.03211811,0.23294541,0.09727580,1.15859111
-3.21460730,9.15317122,0.30347903,6.61319311,0.48476260,1.25235559,0.03154325,0.21999840,0.09295078,1.13745704
-3.20860430,9.09130518,0.28485099,6.60196948,0.48761043,1.24365749,0.03105814,0.20833944,0.08849229,1.11735203
-3.20260130,9.04800473,0.26802151,6.60675258,0.49102482,1.23462038,0.03067991,0.19803456,0.08398398,1.09836115
-3.19659830,9.02245451,0.25309502,6.62658059,0.49483199,1.22513915,0.03042239,0.18911963,0.07950978,1.08051541
-3.19059530,9.01347585,0.24013534,6.66021774,0.49884700,1.21510177,0.03029588,0.18160282,0.07515219,1.06379961
-3.18459230,9.01959840,0.22916862,6.70620600,0.50288260,1.20440055,0.03030696,0.17546781,0.07099076,1.04816203
-3.17858929,9.03913826,0.22018699,6.76292179,0.50675807,1.19294299,0.03045852,0.17067730,0.06710061,1.03352530
-3.17258629,9.07027909,0.21315268,6.82863524,0.51030755,1.18066186,0.03074987,0.16717679,0.06355119,1.01979782
-3.16658329,9.11115229,0.20800244,6.90156977,0.51338747,1.16752362,0.03117702,0.16489830,0.06040528,1.00688504
-3.16058029,9.15991321,0.20465206,6.97995970,0.51588287,1.15353490,0.03173307,0.16376394,0.05771805,0.99470000
-3.15457729,9.21481001,0.20300074,7.06210394,0.51771210,1.13874647,0.03240874,0.16368927,0.05553640,0.98317266
-3.14857429,9.27424309,0.20293526,7.14641400,0.51882993,1.12325455,0.03319287,0.16458619,0.05389852,0.97225751
-3.14257129,9.33681292,0.20433374,7.23145491,0.51922895,1.10719939,0.03407313,0.16636543,0.05283350,0.96193918
-3.13656828,9.40135530,0.20706903,7.31597802,0.51893920,1.09076125,0.03503663,0.16893852,0.05236123,0.95223593
-3.13056528,9.46696348,0.21101154,7.39894488,0.51802618,1.07415396,0.03607059,0.17221938,0.05249233,0.94320091
-3.12456228,9.53299714,0.21603169,7.47954204,0.51658744,1.05761661,0.03716293,0.17612531,0.05322833,0.93492136
-3.11855928,9.59907916,0.22200175,7.55718660,0.51474797,1.04140387,0.03830286,0.18057769,0.05456188,0.92751590
-3.11255628,9.66508113,0.22879730,7.63152303,0.51265468,1.02577553,0.03948133,0.18550229,0.05647710,0.92113021
-3.10655328,9.73109930,0.23629832,7.70241174,0.51047025,1.01098590,0.04069138,0.19082933,0.05895011,0.91593146
-3.10055028,9.79742274,0.24438986,7.76991039,0.50836672,0.99727392,0.04192837,0.19649330,0.06194953,0.91210181
-3.09454727,9.86449558,0.25296250,7.83424881,0.50651905,0.98485420,0.04319008,0.20243268,0.06543719,0.90983145
-3.08854427,9.93287536,0.26191249,7.89579881,0.50509896,0.97390989,0.04447667,0.20858961,0.06936889,0.90931142
-3.08254127,10.00318921,0.27114181,7.95504010,0.50426929,0.96458746,0.04579047,0.21490953,0.07369515,0.91072653
-3.07653827,10.07608956,0.28055808,8.01252340,0.50417888,0.95699372,0.04713565,0.22134080,0.07836217,0.91424873
-3.07053527,10.15221080,0.29007431,8.06883212,0.50495840,0.95119513,0.04851782,0.22783448,0.08331267,0.92003089
-3.06453227,10.23212787,0.29960870,8.12454381,0.50671683,0.94721923,0.04994347,0.23434405,0.08848684,0.92820131
-3.05852926,10.31631797,0.30908430,8.18019225,0.50953887,0.94505800,0.05141933,0.24082526,0.09382329,0.93885883
-3.05252626,10.40512571,0.31842872,8.23623157,0.51348315,0.94467272,0.05295172,0.24723601,0.09925984,0.95206867
-3.04652326,10.49873244,0.32757382,8.29300313,0.51858118,0.94599982,0.05454586,0.25353623,0.10473446,0.96785893
-3.04052026,10.59713011,0.33645535,8.35070619,0.52483703,0.94895734,0.05620520,0.25968782,0.11018590,0.98621762
-3.03451726,10.70009999,0.34501271,8.40937326,0.53222761,0.95345121,0.05793077,0.26565454,0.11555442,1.00709044
-3.02851426,10.80719669,0.35318868,8.46885102,0.54070349,0.95938116,0.05972057,0.27140191,0.12078232,1.03037902
-3.02251126,10.91773810,0.36092924,8.52878747,0.55019022,0.96664558,0.06156920,0.27689710,0.12581439,1.05593985
-3.01650825,11.03080171,0.36818357,8.58862637,0.56059012,0.97514509,0.06346741,0.28210879,0.13059824,1.08358397
-3.01050525,11.14522808,0.37490407,8.64760926,0.57178442,0.98478473,0.06540197,0.28700703,0.13508466,1.11307738
-3.00450225,11.25963233,0.38104670,8.70478607,0.58363583,0.99547448,0.06735564,0.29156314,0.13922776,1.14414259
-2.99849925,11.37242426,0.38657142,8.75903425,0.59599142,1.00712846,0.06930727,0.29574975,0.14298528,1.17646116
-2.99249625,11.48183778,0.39144300,8.80908699,0.60868595,1.01966276,0.07123220,0.29954077,0.14631871,1.20967767
-2.98649325,11.58597004,0.39563199,8.85357005,0.62154542,1.03299247,0.07310270,0.30291170,0.14919366,1.24340509
-2.98049025,11.68283024,0.39911601,8.89104679,0.63439107,1.04702813,0.07488869,0.30583996,0.15158010,1.27723168
-2.97448724,11.77039762,0.40188126,8.92007040,0.64704352,1.06167210,0.07655856,0.30830543,0.15345282,1.31072951
-2.96848424,11.84668763,0.40392425,8.93924179,0.65932724,1.07681540,0.07808012,0.31029128,0.15479194,1.34346437
-2.96248124,11.90982446,0.40525356,8.94727131,0.67107511,1.09233536,0.07942160,0.31178482,0.15558346,1.37500708
-2.95647824,11.95811754,0.40589171,8.94304185,0.68213293,1.10809444,0.08055283,0.31277864,0.15582001,1.40494579
-2.95047524,11.99013921,0.40587687,8.92567054,0.69236398,1.12394059,0.08144625,0.31327178,0.15550146,1.43289893
-2.94447224,12.00479976,0.40526434,8.89456613,0.70165311,1.13970925,0.08207802,0.31327096,0.15463568,1.45852832
-2.93846923,12.00141621,0.40412768,8.84947875,0.70991061,1.15522696,0.08242899,0.31279176,0.15323919,1.48155189
-2.93246623,11.97977070,0.40255925,8.79053911,0.71707531,1.17031656,0.08248553,0.31185972,0.15133762,1.50175537
-2.92646323,11.94015465,0.40067017,8.71828430,0.72311706,1.18480363,0.08224020,0.31051117,0.14896613,1.51900238
-2.92046023,11.88339503,0.39858954,8.63366765,0.72803817,1.19852387,0.08169226,0.30879380,0.14616948,1.53324219
-2.91445723,11.81086000,0.39646283,8.53805115,0.73187386,1.21133084,0.08084784,0.30676689,0.14300187,1.54451480
-2.90845423,11.72444169,0.39444943,8.43317930,0.73469157,1.22310369,0.07971995,0.30450108,0.13952646,1.55295269
-2.90245123,11.62651524,0.39271945,8.32113449,0.73658901,1.23375405,0.07832826,0.30207769,0.13581453,1.55877900
-2.89644822,11.51987448,0.39144971,8.20427483,0.73769098,1.24323187,0.07669853,0.29958759,0.13194436,1.56230206
-2.89044522,11.40764561,0.39081926,8.08515650,0.73814507,1.25152947,0.07486195,0.29712965,0.12799970,1.56390610
-2.88444222,11.29318202,0.39100434,7.96644354,0.73811615,1.25868345,0.07285417,0.29480875,0.12406810,1.56403856
-2.87843922,11.17994409,0.39217323,7.85080885,0.73778007,1.26477428,0.07071426,0.29273353,0.12023887,1.56319426
-2.87243622,11.07136937,0.39448104,7.74083085,0.73731654,1.26992346,0.06848352,0.29101388,0.11660103,1.56189709
-2.86643322,10.97073876,0.39806480,7.63889063,0.73690163,1.27428821,0.06620430,0.28975831,0.11324115,1.56067996
-2.86043022,10.88104518,0.40303909,7.54707460,0.73670006,1.27805395,0.06391869,0.28907143,0.11024120,1.56006384
-2.85442721,10.80487118,0.40949226,7.46708748,0.73685775,1.28142504,0.06166743,0.28905137,0.10767652,1.56053688
-2.84842421,10.74428148,0.41748371,7.40018009,0.73749492,1.28461417,0.05948876,0.28978765,0.10561408,1.56253458
-2.84242121,10.70073605,0.42704203,7.34709548,0.73870006,1.28783107,0.05741751,0.29135920,0.10411085,1.56642189
-2.83641821,10.67502807,0.43816432,7.30803649,0.74052513,1.29127116,0.05548429,0.29383288,0.10321261,1.57247827
-2.83041521,10.66725001,0.45081659,7.28265606,0.74298231,1.29510483,0.05371489,0.29726236,0.10295310,1.58088625
-2.82441221,10.67678951,0.46493510,7.27007108,0.74604238,1.29946807,0.05212990,0.30168744,0.10335351,1.59172419
-2.81840920,10.70235497,0.48042866,7.26889874,0.74963512,1.30445472,0.05074445,0.30713381,0.10442230,1.60496348
-2.81240620,10.74202954,0.49718157,7.27731362,0.75365147,1.31011110,0.04956823,0.31361309,0.10615549,1.62047044
-2.80640320,10.79335020,0.51505702,7.29312220,0.75794764,1.31643309,0.04860557,0.32112315,0.10853711,1.63801250
-2.80040020,10.85340770,0.53390072,7.31385123,0.76235096,1.32336568,0.04785575,0.32964861,0.11153997,1.65726864
-2.79439720,10.91896184,0.55354451,7.33684497,0.76666711,1.33080524,0.04731336,0.33916136,0.11512659,1.67784322
-2.78839420,10.98656609,0.57380961,7.35936674,0.77068858,1.33860386,0.04696877,0.34962108,0.11925032,1.69928248
-2.78239120,11.05269498,0.59450954,7.37869953,0.77420382,1.34657576,0.04680863,0.36097563,0.12385640,1.72109300
-2.77638819,11.11386815,0.61545233,7.39224116,0.77700665,1.35450511,0.04681639,0.37316124,0.12888318,1.74276089
-2.77038519,11.16676525,0.63644213,7.39758958,0.77890557,1.36215472,0.04697286,0.38610254,0.13426326,1.76377096
-2.76438219,11.20832659,0.65728012,7.39261499,0.77973234,1.36927521,0.04725671,0.39971239,0.13992454,1.78362481
-2.75837919,11.23583605,0.67776493,7.37551623,0.77934957,1.37561398,0.04764494,0.41389157,0.14579130,1.80185711
-2.75237619,11.24698348,0.69769254,7.34485988,0.77765681,1.38092366,0.04811340,0.42852844,0.15178520,1.81804940
-2.74637319,11.23990563,0.71685604,7.29960169,0.77459504,1.38496959,0.04863717,0.44349870,0.15782622,1.83184098
-2.74037019,11.21320600,0.73504546,7.23909095,0.77014918,1.38753616,0.04919103,0.45866526,0.16383361,1.84293655
-2.73436718,11.16595492,0.75204786,7.16305931,0.76434872,1.38843193,0.04974985,0.47387862,0.16972686,1.85111072
-2.72836418,11.09767278,0.76764800,7.07159626,0.75726641,1.38749344,0.05028899,0.48897754,0.17542675,1.85620941
-2.72236118,11.00829953,0.78162980,6.96511421,0.74901529,1.38458788,0.05078479,0.50379051,0.18085636,1.85814855
-2.71635818,10.89815461,0.79377876,6.84430624,0.73974416,1.37961481,0.05121495,0.51813770,0.18594230,1.85691064
-2.71035518,10.76789101,0.80388535,6.71009970,0.72963190,1.37250720,0.05155905,0.53183378,0.19061585,1.85253945
-2.70435218,10.61844757,0.81174951,6.56360881,0.71888107,1.36323184,0.05179904,0.54469129,0.19481431,1.84513388
-2.69834917,10.45100266,0.81718599,6.40608890,0.70771105,1.35178967,0.05191974,0.55652471,0.19848226,1.83484108
-2.69234617,10.26693207,0.82003043,6.23889464,0.69635128,1.33821578,0.05190933,0.56715498,0.20157277,1.82184980
-2.68634317,10.06777282,0.82014593,6.06344368,0.68503479,1.32257955,0.05175986,0.57641433,0.20404861,1.80638401
-2.68034017,9.85519393,0.81742967,5.88118692,0.67399256,1.30498474,0.05146770,0.58415114,0.20588318,1.78869733
-2.67433717,9.63097408,0.81181927,5.69358542,0.66344867,1.28556941,0.05103391,0.59023477,0.20706126,1.76906835
-2.66833417,9.39698557,0.80329847,5.50209405,0.65361665,1.26450569,0.05046448,0.59455991,0.20757943,1.74779680
-2.66233117,9.15518298,0.79190175,5.30815067,0.64469689,1.24199907,0.04977059,0.59705037,0.20744611,1.72520052
-2.65632816,8.90759489,0.77771749,5.11317012,0.63687518,1.21828703,0.04896853,0.59766202,0.20668130,1.70161301
-2.65032516,8.65631643,0.76088953,4.91854125,0.63032216,1.19363670,0.04807966,0.59638479,0.20531574,1.67738129
-2.64432216,8.40350076,0.74161672,4.72562579,0.62519362,1.16834149,0.04713004,0.59324354,0.20338986,1.65286363
-2.63831916,8.15134738,0.72015065,4.53575747,0.62163120,1.14271635,0.04615001,0.58829787,0.20095221,1.62842696
-2.63231616,7.90208599,0.69679123,4.35024011,0.61976331,1.11709177,0.04517356,0.58164077,0.19805774,1.60444359
-2.62631316,7.65795470,0.67188059,4.17034375,0.61970600,1.09180644,0.04423749,0.57339613,0.19476572,1.58128699
-2.62031016,7.42117233,0.64579523,3.99729799,0.62156339,1.06719875,0.04338054,0.56371550,0.19113766,1.55932648
-2.61430715,7.19390471,0.61893694,3.83228216,0.62542752,1.04359738,0.04264231,0.55277386,0.18723515,1.53892082
-2.60830415,6.97822593,0.59172258,3.67641234,0.63137735,1.02131126,0.04206213,0.54076494,0.18311785,1.52041067
-2.60230115,6.77607554,0.56457344,3.53072541,0.63947685,1.00061936,0.04167789,0.52789604,0.17884161,1.50411022
-2.59629815,6.58921342,0.53790430,3.39616073,0.64977221,0.98176083,0.04152485,0.51438273,0.17445697,1.49029805
-2.59029515,6.41917409,0.51211282,3.27354018,0.66228805,0.96492578,0.04163440,0.50044344,0.17000794,1.47920780
-2.58429215,6.26722261,0.48756943,3.16354743,0.67702309,0.95024741,0.04203297,0.48629434,0.16553122,1.47101879
-2.57828914,6.13431391,0.46460833,3.06670751,0.69394520,0.93779578,0.04274095,0.47214438,0.16105583,1.46584731
-2.57228614,6.02105775,0.44351958,2.98336766,0.71298635,0.92757362,0.04377180,0.45819095,0.15660320,1.46373884
-2.56628314,5.92769095,0.42454278,2.91368060,0.73403776,0.91951454,0.04513129,0.44461591,0.15218762,1.46466165
-2.56028014,5.85405848,0.40786233,2.85759102,0.75694557,0.91348370,0.04681689,0.43158236,0.14781700,1.46850236
-2.55427714,5.79960467,0.39360438,2.81482636,0.78150747,0.90928107,0.04881750,0.41923205,0.14349395,1.47506361
-2.54827414,5.76337545,0.38183567,2.78489251,0.80747069,0.90664727,0.05111325,0.40768346,0.13921707,1.48406423
-2.54227114,5.74403209,0.37256394,2.76707512,0.83453149,0.90527168,0.05367577,0.39703067,0.13498225,1.49514208
-2.53626813,5.73987679,0.36574018,2.76044701,0.86233669,0.90480265,0.05646854,0.38734302,0.13078413,1.50785969
-2.53026513,5.74888974,0.36126228,2.76388188,0.89048708,0.90485940,0.05944766,0.37866540,0.12661740,1.52171260
-2.52426213,5.76877714,0.35898024,2.77607444,0.91854310,0.90504508,0.06256286,0.37101946,0.12247807,1.53614036
-2.51825913,5.79702934,0.35870247,2.79556682,0.94603252,0.90496065,0.06575873,0.36440545,0.11836448,1.55053999
-2.51225613,5.83098759,0.36020319,2.82078086,0.97246013,0.90421888,0.06897627,0.35880480,0.11427820,1.56428149
-2.50625313,5.86791789,0.36323055,2.85005569,0.99731914,0.90245804,0.07215458,0.35418330,0.11022462,1.57672504
-2.50025013,5.90508987,0.36751530,2.88168957,1.02010400,0.89935469,0.07523275,0.35049489,0.10621338,1.58723945
-2.49424712,5.93985841,0.37277973,2.91398513,1.04032420,0.89463524,0.07815186,0.34768584,0.10225848,1.59522110
-2.48824412,5.96974537,0.37874652,2.94529638,1.05751857,0.88808559,0.08085696,0.34569917,0.09837826,1.60011303
-2.48224112,5.99251876,0.38514735,2.97407603,1.07126950,0.87955889,0.08329909,0.34447927,0.09459510,1.60142323
-2.47623812,6.00626644,0.39173086,2.99892156,1.08121667,0.86898078,0.08543716,0.34397629,0.09093504,1.59874165
-2.47023512,6.00946144,0.39826974,3.01861798,1.08706954,0.85635221,0.08723962,0.34415032,0.08742716,1.59175523
-2.46423212,6.00101616,0.40456673,3.03217583,1.08861812,0.84174968,0.08868593,0.34497489,0.08410292,1.58026018
-2.45822911,5.98032299,0.41045923,3.03886247,1.08574162,0.82532285,0.08976767,0.34643980,0.08099537,1.56417120
-2.45222611,5.94727916,0.41582249,3.03822530,1.07841438,0.80728979,0.09048925,0.34855290,0.07813826,1.54352689
-2.44622311,5.90229428,0.42057112,3.03010570,1.06670884,0.78792989,0.09086829,0.35134084,0.07556516,1.51849117
-2.44022011,5.84627954,0.42465893,3.01464274,1.05079531,0.76757481,0.09093545,0.35484844,0.07330848,1.48935037
-2.43421711,5.78061849,0.42807726,2.99226625,1.03093842,0.74659783,0.09073391,0.35913699,0.07139847,1.45650604
-2.42821411,5.70711980,0.43085166,2.96367935,1.00749026,0.72540175,0.09031835,0.36428114,0.06986224,1.42046346
-2.42221111,5.62795364,0.43303738,2.92983087,0.98088041,0.70440610,0.08975356,0.37036486,0.06872278,1.38181624
-2.41620810,5.54557372,0.43471371,2.89187872,0.95160317,0.68403382,0.08911273,0.37747633,0.06799795,1.34122746
-2.41020510,5.46262797,0.43597759,2.85114568,0.92020234,0.66469794,0.08847534,0.38570231,0.06769962,1.29940795
-2.40420210,5.38186160,0.43693687,2.80906942,0.88725431,0.64678880,0.08792501,0.39512211,0.06783277,1.25709256
-2.39819910,5.30601627,0.43770350,2.76714881,0.85334981,0.63066207,0.08754708,0.40580162,0.06839484,1.21501535
-2.39219610,5.23772990,0.43838709,2.72688899,0.81907534,0.61662806,0.08742620,0.41778782,0.06937514,1.17388456
-2.38619310,5.17944132,0.43908926,2.68974737,0.78499481,0.60494267,0.08764399,0.43110396,0.07075447,1.13435865
-2.38019010,5.13330388,0.43989892,2.65708288,0.75163223,0.59580020,0.08827680,0.44574604,0.07250498,1.09702416
-2.37418709,5.10111185,0.44088893,2.63011069,0.71945615,0.58932826,0.08939369,0.46168063,0.07459031,1.06237657
-2.36818409,5.08424256,0.44211413,2.60986390,0.68886650,0.58558500,0.09105467,0.47884433,0.07696596,1.03080488
-2.36218109,5.08361681,0.44361094,2.59716390,0.66018434,0.58455856,0.09330926,0.49714513,0.07958003,1.00258067
-2.35617809,5.09967877,0.44539848,2.59260003,0.63364494,0.58616894,0.09619542,0.51646540,0.08237418,0.97785206
-2.35017509,5.13239604,0.44748100,2.59651917,0.60939449,0.59027193,0.09973881,0.53666670,0.08528493,0.95664295
-2.34417209,5.18127909,0.44985159,2.60902505,0.58749039,0.59666525,0.10395248,0.55759598,0.08824520,0.93885741
-2.33816908,5.24541874,0.45249671,2.62998685,0.56790523,0.60509625,0.10883688,0.57909297,0.09118607,0.92428913
-2.33216608,5.32353923,0.45540132,2.65905602,0.55053404,0.61527132,0.11438018,0.60099829,0.09403866,0.91263533
-2.32616308,5.41406372,0.45855416,2.69569006,0.53520448,0.62686622,0.12055902,0.62316186,0.09673611,0.90351453
-2.32016008,5.51518877,0.46195282,2.73918171,0.52168946,0.63953728,0.12733933,0.64545096,0.09921560,0.89648732
-2.31415708,5.62496353,0.46560829,2.78869172,0.50972150,0.65293291,0.13467751,0.66775758,0.10142020,0.89107901
-2.30815408,5.74136988,0.46954847,2.84328358,0.49900810,0.66670492,0.14252164,0.69000442,0.10330065,0.88680327
-2.30215108,5.86239931,0.47382050,2.90195829,0.48924756,0.68051954,0.15081287,0.71214912,0.10481684,0.88318543
-2.29614807,5.98612299,0.47849169,2.96368769,0.48014423,0.69406742,0.15948675,0.73418639,0.10593902,0.87978453
-2.29014507,6.11075189,0.48364880,3.02744498,0.47142274,0.70707258,0.16847459,0.75614770,0.10664865,0.87621309
-2.28414207,6.23468455,0.48939576,3.09223115,0.46284049,0.71929978,0.17770471,0.77809847,0.10693885,0.87215369
-2.27813907,6.35654062,0.49584979,3.15709664,0.45419790,0.73056028,0.18710361,0.80013281,0.10681441,0.86737172
-2.27213607,6.47517951,0.50313613,3.22115773,0.44534609,0.74071569,0.19659692,0.82236589,0.10629146,0.86172384
-2.26613307,6.58970403,0.51138161,3.28360741,0.43619160,0.74967991,0.20611028,0.84492438,0.10539674,0.85516191
-2.26013007,6.69944984,0.52070730,3.34372099,0.42669828,0.75741914,0.21556991,0.86793533,0.10416645,0.84773224
-2.25412706,6.80396237,0.53122069,3.40085677,0.41688615,0.76394989,0.22490309,0.89151413,0.10264490,0.83957057
-2.24812406,6.90296324,0.54300779,3.45445260,0.40682767,0.76933528,0.23403847,0.91575219,0.10088293,0.83089294
-2.24212106,6.99630914,0.55612549,3.50401898,0.39664147,0.77367972,0.24290616,0.94070507,0.09893609,0.82198317
-2.23611806,7.08394596,0.57059477,3.54912989,0.38648416,0.77712223,0.25143779,0.96638171,0.09686286,0.81317758
-2.23011506,7.16586152,0.58639497,3.58941237,0.37654065,0.77982866,0.25956646,0.99273558,0.09472277,0.80484777
-2.22411206,7.24204014,0.60345968,3.62453577,0.36701339,0.78198327,0.26722669,1.01965823,0.09257468,0.79738226
-2.21810905,7.31242189,0.62167440,3.65420196,0.35811127,0.78377990,0.27435437,1.04697578,0.09047510,0.79116798
-2.21210605,7.37686938,0.64087630,3.67813720,0.35003866,0.78541312,0.28088683,1.07444879,0.08847678,0.78657226
-2.20610305,7.43514407,0.66085613,3.69608653,0.34298503,0.78706996,0.28676298,1.10177549,0.08662743,0.78392628
-2.20010005,7.48689391,0.68136237,3.70781131,0.33711574,0.78892228,0.29192370,1.12859865,0.08496880,0.78351057
-2.19409705,7.53165297,0.70210763,3.71309010,0.33256437,0.79112050,0.29631226,1.15451561,0.08353592,0.78554314
-2.18809405,7.56885345,0.72277691,3.71172317,0.32942678,0.79378864,0.29987512,1.17909126,0.08235667,0.79017068
-2.18209105,7.59784944,0.74303762,3.70354028,0.32775732,0.79702126,0.30256278,1.20187341,0.08145156,0.79746317
-2.17608804,7.61795120,0.76255096,3.68841153,0.32756708,0.80088227,0.30433081,1.22240979,0.08083382,0.80741197
-2.17008504,7.62846809,0.78098414,3.66626050,0.32882436,0.80540574,0.30514111,1.24026596,0.08050957,0.81993142
-2.16408204,7.62875774,0.79802293,3.63707885,0.33145717,0.81059878,0.30496310,1.25504320,0.08047832,0.83486380
-2.15807904,7.61827872,0.81338403,3.60094142,0.33535762,0.81644619,0.30377506,1.26639563,0.08073349,0.85198727
-2.15207604,7.59664344,0.82682669,3.55802079,0.34038786,0.82291689,0.30156530,1.27404557,0.08126312,0.87102647
-2.14607304,7.56366823,0.83816296,3.50859997,0.34638736,0.82997145,0.29833325,1.27779652,0.08205061,0.89166523
-2.14007004,7.51941749,0.84726604,3.45308239,0.35318096,0.83757063,0.29409035,1.27754301,0.08307555,0.91356060
-2.13406703,7.46423875,0.85407650,3.39199785,0.36058748,0.84568402,0.28886062,1.27327686,0.08431445,0.93635784
-2.12806403,7.39878639,0.85860565,3.32600390,0.36842820,0.85429854,0.28268098,1.26508962,0.08574162,0.95970525
-2.12206103,7.32403175,0.86093621,3.25588181,0.37653497,0.86342588,0.27560112,1.25317087,0.08732986,0.98326849
-2.11605803,7.24125839,0.86121994,3.18252675,0.38475745,0.87310842,0.26768303,1.23780266,0.08905119,1.00674340
-2.11005503,7.15204162,0.85967231,3.10693230,0.39296908,0.88342312,0.25900016,1.21935021,0.09087745,1.02986684
-2.10405203,7.05821262,0.85656445,3.03016929,0.40107153,0.89448267,0.24963618,1.19824931,0.09278082,1.05242495
-2.09804902,6.96180776,0.85221266,2.95335968,0.40899738,0.90643382,0.23968343,1.17499105,0.09473430,1.07425835
-2.09204602,6.86500495,0.84696593,2.87764633,0.41671090,0.91945244,0.22924112,1.15010455,0.09671202,1.09526417
-2.08604302,6.77004917,0.84119192,2.80415964,0.42420683,0.93373554,0.21841333,1.12413834,0.09868948,1.11539456
-2.08004002,6.67917036,0.83526220,2.73398255,0.43150741,0.94949024,0.20730686,1.09764139,0.10064375,1.13465195
