energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.69984992,3.68085029,0.00060967,0.00304042,0.83961845,3.65396425,0.08628898,0.03339277,0.33702634,0.00000000
-5.69384692,3.54226669,0.00056775,0.00291157,0.80628471,3.52908585,0.07846440,0.03089314,0.31192820,0.00000000
-5.68784392,3.40844558,0.00054368,0.00279915,0.77559724,3.40671956,0.07163583,0.02862567,0.28909821,0.00000000
-5.68184092,3.28003435,0.00053644,0.00270483,0.74777132,3.28758553,0.06575371,0.02658794,0.26846985,0.00000000
-5.67583792,3.15765948,0.00054519,0.00263013,0.72302465,3.17238731,0.06077138,0.02477614,0.24996722,0.00000000
-5.66983492,3.04193286,0.00056931,0.00257639,0.70157426,3.06181820,0.05664530,0.02318532,0.23350769,0.00000000
-5.66383192,2.93345538,0.00060834,0.00254468,0.68363267,2.95656523,0.05333496,0.02180957,0.21900419,0.00000000
-5.65782891,2.83281753,0.00066195,0.00253580,0.66940316,2.85731043,0.05080255,0.02064216,0.20636693,0.00000000
-5.65182591,2.74059659,0.00072991,0.00255022,0.65907439,2.76472870,0.04901249,0.01967564,0.19550473,0.00000000
-5.64582291,2.65735024,0.00081202,0.00258807,0.65281432,2.67948219,0.04793078,0.01890190,0.18632586,0.00000000
-5.63981991,2.58360679,0.00090812,0.00264909,0.65076371,2.60221120,0.04752420,0.01831222,0.17873850,0.00000000
-5.63381691,2.51985198,0.00101800,0.00273267,0.65302918,2.53352145,0.04775957,0.01789730,0.17265082,0.00000000
-5.62781391,2.46651290,0.00114138,0.00283779,0.65967610,2.47396827,0.04860285,0.01764725,0.16797074,0.00000000
-5.62181091,2.42393958,0.00127788,0.00296309,0.67072154,2.42403812,0.05001837,0.01755155,0.16460551,0.00000000
-5.61580790,2.39238480,0.00142697,0.00310683,0.68612743,2.38412804,0.05196803,0.01759910,0.16246103,0.00000000
-5.60980490,2.37198323,0.00158791,0.00326697,0.70579432,2.35452411,0.05441060,0.01777813,0.16144115,0.00000000
-5.60380190,2.36273070,0.00175980,0.00344115,0.72955587,2.33537960,0.05730118,0.01807624,0.16144691,0.00000000
-5.59779890,2.36446479,0.00194146,0.00362678,0.75717451,2.32669424,0.06059074,0.01848037,0.16237586,0.00000000
-5.59179590,2.37684786,0.00213152,0.00382104,0.78833855,2.32829548,0.06422583,0.01897686,0.16412151,0.00000000
-5.58579290,2.39935354,0.00232830,0.00402097,0.82266086,2.33982306,0.06814856,0.01955143,0.16657301,0.00000000
-5.57978989,2.43125791,0.00252994,0.00422350,0.85967969,2.36071799,0.07229668,0.02018930,0.16961505,0.00000000
-5.57378689,2.47163621,0.00273430,0.00442551,0.89886147,2.39021690,0.07660398,0.02087523,0.17312812,0.00000000
-5.56778389,2.51936588,0.00293904,0.00462387,0.93960608,2.42735260,0.08100086,0.02159369,0.17698915,0.00000000
-5.56178089,2.57313659,0.00314167,0.00481553,0.98125454,2.47096163,0.08541518,0.02232897,0.18107250,0.00000000
-5.55577789,2.63146757,0.00333952,0.00499755,1.02309902,2.51969906,0.08977331,0.02306539,0.18525130,0.00000000
-5.54977489,2.69273227,0.00352987,0.00516714,1.06439532,2.57206070,0.09400141,0.02378753,0.18939924,0.00000000
-5.54377189,2.75519014,0.00370997,0.00532175,1.10437745,2.62641258,0.09802687,0.02448043,0.19339267,0.00000000
-5.53776888,2.81702490,0.00387709,0.00545909,1.14227409,2.68102712,0.10177994,0.02512992,0.19711292,0.00000000
-5.53176588,2.87638854,0.00402862,0.00557715,1.17732655,2.73412521,0.10519544,0.02572292,0.20044898,0.00000000
-5.52576288,2.93144969,0.00416213,0.00567432,1.20880772,2.78392296,0.10821454,0.02624771,0.20330017,0.00000000
-5.51975988,2.98044502,0.00427542,0.00574932,1.23604149,2.82868178,0.11078652,0.02669429,0.20557896,0.00000000
-5.51375688,3.02173186,0.00436663,0.00580136,1.25842202,2.86676016,0.11287049,0.02705473,0.20721367,0.00000000
-5.50775388,3.05384033,0.00443425,0.00583004,1.27543206,2.89666509,0.11443693,0.02732344,0.20815104,0.00000000
-5.50175088,3.07552286,0.00447720,0.00583550,1.28665990,2.91710153,0.11546913,0.02749749,0.20835854,0.00000000
-5.49574787,3.08579912,0.00449489,0.00581833,1.29181397,2.92701753,0.11596424,0.02757685,0.20782623,0.00000000
-5.48974487,3.08399454,0.00448720,0.00577968,1.29073471,2.92564352,0.11593415,0.02756465,0.20656823,0.00000000
-5.48374187,3.06977058,0.00445453,0.00572117,1.28340309,2.91252363,0.11540585,0.02746725,0.20462356,0.00000000
-5.47773887,3.04314527,0.00439780,0.00564498,1.26994515,2.88753781,0.11442155,0.02729439,0.20205646,0.00000000
-5.47173587,3.00450272,0.00431841,0.00555376,1.25063262,2.85091334,0.11303824,0.02705913,0.19895590,0.00000000
-5.46573287,2.95459098,0.00421824,0.00545065,1.22587902,2.80322505,0.11132691,0.02677782,0.19543450,0.00000000
-5.45972986,2.89450779,0.00409956,0.00533921,1.19623159,2.74538383,0.10937127,0.02646983,0.19162674,0.00000000
-5.45372686,2.82567434,0.00396502,0.00522338,1.16235903,2.67861350,0.10726612,0.02615731,0.18768641,0.00000000
-5.44772386,2.74979769,0.00381753,0.00510740,1.12503538,2.60441669,0.10511529,0.02586482,0.18378355,0.00000000
-5.44172086,2.66882302,0.00366020,0.00499576,1.08512068,2.52453070,0.10302926,0.02561880,0.18010072,0.00000000
-5.43571786,2.58487708,0.00349627,0.00489307,1.04353882,2.44087489,0.10112255,0.02544707,0.17682892,0.00000000
-5.42971486,2.50020486,0.00332899,0.00480398,1.00125347,2.35549139,0.09951087,0.02537818,0.17416304,0.00000000
-5.42371186,2.41710169,0.00316155,0.00473304,0.95924291,2.27048120,0.09830815,0.02544074,0.17229715,0.00000000
-5.41770885,2.33784305,0.00299696,0.00468463,0.91847446,2.18793822,0.09762360,0.02566271,0.17141972,0.00000000
-5.41170585,2.26461477,0.00283802,0.00466282,0.87987953,2.10988332,0.09755872,0.02607070,0.17170877,0.00000000
-5.40570285,2.19944597,0.00268722,0.00467125,0.84432996,2.03820114,0.09820459,0.02668922,0.17332737,0.00000000
-5.39969985,2.14414715,0.00254666,0.00471303,0.81261655,1.97458167,0.09963927,0.02754006,0.17641931,0.00000000
-5.39369685,2.10025567,0.00241805,0.00479065,0.78543029,1.92046887,0.10192557,0.02864162,0.18110529,0.00000000
-5.38769385,2.06899035,0.00230264,0.00490591,0.76334687,1.87701802,0.10510923,0.03000834,0.18747966,0.00000000
-5.38169085,2.05121682,0.00220122,0.00505985,0.74681483,1.84506315,0.10921744,0.03165031,0.19560771,0.00000000
-5.37568784,2.04742451,0.00211410,0.00525268,0.73614766,1.82509568,0.11425793,0.03357282,0.20552379,0.00000000
-5.36968484,2.05771605,0.00204117,0.00548383,0.73151973,1.81725469,0.12021854,0.03577614,0.21723003,0.00000000
-5.36368184,2.08180899,0.00198186,0.00575189,0.73296619,1.82132897,0.12706730,0.03825539,0.23069582,0.00000000
-5.35767884,2.11904968,0.00193524,0.00605468,0.74038656,1.83677047,0.13475297,0.04100045,0.24585808,0.00000000
-5.35167584,2.16843830,0.00190005,0.00638927,0.75355153,1.86271830,0.14320619,0.04399610,0.26262211,0.00000000
-5.34567284,2.22866401,0.00187476,0.00675207,0.77211286,1.89803219,0.15234091,0.04722217,0.28086309,0.00000000
-5.33966983,2.29814860,0.00185764,0.00713893,0.79561558,1.94133390,0.16205627,0.05065380,0.30042812,0.00000000
-5.33366683,2.37509680,0.00184684,0.00754517,0.82351216,1.99105481,0.17223884,0.05426181,0.32113870,0.00000000
-5.32766383,2.45755139,0.00184044,0.00796577,0.85517801,2.04548781,0.18276496,0.05801308,0.34279356,0.00000000
-5.32166083,2.54345095,0.00183653,0.00839544,0.88992787,2.10284156,0.19350335,0.06187109,0.36517177,0.00000000
-5.31565783,2.63068831,0.00183330,0.00882871,0.92703240,2.16129510,0.20431774,0.06579637,0.38803607,0.00000000
-5.30965483,2.71716768,0.00182905,0.00926009,0.96573481,2.21905091,0.21506943,0.06974711,0.41113632,0.00000000
-5.30365183,2.80085872,0.00182229,0.00968414,1.00526686,2.27438475,0.22561992,0.07367974,0.43421308,0.00000000
-5.29764882,2.87984596,0.00181175,0.01009555,1.04486413,2.32569071,0.23583329,0.07754953,0.45700125,0.00000000
-5.29164582,2.95237251,0.00179642,0.01048928,1.08378024,2.37152037,0.24557845,0.08131127,0.47923385,0.00000000
-5.28564282,3.01687693,0.00177555,0.01086056,1.12129991,2.41061505,0.25473122,0.08491998,0.50064589,0.00000000
-5.27963982,3.07202283,0.00174871,0.01120505,1.15675072,2.44193057,0.26317622,0.08833155,0.52097835,0.00000000
-5.27363682,3.11672096,0.00171571,0.01151881,1.18951365,2.46465444,0.27080846,0.09150359,0.53998230,0.00000000
-5.26763382,3.15014371,0.00167664,0.01179841,1.21903233,2.47821537,0.27753490,0.09439614,0.55742327,0.00000000
-5.26163082,3.17173259,0.00163182,0.01204097,1.24482109,2.48228551,0.28327571,0.09697254,0.57308574,0.00000000
-5.25562781,3.18119903,0.00158181,0.01224419,1.26647178,2.47677607,0.28796540,0.09920025,0.58677771,0.00000000
-5.24962481,3.17851923,0.00152733,0.01240644,1.28365954,2.46182706,0.29155388,0.10105168,0.59833545,0.00000000
-5.24362181,3.16392393,0.00146922,0.01252676,1.29614733,2.43779200,0.29400725,0.10250501,0.60762813,0.00000000
-5.23761881,3.13788377,0.00140846,0.01260496,1.30378945,2.40521861,0.29530861,0.10354500,0.61456233,0.00000000
-5.23161581,3.10109118,0.00134606,0.01264161,1.30653373,2.36482650,0.29545855,0.10416368,0.61908617,0.00000000
-5.22561281,3.05443934,0.00128309,0.01263814,1.30442247,2.31748266,0.29447557,0.10436095,0.62119286,0.00000000
-5.21960980,2.99899899,0.00122058,0.01259685,1.29759199,2.26417584,0.29239624,0.10414499,0.62092352,0.00000000
-5.21360680,2.93599356,0.00115954,0.01252094,1.28627057,2.20599031,0.28927513,0.10353261,0.61836889,0.00000000
-5.20760380,2.86677304,0.00110094,0.01241452,1.27077471,2.14407984,0.28518435,0.10254923,0.61366989,0.00000000
-5.20160080,2.79278700,0.00104564,0.01228260,1.25150361,2.07964245,0.28021285,0.10122874,0.60701675,0.00000000
-5.19559780,2.71555704,0.00099443,0.01213107,1.22893173,2.01389616,0.27446530,0.09961303,0.59864649,0.00000000
-5.18959480,2.63664886,0.00094798,0.01196660,1.20359949,1.94805627,0.26806054,0.09775133,0.58883889,0.00000000
-5.18359180,2.55764442,0.00090688,0.01179659,1.17610216,1.88331438,0.26112971,0.09569922,0.57791077,0.00000000
-5.17758879,2.48011434,0.00087157,0.01162900,1.14707697,1.82081925,0.25381398,0.09351745,0.56620868,0.00000000
-5.17158579,2.40559099,0.00084242,0.01147224,1.11718900,1.76165979,0.24626194,0.09127057,0.55410035,0.00000000
-5.16558279,2.33554268,0.00081967,0.01133491,1.08711580,1.70685024,0.23862677,0.08902533,0.54196488,0.00000000
-5.15957979,2.27134949,0.00080348,0.01122565,1.05753153,1.65731772,0.23106320,0.08684905,0.53018226,0.00000000
-5.15357679,2.21428115,0.00079388,0.01115290,1.02909088,1.61389219,0.22372450,0.08480790,0.51912250,0.00000000
-5.14757379,2.16547771,0.00079085,0.01112463,1.00241343,1.57729898,0.21675937,0.08296522,0.50913473,0.00000000
-5.14157079,2.12593336,0.00079425,0.01114812,0.97806911,1.54815376,0.21030907,0.08137991,0.50053696,0.00000000
-5.13556778,2.09648388,0.00080388,0.01122974,0.95656510,1.52696024,0.20450483,0.08010498,0.49360675,0.00000000
-5.12956478,2.07779820,0.00081949,0.01137477,0.93833497,1.51411011,0.19946548,0.07918631,0.48857328,0.00000000
-5.12356178,2.07037415,0.00084075,0.01158720,0.92373032,1.50988540,0.19529564,0.07866167,0.48561125,0.00000000
-5.11755878,2.07453843,0.00086726,0.01186961,0.91301534,1.51446279,0.19208427,0.07856003,0.48483687,0.00000000
-5.11155578,2.09045072,0.00089862,0.01222317,0.90636467,1.52791950,0.18990374,0.07890123,0.48630614,0.00000000
-5.10555278,2.11811153,0.00093436,0.01264756,0.90386437,1.55024044,0.18880940,0.07969592,0.49001555,0.00000000
-5.09954977,2.15737318,0.00097400,0.01314107,0.90551620,1.58132593,0.18883956,0.08094591,0.49590511,0.00000000
-5.09354677,2.20795326,0.00101705,0.01370071,0.91124500,1.62099950,0.19001593,0.08264474,0.50386372,0.00000000
-5.08754377,2.26944972,0.00106302,0.01432242,0.92090860,1.66901526,0.19234437,0.08477863,0.51373649,0.00000000
-5.08154077,2.34135677,0.00111139,0.01500126,0.93431004,1.72506416,0.19581588,0.08732755,0.52533375,0.00000000
-5.07553777,2.42308054,0.00116171,0.01573171,0.95121150,1.78877885,0.20040781,0.09026655,0.53844129,0.00000000
-5.06953477,2.51395389,0.00121352,0.01650797,0.97134909,1.85973672,0.20608520,0.09356716,0.55283132,0.00000000
-5.06353177,2.61324953,0.00126639,0.01732426,0.99444808,1.93746109,0.21280209,0.09719881,0.56827377,0.00000000
-5.05752876,2.72019108,0.00131995,0.01817514,1.02023770,2.02142049,0.22050285,0.10113026,0.58454710,0.00000000
-5.05152576,2.83396165,0.00137384,0.01905576,1.04846486,2.11102637,0.22912343,0.10533091,0.60144841,0.00000000
-5.04552276,2.95371005,0.00142778,0.01996209,1.07890625,2.20562972,0.23859255,0.10977194,0.61880224,0.00000000
-5.03951976,3.07855471,0.00148150,0.02089111,1.11137816,2.30451717,0.24883278,0.11442723,0.63646755,0.00000000
-5.03351676,3.20758589,0.00153480,0.02184089,1.14574373,2.40690748,0.25976147,0.11927406,0.65434283,0.00000000
-5.02751376,3.33986670,0.00158752,0.02281058,1.18191716,2.51194923,0.27129169,0.12429343,0.67236882,0.00000000
-5.02151076,3.47443366,0.00163952,0.02380034,1.21986493,2.61872058,0.28333304,0.12947018,0.69052899,0.00000000
-5.01550775,3.61029772,0.00169072,0.02481117,1.25960373,2.72623202,0.29579247,0.13479270,0.70884759,0.00000000
-5.00950475,3.74644643,0.00174108,0.02584465,1.30119541,2.83343275,0.30857506,0.14025240,0.72738562,0.00000000
-5.00350175,3.88184798,0.00179056,0.02690259,1.34473913,2.93922122,0.32158483,0.14584291,0.74623469,0.00000000
-4.99749875,4.01545768,0.00183919,0.02798667,1.39036104,3.04245997,0.33472551,0.15155902,0.76550932,0.00000000
-4.99149575,4.14622711,0.00188700,0.02909802,1.43820197,3.14199480,0.34790143,0.15739552,0.78533796,0.00000000
-4.98549275,4.27311605,0.00193406,0.03023677,1.48840367,3.23667773,0.36101828,0.16334583,0.80585325,0.00000000
-4.97948974,4.39510696,0.00198046,0.03140168,1.54109429,3.32539301,0.37398399,0.16940073,0.82718190,0.00000000
-4.97348674,4.51122150,0.00202632,0.03258974,1.59637366,3.40708523,0.38670953,0.17554706,0.84943482,0.00000000
-4.96748374,4.62053838,0.00207178,0.03379593,1.65429917,3.48078808,0.39910957,0.18176656,0.87269792,0.00000000
-4.96148074,4.72221164,0.00211700,0.03501296,1.71487285,3.54565238,0.41110327,0.18803493,0.89702395,0.00000000
-4.95547774,4.81548834,0.00216213,0.03623124,1.77803032,3.60097183,0.42261476,0.19432111,0.92242594,0.00000000
-4.94947474,4.89972460,0.00220736,0.03743888,1.84363228,3.64620505,0.43357367,0.20058696,0.94887235,0.00000000
-4.94347174,4.97439906,0.00225284,0.03862190,1.91145888,3.68099241,0.44391551,0.20678721,0.97628427,0.00000000
-4.93746873,5.03912273,0.00229872,0.03976449,1.98120750,3.70516670,0.45358193,0.21286990,1.00453485,0.00000000
-4.93146573,5.09364473,0.00234510,0.04084944,2.05249405,3.71875671,0.46252097,0.21877707,1.03345073,0.00000000
-4.92546273,5.13785337,0.00239204,0.04185866,2.12485791,3.72198342,0.47068717,0.22444598,1.06281572,0.00000000
-4.91945973,5.17177244,0.00243952,0.04277377,2.19777033,3.71524873,0.47804170,0.22981052,1.09237624,0.00000000
-4.91345673,5.19555284,0.00248743,0.04357673,2.27064602,3.69911725,0.48455244,0.23480302,1.12184843,0.00000000
-4.90745373,5.20946002,0.00253557,0.04425057,2.34285739,3.67429191,0.49019408,0.23935619,1.15092641,0.00000000
-4.90145073,5.21385776,0.00258359,0.04477996,2.41375070,3.64158477,0.49494817,0.24340523,1.17929145,0.00000000
-4.89544772,5.20918928,0.00263104,0.04515189,2.48266342,3.60188423,0.49880323,0.24688990,1.20662143,0.00000000
-4.88944472,5.19595661,0.00267732,0.04535620,2.54894183,3.55612074,0.50175474,0.24975661,1.23260012,0.00000000
-4.88344172,5.17469929,0.00272171,0.04538603,2.61195791,3.50523231,0.50380515,0.25196024,1.25692600,0.00000000
-4.87743872,5.14597363,0.00276335,0.04523812,2.67112455,3.45013203,0.50496377,0.25346574,1.27931994,0.00000000
-4.87143572,5.11033334,0.00280128,0.04491305,2.72590844,3.39167886,0.50524652,0.25424942,1.29953162,0.00000000
-4.86543272,5.06831274,0.00283446,0.04441530,2.77583970,3.33065338,0.50467553,0.25429974,1.31734428,0.00000000
-4.85942971,5.02041314,0.00286179,0.04375316,2.82051803,3.26773945,0.50327858,0.25361778,1.33257777,0.00000000
-4.85342671,4.96709317,0.00288215,0.04293854,2.85961498,3.20351258,0.50108828,0.25221710,1.34508981,0.00000000
-4.84742371,4.90876341,0.00289446,0.04198669,2.89287260,3.13843551,0.49814111,0.25012331,1.35477552,0.00000000
-4.84142071,4.84578547,0.00289767,0.04091576,2.92009866,3.07286083,0.49447630,0.24737314,1.36156552,0.00000000
-4.83541771,4.77847564,0.00289087,0.03974636,2.94115911,3.00704026,0.49013455,0.24401319,1.36542288,0.00000000
-4.82941471,4.70711276,0.00287328,0.03850107,2.95596875,2.94114000,0.48515677,0.24009837,1.36633919,0.00000000
-4.82341171,4.63194990,0.00284432,0.03720387,2.96448081,2.87526082,0.47958285,0.23569026,1.36433040,0.00000000
-4.81740870,4.55322929,0.00280361,0.03587967,2.96667679,2.80946184,0.47345052,0.23085532,1.35943260,0.00000000
-4.81140570,4.47119958,0.00275104,0.03455382,2.96255742,2.74378635,0.46679449,0.22566311,1.35169830,0.00000000
-4.80540270,4.38613456,0.00268674,0.03325168,2.95213570,2.67828825,0.45964591,0.22018468,1.34119356,0.00000000
-4.79939970,4.29835227,0.00261110,0.03199822,2.93543286,2.61305739,0.45203216,0.21449109,1.32799612,0.00000000
-4.79339670,4.20823332,0.00252480,0.03081777,2.91247751,2.54824246,0.44397705,0.20865222,1.31219469,0.00000000
-4.78739370,4.11623730,0.00242875,0.02973372,2.88330839,2.48407004,0.43550152,0.20273580,1.29388947,0.00000000
-4.78139070,4.02291600,0.00232410,0.02876840,2.84798026,2.42085855,0.42662462,0.19680676,1.27319366,0.00000000
-4.77538769,3.92892252,0.00221217,0.02794289,2.80657271,2.35902639,0.41736486,0.19092684,1.25023580,0.00000000
-4.76938469,3.83501511,0.00209449,0.02727696,2.75920094,2.29909350,0.40774182,0.18515438,1.22516257,0.00000000
-4.76338169,3.74205517,0.00197268,0.02678895,2.70602745,2.24167620,0.39777777,0.17954431,1.19814155,0.00000000
-4.75737869,3.65099873,0.00184845,0.02649569,2.64727371,2.18747537,0.38749935,0.17414820,1.16936365,0.00000000
-4.75137569,3.56288135,0.00172354,0.02641238,2.58323038,2.13725827,0.37693899,0.16901436,1.13904470,0.00000000
-4.74537269,3.47879638,0.00159970,0.02655238,2.51426504,2.09183483,0.36613602,0.16418783,1.10742569,0.00000000
-4.73936968,3.39986729,0.00147861,0.02692707,2.44082656,2.05202939,0.35513743,0.15971030,1.07477167,0.00000000
-4.73336668,3.32721484,0.00136189,0.02754548,2.36344520,2.01864911,0.34399798,0.15561983,1.04136875,0.00000000
-4.72736368,3.26192022,0.00125104,0.02841404,2.28272814,1.99245049,0.33277983,0.15195033,1.00751953,0.00000000
-4.72136068,3.20498581,0.00114743,0.02953618,2.19935033,1.97410556,0.32155154,0.14873098,0.97353678,0.00000000
-4.71535768,3.15729531,0.00105227,0.03091188,2.11404096,1.96416927,0.31038651,0.14598528,0.93973576,0.00000000
-4.70935468,3.11957501,0.00096661,0.03253730,2.02756618,1.96304972,0.29936101,0.14373018,0.90642552,0.00000000
-4.70335168,3.09235827,0.00089131,0.03440437,1.94070883,1.97098260,0.28855179,0.14197495,0.87389966,0.00000000
-4.69734867,3.07595510,0.00082707,0.03650045,1.85424657,1.98801110,0.27803349,0.14072024,0.84242701,0.00000000
-4.69134567,3.07042844,0.00077441,0.03880806,1.76892936,2.01397244,0.26787595,0.13995714,0.81224294,0.00000000
-4.68534267,3.07557877,0.00073368,0.04130473,1.68545773,2.04849156,0.25814169,0.13966648,0.78354165,0.00000000
-4.67933967,3.09093783,0.00070507,0.04396303,1.60446308,2.09098253,0.24888356,0.13981845,0.75647007,0.00000000
-4.67333667,3.11577236,0.00068862,0.04675074,1.52649095,2.14065765,0.24014283,0.14037256,0.73112371,0.00000000
-4.66733367,3.14909773,0.00068421,0.04963119,1.45198818,2.19654394,0.23194773,0.14127795,0.70754460,0.00000000
-4.66133067,3.18970129,0.00069161,0.05256383,1.38129462,2.25750640,0.22431263,0.14247427,0.68572176,0.00000000
-4.65532766,3.23617431,0.00071043,0.05550495,1.31463950,2.32227703,0.21723776,0.14389286,0.66559373,0.00000000
-4.64932466,3.28695144,0.00074021,0.05840862,1.25214258,2.38948848,0.21070961,0.14545848,0.64705346,0.00000000
-4.64332166,3.34035587,0.00078036,0.06122771,1.19381969,2.45771085,0.20470184,0.14709122,0.62995492,0.00000000
