energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.78989495,4.83498262,0.05794415,0.01920757,0.68651530,0.05981960,2.43928408,1.27847022,1.75006225
-5.78389195,4.83978671,0.05871541,0.01891226,0.68750891,0.05989494,2.43787535,1.28822913,1.74535700
-5.77788894,4.83423200,0.05977644,0.01855157,0.68788510,0.05974626,2.43006000,1.29583953,1.73730158
-5.77188594,4.81872951,0.06115986,0.01813022,0.68764218,0.05937380,2.41618581,1.30130577,1.72607916
-5.76588294,4.79382814,0.06289771,0.01765332,0.68679714,0.05878197,2.39666738,1.30466593,1.71191486
-5.75987994,4.76020651,0.06502066,0.01712620,0.68538643,0.05797927,2.37197827,1.30599314,1.69507255
-5.75387694,4.71866068,0.06755703,0.01655441,0.68346540,0.05697802,2.34264206,1.30539550,1.67585033
-5.74787394,4.67008769,0.07053155,0.01594359,0.68110654,0.05579402,2.30922241,1.30301428,1.65457450
-5.74187094,4.61546465,0.07396407,0.01529949,0.67839635,0.05444604,2.27231220,1.29902042,1.63159205
-5.73586793,4.55582370,0.07786809,0.01462789,0.67543103,0.05295535,2.23252159,1.29360908,1.60726195
-5.72986493,4.49222329,0.08224920,0.01393457,0.67231103,0.05134504,2.19046538,1.28699274,1.58194511
-5.72386193,4.42571664,0.08710355,0.01322526,0.66913492,0.04963940,2.14674965,1.27939272,1.55599372
-5.71785893,4.35731836,0.09241641,0.01250568,0.66599263,0.04786319,2.10195817,1.27102982,1.52974008
-5.71185593,4.28797080,0.09816089,0.01178141,0.66295866,0.04604097,2.05663885,1.26211439,1.50348555
-5.70585293,4.21851151,0.10429690,0.01105795,0.66008564,0.04419644,2.01129080,1.25283649,1.47749017
-5.69984992,4.14964370,0.11077048,0.01034060,0.65739856,0.04235179,1.96635253,1.24335679,1.45196347
-5.69384692,4.08191135,0.11751364,0.00963447,0.65489024,0.04052718,1.92219187,1.23379876,1.42705711
-5.68784392,4.01568061,0.12444464,0.00894446,0.65251829,0.03874026,1.87909815,1.22424286,1.40285975
-5.68184092,3.95112894,0.13146891,0.00827514,0.65020393,0.03700581,1.83727724,1.21472306,1.37939462
-5.67583792,3.88824294,0.13848054,0.00763079,0.64783278,0.03533552,1.79684977,1.20522633,1.35662012
-5.66983492,3.82682574,0.14536446,0.00701532,0.64525784,0.03373788,1.75785290,1.19569501,1.33443349
-5.66383192,3.76651380,0.15199913,0.00643227,0.64230448,0.03221819,1.72024564,1.18603230,1.31267750
-5.65782891,3.70680285,0.15825976,0.00588477,0.63877734,0.03077875,1.68391780,1.17611063,1.29115008
-5.65182591,3.64708201,0.16402198,0.00537553,0.63446881,0.02941904,1.64870208,1.16578244,1.26961633
-5.64582291,3.58667443,0.16916581,0.00490685,0.62916880,0.02813616,1.61438899,1.15489297,1.24782244
-5.63981991,3.52488265,0.17357967,0.00448059,0.62267507,0.02692526,1.58074383,1.14329416,1.22551087
-5.63381691,3.46103619,0.17716446,0.00409823,0.61480392,0.02578000,1.54752497,1.13085896,1.20243589
-5.62781391,3.39453909,0.17983733,0.00376088,0.60540028,0.02469312,1.51450245,1.11749514,1.17837891
-5.62181091,3.32491461,0.18153511,0.00346924,0.59434707,0.02365701,1.48147605,1.10315764,1.15316254
-5.61580790,3.25184468,0.18221715,0.00322371,0.58157287,0.02266414,1.44829170,1.08785865,1.12666276
-5.60980490,3.17520190,0.18186742,0.00302434,0.56705792,0.02170764,1.41485554,1.07167481,1.09881861
-5.60380190,3.09507228,0.18049583,0.00287090,0.55083770,0.02078164,1.38114467,1.05475073,1.06963871
-5.59779890,3.01176722,0.17813860,0.00276285,0.53300423,0.01988163,1.34721407,1.03729871,1.03920442
-5.59179590,2.92582415,0.17485776,0.00269936,0.51370481,0.01900466,1.31319931,1.01959437,1.00766937
-5.58579290,2.83799564,0.17073963,0.00267932,0.49313829,0.01814950,1.27931484,1.00196838,0.97525548
-5.57978989,2.74922736,0.16589253,0.00270130,0.47154915,0.01731665,1.24584785,0.98479456,0.94224561
-5.57378689,2.66062616,0.16044363,0.00276359,0.44921960,0.01650825,1.21314819,0.96847499,0.90897321
-5.56778389,2.57341974,0.15453525,0.00286410,0.42646010,0.01572792,1.18161469,0.95342283,0.87580965
-5.56178089,2.48890995,0.14832053,0.00300043,0.40359887,0.01498050,1.15167864,0.94004378,0.84314970
-5.55577789,2.40842210,0.14195893,0.00316977,0.38097069,0.01427177,1.12378531,0.92871707,0.81139596
-5.54977489,2.33325264,0.13561155,0.00336895,0.35890568,0.01360805,1.09837444,0.91977711,0.78094304
-5.54377189,2.26461782,0.12943643,0.00359439,0.33771846,0.01299586,1.07586061,0.91349670,0.75216210
-5.53776888,2.20360567,0.12358416,0.00384215,0.31769812,0.01244151,1.05661461,0.91007269,0.72538661
-5.53176588,2.15113338,0.11819383,0.00410789,0.29909945,0.01195077,1.04094649,0.90961496,0.70089980
-5.52576288,2.10791197,0.11338950,0.00438698,0.28213561,0.01152853,1.02909134,0.91213909,0.67892447
-5.51975988,2.07441962,0.10927721,0.00467448,0.26697261,0.01117847,1.02119816,0.91756335,0.65961532
-5.51375688,2.05088450,0.10594276,0.00496526,0.25372561,0.01090292,1.01732247,0.92570992,0.64305429
-5.50775388,2.03727768,0.10345018,0.00525408,0.24245714,0.01070263,1.01742286,0.93631047,0.62924880
-5.50175088,2.03331592,0.10184086,0.00553565,0.23317718,0.01057672,1.02136143,0.94901556,0.61813297
-5.49574787,2.03847400,0.10113352,0.00580479,0.22584504,0.01052264,1.02890807,0.96340761,0.60957162
-5.48974487,2.05200551,0.10132477,0.00605650,0.22037282,0.01053626,1.03974827,0.97901650,0.60336669
-5.48374187,2.07297107,0.10239031,0.00628613,0.21663027,0.01061196,1.05349381,0.99533723,0.59926585
-5.47773887,2.10027240,0.10428670,0.00648943,0.21445081,0.01074285,1.06969594,1.01184868,0.59697273
-5.47173587,2.13269060,0.10695358,0.00666271,0.21363849,0.01092093,1.08786020,1.02803243,0.59615832
-5.46573287,2.16892704,0.11031624,0.00680293,0.21397553,0.01113741,1.10746221,1.04339101,0.59647307
-5.45972986,2.20764504,0.11428848,0.00690775,0.21523027,0.01138300,1.12796381,1.05746461,0.59755920
-5.45372686,2.24751090,0.11877564,0.00697561,0.21716516,0.01164819,1.14882870,1.06984555,0.59906268
-5.44772386,2.28723267,0.12367766,0.00700579,0.21954468,0.01192356,1.16953715,1.08019002,0.60064460
-5.44172086,2.32559558,0.12889215,0.00699837,0.22214280,0.01220012,1.18959922,1.08822674,0.60199137
-5.43571786,2.36149305,0.13431733,0.00695429,0.22474991,0.01246957,1.20856607,1.09376218,0.60282378
-5.42971486,2.39395263,0.13985471,0.00687524,0.22717891,0.01272456,1.22603934,1.09668259,0.60290437
-5.42371186,2.42215630,0.14541158,0.00676368,0.22927048,0.01295892,1.24167814,1.09695271,0.60204324
-5.41770885,2.44545516,0.15090310,0.00662274,0.23089716,0.01316783,1.25520411,1.09461178,0.60010212
-5.41170585,2.46337836,0.15625395,0.00645610,0.23196640,0.01334800,1.26640422,1.08976703,0.59699683
-5.40570285,2.47563666,0.16139971,0.00626795,0.23242234,0.01349771,1.27513199,1.08258541,0.59269801
-5.39969985,2.48212109,0.16628760,0.00606285,0.23224646,0.01361689,1.28130703,1.07328401,0.58723049
-5.39369685,2.48289717,0.17087698,0.00584561,0.23145690,0.01370709,1.28491343,1.06211990,0.58067126
-5.38769385,2.47819554,0.17513932,0.00562121,0.23010676,0.01377143,1.28599728,1.04937989,0.57314639
-5.38169085,2.46839951,0.17905784,0.00539465,0.22828129,0.01381448,1.28466366,1.03537088,0.56482695
-5.37568784,2.45403037,0.18262684,0.00517090,0.22609405,0.01384214,1.28107324,1.02041111,0.55592421
-5.36968484,2.43573118,0.18585079,0.00495475,0.22368243,0.01386144,1.27543893,1.00482283,0.54668438
-5.36368184,2.41424941,0.18874322,0.00475077,0.22120241,0.01388034,1.26802258,0.98892644,0.53738288
-5.35767884,2.39041930,0.19132558,0.00456318,0.21882291,0.01390744,1.25913178,0.97303645,0.52831854
-5.35167584,2.36514410,0.19362601,0.00439584,0.21671986,0.01395181,1.24911698,0.95745901,0.51980766
-5.34567284,2.33937866,0.19567824,0.00425216,0.21507028,0.01402263,1.23836863,0.94249104,0.51217820
-5.33966983,2.31411265,0.19752056,0.00413507,0.21404640,0.01412900,1.22731439,0.92842074,0.50576408
-5.33366683,2.29035442,0.19919496,0.00404696,0.21381020,0.01427962,1.21641629,0.91552903,0.50089979
-5.32766383,2.26911572,0.20074650,0.00398970,0.21450831,0.01448259,1.20616744,0.90409178,0.49791519
-5.32166083,2.25139724,0.20222278,0.00396458,0.21626769,0.01474516,1.19708839,0.89438227,0.49713067
-5.31565783,2.23817485,0.20367365,0.00397230,0.21919193,0.01507350,1.18972272,0.88667357,0.49885263
-5.30965483,2.23038664,0.20515104,0.00401304,0.22335847,0.01547260,1.18463178,0.88124039,0.50336923
-5.30365183,2.22892045,0.20670885,0.00408638,0.22881663,0.01594609,1.18238843,0.87836014,0.51094645
-5.29764882,2.23460194,0.20840289,0.00419138,0.23558660,0.01649616,1.18356955,0.87831277,0.52182436
-5.29164582,2.24818292,0.21029075,0.00432658,0.24365925,0.01712352,1.18874743,0.88137927,0.53621363
-5.28564282,2.27033001,0.21243156,0.00449004,0.25299684,0.01782738,1.19847982,0.88783856,0.55429208
-5.27963982,2.30161335,0.21488558,0.00467940,0.26353436,0.01860551,1.21329876,0.89796277,0.57620141
-5.27363682,2.34249540,0.21771350,0.00489193,0.27518170,0.01945424,1.23369828,0.91201079,0.60204381
-5.26763382,2.39331985,0.22097554,0.00512455,0.28782615,0.02036864,1.26012105,0.93022032,0.63187866
-5.26163082,2.45430045,0.22473022,0.00537395,0.30133544,0.02134257,1.29294432,0.95279852,0.66571909
-5.25562781,2.52551021,0.22903280,0.00563663,0.31556098,0.02236885,1.33246529,0.97991148,0.70352844
-5.24962481,2.60687081,0.23393357,0.00590897,0.33034131,0.02343942,1.37888636,1.01167301,0.74521684
-5.24362181,2.69814278,0.23947582,0.00618732,0.34550548,0.02454549,1.43230078,1.04813300,0.79063770
-5.23761881,2.79891659,0.24569375,0.00646805,0.36087646,0.02567767,1.49267895,1.08926602,0.83958445
-5.23161581,2.90860535,0.25261026,0.00674764,0.37627433,0.02682613,1.55985623,1.13496060,0.89178769
-5.22561281,3.02643959,0.26023491,0.00702270,0.39151931,0.02798077,1.63352272,1.18500981,0.94691291
-5.21960980,3.15146469,0.26856189,0.00729010,0.40643452,0.02913129,1.71321557,1.23910376,1.00455912
-5.21360680,3.28254184,0.27756841,0.00754693,0.42084851,0.03026733,1.79831467,1.29682457,1.06425861
-5.20760380,3.41835303,0.28721339,0.00779058,0.43459760,0.03137854,1.88804211,1.35764442,1.12547830
-5.20160080,3.55741086,0.29743661,0.00801878,0.44752790,0.03245472,1.98146610,1.42092700,1.18762275
-5.19559780,3.69807355,0.30815854,0.00822958,0.45949726,0.03348585,2.07750959,1.48593291,1.25003930
-5.18959480,3.83856576,0.31928068,0.00842135,0.47037703,0.03446216,2.17496404,1.55182905,1.31202542
-5.18359180,3.97700514,0.33068661,0.00859284,0.48005373,0.03537427,2.27250827,1.61770215,1.37283833
-5.17758879,4.11143475,0.34224371,0.00874307,0.48843057,0.03621324,2.36873241,1.68257634,1.43170703
-5.17158579,4.23986079,0.35380557,0.00887140,0.49542899,0.03697066,2.46216637,1.74543428,1.48784646
-5.16558279,4.36029505,0.36521495,0.00897747,0.50099006,0.03763882,2.55131246,1.80524154,1.54047361
-5.15957979,4.47080116,0.37630735,0.00906117,0.50507578,0.03821078,2.63468111,1.86097343,1.58882516
-5.15357679,4.56954312,0.38691495,0.00912264,0.50767027,0.03868058,2.71082883,1.91164341,1.63217616
-5.14757379,4.65483493,0.39687088,0.00916223,0.50878076,0.03904336,2.77839703,1.95633217,1.66985907
-5.14157079,4.72518932,0.40601370,0.00918048,0.50843836,0.03929558,2.83615046,1.99421627,1.70128264
-5.13556778,4.77936405,0.41419185,0.00917813,0.50669860,0.03943513,2.88301382,2.02459531,1.72594965
-5.12956478,4.81640385,0.42126795,0.00915609,0.50364149,0.03946157,2.91810524,2.04691646,1.74347311
-5.12356178,4.83567645,0.42712287,0.00911543,0.49937144,0.03937623,2.94076516,2.06079547,1.75358997
-5.11755878,4.83690102,0.43165924,0.00905739,0.49401656,0.03918236,2.95057962,2.06603324,1.75617190
-5.11155578,4.82016797,0.43480449,0.00898338,0.48772770,0.03888523,2.94739693,2.06262712,1.75123263
-5.10555278,4.78594909,0.43651310,0.00889500,0.48067705,0.03849221,2.93133700,2.05077666,1.73893144
-5.09954977,4.73509747,0.43676808,0.00879400,0.47305632,0.03801269,2.90279301,2.03088331,1.71957276
-5.09354677,4.66883717,0.43558158,0.00868236,0.46507464,0.03745815,2.86242526,2.00354417,1.69360166
-5.08754377,4.58874278,0.43299471,0.00856220,0.45695608,0.03684195,2.81114741,1.96953986,1.66159552
-5.08154077,4.49670958,0.42907628,0.00843590,0.44893695,0.03617922,2.75010581,1.92981702,1.62425216
-5.07553777,4.39491513,0.42392090,0.00830599,0.44126285,0.03548664,2.68065233,1.88546597,1.58237470
-5.06953477,4.28577370,0.41764621,0.00817520,0.43418553,0.03478214,2.60431211,1.83769432,1.53685389
-5.06353177,4.17188475,0.41038937,0.00804645,0.42795964,0.03408462,2.52274701,1.78779749,1.48864830
-5.05752876,4.05597723,0.40230316,0.00792280,0.42283928,0.03341356,2.43771629,1.73712700,1.43876320
-5.05152576,3.94085108,0.39355147,0.00780744,0.41907448,0.03278863,2.35103556,1.68705766,1.38822852
-5.04552276,3.82931768,0.38430474,0.00770365,0.41690756,0.03222935,2.26453547,1.63895467,1.33807680
-5.03951976,3.72414078,0.37473513,0.00761475,0.41656935,0.03175463,2.18002124,1.59414148,1.28932154
-5.03351676,3.62797913,0.36501188,0.00754406,0.41827540,0.03138237,2.09923404,1.55386947,1.24293649
-5.02751376,3.54333226,0.35529688,0.00749481,0.42222203,0.03112913,2.02381531,1.51929019,1.19983634
-5.02151076,3.47249040,0.34574061,0.00747010,0.42858236,0.03100974,1.95527461,1.49143070,1.16085930
-5.01550775,3.41748937,0.33647865,0.00747284,0.43750237,0.03103699,1.89496162,1.47117271,1.12675165
-5.00950475,3.38007129,0.32762873,0.00750562,0.44909698,0.03122138,1.84404280,1.45923585,1.09815468
-5.00350175,3.36165149,0.31928859,0.00757070,0.46344634,0.03157088,1.80348272,1.45616511,1.07559405
-4.99749875,3.36329212,0.31153449,0.00766991,0.48059237,0.03209075,1.77403034,1.46232287,1.05947167
-4.99149575,3.38568275,0.30442058,0.00780455,0.50053565,0.03278347,1.75620998,1.47788513,1.05006026
-4.98549275,3.42912789,0.29797896,0.00797537,0.52323289,0.03364865,1.75031707,1.50284197,1.04750038
-4.97948974,3.49354172,0.29222047,0.00818250,0.54859509,0.03468299,1.75641816,1.53700194,1.05180007
-4.97348674,3.57844976,0.28713612,0.00842538,0.57648638,0.03588040,1.77435509,1.57999990,1.06283691
-4.96748374,3.68299751,0.28269902,0.00870276,0.60672395,0.03723201,1.80375294,1.63130813,1.08036249
-4.96148074,3.80596568,0.27886677,0.00901265,0.63907880,0.03872632,1.84403141,1.69024999,1.10400905
-4.95547774,3.94579199,0.27558415,0.00935235,0.67327775,0.04034934,1.89441926,1.75601586,1.13329828
-4.94947474,4.10059888,0.27278594,0.00971845,0.70900644,0.04208481,1.95397155,1.82768082,1.16765200
-4.94347174,4.26822697,0.27039983,0.01010687,0.74591347,0.04391438,2.02158934,1.90422359,1.20640453
-4.93746873,4.44627370,0.26834925,0.01051289,0.78361559,0.04581785,2.09604143,1.98454634,1.24881656
-4.93146573,4.63213647,0.26655605,0.01093128,0.82170382,0.04777342,2.17598804,2.06749505,1.29409025
-4.92546273,4.82305982,0.26494293,0.01135636,0.85975048,0.04975801,2.26000588,2.15187992,1.34138524
-4.91945973,5.01618566,0.26343562,0.01178210,0.89731677,0.05174750,2.34661443,2.23649575,1.38983532
-4.91345673,5.20860596,0.26196467,0.01220228,0.93396095,0.05371708,2.43430309,2.32014188,1.43856535
-4.90745373,5.39741670,0.26046698,0.01261061,0.96924674,0.05564159,2.52155865,2.40164160,1.48670827
-4.90145073,5.57977234,0.25888694,0.01300086,1.00275186,0.05749590,2.60689285,2.47986076,1.53342157
-4.89544772,5.75293953,0.25717732,0.01336707,1.03407635,0.05925525,2.68886945,2.55372545,1.57790313
-4.88944472,5.91434897,0.25529983,0.01370363,1.06285062,0.06089569,2.76613030,2.62223863,1.61940601
-4.88344172,6.06164440,0.25322551,0.01400546,1.08874293,0.06239448,2.83741997,2.68449544,1.65725182
-4.87743872,6.19272732,0.25093487,0.01426815,1.11146608,0.06373053,2.90160826,2.73969713,1.69084246
-4.87143572,6.30579658,0.24841787,0.01448805,1.13078332,0.06488479,2.95771023,2.78716330,1.71966988
-4.86543272,6.39938153,0.24567377,0.01466240,1.14651307,0.06584070,3.00490295,2.82634226,1.74332382
-4.85942971,6.47236802,0.24271085,0.01478935,1.15853256,0.06658451,3.04253884,2.85681931,1.76149719
-4.85342671,6.52401626,0.23954602,0.01486807,1.16678021,0.06710569,3.07015487,2.87832260,1.77398907
-4.84742371,6.55397011,0.23620424,0.01489869,1.17125656,0.06739716,3.08747754,2.89072648,1.78070533
-4.84142071,6.56225731,0.23271790,0.01488234,1.17202396,0.06745554,3.09442335,2.89405201,1.78165685
-4.83541771,6.54928056,0.22912594,0.01482107,1.16920474,0.06728128,3.09109482,2.88846446,1.77695538
-4.82941471,6.51579977,0.22547289,0.01471776,1.16297811,0.06687869,3.07777194,2.87426790,1.76680732
-4.82341171,6.46290567,0.22180768,0.01457603,1.15357566,0.06625587,3.05489966,2.85189661,1.75150552
-4.81740870,6.39198581,0.21818229,0.01440010,1.14127568,0.06542459,3.02307150,2.82190367,1.73141936
-4.81140570,6.30468386,0.21465021,0.01419465,1.12639641,0.06439999,2.98301004,2.78494679,1.70698359
-4.80540270,6.20285347,0.21126476,0.01396464,1.10928829,0.06320023,2.93554492,2.74177175,1.67868600
-4.79939970,6.08850825,0.20807735,0.01371514,1.09032554,0.06184606,2.88158906,2.69319395,1.64705456
-4.79339670,5.96376947,0.20513563,0.01345119,1.06989723,0.06036026,2.82211408,2.64007857,1.61264427
-4.78739370,5.83081314,0.20248165,0.01317761,1.04839803,0.05876712,2.75812555,2.58332001,1.57602412
-4.78139070,5.69181839,0.20015023,0.01289887,1.02621912,0.05709181,2.69063919,2.52382125,1.53776461
-4.77538769,5.54891854,0.19816735,0.01261895,1.00373919,0.05535976,2.62065855,2.46247387,1.49842602
-4.76938469,5.40415657,0.19654893,0.01234123,0.98131618,0.05359609,2.54915504,2.40013940,1.45854794
-4.76338169,5.25944631,0.19529995,0.01206844,0.95927969,0.05182500,2.47705079,2.33763261,1.41864009
-4.75737869,5.11654025,0.19441388,0.01180258,0.93792451,0.05006932,2.40520479,2.27570737,1.37917474
-4.75137569,4.97700485,0.19387274,0.01154494,0.91750528,0.04835002,2.33440255,2.21504543,1.34058087
-4.74537269,4.84220359,0.19364754,0.01129608,0.89823259,0.04668588,2.26534934,2.15624834,1.30323992
-4.73936968,4.71328795,0.19369927,0.01105589,0.88027043,0.04509323,2.19866694,2.09983284,1.26748337
-4.73336668,4.59119571,0.19398036,0.01082366,0.86373516,0.04358579,2.13489355,2.04622945,1.23359180
-4.72736368,4.47665628,0.19443662,0.01059819,0.84869588,0.04217459,2.07448652,1.99578416,1.20179540
-4.72136068,4.37020173,0.19500947,0.01037787,0.83517616,0.04086798,2.01782731,1.94876284,1.17227569
-4.71535768,4.27218268,0.19563844,0.01016082,0.82315690,0.03967177,1.96522803,1.90535794,1.14516820
-4.70935468,4.18278750,0.19626383,0.00994505,0.81258033,0.03858933,1.91693899,1.86569673,1.12056582
-4.70335168,4.10206364,0.19682937,0.00972853,0.80335471,0.03762184,1.87315644,1.82985073,1.09852257
-4.69734867,4.02993964,0.19728464,0.00950938,0.79535968,0.03676851,1.83403008,1.79784538,1.07905753
-4.69134567,3.96624659,0.19758738,0.00928593,0.78845195,0.03602684,1.79966953,1.76966965,1.06215870
-4.68534267,3.91073803,0.19770520,0.00905687,0.78247112,0.03539290,1.77014962,1.74528476,1.04778659
-4.67933967,3.86310737,0.19761696,0.00882129,0.77724543,0.03486156,1.74551400,1.72463189,1.03587747
-4.67333667,3.82300241,0.19731341,0.00857875,0.77259734,0.03442672,1.72577700,1.70763828,1.02634606
-4.66733367,3.79003665,0.19679728,0.00832934,0.76834867,0.03408154,1.71092388,1.69422183,1.01908788
-4.66133067,3.76379741,0.19608268,0.00807365,0.76432532,0.03381856,1.70090957,1.68429402,1.01398113
-4.65532766,3.74385121,0.19519391,0.00781277,0.76036149,0.03362990,1.69565624,1.67776146,1.01088820
-4.64932466,3.72974695,0.19416366,0.00754829,0.75630336,0.03350735,1.69505027,1.67452620,1.00965716
-4.64332166,3.72101754,0.19303078,0.00728218,0.75201225,0.03344246,1.69893908,1.67448523,1.01012309
-4.63731866,3.71718108,0.19183773,0.00701681,0.74736733,0.03342668,1.70712840,1.67752962,1.01210976
-4.63131566,3.71774219,0.19062784,0.00675478,0.74226786,0.03345134,1.71938060,1.68354374,1.01543150
-4.62531266,3.72219453,0.18944253,0.00649893,0.73663505,0.03350784,1.73541460,1.69240483,1.01989570
-4.61930965,3.73002498,0.18831868,0.00625218,0.73041361,0.03358768,1.75490763,1.70398349,1.02530580
-4.61330665,3.74072017,0.18728635,0.00601751,0.72357296,0.03368256,1.77749932,1.71814516,1.03146499
-4.60730365,3.75377533,0.18636688,0.00579782,0.71610815,0.03378454,1.80279805,1.73475270,1.03818040
-4.60130065,3.76870552,0.18557157,0.00559594,0.70804047,0.03388614,1.83038947,1.75367012,1.04526794
-4.59529765,3.78505876,0.18490104,0.00541451,0.69941774,0.03398053,1.85984703,1.77476715,1.05255732
-4.58929465,3.80243051,0.18434522,0.00525599,0.69031412,0.03406162,1.89074386,1.79792442,1.05989723
-4.58329165,3.82047840,0.18388404,0.00512258,0.68082957,0.03412429,1.92266560,1.82303868,1.06716040
-4.57728864,3.83893632,0.18348880,0.00501626,0.67108870,0.03416448,1.95522318,1.85002761,1.07424805
-4.57128564,3.85762659,0.18312400,0.00493872,0.66123899,0.03417933,1.98806494,1.87883359,1.08109362
-4.56528264,3.87646894,0.18274977,0.00489141,0.65144834,0.03416729,2.02088721,1.90942581,1.08766529
-4.55927964,3.89548539,0.18232446,0.00487551,0.64190192,0.03412814,2.05344246,1.94180035,1.09396713
-4.55327664,3.91479983,0.18180743,0.00489199,0.63279818,0.03406298,2.08554448,1.97597755,1.10003862
-4.54727364,3.93463189,0.18116183,0.00494155,0.62434418,0.03397423,2.11706998,2.01199669,1.10595227
-4.54127064,3.95528451,0.18035716,0.00502468,0.61675016,0.03386544,2.14795638,2.04990764,1.11180957
-4.53526763,3.97712549,0.17937149,0.00514165,0.61022354,0.03374120,2.17819558,2.08975980,1.11773498
-4.52926463,4.00056329,0.17819314,0.00529249,0.60496243,0.03360686,2.20782406,2.13158855,1.12386844
-4.52326163,4.02601812,0.17682190,0.00547702,0.60114882,0.03346826,2.23690968,2.17539989,1.13035644
-4.51725863,4.05388950,0.17526944,0.00569479,0.59894171,0.03333150,2.26553589,2.22115397,1.13734216
-4.51125563,4.08452193,0.17355915,0.00594508,0.59847041,0.03320255,2.29378434,2.26874850,1.14495521
-4.50525263,4.11817067,0.17172531,0.00622686,0.59982829,0.03308700,2.32171691,2.31800309,1.15330129
-4.49924962,4.15496947,0.16981154,0.00653880,0.60306725,0.03298971,2.34935840,2.36864574,1.16245264
-4.49324662,4.19490260,0.16786890,0.00687919,0.60819321,0.03291458,2.37668118,2.42030244,1.17243966
