energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up
-5.63981991,1.02033672,0.16093952,0.81569877,0.01965022,0.00419096,0.01160893,0.00608011,0.16806982
-5.63381691,1.05508924,0.16719452,0.83672454,0.02009014,0.00460836,0.01352293,0.00696594,0.17770640
-5.62781391,1.08701133,0.17325158,0.85392072,0.02042436,0.00508687,0.01574029,0.00798935,0.18778469
-5.62181091,1.11627000,0.17916407,0.86731342,0.02065058,0.00563501,0.01828906,0.00916351,0.19839447
-5.61580790,1.14318007,0.18501053,0.87705471,0.02076942,0.00626215,0.02119654,0.01050178,0.20964543
-5.60980490,1.16819437,0.19089232,0.88341885,0.02078442,0.00697820,0.02448813,0.01201735,0.22166325
-5.60380190,1.19188796,0.19693015,0.88679387,0.02070185,0.00779343,0.02818611,0.01372267,0.23458461
-5.59779890,1.21493700,0.20325977,0.88766864,0.02053042,0.00871801,0.03230828,0.01562901,0.24855143
-5.59179590,1.23809311,0.21002667,0.88661621,0.02028097,0.00976176,0.03686667,0.01774588,0.26370443
-5.58579290,1.26215433,0.21738041,0.88427406,0.01996605,0.01093367,0.04186614,0.02008052,0.28017644
-5.57978989,1.28793415,0.22546838,0.88132223,0.01959947,0.01224154,0.04730322,0.02263737,0.29808557
-5.57378689,1.31622999,0.23442973,0.87846045,0.01919581,0.01369157,0.05316494,0.02541766,0.31752875
-5.56778389,1.34779281,0.24438941,0.87638536,0.01876996,0.01528803,0.05942800,0.02841897,0.33857583
-5.56178089,1.38329936,0.25545291,0.87576886,0.01833666,0.01703291,0.06605813,0.03163496,0.36126471
-5.55577789,1.42332844,0.26770177,0.87723874,0.01791008,0.01892572,0.07300988,0.03505519,0.38559761
-5.54977489,1.46834239,0.28119031,0.88136235,0.01750345,0.02096333,0.08022666,0.03866506,0.41153893
-5.54377189,1.51867467,0.29594358,0.88863396,0.01712881,0.02313994,0.08764136,0.04244593,0.43901466
-5.53776888,1.57452403,0.31195685,0.89946634,0.01679672,0.02544714,0.09517731,0.04637530,0.46791357
-5.53176588,1.63595537,0.32919645,0.91418662,0.01651622,0.02787411,0.10274973,0.05042727,0.49809001
-5.52576288,1.70290694,0.34760217,0.93303631,0.01629466,0.03040792,0.11026752,0.05457298,0.52936835
-5.51975988,1.77520318,0.36709081,0.95617504,0.01613781,0.03303395,0.11763554,0.05878131,0.56154871
-5.51375688,1.85257210,0.38756077,0.98368750,0.01604985,0.03573635,0.12475708,0.06301958,0.59441373
-5.50775388,1.93466571,0.40889744,1.01559253,0.01603352,0.03849861,0.13153655,0.06725435,0.62773597
-5.50175088,2.02108193,0.43097882,1.05185352,0.01609022,0.04130409,0.13788235,0.07145221,0.66128552
-5.49574787,2.11138626,0.45368114,1.09238900,0.01622023,0.04413660,0.14370960,0.07558061,0.69483731
-5.48974487,2.20513140,0.47688397,1.13708232,0.01642279,0.04698086,0.14894286,0.07960857,0.72817768
-5.48374187,2.30187330,0.50047440,1.18578954,0.01669629,0.04982292,0.15351844,0.08350734,0.76110984
-5.47773887,2.40118228,0.52435006,1.23834459,0.01703836,0.05265042,0.15738648,0.08725093,0.79345774
-5.47173587,2.50264816,0.54842053,1.29456118,0.01744596,0.05545274,0.16051247,0.09081646,0.82506815
-5.46573287,2.60587904,0.57260721,1.35423121,0.01791543,0.05822093,0.16287825,0.09418431,0.85581084
-5.45972986,2.71049342,0.59684129,1.41711947,0.01844250,0.06094750,0.16448240,0.09733818,0.88557674
-5.45372686,2.81610645,0.62106026,1.48295523,0.01902225,0.06362604,0.16534009,0.10026489,0.91427426
-5.44772386,2.92231112,0.64520286,1.55142112,0.01964911,0.06625073,0.16548219,0.10295405,0.94182400
-5.44172086,3.02865596,0.66920305,1.62214048,0.02031673,0.06881564,0.16495402,0.10539754,0.96815233
-5.43571786,3.13462110,0.69298327,1.69466410,0.02101797,0.07131412,0.16381343,0.10758904,0.99318411
-5.42971486,3.23959483,0.71644770,1.76845793,0.02174480,0.07373800,0.16212865,0.10952330,1.01683541
-5.42371186,3.34285290,0.73947591,1.84289293,0.02248828,0.07607700,0.15997579,0.11119559,1.03900654
-5.41770885,3.44354284,0.76191756,1.91723857,0.02323855,0.07831814,0.15743619,0.11260107,1.05957623
-5.41170585,3.54067522,0.78358880,1.99066107,0.02398483,0.08044539,0.15459382,0.11373436,1.07839730
-5.40570285,3.63312353,0.80427055,2.06222753,0.02471558,0.08243941,0.15153273,0.11458914,1.09529454
-5.39969985,3.71963392,0.82370934,2.13091630,0.02541854,0.08427768,0.14833473,0.11515802,1.11006482
-5.39369685,3.79884515,0.84162056,2.19563418,0.02608101,0.08593477,0.14507735,0.11543253,1.12247992
-5.38769385,3.86931878,0.85769449,2.25523991,0.02669006,0.08738295,0.14183221,0.11540337,1.13229195
-5.38169085,3.92957858,0.87160466,2.30857359,0.02723282,0.08859302,0.13866375,0.11506080,1.13924110
-5.37568784,3.97815773,0.88301837,2.35449077,0.02769684,0.08953532,0.13562838,0.11439527,1.14306566
-5.36968484,4.01365167,0.89160892,2.39189974,0.02807042,0.09018096,0.13277406,0.11339809,1.14351348
-5.36368184,4.03477379,0.89706875,2.41980043,0.02834298,0.09050315,0.13014015,0.11206233,1.14035455
-5.35767884,4.04041131,0.89912303,2.43732272,0.02850544,0.09047845,0.12775770,0.11038362,1.13339374
-5.35167584,4.02967795,0.89754275,2.44376234,0.02855050,0.09008812,0.12564979,0.10836103,1.12248311
-5.34567284,4.00196066,0.89215669,2.43861227,0.02847295,0.08931923,0.12383216,0.10599782,1.10753299
-5.33966983,3.95695744,0.88286146,2.42158780,0.02826991,0.08816562,0.12231382,0.10330211,1.08852114
-5.33366683,3.89470400,0.86962913,2.39264400,0.02794094,0.08662856,0.12109775,0.10028728,1.06549939
-5.32766383,3.81558763,0.85251194,2.35198416,0.02748813,0.08471720,0.12018146,0.09697226,1.03859738
-5.32166083,3.72034722,0.83164377,2.30005895,0.02691607,0.08244856,0.11955756,0.09338153,1.00802302
-5.31565783,3.61005915,0.80723828,2.23755595,0.02623175,0.07984731,0.11921413,0.08954481,0.97405977
-5.30965483,3.48610974,0.77958382,2.16538009,0.02544435,0.07694512,0.11913508,0.08549665,0.93706058
-5.30365183,3.35015554,0.74903531,2.08462589,0.02456496,0.07377980,0.11930040,0.08127564,0.89743906
-5.29764882,3.20407331,0.71600363,1.99654287,0.02360627,0.07039414,0.11968635,0.07692354,0.85565810
-5.29164582,3.04990240,0.68094286,1.90249580,0.02258214,0.06683457,0.12026572,0.07248420,0.81221669
-5.28564282,2.88978217,0.64433630,1.80392165,0.02150717,0.06314972,0.12100813,0.06800246,0.76763547
-5.27963982,2.72588760,0.60668165,1.70228547,0.02039632,0.05938893,0.12188048,0.06352289,0.72244185
-5.27363682,2.56036618,0.56847636,1.59903699,0.01926438,0.05560075,0.12284751,0.05908868,0.67715531
-5.26763382,2.39527865,0.53020353,1.49557005,0.01812563,0.05183160,0.12387273,0.05474053,0.63227366
-5.26163082,2.23254649,0.49231923,1.39318637,0.01699344,0.04812449,0.12491937,0.05051564,0.58826073
-5.25562781,2.07390774,0.45524155,1.29306512,0.01587997,0.04451805,0.12595176,0.04644694,0.54553609
-5.24962481,1.92088298,0.41934174,1.19623931,0.01479589,0.04104569,0.12693678,0.04256244,0.50446711
-5.24362181,1.77475207,0.38493793,1.10357938,0.01375021,0.03773510,0.12784547,0.03888482,0.46536354
-5.23761881,1.63654192,0.35229113,1.01578438,0.01275023,0.03460793,0.12865479,0.03543120,0.42847465
-5.23161581,1.50702501,0.32160377,0.93338036,0.01180144,0.03167980,0.12934926,0.03221317,0.39398890
-5.22561281,1.38672757,0.29302059,0.85672540,0.01090762,0.02896050,0.12992250,0.02923696,0.36203592
-5.21960980,1.27594622,0.26663139,0.78602049,0.01007096,0.02645435,0.13037861,0.02650386,0.33269035
-5.21360680,1.17477129,0.24247557,0.72132501,0.00929218,0.02416083,0.13073303,0.02401064,0.30597733
-5.20760380,1.08311510,0.22054787,0.66257578,0.00857079,0.02207522,0.13101316,0.02175024,0.28187907
-5.20160080,1.00074311,0.20080506,0.60960820,0.00790534,0.02018935,0.13125823,0.01971240,0.26034204
-5.19559780,0.92730617,0.18317295,0.56217841,0.00729364,0.01849242,0.13151880,0.01788440,0.24128440
-5.18959480,0.86237207,0.16755356,0.51998525,0.00673302,0.01697177,0.13185547,0.01625175,0.22460319
-5.18359180,0.80545506,0.15383195,0.48269092,0.00622066,0.01561361,0.13233708,0.01479887,0.21018102
-5.17758879,0.75604200,0.14188254,0.44993981,0.00575376,0.01440367,0.13303837,0.01350970,0.19789180
-5.17158579,0.71361443,0.13157456,0.42137461,0.00532976,0.01332783,0.13403713,0.01236826,0.18760563
-5.16558279,0.67766618,0.12277670,0.39664962,0.00494658,0.01237253,0.13541103,0.01135908,0.17919242
-5.15957979,0.64771630,0.11536070,0.37544102,0.00460271,0.01152519,0.13723420,0.01046753,0.17252450
-5.15357679,0.62331762,0.10920407,0.35745420,0.00429735,0.01077440,0.13957387,0.00968013,0.16747813
-5.14757379,0.60406149,0.10419179,0.34242852,0.00403047,0.01011015,0.14248703,0.00898464,0.16393409
-5.14157079,0.58957930,0.10021730,0.33013980,0.00380288,0.00952386,0.14601749,0.00837017,0.16177758
-5.13556778,0.57954174,0.09718280,0.32040111,0.00361618,0.00900838,0.15019342,0.00782717,0.16089761
-5.12956478,0.57365663,0.09499910,0.31306240,0.00347279,0.00855795,0.15502542,0.00734741,0.16118606
-5.12356178,0.57166623,0.09358507,0.30800952,0.00337583,0.00816811,0.16050550,0.00692379,0.16253673
-5.11755878,0.57334489,0.09286700,0.30516315,0.00332908,0.00783560,0.16660666,0.00655032,0.16484454
-5.11155578,0.57849754,0.09277789,0.30447803,0.00333682,0.00755821,0.17328352,0.00622192,0.16800503
-5.10555278,0.58695964,0.09325683,0.30594279,0.00340373,0.00733474,0.18047361,0.00593430,0.17191424
-5.09954977,0.59859883,0.09424854,0.30958064,0.00353472,0.00716485,0.18809945,0.00568385,0.17646916
-5.09354677,0.61331812,0.09570314,0.31545083,0.00373472,0.00704902,0.19607130,0.00546751,0.18156859
-5.08754377,0.63106063,0.09757610,0.32365087,0.00400851,0.00698854,0.20429034,0.00528272,0.18711450
-5.08154077,0.65181526,0.09982844,0.33431919,0.00436051,0.00698542,0.21265218,0.00512734,0.19301371
-5.07553777,0.67562290,0.10242700,0.34763789,0.00479452,0.00704241,0.22105035,0.00499964,0.19917982
-5.06953477,0.70258215,0.10534487,0.36383512,0.00531352,0.00716299,0.22937988,0.00489828,0.20553510
-5.06353177,0.73285411,0.10856175,0.38318657,0.00591942,0.00735133,0.23754034,0.00482234,0.21201240
-5.05752876,0.76666506,0.11206423,0.40601548,0.00661280,0.00761229,0.24543861,0.00477132,0.21855666
-5.05152576,0.80430656,0.11584593,0.43269066,0.00739276,0.00795131,0.25299086,0.00474520,0.22512610
-5.04552276,0.84613208,0.11990738,0.46362200,0.00825668,0.00837433,0.26012399,0.00474445,0.23169277
-5.03951976,0.89254979,0.12425556,0.49925319,0.00920005,0.00888762,0.26677623,0.00477005,0.23824255
-5.03351676,0.94401115,0.12890320,0.54005116,0.01021643,0.00949757,0.27289707,0.00482354,0.24477444
-5.02751376,1.00099524,0.13386774,0.58649241,0.01129733,0.01021043,0.27844649,0.00490698,0.25129925
-5.02151076,1.06398902,0.13916990,0.63904608,0.01243224,0.01103199,0.28339375,0.00502293,0.25783772
-5.01550775,1.13346404,0.14483216,0.69815419,0.01360875,0.01196725,0.28771572,0.00517444,0.26441815
-5.00950475,1.20985023,0.15087694,0.76420940,0.01481268,0.01301995,0.29139498,0.00536498,0.27107371
-5.00350175,1.29350781,0.15732479,0.83753117,0.01602835,0.01419224,0.29441800,0.00559835,0.27783963
-4.99749875,1.38469841,0.16419257,0.91834092,0.01723886,0.01548425,0.29677337,0.00587861,0.28475039
-4.99149575,1.48355682,0.17149177,1.00673753,0.01842654,0.01689369,0.29845042,0.00621000,0.29183714
-4.98549275,1.59006471,0.17922709,1.10267405,0.01957337,0.01841553,0.29943821,0.00659679,0.29912553
-4.97948974,1.70402772,0.18739541,1.20593704,0.02066146,0.02004174,0.29972515,0.00704325,0.30663402
-4.97348674,1.82505748,0.19598517,1.31612973,0.02167364,0.02176115,0.29929912,0.00755346,0.31437287
-4.96748374,1.95255977,0.20497630,1.43266021,0.02259391,0.02355936,0.29814814,0.00813130,0.32234391
-4.96148074,2.08572990,0.21434071,1.55473566,0.02340805,0.02541886,0.29626165,0.00878035,0.33054101
-4.95547774,2.22355629,0.22404341,1.68136373,0.02410404,0.02731927,0.29363214,0.00950379,0.33895129
-4.94947474,2.36483273,0.23404415,1.81136156,0.02467254,0.02923768,0.29025700,0.01030438,0.34755710
-4.94347174,2.50817957,0.24429972,1.94337294,0.02510725,0.03114921,0.28614064,0.01118445,0.35633851
-4.93746873,2.65207360,0.25476659,2.07589355,0.02540521,0.03302764,0.28129651,0.01214581,0.36527631
-4.93146573,2.79488609,0.26540407,2.20730411,0.02556695,0.03484619,0.27574887,0.01318980,0.37435529
-4.92546273,2.93492791,0.27617762,2.33591043,0.02559666,0.03657838,0.26953436,0.01431723,0.38356763
-4.91945973,3.07050026,0.28706230,2.45998959,0.02550212,0.03819889,0.26270301,0.01552842,0.39291619
-4.91345673,3.19994944,0.29804618,2.57784042,0.02529463,0.03968456,0.25531872,0.01682318,0.40241754
-4.90745373,3.32172341,0.30913345,2.68783684,0.02498882,0.04101516,0.24745922,0.01820078,0.41210448
-4.90145073,3.43442789,0.32034712,2.78848176,0.02460242,0.04217432,0.23921530,0.01965993,0.42202797
-4.89544772,3.53687978,0.33173112,2.87845951,0.02415589,0.04315015,0.23068947,0.02119878,0.43225811
-4.88944472,3.62815527,0.34335156,2.95668458,0.02367212,0.04393584,0.22199415,0.02281482,0.44288434
-4.88344172,3.70763063,0.35529709,3.02234434,0.02317595,0.04452998,0.21324928,0.02450485,0.45401451
-4.87743872,3.77501331,0.36767818,3.07493395,0.02269380,0.04493677,0.20457956,0.02626487,0.46577287
-4.87143572,3.83036193,0.38062518,3.11428151,0.02225323,0.04516593,0.19611151,0.02809002,0.47829698
-4.86543272,3.87409361,0.39428529,3.14056209,0.02188247,0.04523246,0.18797022,0.02997451,0.49173361
-4.85942971,3.90697799,0.40881819,3.15429981,0.02161002,0.04515607,0.18027625,0.03191147,0.50623359
-4.85342671,3.93011756,0.42439067,3.15635734,0.02146415,0.04496059,0.17314238,0.03389292,0.52194589
-4.84742371,3.94491479,0.44117008,3.14791293,0.02147247,0.04467302,0.16667073,0.03590970,0.53901103
-4.84142071,3.95302678,0.45931706,3.13042566,0.02166147,0.04432263,0.16095000,0.03795143,0.55755398
-4.83541771,3.95630902,0.47897751,3.10558980,0.02205601,0.04393979,0.15605311,0.04000650,0.57767696
-4.82941471,3.95675022,0.50027427,3.07528004,0.02267881,0.04355495,0.15203524,0.04206212,0.59945225
-4.82341171,3.95640043,0.52329872,3.04148944,0.02354990,0.04319745,0.14893226,0.04410437,0.62291535
-4.81740870,3.95729527,0.54810257,3.00626236,0.02468603,0.04289450,0.14675973,0.04611833,0.64805881
-4.81140570,3.96137910,0.57469042,2.97162489,0.02610009,0.04267024,0.14551232,0.04808826,0.67482702
-4.80540270,3.97042996,0.60301315,2.93951529,0.02780046,0.04254487,0.14516385,0.04999774,0.70311214
-4.79939970,3.98598935,0.63296269,2.91171711,0.02979040,0.04253403,0.14566773,0.05182996,0.73275150
-4.79339670,4.00929942,0.66436847,2.88979732,0.03206745,0.04264831,0.14695805,0.05356793,0.76352666
-4.78739370,4.04125004,0.69699563,2.87505187,0.03462288,0.04289298,0.14895103,0.05519482,0.79516417
-4.78139070,4.08233789,0.73054549,2.86846047,0.03744121,0.04326794,0.15154701,0.05669420,0.82733824
-4.77538769,4.13263909,0.76465813,2.87065234,0.04049992,0.04376779,0.15463282,0.05805035,0.85967527
-4.76938469,4.19179639,0.79891740,2.88188406,0.04376925,0.04438222,0.15808451,0.05924857,0.89176015
-4.76338169,4.25902173,0.83285809,2.90203024,0.04721227,0.04509639,0.16177033,0.06027545,0.92314436
-4.75737869,4.33311376,0.86597535,2.93058731,0.05078508,0.04589156,0.16555399,0.06111912,0.95335538
-4.75137569,4.41249002,0.89773589,2.96669017,0.05443742,0.04674581,0.16929792,0.06176944,0.98190754
-4.74537269,4.49523258,0.92759098,3.00914110,0.05811338,0.04763474,0.17286668,0.06221829,1.00831356
-4.73936968,4.57914536,0.95499047,3.05644974,0.06175251,0.04853234,0.17613018,0.06245961,1.03209681
-4.73336668,4.66182139,0.97939775,3.10688268,0.06529110,0.04941175,0.17896681,0.06248961,1.05280363
-4.72736368,4.74071729,1.00030480,3.15852091,0.06866374,0.05024604,0.18126626,0.06230681,1.07001539
-4.72136068,4.81323261,1.01724701,3.20932294,0.07180499,0.05100896,0.18293202,0.06191205,1.08335988
-4.71535768,4.87679108,1.02981715,3.25719142,0.07465126,0.05167563,0.18388343,0.06130854,1.09252161
-4.70935468,4.92892100,1.03767791,3.30004088,0.07714263,0.05222306,0.18405729,0.06050176,1.09725073
-4.70335168,4.96733202,1.04057256,3.33586428,0.07922472,0.05263070,0.18340888,0.05949943,1.09737014
-4.69734867,4.98998561,1.03833334,3.36279598,0.08085046,0.05288084,0.18191258,0.05831134,1.09278064
-4.69134567,4.99515716,1.03088713,3.37916924,0.08198160,0.05295885,0.17956177,0.05694927,1.08346397
-4.68534267,4.98148740,1.01825833,3.38356615,0.08259001,0.05285348,0.17636834,0.05542674,1.06948357
-4.67933967,4.94802193,1.00056870,3.37485863,0.08265869,0.05255688,0.17236165,0.05375888,1.05098316
-4.67333667,4.89423762,0.97803422,3.35223931,0.08218234,0.05206471,0.16758709,0.05196217,1.02818316
-4.66733367,4.82005542,0.95095916,3.31524146,0.08116761,0.05137603,0.16210425,0.05005422,1.00137515
-4.66133067,4.72583955,0.91972754,3.26374777,0.07963286,0.05049326,0.15598477,0.04805354,0.97091457
-4.65532766,4.61238357,0.88479244,3.19798791,0.07760760,0.04942197,0.14931005,0.04597926,0.93721208
-4.64932466,4.48088428,0.84666347,3.11852561,0.07513151,0.04817069,0.14216878,0.04385093,0.90072370
-4.64332166,4.33290475,0.80589301,3.02623601,0.07225318,0.04675064,0.13465446,0.04168820,0.86194028
-4.63731866,4.17032826,0.76306183,2.92227449,0.06902854,0.04517543,0.12686292,0.03951063,0.82137656
-4.63131566,3.99530497,0.71876439,2.80803852,0.06551914,0.04346080,0.11889004,0.03733745,0.77956021
-4.62531266,3.81019348,0.67359467,2.68512410,0.06179036,0.04162420,0.11082957,0.03518728,0.73702116
-4.61930965,3.61749933,0.62813276,2.55527860,0.05790947,0.03968450,0.10277126,0.03307799,0.69428154
-4.61330665,3.41981260,0.58293282,2.42035171,0.05394390,0.03766158,0.09479915,0.03102644,0.65184640
-4.60730365,3.21974659,0.53851263,2.28224616,0.04995953,0.03557600,0.08699033,0.02904832,0.61019556
-4.60130065,3.01987929,0.49534501,2.14286997,0.04601922,0.03344862,0.07941389,0.02715798,0.56977653
-4.59529765,2.82269935,0.45385138,2.00409141,0.04218153,0.03130021,0.07213025,0.02536825,0.53099877
-4.58929465,2.63055773,0.41439732,1.86769801,0.03849977,0.02915117,0.06519082,0.02369034,0.49422922
-4.58329165,2.44562616,0.37729031,1.73536058,0.03502126,0.02702118,0.05863788,0.02213371,0.45978923
-4.57728864,2.26986294,0.34277941,1.60860289,0.03178699,0.02492892,0.05250487,0.02070598,0.42795268
-4.57128564,2.10498673,0.31105675,1.48877743,0.02883143,0.02289184,0.04681681,0.01941282,0.39894541
-4.56528264,1.95245833,0.28226065,1.37704758,0.02618271,0.02092594,0.04159094,0.01825799,0.37294579
-4.55927964,1.81347038,0.25648006,1.27437609,0.02386290,0.01904564,0.03683761,0.01724325,0.35008634
-4.55327664,1.68894477,0.23376000,1.18151969,0.02188857,0.01726370,0.03256118,0.01636842,0.33045633
-4.54727364,1.57953713,0.21410783,1.09902954,0.02027143,0.01559111,0.02876111,0.01563141,0.31410516
-4.54127064,1.48564783,0.19749997,1.02725693,0.01901899,0.01403721,0.02543300,0.01502837,0.30104645
-4.53526763,1.40743868,0.18388872,0.96636376,0.01813536,0.01260965,0.02256971,0.01455373,0.29126267
-4.52926463,1.34485447,0.17320915,0.91633707,0.01762192,0.01131455,0.02016241,0.01420045,0.28471017
-4.52326163,1.29764830,0.16538547,0.87700685,0.01747798,0.01015664,0.01820155,0.01396019,0.28132428
-4.51725863,1.26540972,0.16033703,0.84806659,0.01770131,0.00913944,0.01667775,0.01382350,0.28102459
-4.51125563,1.24759451,0.15798344,0.82909551,0.01828859,0.00826543,0.01558260,0.01378014,0.28371985
-4.50525263,1.24355511,0.15824879,0.81958192,0.01923562,0.00753626,0.01490920,0.01381930,0.28931251
-4.49924962,1.25257038,0.16106489,0.81894676,0.02053748,0.00695293,0.01465264,0.01392990,0.29770266
-4.49324662,1.27387378,0.16637325,0.82656669,0.02218840,0.00651602,0.01481023,0.01410080,0.30879109
