energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,3.27722795,-3.27722794,0.01524664,-0.01524664,0.00000000,-0.00000000,0.01871310,-0.01871310,0.53834206,-0.53834205,1.36391971,-1.36391970,1.23929506,-1.23929506,0.02906564,-0.02906564,1.27380770,-1.27380769
-5.89194597,3.40925367,-3.40925366,0.01605568,-0.01605568,0.00000000,-0.00000000,0.01870160,-0.01870160,0.56752570,-0.56752569,1.43423795,-1.43423795,1.29080691,-1.29080690,0.02936770,-0.02936770,1.31717823,-1.31717823
-5.88594297,3.53738597,-3.53738596,0.01683960,-0.01683960,0.00000000,-0.00000000,0.01863213,-0.01863213,0.59631525,-0.59631525,1.50171135,-1.50171135,1.34245377,-1.34245377,0.02957361,-0.02957361,1.35837607,-1.35837607
-5.87993997,3.65973069,-3.65973068,0.01758634,-0.01758634,0.00000000,-0.00000000,0.01850629,-0.01850629,0.62431047,-0.62431047,1.56515357,-1.56515357,1.39363452,-1.39363452,0.02967810,-0.02967810,1.39673345,-1.39673345
-5.87393697,3.77429615,-3.77429615,0.01828377,-0.01828377,0.00000000,-0.00000000,0.01832591,-0.01832591,0.65108533,-0.65108532,1.62337851,-1.62337851,1.44365995,-1.44365995,0.02967670,-0.02967670,1.43156807,-1.43156806
-5.86793397,3.87904945,-3.87904944,0.01892003,-0.01892003,0.00000000,-0.00000000,0.01809309,-0.01809309,0.67619863,-0.67619863,1.67523654,-1.67523654,1.49176843,-1.49176843,0.02956601,-0.02956601,1.46220464,-1.46220464
-5.86193097,3.97197874,-3.97197873,0.01948390,-0.01948390,0.00000000,-0.00000000,0.01781026,-0.01781026,0.69920605,-0.69920604,1.71965123,-1.71965123,1.53714615,-1.53714614,0.02934395,-0.02934395,1.48799789,-1.48799789
-5.85592796,4.05115913,-4.05115913,0.01996518,-0.01996518,0.00000000,-0.00000000,0.01748015,-0.01748015,0.71967313,-0.71967313,1.75565490,-1.75565490,1.57895128,-1.57895127,0.02900996,-0.02900996,1.50835574,-1.50835574
-5.84992496,4.11481935,-4.11481934,0.02035497,-0.02035497,0.00000000,-0.00000000,0.01710588,-0.01710588,0.73718883,-0.73718883,1.78242153,-1.78242153,1.61634123,-1.61634123,0.02856523,-0.02856523,1.52276190,-1.52276190
-5.84392196,4.16140627,-4.16140627,0.02064605,-0.02064605,0.00000000,-0.00000000,0.01669100,-0.01669100,0.75137896,-0.75137895,1.79929549,-1.79929549,1.64850185,-1.64850185,0.02801281,-0.02801281,1.53079660,-1.53079660
-5.83791896,4.18964457,-4.18964456,0.02083305,-0.02083305,0.00000000,-0.00000000,0.01623951,-0.01623951,0.76191903,-0.76191903,1.80581486,-1.80581486,1.67467737,-1.67467737,0.02735769,-0.02735769,1.53215457,-1.53215457
-5.83191596,4.19858855,-4.19858855,0.02091274,-0.02091274,0.00000000,-0.00000000,0.01575588,-0.01575588,0.76854597,-0.76854597,1.80172824,-1.80172824,1.69419982,-1.69419982,0.02660681,-0.02660681,1.52665948,-1.52665948
-5.82591296,4.18766404,-4.18766404,0.02088409,-0.02088409,0.00000000,-0.00000000,0.01524505,-0.01524505,0.77106813,-0.77106813,1.78700432,-1.78700432,1.70651649,-1.70651648,0.02576897,-0.02576897,1.51427401,-1.51427401
-5.81990995,4.15669803,-4.15669803,0.02074836,-0.02074836,0.00000000,-0.00000000,0.01471241,-0.01471241,0.76937308,-0.76937308,1.76183386,-1.76183387,1.71121421,-1.71121421,0.02485471,-0.02485471,1.49510505,-1.49510505
-5.81390695,4.10593499,-4.10593499,0.02050904,-0.02050904,0.00000000,-0.00000000,0.01416375,-0.01416375,0.76343301,-0.76343301,1.72662390,-1.72662390,1.70803934,-1.70803934,0.02387606,-0.02387606,1.46940397,-1.46940397
-5.80790395,4.03603865,-4.03603865,0.02017182,-0.02017182,0.00000000,-0.00000000,0.01360517,-0.01360517,0.75330732,-0.75330732,1.68198458,-1.68198458,1.69691230,-1.69691230,0.02284629,-0.02284629,1.43756153,-1.43756153
-5.80190095,3.94807939,-3.94807940,0.01974435,-0.01974435,0.00000000,-0.00000000,0.01304298,-0.01304298,0.73914232,-0.73914233,1.62870931,-1.62870931,1.67793612,-1.67793612,0.02177957,-0.02177957,1.40009803,-1.40009803
-5.79589795,3.84350753,-3.84350753,0.01923603,-0.01923603,0.00000000,-0.00000000,0.01248360,-0.01248360,0.72116804,-0.72116804,1.56774899,-1.56774899,1.65139834,-1.65139835,0.02069059,-0.02069059,1.35764882,-1.35764882
-5.78989495,3.72411358,-3.72411359,0.01865773,-0.01865773,0.00000000,-0.00000000,0.01193338,-0.01193338,0.69969226,-0.69969226,1.50018173,-1.50018173,1.61776622,-1.61776623,0.01959418,-0.01959418,1.31094589,-1.31094589
-5.78389195,3.59197730,-3.59197731,0.01802144,-0.01802144,0.00000000,-0.00000000,0.01139845,-0.01139845,0.67509207,-0.67509207,1.42717918,-1.42717919,1.57767534,-1.57767534,0.01850490,-0.01850490,1.26079637,-1.26079637
-5.77788894,3.44940740,-3.44940741,0.01733990,-0.01733990,0.00000000,-0.00000000,0.01088458,-0.01088458,0.64780318,-0.64780318,1.34997115,-1.34997115,1.53191200,-1.53191200,0.01743666,-0.01743666,1.20805868,-1.20805869
-5.77188594,3.29887457,-3.29887458,0.01662621,-0.01662621,0.00000000,-0.00000000,0.01039699,-0.01039699,0.61830760,-0.61830760,1.26980970,-1.26980970,1.48139026,-1.48139026,0.01640235,-0.01640235,1.15361746,-1.15361746
-5.76588294,3.14294045,-3.14294046,0.01589346,-0.01589346,0.00000000,-0.00000000,0.00994020,-0.00994020,0.58711995,-0.58711995,1.18793446,-1.18793447,1.42712442,-1.42712443,0.01541353,-0.01541353,1.09835814,-1.09835815
-5.75987994,2.98418533,-2.98418533,0.01515437,-0.01515437,0.00000000,-0.00000000,0.00951792,-0.00951792,0.55477318,-0.55477318,1.10554017,-1.10554017,1.37019823,-1.37019823,0.01448012,-0.01448012,1.04314228,-1.04314229
-5.75387694,2.82513728,-2.82513729,0.01442091,-0.01442091,0.00000000,-0.00000000,0.00913289,-0.00913289,0.52180411,-0.52180411,1.02374763,-1.02374764,1.31173195,-1.31173195,0.01361022,-0.01361022,0.98878439,-0.98878439
-5.74787394,2.66820542,-2.66820543,0.01370402,-0.01370402,0.00000000,-0.00000000,0.00878684,-0.00878684,0.48873930,-0.48873930,0.94357916,-0.94357916,1.25284876,-1.25284877,0.01280992,-0.01280992,0.93603123,-0.93603124
-5.74187094,2.51561948,-2.51561949,0.01301334,-0.01301334,0.00000000,-0.00000000,0.00848039,-0.00848039,0.45608183,-0.45608183,0.86593880,-0.86593881,1.19464174,-1.19464175,0.01208326,-0.01208326,0.88554421,-0.88554421
-5.73586793,2.36937771,-2.36937772,0.01235704,-0.01235704,0.00000000,-0.00000000,0.00821304,-0.00821304,0.42429934,-0.42429934,0.79159810,-0.79159811,1.13814263,-1.13814264,0.01143219,-0.01143219,0.83788530,-0.83788530
-5.72986493,2.23120458,-2.23120459,0.01174163,-0.01174163,0.00000000,-0.00000000,0.00798323,-0.00798323,0.39381370,-0.39381370,0.72118721,-0.72118722,1.08429366,-1.08429366,0.01085663,-0.01085663,0.79350699,-0.79350699
-5.72386193,2.10251934,-2.10251934,0.01117194,-0.01117194,0.00000000,-0.00000000,0.00778835,-0.00778835,0.36499267,-0.36499267,0.65519142,-0.65519142,1.03392324,-1.03392324,0.01035459,-0.01035459,0.75274633,-0.75274634
-5.71785893,1.98441594,-1.98441595,0.01065108,-0.01065108,0.00000000,-0.00000000,0.00762484,-0.00762484,0.33814354,-0.33814354,0.59395272,-0.59395272,0.98772640,-0.98772641,0.00992234,-0.00992234,0.71582309,-0.71582310
-5.71185593,1.87765447,-1.87765447,0.01018046,-0.01018046,0.00000000,-0.00000000,0.00748835,-0.00748835,0.31350904,-0.31350904,0.53767584,-0.53767585,0.94625044,-0.94625044,0.00955464,-0.00955464,0.68284186,-0.68284186
-5.70585293,1.78266354,-1.78266354,0.00975996,-0.00975996,0.00000000,-0.00000000,0.00737389,-0.00737389,0.29126538,-0.29126538,0.48643824,-0.48643824,0.90988600,-0.90988600,0.00924498,-0.00924498,0.65379779,-0.65379780
-5.69984992,1.69955307,-1.69955307,0.00938802,-0.00938802,0.00000000,-0.00000000,0.00727596,-0.00727596,0.27152246,-0.27152246,0.44020308,-0.44020309,0.87886381,-0.87886381,0.00898588,-0.00898588,0.62858553,-0.62858554
-5.69384692,1.62813617,-1.62813618,0.00906185,-0.00906185,0.00000000,-0.00000000,0.00718883,-0.00718883,0.25432601,-0.25432601,0.39883472,-0.39883472,0.85325680,-0.85325680,0.00876921,-0.00876921,0.60701078,-0.60701078
-5.68784392,1.56795885,-1.56795885,0.00877764,-0.00877764,0.00000000,-0.00000000,0.00710667,-0.00710667,0.23966148,-0.23966148,0.36211556,-0.36211556,0.83298719,-0.83298719,0.00858646,-0.00858646,0.58880391,-0.58880391
-5.68184092,1.51833592,-1.51833592,0.00853079,-0.00853079,0.00000000,-0.00000000,0.00702381,-0.00702381,0.22745961,-0.22745961,0.32976385,-0.32976385,0.81783823,-0.81783823,0.00842906,-0.00842906,0.57363499,-0.57363499
-5.67583792,1.47839157,-1.47839157,0.00831616,-0.00831616,0.00000000,-0.00000000,0.00693491,-0.00693491,0.21760309,-0.21760309,0.30145137,-0.30145137,0.80746973,-0.80746974,0.00828867,-0.00828867,0.56112954,-0.56112955
-5.66983492,1.44710286,-1.44710286,0.00812828,-0.00812828,0.00000000,-0.00000000,0.00683512,-0.00683512,0.20993436,-0.20993437,0.27682068,-0.27682069,0.80143680,-0.80143680,0.00815741,-0.00815741,0.55088449,-0.55088449
-5.66383192,1.42334447,-1.42334448,0.00796162,-0.00796162,0.00000000,-0.00000000,0.00672029,-0.00672029,0.20426406,-0.20426406,0.25550120,-0.25550120,0.79921093,-0.79921093,0.00802814,-0.00802814,0.54248363,-0.54248363
-5.65782891,1.40593333,-1.40593333,0.00781073,-0.00781073,0.00000000,-0.00000000,0.00658705,-0.00658705,0.20037985,-0.20037985,0.23712373,-0.23712374,0.80020264,-0.80020264,0.00789458,-0.00789458,0.53551216,-0.53551216
-5.65182591,1.39367158,-1.39367158,0.00767048,-0.00767048,0.00000000,-0.00000000,0.00643291,-0.00643291,0.19805546,-0.19805546,0.22133324,-0.22133324,0.80378483,-0.80378483,0.00775149,-0.00775149,0.52956996,-0.52956996
-5.64582291,1.38538678,-1.38538678,0.00753619,-0.00753620,0.00000000,-0.00000000,0.00625633,-0.00625633,0.19705948,-0.19705948,0.20779943,-0.20779943,0.80931619,-0.80931619,0.00759477,-0.00759477,0.52428307,-0.52428307
-5.63981991,1.37996832,-1.37996832,0.00740374,-0.00740374,0.00000000,-0.00000000,0.00605673,-0.00605673,0.19716382,-0.19716382,0.19622526,-0.19622526,0.81616368,-0.81616368,0.00742149,-0.00742149,0.51931338,-0.51931338
-5.63381691,1.37639919,-1.37639919,0.00726965,-0.00726965,0.00000000,-0.00000000,0.00583445,-0.00583445,0.19815152,-0.19815152,0.18635319,-0.18635319,0.82372373,-0.82372373,0.00722991,-0.00722991,0.51436625,-0.51436625
-5.62781391,1.37378252,-1.37378252,0.00713116,-0.00713116,0.00000000,-0.00000000,0.00559071,-0.00559071,0.19982372,-0.19982372,0.17796934,-0.17796934,0.83144128,-0.83144128,0.00701944,-0.00701944,0.50919608,-0.50919608
-5.62181091,1.37136245,-1.37136245,0.00698622,-0.00698622,0.00000000,-0.00000000,0.00532754,-0.00532754,0.20200552,-0.20200552,0.17090551,-0.17090551,0.83882637,-0.83882637,0.00679057,-0.00679057,0.50360987,-0.50360987
-5.61580790,1.36853911,-1.36853911,0.00683353,-0.00683353,0.00000000,-0.00000000,0.00504764,-0.00504764,0.20455077,-0.20455077,0.16503939,-0.16503939,0.84546760,-0.84546760,0.00654477,-0.00654477,0.49746887,-0.49746887
-5.60980490,1.36487757,-1.36487757,0.00667246,-0.00667246,0.00000000,-0.00000000,0.00475426,-0.00475426,0.20734542,-0.20734542,0.16029307,-0.16029307,0.85104242,-0.85104242,0.00628437,-0.00628437,0.49068842,-0.49068842
-5.60380190,1.36011083,-1.36011083,0.00650305,-0.00650305,0.00000000,-0.00000000,0.00445111,-0.00445111,0.21030948,-0.21030948,0.15662997,-0.15662997,0.85532369,-0.85532369,0.00601241,-0.00601241,0.48323636,-0.48323636
-5.59779890,1.35413711,-1.35413711,0.00632591,-0.00632591,0.00000000,-0.00000000,0.00414212,-0.00414212,0.21339753,-0.21339753,0.15405066,-0.15405066,0.85818265,-0.85818265,0.00573250,-0.00573250,0.47512995,-0.47512995
-5.59179590,1.34701161,-1.34701161,0.00614219,-0.00614219,0.00000000,-0.00000000,0.00383141,-0.00383141,0.21659766,-0.21659766,0.15258750,-0.15258750,0.85958806,-0.85958806,0.00544868,-0.00544868,0.46643179,-0.46643179
-5.58579290,1.33893336,-1.33893336,0.00595349,-0.00595349,0.00000000,-0.00000000,0.00352310,-0.00352310,0.21992905,-0.21992905,0.15229853,-0.15229853,0.85960163,-0.85960163,0.00516524,-0.00516524,0.45724488,-0.45724488
-5.57978989,1.33022749,-1.33022749,0.00576176,-0.00576176,0.00000000,-0.00000000,0.00322122,-0.00322122,0.22343805,-0.22343805,0.15326085,-0.15326085,0.85837005,-0.85837005,0.00488667,-0.00488667,0.44770694,-0.44770694
-5.57378689,1.32132383,-1.32132383,0.00556927,-0.00556927,0.00000000,-0.00000000,0.00292964,-0.00292964,0.22719309,-0.22719309,0.15556351,-0.15556351,0.85611370,-0.85611370,0.00461747,-0.00461747,0.43798442,-0.43798442
-5.56778389,1.31273234,-1.31273234,0.00537847,-0.00537847,0.00000000,-0.00000000,0.00265198,-0.00265198,0.23127849,-0.23127849,0.15930038,-0.15930038,0.85311271,-0.85311271,0.00436210,-0.00436210,0.42826623,-0.42826623
-5.56178089,1.30501642,-1.30501642,0.00519201,-0.00519201,0.00000000,-0.00000000,0.00239159,-0.00239159,0.23578743,-0.23578743,0.16456300,-0.16456300,0.84969066,-0.84969066,0.00412490,-0.00412490,0.41875747,-0.41875747
-5.55577789,1.29876494,-1.29876494,0.00501260,-0.00501260,0.00000000,-0.00000000,0.00215155,-0.00215155,0.24081441,-0.24081441,0.17143376,-0.17143376,0.84619682,-0.84619682,0.00391010,-0.00391010,0.40967327,-0.40967327
-5.54977489,1.29456401,-1.29456401,0.00484298,-0.00484298,0.00000000,-0.00000000,0.00193470,-0.00193470,0.24644737,-0.24644737,0.17997953,-0.17997953,0.84298734,-0.84298734,0.00372175,-0.00372175,0.40123292,-0.40123292
-5.54377189,1.29296953,-1.29296953,0.00468588,-0.00468588,0.00000000,-0.00000000,0.00174363,-0.00174363,0.25275999,-0.25275999,0.19024587,-0.19024587,0.84040645,-0.84040645,0.00356374,-0.00356374,0.39365447,-0.39365447
-5.53776888,1.29448152,-1.29448152,0.00454397,-0.00454397,0.00000000,-0.00000000,0.00158084,-0.00158084,0.25980441,-0.25980441,0.20225217,-0.20225217,0.83876833,-0.83876832,0.00343990,-0.00343990,0.38714977,-0.38714977
-5.53176588,1.29952131,-1.29952131,0.00441978,-0.00441978,0.00000000,-0.00000000,0.00144874,-0.00144874,0.26760472,-0.26760472,0.21598764,-0.21598764,0.83834042,-0.83834042,0.00335397,-0.00335397,0.38192019,-0.38192019
-5.52576288,1.30841242,-1.30841242,0.00431576,-0.00431576,0.00000000,-0.00000000,0.00134978,-0.00134978,0.27615166,-0.27615166,0.23140847,-0.23140847,0.83932910,-0.83932910,0.00330973,-0.00330973,0.37815301,-0.37815301
-5.51975988,1.32136587,-1.32136587,0.00423412,-0.00423412,0.00000000,-0.00000000,0.00128656,-0.00128656,0.28539867,-0.28539867,0.24843614,-0.24843614,0.84186822,-0.84186822,0.00331103,-0.00331103,0.37601848,-0.37601848
-5.51375688,1.33847071,-1.33847071,0.00417692,-0.00417692,0.00000000,-0.00000000,0.00126193,-0.00126193,0.29525963,-0.29525963,0.26695701,-0.26695701,0.84601117,-0.84601117,0.00336193,-0.00336193,0.37566764,-0.37566764
-5.50775388,1.35968988,-1.35968988,0.00414596,-0.00414596,0.00000000,-0.00000000,0.00127907,-0.00127907,0.30560851,-0.30560851,0.28682316,-0.28682316,0.85172686,-0.85172686,0.00346670,-0.00346670,0.37723073,-0.37723073
-5.50175088,1.38486178,-1.38486178,0.00414280,-0.00414280,0.00000000,-0.00000000,0.00134159,-0.00134159,0.31628090,-0.31628090,0.30785450,-0.30785450,0.85889981,-0.85889981,0.00362991,-0.00362991,0.38081629,-0.38081629
-5.49574787,1.41370719,-1.41370719,0.00416869,-0.00416869,0.00000000,-0.00000000,0.00145361,-0.00145361,0.32707753,-0.32707753,0.32984206,-0.32984206,0.86733438,-0.86733437,0.00385648,-0.00385648,0.38651072,-0.38651072
-5.48974487,1.44584128,-1.44584128,0.00422461,-0.00422461,0.00000000,-0.00000000,0.00161976,-0.00161976,0.33776959,-0.33776959,0.35255227,-0.35255227,0.87676290,-0.87676290,0.00415166,-0.00415166,0.39437819,-0.39437819
-5.48374187,1.48078995,-1.48078995,0.00431117,-0.00431117,0.00000000,-0.00000000,0.00184521,-0.00184521,0.34810581,-0.34810580,0.37573225,-0.37573225,0.88685740,-0.88685740,0.00452102,-0.00452102,0.40446082,-0.40446082
-5.47773887,1.51800956,-1.51800956,0.00442864,-0.00442864,0.00000000,-0.00000000,0.00213562,-0.00213562,0.35782083,-0.35782083,0.39911568,-0.39911568,0.89724422,-0.89724421,0.00497037,-0.00497037,0.41677891,-0.41677891
-5.47173587,1.55690904,-1.55690904,0.00457690,-0.00457690,0.00000000,-0.00000000,0.00249710,-0.00249710,0.36664470,-0.36664470,0.42242912,-0.42242912,0.90752078,-0.90752078,0.00550564,-0.00550564,0.43133110,-0.43133110
-5.46573287,1.59687314,-1.59687314,0.00475542,-0.00475542,0.00000000,-0.00000000,0.00293602,-0.00293602,0.37431294,-0.37431294,0.44539860,-0.44539860,0.91727378,-0.91727378,0.00613271,-0.00613271,0.44809432,-0.44809432
-5.45972986,1.63728554,-1.63728554,0.00496323,-0.00496323,0.00000000,-0.00000000,0.00345892,-0.00345892,0.38057681,-0.38057681,0.46775607,-0.46775607,0.92609764,-0.92609764,0.00685722,-0.00685722,0.46702338,-0.46702338
-5.45372686,1.67755068,-1.67755068,0.00519892,-0.00519892,0.00000000,-0.00000000,0.00407223,-0.00407223,0.38521325,-0.38521325,0.48924556,-0.48924556,0.93361245,-0.93361245,0.00768428,-0.00768428,0.48805027,-0.48805027
-5.44772386,1.71711314,-1.71711314,0.00546063,-0.00546063,0.00000000,-0.00000000,0.00478200,-0.00478200,0.38803411,-0.38803411,0.50962883,-0.50962883,0.93948055,-0.93948055,0.00861817,-0.00861817,0.51108302,-0.51108301
-5.44172086,1.75547382,-1.75547382,0.00574599,-0.00574599,0.00000000,-0.00000000,0.00559367,-0.00559367,0.38889419,-0.38889419,0.52869025,-0.52869025,0.94342073,-0.94342073,0.00966204,-0.00966204,0.53600426,-0.53600426
-5.43571786,1.79220208,-1.79220208,0.00605221,-0.00605221,0.00000000,-0.00000000,0.00651162,-0.00651162,0.38769773,-0.38769773,0.54624086,-0.54624086,0.94521966,-0.94521966,0.01081749,-0.01081749,0.56266968,-0.56266968
-5.42971486,1.82694372,-1.82694373,0.00637602,-0.00637602,0.00000000,-0.00000000,0.00753892,-0.00753892,0.38440311,-0.38440311,0.56212143,-0.56212143,0.94474000,-0.94474000,0.01208429,-0.01208429,0.59090639,-0.59090639
-5.42371186,1.85942460,-1.85942460,0.00671375,-0.00671375,0.00000000,-0.00000000,0.00867687,-0.00867687,0.37902553,-0.37902553,0.57620461,-0.57620461,0.94192488,-0.94192489,0.01345997,-0.01345997,0.62051165,-0.62051165
-5.41770885,1.88945025,-1.88945026,0.00706136,-0.00706136,0.00000000,-0.00000000,0.00992470,-0.00992470,0.37163761,-0.37163761,0.58839609,-0.58839610,0.93679897,-0.93679897,0.01493954,-0.01493954,0.65125210,-0.65125210
-5.41170585,1.91690208,-1.91690208,0.00741449,-0.00741449,0.00000000,-0.00000000,0.01127923,-0.01127923,0.36236789,-0.36236789,0.59863491,-0.59863491,0.92946598,-0.92946598,0.01651526,-0.01651526,0.68286386,-0.68286386
-5.40570285,1.94173083,-1.94173083,0.00776857,-0.00776857,0.00000000,-0.00000000,0.01273452,-0.01273452,0.35139740,-0.35139740,0.60689297,-0.60689297,0.92010333,-0.92010333,0.01817638,-0.01817638,0.71505381,-0.71505381
-5.39969985,1.96394844,-1.96394844,0.00811889,-0.00811889,0.00000000,-0.00000000,0.01428174,-0.01428174,0.33895447,-0.33895447,0.61317401,-0.61317401,0.90895433,-0.90895433,0.01990916,-0.01990916,0.74750229,-0.74750229
-5.39369685,1.98361908,-1.98361908,0.00846075,-0.00846075,0.00000000,-0.00000000,0.01590895,-0.01590895,0.32530807,-0.32530807,0.61751208,-0.61751208,0.89631850,-0.89631850,0.02169679,-0.02169679,0.77986745,-0.77986745
-5.38769385,2.00085060,-2.00085060,0.00878958,-0.00878958,0.00000000,-0.00000000,0.01760110,-0.01760110,0.31075993,-0.31075994,0.61996975,-0.61996975,0.88254081,-0.88254081,0.02351963,-0.02351963,0.81179132,-0.81179132
-5.38169085,2.01578711,-2.01578711,0.00910106,-0.00910106,0.00000000,-0.00000000,0.01934008,-0.01934008,0.29563600,-0.29563600,0.62063611,-0.62063611,0.86800048,-0.86800049,0.02535543,-0.02535543,0.84290774,-0.84290774
-5.37568784,2.02860344,-2.02860344,0.00939131,-0.00939131,0.00000000,-0.00000000,0.02110492,-0.02110492,0.28027733,-0.28027733,0.61962482,-0.61962482,0.85309998,-0.85309999,0.02717979,-0.02717979,0.87285191,-0.87285191
-5.36968484,2.03950193,-2.03950193,0.00965700,-0.00965700,0.00000000,-0.00000000,0.02287213,-0.02287213,0.26503096,-0.26503096,0.61707204,-0.61707204,0.83825466,-0.83825466,0.02896666,-0.02896666,0.90127135,-0.90127134
-5.36368184,2.04871169,-2.04871169,0.00989553,-0.00989553,0.00000000,-0.00000000,0.02461612,-0.02461612,0.25024106,-0.25024106,0.61313452,-0.61313452,0.82388353,-0.82388353,0.03068903,-0.03068903,0.92783791,-0.92783791
-5.35767884,2.05649006,-2.05649006,0.01010514,-0.01010514,0.00000000,-0.00000000,0.02630979,-0.02630979,0.23624045,-0.23624046,0.60798760,-0.60798760,0.81040130,-0.81040131,0.03231964,-0.03231964,0.95226041,-0.95226041
-5.35167584,2.06312584,-2.06312584,0.01028503,-0.01028503,0.00000000,-0.00000000,0.02792515,-0.02792515,0.22334300,-0.22334300,0.60182327,-0.60182327,0.79821180,-0.79821180,0.03383182,-0.03383182,0.97429708,-0.97429708
-5.34567284,2.06894347,-2.06894347,0.01043542,-0.01043542,0.00000000,-0.00000000,0.02943412,-0.02943412,0.21183672,-0.21183672,0.59484797,-0.59484797,0.78770254,-0.78770255,0.03520032,-0.03520031,0.99376732,-0.99376732
