energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.26763382,1.90455195,0.36388920,1.00922362,0.02677127,0.07841372,0.01543362,0.32068787
-5.26163082,1.90648307,0.36207271,1.00598303,0.02574927,0.07767745,0.01518096,0.32473852
-5.25562781,1.90130224,0.35866496,0.99882184,0.02476817,0.07651836,0.01490015,0.32777199
-5.24962481,1.88936943,0.35374025,0.98795198,0.02385944,0.07496858,0.01459246,0.32980526
-5.24362181,1.87119790,0.34741074,0.97366552,0.02305531,0.07306904,0.01426066,0.33088070
-5.23761881,1.84743507,0.33982194,0.95632378,0.02238783,0.07086823,0.01390871,0.33106406
-5.23161581,1.81884029,0.33114735,0.93634497,0.02188797,0.06842073,0.01354146,0.33044182
-5.22561281,1.78626022,0.32158225,0.91419085,0.02158478,0.06578561,0.01316428,0.32911795
-5.21960980,1.75060275,0.31133723,0.89035287,0.02150453,0.06302468,0.01278286,0.32721023
-5.21360680,1.71280994,0.30063148,0.86533801,0.02166997,0.06020084,0.01240280,0.32484628
-5.20760380,1.67383100,0.28968623,0.83965486,0.02209957,0.05737633,0.01202950,0.32215927
-5.20160080,1.63459585,0.27871851,0.81380015,0.02280689,0.05461119,0.01166786,0.31928358
-5.19559780,1.59598990,0.26793538,0.78824611,0.02380001,0.05196182,0.01132215,0.31635046
-5.18959480,1.55883084,0.25752893,0.76342901,0.02508105,0.04947971,0.01099587,0.31348375
-5.18359180,1.52384791,0.24767198,0.73973891,0.02664580,0.04721049,0.01069170,0.31079592
-5.17758879,1.49166408,0.23851473,0.71751122,0.02848350,0.04519306,0.01041141,0.30838450
-5.17158579,1.46278188,0.23018230,0.69701984,0.03057671,0.04345912,0.01015588,0.30632893
-5.16558279,1.43757302,0.22277317,0.67847244,0.03290142,0.04203284,0.00992514,0.30468813
-5.15957979,1.41627225,0.21635851,0.66200767,0.03542726,0.04093079,0.00971835,0.30349873
-5.15357679,1.39897563,0.21098245,0.64769464,0.03811794,0.04016212,0.00953400,0.30277418
-5.14757379,1.38564341,0.20666296,0.63553447,0.04093192,0.03972890,0.00936993,0.30250467
-5.14157079,1.37610738,0.20339359,0.62546401,0.04382316,0.03962662,0.00922349,0.30265807
-5.13556778,1.37008254,0.20114566,0.61736162,0.04674219,0.03984485,0.00909171,0.30318178
-5.12956478,1.36718297,0.19987106,0.61105470,0.04963723,0.04036798,0.00897146,0.30400542
-5.12356178,1.36694114,0.19950538,0.60632895,0.05245554,0.04117606,0.00885961,0.30504447
-5.11755878,1.36883037,0.19997137,0.60293888,0.05514477,0.04224572,0.00875331,0.30620457
-5.11155578,1.37228949,0.20118251,0.60061939,0.05765443,0.04355103,0.00865010,0.30738645
-5.10555278,1.37674901,0.20304684,0.59909782,0.05993737,0.04506444,0.00854822,0.30849123
-5.09954977,1.38165798,0.20547068,0.59810636,0.06195112,0.04675773,0.00844676,0.30942607
-5.09354677,1.38651044,0.20836234,0.59739406,0.06365920,0.04860285,0.00834592,0.31010971
-5.08754377,1.39087071,0.21163577,0.59673837,0.06503227,0.05057282,0.00824721,0.31047789
-5.08154077,1.39439670,0.21521390,0.59595558,0.06604904,0.05264253,0.00815363,0.31048841
-5.07553777,1.39686026,0.21903190,0.59490991,0.06669696,0.05478953,0.00806985,0.31012550
-5.06953477,1.39816412,0.22304000,0.59352099,0.06697266,0.05699474,0.00800234,0.30940356
-5.06353177,1.39835465,0.22720607,0.59176944,0.06688210,0.05924313,0.00795950,0.30836991
-5.05752876,1.39763016,0.23151773,0.58970043,0.06644044,0.06152426,0.00795168,0.30710648
-5.05152576,1.39634433,0.23598402,0.58742500,0.06567169,0.06383282,0.00799122,0.30573051
-5.04552276,1.39500455,0.24063653,0.58511931,0.06460803,0.06616898,0.00809238,0.30439395
-5.03951976,1.39426517,0.24552990,0.58302150,0.06328900,0.06853864,0.00827120,0.30328174
-5.03351676,1.39491563,0.25074167,0.58142656,0.06176051,0.07095354,0.00854532,0.30260883
-5.02751376,1.39786344,0.25637130,0.58067895,0.06007361,0.07343111,0.00893371,0.30261602
-5.02151076,1.40411247,0.26253840,0.58116339,0.05828331,0.07599420,0.00945626,0.30356470
-5.01550775,1.41473649,0.26938000,0.58329377,0.05644728,0.07867046,0.01013339,0.30573040
-5.00950475,1.43084850,0.27704688,0.58750041,0.05462447,0.08149154,0.01098545,0.30939547
-5.00350175,1.45356639,0.28569897,0.59421602,0.05287386,0.08449199,0.01203215,0.31484071
-4.99749875,1.48397524,0.29549972,0.60386041,0.05125314,0.08770787,0.01329186,0.32233642
-4.99149575,1.52308738,0.30660966,0.61682453,0.04981751,0.09117517,0.01478084,0.33213273
-4.98549275,1.57180078,0.31917926,0.63345393,0.04861853,0.09492794,0.01651246,0.34444969
-4.97948974,1.63085726,0.33334120,0.65403244,0.04770299,0.09899640,0.01849638,0.35946718
-4.97348674,1.70080147,0.34920239,0.67876621,0.04711199,0.10340481,0.02073777,0.37731512
-4.96748374,1.78194237,0.36683607,0.70776902,0.04687997,0.10816956,0.02323653,0.39806419
-4.96148074,1.87431883,0.38627426,0.74104922,0.04703391,0.11329718,0.02598661,0.42171748
-4.95547774,1.97767092,0.40750114,0.77849912,0.04759266,0.11878280,0.02897548,0.44820357
-4.94947474,2.09141873,0.43044753,0.81988734,0.04856630,0.12460878,0.03218369,0.47737126
-4.94347174,2.21465044,0.45498710,0.86485485,0.04995574,0.13074397,0.03558470,0.50898660
-4.93746873,2.34612083,0.48093461,0.91291510,0.05175242,0.13714339,0.03914492,0.54273227
-4.93146573,2.48426177,0.50804635,0.96345879,0.05393819,0.14374867,0.04282395,0.57820993
-4.92546273,2.62720501,0.53602320,1.01576332,0.05648540,0.15048908,0.04657522,0.61494541
-4.91945973,2.77281786,0.56451633,1.06900719,0.05935725,0.15728325,0.05034681,0.65239709
-4.91345673,2.91875115,0.59313535,1.12228900,0.06250836,0.16404163,0.05408259,0.68996727
-4.90745373,3.06249858,0.62145907,1.17465076,0.06588559,0.17066938,0.05772362,0.72701632
-4.90145073,3.20146580,0.64904818,1.22510471,0.06942910,0.17706989,0.06120977,0.76287932
-4.89544772,3.33304696,0.67545965,1.27266292,0.07307373,0.18314846,0.06448154,0.79688466
-4.88944472,3.45470588,0.70026212,1.31636843,0.07675051,0.18881627,0.06748194,0.82837387
-4.88344172,3.56405872,0.72305170,1.35532677,0.08038843,0.19399413,0.07015848,0.85672212
-4.87743872,3.65895452,0.74346731,1.38873657,0.08391630,0.19861614,0.07246507,0.88135835
-4.87143572,3.73755008,0.76120496,1.41591776,0.08726473,0.20263268,0.07436382,0.90178428
-4.86543272,3.79837576,0.77602997,1.43633615,0.09036800,0.20601289,0.07582666,0.91759152
-4.85942971,3.84038882,0.78778681,1.44962318,0.09316604,0.20874622,0.07683663,0.92847579
-4.85342671,3.86301176,0.79640557,1.45558981,0.09560604,0.21084309,0.07738891,0.93424779
-4.84742371,3.86615352,0.80190501,1.45423384,0.09764399,0.21233446,0.07749136,0.93483998
-4.84142071,3.85021239,0.80439167,1.44574019,0.09924583,0.21327042,0.07716466,0.93030911
-4.83541771,3.81606007,0.80405518,1.43047407,0.10038824,0.21371769,0.07644203,0.92083410
-4.82941471,3.76500760,0.80115973,1.40896721,0.10105910,0.21375633,0.07536844,0.90670953
-4.82341171,3.69875451,0.79603233,1.38189783,0.10125745,0.21347555,0.07399939,0.88833493
-4.81740870,3.61932337,0.78904809,1.35006508,0.10099304,0.21296914,0.07239931,0.86620028
-4.81140570,3.52898287,0.78061348,1.31435925,0.10028553,0.21233045,0.07063954,0.84086842
-4.80540270,3.43016273,0.77114820,1.27572891,0.09916329,0.21164740,0.06879617,0.81295514
-4.79939970,3.32536443,0.76106668,1.23514658,0.09766191,0.21099771,0.06694749,0.78310783
-4.79339670,3.21707159,0.75076009,1.19357436,0.09582253,0.21044458,0.06517147,0.75198351
-4.78739370,3.10766410,0.74057962,1.15193097,0.09369000,0.21003316,0.06354316,0.72022734
-4.78139070,2.99933936,0.73082204,1.11106161,0.09131101,0.20978786,0.06213212,0.68845235
-4.77538769,2.89404407,0.72171805,1.07171178,0.08873230,0.20971087,0.06100010,0.65722116
-4.76938469,2.79341891,0.71342401,1.03450606,0.08599903,0.20978170,0.06019886,0.62703051
-4.76338169,2.69875811,0.70601738,0.99993250,0.08315327,0.20995804,0.05976837,0.59829887
-4.75737869,2.61098489,0.69949599,0.96833312,0.08023291,0.21017769,0.05973539,0.57135777
-4.75137569,2.53064309,0.69378103,0.93990045,0.07727075,0.21036158,0.06011243,0.54644672
-4.74537269,2.45790461,0.68872364,0.91468022,0.07429402,0.21041770,0.06089727,0.52371192
-4.73936968,2.39259124,0.68411447,0.89257956,0.07132423,0.21024563,0.06207292,0.50320853
-4.73336668,2.33420952,0.67969583,0.87338016,0.06837723,0.20974161,0.06360810,0.48490617
-4.72736368,2.28199596,0.67517560,0.85675554,0.06546373,0.20880368,0.06545822,0.46869725
-4.72136068,2.23497049,0.67024227,0.84229166,0.06258989,0.20733680,0.06756683,0.45440763
-4.71535768,2.19199504,0.66458035,0.82950951,0.05975814,0.20525757,0.06986750,0.44180900
-4.70935468,2.15183482,0.65788530,0.81788907,0.05696816,0.20249843,0.07228608,0.43063246
-4.70335168,2.11321931,0.64987748,0.80689327,0.05421775,0.19901105,0.07474322,0.42058250
-4.69734867,2.07490072,0.64031440,0.79599125,0.05150387,0.19476887,0.07715711,0.41135109
-4.69134567,2.03570764,0.62900090,0.78467990,0.04882341,0.18976855,0.07944636,0.40263107
-4.68534267,1.99459212,0.61579687,0.77250306,0.04617401,0.18403052,0.08153283,0.39412857
-4.67933967,1.95066873,0.60062230,0.75906785,0.04355455,0.17759847,0.08334437,0.38557395
-4.67333667,1.90324482,0.58345976,0.74405754,0.04096567,0.17053795,0.08481740,0.37673100
-4.66733367,1.85184128,0.56435414,0.72724085,0.03840991,0.16293410,0.08589910,0.36740421
-4.66133067,1.79620389,0.54341011,0.70847759,0.03589183,0.15488885,0.08654929,0.35744393
-4.65532766,1.73630540,0.52078737,0.68772057,0.03341792,0.14651754,0.08674175,0.34674948
-4.64932466,1.67233914,0.49669422,0.66501405,0.03099632,0.13794527,0.08646510,0.33527015
-4.64332166,1.60470494,0.47137977,0.64048905,0.02863659,0.12930316,0.08572311,0.32300428
-4.63731866,1.53398857,0.44512521,0.61435582,0.02634926,0.12072464,0.08453437,0.30999664
-4.63131566,1.46093588,0.41823470,0.58689404,0.02414542,0.11234192,0.08293154,0.29633430
-4.62531266,1.38642308,0.39102613,0.55844120,0.02203633,0.10428284,0.08096000,0.28214123
-4.61930965,1.31142453,0.36382219,0.52937976,0.02003302,0.09666802,0.07867613,0.26757208
-4.61330665,1.23697925,0.33694214,0.50012357,0.01814595,0.08960861,0.07614513,0.25280525
-4.60730365,1.16415766,0.31069434,0.47110415,0.01638473,0.08320444,0.07343866,0.23803575
-4.60130065,1.09402941,0.28536995,0.44275728,0.01475794,0.07754268,0.07063230,0.22346801
-4.59529765,1.02763345,0.26123773,0.41551037,0.01327304,0.07269695,0.06780290,0.20930898
-4.58929465,0.96595119,0.23854005,0.38977095,0.01193631,0.06872687,0.06502600,0.19576165
-4.58329165,0.90988314,0.21749011,0.36591660,0.01075293,0.06567799,0.06237343,0.18301938
-4.57728864,0.86022971,0.19827023,0.34428656,0.00972708,0.06358191,0.05991111,0.17126091
-4.57128564,0.81767629,0.18103118,0.32517513,0.00886212,0.06245673,0.05769714,0.16064635
-4.56528264,0.78278255,0.16589232,0.30882686,0.00816081,0.06230764,0.05578032,0.15131414
-4.55927964,0.75597613,0.15294241,0.29543370,0.00762550,0.06312758,0.05419905,0.14337885
-4.55327664,0.73755027,0.14224091,0.28513376,0.00725845,0.06489801,0.05298062,0.13693002
-4.54727364,0.72766499,0.13381967,0.27801176,0.00706197,0.06758972,0.05214099,0.13203174
-4.54127064,0.72635167,0.12768467,0.27410092,0.00703872,0.07116364,0.05168501,0.12872291
-4.53526763,0.73352019,0.12381793,0.27338595,0.00719183,0.07557169,0.05160690,0.12701824
-4.52926463,0.74896836,0.12217926,0.27580714,0.00752509,0.08075768,0.05189124,0.12690956
-4.52326163,0.77239309,0.12270792,0.28126514,0.00804302,0.08665815,0.05251408,0.12836757
-4.51725863,0.80340266,0.12532415,0.28962615,0.00875094,0.09320341,0.05344442,0.13134380
-4.51125563,0.84152983,0.12993045,0.30072758,0.00965497,0.10031851,0.05464569,0.13577261
-4.50525263,0.88624527,0.13641286,0.31438359,0.01076199,0.10792440,0.05607747,0.14157329
-4.49924962,0.93697104,0.14464208,0.33039073,0.01207955,0.11593913,0.05769707,0.14865205
-4.49324662,0.99309365,0.15447468,0.34853320,0.01361573,0.12427919,0.05946116,0.15690397
-4.48724362,1.05397685,0.16575438,0.36858790,0.01537896,0.13286092,0.06132730,0.16621479
-4.48124062,1.11897354,0.17831356,0.39032901,0.01737788,0.14160201,0.06325523,0.17646260
-4.47523762,1.18743704,0.19197503,0.41353216,0.01962103,0.15042310,0.06520804,0.18751943
-4.46923462,1.25873139,0.20655414,0.43797807,0.02211668,0.15924931,0.06715313,0.19925276
-4.46323162,1.33224081,0.22186130,0.46345569,0.02487253,0.16801186,0.06906290,0.21152695
-4.45722861,1.40737804,0.23770485,0.48976494,0.02789543,0.17664948,0.07091520,0.22420474
-4.45122561,1.48359177,0.25389424,0.51671876,0.03119117,0.18510982,0.07269361,0.23714868
-4.44522261,1.56037281,0.27024364,0.54414491,0.03476412,0.19335058,0.07438742,0.25022264
-4.43921961,1.63725915,0.28657555,0.57188706,0.03861699,0.20134038,0.07599151,0.26329337
-4.43321661,1.71383975,0.30272457,0.59980555,0.04275055,0.20905940,0.07750598,0.27623210
-4.42721361,1.78975695,0.31854109,0.62777761,0.04716336,0.21649955,0.07893570,0.28891612
-4.42121061,1.86470745,0.33389467,0.65569712,0.05185149,0.22366439,0.08028973,0.30123037
-4.41520760,1.93844177,0.34867706,0.68347385,0.05680833,0.23056854,0.08158069,0.31306900
-4.40920460,2.01076226,0.36280461,0.71103235,0.06202433,0.23723676,0.08282404,0.32433672
-4.40320160,2.08151956,0.37621999,0.73831028,0.06748684,0.24370263,0.08403739,0.33495004
-4.39719860,2.15060764,0.38889311,0.76525645,0.07317999,0.25000686,0.08523976,0.34483827
-4.39119560,2.21795756,0.40082119,0.79182848,0.07908460,0.25619535,0.08645094,0.35394420
-4.38519260,2.28353015,0.41202778,0.81799021,0.08517817,0.26231704,0.08769074,0.36222449
-4.37918959,2.34730779,0.42256099,0.84370895,0.09143496,0.26842158,0.08897843,0.36964968
-4.37318659,2.40928565,0.43249076,0.86895261,0.09782608,0.27455695,0.09033213,0.37620386
-4.36718359,2.46946271,0.44190531,0.89368696,0.10431974,0.28076717,0.09176824,0.38188397
-4.36118059,2.52783280,0.45090692,0.91787290,0.11088153,0.28709003,0.09330090,0.38669875
-4.35517759,2.58437605,0.45960707,0.94146410,0.11747473,0.29355510,0.09494160,0.39066748
-4.34917459,2.63905098,0.46812121,0.96440481,0.12406075,0.30018191,0.09669865,0.39381833
-4.34317159,2.69178744,0.47656317,0.98662814,0.13059950,0.30697851,0.09857680,0.39618661
-4.33716858,2.74248064,0.48503955,1.00805475,0.13704982,0.31394031,0.10057689,0.39781290
-4.33116558,2.79098632,0.49364416,1.02859187,0.14336993,0.32104925,0.10269551,0.39874104
-4.32516258,2.83711711,0.50245265,1.04813290,0.14951772,0.32827343,0.10492470,0.39901618
-4.31915958,2.88064030,0.51151768,1.06655731,0.15545116,0.33556696,0.10725179,0.39868286
-4.31315658,2.92127673,0.52086458,1.08373104,0.16112846,0.34287029,0.10965921,0.39778320
-4.30715358,2.95870117,0.53048789,1.09950718,0.16650833,0.35011073,0.11212447,0.39635534
