energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.18287229,-1.18287291,0.01230436,-0.01230459,0.18952716,-0.18952797,0.37933572,-0.37933474,0.25972913,-0.25973171,0.49782015,-0.49781842,0.00000000,-0.00000000
-5.99399700,1.19792643,-1.19792649,0.01161622,-0.01161642,0.18838568,-0.18838630,0.39085330,-0.39085229,0.25079315,-0.25079532,0.51449511,-0.51449338,0.00000000,-0.00000000
-5.98799400,1.21450625,-1.21450590,0.01103212,-0.01103230,0.18789509,-0.18789556,0.40199458,-0.40199359,0.24363382,-0.24363560,0.53060951,-0.53060784,0.00000000,-0.00000000
-5.98199100,1.23159958,-1.23159897,0.01054052,-0.01054067,0.18789286,-0.18789321,0.41238764,-0.41238673,0.23806605,-0.23806748,0.54571280,-0.54571126,0.00000000,-0.00000000
-5.97598799,1.24820698,-1.24820625,0.01012902,-0.01012915,0.18822090,-0.18822115,0.42168076,-0.42167999,0.23389921,-0.23390032,0.55936102,-0.55935966,0.00000000,-0.00000000
-5.96998499,1.26338229,-1.26338160,0.00978497,-0.00978508,0.18873200,-0.18873218,0.42955461,-0.42955401,0.23094697,-0.23094780,0.57113366,-0.57113255,0.00000000,-0.00000000
-5.96398199,1.27627099,-1.27627045,0.00949595,-0.00949604,0.18929579,-0.18929592,0.43573342,-0.43573304,0.22903652,-0.22903709,0.58065009,-0.58064926,0.00000000,-0.00000000
-5.95797899,1.28614465,-1.28614437,0.00925024,-0.00925032,0.18980375,-0.18980385,0.43999478,-0.43999464,0.22801662,-0.22801696,0.58758467,-0.58758418,0.00000000,-0.00000000
-5.95197599,1.29243026,-1.29243031,0.00903723,-0.00903730,0.19017332,-0.19017339,0.44217753,-0.44217765,0.22776438,-0.22776452,0.59168013,-0.59168001,0.00000000,-0.00000000
-5.94597299,1.29473298,-1.29473342,0.00884775,-0.00884781,0.19035071,-0.19035076,0.44218759,-0.44218798,0.22819035,-0.22819029,0.59275832,-0.59275858,0.00000000,-0.00000000
-5.93996998,1.29285165,-1.29285249,0.00867431,-0.00867436,0.19031256,-0.19031260,0.44000136,-0.44000203,0.22924186,-0.22924162,0.59072819,-0.59072885,0.00000000,-0.00000000
-5.93396698,1.28678627,-1.28678751,0.00851127,-0.00851131,0.19006621,-0.19006623,0.43566670,-0.43566762,0.23090447,-0.23090404,0.58559053,-0.58559158,0.00000000,-0.00000000
-5.92796398,1.27673759,-1.27673919,0.00835490,-0.00835494,0.18964865,-0.18964865,0.42930134,-0.42930250,0.23320154,-0.23320092,0.57743934,-0.57744076,0.00000000,-0.00000000
-5.92196098,1.26309865,-1.26310055,0.00820342,-0.00820345,0.18912428,-0.18912424,0.42108906,-0.42109042,0.23619190,-0.23619107,0.56645999,-0.56646176,0.00000000,-0.00000000
-5.91595798,1.24643926,-1.24644137,0.00805688,-0.00805691,0.18858147,-0.18858138,0.41127366,-0.41127519,0.23996587,-0.23996482,0.55292422,-0.55292630,0.00000000,-0.00000000
-5.90995498,1.22748402,-1.22748622,0.00791703,-0.00791705,0.18812820,-0.18812805,0.40015118,-0.40015283,0.24463976,-0.24463846,0.53718246,-0.53718480,0.00000000,-0.00000000
-5.90395198,1.20708529,-1.20708746,0.00778713,-0.00778714,0.18788697,-0.18788672,0.38806070,-0.38806243,0.25034907,-0.25034750,0.51965389,-0.51965643,0.00000000,-0.00000000
