energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.33948706,-0.93481800,0.68966524,-0.28947738,0.46687705,-0.12865206,0.06179686,-0.03251654,0.00000000,-0.00000000,0.01994087,-0.01179373,1.38081100,-0.56607550
-5.99399700,2.39459124,-0.94113101,0.70678303,-0.28974269,0.48132186,-0.13235887,0.06234193,-0.03248073,0.00000000,-0.00000000,0.02000807,-0.01209559,1.41430836,-0.56989594
-5.98799400,2.44648910,-0.95261613,0.72304030,-0.29191583,0.49516643,-0.13674825,0.06277141,-0.03259135,0.00000000,-0.00000000,0.02006748,-0.01242415,1.44602040,-0.57694739
-5.98199100,2.49484425,-0.96910070,0.73836241,-0.29601993,0.50831938,-0.14178799,0.06308339,-0.03283213,0.00000000,-0.00000000,0.02012167,-0.01277381,1.47575143,-0.58713461
-5.97598799,2.53933925,-0.99036511,0.75268621,-0.30206133,0.52068961,-0.14744090,0.06327609,-0.03318545,0.00000000,-0.00000000,0.02017236,-0.01313865,1.50331791,-0.60033161
-5.96998499,2.57967589,-1.01615668,0.76595888,-0.31003095,0.53218725,-0.15366714,0.06334777,-0.03363331,0.00000000,-0.00000000,0.02022033,-0.01351276,1.52854830,-0.61638950
-5.96398199,2.61557664,-1.04620331,0.77813668,-0.31990549,0.54272515,-0.16042651,0.06329665,-0.03415834,0.00000000,-0.00000000,0.02026537,-0.01389046,1.55128353,-0.63514432
-5.95797899,2.64678751,-1.08022659,0.78918374,-0.33164857,0.55222075,-0.16768073,0.06312089,-0.03474473,0.00000000,-0.00000000,0.02030629,-0.01426662,1.57137818,-0.65642451
-5.95197599,2.67308222,-1.11795371,0.79907102,-0.34521162,0.56059838,-0.17539546,0.06281876,-0.03537903,0.00000000,-0.00000000,0.02034103,-0.01463687,1.58870234,-0.68005789
-5.94597299,2.69426758,-1.15912781,0.80777542,-0.36053484,0.56779179,-0.18354217,0.06238881,-0.03605085,0.00000000,-0.00000000,0.02036677,-0.01499780,1.60314415,-0.70587778
-5.93996998,2.71018975,-1.20351645,0.81527930,-0.37754798,0.57374689,-0.19209958,0.06183008,-0.03675336,0.00000000,-0.00000000,0.02038014,-0.01534708,1.61461281,-0.73372819
-5.93396698,2.72074113,-1.25091776,0.82157032,-0.39617110,0.57842449,-0.20105470,0.06114245,-0.03748350,0.00000000,-0.00000000,0.02037744,-0.01568357,1.62304201,-0.76346777
-5.92796398,2.72586738,-1.30116422,0.82664155,-0.41631529,0.58180291,-0.21040342,0.06032693,-0.03824211,0.00000000,-0.00000000,0.02035489,-0.01600733,1.62839352,-0.79497255
-5.92196098,2.72557407,-1.35412365,0.83049210,-0.43788333,0.58388024,-0.22015050,0.05938597,-0.03903371,0.00000000,-0.00000000,0.02030889,-0.01631955,1.63066060,-0.82813714
-5.91595798,2.71993248,-1.40969749,0.83312788,-0.46077028,0.58467611,-0.23030903,0.05832375,-0.03986610,0.00000000,-0.00000000,0.02023628,-0.01662247,1.62987113,-0.86287454
-5.90995498,2.70908397,-1.46781634,0.83456269,-0.48486397,0.58423286,-0.24089929,0.05714642,-0.04074975,0.00000000,-0.00000000,0.02013460,-0.01691917,1.62609001,-0.89911436
-5.90395198,2.69324253,-1.52843283,0.83481926,-0.51004533,0.58261577,-0.25194701,0.05586229,-0.04169697,0.00000000,-0.00000000,0.02000225,-0.01721339,1.61942073,-0.93679961
-5.89794897,2.67269509,-1.59151196,0.83393043,-0.53618853,0.57991259,-0.26348112,0.05448191,-0.04272106,0.00000000,-0.00000000,0.01983870,-0.01750922,1.61000577,-0.97588198
-5.89194597,2.64779922,-1.65701946,0.83194000,-0.56316085,0.57623194,-0.27553099,0.05301809,-0.04383518,0.00000000,-0.00000000,0.01964457,-0.01781087,1.59802572,-1.01631591
