energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-3.11255628,0.42259800,0.00001738,0.01867509,0.03517946,0.09256156,0.29696011,0.05060852,0.00000000
-3.10655328,0.46651960,0.00001899,0.02073841,0.03902392,0.10272134,0.32719840,0.05603325,0.00000000
-3.10055028,0.51235507,0.00002072,0.02286937,0.04299951,0.11322547,0.35887721,0.06166298,0.00000000
-3.09454727,0.55944138,0.00002252,0.02504272,0.04705688,0.12394639,0.39151185,0.06742345,0.00000000
-3.08854427,0.60706159,0.00002437,0.02723010,0.05114087,0.13474154,0.42458417,0.07323287,0.00000000
-3.08254127,0.65445457,0.00002622,0.02940064,0.05519154,0.14545619,0.45754875,0.07900326,0.00000000
-3.07653827,0.70082864,0.00002804,0.03152170,0.05914545,0.15592708,0.48984194,0.08464228,0.00000000
-3.07053527,0.74537867,0.00002980,0.03355978,0.06293731,0.16598676,0.52089324,0.09005547,0.00000000
-3.06453227,0.78730616,0.00003145,0.03548153,0.06650173,0.17546865,0.55013891,0.09514879,0.00000000
-3.05852926,0.82584128,0.00003298,0.03725488,0.06977523,0.18421242,0.57703710,0.09983141,0.00000000
-3.05252626,0.86026631,0.00003435,0.03885021,0.07269825,0.19206965,0.60108386,0.10401871,0.00000000
-3.04652326,0.88993912,0.00003554,0.04024145,0.07521718,0.19890954,0.62182932,0.10763518,0.00000000
-3.04052026,0.91431575,0.00003652,0.04140725,0.07728628,0.20462434,0.63889332,0.11061727,0.00000000
-3.03451726,0.93297103,0.00003728,0.04233198,0.07886942,0.20913426,0.65197966,0.11291602,0.00000000
-3.02851426,0.94561614,0.00003780,0.04300654,0.07994151,0.21239180,0.66088826,0.11449922,0.00000000
-3.02251126,0.95211232,0.00003810,0.04342913,0.08048958,0.21438505,0.66552464,0.11535322,0.00000000
-3.01650825,0.95247992,0.00003817,0.04360564,0.08051348,0.21513996,0.66590622,0.11548407,0.00000000
-3.01050525,0.94690238,0.00003803,0.04354990,0.08002607,0.21472144,0.66216500,0.11491812,0.00000000
-3.00450225,0.93572483,0.00003769,0.04328362,0.07905299,0.21323317,0.65454656,0.11370194,0.00000000
-2.99849925,0.91944732,0.00003719,0.04283609,0.07763193,0.21081611,0.64340530,0.11190154,0.00000000
-2.99249625,0.89871292,0.00003656,0.04224364,0.07581146,0.20764581,0.62919601,0.10960106,0.00000000
-2.98649325,0.87429120,0.00003585,0.04154881,0.07364945,0.20392858,0.61246227,0.10690077,0.00000000
-2.98049025,0.84705764,0.00003510,0.04079938,0.07121121,0.19989655,0.59382198,0.10391462,0.00000000
-2.97448724,0.81796991,0.00003438,0.04004716,0.06856734,0.19580203,0.57395065,0.10076742,0.00000000
-2.96848424,0.78804186,0.00003375,0.03934667,0.06579139,0.19191105,0.55356308,0.09759161,0.00000000
-2.96248124,0.75831613,0.00003327,0.03875378,0.06295752,0.18849663,0.53339403,0.09452392,0.00000000
-2.95647824,0.72983647,0.00003300,0.03832420,0.06013819,0.18583164,0.51417871,0.09170191,0.00000000
-2.95047524,0.70362047,0.00003303,0.03811205,0.05740191,0.18418177,0.49663344,0.08926050,0.00000000
-2.94447224,0.68063369,0.00003341,0.03816843,0.05481127,0.18379862,0.48143736,0.08732861,0.00000000
-2.93846923,0.66176571,0.00003422,0.03854007,0.05242126,0.18491310,0.46921544,0.08602603,0.00000000
-2.93246623,0.64780882,0.00003552,0.03926808,0.05027787,0.18772934,0.46052323,0.08546045,0.00000000
-2.92646323,0.63943962,0.00003737,0.04038683,0.04841714,0.19241928,0.45583382,0.08572490,0.00000000
-2.92046023,0.63720387,0.00003982,0.04192304,0.04686465,0.19911789,0.45552688,0.08689542,0.00000000
-2.91445723,0.64150474,0.00004293,0.04389493,0.04563534,0.20791921,0.45988032,0.08902920,0.00000000
-2.90845423,0.65259461,0.00004672,0.04631171,0.04473384,0.21887334,0.46906421,0.09216301,0.00000000
-2.90245123,0.67057023,0.00005123,0.04917312,0.04415513,0.23198427,0.48313730,0.09631214,0.00000000
-2.89644822,0.69537132,0.00005646,0.05246928,0.04388565,0.24720863,0.50204592,0.10146966,0.00000000
-2.89044522,0.72678249,0.00006242,0.05618073,0.04390457,0.26445555,0.52562524,0.10760618,0.00000000
-2.88444222,0.76443829,0.00006910,0.06027861,0.04418545,0.28358736,0.55360283,0.11467000,0.00000000
-2.87843922,0.80783135,0.00007646,0.06472518,0.04469798,0.30442137,0.58560448,0.12258774,0.00000000
-2.87243622,0.85632336,0.00008447,0.06947441,0.04540986,0.32673267,0.62116201,0.13126542,0.00000000
-2.86643322,0.90915880,0.00009306,0.07447289,0.04628869,0.35025786,0.65972321,0.14059000,0.00000000
-2.86043022,0.96548129,0.00010216,0.07966079,0.04730382,0.37469972,0.70066357,0.15043134,0.00000000
-2.85442721,1.02435209,0.00011170,0.08497314,0.04842802,0.39973281,0.74329972,0.16064472,0.00000000
-2.84842421,1.08477076,0.00012158,0.09034114,0.04963900,0.42500985,0.78690433,0.17107365,0.00000000
-2.84242121,1.14569738,0.00013170,0.09569359,0.05092058,0.45016876,0.83072228,0.18155317,0.00000000
-2.83641821,1.20607601,0.00014196,0.10095852,0.05226360,0.47484032,0.87398763,0.19191338,0.00000000
-2.83041521,1.26485873,0.00015225,0.10606469,0.05366639,0.49865613,0.91594115,0.20198332,0.00000000
-2.82441221,1.32102982,0.00016247,0.11094322,0.05513484,0.52125676,0.95584786,0.21159487,0.00000000
-2.81840920,1.37362924,0.00017252,0.11552910,0.05668203,0.54229986,0.99301412,0.22058679,0.00000000
-2.81240620,1.42177476,0.00018231,0.11976262,0.05832747,0.56146791,1.02680376,0.22880857,0.00000000
-2.80640320,1.46468194,0.00019176,0.12359070,0.06009587,0.57847547,1.05665267,0.23612413,0.00000000
-2.80040020,1.50168144,0.00020080,0.12696788,0.06201560,0.59307563,1.08208136,0.24241508,0.00000000
-2.79439720,1.53223272,0.00020940,0.12985727,0.06411676,0.60506535,1.10270508,0.24758355,0.00000000
-2.78839420,1.55593384,0.00021752,0.13223110,0.06642911,0.61428968,1.11824101,0.25155436,0.00000000
-2.78239120,1.57252698,0.00022514,0.13407102,0.06897977,0.62064454,1.12851230,0.25427654,0.00000000
-2.77638819,1.58189928,0.00023228,0.13536812,0.07179097,0.62407800,1.13344882,0.25572406,0.00000000
-2.77038519,1.58407923,0.00023897,0.13612267,0.07487778,0.62459014,1.13308461,0.25589582,0.00000000
-2.76438219,1.57922871,0.00024524,0.13634356,0.07824609,0.62223129,1.12755212,0.25481483,0.00000000
-2.75837919,1.56763115,0.00025117,0.13604756,0.08189090,0.61709897,1.11707367,0.25252669,0.00000000
-2.75237619,1.54967639,0.00025683,0.13525829,0.08579498,0.60933356,1.10195036,0.24909738,0.00000000
-2.74637319,1.52584308,0.00026233,0.13400518,0.08992805,0.59911294,1.08254924,0.24461060,0.00000000
-2.74037019,1.49667940,0.00026778,0.13232227,0.09424658,0.58664635,1.05928906,0.23916465,0.00000000
-2.73436718,1.46278319,0.00027332,0.13024702,0.09869408,0.57216780,1.03262560,0.23286903,0.00000000
-2.72836418,1.42478232,0.00027909,0.12781912,0.10320220,0.55592925,1.00303705,0.22584108,0.00000000
-2.72236118,1.38331622,0.00028529,0.12507952,0.10769232,0.53819392,0.97101008,0.21820252,0.00000000
-2.71635818,1.33901941,0.00029212,0.12206947,0.11207774,0.51923002,0.93702735,0.21007634,0.00000000
-2.71035518,1.29250763,0.00029982,0.11882986,0.11626643,0.49930498,0.90155677,0.20158397,0.00000000
-2.70435218,1.24436688,0.00030865,0.11540067,0.12016412,0.47868058,0.86504284,0.19284280,0.00000000
-2.69834917,1.19514583,0.00031894,0.11182067,0.12367765,0.45760896,0.82790042,0.18396436,0.00000000
-2.69234617,1.14535132,0.00033104,0.10812735,0.12671842,0.43632956,0.79051072,0.17505282,0.00000000
-2.68634317,1.09544696,0.00034536,0.10435695,0.12920585,0.41506701,0.75321957,0.16620416,0.00000000
-2.68034017,1.04585428,0.00036236,0.10054467,0.13107056,0.39402997,0.71633766,0.15750570,0.00000000
-2.67433717,0.99695589,0.00038255,0.09672490,0.13225721,0.37341066,0.68014234,0.14903614,0.00000000
-2.66833417,0.94910009,0.00040647,0.09293158,0.13272686,0.35338497,0.64488064,0.14086577,0.00000000
-2.66233117,0.90260612,0.00043472,0.08919841,0.13245868,0.33411298,0.61077292,0.13305709,0.00000000
-2.65632816,0.85776940,0.00046792,0.08555906,0.13145101,0.31573971,0.57801674,0.12566537,0.00000000
-2.65032516,0.81486615,0.00050670,0.08204720,0.12972159,0.29839578,0.54679052,0.11873937,0.00000000
-2.64432216,0.77415676,0.00055168,0.07869639,0.12730714,0.28219798,0.51725648,0.11232189,0.00000000
-2.63831916,0.73588765,0.00060344,0.07553979,0.12426213,0.26724951,0.48956280,0.10645024,0.00000000
-2.63231616,0.70029136,0.00066253,0.07260967,0.12065697,0.25363981,0.46384450,0.10115652,0.00000000
-2.62631316,0.66758471,0.00072939,0.06993674,0.11657560,0.24144403,0.44022332,0.09646767,0.00000000
-2.62031016,0.63796539,0.00080432,0.06754935,0.11211261,0.23072201,0.41880636,0.09240529,0.00000000
-2.61430715,0.61160701,0.00088750,0.06547257,0.10737017,0.22151700,0.39968382,0.08898535,0.00000000
-2.60830415,0.58865330,0.00097892,0.06372722,0.10245472,0.21385419,0.38292601,0.08621771,0.00000000
-2.60230115,0.56921173,0.00107834,0.06232893,0.09747375,0.20773906,0.36857994,0.08410556,0.00000000
-2.59629815,0.55334726,0.00118530,0.06128723,0.09253265,0.20315601,0.35666593,0.08264490,0.00000000
-2.59029515,0.54107682,0.00129909,0.06060488,0.08773192,0.20006716,0.34717447,0.08182410,0.00000000
-2.58429215,0.53236493,0.00141875,0.06027726,0.08316471,0.19841168,0.34006377,0.08162353,0.00000000
-2.57828914,0.52712102,0.00154307,0.06029215,0.07891482,0.19810575,0.33525828,0.08201550,0.00000000
-2.57228614,0.52519871,0.00167058,0.06062965,0.07505521,0.19904319,0.33264840,0.08296438,0.00000000
-2.56628314,0.52639740,0.00179965,0.06126258,0.07164700,0.20109702,0.33209151,0.08442710,0.00000000
-2.56028014,0.53046598,0.00192845,0.06215699,0.06873896,0.20412169,0.33341438,0.08635382,0.00000000
-2.55427714,0.53710880,0.00205504,0.06327308,0.06636748,0.20795623,0.33641687,0.08868895,0.00000000
-2.54827414,0.54599343,0.00217744,0.06456636,0.06455684,0.21242803,0.34087687,0.09137241,0.00000000
-2.54227114,0.55675997,0.00229371,0.06598895,0.06331986,0.21735715,0.34655611,0.09434103,0.00000000
-2.53626813,0.56903133,0.00240200,0.06749104,0.06265870,0.22256102,0.35320662,0.09753008,0.00000000
-2.53026513,0.58242399,0.00250067,0.06902248,0.06256581,0.22785929,0.36057751,0.10087477,0.00000000
-2.52426213,0.59655861,0.00258835,0.07053419,0.06302486,0.23307857,0.36842168,0.10431177,0.00000000
-2.51825913,0.61106990,0.00266407,0.07197971,0.06401173,0.23805686,0.37650205,0.10778046,0.00000000
-2.51225613,0.62561540,0.00272731,0.07331636,0.06549530,0.24264747,0.38459717,0.11122412,0.00000000
-2.50625313,0.63988256,0.00277810,0.07450637,0.06743817,0.24672221,0.39250572,0.11459064,0.00000000
-2.50025013,0.65359401,0.00281708,0.07551762,0.06979721,0.25017376,0.40004991,0.11783314,0.00000000
-2.49424712,0.66651072,0.00284556,0.07632417,0.07252403,0.25291706,0.40707749,0.12091008,0.00000000
-2.48824412,0.67843319,0.00286555,0.07690647,0.07556523,0.25488975,0.41346258,0.12378521,0.00000000
-2.48224112,0.68920070,0.00287980,0.07725124,0.07886277,0.25605172,0.41910522,0.12642711,0.00000000
-2.47623812,0.69868903,0.00289179,0.07735115,0.08235413,0.25638374,0.42392984,0.12880869,0.00000000
-2.47023512,0.70680679,0.00290572,0.07720428,0.08597270,0.25588541,0.42788292,0.13090639,0.00000000
-2.46423212,0.71349110,0.00292644,0.07681333,0.08964821,0.25457260,0.43093010,0.13269943,0.00000000
-2.45822911,0.71870278,0.00295944,0.07618481,0.09330734,0.25247446,0.43305299,0.13416906,0.00000000
-2.45222611,0.72242178,0.00301071,0.07532815,0.09687458,0.24963036,0.43424597,0.13529793,0.00000000
-2.44622311,0.72464296,0.00308664,0.07425484,0.10027326,0.24608685,0.43451329,0.13606965,0.00000000
-2.44022011,0.72537288,0.00319390,0.07297763,0.10342691,0.24189487,0.43386662,0.13646859,0.00000000
-2.43421711,0.72462743,0.00333928,0.07150986,0.10626079,0.23710731,0.43232320,0.13647990,0.00000000
-2.42821411,0.72243065,0.00352947,0.06986493,0.10870360,0.23177713,0.42990474,0.13608991,0.00000000
-2.42221111,0.71881464,0.00377091,0.06805596,0.11068927,0.22595592,0.42663692,0.13528660,0.00000000
-2.41620810,0.71382027,0.00406956,0.06609557,0.11215892,0.21969311,0.42254954,0.13406050,0.00000000
-2.41020510,0.70749858,0.00443065,0.06399591,0.11306256,0.21303563,0.41767711,0.13240549,0.00000000
-2.40420210,0.69991243,0.00485846,0.06176874,0.11336081,0.20602810,0.41205970,0.13031984,0.00000000
-2.39819910,0.69113809,0.00535609,0.05942562,0.11302624,0.19871329,0.40574390,0.12780712,0.00000000
-2.39219610,0.68126636,0.00592524,0.05697828,0.11204451,0.19113282,0.39878350,0.12487703,0.00000000
-2.38619310,0.67040296,0.00656597,0.05443885,0.11041495,0.18332804,0.39123999,0.12154601,0.00000000
-2.38019010,0.65866787,0.00727657,0.05182017,0.10815083,0.17534076,0.38318236,0.11783764,0.00000000
-2.37418709,0.64619351,0.00805335,0.04913607,0.10527904,0.16721393,0.37468642,0.11378259,0.00000000
-2.36818409,0.63312175,0.00889061,0.04640150,0.10183935,0.15899209,0.36583342,0.10941844,0.00000000
-2.36218109,0.61959985,0.00978056,0.04363263,0.09788322,0.15072153,0.35670804,0.10478899,0.00000000
-2.35617809,0.60577545,0.01071336,0.04084677,0.09347218,0.14245016,0.34739590,0.09994332,0.00000000
-2.35017509,0.59179112,0.01167723,0.03806231,0.08867594,0.13422712,0.33798069,0.09493467,0.00000000
-2.34417209,0.57777866,0.01265862,0.03529842,0.08357017,0.12610215,0.32854115,0.08981898,0.00000000
-2.33816908,0.56385371,0.01364246,0.03257479,0.07823429,0.11812472,0.31914815,0.08465347,0.00000000
-2.33216608,0.55011108,0.01461252,0.02991128,0.07274910,0.11034318,0.30986212,0.07949511,0.00000000
-2.32616308,0.53662122,0.01555174,0.02732759,0.06719459,0.10280377,0.30073095,0.07439922,0.00000000
-2.32016008,0.52342817,0.01644276,0.02484290,0.06164784,0.09554985,0.29178872,0.06941821,0.00000000
-2.31415708,0.51054921,0.01726837,0.02247557,0.05618125,0.08862118,0.28305525,0.06460055,0.00000000
-2.30815408,0.49797642,0.01801203,0.02024296,0.05086103,0.08205353,0.27453666,0.05999007,0.00000000
-2.30215108,0.48568008,0.01865839,0.01816132,0.04574609,0.07587851,0.26622685,0.05562561,0.00000000
-2.29614807,0.47361383,0.01919380,0.01624573,0.04088731,0.07012380,0.25810995,0.05154092,0.00000000
-2.29014507,0.46172136,0.01960673,0.01451026,0.03632722,0.06481357,0.25016353,0.04776509,0.00000000
-2.28414207,0.44994421,0.01988822,0.01296818,0.03209997,0.05996937,0.24236243,0.04432318,0.00000000
-2.27813907,0.43823031,0.02003217,0.01163230,0.02823175,0.05561110,0.23468297,0.04123716,0.00000000
-2.27213607,0.42654279,0.02003556,0.01051539,0.02474146,0.05175828,0.22710731,0.03852715,0.00000000
-2.26613307,0.41486846,0.01989857,0.00963068,0.02164155,0.04843142,0.21962763,0.03621272,0.00000000
-2.26013007,0.40322553,0.01962459,0.00899241,0.01893912,0.04565336,0.21225002,0.03431431,0.00000000
-2.25412706,0.39167012,0.01922010,0.00861631,0.01663707,0.04345061,0.20499759,0.03285464,0.00000000
-2.24812406,0.38030107,0.01869449,0.00852015,0.01473526,0.04185443,0.19791292,0.03185997,0.00000000
-2.24212106,0.36926283,0.01805975,0.00872415,0.01323166,0.04090174,0.19105937,0.03136121,0.00000000
-2.23611806,0.35874611,0.01733003,0.00925128,0.01212343,0.04063557,0.18452138,0.03139471,0.00000000
-2.23011506,0.34898619,0.01652127,0.01012739,0.01140777,0.04110521,0.17840358,0.03200273,0.00000000
-2.22411206,0.34025894,0.01565064,0.01138120,0.01108265,0.04236573,0.17282875,0.03323341,0.00000000
-2.21810905,0.33287445,0.01473608,0.01304402,0.01114730,0.04447705,0.16793468,0.03514037,0.00000000
-2.21210605,0.32716859,0.01379573,0.01514920,0.01160241,0.04750248,0.16387000,0.03778175,0.00000000
-2.20610305,0.32349271,0.01284745,0.01773137,0.01245012,0.05150658,0.16078921,0.04121873,0.00000000
-2.20010005,0.32220174,0.01190840,0.02082536,0.01369375,0.05655263,0.15884693,0.04551351,0.00000000
-2.19409705,0.32364110,0.01099456,0.02446488,0.01533722,0.06269956,0.15819179,0.05072691,0.00000000
-2.18809405,0.32813294,0.01012042,0.02868094,0.01738431,0.06999850,0.15895995,0.05691542,0.00000000
-2.18209105,0.33596203,0.00929869,0.03350007,0.01983774,0.07848904,0.16126865,0.06412800,0.00000000
-2.17608804,0.34736198,0.00854011,0.03894242,0.02269801,0.08819543,0.16521003,0.07240261,0.00000000
-2.17008504,0.36250210,0.00785326,0.04501977,0.02596223,0.09912273,0.17084537,0.08176262,0.00000000
-2.16408204,0.38147573,0.00724456,0.05173357,0.02962292,0.11125325,0.17820012,0.09221337,0.00000000
-2.15807904,0.40429031,0.00671821,0.05907308,0.03366679,0.12454344,0.18725983,0.10373885,0.00000000
-2.15207604,0.43085985,0.00627631,0.06701379,0.03807368,0.13892131,0.19796740,0.11629891,0.00000000
-2.14607304,0.46100029,0.00591889,0.07551619,0.04281563,0.15428487,0.21022153,0.12982703,0.00000000
-2.14007004,0.49442810,0.00564412,0.08452497,0.04785632,0.17050151,0.22387691,0.14422894,0.00000000
-2.13406703,0.53076257,0.00544847,0.09396885,0.05315065,0.18740858,0.23874597,0.15938219,0.00000000
-2.12806403,0.56953196,0.00532692,0.10376113,0.05864490,0.20481538,0.25460238,0.17513689,0.00000000
-2.12206103,0.61018369,0.00527323,0.11380085,0.06427714,0.22250650,0.27118631,0.19131762,0.00000000
-2.11605803,0.65209852,0.00528012,0.12397490,0.06997822,0.24024661,0.28821137,0.20772672,0.00000000
-2.11005503,0.69460853,0.00533962,0.13416086,0.07567310,0.25778662,0.30537315,0.22414880,0.00000000
-2.10405203,0.73701851,0.00544326,0.14423057,0.08128271,0.27487103,0.32235899,0.24035653,0.00000000
-2.09804902,0.77863030,0.00558241,0.15405444,0.08672615,0.29124640,0.33885897,0.25611746,0.00000000
-2.09204602,0.81876930,0.00574850,0.16350632,0.09192321,0.30667054,0.35457753,0.27120179,0.00000000
-2.08604302,0.85681218,0.00593336,0.17246875,0.09679716,0.32092211,0.36924545,0.28539075,0.00000000
-2.08004002,0.89221509,0.00612943,0.18083842,0.10127771,0.33381039,0.38263174,0.29848529,0.00000000
-2.07403702,0.92454087,0.00633004,0.18853167,0.10530388,0.34518463,0.39455498,0.31031467,0.00000000
-2.06803402,0.95348450,0.00652967,0.19548965,0.10882683,0.35494272,0.40489354,0.32074477,0.00000000
-2.06203102,0.97889547,0.00672415,0.20168302,0.11181250,0.36303870,0.41359446,0.32968539,0.00000000
-2.05602801,1.00079597,0.00691086,0.20711589,0.11424372,0.36948883,0.42068030,0.33709654,0.00000000
-2.05002501,1.01939413,0.00708893,0.21182879,0.11612199,0.37437575,0.42625390,0.34299315,0.00000000
-2.04402201,1.03509130,0.00725934,0.21590047,0.11746856,0.37785070,0.43050050,0.34744791,0.00000000
-2.03801901,1.04848295,0.00742499,0.21944828,0.11832491,0.38013348,0.43368725,0.35059221,0.00000000
-2.03201601,1.06035276,0.00759077,0.22262730,0.11875243,0.38151006,0.43615997,0.35261487,0.00000000
-2.02601301,1.07165973,0.00776355,0.22562778,0.11883146,0.38232802,0.43833709,0.35375871,0.00000000
-2.02001001,1.08351863,0.00795206,0.22867124,0.11865956,0.38298976,0.44070099,0.35431497,0.00000000
-2.01400700,1.09717403,0.00816679,0.23200510,0.11834900,0.38394372,0.44378695,0.35461576,0.00000000
-2.00800400,1.11396869,0.00841979,0.23589610,0.11802383,0.38567391,0.44816991,0.35502479,0.00000000
-2.00200100,1.13530703,0.00872439,0.24062256,0.11781623,0.38868799,0.45444949,0.35592660,0.00000000
-1.99599800,1.16261479,0.00909491,0.24646583,0.11786258,0.39350429,0.46323365,0.35771475,0.00000000
-1.98999500,1.19729608,0.00954627,0.25370116,0.11829927,0.40063819,0.47512144,0.36077935,0.00000000
-1.98399200,1.24068888,0.01009354,0.26258827,0.11925827,0.41058803,0.49068526,0.36549430,0.00000000
-1.97798899,1.29402049,0.01075149,0.27336196,0.12086288,0.42382127,0.51045315,0.37220479,0.00000000
-1.97198599,1.35836401,0.01153409,0.28622301,0.12322353,0.44076080,0.53489154,0.38121532,0.00000000
-1.96598299,1.43459720,0.01245391,0.30132978,0.12643394,0.46177210,0.56438883,0.39277885,0.00000000
-1.95997999,1.52336496,0.01352164,0.31879076,0.13056771,0.48715128,0.59924036,0.40708717,0.00000000
-1.95397699,1.62504624,0.01474548,0.33865819,0.13567541,0.51711428,0.63963495,0.42426300,0.00000000
-1.94797399,1.73972674,0.01613066,0.36092327,0.14178235,0.55178754,0.68564344,0.44435388,0.00000000
-1.94197099,1.86717784,0.01767888,0.38551280,0.14888697,0.59120010,0.73720959,0.46732812,0.00000000
-1.93596798,2.00684282,0.01938792,0.41228763,0.15696005,0.63527752,0.79414353,0.49307289,0.00000000
-1.92996498,2.15783064,0.02125126,0.44104289,0.16594460,0.68383756,0.85611795,0.52139445,0.00000000
-1.92396198,2.31891791,0.02325783,0.47151003,0.17575649,0.73658788,0.92266746,0.55202044,0.00000000
-1.91795898,2.48855919,0.02539185,0.50336071,0.18628591,0.79312581,0.99319098,0.58460436,0.00000000
-1.91195598,2.66490582,0.02763284,0.53621234,0.19739940,0.85294037,1.06695758,0.61873183,0.00000000
-1.90595298,2.84583309,0.02995577,0.56963530,0.20894260,0.91541661,1.14311559,0.65392870,0.00000000
-1.89994997,3.02897558,0.03233137,0.60316161,0.22074349,0.97984244,1.22070522,0.68967071,0.00000000
-1.89394697,3.21177017,0.03472662,0.63629476,0.23261614,1.04541794,1.29867444,0.72539448,0.00000000
-1.88794397,3.39150610,0.03710536,0.66852066,0.24436487,1.11126736,1.37589810,0.76050962,0.00000000
-1.88194097,3.56538106,0.03942914,0.69931923,0.25578860,1.17645352,1.45119987,0.79441164,0.00000000
-1.87593797,3.73056232,0.04165812,0.72817651,0.26668550,1.23999484,1.52337686,0.82649545,0.00000000
-1.86993497,3.88425145,0.04375211,0.75459692,0.27685759,1.30088454,1.59122621,0.85616909,0.00000000
-1.86393197,4.02375097,0.04567173,0.77811526,0.28611535,1.35811181,1.65357307,0.88286744,0.00000000
-1.85792896,4.14653131,0.04737952,0.79830837,0.29428218,1.41068456,1.70929944,0.90606548,0.00000000
-1.85192596,4.25029603,0.04884112,0.81480581,0.30119859,1.45765308,1.75737270,0.92529094,0.00000000
-1.84592296,4.33304318,0.05002635,0.82729955,0.30672595,1.49813410,1.79687326,0.94013584,0.00000000
-1.83991996,4.39312097,0.05091022,0.83555218,0.31074989,1.53133430,1.82702015,0.95026666,0.00000000
-1.83391696,4.42927540,0.05147376,0.83940343,0.31318300,1.55657270,1.84719370,0.95543288,0.00000000
-1.82791396,4.44068830,0.05170470,0.83877484,0.31396701,1.57330073,1.85695441,0.95547354,0.00000000
-1.82191096,4.42700388,0.05159790,0.83367226,0.31307415,1.58111947,1.85605709,0.95032160,0.00000000
-1.81590795,4.38834271,0.05115557,0.82418619,0.31050781,1.57979304,1.84445981,0.94000586,0.00000000
-1.80990495,4.32530210,0.05038723,0.81048981,0.30630238,1.56925756,1.82232681,0.92465044,0.00000000
-1.80390195,4.23894253,0.04930939,0.79283474,0.30052230,1.54962507,1.79002542,0.90447164,0.00000000
-1.79789895,4.13076033,0.04794502,0.77154461,0.29326028,1.52118224,1.74811680,0.87977230,0.00000000
-1.79189595,4.00264731,0.04632281,0.74700658,0.28463484,1.48438356,1.69734065,0.85093376,0.00000000
-1.78589295,3.85683849,0.04447621,0.71966109,0.27478709,1.43983926,1.63859453,0.81840568,0.00000000
-1.77988994,3.69584982,0.04244235,0.68999007,0.26387698,1.38829832,1.57290831,0.78269401,0.00000000
-1.77388694,3.52240803,0.04026086,0.65850403,0.25207903,1.33062716,1.50141490,0.74434751,0.00000000
-1.76788394,3.33937519,0.03797266,0.62572850,0.23957777,1.26778480,1.42531816,0.70394328,0.00000000
-1.76188094,3.14967065,0.03561868,0.59219010,0.22656288,1.20079554,1.34585928,0.66207182,0.00000000
-1.75587794,2.95619336,0.03323874,0.55840290,0.21322447,1.13072011,1.26428296,0.61932207,0.00000000
-1.74987494,2.76174734,0.03087046,0.52485540,0.19974829,1.05862663,1.18180457,0.57626708,0.00000000
-1.74387194,2.56897285,0.02854830,0.49199862,0.18631134,0.98556229,1.09957952,0.53345066,0.00000000
-1.73786893,2.38028577,0.02630281,0.46023569,0.17307791,0.91252695,1.01867594,0.49137553,0.00000000
-1.73186593,2.19782699,0.02416001,0.42991334,0.16019607,0.84044966,0.94005152,0.45049330,0.00000000
-1.72586293,2.02342336,0.02214101,0.40131534,0.14779495,0.77016870,0.86453527,0.41119663,0.00000000
-1.71985993,1.85856101,0.02026181,0.37465844,0.13598262,0.70241594,0.79281456,0.37381363,0.00000000
-1.71385693,1.70437152,0.01853329,0.35009046,0.12484482,0.63780565,0.72542768,0.33860464,0.00000000
-1.70785393,1.56163065,0.01696138,0.32769086,0.11444446,0.57682814,0.66276194,0.30576145,0.00000000
-1.70185093,1.43076892,0.01554736,0.30747351,0.10482186,0.51984795,0.60505689,0.27540863,0.00000000
-1.69584792,1.31189300,0.01428835,0.28939155,0.09599571,0.46710639,0.55241232,0.24760696,0.00000000
-1.68984492,1.20481616,0.01317786,0.27334394,0.08796468,0.41872799,0.50480029,0.22235857,0.00000000
-1.68384192,1.10909614,0.01220640,0.25918362,0.08070951,0.37473021,0.46208049,0.19961351,0.00000000
-1.67783892,1.02407841,0.01136214,0.24672658,0.07419558,0.33503572,0.42401801,0.17927730,0.00000000
-1.67183592,0.94894268,0.01063162,0.23576170,0.06837574,0.29948660,0.39030270,0.16121925,0.00000000
-1.66583292,0.88275070,0.01000042,0.22606087,0.06319325,0.26785962,0.36056915,0.14528093,0.00000000
-1.65982991,0.82449341,0.00945376,0.21738887,0.05858486,0.23988189,0.33441654,0.13128475,0.00000000
-1.65382691,0.77313569,0.00897710,0.20951285,0.05448368,0.21524630,0.31142760,0.11904200,0.00000000
-1.64782391,0.72765722,0.00855666,0.20221092,0.05082198,0.19362609,0.29118598,0.10836039,0.00000000
-1.64182091,0.68708834,0.00817982,0.19527959,0.04753360,0.17468814,0.27329157,0.09905064,0.00000000
-1.63581791,0.65053996,0.00783551,0.18853996,0.04455609,0.15810460,0.25737341,0.09093216,0.00000000
-1.62981491,0.61722704,0.00751442,0.18184239,0.04183244,0.14356267,0.24309984,0.08383755,0.00000000
-1.62381191,0.58648548,0.00720922,0.17506969,0.03931235,0.13077239,0.23018597,0.07761603,0.00000000
-1.61780890,0.55778233,0.00691464,0.16813878,0.03695314,0.11947236,0.21839838,0.07213574,0.00000000
-1.61180590,0.53071998,0.00662750,0.16100091,0.03472023,0.10943369,0.20755712,0.06728495,0.00000000
-1.60580290,0.50503453,0.00634666,0.15364053,0.03258722,0.10046195,0.19753549,0.06297236,0.00000000
-1.59979990,0.48058944,0.00607297,0.14607310,0.03053566,0.09239779,0.18825758,0.05912655,0.00000000
