energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,2.63163456,0.01224354,0.06192825,0.71832168,0.18324088,0.11124309,1.56465988,0.33131556,0.13841534
-5.99399700,2.47618779,0.01220869,0.05891809,0.66834505,0.17016439,0.10827749,1.47259726,0.31427887,0.12828149
-5.98799400,2.34490998,0.01221050,0.05628241,0.62627572,0.15912066,0.10613197,1.39517702,0.29962997,0.11954751
-5.98199100,2.23589796,0.01224090,0.05398231,0.59147433,0.14998569,0.10472683,1.33124636,0.28718467,0.11211232
-5.97598799,2.14702601,0.01229201,0.05197548,0.56324795,0.14261804,0.10397257,1.27951857,0.27673298,0.10586119
-5.96998499,2.07603571,0.01235652,0.05021844,0.54087621,0.13686564,0.10377318,1.23862618,0.26804998,0.10067100
-5.96398199,2.02062075,0.01242805,0.04866861,0.52363533,0.13257235,0.10402921,1.20717109,0.26090623,0.09641502
-5.95797899,1.97850433,0.01250149,0.04728618,0.51081959,0.12958412,0.10464075,1.18377048,0.25507729,0.09296729
-5.95197599,1.94750793,0.01257321,0.04603567,0.50175986,0.12775464,0.10551012,1.16709752,0.25035208,0.09020644
-5.94597299,1.92561003,0.01264121,0.04488714,0.49583904,0.12695041,0.10654429,1.15591629,0.24653995,0.08801888
-5.93996998,1.91099419,0.01270528,0.04381715,0.49250425,0.12705519,0.10765703,1.14911052,0.24347622,0.08630141
-5.93396698,1.90208637,0.01276692,0.04280927,0.49127585,0.12797372,0.10877067,1.14570602,0.24102617,0.08496309
-5.92796398,1.89758126,0.01282933,0.04185434,0.49175333,0.12963473,0.10981755,1.14488679,0.23908756,0.08392664
-5.92196098,1.89645815,0.01289718,0.04095032,0.49361821,0.13199315,0.11074117,1.14600492,0.23759144,0.08312909
-5.91595798,1.89798664,0.01297647,0.04010192,0.49663420,0.13503154,0.11149689,1.14858469,0.23650172,0.08252203
-5.90995498,1.90172288,0.01307415,0.03931995,0.50064469,0.13876069,0.11205238,1.15232105,0.23581331,0.08207130
-5.90395198,1.90749692,0.01319782,0.03862040,0.50556794,0.14321923,0.11238770,1.15707284,0.23554905,0.08175620
-5.89794897,1.91539201,0.01335529,0.03802347,0.51139013,0.14847244,0.11249504,1.16285129,0.23575576,0.08156845
-5.89194597,1.92571644,0.01355421,0.03755231,0.51815643,0.15460999,0.11237813,1.16980409,0.23649934,0.08151067
-5.88594297,1.93896894,0.01380160,0.03723184,0.52596057,0.16174273,0.11205135,1.17819546,0.23785928,0.08159472
-5.87993997,1.95579832,0.01410346,0.03708741,0.53493286,0.16999844,0.11153855,1.18838293,0.23992274,0.08183971
-5.87393697,1.97695849,0.01446430,0.03714351,0.54522734,0.17951662,0.11087157,1.20079105,0.24277838,0.08226992
-5.86793397,2.00325977,0.01488688,0.03742253,0.55700805,0.19044233,0.11008855,1.21588301,0.24651010,0.08291261
-5.86193097,2.03551786,0.01537179,0.03794354,0.57043501,0.20291919,0.10923202,1.23413062,0.25119104,0.08379574
-5.85592796,2.07450171,0.01591730,0.03872128,0.58565020,0.21708170,0.10834690,1.25598358,0.25687784,0.08494570
-5.84992496,2.12088186,0.01651918,0.03976513,0.60276411,0.23304707,0.10747831,1.28183896,0.26360546,0.08638517
-5.84392196,2.17518082,0.01717063,0.04107839,0.62184314,0.25090678,0.10666953,1.31201180,0.27138277,0.08813106
-5.83791896,2.23772727,0.01786235,0.04265765,0.64289846,0.27071826,0.10595985,1.34670785,0.28018895,0.09019270
-5.83191596,2.30861571,0.01858266,0.04449237,0.66587674,0.29249689,0.10538274,1.38599956,0.28997097,0.09257023
-5.82591296,2.38767341,0.01931777,0.04656473,0.69065315,0.31620884,0.10496408,1.42980634,0.30064213,0.09525340
-5.81990995,2.47443606,0.02005215,0.04884962,0.71702703,0.34176495,0.10472082,1.47787993,0.31208191,0.09822074
-5.81390695,2.56813369,0.02076891,0.05131491,0.74472051,0.36901619,0.10465996,1.52979578,0.32413701,0.10143909
-5.80790395,2.66768777,0.02145035,0.05392198,0.77338025,0.39775098,0.10477786,1.58495111,0.33662359,0.10486369
-5.80190095,2.77172019,0.02207851,0.05662636,0.80258236,0.42769455,0.10506014,1.64256988,0.34933087,0.10843869
-5.79589795,2.87857444,0.02263572,0.05937875,0.83184046,0.45851075,0.10548195,1.70171499,0.36202568,0.11209814
-5.78989495,2.98634869,0.02310527,0.06212604,0.86061665,0.48980629,0.10600868,1.76130739,0.37445803,0.11576745
-5.78389195,3.09293993,0.02347192,0.06481263,0.88833508,0.52113747,0.10659716,1.82015169,0.38636755,0.11936528
-5.77788894,3.19609791,0.02372243,0.06738179,0.91439758,0.55201937,0.10719722,1.87696747,0.39749034,0.12280571
-5.77188594,3.29348710,0.02384609,0.06977716,0.93820091,0.58193716,0.10775351,1.93042520,0.40756630,0.12600077
-5.76588294,3.38275440,0.02383500,0.07194423,0.95915480,0.61035930,0.10820760,1.97918546,0.41634641,0.12886308
-5.75987994,3.46160013,0.02368443,0.07383184,0.97670027,0.63675210,0.10850027,2.02194005,0.42359991,0.13130859
-5.75387694,3.52784946,0.02339291,0.07539359,0.99032724,0.66059525,0.10857368,2.05745316,0.42912091,0.13325929
-5.74787394,3.57952153,0.02296228,0.07658915,0.99959102,0.68139747,0.10837371,2.08460120,0.43273440,0.13464574
-5.74187094,3.61489332,0.02239763,0.07738539,1.00412672,0.69871194,0.10785192,2.10240946,0.43430125,0.13540939
-5.73586793,3.63255576,0.02170706,0.07775732,1.00366120,0.71215060,0.10696744,2.11008423,0.43372215,0.13550453
-5.72986493,3.63145985,0.02090137,0.07768876,0.99802200,0.72139688,0.10568845,2.10703895,0.43094035,0.13489980
-5.72386193,3.61095073,0.01999368,0.07717277,0.98714290,0.72621619,0.10399335,2.09291348,0.42594301,0.13357926
-5.71785893,3.57078856,0.01899896,0.07621182,0.97106595,0.72646380,0.10187150,2.06758564,0.41876123,0.13154286
-5.71185593,3.51115544,0.01793352,0.07481761,0.94993994,0.72208970,0.09932348,2.03117467,0.40946885,0.12880647
-5.70585293,3.43264822,0.01681446,0.07301071,0.92401541,0.71314023,0.09636106,1.98403662,0.39817984,0.12540133
-5.69984992,3.33625774,0.01565916,0.07081987,0.89363646,0.69975653,0.09300661,1.92675186,0.38504469,0.12137300
-5.69384692,3.22333572,0.01448476,0.06828119,0.85922975,0.68216975,0.08929224,1.86010564,0.37024582,0.11677995
-5.68784392,3.09555071,0.01330771,0.06543707,0.82129129,0.66069336,0.08525866,1.78506235,0.35399214,0.11169174
-5.68184092,2.95483549,0.01214332,0.06233501,0.78037139,0.63571296,0.08095368,1.70273494,0.33651320,0.10618694
-5.67583792,2.80332794,0.01100549,0.05902646,0.73705867,0.60767397,0.07643063,1.61435074,0.31805285,0.10035098
-5.66983492,2.64330830,0.00990638,0.05556548,0.69196355,0.57706789,0.07174670,1.52121518,0.29886295,0.09427379
-5.66383192,2.47713515,0.00885631,0.05200757,0.64570194,0.54441756,0.06696116,1.42467499,0.27919709,0.08804764
-5.65782891,2.30718284,0.00786359,0.04840854,0.59887979,0.51026233,0.06213375,1.32608214,0.25930473,0.08176502
-5.65182591,2.13578263,0.00693456,0.04482348,0.55207888,0.47514337,0.05732310,1.22676013,0.23942584,0.07551676
-5.64582291,1.96516950,0.00607362,0.04130594,0.50584437,0.43959010,0.05258538,1.12797345,0.21978614,0.06939048
-5.63981991,1.79743643,0.00528333,0.03790730,0.46067446,0.40410778,0.04797310,1.03090143,0.20059324,0.06346934
-5.63381691,1.63449718,0.00456458,0.03467628,0.41701226,0.36916705,0.04353423,0.93661686,0.18203353,0.05783116
-5.62781391,1.47805830,0.00391677,0.03165875,0.37524013,0.33519537,0.03931148,0.84607008,0.16427007,0.05254794
-5.62181091,1.32960064,0.00333806,0.02889769,0.33567632,0.30257074,0.03534194,0.76007834,0.14744126,0.04768572
-5.61580790,1.19037010,0.00282554,0.02643329,0.29857390,0.27161754,0.03165684,0.67932050,0.13166053,0.04330480
-5.60980490,1.06137689,0.00237548,0.02430332,0.26412185,0.24260463,0.02828163,0.60433664,0.11701668,0.03946025
-5.60380190,0.94340246,0.00198358,0.02254353,0.23244780,0.21574532,0.02523617,0.53553200,0.10357500,0.03620264
-5.59779890,0.83701264,0.00164514,0.02118813,0.20362239,0.19119920,0.02253516,0.47318454,0.09137897,0.03357890
-5.59179590,0.74257570,0.00135522,0.02027035,0.17766475,0.16907523,0.02018853,0.41745531,0.08045237,0.03163336
-5.58579290,0.66028376,0.00110888,0.01982296,0.15454871,0.14943608,0.01820206,0.36840080,0.07080180,0.03040874
-5.57978989,0.59017594,0.00090122,0.01987874,0.13420951,0.13230310,0.01657787,0.32598642,0.06241924,0.02994704
-5.57378689,0.53216193,0.00072755,0.02047079,0.11655060,0.11766171,0.01531497,0.29010025,0.05528482,0.03029040
-5.56778389,0.48604459,0.00058344,0.02163286,0.10145031,0.10546683,0.01440975,0.26056638,0.04936939,0.03148165
-5.56178089,0.45154055,0.00046477,0.02339929,0.08876795,0.09564814,0.01385634,0.23715731,0.04463695,0.03356474
-5.55577789,0.42829797,0.00036782,0.02580497,0.07834955,0.08811487,0.01364694,0.21960477,0.04104687,0.03658475
-5.54977489,0.41591088,0.00028922,0.02888497,0.07003258,0.08275996,0.01377197,0.20760889,0.03855571,0.04058772
-5.54377189,0.41392985,0.00022599,0.03267399,0.06365013,0.07946357,0.01422019,0.20084531,0.03711868,0.04562009
-5.53776888,0.42186907,0.00017551,0.03720568,0.05903402,0.07809581,0.01497864,0.19897050,0.03669075,0.05172786
-5.53176588,0.43920992,0.00013552,0.04251167,0.05601727,0.07851878,0.01603254,0.20162517,0.03722731,0.05895544
-5.52576288,0.46540170,0.00010411,0.04862058,0.05443578,0.08058792,0.01736515,0.20843619,0.03868448,0.06734426
-5.51975988,0.49986005,0.00007963,0.05555676,0.05412933,0.08415285,0.01895754,0.21901734,0.04101912,0.07693118
-5.51375688,0.54196387,0.00006072,0.06333909,0.05494216,0.08905784,0.02078840,0.23296922,0.04418848,0.08774667
-5.50775388,0.59105154,0.00004624,0.07197964,0.05672308,0.09514201,0.02283387,0.24987881,0.04814966,0.09981289
-5.50175088,0.64641726,0.00003527,0.08148234,0.05932546,0.10223951,0.02506743,0.26931916,0.05285890,0.11314175
-5.49574787,0.70730833,0.00002707,0.09184171,0.06260698,0.11017974,0.02745988,0.29084945,0.05827071,0.12773291
-5.48974487,0.77292397,0.00002101,0.10304163,0.06642954,0.11878785,0.02997941,0.31401601,0.06433710,0.14357181
-5.48374187,0.84241625,0.00001662,0.11505428,0.07065915,0.12788555,0.03259180,0.33835431,0.07100664,0.16062785
-5.47773887,0.91489346,0.00001353,0.12783913,0.07516613,0.13729231,0.03526078,0.36339226,0.07822376,0.17885267
-5.47173587,0.98942615,0.00001143,0.14134217,0.07982544,0.14682705,0.03794849,0.38865479,0.08592809,0.19817869
-5.46573287,1.06505572,0.00001011,0.15549537,0.08451736,0.15631019,0.04061606,0.41366966,0.09405402,0.21851785
-5.45972986,1.14080546,0.00000938,0.17021630,0.08912830,0.16556616,0.04322429,0.43797441,0.10253044,0.23976073
-5.45372686,1.21569364,0.00000912,0.18540807,0.09355192,0.17442612,0.04573441,0.46112410,0.11128073,0.26177602
-5.44772386,1.28874822,0.00000923,0.20095963,0.09769031,0.18273100,0.04810891,0.48269957,0.12022301,0.28441048
-5.44172086,1.35902262,0.00000967,0.21674629,0.10145532,0.19033439,0.05031230,0.50231590,0.12927072,0.30748944
-5.43571786,1.42561192,0.00001039,0.23263080,0.10476981,0.19710560,0.05231199,0.51963052,0.13833342,0.33081786
-5.42971486,1.48766907,0.00001138,0.24846470,0.10756893,0.20293227,0.05407895,0.53435072,0.14731800,0.35418224
-5.42371186,1.54442046,0.00001266,0.26409033,0.10980108,0.20772278,0.05558838,0.54624019,0.15613016,0.37735314
-5.41770885,1.59518044,0.00001425,0.27934318,0.11142882,0.21140813,0.05682029,0.55512413,0.16467626,0.40008872
-5.41170585,1.63936451,0.00001621,0.29405498,0.11242936,0.21394331,0.05775982,0.56089297,0.17286545,0.42213913
-5.40570285,1.67650097,0.00001862,0.30805719,0.11279482,0.21530807,0.05839761,0.56350425,0.18061223,0.44325181
-5.39969985,1.70624086,0.00002161,0.32118518,0.11253212,0.21550708,0.05872983,0.56298288,0.18783920,0.46317777
-5.39369685,1.72836615,0.00002531,0.33328283,0.11166253,0.21456953,0.05875820,0.55941963,0.19448017,0.48167877
-5.38769385,1.74279643,0.00002992,0.34420765,0.11022097,0.21254811,0.05848982,0.55296812,0.20048350,0.49853512
-5.38169085,1.74959388,0.00003569,0.35383620,0.10825502,0.20951763,0.05793693,0.54384042,0.20581552,0.51355419
-5.37568784,1.74896687,0.00004290,0.36206972,0.10582363,0.20557312,0.05711651,0.53230151,0.21046409,0.52657923
-5.36968484,1.74127214,0.00005192,0.36883979,0.10299583,0.20082774,0.05604986,0.51866297,0.21444212,0.53749817
-5.36368184,1.72701543,0.00006318,0.37411369,0.09984915,0.19541041,0.05476210,0.50327606,0.21779084,0.54625217
-5.35767884,1.70685067,0.00007720,0.37789940,0.09646813,0.18946343,0.05328169,0.48652458,0.22058278,0.55284346
-5.35167584,1.68157735,0.00009458,0.38024983,0.09294271,0.18313992,0.05163981,0.46881759,0.22292421,0.55734206
-5.34567284,1.65213574,0.00011601,0.38126601,0.08936673,0.17660140,0.04986991,0.45058235,0.22495691,0.55989094
-5.33966983,1.61959976,0.00014230,0.38109904,0.08583639,0.17001534,0.04800710,0.43225745,0.22685897,0.56070917
-5.33366683,1.58516678,0.00017432,0.37995053,0.08244891,0.16355282,0.04608766,0.41428627,0.22884461,0.56009281
-5.32766383,1.55014414,0.00021307,0.37807126,0.07930103,0.15738616,0.04414848,0.39711070,0.23116262,0.55841303
-5.32166083,1.51593171,0.00025962,0.37575800,0.07648782,0.15168665,0.04222657,0.38116520,0.23409351,0.55611136
-5.31565783,1.48400043,0.00031512,0.37334832,0.07410127,0.14662221,0.04035852,0.36687094,0.23794503,0.55369186
-5.30965483,1.45586632,0.00038078,0.37121336,0.07222910,0.14235501,0.03857994,0.35463006,0.24304622,0.55171018
-5.30365183,1.43306021,0.00045787,0.36974874,0.07095341,0.13903895,0.03692493,0.34481987,0.24973973,0.55075965
-5.29764882,1.41709327,0.00054763,0.36936358,0.07034940,0.13681710,0.03542552,0.33778699,0.25837280,0.55145460
-5.29164582,1.40941897,0.00065130,0.37046808,0.07048402,0.13581895,0.03411105,0.33384133,0.26928670,0.55441132
-5.28564282,1.41139207,0.00077005,0.37345978,0.07141467,0.13615761,0.03300760,0.33324995,0.28280508,0.56022715
-5.27963982,1.42422601,0.00090496,0.37870914,0.07318786,0.13792691,0.03213735,0.33623102,0.29922156,0.56945840
-5.27363682,1.44894979,0.00105695,0.38654472,0.07583799,0.14119861,0.03151804,0.34294777,0.31878673,0.58259771
-5.26763382,1.48636616,0.00122672,0.39723864,0.07938624,0.14601965,0.03116240,0.35350302,0.34169531,0.60005185
-5.26163082,1.53701275,0.00141477,0.41099284,0.08383962,0.15240976,0.03107763,0.36793428,0.36807376,0.62212080
-5.25562781,1.60112816,0.00162130,0.42792682,0.08919039,0.16035950,0.03126504,0.38620993,0.39796905,0.64897898
-5.24962481,1.67862478,0.00184620,0.44806728,0.09541578,0.16982875,0.03171972,0.40822680,0.43133916,0.68065957
-5.24362181,1.76907022,0.00208902,0.47134043,0.10247815,0.18074614,0.03243039,0.43380941,0.46804581,0.71704282
-5.23761881,1.87167903,0.00234899,0.49756734,0.11032572,0.19300914,0.03337944,0.46271139,0.50785004,0.75784904
-5.23161581,1.98531578,0.00262499,0.52646274,0.11889379,0.20648527,0.03454304,0.49461904,0.55041105,0.80263693
-5.22561281,2.10851065,0.00291558,0.55763759,0.12810662,0.22101430,0.03589163,0.52915747,0.59528869,0.85080765
-5.21960980,2.23948770,0.00321906,0.59060550,0.13787988,0.23641148,0.03739040,0.56589910,0.64194974,0.90161491
-5.21360680,2.37620569,0.00353352,0.62479314,0.14812357,0.25247188,0.03900013,0.60437466,0.68977817,0.95418090
-5.20760380,2.51641065,0.00385693,0.65955422,0.15874554,0.26897560,0.04067810,0.64408623,0.73808901,1.00751800
-5.20160080,2.65769873,0.00418721,0.69418686,0.16965529,0.28569375,0.04237921,0.68452213,0.78614577,1.06055544
-5.19559780,2.79758728,0.00452237,0.72795372,0.18076801,0.30239509,0.04405722,0.72517298,0.83318067,1.11217031
-5.18959480,2.93359170,0.00486062,0.76010423,0.19200870,0.31885286,0.04566602,0.76554848,0.87841708,1.16122164
-5.18359180,3.06330496,0.00520049,0.78989807,0.20331616,0.33485180,0.04716097,0.80519406,0.92109333,1.20658650
-5.17758879,3.18447673,0.00554096,0.81662904,0.21464669,0.35019474,0.04850021,0.84370676,0.96048693,1.24719650
-5.17158579,3.29508862,0.00588159,0.83964826,0.22597725,0.36470886,0.04964591,0.88074964,0.99593806,1.28207333
-5.16558279,3.39342232,0.00622259,0.85838578,0.23730801,0.37825088,0.05056536,0.91606393,1.02687155,1.31036183
-5.15957979,3.47811773,0.00656493,0.87236972,0.24866400,0.39071140,0.05123191,0.94947844,1.05281606,1.33135906
-5.15357679,3.54821828,0.00691038,0.88124198,0.26009595,0.40201792,0.05162572,0.98091568,1.07341987,1.34453829
-5.14757379,3.60320167,0.00726153,0.88476993,0.27167998,0.41213644,0.05173426,1.01039453,1.08846231,1.34956660
-5.14157079,3.64299451,0.00762178,0.88285359,0.28351640,0.42107183,0.05155252,1.03802916,1.09786052,1.34631560
-5.13556778,3.66797055,0.00799529,0.87552796,0.29572736,0.42886673,0.05108304,1.06402446,1.10167113,1.33486460
-5.12956478,3.67893266,0.00838686,0.86296043,0.30845374,0.43559923,0.05033561,1.08866810,1.10008683,1.31549631
-5.12356178,3.67707958,0.00880177,0.84544348,0.32185104,0.44137953,0.04932682,1.11231975,1.09342809,1.28868517
-5.11755878,3.66395941,0.00924565,0.82338308,0.33608476,0.44634569,0.04807929,1.13539789,1.08213052,1.25507909
-5.11155578,3.64141206,0.00972423,0.79728330,0.35132523,0.45065883,0.04662089,1.15836507,1.06672840,1.21547542
-5.10555278,3.61150358,0.01024307,0.76772800,0.36774222,0.45449804,0.04498373,1.18171212,1.04783532,1.17079236
-5.09954977,3.57645548,0.01080733,0.73536032,0.38549956,0.45805513,0.04320309,1.20594228,1.02612285,1.12203702
-5.09354677,3.53857219,0.01142150,0.70086101,0.40474985,0.46152971,0.04131637,1.23155577,1.00229822,1.07027183
-5.08754377,3.50016983,0.01208908,0.66492659,0.42562970,0.46512454,0.03936202,1.25903547,0.97708198,1.01658051
-5.08154077,3.46350908,0.01281234,0.62824807,0.44825554,0.46904143,0.03737856,1.28883437,0.95118665,0.96203519
-5.07553777,3.43073466,0.01359211,0.59149122,0.47272014,0.47347777,0.03540360,1.32136491,0.92529711,0.90766582
-5.06953477,3.40382312,0.01442753,0.55527905,0.49909006,0.47862365,0.03347309,1.35699073,0.90005350,0.85443314
-5.06353177,3.38454049,0.01531594,0.52017698,0.52740404,0.48465956,0.03162060,1.39602066,0.87603704,0.80320580
-5.05752876,3.37441028,0.01625277,0.48668118,0.55767238,0.49175453,0.02987676,1.43870491,0.85375910,0.75474257
-5.05152576,3.37469194,0.01723152,0.45521019,0.58987716,0.50006461,0.02826882,1.48523335,0.83365373,0.70967962
-5.04552276,3.38636926,0.01824381,0.42610000,0.62397337,0.50973150,0.02682034,1.53573535,0.81607348,0.66852312
-5.03951976,3.41014768,0.01927948,0.39960223,0.65989069,0.52088108,0.02555092,1.59028077,0.80128824,0.63164694
-5.03351676,3.44645919,0.02032682,0.37588540,0.69753573,0.53362185,0.02447611,1.64888172,0.78948688,0.59929503
-5.02751376,3.49547316,0.02137279,0.35503882,0.73679454,0.54804288,0.02360731,1.71149431,0.78078111,0.57158779
-5.02151076,3.55711131,0.02240336,0.33707861,0.77753509,0.56421140,0.02295178,1.77802023,0.77521095,0.54853198
-5.01550775,3.63106521,0.02340386,0.32195547,0.81960956,0.58216991,0.02251264,1.84830737,0.77275154,0.53003317
-5.00950475,3.71681472,0.02435942,0.30956371,0.86285601,0.60193276,0.02228895,1.92214950,0.77332033,0.51591005
-5.00350175,3.81364599,0.02525531,0.29975093,0.90709944,0.62348242,0.02227584,1.99928454,0.77678463,0.50590989
-4.99749875,3.92066818,0.02607742,0.29232812,0.95215195,0.64676563,0.02246464,2.07939161,0.78296869,0.49972425
-4.99149575,4.03682830,0.02681261,0.28707964,0.99781193,0.67168945,0.02284311,2.16208695,0.79166030,0.49700458
-4.98549275,4.16092408,0.02744913,0.28377273,1.04386241,0.69811784,0.02339565,2.24691899,0.80261655,0.49737696
-4.97948974,4.29161520,0.02797687,0.28216649,1.09006856,0.72586883,0.02410369,2.33336329,0.81556871,0.50045576
-4.97348674,4.42743360,0.02838764,0.28201993,1.13617458,0.75471278,0.02494613,2.42081782,0.83022626,0.50585584
-4.96748374,4.56679377,0.02867534,0.28309907,1.18190047,0.78437200,0.02589981,2.50859961,0.84628021,0.51320309
-4.96148074,4.70800452,0.02883609,0.28518299,1.22693880,0.81452218,0.02694017,2.59594349,0.86340579,0.52214335
-4.95547774,4.84928326,0.02886822,0.28806881,1.27095219,0.84479570,0.02804204,2.68200386,0.88126503,0.53234956
-4.94947474,4.98877427,0.02877225,0.29157558,1.31357193,0.87478720,0.02918038,2.76586033,0.89950915,0.54352728
-4.94347174,5.12457202,0.02855079,0.29554711,1.35439813,0.90406141,0.03033133,2.84652799,0.91778136,0.55541864
-4.93746873,5.25475022,0.02820833,0.29985383,1.39300191,0.93216318,0.03147310,2.92297255,0.93572016,0.56780487
-4.93146573,5.37739718,0.02775108,0.30439356,1.42893002,0.95862960,0.03258707,2.99413085,0.95296336,0.58050737
-4.92546273,5.49065700,0.02718670,0.30909152,1.46171195,0.98300396,0.03365883,3.05893639,0.96915293,0.59338771
-4.91945973,5.59277624,0.02652407,0.31389931,1.49086967,1.00485098,0.03467913,3.11634947,0.98394075,0.60634641
-4.91345673,5.68215445,0.02577301,0.31879322,1.51592982,1.02377289,0.03564484,3.16539107,0.99699512,0.61932066
-4.90745373,5.75739695,0.02494405,0.32377169,1.53643801,1.03942569,0.03655971,3.20517917,1.00800794,0.63228128
-4.90145073,5.81736745,0.02404820,0.32885219,1.55197469,1.05153486,0.03743495,3.23496620,1.01670220,0.64522865
-4.89544772,5.86123804,0.02309676,0.33406758,1.56217197,1.05990980,0.03828966,3.25417546,1.02283961,0.65818810
-4.88944472,5.88853363,0.02210117,0.33946196,1.56673044,1.06445618,0.03915085,3.26243501,1.02622778,0.67120469
-4.88344172,5.89916829,0.02107284,0.34508637,1.56543527,1.06518561,0.04005334,3.25960679,1.02672682,0.68433752
-4.87743872,5.89347079,0.02002309,0.35099441,1.55817055,1.06222200,0.04103919,3.24580917,1.02425472,0.69765404
-4.87143572,5.87219730,0.01896308,0.35723793,1.54493105,1.05580397,0.04215689,3.22143144,1.01879144,0.71122423
-4.86543272,5.83652957,0.01790375,0.36386317,1.52583069,1.04628319,0.04346018,3.18713861,1.01038122,0.72511529
-4.85942971,5.78805783,0.01685580,0.37090745,1.50110700,1.03411831,0.04500653,3.14386592,0.99913306,0.73938684
-4.85342671,5.72874816,0.01582967,0.37839663,1.47112124,1.01986464,0.04685539,3.09280254,0.98521936,0.75408711
-4.84742371,5.66089501,0.01483556,0.38634364,1.43635401,1.00415973,0.04906611,3.03536450,0.96887258,0.76925031
-4.84142071,5.58706047,0.01388336,0.39474806,1.39739630,0.98770528,0.05169573,2.97315783,0.95038023,0.78489541
-4.83541771,5.51000232,0.01298267,0.40359701,1.35493644,0.97124612,0.05479655,2.90793292,0.93007848,0.80102657
-4.82941471,5.43259380,0.01214275,0.41286722,1.30974336,0.95554677,0.05841378,2.84153188,0.90834451,0.81763517
-4.82341171,5.35773825,0.01137247,0.42252841,1.26264691,0.94136669,0.06258304,2.77583115,0.88558821,0.83470353
-4.81740870,5.28828221,0.01068023,0.43254763,1.21451601,0.92943506,0.06732814,2.71268154,0.86224353,0.85221013
-4.81140570,5.22693045,0.01007391,0.44289459,1.16623572,0.92042609,0.07265898,2.65384839,0.83875987,0.87013611
-4.80540270,5.17616653,0.00956073,0.45354747,1.11868396,0.91493578,0.07856978,2.60095437,0.81559397,0.88847267
-4.79939970,5.13818187,0.00914717,0.46449906,1.07270896,0.91346124,0.08503780,2.55542728,0.79320247,0.90722893
-4.79339670,5.11481614,0.00883881,0.47576274,1.02910822,0.91638312,0.09202236,2.51845512,0.77203552,0.92643977
-4.78739370,5.10751097,0.00864026,0.48737801,0.98860960,0.92395204,0.09946465,2.49095016,0.75253146,0.94617306
-4.78139070,5.11727839,0.00855494,0.49941506,0.95185522,0.93627951,0.10728794,2.47352352,0.73511271,0.96653580
-4.77538769,5.14468475,0.00858504,0.51197810,0.91938849,0.95333361,0.11539859,2.46647089,0.72018273,0.98767856
-4.76938469,5.18985009,0.00873133,0.52520725,0.89164434,0.97493967,0.12368756,2.46977003,0.70812397,1.00979789
-4.76338169,5.25246223,0.00899308,0.53927851,0.86894291,1.00078583,0.13203271,2.48308961,0.69929659,1.03313631
-4.75737869,5.33180436,0.00936792,0.55440193,0.85148643,1.03043328,0.14030152,2.50580888,0.69403767,1.05797968
-4.75137569,5.42679440,0.00985184,0.57081778,0.83935906,1.06333085,0.14835440,2.53704694,0.69266071,1.08465182
-4.74537269,5.53603384,0.01043907,0.58879080,0.83252951,1.09883315,0.15604835,2.57570020,0.69545495,1.11350655
-4.73936968,5.65786393,0.01112213,0.60860270,0.83085599,1.13622180,0.16324093,2.62048630,0.70268445,1.14491726
-4.73336668,5.79042644,0.01189182,0.63054310,0.83409315,1.17472887,0.16979433,2.66999243,0.71458654,1.17926441
-4.72736368,5.93172674,0.01273729,0.65489919,0.84190070,1.21356156,0.17557938,2.72272634,0.73136949,1.21692132
-4.72136068,6.07969666,0.01364620,0.68194450,0.85385352,1.25192748,0.18047941,2.77716772,0.75320937,1.25823881
-4.71535768,6.23225497,0.01460485,0.71192713,0.86945274,1.28905934,0.18439378,2.83181847,0.78024585,1.30352927
-4.70935468,6.38736368,0.01559841,0.74505782,0.88813799,1.32423851,0.18724086,2.88524990,0.81257727,1.35305062
-4.70335168,6.54307844,0.01661120,0.78149828,0.90930029,1.35681645,0.18896047,2.93614568,0.85025478,1.40699095
