energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-4.69734867,6.69759188,0.01762698,0.82135012,0.93229579,1.38623345,0.18951560,2.98333920,0.89327601,1.46545409
-4.69134567,6.84926906,0.01862929,0.86464485,0.95646004,1.41203413,0.18889329,3.02584457,0.94157836,1.52844687
-4.68534267,6.99667442,0.01960185,0.91133517,0.98112280,1.43387921,0.18710482,3.06288074,0.99503232,1.59586842
-4.67933967,7.13859031,0.02052894,0.96128789,1.00562312,1.45155328,0.18418506,3.09388833,1.05343511,1.66750186
-4.67333667,7.27402691,0.02139576,1.01427881,1.02932461,1.46496843,0.18019099,3.11853922,1.11650518,1.74300873
-4.66733367,7.40222439,0.02218887,1.06998976,1.05163050,1.47416384,0.17519972,3.13673900,1.18387783,1.82192650
-4.66133067,7.52264772,0.02289652,1.12800803,1.07199818,1.47930128,0.16930573,3.14862267,1.25510248,1.90366925
-4.65532766,7.63497508,0.02350896,1.18782838,1.08995281,1.48065697,0.16261783,3.15454404,1.32964198,1.98753190
-4.64932466,7.73908105,0.02401874,1.24885772,1.10509947,1.47861011,0.15525572,3.15505945,1.40687429,2.07269778
-4.64332166,7.83501555,0.02442090,1.31042265,1.11713339,1.47362852,0.14734639,3.15090643,1.48609684,2.15825001
