energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,7.05313119,-7.05355990,0.48358839,-0.48356386,1.02081555,-1.02087727,0.05863781,-0.05864653,0.56462895,-0.56468379,1.61125766,-1.61132706,0.91716423,-0.91722042,0.08055689,-0.08056536,2.76117101,-2.76128930
-5.99399700,6.93398340,-6.93434279,0.48925809,-0.48922906,1.01204264,-1.01209449,0.05705915,-0.05706552,0.55311783,-0.55316657,1.58890854,-1.58895728,0.89410671,-0.89415722,0.07885065,-0.07885827,2.72550034,-2.72559006
-5.98799400,6.82946325,-6.82974859,0.49547950,-0.49544593,1.00537373,-1.00541522,0.05598037,-0.05598442,0.54259282,-0.54263506,1.57267091,-1.57269803,0.87176700,-0.87181079,0.07730941,-0.07731614,2.69639544,-2.69645483
-5.98199100,6.74034561,-6.74055392,0.50224830,-0.50221026,1.00087314,-1.00090404,0.05539305,-0.05539484,0.53309054,-0.53312596,1.56263629,-1.56264132,0.85035242,-0.85038856,0.07592877,-0.07593460,2.67413849,-2.67416656
-5.97598799,6.66705514,-6.66718529,0.50954133,-0.50949905,0.99855853,-0.99857883,0.05527890,-0.05527856,0.52463052,-0.52465895,1.55876955,-1.55875253,0.83005329,-0.83008100,0.07470144,-0.07470634,2.65884241,-2.65883899
-5.96998499,6.60964066,-6.60969343,0.51731268,-0.51726654,0.99839920,-0.99840916,0.05561057,-0.05560825,0.51721419,-0.51723558,1.56090045,-1.56086202,0.81103873,-0.81105740,0.07361738,-0.07362137,2.65043818,-2.65040400
-5.96398199,6.56775725,-6.56773539,0.52549057,-0.52544107,1.00031535,-1.00031549,0.05635257,-0.05634846,0.51082416,-0.51083856,1.56871817,-1.56865953,0.79345294,-0.79346210,0.07266410,-0.07266720,2.64866632,-2.64860299
-5.95797899,6.54065879,-6.54056701,0.53397527,-0.53392309,1.00417850,-1.00416959,0.05746240,-0.05745670,0.50542390,-0.50543150,1.58176964,-1.58169258,0.77741204,-0.77741142,0.07182678,-0.07182903,2.65307370,-2.65298371
-5.95197599,6.52720313,-6.52704798,0.54263861,-0.54258455,1.00981329,-1.00979635,0.05889174,-0.05888471,0.50095827,-0.50095934,1.59946252,-1.59936938,0.76300212,-0.76299159,0.07108857,-0.07109004,2.66301671,-2.66290342
-5.94597299,6.52587165,-6.52566137,0.55132489,-0.55126989,1.01700074,-1.01697700,0.06058791,-0.06057980,0.49735463,-0.49734957,1.62107330,-1.62096695,0.75027836,-0.75025796,0.07043090,-0.07043165,2.67767163,-2.67753917
