energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.35767884,1.13149202,0.03422373,0.01641704,0.22137999,0.26527677,0.75323789,0.33567488,0.00000000
-5.35167584,1.04339569,0.03172642,0.01515936,0.20380946,0.24351505,0.69341806,0.31015784,0.00000000
-5.34567284,0.95855317,0.02921267,0.01399701,0.18656958,0.22285653,0.63548288,0.28601786,0.00000000
-5.33966983,0.87811031,0.02671769,0.01294702,0.16984390,0.20356858,0.58019846,0.26360145,0.00000000
-5.33366683,0.80309059,0.02427373,0.01202424,0.15379979,0.18588804,0.52824840,0.24321615,0.00000000
-5.32766383,0.73438478,0.02190950,0.01124124,0.13858567,0.17002011,0.48022781,0.22512731,0.00000000
-5.32166083,0.67274559,0.01964977,0.01060827,0.12432930,0.15613833,0.43664084,0.20955621,0.00000000
-5.31565783,0.61878691,0.01751519,0.01013321,0.11113694,0.14438564,0.39790141,0.19667939,0.00000000
-5.30965483,0.57298693,0.01552220,0.00982168,0.09909339,0.13487613,0.36433655,0.18662899,0.00000000
-5.30365183,0.53569427,0.01368312,0.00967702,0.08826284,0.12769735,0.33619192,0.17949388,0.00000000
-5.29764882,0.50713647,0.01200639,0.00970048,0.07869023,0.12291291,0.31363876,0.17532130,0.00000000
-5.29164582,0.48742982,0.01049684,0.00989122,0.07040311,0.12056504,0.29678179,0.17411901,0.00000000
-5.28564282,0.47658991,0.00915611,0.01024651,0.06341372,0.12067708,0.28566725,0.17585750,0.00000000
-5.27963982,0.47454203,0.00798307,0.01076178,0.05772120,0.12325548,0.28029078,0.18047241,0.00000000
-5.27363682,0.48113102,0.00697424,0.01143081,0.05331371,0.12829135,0.28060447,0.18786680,0.00000000
-5.26763382,0.49612992,0.00612428,0.01224583,0.05017034,0.13576143,0.28652278,0.19791342,0.00000000
-5.26163082,0.51924731,0.00542638,0.01319767,0.04826277,0.14562831,0.29792711,0.21045688,0.00000000
-5.25562781,0.55013297,0.00487266,0.01427596,0.04755644,0.15784003,0.31466874,0.22531564,0.00000000
-5.24962481,0.58838200,0.00445446,0.01546927,0.04801137,0.17232904,0.33657024,0.24228405,0.00000000
-5.24362181,0.63353751,0.00416263,0.01676534,0.04958255,0.18901062,0.36342540,0.26113427,0.00000000
-5.23761881,0.68509202,0.00398773,0.01815131,0.05221981,0.20778091,0.39499778,0.28161831,0.00000000
-5.23161581,0.74248795,0.00392018,0.01961397,0.05586746,0.22851470,0.43101832,0.30347022,0.00000000
-5.22561281,0.80511770,0.00395030,0.02114005,0.06046358,0.25106321,0.47118218,0.32640835,0.00000000
-5.21960980,0.87232364,0.00406842,0.02271647,0.06593915,0.27525210,0.51514546,0.35013802,0.00000000
-5.21360680,0.94339865,0.00426480,0.02433071,0.07221722,0.30087984,0.56252201,0.37435441,0.00000000
-5.20760380,1.01758753,0.00452969,0.02597103,0.07921205,0.32771692,0.61288102,0.39874578,0.00000000
-5.20160080,1.09408995,0.00485323,0.02762683,0.08682858,0.35550578,0.66574566,0.42299714,0.00000000
-5.19559780,1.17206512,0.00522545,0.02928887,0.09496224,0.38396206,0.72059333,0.44679421,0.00000000
-5.18959480,1.25063863,0.00563623,0.03094951,0.10349912,0.41277695,0.77685771,0.46982783,0.00000000
-5.18359180,1.32891157,0.00607533,0.03260291,0.11231683,0.44162099,0.83393297,0.49179862,0.00000000
-5.17758879,1.40597201,0.00653238,0.03424512,0.12128578,0.47014923,0.89118018,0.51242193,0.00000000
-5.17158579,1.48090871,0.00699697,0.03587416,0.13027118,0.49800778,0.94793596,0.53143294,0.00000000
-5.16558279,1.55282671,0.00745871,0.03748992,0.13913551,0.52484147,1.00352314,0.54859187,0.00000000
-5.15957979,1.62086454,0.00790740,0.03909412,0.14774154,0.55030253,1.05726322,0.56368902,0.00000000
-5.15357679,1.68421220,0.00833316,0.04068999,0.15595566,0.57405993,1.10849015,0.57654958,0.00000000
-5.14757379,1.74212935,0.00872661,0.04228206,0.16365152,0.59580894,1.15656483,0.58703798,0.00000000
-5.14157079,1.79396282,0.00907907,0.04387567,0.17071363,0.61528053,1.20088979,0.59506161,0.00000000
-5.13556778,1.83916255,0.00938277,0.04547656,0.17704091,0.63225014,1.24092332,0.60057362,0.00000000
-5.12956478,1.87729516,0.00963101,0.04709031,0.18254985,0.64654521,1.27619236,0.60357465,0.00000000
-5.12356178,1.90805422,0.00981834,0.04872176,0.18717719,0.65805125,1.30630349,0.60411338,0.00000000
-5.11755878,1.93126666,0.00994071,0.05037442,0.19088184,0.66671576,1.33095149,0.60228553,0.00000000
-5.11155578,1.94689474,0.00999558,0.05204986,0.19364611,0.67254994,1.34992502,0.59823152,0.00000000
-5.10555278,1.95503333,0.00998195,0.05374716,0.19547583,0.67562778,1.36310910,0.59213249,0.00000000
-5.09954977,1.95590244,0.00990039,0.05546245,0.19639965,0.67608258,1.37048433,0.58420484,0.00000000
-5.09354677,1.94983534,0.00975300,0.05718844,0.19646733,0.67410101,1.37212290,0.57469344,0.00000000
-5.08754377,1.93726261,0.00954330,0.05891424,0.19574708,0.66991474,1.36818173,0.56386363,0.00000000
-5.08154077,1.91869311,0.00927612,0.06062515,0.19432225,0.66379023,1.35889306,0.55199233,0.00000000
-5.07553777,1.89469258,0.00895736,0.06230278,0.19228722,0.65601701,1.34455313,0.53935868,0.00000000
-5.06953477,1.86586121,0.00859384,0.06392521,0.18974311,0.64689521,1.32550968,0.52623446,0.00000000
-5.06353177,1.83281112,0.00819301,0.06546745,0.18679311,0.63672271,1.30214879,0.51287492,0.00000000
-5.05752876,1.79614520,0.00776276,0.06690200,0.18353799,0.62578294,1.27488195,0.49951025,0.00000000
-5.05152576,1.75643808,0.00731111,0.06819962,0.18007191,0.61433372,1.24413387,0.48633838,0.00000000
-5.04552276,1.71422046,0.00684599,0.06933020,0.17647867,0.60259789,1.21033172,0.47351919,0.00000000
-5.03951976,1.66996734,0.00637503,0.07026379,0.17282881,0.59075616,1.17389602,0.46117074,0.00000000
-5.03351676,1.62409062,0.00590537,0.07097169,0.16917742,0.57894256,1.13523366,0.44936746,0.00000000
-5.02751376,1.57693641,0.00544349,0.07142751,0.16556297,0.56724283,1.09473296,0.43814065,0.00000000
-5.02151076,1.52878670,0.00499509,0.07160825,0.16200715,0.55569557,1.05276084,0.42748108,0.00000000
-5.01550775,1.47986519,0.00456500,0.07149534,0.15851559,0.54429630,1.00966183,0.41734373,0.00000000
-5.00950475,1.43034655,0.00415720,0.07107550,0.15507950,0.53300387,0.96575865,0.40765431,0.00000000
-5.00350175,1.38036838,0.00377473,0.07034148,0.15167808,0.52174914,0.92135390,0.39831722,0.00000000
-4.99749875,1.33004482,0.00341981,0.06929258,0.14828145,0.51044497,0.87673253,0.38922459,0.00000000
-4.99149575,1.27948088,0.00309386,0.06793497,0.14485404,0.49899737,0.83216454,0.38026593,0.00000000
-4.98549275,1.22878656,0.00279761,0.06628179,0.14135809,0.48731669,0.78790760,0.37133772,0.00000000
-4.97948974,1.17808967,0.00253119,0.06435297,0.13775714,0.47532863,0.74420920,0.36235267,0.00000000
-4.97348674,1.12754671,0.00229430,0.06217483,0.13401926,0.46298405,0.70130815,0.35324799,0.00000000
-4.96748374,1.07735117,0.00208626,0.05977951,0.13011992,0.45026741,0.65943518,0.34399231,0.00000000
-4.96148074,1.02773878,0.00190621,0.05720415,0.12604421,0.43720306,0.61881273,0.33459092,0.00000000
-4.95547774,0.97898947,0.00175319,0.05448995,0.12178847,0.42385926,0.57965383,0.32508907,0.00000000
-4.94947474,0.93142619,0.00162626,0.05168109,0.11736112,0.41034977,0.54216035,0.31557319,0.00000000
-4.94347174,0.88541055,0.00152462,0.04882363,0.11278283,0.39683274,0.50652069,0.30616994,0.00000000
-4.93746873,0.84133582,0.00144765,0.04596429,0.10808588,0.38350724,0.47290721,0.29704330,0.00000000
-4.93146573,0.79961762,0.00139501,0.04314935,0.10331296,0.37060750,0.44147366,0.28838962,0.00000000
-4.92546273,0.76068293,0.00136669,0.04042349,0.09851532,0.35839516,0.41235275,0.28043114,0.00000000
-4.91945973,0.72495800,0.00136302,0.03782881,0.09375056,0.34715003,0.38565417,0.27340814,0.00000000
-4.91345673,0.69285582,0.00138468,0.03540389,0.08908015,0.33715967,0.36146322,0.26757005,0.00000000
-4.90745373,0.66476360,0.00143273,0.03318308,0.08456671,0.32870843,0.33984005,0.26316607,0.00000000
-4.90145073,0.64103107,0.00150853,0.03119579,0.08027136,0.32206632,0.32081971,0.26043556,0.00000000
-4.89544772,0.62195979,0.00161375,0.02946612,0.07625124,0.31747825,0.30441293,0.25959864,0.00000000
-4.88944472,0.60779405,0.00175027,0.02801253,0.07255717,0.31515409,0.29060766,0.26084738,0.00000000
-4.88344172,0.59871369,0.00192015,0.02684777,0.06923180,0.31525998,0.27937116,0.26433798,0.00000000
-4.87743872,0.59482899,0.00212550,0.02597884,0.06630812,0.31791110,0.27065274,0.27018417,0.00000000
-4.87143572,0.59617781,0.00236843,0.02540731,0.06380848,0.32316640,0.26438682,0.27845204,0.00000000
-4.86543272,0.60272516,0.00265092,0.02512958,0.06174407,0.33102528,0.26049639,0.28915664,0.00000000
-4.85942971,0.61436510,0.00297473,0.02513736,0.06011502,0.34142645,0.25889660,0.30226040,0.00000000
-4.85342671,0.63092502,0.00334132,0.02541833,0.05891087,0.35424902,0.25949849,0.31767337,0.00000000
-4.84742371,0.65217212,0.00375169,0.02595677,0.05811155,0.36931570,0.26221274,0.33525545,0.00000000
-4.84142071,0.67782208,0.00420638,0.02673433,0.05768871,0.38639816,0.26695337,0.35482041,0.00000000
-4.83541771,0.70754946,0.00470534,0.02773090,0.05760738,0.40522416,0.27364138,0.37614168,0.00000000
-4.82941471,0.74099985,0.00524794,0.02892543,0.05782778,0.42548644,0.28220822,0.39895970,0.00000000
-4.82341171,0.77780318,0.00583292,0.03029682,0.05830737,0.44685291,0.29259909,0.42299052,0.00000000
-4.81740870,0.81758793,0.00645848,0.03182477,0.05900279,0.46897777,0.30477599,0.44793552,0.00000000
-4.81140570,0.85999574,0.00712228,0.03349058,0.05987184,0.49151329,0.31872054,0.47349172,0.00000000
-4.80540270,0.90469585,0.00782161,0.03527791,0.06087525,0.51412172,0.33443627,0.49936249,0.00000000
-4.79939970,0.95139884,0.00855351,0.03717339,0.06197824,0.53648691,0.35195052,0.52526805,0.00000000
-4.79339670,0.99986907,0.00931498,0.03916714,0.06315176,0.55832516,0.37131564,0.55095552,0.00000000
-4.78739370,1.04993509,0.01010322,0.04125311,0.06437340,0.57939495,0.39260941,0.57620796,0.00000000
-4.78139070,1.10149761,0.01091586,0.04342923,0.06562792,0.59950497,0.41593455,0.60085206,0.00000000
-4.77538769,1.15453426,0.01175125,0.04569741,0.06690730,0.61852034,0.44141706,0.62476406,0.00000000
-4.76938469,1.20910084,0.01260870,0.04806329,0.06821049,0.63636646,0.46920339,0.64787358,0.00000000
-4.76338169,1.26532857,0.01348873,0.05053579,0.06954272,0.65303054,0.49945630,0.67016522,0.00000000
-4.75737869,1.32341728,0.01439330,0.05312645,0.07091444,0.66856049,0.53234931,0.69167751,0.00000000
-4.75137569,1.38362444,0.01532590,0.05584862,0.07234010,0.68306129,0.56805986,0.71249948,0.00000000
-4.74537269,1.44625025,0.01629169,0.05871643,0.07383656,0.69668898,0.60676123,0.73276467,0.00000000
-4.73936968,1.51161925,0.01729743,0.06174368,0.07542155,0.70964238,0.64861347,0.75264285,0.00000000
-4.73336668,1.58005910,0.01835135,0.06494261,0.07711192,0.72215296,0.69375357,0.77232974,0.00000000
-4.72736368,1.65187740,0.01946295,0.06832264,0.07892212,0.73447330,0.74228540,0.79203521,0.00000000
-4.72136068,1.72733755,0.02064262,0.07188920,0.08086269,0.74686467,0.79426965,0.81197033,0.00000000
-4.71535768,1.80663495,0.02190117,0.07564256,0.08293910,0.75958419,0.84971461,0.83233405,0.00000000
-4.70935468,1.88987467,0.02324930,0.07957681,0.08515079,0.77287234,0.90856801,0.85329997,0.00000000
-4.70335168,1.97705204,0.02469697,0.08367913,0.08749065,0.78694132,0.97071072,0.87500406,0.00000000
-4.69734867,2.06803722,0.02625269,0.08792925,0.08994480,0.80196481,1.03595279,0.89753375,0.00000000
-4.69134567,2.16256496,0.02792283,0.09229915,0.09249286,0.81806976,1.10403204,0.92091930,0.00000000
-4.68534267,2.26023026,0.02971098,0.09675324,0.09510853,0.83533049,1.17461587,0.94512757,0.00000000
-4.67933967,2.36049066,0.03161727,0.10124872,0.09776053,0.85376541,1.24730610,0.97005900,0.00000000
-4.67333667,2.46267513,0.03363791,0.10573640,0.10041389,0.87333663,1.32164701,0.99554765,0.00000000
-4.66733367,2.56599965,0.03576477,0.11016178,0.10303139,0.89395221,1.39713629,1.02136468,0.00000000
-4.66133067,2.66958863,0.03798516,0.11446644,0.10557518,0.91547114,1.47323839,1.04722494,0.00000000
-4.65532766,2.77250134,0.04028180,0.11858969,0.10800842,0.93771047,1.54939979,1.07279653,0.00000000
-4.64932466,2.87376206,0.04263300,0.12247038,0.11029688,0.96045441,1.62506517,1.09771273,0.00000000
-4.64332166,2.97239216,0.04501301,0.12604877,0.11241035,0.98346449,1.69969382,1.12158591,0.00000000
-4.63731866,3.06744256,0.04739262,0.12926853,0.11432389,1.00649047,1.77277501,1.14402240,0.00000000
-4.63131566,3.15802455,0.04973988,0.13207855,0.11601868,1.02928105,1.84384160,1.16463788,0.00000000
-4.62531266,3.24333725,0.05202102,0.13443471,0.11748259,1.05159384,1.91248077,1.18307217,0.00000000
-4.61930965,3.32269004,0.05420142,0.13630134,0.11871033,1.07320402,1.97834125,1.19900285,0.00000000
-4.61330665,3.39551864,0.05624670,0.13765241,0.11970315,1.09391101,2.04113634,1.21215696,0.00000000
-4.60730365,3.46139395,0.05812376,0.13847243,0.12046831,1.11354296,2.10064262,1.22232008,0.00000000
-4.60130065,3.52002315,0.05980182,0.13875687,0.12101803,1.13195871,2.15669420,1.22934256,0.00000000
-4.59529765,3.57124316,0.06125336,0.13851228,0.12136834,1.14904731,2.20917298,1.23314243,0.00000000
-4.58929465,3.61500703,0.06245487,0.13775594,0.12153763,1.16472525,2.25799551,1.23370515,0.00000000
-4.58329165,3.65136441,0.06338754,0.13651521,0.12154517,1.17893161,2.30309739,1.23108023,0.00000000
-4.57728864,3.68043762,0.06403764,0.13482648,0.12140965,1.19162191,2.34441652,1.22537511,0.00000000
-4.57128564,3.70239508,0.06439676,0.13273395,0.12114780,1.20276105,2.38187627,1.21674671,0.00000000
-4.56528264,3.71742423,0.06446184,0.13028814,0.12077326,1.21231610,2.41537023,1.20539146,0.00000000
-4.55927964,3.72570608,0.06423498,0.12754433,0.12029574,1.22024975,2.44474962,1.19153426,0.00000000
-4.55327664,3.72739313,0.06372309,0.12456094,0.11972055,1.22651497,2.46981470,1.17541732,0.00000000
-4.54727364,3.72259262,0.06293739,0.12139799,0.11904857,1.23105159,2.49031106,1.15728946,0.00000000
-4.54127064,3.71135633,0.06189283,0.11811567,0.11827661,1.23378512,2.50593133,1.13739650,0.00000000
-4.53526763,3.69367766,0.06060742,0.11477308,0.11739820,1.23462823,2.51632270,1.11597334,0.00000000
-4.52926463,3.66949649,0.05910155,0.11142723,0.11640480,1.23348489,2.52109986,1.09323808,0.00000000
-4.52326163,3.63871133,0.05739729,0.10813226,0.11528729,1.23025694,2.51986291,1.06938833,0.00000000
-4.51725863,3.60119801,0.05551778,0.10493897,0.11403768,1.22485292,2.51221929,1.04459992,0.00000000
-4.51125563,3.55683356,0.05348667,0.10189462,0.11265096,1.21719851,2.49780834,1.01902765,0.00000000
-4.50525263,3.50552358,0.05132762,0.09904293,0.11112699,1.20724784,2.47632705,0.99280808,0.00000000
-4.49924962,3.44723097,0.04906391,0.09642434,0.10947217,1.19499506,2.44755546,0.96606373,0.00000000
-4.49324662,3.38200418,0.04671815,0.09407637,0.10770096,1.18048507,2.41137995,0.93890839,0.00000000
