energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.89587227,-0.95262045,0.02212613,-0.02818624,0.04323955,-0.05189950,0.19795983,-0.19759896,0.10105234,-0.11840770,0.51550943,-0.54154036,0.08208199,-0.08686597,0.01872807,-0.01823216,0.48585548,-0.50661329
-5.99399700,0.87799157,-0.92834608,0.01989568,-0.02568229,0.04085887,-0.04889140,0.19914821,-0.19755615,0.09536325,-0.11167481,0.50274680,-0.52733493,0.08060804,-0.08429894,0.01928111,-0.01860946,0.47920863,-0.49714204
-5.98799400,0.86333421,-0.90635963,0.01780036,-0.02327152,0.03877402,-0.04609173,0.20085503,-0.19785927,0.09020968,-0.10527613,0.49036129,-0.51308590,0.07982509,-0.08231952,0.01994327,-0.01909024,0.47392788,-0.48862324
-5.98199100,0.85226099,-0.88714533,0.01584788,-0.02097197,0.03700696,-0.04354334,0.20317656,-0.19861883,0.08565229,-0.09930424,0.47858208,-0.49902627,0.07975176,-0.08096978,0.02071638,-0.01967938,0.47020479,-0.48128480
-5.97598799,0.84509509,-0.87116042,0.01404261,-0.01879792,0.03557186,-0.04128145,0.20620469,-0.19994564,0.08174227,-0.09384227,0.46765425,-0.48540976,0.08039549,-0.08028168,0.02160007,-0.02037999,0.46822386,-0.47535404
-5.96998499,0.84211415,-0.85882516,0.01238594,-0.01676003,0.03447531,-0.03933326,0.21002356,-0.20194750,0.07852141,-0.08896317,0.45783360,-0.47250624,0.08175226,-0.08027633,0.02259143,-0.02119310,0.46815713,-0.47105209
-5.96398199,0.84354243,-0.85051266,0.01087667,-0.01486550,0.03371657,-0.03771768,0.21470624,-0.20472552,0.07602247,-0.08472924,0.44938069,-0.46059611,0.08380642,-0.08096338,0.02368471,-0.02211727,0.47015844,-0.46858774
-5.95797899,0.84954349,-0.84653917,0.00951143,-0.01311832,0.03328795,-0.03644537,0.22031154,-0.20837052,0.07426955,-0.08119195,0.44255428,-0.44996392,0.08653072,-0.08234055,0.02487112,-0.02314829,0.47435781,-0.46815104
-5.95197599,0.86021401,-0.84715510,0.00828505,-0.01151962,0.03317541,-0.03551889,0.22688129,-0.21295945,0.07327850,-0.07839203,0.43760464,-0.44089158,0.08988660,-0.08439344,0.02613868,-0.02427891,0.48085614,-0.46990708
-5.94597299,0.87557904,-0.85253754,0.00719100,-0.01006798,0.03335915,-0.03493314,0.23443809,-0.21855226,0.07305745,-0.07635972,0.43476696,-0.43365141,0.09382471,-0.08709551,0.02747217,-0.02549865,0.48972079,-0.47399015
-5.93996998,0.89558923,-0.86278438,0.00622171,-0.00875986,0.03381439,-0.03467584,0.24298385,-0.22518921,0.07360723,-0.07511518,0.43425517,-0.42849939,0.09828568,-0.09040844,0.02885328,-0.02679374,0.50098202,-0.48049881
-5.93396698,0.92012008,-0.87791072,0.00536897,-0.00758997,0.03451215,-0.03472829,0.25249910,-0.23288890,0.07492182,-0.07466907,0.43625647,-0.42566893,0.10320126,-0.09428270,0.03026081,-0.02814715,0.51463084,-0.48949196
-5.92796398,0.94897364,-0.89784765,0.00462416,-0.00655163,0.03542014,-0.03506610,0.26294311,-0.24164707,0.07698878,-0.07502310,0.44092659,-0.42536534,0.10849565,-0.09865849,0.03167110,-0.02953881,0.53061802,-0.50098624
-5.92196098,0.98188240,-0.92244357,0.00397852,-0.00563715,0.03650364,-0.03566016,0.27425494,-0.25143634,0.07978946,-0.07617068,0.44838599,-0.42776117,0.11408723,-0.10346701,0.03305852,-0.03094593,0.54885462,-0.51495491
-5.91595798,1.01851527,-0.95146800,0.00342336,-0.00483813,0.03772642,-0.03647758,0.28635519,-0.26220677,0.08329936,-0.07809755,0.45871707,-0.43299257,0.11989040,-0.10863198,0.03439616,-0.03234345,0.56921377,-0.53132807
-5.90995498,1.05848539,-0.98461779,0.00295019,-0.00414578,0.03905169,-0.03748269,0.29914850,-0.27388730,0.08748819,-0.08078228,0.47196211,-0.44115653,0.12581766,-0.11407150,0.03565654,-0.03370470,0.59153364,-0.54999446
-5.90395198,1.10135931,-1.02152525,0.00255088,-0.00355113,0.04044296,-0.03863811,0.31252649,-0.28638798,0.09232003,-0.08419680,0.48812213,-0.45230920,0.13178178,-0.11970002,0.03681245,-0.03500209,0.61562127,-0.57080437
-5.89794897,1.14666703,-1.06176784,0.00221772,-0.00304525,0.04186484,-0.03990575,0.32637103,-0.29960275,0.09775329,-0.08830674,0.50715635,-0.46646487,0.13769800,-0.12543051,0.03783780,-0.03620795,0.64125718,-0.59357363
-5.89194597,1.19391235,-1.10487899,0.00194345,-0.00261943,0.04328390,-0.04124778,0.34055771,-0.31341278,0.10374073,-0.09307180,0.52898215,-0.48359575,0.14348619,-0.13117672,0.03870849,-0.03729532,0.66820027,-0.61808839
