energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.47773887,5.35922223,2.41642269,1.57780240,0.02543496,0.89970552,1.87464820,0.00000000
-5.47173587,5.28075638,2.41107635,1.53586659,0.02423043,0.87664749,1.87180740,0.00000000
-5.46573287,5.19164113,2.39813717,1.49064392,0.02297507,0.85120961,1.86574409,0.00000000
-5.45972986,5.09242553,2.37772174,1.44260744,0.02168584,0.82371906,1.85615941,0.00000000
-5.45372686,4.98404321,2.35018497,1.39230789,0.02037978,0.79456594,1.84291521,0.00000000
-5.44772386,4.86775853,2.31609583,1.34035454,0.01907356,0.76418971,1.82602412,0.00000000
-5.44172086,4.74510413,2.27620639,1.28739566,0.01778301,0.73306461,1.80563468,0.00000000
-5.43571786,4.61781293,2.23141572,1.23409927,0.01652278,0.70168481,1.78201236,0.00000000
-5.42971486,4.48774752,2.18273029,1.18113489,0.01530599,0.67054978,1.75551742,0.00000000
-5.42371186,4.35682974,2.13122274,1.12915700,0.01414398,0.64015026,1.72658089,0.00000000
-5.41770885,4.22697326,2.07799082,1.07879061,0.01304612,0.61095557,1.69567952,0.00000000
-5.41170585,4.10002175,2.02411813,1.03061941,0.01201972,0.58340241,1.66331115,0.00000000
-5.40570285,3.97769447,1.97063832,0.98517658,0.01106994,0.55788556,1.62997123,0.00000000
-5.39969985,3.86154134,1.91850377,0.94293855,0.01019987,0.53475075,1.59613172,0.00000000
-5.39369685,3.75290817,1.86856008,0.90432145,0.00941057,0.51428967,1.56222286,0.00000000
-5.38769385,3.65291303,1.82152668,0.86968024,0.00870123,0.49673725,1.52861862,0.00000000
-5.38169085,3.56243356,1.77798409,0.83931015,0.00806936,0.48227106,1.49562609,0.00000000
-5.37568784,3.48210487,1.73836775,0.81345011,0.00751103,0.47101270,1.46347895,0.00000000
-5.36968484,3.41232713,1.70296812,0.79228771,0.00702109,0.46303088,1.43233501,0.00000000
-5.36368184,3.35328156,1.67193657,0.77596525,0.00659345,0.45834600,1.40227760,0.00000000
-5.35767884,3.30495328,1.64529622,0.76458650,0.00622136,0.45693581,1.37332032,0.00000000
-5.35167584,3.26715944,1.62295701,0.75822369,0.00589769,0.45874191,1.34541470,0.00000000
-5.34567284,3.23958079,1.60473394,0.75692433,0.00561517,0.46367671,1.31846014,0.00000000
-5.33966983,3.22179514,1.59036765,0.76071767,0.00536664,0.47163052,1.29231545,0.00000000
-5.33366683,3.21331108,1.57954629,0.76962051,0.00514526,0.48247864,1.26681136,0.00000000
-5.32766383,3.21360075,1.57192795,0.78364225,0.00494473,0.49608806,1.24176344,0.00000000
-5.32166083,3.22213048,1.56716277,0.80278906,0.00475939,0.51232367,1.21698471,0.00000000
-5.31565783,3.23838869,1.56491414,0.82706735,0.00458435,0.53105393,1.19229760,0.00000000
-5.30965483,3.26191021,1.56487833,0.85648647,0.00441560,0.55215579,1.16754486,0.00000000
-5.30365183,3.29229712,1.56680216,0.89106078,0.00425003,0.57551888,1.14259897,0.00000000
-5.29764882,3.32923565,1.57049821,0.93081143,0.00408544,0.60104906,1.11737000,0.00000000
-5.29164582,3.37250950,1.57585734,0.97576766,0.00392051,0.62867119,1.09181171,0.00000000
-5.28564282,3.42200958,1.58285818,1.02596817,0.00375478,0.65833124,1.06592587,0.00000000
-5.27963982,3.47774049,1.59157346,1.08146230,0.00358855,0.68999784,1.03976472,0.00000000
-5.27363682,3.53982382,1.60217287,1.14231137,0.00342281,0.72366318,1.01343164,0.00000000
-5.26763382,3.60849864,1.61492256,1.20859004,0.00325913,0.75934335,0.98708019,0.00000000
-5.26163082,3.68411908,1.63018092,1.28038763,0.00309957,0.79707814,0.96091142,0.00000000
-5.25562781,3.76714919,1.64839090,1.35780945,0.00294653,0.83693027,0.93516971,0.00000000
-5.24962481,3.85815480,1.67006871,1.44097780,0.00280267,0.87898396,0.91013716,0.00000000
-5.24362181,3.95779257,1.69578926,1.53003253,0.00267078,0.92334296,0.88612665,0.00000000
-5.23761881,4.06679572,1.72616834,1.62513093,0.00255368,0.97012779,0.86347376,0.00000000
-5.23161581,4.18595650,1.76184210,1.72644665,0.00245414,1.01947237,0.84252758,0.00000000
-5.22561281,4.31610528,1.80344419,1.83416750,0.00237477,1.07151974,0.82364064,0.00000000
-5.21960980,4.45808610,1.85158121,1.94849173,0.00231796,1.12641719,0.80715810,0.00000000
-5.21360680,4.61272902,1.90680711,2.06962292,0.00228580,1.18431053,0.79340648,0.00000000
-5.20760380,4.78081934,1.96959738,2.19776305,0.00228000,1.24533775,0.78268203,0.00000000
-5.20160080,4.96306447,2.04032399,2.33310401,0.00230189,1.30962208,0.77523915,0.00000000
-5.19559780,5.16005903,2.11923193,2.47581746,0.00235231,1.37726475,0.77127919,0.00000000
-5.18959480,5.37224927,2.20641838,2.62604337,0.00243162,1.44833747,0.77093979,0.00000000
-5.18359180,5.59989792,2.30181550,2.78387735,0.00253964,1.52287505,0.77428538,0.00000000
-5.17758879,5.84305086,2.40517765,2.94935740,0.00267561,1.60086841,0.78129912,0.00000000
-5.17158579,6.10150713,2.51607388,3.12245033,0.00283823,1.68225815,0.79187659,0.00000000
-5.16558279,6.37479362,2.63388634,3.30303849,0.00302559,1.76692921,0.80582180,0.00000000
-5.15957979,6.66214595,2.75781486,3.49090737,0.00323519,1.85470668,0.82284574,0.00000000
-5.15357679,6.96249670,2.88688800,3.68573452,0.00346397,1.94535310,0.84256769,0.00000000
-5.14757379,7.27447202,3.01998024,3.88708035,0.00370833,2.03856743,0.86451969,0.00000000
-5.14157079,7.59639712,3.15583506,4.09438124,0.00396418,2.13398563,0.88815411,0.00000000
-5.13556778,7.92631098,3.29309289,4.30694516,0.00422697,2.23118310,0.91285428,0.00000000
-5.12956478,8.26198984,3.43032307,4.52395009,0.00449182,2.32967854,0.93794814,0.00000000
-5.12356178,8.60097880,3.56605842,4.74444512,0.00475357,2.42893928,0.96272449,0.00000000
-5.11755878,8.94063027,3.69883084,4.96735430,0.00500695,2.52838772,0.98645144,0.00000000
-5.11155578,9.27814777,3.82720653,5.19148275,0.00524662,2.62740840,1.00839650,0.00000000
-5.10555278,9.61063302,3.94981899,5.41552494,0.00546741,2.72535554,1.02784754,0.00000000
-5.09954977,9.93513445,4.06539844,5.63807454,0.00566436,2.82156043,1.04413390,0.00000000
-5.09354677,10.24869497,4.17279614,5.85763553,0.00583295,2.91533845,1.05664683,0.00000000
-5.08754377,10.54839707,4.27100273,6.07263423,0.00596917,3.00599545,1.06485847,0.00000000
-5.08154077,10.83140372,4.35915976,6.28143180,0.00606967,3.09283315,1.06833840,0.00000000
-5.07553777,11.09499370,4.43656428,6.48233730,0.00613188,3.17515368,1.06676736,0.00000000
-5.06953477,11.33659091,4.50266648,6.67362108,0.00615409,3.25226320,1.05994726,0.00000000
-5.06353177,11.55378728,4.55706132,6.85352883,0.00613548,3.32347487,1.04780736,0.00000000
-5.05752876,11.74435995,4.59947494,7.02029644,0.00607621,3.38811144,1.03040612,0.00000000
-5.05152576,11.90628368,4.62974738,7.17216630,0.00597738,3.44550803,1.00792901,0.00000000
-5.04552276,12.03773978,4.64781332,7.30740536,0.00584099,3.49501531,0.98068213,0.00000000
-5.03951976,12.13712349,4.65368238,7.42432555,0.00566996,3.53600391,0.94908238,0.00000000
-5.03351676,12.20305148,4.64742107,7.52130704,0.00546793,3.56787020,0.91364444,0.00000000
-5.02751376,12.23437122,4.62913758,7.59682452,0.00523929,3.59004404,0.87496537,0.00000000
-5.02151076,12.23017378,4.59897108,7.64947663,0.00498894,3.60199856,0.83370758,0.00000000
-5.01550775,12.18981096,4.55708630,7.67801833,0.00472225,3.60326206,0.79058099,0.00000000
-5.00950475,12.11291721,4.50367382,7.68139561,0.00444486,3.59343188,0.74632509,0.00000000
-5.00350175,11.99943608,4.43895619,7.65878164,0.00416260,3.57218978,0.70169170,0.00000000
-4.99749875,11.84965016,4.36319925,7.60961308,0.00388132,3.53931839,0.65742896,0.00000000
-4.99149575,11.66421289,4.27672772,7.53362513,0.00360681,3.49471769,0.61426718,0.00000000
-4.98549275,11.44417985,4.17994368,7.43088334,0.00334467,3.43842093,0.57290671,0.00000000
-4.97948974,11.19103693,4.07334618,7.30181056,0.00310022,3.37060870,0.53400807,0.00000000
-4.97348674,10.90672233,3.95755043,7.14720678,0.00287847,3.29162037,0.49818429,0.00000000
-4.96748374,10.59363933,3.83330443,6.96826051,0.00268402,3.20196176,0.46599539,0.00000000
-4.96148074,10.25465720,3.70150155,6.76654978,0.00252106,3.10230835,0.43794456,0.00000000
-4.95547774,9.89309776,3.56318747,6.54403187,0.00239331,2.99350333,0.41447586,0.00000000
-4.94947474,9.51270609,3.41956047,6.30302108,0.00230404,2.87655009,0.39597279,0.00000000
-4.94347174,9.11760440,3.27196423,6.04615429,0.00225603,2.75259906,0.38275762,0.00000000
-4.93746873,8.71222933,3.12187307,5.77634502,0.00225158,2.62292906,0.37509067,0.00000000
-4.93146573,8.30125366,2.97086987,5.49672695,0.00229251,2.48892357,0.37316969,0.00000000
-4.92546273,7.88949462,2.82061728,5.21058862,0.00238013,2.35204288,0.37712867,0.00000000
-4.91945973,7.48181172,2.67282362,4.92130150,0.00251525,2.21379280,0.38703628,0.00000000
-4.91345673,7.08299772,2.52920467,4.63224402,0.00269815,2.07569131,0.40289391,0.00000000
-4.90745373,6.69766719,2.39144323,4.34672429,0.00292855,1.93923442,0.42463330,0.00000000
-4.90145073,6.33014693,2.26114830,4.06790461,0.00320560,1.80586239,0.45211430,0.00000000
-4.89544772,5.98437301,2.13981552,3.79873050,0.00352786,1.67692783,0.48512289,0.00000000
-4.88944472,5.66379868,2.02879086,3.54186701,0.00389326,1.55366667,0.52337010,0.00000000
-4.88344172,5.37131705,1.92923878,3.29964475,0.00429910,1.43717317,0.56649206,0.00000000
-4.87743872,5.10920176,1.84211647,3.07401728,0.00474203,1.32837972,0.61405192,0.00000000
-4.87143572,4.87906788,1.76815474,2.86653149,0.00521809,1.22804208,0.66554371,0.00000000
-4.86543272,4.68185451,1.70784628,2.67831143,0.00572269,1.13673027,0.72039870,0.00000000
-4.85942971,4.51782934,1.66144147,2.51005587,0.00625069,1.05482524,0.77799417,0.00000000
-4.85342671,4.38661440,1.62895143,2.36204893,0.00679645,0.98252118,0.83766479,0.00000000
-4.84742371,4.28723136,1.61015782,2.23418283,0.00735394,0.91983286,0.89871632,0.00000000
-4.84142071,4.21816383,1.60462862,2.12599100,0.00791680,0.86660764,0.96044120,0.00000000
-4.83541771,4.17743331,1.61173888,2.03668989,0.00847851,0.82254114,1.02213568,0.00000000
-4.82941471,4.16268517,1.63069516,1.96522691,0.00903250,0.78719599,1.08311765,0.00000000
-4.82341171,4.17128048,1.66056265,1.91033255,0.00957230,0.76002255,1.14274447,0.00000000
-4.81740870,4.20038970,1.70029362,1.87057398,0.01009167,0.74038086,1.20042993,0.00000000
-4.81140570,4.24708426,1.74875613,1.84440820,0.01058474,0.72756295,1.25565956,0.00000000
-4.80540270,4.30842251,1.80476203,1.83023255,0.01104618,0.72081475,1.30800336,0.00000000
-4.79939970,4.38152697,1.86709342,1.82643095,0.01147122,0.71935702,1.35712541,0.00000000
-4.79339670,4.46365056,1.93452694,1.83141458,0.01185583,0.72240464,1.40278970,0.00000000
-4.78739370,4.55223020,2.00585551,1.84365600,0.01219671,0.72918407,1.44486189,0.00000000
-4.78139070,4.64492696,2.07990719,1.86171630,0.01249139,0.73894863,1.48330682,0.00000000
-4.77538769,4.73965264,2.15556127,1.88426514,0.01273816,0.75099137,1.51818198,0.00000000
-4.76938469,4.83458343,2.23176147,1.91009393,0.01293612,0.76465566,1.54962706,0.00000000
-4.76338169,4.92816182,2.30752663,1.93812270,0.01308507,0.77934348,1.57785041,0.00000000
-4.75737869,5.01908850,2.38195888,1.96740157,0.01318550,0.79452139,1.60311283,0.00000000
-4.75137569,5.10630599,2.45424983,1.99710756,0.01323847,0.80972458,1.62570974,0.00000000
-4.74537269,5.18897632,2.52368466,2.02653799,0.01324553,0.82455885,1.64595263,0.00000000
-4.73936968,5.26645475,2.58964460,2.05510138,0.01320863,0.83870093,1.66415061,0.00000000
-4.73336668,5.33826141,2.65160771,2.08230683,0.01313000,0.85189714,1.68059314,0.00000000
-4.72736368,5.40405269,2.70914807,2.10775272,0.01301213,0.86396064,1.69553475,0.00000000
-4.72136068,5.46359377,2.76193340,2.13111552,0.01285761,0.87476732,1.70918229,0.00000000
-4.71535768,5.51673323,2.80972114,2.15213913,0.01266914,0.88425046,1.72168542,0.00000000
-4.70935468,5.56338065,2.85235275,2.17062515,0.01244944,0.89239439,1.73313069,0.00000000
-4.70335168,5.60348752,2.88974657,2.18642444,0.01220125,0.89922720,1.74353915,0.00000000
-4.69734867,5.63703162,2.92188903,2.19942978,0.01192729,0.90481271,1.75286774,0.00000000
-4.69134567,5.66400497,2.94882457,2.20956993,0.01163027,0.90924192,1.76101401,0.00000000
-4.68534267,5.68440515,2.97064447,2.21680490,0.01131287,0.91262423,1.76782395,0.00000000
-4.67933967,5.69822996,2.98747510,2.22112228,0.01097779,0.91507861,1.77310241,0.00000000
-4.67333667,5.70547517,2.99946608,2.22253482,0.01062771,0.91672525,1.77662556,0.00000000
-4.66733367,5.70613560,3.00677892,2.22107896,0.01026535,0.91767780,1.77815470,0.00000000
-4.66133067,5.70020911,3.00957699,2.21681456,0.00989344,0.91803682,1.77745101,0.00000000
-4.65532766,5.68770410,3.00801731,2.20982567,0.00951471,0.91788455,1.77429039,0.00000000
-4.64932466,5.66865004,3.00224499,2.20022259,0.00913194,0.91728146,1.76847797,0.00000000
-4.64332166,5.64311153,2.99239061,2.18814509,0.00874791,0.91626477,1.75986179,0.00000000
-4.63731866,5.61120540,2.97857114,2.17376699,0.00836537,0.91484902,1.74834504,0.00000000
-4.63131566,5.57312071,2.96089426,2.15730180,0.00798707,0.91302877,1.73389670,0.00000000
-4.62531266,5.52914102,2.93946619,2.13900945,0.00761572,0.91078335,1.71656002,0.00000000
-4.61930965,5.47966805,2.91440238,2.11920370,0.00725394,0.90808331,1.69645880,0.00000000
-4.61330665,5.42524546,2.88584054,2.09825976,0.00690432,0.90489828,1.67380102,0.00000000
-4.60730365,5.36658140,2.85395507,2.07662159,0.00656933,0.90120579,1.64887995,0.00000000
-4.60130065,5.30456785,2.81897164,2.05480814,0.00625137,0.89700034,1.62207238,0.00000000
-4.59529765,5.24029515,2.78118086,2.03341770,0.00595272,0.89230219,1.59383410,0.00000000
-4.58929465,5.17505960,2.74094961,2.01312961,0.00567557,0.88716514,1.56469257,0.00000000
-4.58329165,5.11036226,2.69872887,1.99470240,0.00542202,0.88168275,1.53523687,0.00000000
-4.57728864,5.04789772,2.65505694,1.97896773,0.00519405,0.87599229,1.50610512,0.00000000
-4.57128564,4.98953120,2.61055720,1.96681951,0.00499355,0.87027609,1.47796944,0.00000000
-4.56528264,4.93726380,2.56592984,1.95919780,0.00482229,0.86475984,1.45151905,0.00000000
-4.55927964,4.89318559,2.52193742,1.95706752,0.00468192,0.85970781,1.42744156,0.00000000
-4.55327664,4.85941742,2.47938442,1.96139202,0.00457393,0.85541490,1.40640319,0.00000000
-4.54727364,4.83804287,2.43909151,1.97310227,0.00449962,0.85219586,1.38902836,0.00000000
-4.54127064,4.83103244,2.40186543,1.99306234,0.00446009,0.85037201,1.37587929,0.00000000
-4.53526763,4.84016291,2.36846591,2.02203254,0.00445614,0.85025610,1.36743628,0.00000000
-4.52926463,4.86693510,2.33957134,2.06063163,0.00448825,0.85213601,1.36407945,0.00000000
-4.52326163,4.91249383,2.31574476,2.10929973,0.00455650,0.85625811,1.36607246,0.00000000
-4.51725863,4.97755400,2.29740236,2.16826382,0.00466053,0.86281122,1.37354908,0.00000000
-4.51125563,5.06233657,2.28478604,2.23750766,0.00479949,0.87191199,1.38650310,0.00000000
-4.50525263,5.16651827,2.27794193,2.31674784,0.00497194,0.88359253,1.40478215,0.00000000
-4.49924962,5.28919821,2.27670613,2.40541765,0.00517588,0.89779112,1.42808584,0.00000000
-4.49324662,5.42888399,2.28069885,2.50266016,0.00540867,0.91434654,1.45596837,0.00000000
-4.48724362,5.58349911,2.28932762,2.60733146,0.00566709,0.93299645,1.48784594,0.00000000
-4.48124062,5.75041266,2.30179971,2.71801464,0.00594730,0.95338014,1.52300867,0.00000000
-4.47523762,5.92649115,2.31714343,2.83304481,0.00624489,0.97504549,1.56063691,0.00000000
-4.46923462,6.10817142,2.33423782,2.95054454,0.00655499,0.99746018,1.59982149,0.00000000
-4.46323162,6.29155248,2.35184919,3.06846912,0.00687228,1.02002654,1.63958739,0.00000000
-4.45722861,6.47250341,2.36867330,3.18466014,0.00719115,1.04209959,1.67892004,0.00000000
-4.45122561,6.64678339,2.38338115,3.29690566,0.00750579,1.06300741,1.71679348,0.00000000
-4.44522261,6.81016960,2.39466654,3.40300493,0.00781032,1.08207310,1.75219949,0.00000000
-4.43921961,6.95858812,2.40129314,3.50083523,0.00809894,1.09863731,1.78417673,0.00000000
-4.43321661,7.08824281,2.40213926,3.58841827,0.00836604,1.11208045,1.81183880,0.00000000
-4.42721361,7.19573735,2.39623826,3.66398377,0.00860638,1.12184362,1.83440048,0.00000000
-4.42121061,7.27818564,2.38281292,3.72602751,0.00881518,1.12744742,1.85120111,0.00000000
-4.41520760,7.33330633,2.36130265,3.77336184,0.00898822,1.12850792,1.86172439,0.00000000
-4.40920460,7.35949819,2.33138222,3.80515647,0.00912199,1.12474923,1.86561388,0.00000000
-4.40320160,7.35589331,2.29297181,3.82096813,0.00921371,1.11601216,1.86268381,0.00000000
-4.39719860,7.32238668,2.24623792,3.82075802,0.00926143,1.10225886,1.85292469,0.00000000
-4.39119560,7.25964110,2.19158559,3.80489633,0.00926401,1.08357327,1.83650373,0.00000000
-4.38519260,7.16906793,2.12964256,3.77415397,0.00922117,1.06015760,1.81376005,0.00000000
-4.37918959,7.05278461,2.06123621,3.72968180,0.00913345,1.03232516,1.78519485,0.00000000
-4.37318659,6.91355121,1.98736458,3.67297847,0.00900218,1.00048984,1.75145705,0.00000000
-4.36718359,6.75468884,1.90916295,3.60584821,0.00882944,0.96515290,1.71332487,0.00000000
-4.36118059,6.57998316,1.82786727,3.53035020,0.00861795,0.92688765,1.67168411,0.00000000
-4.35517759,6.39357717,1.74477618,3.44874173,0.00837105,0.88632268,1.62750393,0.00000000
-4.34917459,6.19985703,1.66121293,3.36341717,0.00809255,0.84412420,1.58181092,0.00000000
-4.34317159,6.00333541,1.57848870,3.27684503,0.00778667,0.80097831,1.53566257,0.00000000
-4.33716858,5.80853618,1.49786839,3.19150538,0.00745796,0.75757355,1.49012083,0.00000000
-4.33116558,5.61988432,1.42053994,3.10982959,0.00711115,0.71458439,1.44622680,0.00000000
-4.32516258,5.44160439,1.34758797,3.03414450,0.00675110,0.67265601,1.40497733,0.00000000
-4.31915958,5.27763040,1.27997221,2.96662238,0.00638271,0.63239073,1.36730418,0.00000000
-4.31315658,5.13152927,1.21851102,2.90923814,0.00601085,0.59433623,1.33405638,0.00000000
-4.30715358,5.00643945,1.16387023,2.86373477,0.00564023,0.55897590,1.30598618,0.00000000
