energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up
-5.78989495,3.67409194,0.35329936,0.68070955,0.31688544,2.45163015,0.01433141,0.05213749,0.00519663,0.40981823
-5.78389195,3.67448253,0.37130563,0.67178008,0.31884695,2.44995324,0.01567677,0.04897588,0.00566051,0.41895915
-5.77788894,3.68231257,0.39087123,0.66667752,0.32231254,2.44973803,0.01704977,0.04607996,0.00614142,0.42928928
-5.77188594,3.69652439,0.41149034,0.66560921,0.32699023,2.45020597,0.01843009,0.04345124,0.00663265,0.44046355
-5.76588294,3.71603011,0.43263713,0.66877925,0.33258233,2.45057363,0.01979624,0.04108803,0.00712724,0.45211855
-5.75987994,3.73975370,0.45377701,0.67639493,0.33879178,2.45007591,0.02112596,0.03898583,0.00761823,0.46388134
-5.75387694,3.76667785,0.47437926,0.68867354,0.34532922,2.44799202,0.02239680,0.03713791,0.00809882,0.47537944
-5.74787394,3.79589378,0.49393048,0.70584938,0.35192060,2.44367332,0.02358669,0.03553602,0.00856263,0.48625166
-5.74187094,3.82665225,0.51194838,0.72818047,0.35831496,2.43657224,0.02467460,0.03417123,0.00900389,0.49615926
-5.73586793,3.85841359,0.52799541,0.75595477,0.36429207,2.42627107,0.02564117,0.03303472,0.00941770,0.50479704
-5.72986493,3.89089456,0.54169164,0.78949533,0.36966943,2.41250954,0.02646933,0.03211866,0.00980024,0.51190377
-5.72386193,3.92411009,0.55272639,0.82916441,0.37430863,2.39520998,0.02714483,0.03141698,0.01014898,0.51727161
-5.71785893,3.95840773,0.56086796,0.87536605,0.37812042,2.37449887,0.02765679,0.03092613,0.01046280,0.52075403
-5.71185593,3.99449325,0.56597118,0.92854706,0.38106851,2.35072373,0.02799805,0.03064564,0.01074214,0.52227189
-5.70585293,4.03344584,0.56798228,0.98919626,0.38317186,2.32446449,0.02816544,0.03057865,0.01098904,0.52181737
-5.69984992,4.07672187,0.56694094,1.05784186,0.38450528,2.29653834,0.02815991,0.03073224,0.01120717,0.51945559
-5.69384692,4.12614641,0.56297934,1.13504703,0.38519843,2.26799765,0.02798651,0.03111757,0.01140174,0.51532388
-5.68784392,4.18389231,0.55631826,1.22140349,0.38543325,2.24012050,0.02765427,0.03174997,0.01157945,0.50962860
-5.68184092,4.25244668,0.54726040,1.31752326,0.38543982,2.21439358,0.02717588,0.03264875,0.01174825,0.50263988
-5.67583792,4.33456519,0.53618118,1.42402850,0.38549095,2.19248753,0.02656727,0.03383693,0.01191718,0.49468411
-5.66983492,4.43321478,0.52351733,1.54153937,0.38589558,2.17622492,0.02584715,0.03534081,0.01209606,0.48613496
-5.66383192,4.55150572,0.50975390,1.67066000,0.38699134,2.16754123,0.02503634,0.03718941,0.01229521,0.47740277
-5.65782891,4.69261395,0.49541001,1.81196240,0.38913640,2.16843955,0.02415719,0.03941377,0.01252515,0.46892315
-5.65182591,4.85969507,0.48102395,1.96596839,0.39270082,2.18093963,0.02323285,0.04204614,0.01279622,0.46114477
-5.64582291,5.05579131,0.46713816,2.13312939,0.39805775,2.20702223,0.02228662,0.04511909,0.01311824,0.45451702
-5.63981991,5.28373322,0.45428452,2.31380424,0.40557444,2.24856993,0.02134128,0.04866450,0.01350022,0.44947775
-5.63381691,5.54603762,0.44297041,2.50823513,0.41560340,2.30730567,0.02041848,0.05271247,0.01395002,0.44644136
-5.62781391,5.84480409,0.43366584,2.71652182,0.42847365,2.38473038,0.01953818,0.05729018,0.01447406,0.44578767
-5.62181091,6.18161210,0.42679198,2.93859468,0.44448227,2.48206131,0.01871819,0.06242067,0.01507708,0.44785155
-5.61580790,6.55742143,0.42271122,3.17418718,0.46388620,2.60017292,0.01797376,0.06812160,0.01576192,0.45291369
-5.60980490,6.97247878,0.42171895,3.42280851,0.48689436,2.73954211,0.01731733,0.07440400,0.01652937,0.46119251
-5.60380190,7.42623377,0.42403696,3.68371766,0.51366023,2.90019989,0.01675827,0.08127099,0.01737805,0.47283735
-5.59779890,7.91726772,0.42980869,3.95590004,0.54427476,3.08169150,0.01630284,0.08871663,0.01830436,0.48792296
-5.59179590,8.44323895,0.43909606,4.23804820,0.57875993,3.28304705,0.01595410,0.09672472,0.01930245,0.50644547
-5.58579290,9.00084813,0.45187803,4.52854828,0.61706293,3.50276460,0.01571203,0.10526785,0.02036426,0.52831977
-5.57978989,9.58582741,0.46805073,4.82547376,0.65905119,3.73880760,0.01557367,0.11430657,0.02147966,0.55337847
-5.57378689,10.19295616,0.48742911,5.12658804,0.70450852,3.98861781,0.01553330,0.12378876,0.02263656,0.58137248
-5.56778389,10.81610627,0.50975019,5.42935733,0.75313254,4.24914508,0.01558271,0.13364931,0.02382113,0.61197326
-5.56178089,11.44831841,0.53467778,5.73097490,0.80453370,4.51689413,0.01571156,0.14381013,0.02501804,0.64477694
-5.55577789,12.08191010,0.56180862,6.02839728,0.85823629,4.78798835,0.01590769,0.15418043,0.02621075,0.67931020
-5.54977489,12.70861484,0.59068010,6.31839270,0.91368145,5.05824961,0.01615758,0.16465757,0.02738185,0.71503804
-5.54377189,13.31975028,0.62077930,6.59760119,0.97023266,5.32329241,0.01644667,0.17512812,0.02851342,0.75137345
-5.53776888,13.90641194,0.65155342,6.86260539,1.02718380,5.57863011,0.01675991,0.18546953,0.02958743,0.78768888
-5.53176588,14.45968724,0.68242142,7.11001026,1.08376969,5.81978985,0.01708211,0.19555210,0.03058613,0.82332924
-5.52576288,14.97088379,0.71278671,7.33652928,1.13917937,6.04243270,0.01739842,0.20524138,0.03149247,0.85762645
-5.51975988,15.43176398,0.74205066,7.53907442,1.19257166,6.24247461,0.01769474,0.21440095,0.03229053,0.88991493
-5.51375688,15.83477782,0.76962655,7.71484636,1.24309296,6.41620382,0.01795808,0.22289537,0.03296590,0.91954791
-5.50775388,16.17328488,0.79495370,7.86142152,1.28989663,6.56039008,0.01817698,0.23059349,0.03350606,0.94591387
-5.50175088,16.44175661,0.81751132,7.97683207,1.33216364,6.67238130,0.01834173,0.23737165,0.03390069,0.96845264
-5.49574787,16.63595032,0.83683157,8.05963547,1.36912371,6.75018351,0.01844467,0.24311708,0.03414197,0.98667070
-5.48974487,16.75304728,0.85251145,8.10897007,1.40007615,6.79252086,0.01848036,0.24773102,0.03422480,1.00015496
-5.48374187,16.79174864,0.86422305,8.12459409,1.42440982,6.79887281,0.01844565,0.25113164,0.03414690,1.00858460
-5.47773887,16.75232431,0.87172172,8.10690570,1.44162132,6.76948701,0.01833974,0.25325663,0.03390893,1.01174037
-5.47173587,16.63661227,0.87485185,8.05694283,1.45133054,6.70536711,0.01816408,0.25406526,0.03351446,1.00951103
-5.46573287,16.44796758,0.87355003,7.97636232,1.45329321,6.60823604,0.01792230,0.25353996,0.03296984,1.00189663
-5.45972986,16.19116283,0.86784533,7.86739859,1.44740955,6.48047625,0.01761993,0.25168716,0.03228408,0.98900842
-5.45372686,15.87224369,0.85785688,7.73280344,1.43372882,6.32504951,0.01726421,0.24853758,0.03146858,0.97106534
-5.44772386,15.49834532,0.84378864,7.57576892,1.41244942,6.14539964,0.01686371,0.24414569,0.03053679,0.94838732
-5.44172086,15.07747715,0.82592172,7.39983655,1.38391452,5.94534227,0.01642799,0.23858861,0.02950391,0.92138555
-5.43571786,14.61828461,0.80460459,7.20879617,1.34860334,5.72894633,0.01596723,0.23196419,0.02838642,0.89055012
-5.42971486,14.12979761,0.78024151,7.00657872,1.30711837,5.50041189,0.01549183,0.22438865,0.02720172,0.85643561
-5.42371186,13.62117560,0.75327982,6.79714716,1.26016910,5.26394942,0.01501202,0.21599360,0.02596763,0.81964512
-5.41770885,13.10145922,0.72419651,6.58438971,1.20855275,5.02366481,0.01453754,0.20692268,0.02470201,0.78081337
-5.41170585,12.57933781,0.69348480,6.37201979,1.15313302,4.78345453,0.01407730,0.19732797,0.02342234,0.74058964
-5.40570285,12.06294108,0.66164107,6.16348619,1.09481739,4.54691429,0.01363910,0.18736616,0.02214536,0.69962104
-5.39969985,11.55966179,0.62915280,5.96189668,1.03453409,4.31726389,0.01322945,0.17719478,0.02088673,0.65853679
-5.39369685,11.07601476,0.59648787,5.76995761,0.97320941,4.09729036,0.01285344,0.16696849,0.01966079,0.61793401
-5.38769385,10.61753539,0.56408553,5.58993104,0.91174630,3.88931013,0.01251464,0.15683567,0.01848035,0.57836543
-5.38169085,10.18871921,0.53234929,5.42361018,0.85100486,3.69515043,0.01221510,0.14693527,0.01735655,0.54032931
-5.37568784,9.79300187,0.50164181,5.27231300,0.79178527,3.51614903,0.01195545,0.13739418,0.01629877,0.50426185
-5.36968484,9.43277720,0.47228176,5.13689308,0.73481379,3.35317096,0.01173497,0.12832502,0.01531467,0.47053204
-5.36368184,9.10944934,0.44454256,5.01776596,0.68073174,3.20663978,0.01155178,0.11982454,0.01441019,0.43943897
-5.35767884,8.82351385,0.41865272,4.91494854,0.63008797,3.07658103,0.01140304,0.11197250,0.01358964,0.41121142
-5.35167584,8.57466135,0.39479756,4.82810881,0.58333442,2.96267460,0.01128517,0.10483111,0.01285586,0.38600955
-5.34567284,8.36189713,0.37312188,4.75662261,0.54082472,2.86431312,0.01119409,0.09844506,0.01221034,0.36392822
-5.33966983,8.18366956,0.35373328,4.69963429,0.50281552,2.78066303,0.01112549,0.09284187,0.01165340,0.34500182
-5.33366683,8.03800045,0.33670575,4.65611794,0.46947004,2.71072559,0.01107497,0.08803272,0.01118435,0.32921002
-5.32766383,7.92261132,0.32208317,4.62493628,0.44086350,2.65339486,0.01103835,0.08401363,0.01080166,0.31648414
-5.32166083,7.83503970,0.30988246,4.60489459,0.41698983,2.60751065,0.01101176,0.08076680,0.01050313,0.30671385
-5.31565783,7.77274146,0.30009611,4.59478755,0.39776921,2.57190444,0.01099179,0.07826213,0.01028596,0.29975376
-5.30965483,7.73317555,0.29269404,4.59343758,0.38305606,2.54543709,0.01097565,0.07645892,0.01014689,0.29542972
-5.30365183,7.71386959,0.28762465,4.59972369,0.37264700,2.52702760,0.01096112,0.07530746,0.01008227,0.29354460
-5.29764882,7.71246535,0.28481508,4.61260057,0.36628863,2.51567266,0.01094665,0.07475068,0.01008810,0.29388343
-5.29164582,7.72674510,0.28417096,4.63110842,0.36368476,2.51045748,0.01093129,0.07472565,0.01016005,0.29621777
-5.28564282,7.75464016,0.28557556,4.65437411,0.36450318,2.51055857,0.01091467,0.07516509,0.01029344,0.30030945
-5.27963982,7.79422465,0.28888881,4.68160530,0.36838176,2.51523959,0.01089688,0.07599859,0.01048328,0.30591354
-5.27363682,7.84369755,0.29394642,4.71207886,0.37493411,2.52384190,0.01087839,0.07715389,0.01072423,0.31278087
-5.26763382,7.90135692,0.30055921,4.74512568,0.38375486,2.53577120,0.01085996,0.07855788,0.01101058,0.32066003
-5.26163082,7.96557025,0.30851322,4.78011359,0.39442460,2.55048211,0.01084248,0.08013764,0.01133627,0.32929913
-5.25562781,8.03474485,0.31757052,4.81643040,0.40651498,2.56746238,0.01082688,0.08182128,0.01169487,0.33844755
-5.24962481,8.10730166,0.32747122,4.85346869,0.41959373,2.58621811,0.01081402,0.08353880,0.01207966,0.34785758
-5.24362181,8.18165573,0.33793652,4.89061388,0.43323011,2.60626154,0.01080461,0.08522288,0.01248368,0.35728638
-5.23761881,8.25620548,0.34867306,4.92723662,0.44700060,2.62710222,0.01079912,0.08680969,0.01289978,0.36649811
-5.23161581,8.32933224,0.35937840,4.96269026,0.46049505,2.64824244,0.01079773,0.08823964,0.01332080,0.37526648
-5.22561281,8.39941076,0.36974752,4.99631373,0.47332315,2.66917713,0.01080030,0.08945815,0.01373962,0.38337757
-5.21960980,8.46483006,0.37948012,5.02743967,0.48512108,2.68939827,0.01080635,0.09041644,0.01414939,0.39063293
-5.21360680,8.52402375,0.38828850,5.05540729,0.49555828,2.70840333,0.01081511,0.09107226,0.01454362,0.39685290
-5.20760380,8.57550750,0.39590556,5.07957914,0.50434397,2.72570706,0.01082547,0.09139058,0.01491639,0.40187999
-5.20160080,8.61792143,0.40209264,5.09936048,0.51123317,2.74085560,0.01083611,0.09134427,0.01526246,0.40558211
-5.19559780,8.65007409,0.40664674,5.11422010,0.51603197,2.75344182,0.01084549,0.09091456,0.01557739,0.40785555
-5.18959480,8.67098511,0.40940688,5.12371082,0.51860175,2.76312057,0.01085193,0.09009148,0.01585769,0.40862749
-5.18359180,8.67992328,0.41025904,5.12748849,0.51886204,2.76962262,0.01085368,0.08887410,0.01610085,0.40785780
-5.17758879,8.67643710,0.40913972,5.12532776,0.51679177,2.77276620,0.01084897,0.08727054,0.01630539,0.40554006
-5.17158579,8.66037549,0.40603759,5.11713375,0.51242893,2.77246505,0.01083605,0.08529782,0.01647083,0.40170169
-5.16558279,8.63189684,0.40099341,5.10294841,0.50586842,2.76873239,0.01081328,0.08298144,0.01659768,0.39640301
-5.15957979,8.59146536,0.39409803,5.08295114,0.49725811,2.76168044,0.01077913,0.08035482,0.01668733,0.38973538
-5.15357679,8.53983460,0.38548865,5.05745341,0.48679337,2.75151522,0.01073222,0.07745841,0.01674195,0.38181829
-5.14757379,8.47801874,0.37534351,5.02688745,0.47471017,2.73852709,0.01067134,0.07433875,0.01676433,0.37279562
-5.14157079,8.40725311,0.36387521,4.99178984,0.46127696,2.72307752,0.01059545,0.07104724,0.01675779,0.36283117
-5.13556778,8.32894615,0.35132309,4.95278045,0.44678590,2.70558284,0.01050370,0.06763891,0.01672594,0.35210365
-5.12956478,8.24462525,0.33794487,4.91053839,0.43154352,2.68649602,0.01039538,0.06417104,0.01667260,0.34080134
-5.12356178,8.15587954,0.32400814,4.86577579,0.41586140,2.66628757,0.01026997,0.06070176,0.01660163,0.32911658
-5.11755878,8.06430273,0.30978188,4.81921132,0.40004713,2.64542670,0.01012708,0.05728873,0.01651684,0.31724048
-5.11155578,7.97143867,0.29552840,4.77154445,0.38439599,2.62436377,0.00996648,0.05398776,0.01642187,0.30535784
-5.10555278,7.87873254,0.28149612,4.72343201,0.36918342,2.60351488,0.00978807,0.05085169,0.01632015,0.29364263
-5.09954977,7.78748958,0.26791327,4.67546798,0.35465880,2.58324952,0.00959190,0.04792923,0.01621488,0.28225406
-5.09354677,7.69884293,0.25498276,4.62816744,0.34104043,2.56388153,0.00937819,0.04526403,0.01610902,0.27133343
-5.08754377,7.61373155,0.24287831,4.58195510,0.32851181,2.54566378,0.00914731,0.04289393,0.01600529,0.26100171
-5.08154077,7.53288822,0.23174189,4.53715868,0.31721942,2.52878646,0.00889983,0.04085031,0.01590625,0.25135798
-5.07553777,7.45683732,0.22168243,4.49400687,0.30727161,2.51337878,0.00863652,0.03915761,0.01581428,0.24247853
-5.06953477,7.38590136,0.21277556,4.45263163,0.29873877,2.49951363,0.00835842,0.03783306,0.01573166,0.23441683
-5.06353177,7.32021490,0.20506458,4.41307406,0.29165438,2.48721473,0.00806678,0.03688644,0.01566061,0.22720394
-5.05752876,7.25974420,0.19856209,4.37529307,0.28601700,2.47646550,0.00776313,0.03632009,0.01560326,0.22084959
-5.05152576,7.20431093,0.19325246,4.33917611,0.28179278,2.46721920,0.00744929,0.03612891,0.01556166,0.21534357
-5.04552276,7.15361824,0.18909470,4.30455097,0.27891850,2.45940957,0.00712731,0.03630062,0.01553777,0.21065755
-5.03951976,7.10727769,0.18602572,4.27119803,0.27730493,2.45296154,0.00679953,0.03681591,0.01553338,0.20674707
-5.03351676,7.06483588,0.18396379,4.23886223,0.27684035,2.44780153,0.00646848,0.03764893,0.01555005,0.20355370
-5.02751376,7.02579976,0.18281200,4.20726435,0.27739416,2.44386698,0.00613688,0.03876766,0.01558903,0.20100736
-5.02151076,6.98966001,0.18246177,4.17611132,0.27882062,2.44111487,0.00580756,0.04013453,0.01565113,0.19902865
-5.01550775,6.95591225,0.18279620,4.14510546,0.28096247,2.43952904,0.00548343,0.04170709,0.01573667,0.19753120
-5.00950475,6.92407573,0.18369325,4.11395261,0.28365464,2.43912618,0.00516739,0.04343878,0.01584537,0.19642413
-5.00350175,6.89370980,0.18502882,4.08236940,0.28672789,2.43996030,0.00486226,0.04527984,0.01597632,0.19561435
-4.99749875,6.86442782,0.18667952,4.05008967,0.29001242,2.44212568,0.00457073,0.04717830,0.01612788,0.19500892
-4.99149575,6.83590882,0.18852525,4.01687041,0.29334145,2.44575795,0.00429526,0.04908108,0.01629773,0.19451733
-4.98549275,6.80790670,0.19045163,3.98249713,0.29655466,2.45103336,0.00403803,0.05093518,0.01648287,0.19405363
-4.97948974,6.78025668,0.19235206,3.94678895,0.29950160,2.45816576,0.00380091,0.05268888,0.01667968,0.19353842
-4.97348674,6.75287887,0.19412959,3.90960311,0.30204478,2.46740134,0.00358539,0.05429300,0.01688403,0.19290069
-4.96748374,6.72577842,0.19569849,3.87083907,0.30406254,2.47901087,0.00339257,0.05570211,0.01709138,0.19207930
-4.96148074,6.69904194,0.19698550,3.83044176,0.30545149,2.49327932,0.00322311,0.05687570,0.01729691,0.19102423
-4.95547774,6.67282984,0.19793076,3.78840386,0.30612851,2.51049299,0.00307727,0.05777924,0.01749569,0.18969738
-4.94947474,6.64736454,0.19848832,3.74476695,0.30603209,2.53092438,0.00295487,0.05838503,0.01768286,0.18807301
-4.94347174,6.62291464,0.19862630,3.69962119,0.30512311,2.55481520,0.00285536,0.05867298,0.01785372,0.18613774
-4.93746873,6.59977553,0.19832668,3.65310359,0.30338479,2.58235808,0.00277779,0.05863104,0.01800394,0.18389009
-4.93146573,6.57824722,0.19758471,3.60539486,0.30082203,2.61367800,0.00272088,0.05825545,0.01812963,0.18133958
-4.92546273,6.55861080,0.19640787,3.55671490,0.29745998,2.64881429,0.00268307,0.05755074,0.01822749,0.17850555
-4.91945973,6.54110468,0.19481467,3.50731738,0.29334196,2.68770454,0.00266253,0.05652945,0.01829492,0.17541556
-4.91345673,6.52590273,0.19283309,3.45748367,0.28852686,2.73017142,0.00265724,0.05521160,0.01833004,0.17210364
-4.90745373,6.51309580,0.19049888,3.40751665,0.28308613,2.77591385,0.00266504,0.05362401,0.01833178,0.16860842
-4.90145073,6.50267861,0.18785379,3.35773485,0.27710053,2.82450343,0.00268368,0.05179937,0.01829998,0.16497128
-4.89544772,6.49454341,0.18494376,3.30846737,0.27065674,2.87538710,0.00271086,0.04977526,0.01823540,0.16123452
-4.88944472,6.48848162,0.18181717,3.26005004,0.26384417,2.92789658,0.00274432,0.04759300,0.01813979,0.15743983
-4.88344172,6.48419408,0.17852331,3.21282289,0.25675198,2.98126475,0.00278188,0.04529658,0.01801602,0.15362708
-4.87743872,6.48130993,0.17511099,3.16712906,0.24946651,3.03464882,0.00282146,0.04293157,0.01786815,0.14983336
-4.87143572,6.47941351,0.17162749,3.12331513,0.24206931,3.08715963,0.00286118,0.04054411,0.01770156,0.14609256
-4.86543272,6.47807799,0.16811771,3.08173234,0.23463578,3.13789594,0.00289938,0.03818001,0.01752315,0.14243534
-4.85942971,6.47690386,0.16462367,3.04273842,0.22723443,3.18598235,0.00293467,0.03588405,0.01734146,0.13888949
-4.85342671,6.47555993,0.16118430,3.00669933,0.21992681,3.23060897,0.00296597,0.03369939,0.01716693,0.13548070
-4.84742371,6.47382425,0.15783543,2.97399034,0.21276814,3.27107101,0.00299256,0.03166721,0.01701211,0.13223360
-4.84142071,6.47162205,0.15461001,2.94499576,0.20580829,3.30680604,0.00301409,0.02982645,0.01689184,0.12917308
-4.83541771,6.46905805,0.15153847,2.92010685,0.19909332,3.33742716,0.00303059,0.02821382,0.01682352,0.12632568
-4.82941471,6.46644083,0.14864917,2.89971742,0.19266717,3.36274992,0.00304255,0.02686380,0.01682724,0.12372097
-4.82341171,6.46429708,0.14596883,2.88421699,0.18657348,3.38281169,0.00305087,0.02580886,0.01692593,0.12139288
-4.81740870,6.46337447,0.14352301,2.87398146,0.18085736,3.39788214,0.00305687,0.02507961,0.01714543,0.11938077
-4.81140570,6.46463248,0.14133642,2.86936158,0.17556688,3.40846403,0.00306232,0.02470509,0.01751444,0.11773019
-4.80540270,6.46922115,0.13943310,2.87066974,0.17075426,3.41528426,0.00306939,0.02471287,0.01806441,0.11649323
-4.79939970,6.47844850,0.13783654,2.87816560,0.16647655,3.41927523,0.00308063,0.02512923,0.01882928,0.11572848
-4.79339670,6.49373802,0.13656953,2.89204152,0.16279573,3.42154733,0.00309893,0.02597912,0.01984500,0.11550034
-4.78739370,6.51657817,0.13565387,2.91240850,0.15977821,3.42335362,0.00312749,0.02728598,0.02114906,0.11587796
-4.78139070,6.54846612,0.13510990,2.93928361,0.15749371,3.42604835,0.00316973,0.02907150,0.02277965,0.11693357
-4.77538769,6.59084827,0.13495589,2.97257960,0.15601348,3.43104091,0.00322923,0.03135508,0.02477481,0.11874035
-4.76938469,6.64506017,0.13520729,3.01209728,0.15540803,3.43974716,0.00330965,0.03415321,0.02717134,0.12136988
-4.76338169,6.71226829,0.13587589,3.05752121,0.15574429,3.45354021,0.00341461,0.03747869,0.03000357,0.12488920
-4.75737869,6.79341597,0.13696887,3.10841888,0.15708254,3.47370237,0.00354758,0.04133976,0.03330204,0.12935773
-4.75137569,6.88917556,0.13848788,3.16424331,0.15947307,3.50138031,0.00371178,0.04573910,0.03709207,0.13482390
-4.74537269,6.99990836,0.14042812,3.22433898,0.16295278,3.53754482,0.00391005,0.05067289,0.04139231,0.14132191
-4.73936968,7.12563369,0.14277745,3.28795066,0.16754201,3.58295674,0.00414466,0.05612988,0.04621332,0.14886859
-4.73336668,7.26600803,0.14551565,3.35423453,0.17324158,3.63814005,0.00441726,0.06209056,0.05155624,0.15746052
-4.72736368,7.42031481,0.14861380,3.42227138,0.18003040,3.70336310,0.00472871,0.06852656,0.05741163,0.16707166
-4.72136068,7.58746523,0.15203391,3.49108092,0.18786372,3.77862838,0.00507895,0.07540027,0.06375850,0.17765156
-4.71535768,7.76601027,0.15572877,3.55963711,0.19667221,3.86367133,0.00546694,0.08266481,0.07056374,0.18912421
-4.70935468,7.95416379,0.15964208,3.62688389,0.20636189,3.95796810,0.00589058,0.09026431,0.07778187,0.20138788
-4.70335168,8.14983657,0.16370895,3.69175131,0.21681521,4.06075227,0.00634664,0.09813464,0.08535526,0.21431574
-4.69734867,8.35068096,0.16785674,3.75317168,0.22789304,4.17103985,0.00683080,0.10620456,0.09321474,0.22775756
-4.69134567,8.55414558,0.17200626,3.81009616,0.23943782,4.28766232,0.00733768,0.11439726,0.10128089,0.24154241
-4.68534267,8.75753937,0.17607338,3.86151158,0.25127763,4.40930657,0.00786091,0.12263231,0.10946560,0.25548225
-4.67933967,8.95810398,0.17997093,3.90645788,0.26323122,4.53456090,0.00839330,0.13082790,0.11767431,0.26937651
-4.67333667,9.15309322,0.18361097,3.94404617,0.27511367,4.66196587,0.00892699,0.13890347,0.12580849,0.28301740
-4.66733367,9.33985769,0.18690730,3.97347761,0.28674272,4.79006842,0.00945371,0.14678234,0.13376861,0.29619585
-4.66133067,9.51593270,0.18977813,3.99406288,0.29794524,4.91747785,0.00996505,0.15439451,0.14145716,0.30870785
-4.65532766,9.67912675,0.19214884,4.00524208,0.30856387,5.04292171,0.01045275,0.16167935,0.14878198,0.32036093
-4.64932466,9.82760768,0.19395471,4.00660442,0.31846328,5.16529989,0.01090905,0.16858807,0.15565935,0.33098059
-4.64332166,9.95998331,0.19514346,3.99790723,0.32753597,5.28373469,0.01132700,0.17508589,0.16201706,0.34041631
