energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,3.60120035,0.46179829,0.00000000,2.08990447,0.00000000,0.81114333,0.39015276
-5.99399700,3.58015170,0.45981778,0.00000000,2.07712193,0.00000000,0.80569764,0.38851442
-5.98799400,3.55382325,0.45704127,0.00000000,2.06148044,0.00000000,0.79931960,0.38620478
-5.98199100,3.52202178,0.45341228,0.00000000,2.04289128,0.00000000,0.79195396,0.38319895
-5.97598799,3.48455570,0.44888359,0.00000000,2.02125589,0.00000000,0.78354707,0.37947576
-5.96998499,3.44123619,0.44341764,0.00000000,1.99646664,0.00000000,0.77404805,0.37501765
-5.96398199,3.39188214,0.43698719,0.00000000,1.96841019,0.00000000,0.76341049,0.36981082
-5.95797899,3.33632883,0.42957603,0.00000000,1.93697340,0.00000000,0.75159501,0.36384574
-5.95197599,3.27444021,0.42117995,0.00000000,1.90205149,0.00000000,0.73857236,0.35711794
-5.94597299,3.20612415,0.41180785,0.00000000,1.86355825,0.00000000,0.72432706,0.34962916
-5.93996998,3.13134957,0.40148278,0.00000000,1.82143746,0.00000000,0.70886123,0.34138866
-5.93396698,3.05016440,0.39024309,0.00000000,1.77567491,0.00000000,0.69219836,0.33241470
-5.92796398,2.96271283,0.37814325,0.00000000,1.72630996,0.00000000,0.67438675,0.32273593
-5.92196098,2.86925063,0.36525445,0.00000000,1.67344606,0.00000000,0.65550228,0.31239273
-5.91595798,2.77015706,0.35166475,0.00000000,1.61725911,0.00000000,0.63565027,0.30143826
-5.90995498,2.66594245,0.33747873,0.00000000,1.55800318,0.00000000,0.61496615,0.28993913
-5.90395198,2.55725061,0.32281664,0.00000000,1.49601302,0.00000000,0.59361495,0.27797569
-5.89794897,2.44485563,0.30781289,0.00000000,1.43170310,0.00000000,0.57178936,0.26564174
-5.89194597,2.32965312,0.29261416,0.00000000,1.36556309,0.00000000,0.54970655,0.25304389
-5.88594297,2.21264625,0.27737694,0.00000000,1.29815014,0.00000000,0.52760393,0.24030032
-5.87993997,2.09492742,0.26226487,0.00000000,1.23007822,0.00000000,0.50573392,0.22753931
-5.87393697,1.97765660,0.24744588,0.00000000,1.16200532,0.00000000,0.48435822,0.21489736
-5.86793397,1.86203775,0.23308932,0.00000000,1.09461919,0.00000000,0.46374188,0.20251728
-5.86193097,1.74929468,0.21936337,0.00000000,1.02862256,0.00000000,0.44414745,0.19054622
-5.85592796,1.64064783,0.20643274,0.00000000,0.96471864,0.00000000,0.42582982,0.17913379
-5.84992496,1.53729345,0.19445692,0.00000000,0.90359785,0.00000000,0.40903184,0.16843055
-5.84392196,1.44038612,0.18358913,0.00000000,0.84592634,0.00000000,0.39398121,0.15858675
-5.83791896,1.35102579,0.17397585,0.00000000,0.79233707,0.00000000,0.38088875,0.14975161
-5.83191596,1.27024950,0.16575720,0.00000000,0.74342352,0.00000000,0.36994810,0.14207297
-5.82591296,1.19902822,0.15906796,0.00000000,0.69973646,0.00000000,0.36133696,0.13569752
-5.81990995,1.13826829,0.15403913,0.00000000,0.66178343,0.00000000,0.35521958,0.13077131
-5.81390695,1.08881685,0.15080004,0.00000000,0.63003063,0.00000000,0.35175041,0.12744062
-5.80790395,1.05147026,0.14948066,0.00000000,0.60490681,0.00000000,0.35107838,0.12585301
-5.80190095,1.02698408,0.15021386,0.00000000,0.58680819,0.00000000,0.35335149,0.12615829
-5.79589795,1.01608314,0.15313759,0.00000000,0.57610375,0.00000000,0.35872124,0.12850930
-5.78989495,1.01947010,0.15839642,0.00000000,0.57313994,0.00000000,0.36734623,0.13306230
-5.78389195,1.03783086,0.16614242,0.00000000,0.57824394,0.00000000,0.37939462,0.13997667
-5.77788894,1.07183547,0.17653499,0.00000000,0.59172455,0.00000000,0.39504486,0.14941386
-5.77188594,1.12213311,0.18973964,0.00000000,0.61387022,0.00000000,0.41448434,0.16153540
